SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL50903,35,59,21,35,17,10,11,20,4,208,53,38,46,64,32,10,18,57,0,324,109,44,452,141,60,54,86,125,20,1099,8,6,18,11,7,13,3,13,0,78,11,5,12,21,19,20,5,12,0,105,0,4,6,0,3,5,5,4,0,31,9,4,13,20,0,5,9,7,6,80,428,793,661,413,218,189,153,325,44,3222
SAL50904,3,3,4,4,0,0,0,0,0,14,5,9,3,3,0,3,0,0,0,19,18,0,63,9,8,5,14,9,0,129,0,0,0,0,3,3,0,0,0,11,0,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,50,53,72,27,26,17,20,12,4,274
SAL50905,8,15,7,0,14,4,0,4,0,52,13,17,10,6,11,3,0,0,0,61,37,12,68,12,25,12,9,10,0,184,3,4,0,8,3,0,0,3,0,20,10,5,4,3,8,4,0,0,0,25,0,4,0,0,4,0,0,0,0,5,4,0,0,4,9,7,0,0,0,20,178,376,108,61,108,42,12,13,7,912
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,3,0,17
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50911,8,9,5,0,0,0,4,0,0,33,8,10,8,20,17,3,3,0,0,76,25,8,83,43,17,13,21,21,4,234,0,0,0,0,7,0,0,3,0,11,5,0,0,0,9,0,0,4,0,16,0,4,0,0,3,0,0,0,0,11,0,0,0,6,0,0,0,0,3,8,74,124,123,92,82,20,38,39,11,590
SAL50912,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,6,0,0,5,0,0,0,9,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,7,0,0,33
SAL50913,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,8,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,19,11,11,4,3,0,0,9,0,58
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7
SAL50916,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,8,0,5,4,0,0,0,59
SAL50917,45,75,55,58,52,12,15,18,0,337,74,107,93,111,90,39,26,45,5,597,106,84,348,196,138,71,82,78,14,1115,7,8,9,20,18,14,10,18,0,113,17,11,10,22,21,6,10,15,0,112,14,15,8,11,4,0,3,10,0,58,14,18,10,16,8,7,8,8,17,109,830,2469,698,725,677,285,224,319,98,6332
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,11
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,8
SAL50920,4,22,11,17,13,4,4,3,0,85,16,11,17,40,26,7,4,16,0,138,56,19,217,112,57,40,46,53,9,610,0,0,9,8,11,9,5,10,0,66,0,3,6,17,8,3,0,6,0,48,4,0,0,0,0,0,0,0,0,9,0,5,0,6,5,0,0,9,3,29,98,197,266,252,131,81,71,113,12,1224
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,12,28,26,21,24,9,10,9,0,137,38,44,42,81,42,19,20,13,3,303,100,63,390,208,106,60,138,92,26,1185,8,3,17,14,19,11,11,28,0,105,4,4,9,17,18,9,5,5,0,75,8,0,5,0,3,0,3,3,0,19,9,14,12,14,7,3,3,7,4,64,254,564,539,431,277,150,207,174,43,2629
SAL50923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,6,8,0,0,5,4,0,41
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50925,0,3,8,7,6,4,0,0,0,32,3,8,8,24,8,5,6,5,0,70,13,10,90,37,26,10,25,38,4,260,0,0,0,3,3,6,4,6,0,25,0,0,5,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,5,7,0,9,7,3,29,35,107,125,108,68,40,49,74,12,602
SAL50926,0,0,0,0,0,0,0,0,0,11,0,5,4,6,0,6,0,0,0,19,11,7,35,0,5,3,13,8,0,82,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,34,43,11,8,9,18,13,5,177
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50928,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,14,4,3,0,0,0,0,27,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,5,4,0,0,9,0,57
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL50930,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,10,3,0,3,0,0,41
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,30,39,12,13,30,8,4,3,0,148,51,49,38,30,46,11,0,8,0,232,63,34,185,70,66,29,25,30,11,518,3,0,3,12,3,7,4,7,0,42,13,13,8,11,19,4,0,8,5,76,6,0,9,4,4,4,0,0,0,24,10,8,6,5,3,7,0,0,0,39,458,955,291,215,290,107,48,74,33,2474
SAL50933,19,17,0,8,8,4,0,0,0,57,9,11,0,8,5,4,0,0,0,48,16,10,39,9,14,3,6,5,0,105,0,0,0,0,0,5,0,0,0,6,4,0,0,3,3,0,0,0,0,14,3,3,0,0,3,0,0,0,0,13,0,0,0,0,4,0,0,3,0,17,172,344,68,50,81,29,10,26,9,789
SAL50934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,16
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,5,5,32
SAL50937,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,3,0,24
SAL50938,3,5,0,3,9,0,0,0,0,21,5,7,8,14,4,5,4,3,0,53,31,13,141,41,28,5,38,28,3,314,8,0,8,3,8,3,3,7,0,45,3,0,0,3,3,4,9,4,0,23,0,0,0,0,0,0,3,0,0,9,5,3,0,4,0,3,3,3,0,25,87,128,155,93,69,20,57,50,9,661
SAL50939,3,13,8,3,6,3,4,6,0,53,14,18,20,59,22,7,9,7,0,165,46,17,225,108,60,32,71,69,8,649,3,0,7,10,10,7,7,16,0,56,3,4,9,6,15,8,3,7,0,57,0,0,0,0,0,0,3,0,0,9,0,4,6,6,4,3,0,6,0,25,96,187,291,230,155,72,104,120,16,1273
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50941,4,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,8,6,0,8,3,6,0,0,4,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,30,23,17,6,4,6,3,13,0,103
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL50944,7,6,3,7,7,0,5,8,0,34,8,8,19,27,8,0,8,8,3,97,25,14,145,45,30,16,41,28,5,351,4,0,0,4,5,6,6,3,0,27,4,0,0,9,5,4,4,4,5,32,3,0,3,0,3,0,0,0,0,18,3,0,0,4,4,7,3,3,3,27,69,116,189,122,98,44,74,64,16,792
SAL50945,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,9,3,6,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,7,5,12,0,5,4,0,72
SAL50946,3,5,0,3,0,0,0,0,0,13,4,3,3,0,0,0,0,3,0,17,9,0,15,10,10,8,3,3,0,57,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,48,101,19,25,26,14,3,10,3,247
SAL50947,7,17,19,15,13,8,8,3,3,87,22,13,34,69,27,17,18,23,9,239,42,31,207,120,71,47,70,102,17,703,3,0,15,13,14,13,15,10,4,76,0,3,10,14,14,0,4,6,0,53,0,4,3,0,7,4,4,4,0,27,8,3,9,10,3,9,8,10,13,71,150,321,337,325,200,119,157,187,42,1842
SAL50948,0,5,9,7,6,3,3,7,0,38,0,11,14,15,7,6,3,3,0,66,15,9,113,46,19,14,29,23,0,267,3,0,0,0,7,3,0,8,0,26,0,0,4,3,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,4,4,0,0,5,6,3,25,43,101,173,115,68,32,48,61,10,641
SAL50949,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,3,0,0,32
SAL50950,0,4,0,3,10,0,0,0,0,19,13,12,14,16,16,0,5,6,3,79,28,13,183,20,36,5,22,16,5,333,0,0,7,3,6,0,0,7,0,24,4,4,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,9,103,166,236,62,88,30,33,34,14,764
SAL50951,3,13,5,6,3,0,5,0,0,38,18,18,9,20,12,7,4,8,6,98,28,28,232,65,57,27,55,33,0,529,0,0,4,3,6,5,3,3,0,28,0,3,4,0,7,9,0,3,0,20,0,0,0,0,0,0,0,6,0,11,3,0,0,0,3,0,0,0,3,19,88,222,268,115,116,51,75,60,16,1013
SAL50952,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,3,16,6,8,4,3,0,0,42,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,21,7,9,3,4,0,0,83
SAL50953,3,3,0,0,3,0,0,0,0,14,4,5,5,0,3,5,0,0,0,19,8,0,17,0,0,5,6,4,0,47,0,0,0,6,4,0,0,0,0,9,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,34,31,26,12,19,12,10,13,3,170
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3
SAL50957,0,6,0,8,0,6,0,0,0,22,11,0,4,12,7,0,0,3,0,35,18,8,52,19,11,3,13,12,0,138,0,0,0,0,3,4,0,0,0,9,0,0,0,4,3,3,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,0,0,4,37,44,63,52,36,15,18,19,0,276
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,20
SAL50960,63,63,34,28,46,16,7,8,0,270,64,65,31,64,69,17,5,7,0,333,115,54,403,106,97,55,62,59,15,962,6,3,5,23,15,10,3,12,0,77,20,9,8,14,17,12,4,3,0,86,5,8,3,8,8,3,3,3,0,46,10,14,4,5,18,8,7,6,12,77,520,813,527,344,379,164,96,121,51,3013
SAL50961,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,3,0,13
SAL50962,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SAL50963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,6,0,0,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,9,8,3,4,3,3,0,46
SAL50964,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,3,3,0,0,0,20
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,15
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,7
SAL50968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,3,5,3,0,0,0,35
SAL50969,10,6,3,9,6,6,0,0,0,37,14,9,3,13,3,7,0,3,0,56,14,10,75,32,21,15,10,16,0,201,0,0,5,3,4,0,0,6,0,10,4,0,0,0,4,3,0,5,0,19,0,4,0,0,0,0,0,0,0,4,3,4,4,3,0,4,0,5,0,20,87,228,92,80,56,42,13,35,8,641
SAL50970,9,5,13,9,9,6,7,16,0,73,17,18,25,52,26,13,17,15,0,182,16,15,159,136,37,32,48,89,16,553,0,3,11,10,8,8,0,17,0,65,0,4,6,30,6,5,10,13,0,73,4,3,0,11,0,5,0,3,0,29,6,3,8,22,3,5,10,13,8,73,96,291,262,336,164,102,122,209,32,1617
SAL50971,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,3,0,0,3,0,30
SAL50972,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,17
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,4,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,9,0,0,5,3,31
SAL50974,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,17
SAL50975,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,0,6,4,0,13,0,8,0,7,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,15,4,9,4,11,5,0,64
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6
SAL50978,0,6,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,5,4,4,0,6,0,36
