SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50855,0,0,0,0,5
SAL50856,0,0,0,0,0
SAL50857,177,125,63,3,1403
SAL50858,67,72,36,21,522
SAL50859,0,0,0,0,12
SAL50860,0,0,0,0,0
SAL50861,6,0,0,0,23
SAL50862,16,19,17,0,90
SAL50863,260,107,52,7,1226
SAL50864,3,0,0,0,8
SAL50865,197,144,60,24,961
SAL50866,31,29,3,0,95
SAL50867,7,13,0,0,58
SAL50868,7,4,3,0,48
SAL50869,0,0,0,0,9
SAL50870,4,0,0,0,12
SAL50871,205,137,83,27,1806
SAL50872,0,0,0,0,8
SAL50873,580,415,230,87,5306
SAL50874,342,275,163,100,3379
SAL50875,325,168,46,8,1922
SAL50876,0,0,0,0,0
SAL50877,0,0,0,0,7
SAL50878,0,0,0,0,10
SAL50879,98,66,17,10,466
SAL50880,60,35,18,3,393
SAL50881,372,289,116,36,2177
SAL50882,0,0,0,0,4
SAL50883,9,0,3,0,21
SAL50884,0,0,0,0,12
SAL50885,7,3,0,0,23
SAL50886,0,4,0,0,3
SAL50887,0,0,0,0,0
SAL50888,6,0,0,0,9
SAL50889,3,5,0,0,68
SAL50890,733,675,413,186,4330
SAL50891,258,218,112,35,1697
SAL50892,0,0,0,0,17
SAL50893,341,259,81,33,2333
SAL50894,0,3,0,0,14
SAL50895,15,8,7,0,74
SAL50896,637,427,231,136,4405
SAL50897,10,7,4,0,36
SAL50898,47,35,3,0,252
SAL50899,80,18,7,0,551
SAL50900,3,7,4,0,28
SAL50901,37,10,9,4,215
SAL50902,69,12,0,0,527
SAL50903,732,534,180,79,4841
SAL50904,96,65,22,0,413
SAL50905,259,236,84,18,1366
SAL50906,0,0,0,0,4
SAL50907,0,0,0,0,7
SAL50908,3,5,0,0,23
SAL50909,0,0,0,0,0
SAL50910,0,0,0,0,3
SAL50911,144,111,65,67,952
SAL50912,10,5,0,0,74
SAL50913,18,27,15,5,119
SAL50914,0,0,0,0,0
SAL50915,0,0,0,0,6
SAL50916,20,8,12,0,89
SAL50917,865,692,231,39,8644
SAL50918,9,0,0,0,26
SAL50919,0,6,0,0,18
SAL50920,224,146,79,17,1744
SAL50921,0,0,0,0,6
SAL50922,578,406,280,159,4257
SAL50923,10,18,8,0,87
SAL50924,0,6,0,0,9
SAL50925,184,104,40,12,1083
SAL50926,69,25,8,0,375
SAL50927,0,0,0,0,3
SAL50928,12,9,3,0,65
SAL50929,0,4,0,0,7
SAL50930,12,13,3,0,71
SAL50931,0,0,0,0,0
SAL50932,578,330,190,117,3462
SAL50933,250,223,258,155,1531
SAL50934,9,12,5,0,49
SAL50935,0,0,0,0,0
SAL50936,14,4,4,0,49
SAL50937,0,4,0,0,23
SAL50938,188,123,53,23,1122
SAL50939,250,233,232,179,2448
SAL50940,5,0,0,0,20
SAL50941,20,20,4,0,138
SAL50942,3,0,0,0,7
SAL50943,0,0,0,0,6
SAL50944,195,134,58,14,1264
SAL50945,27,28,0,0,113
SAL50946,88,78,31,30,417
SAL50947,385,276,184,169,3315
SAL50948,109,83,32,14,1028
SAL50949,6,8,10,0,44
SAL50950,110,40,5,0,1068
SAL50951,147,74,28,7,1303
SAL50952,31,19,3,0,126
SAL50953,50,40,16,0,251
SAL50954,0,0,0,0,10
SAL50955,0,0,0,0,5
SAL50956,0,0,0,0,7
SAL50957,95,62,31,8,425
SAL50958,0,0,0,0,0
SAL50959,0,4,0,0,22
SAL50960,947,371,217,89,4207
SAL50961,5,0,3,0,22
SAL50962,0,0,0,0,12
SAL50963,26,26,9,4,116
SAL50964,5,11,6,0,38
SAL50965,3,0,0,0,10
SAL50966,0,0,4,0,12
SAL50967,5,4,0,0,10
SAL50968,12,0,4,0,50
SAL50969,188,152,91,28,1055
SAL50970,415,267,100,38,2774
SAL50971,0,0,0,0,47
SAL50972,9,0,0,0,21
SAL50973,6,0,0,0,37
SAL50974,5,7,0,0,27
SAL50975,23,26,13,0,118
SAL50976,4,6,0,0,36
SAL50977,0,0,0,0,5
SAL50978,57,37,9,0,117
SAL50979,0,0,0,0,8
SAL50980,47,21,6,0,178
SAL50981,3,4,0,0,25
SAL50982,0,0,0,0,22
SAL50983,27,18,20,0,137
SAL50984,0,9,3,0,23
SAL50985,0,0,0,0,0
SAL50986,3,0,0,0,10
SAL50987,25,20,0,3,137
SAL50988,126,106,50,23,731
SAL50989,0,0,0,0,0
SAL50990,7,0,0,0,8
SAL50991,3,0,0,0,22
SAL50992,94,72,23,0,370
SAL50993,35,47,15,7,212
SAL50994,5,0,0,0,12
SAL50995,0,0,0,0,6
SAL50996,84,47,16,5,444
SAL50997,43,29,19,7,348
SAL50998,1430,1055,611,155,11184
SAL50999,4,3,0,0,28
SAL51000,916,746,415,128,5604
SAL51001,3,3,0,0,14
SAL51002,0,0,0,0,6
SAL51003,0,0,0,0,0
SAL51004,261,225,102,50,1354
SAL51005,0,0,0,0,4
SAL51006,5,0,0,0,51
SAL51007,0,0,0,0,0
SAL51008,550,437,251,134,3027
SAL51009,74,59,34,10,386
SAL51010,10,7,0,0,34
SAL51011,0,4,0,0,3
SAL51012,0,0,0,0,15
SAL51013,28,17,4,0,83
SAL51014,15,0,0,0,78
SAL51015,717,315,95,22,4636
SAL51016,320,213,86,14,1711
SAL51017,0,3,0,0,17
SAL51018,0,0,4,0,9
SAL51019,0,0,0,0,8
SAL51020,15,3,0,0,87
SAL51021,1060,772,289,153,7305
SAL51022,0,0,0,0,0
SAL51023,0,0,0,0,11
SAL51024,74,43,18,4,358
SAL51025,117,85,25,6,557
SAL51026,302,212,102,21,1563
SAL51027,0,0,0,0,0
SAL51028,0,0,0,0,0
SAL51029,0,0,0,0,0
SAL51030,778,675,302,87,4541
SAL51031,207,146,95,23,1046
SAL51032,0,0,0,0,0
SAL51033,59,15,0,0,579
SAL51034,0,0,0,0,9
SAL51035,0,0,0,0,7
SAL51036,221,171,69,15,1556
SAL51037,10,0,0,0,29
SAL51038,0,0,0,0,0
SAL51039,0,0,0,0,0
SAL51040,73,48,23,5,397
SAL51041,11,6,5,5,81
SAL51042,17,3,0,0,128
SAL51043,0,0,0,0,5
SAL51044,19,13,8,4,139
SAL51045,0,0,0,0,0
SAL51046,6,0,0,0,10
SAL51047,641,444,125,27,3398
SAL51048,14,7,4,0,68
SAL51049,21,30,8,0,157
SAL51050,17,15,7,0,141
SAL51051,19,14,9,0,85
SAL51052,7,7,5,0,54
SAL51053,0,8,0,0,19
SAL51054,0,0,0,0,5
SAL51055,320,303,156,68,1699
SAL51056,87,59,19,4,533
SAL51057,5,0,0,0,4
SAL51058,8,3,0,0,26
SAL51059,14,3,3,0,54
SAL51060,15,11,9,0,102
SAL51061,0,0,0,0,12
SAL51062,7,12,10,0,52
SAL51063,0,4,0,0,20
SAL51064,231,281,232,201,1994
SAL51065,4,0,0,0,7
SAL51066,0,0,0,0,6
SAL51067,38,40,8,0,183
SAL51068,0,0,0,0,0
SAL51069,131,94,101,117,1170
SAL51070,38,39,25,3,256
SAL51071,16,11,0,0,60
SAL51072,0,0,4,0,5
SAL51073,0,0,0,0,3
SAL51074,0,0,0,0,8
SAL51075,4,0,0,0,11
SAL51076,27,9,0,0,155
SAL51077,0,3,0,0,15
SAL51078,4,3,0,4,24
SAL51079,0,0,0,0,0
SAL51080,0,0,0,0,0
SAL51081,10,10,4,0,40
SAL51082,0,0,0,0,13
SAL51083,117,128,60,10,516
SAL51084,7,9,0,0,46
SAL51085,5,3,0,0,24
SAL51086,28,18,4,0,111
SAL51087,0,4,0,0,10
SAL51088,35,19,23,20,171
SAL51089,5,3,0,0,22
SAL51090,12,3,0,0,43
SAL51091,4,0,0,0,14
SAL51092,48,43,9,0,245
SAL51093,278,225,125,69,1830
SAL51094,11,11,4,0,54
SAL51095,7,13,5,0,62
SAL51096,3,0,0,0,9
SAL51097,0,0,0,0,0
SAL51098,1076,962,560,235,6746
SAL51099,5,5,0,0,31
SAL51100,0,0,0,0,12
SAL51101,11,9,0,0,67
SAL51102,15,18,16,0,123
SAL51103,3,0,0,0,7
SAL51104,8,0,0,0,42
SAL51105,0,0,0,0,0
SAL51106,0,0,0,0,0
SAL51107,16,9,8,0,39
SAL51108,0,0,0,0,3
SAL51109,11,7,0,0,59
SAL51110,14,7,3,0,47
SAL51111,439,81,9,0,3743
SAL51112,9,0,0,0,31
SAL51113,234,56,19,0,2514
SAL51114,19,23,13,0,126
SAL51115,0,5,4,0,27
SAL51116,0,0,0,0,3
SAL51117,0,0,0,0,10
SAL51118,3,3,0,0,33
SAL51119,11,12,0,0,50
SAL51120,5,0,0,0,19
SAL51121,0,0,0,0,8
SAL51122,646,394,169,59,7078
SAL51123,4,5,0,0,26
SAL51124,622,588,271,69,3856
SAL51125,11,9,6,0,53
SAL51126,3,0,0,0,11
SAL51127,53,35,16,0,218
SAL51128,13,7,0,0,31
SAL51129,0,0,0,0,0
SAL51130,378,308,160,32,2174
SAL51131,0,0,0,0,5
SAL51132,51,23,3,0,185
SAL51133,0,0,0,0,5
SAL51134,0,0,0,0,8
SAL51135,492,289,75,28,2311
SAL51136,76,42,9,6,412
SAL51137,0,0,0,0,0
SAL51138,505,426,244,91,2680
SAL51139,27,7,0,0,100
SAL51140,7,0,0,0,32
SAL51141,0,0,0,0,11
SAL51142,13,6,0,0,41
SAL51143,0,4,0,0,11
SAL51144,159,75,27,9,745
SAL51145,6,0,0,0,6
SAL51146,3,0,0,0,13
SAL51147,850,489,174,79,5902
SAL51148,13,21,4,0,164
SAL51149,0,4,0,0,11
SAL51150,13,8,0,4,67
SAL51151,0,0,0,0,10
SAL51152,8,11,6,0,43
SAL51153,22,5,3,0,99
SAL51154,0,0,0,0,0
SAL51155,0,0,0,0,3
SAL51156,82,77,45,17,412
SAL51157,501,375,184,70,2831
SAL51158,68,74,42,8,329
SAL51159,61,32,3,5,1076
SAL51160,41,26,6,0,153
SAL51161,0,4,0,0,4
SAL51162,27,11,7,0,108
SAL51163,4,0,0,0,9
SAL51164,8,0,0,0,21
SAL51165,111,10,3,3,858
SAL51166,3,5,0,0,24
SAL51167,53,30,19,5,392
SAL51168,13,13,8,0,73
SAL51169,0,0,4,0,10
SAL51170,22,19,5,0,93
SAL51171,10,6,3,0,93
SAL51172,41,21,11,3,260
SAL51173,0,0,0,0,0
SAL51174,271,133,45,9,1324
SAL51175,148,94,52,12,597
SAL51176,924,636,192,48,4478
SAL51177,4,4,0,0,21
SAL51178,3,0,0,0,18
SAL51179,19,17,3,3,135
SAL51180,11,13,0,0,40
SAL51181,66,21,5,0,442
SAL51182,4,0,0,0,22
SAL51183,0,0,0,0,5
SAL51184,126,76,49,13,834
SAL51185,97,56,14,4,358
SAL51186,0,4,0,0,16
SAL51187,3,4,0,0,20
SAL51188,7,4,0,0,63
SAL51189,248,165,75,21,1904
SAL51190,215,160,66,17,2829
SAL51191,21,23,5,0,99
SAL51192,663,510,180,39,4603
SAL51193,10,9,6,0,73
SAL51194,3,0,0,0,39
SAL51195,0,0,0,0,10
SAL51196,4,0,0,0,16
SAL51197,573,426,212,75,4393
SAL51198,24,6,0,0,315
SAL51199,0,0,0,0,9
SAL51200,8,0,0,0,36
SAL51201,86,13,4,0,673
SAL51202,4,13,3,0,70
SAL51203,0,3,0,0,26
SAL51204,0,0,0,0,0
SAL51205,279,139,47,9,1276
SAL51206,3,0,0,0,5
SAL51207,5,4,0,0,21
SAL51208,68,51,10,0,284
SAL51209,480,424,160,28,3074
SAL51210,363,231,92,28,2563
SAL51211,8,4,0,0,36
SAL51212,0,0,0,0,0
SAL51213,3,15,4,0,47
SAL51214,9,0,0,0,26
SAL51215,4,5,7,0,20
SAL51216,0,0,0,0,0
SAL51217,5,5,3,0,36
SAL51218,10,3,0,0,87
SAL51219,244,149,45,7,2165
SAL51220,0,0,0,0,5
SAL51221,7,3,0,0,10
SAL51222,138,44,10,0,1159
SAL51223,111,96,47,0,486
SAL51224,81,49,24,11,394
SAL51225,184,143,69,30,881
SAL51226,75,51,21,0,319
SAL51227,17,7,4,5,113
SAL51228,7,4,0,0,27
SAL51229,0,0,0,0,8
SAL51230,823,427,168,47,10146
SAL51231,0,0,0,0,24
SAL51232,24,7,5,3,81
SAL51233,0,0,0,0,5
SAL51234,470,188,44,10,7720
SAL51235,0,0,0,0,18
SAL51236,144,71,24,10,1165
SAL51237,51,42,14,3,256
SAL51238,7,3,0,0,17
SAL51239,22,19,8,4,83
SAL51240,23,10,15,0,112
SAL51241,0,4,0,0,20
SAL51242,5,0,0,0,5
SAL51243,5,7,0,0,33
SAL51244,65,55,29,8,294
SAL51245,13,13,6,0,110
SAL51246,6,4,0,0,31
SAL51247,323,283,166,79,2067
SAL51248,94,67,24,7,503
SAL51249,6,4,0,0,8
SAL51250,7,11,3,0,41
SAL51251,0,0,0,0,18
SAL51252,15,4,0,0,70
SAL51253,20,5,0,0,187
SAL51254,33,19,4,0,145
SAL51255,23,21,6,3,96
SAL51256,39,43,20,0,189
SAL51257,15,11,0,0,76
SAL51258,119,135,90,22,673
SAL51259,275,72,25,0,2341
SAL51260,990,443,219,99,5991
SAL51261,0,0,0,0,0
SAL51262,35,40,20,4,156
SAL51263,15,6,7,0,60
SAL51264,32,37,0,0,136
SAL51265,0,0,0,0,4
SAL51266,0,9,0,0,12
SAL51267,0,0,0,0,8
SAL51268,61,79,35,15,312
SAL51269,6,0,3,0,42
SAL51270,52,42,17,3,247
SAL51271,328,150,72,17,3848
SAL51272,13,15,0,0,50
SAL51273,0,0,0,0,6
SAL51274,4,0,3,0,14
SAL51275,179,160,69,0,846
SAL51276,0,3,3,0,17
SAL51277,27,21,12,4,104
SAL51278,783,337,133,44,4432
SAL51279,21,10,4,0,86
SAL51280,127,69,37,3,751
SAL51281,54,25,3,0,256
SAL51282,121,127,128,38,1062
SAL51283,0,0,0,0,15
SAL51284,0,0,0,0,10
SAL51285,3,0,0,0,34
SAL51286,11,0,0,0,28
SAL51287,335,193,107,72,2490
SAL51288,17,10,3,0,62
SAL51289,19,13,8,3,86
SAL51290,0,8,3,0,33
SAL51291,0,7,0,0,7
SAL51292,6,0,0,0,9
SAL51293,28,23,5,3,133
SAL51294,0,0,0,0,0
SAL51295,0,0,0,0,0
SAL51296,247,159,155,29,2090
SAL51297,13,4,0,0,44
SAL51298,435,323,177,55,3273
SAL51299,671,392,160,56,6565
SAL51300,70,68,10,4,347
SAL51301,1383,1071,643,258,7603
SAL51302,11,5,0,0,80
SAL51303,0,0,0,0,0
SAL51304,8,7,6,0,40
SAL51305,40,25,9,0,218
SAL51306,54,36,13,0,323
SAL51307,96,54,7,3,458
SAL51308,697,558,211,34,3762
SAL51309,25,14,5,0,114
SAL51310,20,21,0,0,106
SAL51311,0,0,0,0,11
SAL51312,371,286,247,121,2084
SAL51313,37,4,0,0,156
SAL51314,14,3,0,0,109
SAL51315,8,0,0,0,42
SAL51316,14,14,4,0,111
SAL51317,0,4,0,0,17
SAL51318,9,13,0,0,42
SAL51319,701,505,286,68,3821
SAL51320,11,3,0,0,47
SAL51321,330,233,176,130,1716
SAL51322,182,141,60,26,980
SAL51323,110,92,40,6,517
SAL51324,0,0,0,0,0
SAL51325,0,0,0,0,0
SAL51326,18,6,9,0,76
SAL51327,13,9,6,0,53
SAL51328,96,81,33,6,508
SAL51329,8,4,0,0,50
SAL51330,1322,816,408,112,11413
SAL51331,0,0,0,0,0
SAL51332,80,81,18,4,325
SAL51333,4,0,0,0,17
SAL51334,0,0,4,0,29
SAL51335,5,3,5,0,42
SAL51336,9,31,7,0,63
SAL51337,826,279,105,17,5968
SAL51338,14,11,3,4,94
SAL51339,234,155,66,17,1267
SAL51340,486,236,82,23,4644
SAL51341,19,9,0,0,68
SAL51342,91,101,41,4,434
SAL51343,0,0,0,0,11
SAL51344,0,0,0,0,0
SAL51345,465,359,188,28,2757
SAL51346,448,436,219,86,2949
SAL51347,0,0,0,0,0
SAL51348,467,313,240,139,2466
SAL51349,0,0,0,0,6
SAL51350,14,3,0,0,31
SAL51351,144,140,52,21,762
SAL51352,136,89,28,0,1470
SAL51353,57,25,16,3,317
SAL51354,287,127,56,18,1964
SAL51355,0,0,0,0,25
SAL51356,0,0,0,0,0
SAL51357,15,6,0,0,41
SAL51358,0,0,0,0,0
SAL51359,274,112,12,4,2048
SAL51360,877,787,321,89,4428
SAL51361,0,0,0,0,7
SAL51362,108,44,9,3,541
SAL51363,753,604,296,147,4624
SAL51364,0,4,0,0,13
SAL51365,88,54,17,5,468
SAL51366,0,0,0,0,6
SAL51367,7,0,5,0,28
SAL51368,470,380,144,23,2240
SAL51369,0,0,0,0,10
SAL51370,11,9,4,0,54
SAL51371,288,176,74,12,1953
SAL51372,674,175,27,13,5243
SAL51373,234,145,67,29,1891
SAL51374,0,0,0,0,8
SAL51375,0,3,9,0,40
SAL51376,0,0,4,0,9
SAL51377,384,201,70,22,2738
SAL51378,0,0,3,0,17
SAL51379,3,0,0,0,24
SAL51380,0,3,0,0,13
SAL51381,1345,1125,515,146,8284
SAL51382,5,4,0,0,55
SAL51383,6,0,0,0,21
SAL51384,0,0,0,0,6
SAL51385,15,0,0,0,58
SAL51386,0,0,3,0,12
SAL51387,5,0,0,0,10
SAL51388,0,0,0,0,6
SAL51389,0,0,0,0,8
SAL51390,327,320,154,28,1841
SAL51391,10,12,3,0,58
SAL51392,11,0,0,0,37
SAL51393,40,19,8,4,213
SAL51394,695,311,100,14,6143
SAL51395,122,113,30,9,789
SAL51396,762,543,274,139,5462
SAL51397,297,222,149,84,1657
SAL51398,16,8,0,0,40
SAL51399,40,12,9,4,137
SAL51400,0,6,0,0,4
SAL51401,21,6,0,0,188
SAL51402,308,158,46,20,2905
SAL51403,8,10,3,0,35
SAL51404,58,27,3,0,248
SAL51405,813,536,249,45,5259
SAL51406,16,11,5,0,85
SAL51407,0,0,0,0,0
SAL51408,245,186,73,21,1315
SAL51409,0,0,0,0,6
SAL51410,119,38,6,0,540
SAL51411,87,68,14,4,414
SAL51412,3,0,0,0,4
SAL51413,134,98,45,10,1222
SAL51414,0,6,0,0,12
SAL51415,14,5,0,0,78
SAL51416,1018,853,429,122,6906
SAL51417,563,289,150,61,5886
SAL51418,11,7,0,0,49
SAL51419,114,70,41,9,756
SAL51420,618,481,250,75,3715
SAL51421,473,367,165,66,2685
SAL51422,11,4,0,0,64
SAL51423,7,0,4,0,52
SAL51424,21,15,8,0,66
SAL51425,0,4,0,0,16
SAL51426,4,4,0,0,12
SAL51427,0,0,0,0,0
SAL51428,0,0,0,0,0
SAL51429,0,0,0,0,0
SAL51430,19,10,7,0,103
SAL51431,3,9,9,0,43
SAL51432,0,0,0,0,4
SAL51433,16,11,0,0,105
SAL51434,0,0,0,0,7
SAL51435,561,247,131,34,4549
SAL51436,153,91,27,11,717
SAL51437,0,0,0,0,4
SAL51438,0,0,0,0,16
SAL51439,8,9,3,0,45
SAL51440,34,3,0,0,376
SAL51441,0,0,4,0,24
SAL51442,19,21,10,3,112
SAL51443,7,0,0,0,11
SAL51444,3,0,0,0,19
SAL51445,0,0,0,0,0
SAL51446,523,272,109,13,2821
SAL51447,16,5,3,0,44
SAL51448,1564,1175,549,112,10968
SAL51449,23,26,17,0,155
SAL51450,6,3,3,0,30
SAL51451,0,0,0,0,0
SAL51452,6,3,0,0,29
SAL51453,9,0,0,0,28
SAL51454,0,0,0,0,0
SAL51455,0,0,0,0,0
SAL51456,157,32,7,0,1432
SAL51457,0,0,0,0,5
SAL51458,160,165,70,15,684
SAL51459,4,0,0,0,8
SAL51460,0,0,0,0,0
SAL51461,0,4,0,0,8
SAL51462,47,31,11,3,218
SAL51463,9,4,3,0,72
SAL51464,0,0,0,0,8
SAL51465,0,0,0,0,0
SAL51466,14,5,4,0,40
SAL51467,171,157,79,30,2519
SAL51468,16,15,0,0,80
SAL51469,0,0,0,0,0
SAL51470,297,245,132,39,1669
SAL51471,6,0,0,0,18
SAL51472,463,311,112,52,4684
SAL51473,0,0,0,0,0
SAL51474,7,4,0,0,41
SAL51475,349,201,83,12,1799
SAL51476,6,0,0,0,31
SAL51477,0,0,0,0,10
SAL51478,25,24,8,0,158
SAL51479,6,3,0,0,38
SAL51480,19,21,0,0,97
SAL51481,0,0,0,0,0
SAL51482,56,50,18,3,239
SAL51483,6,11,0,0,33
SAL51484,6,0,0,0,62
SAL51485,135,106,30,9,878
SAL51486,90,47,18,0,590
SAL51487,0,0,0,0,0
SAL51488,5,0,0,0,30
SAL51489,206,127,56,3,1282
SAL51490,652,437,126,33,6018
SAL51491,0,0,0,0,0
SAL51492,36,14,3,0,324
SAL51493,0,0,0,0,0
SAL51494,130,63,43,8,659
SAL51495,7,6,0,0,41
SAL51496,3,0,0,0,16
SAL51497,0,0,0,0,14
SAL51498,0,0,0,0,25
SAL51499,0,6,8,0,24
SAL51500,164,106,57,5,1179
SAL51501,118,102,48,7,570
SAL51502,1020,565,238,84,5779
SAL51503,0,4,0,0,23
SAL51504,3,0,0,0,31
SAL51505,14,10,3,4,84
SAL51506,0,0,0,0,0
SAL51507,0,0,0,0,0
SAL51508,74,74,34,11,499
SAL51509,3,7,0,0,15
SAL51510,56,61,30,3,237
SAL51511,0,11,0,0,33
SAL51512,0,0,0,0,13
SAL51513,0,0,0,0,0
SAL51514,0,0,0,0,12
SAL51515,0,0,0,0,6
SAL51516,8,5,0,0,27
SAL51517,0,0,0,0,8
SAL51518,35,31,14,0,204
SAL51519,202,142,31,7,2297
SAL51520,5,7,0,0,33
SAL51521,243,147,76,16,2030
SAL51522,24,23,4,0,67
SAL51523,5,0,0,0,17
SAL51524,13,11,3,0,52
SAL51525,370,398,137,22,2004
SAL51526,891,730,354,170,5774
SAL51527,4,3,0,0,27
SAL51528,9,0,0,0,37
SAL51529,11,17,5,0,61
SAL51530,16,4,0,0,103
SAL51531,0,0,0,0,12
SAL51532,0,0,4,0,20
SAL51533,7,3,9,0,128
SAL51534,895,458,210,60,4819
SAL51535,3,3,0,0,24
SAL51536,223,166,90,47,1239
SAL51537,0,0,0,0,5
SAL51538,11,6,7,5,39
SAL51539,0,0,0,0,5
SAL51540,55,53,23,3,362
SAL51541,287,279,159,30,2035
SAL51542,12,7,6,0,62
SAL51543,4,0,0,0,18
SAL51544,282,241,114,14,1562
SAL51545,5,5,5,6,52
SAL51546,143,153,77,11,793
SAL51547,10,0,3,0,50
SAL51548,3,3,0,0,30
SAL51549,341,155,43,10,3113
SAL51550,53,24,5,0,188
SAL51551,9,0,0,0,11
SAL51552,11,10,3,0,62
SAL51553,7,0,0,0,15
SAL51554,9,5,0,0,34
SAL51555,22,0,0,0,72
SAL51556,6,0,0,0,18
SAL51557,5,0,0,0,40
SAL51558,561,264,100,15,7112
SAL51559,5,0,0,0,12
SAL51560,4,0,0,0,5
SAL51561,31,10,3,0,87
SAL51562,8,5,4,0,40
SAL51563,0,4,0,0,7
SAL51564,906,666,321,214,7455
SAL51565,645,430,290,111,3900
SAL51566,0,0,0,0,15
SAL51567,134,93,55,9,774
SAL51568,0,3,3,0,11
SAL51569,760,617,322,105,4256
SAL51570,0,0,0,0,0
SAL51571,0,0,0,0,13
SAL51572,19,12,0,0,94
SAL51573,47,50,33,16,258
SAL51574,0,0,0,0,11
SAL51575,0,0,5,0,14
SAL51576,0,0,0,0,15
SAL51577,78,59,10,0,618
SAL51578,409,310,122,68,2979
SAL51579,0,0,0,0,0
SAL51580,407,268,147,49,4449
SAL51581,4,8,9,0,42
SAL51582,29,18,3,6,181
SAL51583,0,14,0,0,27
SAL51584,6,6,0,0,35
SAL51585,66,53,17,4,287
SAL51586,79,52,16,4,263
SAL51587,0,9,5,3,37
SAL51588,348,202,121,26,3617
SAL51589,15,13,4,0,60
SAL51590,6,3,0,0,18
SAL51591,0,0,0,0,3
SAL51592,48,14,0,3,464
SAL51593,350,193,53,34,1972
SAL51594,45,23,12,0,294
SAL51595,0,0,0,0,3
SAL51596,0,0,0,0,5
SAL51597,0,0,0,0,14
SAL51598,0,0,0,0,4
SAL51599,0,0,0,0,0
SAL51600,39,21,12,7,145
SAL51601,96,20,3,0,1008
SAL51602,3,3,0,0,24
SAL51603,0,0,0,0,9
SAL51604,5,3,0,0,13
SAL51605,4,0,0,0,7
SAL51606,0,3,0,0,24
SAL51607,4,0,0,0,9
SAL51608,0,0,0,0,11
SAL51609,3,0,0,0,10
SAL51610,324,203,144,68,2867
SAL51611,5,0,0,0,49
SAL51612,1478,1120,461,86,10159
SAL51613,30,18,3,0,99
SAL51614,72,49,26,7,461
SAL51615,7,8,0,0,52
SAL51616,45,31,6,6,274
SAL51617,478,307,195,91,3815
SAL51618,23,20,5,0,292
SAL51619,28,19,15,0,124
SAL51620,14,4,8,0,61
SAL51621,14,6,0,0,22
SAL51622,25,20,7,0,102
SAL51623,654,574,204,48,3485
SAL51624,50,27,7,0,264
SAL51625,194,148,67,15,1293
SAL51626,0,0,0,0,0
SAL51627,0,0,0,0,6
SAL51628,0,0,0,0,11
SAL51629,29,12,5,0,125
SAL51630,0,0,0,0,12
SAL51631,4,0,0,0,21
SAL51632,64,64,19,8,385
SAL51633,0,0,0,0,14
SAL51634,17,30,6,4,113
SAL51635,137,77,38,29,762
SAL51636,17,33,4,0,104
SAL51637,118,89,45,13,691
SAL51638,381,279,264,120,2596
SAL51639,0,0,0,0,0
SAL51640,48,44,24,3,300
SAL51641,1100,603,201,79,5072
SAL51642,14,11,0,0,60
SAL51643,0,0,0,0,0
SAL51644,0,0,3,0,13
SAL51645,4,3,0,0,16
SAL51646,119,61,20,3,627
SAL51647,121,74,26,9,628
SAL51648,7,11,0,0,39
SAL51649,11,5,4,0,30
SAL51650,13,0,0,0,28
SAL51651,109,92,50,9,571
SAL51652,32,22,8,4,171
SAL51653,0,0,0,0,0
SAL51654,21,27,16,5,150
SAL51655,4,0,0,0,11
SAL51656,64,34,16,4,383
SAL51657,5,0,0,0,9
SAL51658,0,0,0,0,3
SAL51659,16,14,5,0,87
SAL51660,203,164,139,98,1413
SAL51661,0,0,0,0,0
SAL51662,16,17,0,0,211
SAL51663,10,9,3,0,35
SAL51664,161,131,28,10,735
SAL51665,39,37,12,0,209
SAL51666,164,127,58,4,1344
SAL51667,714,471,282,89,5079
SAL51668,3,0,0,0,9
SAL51669,0,0,0,0,0
SAL51670,531,276,97,22,3667
SAL51671,12,8,0,3,60
SAL51672,0,0,0,0,9
SAL51673,0,0,0,0,6
SAL51674,6,5,3,0,29
SAL51675,46,31,10,9,219
SAL51676,0,0,4,0,13
SAL51677,5,7,0,0,35
SAL51678,7,0,5,3,58
SAL51679,0,0,0,0,0
SAL51680,11,11,0,0,34
SAL51681,0,0,0,0,0
SAL51682,0,0,0,0,0
SAL51683,8,5,0,0,40
SAL51684,4,4,0,0,32
SAL51685,6,3,0,0,19
SAL51686,13,0,0,0,29
SAL51687,0,0,0,0,5
SAL51688,913,590,290,159,7380
SAL51689,18,3,3,0,48
SAL51690,216,280,150,38,1143
SAL51691,10,4,3,0,16
SAL51692,9,7,4,0,45
SAL51693,0,0,0,0,4
SAL51694,0,6,0,0,13
SAL51695,39,21,12,0,165
SAL51696,3,0,0,0,10
SAL51697,8,0,0,0,22
SAL51698,0,0,0,0,0
SAL51699,0,0,0,0,0
SAL59494,876,505,105,20,5668
SAL59797,48,15,0,0,428
