SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL50273,..,392,392,500,29,529,171,0,173,189,4,190,89,0,89,43,0,43,993,429,1420
SAL50274,..,31,31,82,8,91,42,0,47,50,0,56,17,0,17,14,0,14,207,42,251
SAL50275,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL50276,..,18,18,29,0,25,3,0,3,12,0,12,4,0,4,3,0,3,50,15,64
SAL50277,..,388,388,643,41,693,470,12,478,518,3,521,203,6,204,136,0,136,1977,448,2420
SAL50278,..,182,182,115,6,127,31,5,36,16,0,16,4,0,4,5,0,5,167,195,357
SAL50279,..,72,72,74,4,77,21,0,21,12,0,12,10,0,10,0,0,0,118,76,195
SAL50280,..,10,10,23,3,25,11,0,11,3,0,3,4,0,4,4,0,4,40,14,56
SAL50281,..,116,116,163,12,176,81,3,78,75,0,75,29,0,31,20,0,20,364,128,491
SAL50282,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5
SAL50283,..,9,9,7,0,7,5,0,5,6,0,6,0,0,0,0,0,0,19,9,22
SAL50284,..,12,12,18,0,18,9,0,9,5,0,5,0,0,0,0,0,0,34,13,41
SAL50285,..,4,4,15,0,15,6,0,6,3,0,3,0,0,0,0,0,0,28,4,39
SAL50286,..,5,5,12,0,12,0,0,0,3,0,3,0,0,0,0,0,0,15,10,20
SAL50287,..,9,9,6,0,6,0,0,0,4,0,4,5,0,5,4,0,4,17,9,25
SAL50288,..,5,5,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,9,5,13
SAL50289,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50290,..,128,128,226,20,241,111,0,108,100,0,96,49,0,49,26,0,26,504,153,652
SAL50291,..,50,50,143,6,145,65,0,65,56,0,56,24,0,24,14,0,14,305,62,358
SAL50292,..,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,9,0,11
SAL50293,..,293,293,409,25,432,208,5,216,275,0,275,89,4,89,31,0,31,1006,328,1337
SAL50294,..,411,411,754,13,761,294,11,307,500,11,513,239,5,243,65,0,63,1857,448,2309
SAL50295,..,40,40,47,6,59,24,0,24,12,0,12,3,0,3,4,0,4,88,46,134
SAL50296,..,1339,1339,1219,111,1332,446,27,473,429,12,442,177,0,174,37,0,36,2306,1495,3798
SAL50297,..,1119,1119,1505,143,1648,951,29,981,786,0,788,348,0,348,155,0,158,3744,1298,5039
SAL50298,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50299,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,..,1033,1033,932,140,1067,529,38,570,432,12,440,166,11,175,110,3,110,2164,1232,3402
SAL50302,..,0,0,6,0,6,3,0,3,5,0,5,0,0,0,0,0,0,10,0,15
SAL50303,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,..,329,329,247,36,284,59,11,71,40,0,46,13,0,13,3,0,3,367,379,745
SAL50305,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50306,..,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17
SAL50307,..,7,7,14,0,14,6,0,6,4,0,4,0,0,0,0,0,0,28,7,33
SAL50308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50309,..,86,86,161,7,166,58,4,67,79,0,83,32,0,32,18,0,18,353,95,446
SAL50310,..,958,958,982,64,1043,356,3,365,356,0,356,155,0,159,71,0,71,1919,1033,2950
SAL50311,..,4,4,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,17,4,20
SAL50312,..,63,63,85,4,88,37,0,37,42,0,42,11,0,11,12,0,12,186,71,254
SAL50313,..,22,22,38,0,38,13,0,13,7,0,7,3,0,3,0,0,0,61,22,82
SAL50314,..,5,5,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,9,5,13
SAL50315,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,7
SAL50316,..,2392,2392,2135,273,2411,759,99,865,632,14,651,173,6,179,47,0,47,3749,2786,6539
SAL50317,..,25,25,29,3,31,6,0,6,12,0,12,9,0,9,3,0,3,56,27,86
SAL50318,..,215,215,484,4,494,232,3,234,240,0,240,86,0,86,39,0,39,1087,225,1310
SAL50319,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50320,..,665,665,593,35,633,231,5,231,177,0,179,70,0,70,40,0,40,1115,708,1825
SAL50321,..,362,362,721,18,738,290,6,293,358,0,360,144,0,144,30,0,30,1541,388,1924
SAL50322,..,42,42,88,4,95,30,0,30,30,0,30,13,0,13,8,0,8,172,45,210
SAL50323,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50324,..,950,950,715,97,811,351,28,373,261,7,270,82,0,75,28,0,28,1437,1076,2515
SAL50325,..,121,121,146,17,163,99,3,95,137,0,142,49,0,49,16,0,16,449,138,583
SAL50326,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50327,..,104,104,104,6,107,34,0,34,21,0,21,9,0,9,9,0,9,175,112,283
SAL50328,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
SAL50329,..,774,774,864,67,935,380,7,391,274,0,274,134,0,132,81,0,81,1735,849,2587
SAL50330,..,20,20,50,0,50,21,0,21,18,0,18,15,0,15,10,0,10,120,20,135
SAL50331,..,10,10,9,0,10,6,0,6,13,0,13,5,0,5,0,0,0,26,15,37
SAL50332,..,7,7,11,0,11,0,0,0,3,0,3,0,0,0,0,0,0,15,7,25
SAL50333,..,11,11,20,4,25,10,0,10,5,0,5,4,0,4,4,0,4,33,19,49
SAL50334,..,63,63,117,13,125,21,0,21,21,0,21,10,0,10,6,0,6,170,73,244
SAL50335,..,27,27,21,0,21,6,0,6,13,0,13,0,0,0,0,0,0,45,27,74
SAL50336,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,..,8,8,6,0,6,3,0,3,0,0,0,0,0,0,4,0,4,15,6,22
SAL50338,..,32,32,15,6,18,0,0,0,0,0,0,4,0,4,0,0,0,27,36,64
SAL50339,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50340,..,119,119,113,4,118,26,0,24,20,0,20,12,0,12,7,0,7,177,123,297
SAL50341,..,4,4,4,0,0,4,0,4,0,0,0,5,0,5,4,0,4,12,8,20
SAL50342,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50343,..,732,732,973,77,1044,385,32,420,414,17,432,214,0,213,52,0,52,2034,858,2892
SAL50344,..,4,4,9,0,9,0,0,0,8,0,8,0,0,0,0,0,0,14,4,20
SAL50345,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SAL50346,..,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,21
SAL50347,..,127,127,247,13,263,122,8,131,183,0,180,55,0,55,14,0,14,620,147,769
SAL50348,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,7,0,8
SAL50349,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,12
SAL50350,..,663,663,847,83,923,447,19,467,405,3,412,100,4,103,33,0,33,1839,770,2611
SAL50351,..,4,4,0,0,6,4,0,4,6,0,6,0,0,0,0,0,0,9,6,15
SAL50352,..,56,56,68,5,76,14,0,14,20,0,20,9,0,9,6,0,6,120,59,184
SAL50353,..,427,427,354,98,453,96,36,133,70,11,85,36,0,35,11,0,9,569,572,1139
SAL50354,..,11,11,38,0,42,7,0,7,14,0,14,11,0,11,0,0,0,78,13,89
SAL50355,..,9,9,27,0,29,0,0,0,11,0,11,6,0,6,0,0,0,47,12,57
SAL50356,..,11,11,19,0,19,4,0,4,0,0,0,0,0,0,0,0,0,27,11,37
SAL50357,..,46,46,80,3,83,22,0,22,24,0,24,4,0,4,0,0,0,133,48,183
SAL50358,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL50359,..,38,38,18,0,25,0,5,5,0,0,0,0,0,0,0,0,0,21,44,66
SAL50360,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8
SAL50361,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,8
SAL50362,..,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAL50363,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50364,..,99,99,86,5,94,31,0,31,30,0,30,20,0,20,11,0,11,177,114,293
SAL50365,..,0,0,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,13,0,18
SAL50366,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50367,..,393,393,776,33,807,454,4,458,501,0,507,199,0,199,44,0,44,1979,433,2415
SAL50368,..,12,12,26,3,27,0,0,0,9,0,9,4,0,4,0,0,0,42,14,53
SAL50369,..,5,5,6,0,6,3,0,3,4,0,4,0,0,0,0,0,0,12,5,15
SAL50370,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50371,..,187,187,154,17,163,95,3,96,111,0,114,33,0,33,9,0,9,395,210,605
SAL50372,..,17,17,31,0,31,13,0,13,10,0,10,0,0,0,0,0,0,51,17,70
SAL50373,..,12,12,7,0,7,8,0,8,0,0,0,0,0,0,0,0,0,11,12,19
SAL50374,..,190,190,463,7,469,196,3,195,339,9,347,173,0,179,41,0,42,1220,203,1423
SAL50375,..,61,61,80,3,83,37,0,37,35,0,35,20,0,19,11,0,11,184,68,256
SAL50376,..,572,572,944,55,993,588,10,605,668,6,669,321,0,323,112,0,112,2639,643,3277
SAL50377,..,16,16,18,0,23,6,0,6,6,0,6,5,0,5,3,0,3,39,13,54
SAL50378,..,61,61,110,4,121,64,0,64,93,0,93,37,0,37,13,0,13,317,67,388
SAL50379,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,..,79,79,58,8,64,43,0,46,49,0,49,36,0,38,28,0,28,220,85,306
SAL50381,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,10
SAL50382,..,31,31,47,0,46,8,0,8,9,0,9,14,0,14,3,0,3,80,34,116
SAL50383,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
SAL50384,..,207,207,459,12,466,409,4,417,653,4,658,267,0,267,135,0,135,1919,225,2149
SAL50385,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL50386,..,50,50,81,3,84,34,0,34,35,0,35,12,0,12,4,0,4,169,58,222
SAL50387,..,37,37,98,6,99,47,0,47,30,0,30,16,0,16,9,0,9,190,43,237
SAL50388,..,49,49,57,5,62,7,0,7,13,0,13,9,0,9,0,0,0,87,55,144
SAL50389,..,72,72,163,7,168,88,0,88,100,0,100,47,0,47,31,0,31,437,82,513
SAL50390,..,209,209,467,16,483,200,5,206,273,0,273,105,0,105,23,0,23,1076,228,1305
SAL50391,..,8,8,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19
SAL50392,..,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3
SAL50393,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,4,10
SAL50394,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,4,11
SAL50395,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SAL50396,..,486,486,1001,40,1042,373,3,374,396,0,396,172,0,172,76,0,76,2019,533,2546
SAL50397,..,286,286,411,38,450,388,13,396,429,0,430,130,0,130,93,0,93,1446,336,1781
SAL50398,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SAL50399,..,29,29,47,0,47,7,0,7,12,0,11,7,0,7,7,0,7,85,31,114
SAL50400,..,39,39,92,0,89,59,0,59,63,0,63,30,0,30,19,0,19,260,37,296
SAL50401,..,6,6,9,0,9,6,0,5,4,0,4,0,0,0,0,0,0,18,11,27
SAL50402,..,10,10,9,0,13,0,0,0,11,0,11,0,0,0,3,0,3,22,7,32
SAL50403,..,128,128,118,11,132,25,0,27,23,0,23,6,0,6,4,0,4,174,141,318
SAL50404,..,415,415,365,27,392,103,9,107,102,0,102,38,0,38,12,0,12,625,448,1080
SAL50405,..,289,289,236,23,255,90,0,94,83,0,83,51,0,51,64,0,64,522,309,827
SAL50406,..,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8
SAL50407,..,10,10,8,0,8,3,0,3,5,0,5,0,0,0,0,0,0,22,10,26
SAL50408,..,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,6,0,10
SAL50409,..,2815,2815,2885,218,3103,1440,59,1496,1374,24,1398,527,11,539,218,3,225,6441,3139,9579
SAL50410,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,..,15,15,21,5,27,7,0,7,7,0,7,6,0,6,0,0,0,53,21,69
SAL50412,..,19,19,28,0,28,8,0,8,7,0,7,3,0,3,0,0,0,41,19,57
SAL50413,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,..,6,6,6,0,7,5,0,5,4,0,4,0,0,0,0,0,0,14,4,23
SAL50415,..,179,179,278,22,296,148,11,161,219,4,220,83,0,88,33,0,33,766,210,981
SAL50416,..,163,163,210,0,211,74,0,74,65,0,65,26,0,26,6,0,6,384,166,547
SAL50417,..,0,0,7,0,7,5,0,5,0,0,0,5,0,5,0,0,0,14,0,17
SAL50418,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50419,..,308,308,433,23,455,140,3,143,130,0,134,64,0,64,31,0,31,804,333,1136
SAL50420,..,5,5,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,8,5,13
SAL50421,..,0,0,14,5,20,5,0,5,0,0,0,0,0,0,0,0,0,19,6,26
SAL50422,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,..,1009,1009,1011,114,1124,603,54,653,595,20,612,178,0,180,43,0,49,2426,1200,3629
SAL50424,..,73,73,59,6,63,18,0,18,15,0,15,12,0,12,3,0,3,108,83,186
SAL50425,..,3,3,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,16,3,16
SAL50426,..,86,86,182,13,187,103,4,106,106,0,106,48,0,48,11,0,11,447,100,545
SAL50427,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10
SAL50429,..,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,13
SAL50430,..,0,0,7,0,7,3,0,3,0,0,0,5,0,5,0,0,0,17,0,19
SAL50431,..,854,854,1160,71,1230,348,10,356,245,3,253,109,4,112,51,0,51,1915,941,2853
SAL50432,..,4,4,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,11,4,6
SAL50433,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8
SAL50434,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7
SAL50435,..,21,21,40,0,40,11,0,11,7,0,7,6,0,6,3,0,3,64,24,90
SAL50436,..,16,16,27,0,27,4,0,4,11,0,11,5,0,5,0,0,0,42,18,57
SAL50437,..,46,46,41,3,48,10,0,10,17,0,17,4,0,4,0,0,0,69,46,116
SAL50438,..,919,919,1736,66,1804,895,18,915,1336,6,1346,450,4,453,111,0,118,4532,1006,5543
SAL50439,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,..,472,472,766,53,819,342,14,353,391,10,402,141,0,141,34,0,34,1674,547,2222
SAL50442,..,15,15,8,3,13,0,0,0,5,0,5,0,0,0,5,0,5,24,15,34
SAL50443,..,7,7,5,0,5,0,0,0,4,0,4,4,0,4,0,0,0,12,7,21
SAL50444,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,..,0,0,7,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,4,8
SAL50446,..,55,55,68,4,73,30,0,30,22,0,22,11,0,11,6,0,6,136,53,190
SAL50447,..,5,5,24,0,24,0,0,0,3,0,3,0,0,0,0,0,0,29,5,33
SAL50448,..,7,7,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,10,7,22
SAL50449,..,3,3,8,0,8,0,0,0,0,0,0,5,0,5,0,0,0,7,3,10
SAL50450,..,7,7,16,0,14,4,0,4,0,0,0,3,0,3,0,0,0,27,10,34
SAL50451,..,0,0,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,10,0,16
SAL50452,..,617,617,645,43,692,197,5,200,160,0,161,66,0,66,22,0,27,1088,676,1762
SAL50453,..,423,423,517,79,600,399,39,434,391,21,409,153,4,156,138,4,141,1596,563,2158
SAL50454,..,79,79,78,8,90,26,3,25,48,0,42,18,0,22,9,0,9,185,91,273
SAL50455,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,6,0,10
SAL50456,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50457,..,777,777,904,63,971,413,17,438,509,4,514,172,0,177,51,0,51,2058,860,2913
SAL50458,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL50459,..,7,7,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,7,7,14
SAL50460,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50462,..,6,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,6,20
SAL50463,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50464,..,2259,2259,1981,344,2322,541,115,658,223,23,249,55,3,60,13,0,19,2817,2748,5564
SAL50465,..,16,16,34,0,36,17,0,17,8,0,8,8,0,8,0,0,0,64,16,80
SAL50466,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SAL50467,..,117,117,44,3,53,8,0,8,0,0,0,0,0,0,0,0,0,54,119,172
SAL50468,..,1184,1184,1302,191,1497,601,81,684,553,29,580,133,9,142,73,9,82,2669,1501,4172
SAL50469,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4
SAL50470,..,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9
SAL50471,..,4,4,18,0,21,9,0,9,3,0,3,0,0,0,0,0,0,37,3,43
SAL50472,..,813,813,1117,63,1179,495,6,499,430,4,436,201,0,201,90,0,90,2328,894,3223
SAL50473,..,341,341,451,42,492,247,10,256,182,3,185,81,0,81,40,0,40,996,393,1396
SAL50474,..,351,351,584,44,628,299,5,305,304,0,304,110,0,109,33,0,33,1329,405,1730
SAL50475,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,12,0,15
SAL50476,..,197,197,378,12,392,251,0,257,239,0,239,111,0,111,45,0,45,1027,206,1237
SAL50477,..,13,13,14,0,14,4,0,4,4,0,4,0,0,0,0,0,0,17,13,27
SAL50478,..,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,9
SAL50479,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50480,..,15,15,17,0,17,9,0,9,10,0,10,0,0,0,0,0,0,38,15,52
SAL50481,..,21,21,58,3,62,22,0,22,13,0,13,6,0,6,5,0,5,104,29,132
SAL50482,..,1566,1566,2102,150,2251,1434,21,1452,1618,4,1622,740,3,741,423,0,423,6313,1744,8056
SAL50483,..,3,3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,6,3,7
SAL50484,..,349,349,391,64,457,228,15,244,212,3,215,50,0,51,30,0,30,919,434,1352
SAL50485,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,..,64,64,30,5,37,5,0,5,9,0,9,0,0,0,0,0,0,47,67,111
SAL50487,..,22,22,25,0,24,0,0,0,6,0,6,3,0,3,0,0,0,35,25,56
SAL50488,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50491,..,897,897,1084,33,1115,223,7,229,186,4,184,70,0,70,26,0,26,1580,937,2522
SAL50492,..,445,445,251,25,281,84,0,88,69,0,69,19,0,20,9,0,9,441,472,910
SAL50493,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,..,10,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14
SAL50495,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5
SAL50497,..,241,241,315,35,352,132,16,144,162,12,174,59,9,72,16,0,18,684,313,992
SAL50498,..,5,5,6,0,6,0,0,4,0,0,0,4,0,4,0,0,0,8,6,21
SAL50499,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,10,0,13
SAL50500,..,675,675,920,43,966,284,4,283,235,0,235,92,4,96,36,0,36,1564,729,2288
SAL50501,..,15,15,45,0,45,7,0,7,9,0,9,5,0,5,0,0,0,72,15,83
SAL50502,..,486,486,553,32,589,280,11,284,243,4,246,84,0,84,33,0,33,1192,532,1729
SAL50503,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50504,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50508,..,121,121,90,11,106,37,0,36,36,0,36,34,0,34,27,0,27,226,133,358
SAL50509,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,..,418,418,830,35,859,439,9,449,721,7,725,313,0,312,81,0,81,2377,466,2846
SAL50511,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,..,38,38,37,3,45,14,0,15,5,0,5,4,0,4,0,0,0,63,41,108
SAL50513,..,11,11,13,0,18,4,0,3,5,0,5,3,0,3,0,0,0,20,8,29
SAL50514,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,..,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,13,0,13
SAL50516,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,..,73,73,123,10,128,50,0,50,55,0,55,31,0,31,14,0,14,267,77,350
SAL50518,..,1357,1357,1627,138,1763,824,19,845,692,10,699,308,3,309,121,4,122,3568,1521,5096
SAL50519,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11
SAL50520,..,50,50,39,7,40,18,0,18,21,0,21,0,0,0,0,0,0,87,56,144
SAL50521,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50522,..,1650,1650,1254,177,1427,452,77,530,314,24,334,103,3,106,19,0,22,2137,1933,4068
SAL50523,..,192,192,169,10,174,43,0,42,25,0,25,19,0,19,5,0,5,266,199,465
SAL50524,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50525,..,54,54,116,0,123,43,0,42,31,0,31,18,0,18,9,0,9,218,55,271
SAL50526,..,9,9,4,0,3,3,0,3,3,0,3,0,0,0,0,0,0,14,8,19
SAL50527,..,10,10,16,0,16,7,0,7,7,0,7,9,0,9,0,0,0,28,10,39
SAL50528,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50529,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50530,..,9,9,8,0,11,3,0,3,4,0,4,0,0,0,0,0,0,17,11,26
SAL50531,..,10,10,8,0,8,0,0,0,0,0,0,6,0,6,3,0,3,15,10,20
SAL50532,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50533,..,82,82,266,14,280,117,0,117,155,0,155,53,0,53,40,0,40,624,94,723
SAL50534,..,358,358,597,31,623,181,9,189,130,6,131,83,0,83,23,0,23,1013,399,1406
SAL50535,..,3,3,10,5,14,4,0,4,0,0,0,0,0,0,0,0,0,20,7,31
SAL50536,..,529,529,412,44,458,143,3,145,92,0,92,48,0,48,13,0,13,710,577,1284
SAL50537,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50538,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,19,3,22
SAL50539,..,32,32,39,0,39,15,0,15,14,0,14,5,0,5,3,0,3,89,28,119
SAL50540,..,8,8,9,0,9,0,0,0,10,0,10,5,0,5,18,0,18,41,8,51
SAL50541,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,..,110,110,356,7,364,150,0,153,173,0,173,74,0,74,44,0,44,797,121,916
SAL50543,..,6,6,9,0,9,4,0,4,4,0,4,3,0,3,3,0,3,18,6,30
SAL50544,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50545,..,4,4,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,12,4,15
SAL50546,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,..,66,66,106,8,118,39,3,42,53,0,53,21,0,21,11,0,11,237,78,319
SAL50549,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
SAL50550,..,971,971,842,115,954,478,37,518,425,4,435,202,0,202,181,0,187,2130,1131,3269
SAL50551,..,67,67,133,5,143,65,4,68,53,0,53,26,0,26,19,0,19,299,82,378
SAL50552,..,185,185,364,16,375,173,3,175,160,0,160,80,0,80,18,0,18,796,199,995
