SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,3,13,12,6,9,0,0,39,0,5,0,3,4,0,0,14,3,0,0,0,0,0,0,3,28,22,13,7,12,0,0,84,0,0,0,0,0,0,0,0,34,43,25,13,18,0,0,136,3,3,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,11,0,0,0,0,23,0,5,0,0,0,0,0,3,12,15,9,4,0,0,0,38,42,56,36,19,20,0,0,177
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,15,18,16,16,6,7,0,76,0,4,3,3,0,0,0,17,13,3,0,0,4,0,0,22,29,15,11,9,8,5,6,78,0,0,0,0,0,0,0,5,59,35,33,24,23,9,6,189,0,0,4,0,3,0,0,7,0,0,0,0,4,0,0,4,0,4,0,0,6,0,0,12,4,16,3,9,7,4,0,44,3,0,0,0,0,0,0,3,8,16,13,16,18,3,5,70,68,52,41,36,37,16,8,265
SAL51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,15
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL51500,6,11,7,0,5,0,0,36,4,5,5,0,0,0,0,16,6,9,0,3,5,0,0,19,109,126,69,43,40,3,0,394,0,0,0,0,0,0,0,0,129,150,81,48,45,8,0,466,0,3,0,0,5,0,0,9,0,6,8,3,0,0,0,10,0,4,0,4,0,0,0,6,22,48,29,17,14,3,0,132,0,5,0,0,0,0,0,5,27,66,34,23,16,3,0,166,155,215,121,67,65,8,0,636
SAL51501,0,5,0,0,4,0,0,9,10,3,4,0,0,0,0,22,5,3,3,0,0,0,0,12,33,30,17,13,11,3,0,111,0,0,0,0,0,0,0,0,52,41,28,17,13,0,0,155,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,3,8,3,9,5,4,0,0,38,0,0,0,0,0,0,0,0,12,15,15,12,6,0,0,57,66,50,38,32,25,0,0,211
SAL51502,81,140,108,71,103,43,27,578,73,68,34,24,25,9,5,235,89,85,46,26,28,7,7,289,287,313,197,120,148,25,17,1105,0,0,0,0,0,0,0,0,534,612,387,242,303,83,53,2217,16,26,21,13,24,0,0,101,17,26,20,9,8,0,0,82,12,21,8,16,13,0,0,80,93,123,71,64,50,12,6,432,5,0,0,0,0,0,0,10,140,208,129,94,105,20,12,699,675,819,519,337,403,102,61,2917
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51504,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,7,8,8,3,0,0,0,20
SAL51505,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,12,7,3,0,0,0,33,0,0,0,0,0,0,0,0,12,18,9,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,9,3,0,0,0,44
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,9,5,0,4,0,0,4,21,0,4,7,0,0,0,0,20,0,12,6,6,3,0,0,31,38,46,26,15,20,8,0,151,0,0,0,0,0,0,0,0,54,65,36,26,21,7,0,211,0,0,0,0,0,0,0,3,0,3,6,0,0,0,4,8,0,0,4,0,0,0,0,6,0,12,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,18,13,6,3,0,5,43,56,83,50,29,33,5,10,253
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7
SAL51510,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,3,5,0,3,8,0,0,18,0,0,0,0,0,0,0,0,12,7,5,6,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,12,8,6,6,10,0,0,42
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,15
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,7,0,5,3,0,0,17
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51518,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,5,6,0,5,4,0,0,17,7,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,19,15,3,6,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,15,6,3,3,0,0,48
SAL51519,145,128,48,31,33,15,16,415,57,15,3,3,4,5,0,91,66,21,9,3,7,0,4,105,192,104,42,37,37,12,4,427,0,0,0,0,0,0,0,3,465,274,95,72,79,35,28,1042,8,7,8,6,8,3,0,45,8,5,0,7,4,0,0,23,0,3,4,0,0,0,0,13,18,16,16,14,14,0,0,81,0,0,0,0,0,0,0,0,31,33,35,30,24,8,3,166,499,309,130,101,99,42,30,1208
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10
SAL51521,51,76,48,14,24,4,9,220,20,24,16,10,13,0,0,77,24,25,14,10,5,0,0,71,180,194,116,68,87,5,3,665,0,0,0,0,0,0,0,0,275,321,191,103,129,14,7,1039,0,0,4,4,4,0,0,15,5,10,0,0,0,0,0,19,0,4,0,0,4,0,0,11,23,45,38,25,35,0,0,163,0,5,6,0,0,0,0,11,37,66,46,28,41,0,0,220,306,382,240,130,170,21,7,1255
SAL51522,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,0,0,0,6,3,6,4,4,0,0,0,20
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,5,0,0,0,0,22,0,0,0,0,0,0,0,0,11,13,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,0,0,0,0,29
SAL51525,26,30,36,26,29,12,3,155,17,17,9,4,6,6,0,72,26,24,16,7,14,0,0,80,76,99,62,45,42,10,5,334,0,0,0,0,0,0,0,0,143,169,126,78,88,30,14,646,0,10,8,7,6,0,0,29,6,12,10,3,0,0,0,31,4,4,3,0,10,0,0,25,23,43,20,13,15,10,0,122,0,0,0,0,0,0,0,0,33,73,38,24,35,6,0,210,176,236,167,100,124,35,13,853
SAL51526,170,173,108,65,95,46,27,680,73,70,35,29,37,8,3,260,71,85,42,29,26,9,5,269,256,234,148,85,92,26,19,858,3,12,0,0,0,0,0,12,574,573,330,205,247,95,49,2083,8,22,24,14,16,10,5,98,17,16,13,13,10,0,0,64,10,13,4,5,7,3,0,50,52,88,63,56,34,7,0,305,4,6,0,3,0,0,0,15,93,149,106,89,73,26,4,535,672,723,435,291,327,117,59,2619
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,3,4,0,0,24,0,0,0,0,0,0,0,0,5,12,4,3,4,0,0,24,7,13,7,10,7,0,0,52
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,5,0,0,17,0,0,0,0,0,0,0,0,3,7,3,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,5,0,0,19
SAL51530,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,22,5,4,7,0,0,64,0,0,0,0,0,0,0,0,29,20,8,4,7,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,0,4,0,0,42,0,0,0,0,0,0,0,0,9,14,10,0,4,0,0,43,39,37,20,6,7,0,0,112
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14
SAL51533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,6,0,5,0,0,61,0,0,0,0,0,0,0,0,25,22,6,0,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,10,8,7,0,0,48,0,0,0,0,0,0,0,0,20,8,10,8,7,0,0,48,45,33,16,3,11,0,0,111
SAL51534,60,90,58,38,58,12,17,339,63,50,32,22,25,6,0,204,60,62,32,17,27,8,3,217,306,275,146,105,114,23,8,979,4,3,3,0,0,0,0,14,498,479,279,184,225,49,34,1753,5,15,14,16,11,8,3,76,30,42,25,9,10,3,0,128,3,26,6,8,9,4,0,63,106,146,92,68,65,5,0,491,4,9,8,0,0,0,0,22,152,239,143,105,106,17,14,775,654,721,428,290,327,68,45,2528
SAL51535,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7
SAL51536,9,11,6,3,0,0,0,33,3,5,6,6,0,0,0,19,14,5,7,0,6,0,0,44,88,100,58,39,48,8,0,337,0,0,0,0,0,0,0,0,116,120,81,50,59,9,6,436,0,0,4,3,0,0,0,11,8,6,3,4,4,0,0,20,0,5,0,0,0,0,0,9,9,18,15,14,12,3,0,72,0,0,4,0,0,0,0,9,18,34,23,19,18,3,0,117,130,154,106,67,81,7,4,553
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5
SAL51540,0,4,6,4,4,0,0,9,0,0,0,0,3,0,0,10,3,3,0,0,5,0,0,18,28,42,23,30,22,6,0,149,0,0,0,0,0,0,0,0,33,52,27,38,34,6,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,38,54,27,38,36,6,0,194
SAL51541,60,39,21,13,15,15,5,179,23,19,25,8,11,5,0,85,32,18,10,9,9,6,0,86,89,82,48,26,29,18,3,293,0,0,0,0,0,0,0,3,204,162,99,62,62,37,18,650,3,8,5,8,6,8,0,38,0,4,4,0,4,0,5,21,3,3,0,0,4,0,0,14,11,14,9,13,24,5,6,87,0,0,0,0,0,0,0,7,16,32,20,26,41,11,8,162,221,196,126,89,106,46,25,809
SAL51542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
SAL51544,57,56,26,10,25,17,17,215,10,6,3,4,9,7,4,42,10,6,10,11,4,0,7,51,23,22,14,10,13,10,7,106,0,0,0,0,0,0,0,4,97,100,61,34,56,39,34,415,5,8,5,0,3,3,0,23,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,7,3,5,5,0,3,0,0,24,0,0,0,0,0,0,0,0,5,15,10,6,9,9,0,60,102,112,72,46,55,47,34,474
SAL51545,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,3,0,0,27,0,0,0,0,0,0,0,0,5,9,9,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,7,3,0,0,28
SAL51546,9,8,8,6,0,7,5,38,7,5,10,0,0,5,0,27,7,21,9,0,4,0,0,36,38,40,22,16,21,5,6,149,0,0,0,0,0,0,0,0,52,71,40,25,28,22,11,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,30,59,77,44,31,37,23,11,277
SAL51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,20,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,4,7,3,4,0,0,0,26
