SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL50189,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,10,14,27,11,5,7,0,0,68,3,0,0,0,0,0,0,3,27,35,11,4,7,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,3,0,0,23,0,0,0,0,0,0,0,0,11,5,4,0,3,0,0,23,35,39,17,7,9,0,0,113
SAL50190,22,20,9,0,7,5,0,59,5,11,10,7,5,0,0,25,4,3,7,8,5,0,0,33,87,105,47,36,27,3,0,307,0,3,0,0,0,0,0,3,119,139,73,46,43,6,4,428,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7,0,0,3,4,0,0,0,6,55,63,38,38,23,0,0,209,0,7,6,0,0,0,0,12,57,73,43,38,28,0,0,235,174,210,115,92,68,9,4,666
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,21
SAL50192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,13,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,17,11,12,4,0,4,0,0,34
SAL50193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,9,0,0,0,0,38,0,0,0,0,0,0,0,0,6,15,9,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,10,15,17,4,0,0,0,42
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,10,3,4,0,0,0,25
SAL50196,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,3,0,0,0,0,0,14,31,30,18,13,4,0,0,98,0,0,0,0,0,0,0,0,38,36,19,13,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,3,0,0,34,0,0,0,0,0,0,0,0,4,9,8,4,3,0,0,34,45,46,33,22,11,0,0,152
SAL50197,4,3,0,0,0,0,0,10,0,3,0,4,3,0,0,16,3,3,3,0,0,0,0,13,36,43,31,18,17,0,0,149,0,0,0,0,0,0,0,0,43,53,36,26,27,3,0,186,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,10,6,7,7,0,0,32,0,0,0,0,0,0,0,0,8,11,8,7,7,0,0,46,53,66,41,31,32,3,0,233
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50200,28,18,10,4,9,0,0,75,9,4,6,0,5,0,0,29,34,29,9,0,0,0,0,73,110,102,51,44,35,0,0,345,5,4,0,0,0,0,0,5,183,163,82,46,51,3,0,522,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,5,13,11,11,13,7,0,0,54,0,0,0,0,0,0,0,0,12,17,8,20,13,0,0,75,198,176,93,63,67,4,0,601
SAL50201,163,338,174,99,124,96,47,1047,13,26,29,13,23,8,7,127,41,54,35,18,23,8,6,176,62,91,90,55,66,31,17,408,0,0,0,0,0,0,0,8,287,511,335,190,231,143,74,1771,9,20,25,21,14,9,10,103,4,0,0,9,3,0,0,20,6,4,0,5,8,0,0,24,6,12,15,9,17,5,5,68,0,0,0,0,0,0,0,0,22,39,48,40,45,16,13,223,309,547,381,226,278,163,88,1992
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13
SAL50204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,7,6,5,0,0,22,0,0,0,0,0,0,0,0,7,6,4,6,3,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,9,3,3,0,0,32
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50207,23,33,19,15,25,10,4,121,25,32,15,13,13,3,0,101,21,27,14,13,10,6,0,97,189,189,107,72,83,20,8,680,0,0,0,3,0,0,0,6,264,281,162,111,133,42,14,1005,0,4,0,0,0,0,0,8,3,10,3,0,6,0,0,29,6,9,8,5,5,0,0,28,30,58,28,24,20,10,0,169,0,4,0,0,0,0,0,9,36,79,44,33,34,11,0,240,300,362,206,148,164,53,15,1242
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8
SAL50210,24,27,22,15,16,0,0,103,7,8,4,7,9,0,0,45,7,6,8,9,4,0,0,37,51,45,35,36,54,6,0,229,0,0,0,0,0,0,0,0,89,95,71,65,84,12,0,414,3,6,6,4,6,0,0,18,0,4,0,4,4,0,0,13,0,4,0,3,0,0,0,13,16,16,12,9,19,0,0,73,0,0,0,3,0,0,0,3,20,27,18,17,32,3,0,112,107,120,86,86,116,14,4,531
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,0,3,3,0,0,13,0,3,0,0,0,0,0,5,3,4,0,6,0,0,0,12,31,54,27,20,21,0,0,151,0,0,0,0,0,0,0,0,40,64,33,25,27,5,0,185,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,11,5,3,0,0,0,27,0,0,0,0,0,0,0,0,9,14,7,3,0,0,0,30,47,73,40,33,21,5,0,216
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,98,118,89,67,102,49,31,559,27,43,28,16,11,12,5,133,22,33,10,16,12,5,0,91,67,88,55,41,46,23,9,324,0,0,0,0,0,0,0,0,218,277,181,145,166,89,36,1112,0,5,3,4,12,9,0,33,0,6,0,0,3,4,0,9,0,0,0,3,3,0,0,3,0,0,5,0,4,0,0,14,0,0,0,0,0,0,0,0,4,13,11,8,16,9,6,62,218,294,191,152,182,96,47,1178
SAL50222,3,3,0,3,0,0,0,13,0,5,0,0,0,0,0,10,0,3,0,0,0,0,0,11,6,12,6,4,4,0,0,35,0,0,0,0,0,0,0,0,15,21,13,15,6,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,27,13,13,10,0,0,78
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,3,0,0,20,0,0,0,0,0,0,0,0,6,6,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,4,3,0,0,22
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,53,33,8,5,6,3,7,121,3,3,7,0,0,0,0,19,10,7,0,0,3,0,0,30,22,12,5,7,6,9,5,50,0,0,0,0,0,0,0,0,95,55,20,16,21,13,7,220,5,0,4,0,0,4,3,15,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,4,4,8,4,0,5,6,3,28,0,0,0,0,0,0,0,0,9,14,7,5,3,6,5,57,102,64,30,19,26,19,15,280
SAL50227,8,4,5,6,8,0,0,27,14,4,0,0,0,0,0,14,0,0,0,0,0,0,0,4,31,16,10,3,5,0,0,71,0,0,0,0,0,0,0,0,54,23,17,11,15,5,4,119,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,20,53,25,21,13,19,11,4,143
SAL50228,7,8,3,4,13,0,0,30,4,0,0,0,4,0,0,9,9,5,0,0,0,0,0,17,23,9,19,13,16,0,0,82,0,0,0,0,0,0,0,0,37,25,29,21,23,7,0,144,0,0,0,0,0,0,0,7,0,3,4,0,4,0,0,5,0,3,0,0,0,0,0,4,5,6,7,6,9,3,0,42,0,0,0,0,0,0,0,0,8,13,10,11,9,3,0,60,50,40,37,28,35,9,0,197
SAL50229,280,323,231,166,215,93,49,1350,118,94,55,31,37,5,9,338,90,104,72,36,22,4,3,340,235,226,151,70,103,23,3,812,12,7,0,0,0,0,0,20,733,759,505,295,385,124,68,2858,49,70,57,31,67,16,17,310,35,39,25,20,20,5,4,143,33,33,21,16,23,5,3,134,92,120,72,49,60,8,0,403,5,3,3,3,0,0,0,11,216,268,176,122,175,35,28,1006,949,1027,680,410,553,155,92,3870
SAL50230,409,460,235,122,147,65,21,1464,213,177,71,45,51,15,3,574,172,158,79,36,32,11,3,487,896,693,353,219,195,14,10,2396,5,10,10,7,0,0,0,37,1704,1491,743,436,440,107,34,4952,25,55,35,14,24,5,4,159,42,51,23,8,14,3,0,147,19,31,16,18,13,5,0,99,160,188,103,75,68,7,4,607,3,3,4,5,0,0,0,20,249,333,175,118,121,23,11,1030,1954,1822,916,556,561,131,43,5983
SAL50231,31,34,17,8,8,0,0,111,9,17,3,3,4,0,0,43,26,31,7,3,13,0,0,77,170,205,136,70,62,11,0,652,6,5,0,0,0,0,0,7,241,289,167,87,87,12,0,885,4,3,3,0,3,0,0,18,0,0,6,3,0,0,0,11,0,0,0,3,3,0,0,15,52,95,69,41,46,0,0,307,7,8,9,3,0,0,0,23,67,115,85,53,54,0,0,379,311,407,245,148,137,15,4,1265
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,14,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,21,4,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,22,10,3,0,0,0,47
SAL50235,13,12,7,4,0,0,0,38,5,20,7,0,3,0,0,39,10,13,4,4,0,0,0,27,26,32,14,15,18,5,0,106,0,0,0,0,0,0,0,0,52,75,33,22,24,5,0,213,0,5,0,0,4,0,0,10,11,0,0,0,0,0,0,15,0,0,3,0,0,0,0,5,26,33,12,6,4,0,0,81,0,0,0,0,0,0,0,0,35,33,21,9,16,0,0,108,88,112,51,27,33,9,0,321
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,11,6,4,0,0,80,0,0,0,0,0,0,0,0,24,33,11,6,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,7,8,4,0,0,61,0,0,0,0,0,0,0,0,15,23,7,8,4,0,0,61,37,62,18,14,6,3,0,134
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50240,77,77,45,27,34,15,4,278,9,9,4,9,9,0,0,53,20,24,5,8,8,0,0,68,101,94,35,32,27,9,3,308,0,0,0,0,0,0,0,5,216,207,95,79,82,20,12,707,0,11,7,3,9,0,6,42,11,3,4,8,4,0,0,37,5,11,0,5,4,0,5,28,43,47,36,36,31,3,3,194,0,4,4,6,0,0,0,12,60,77,54,56,51,4,10,309,272,283,150,131,131,24,22,1013
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,3,0,0,0,9
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,14
SAL50245,1160,1454,736,441,655,487,323,5250,108,117,89,79,121,28,17,555,150,139,101,61,79,27,25,588,321,396,279,227,304,110,62,1701,4,8,4,6,0,0,0,27,1742,2116,1208,815,1156,653,424,8113,48,100,60,49,84,61,55,462,19,30,23,17,15,6,9,126,10,14,16,13,21,7,4,87,46,73,74,55,81,26,16,372,0,3,4,0,4,0,0,14,131,226,175,132,214,105,82,1058,1874,2343,1386,942,1365,755,505,9172
