SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL51382,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,5,4,3,0,0,4,0,3,3,0,18,14,0,4,5,0,0,0,0,0,19,19,0,3,3,0,0,0,3,0,26,7,0,0,0,0,0,0,5,0,17,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,11,4,4,0,0,14,0,105
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,4,0,0,5,0,0,0,0,34
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7
SAL51385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,4,0,0,3,0,0,17,3,0,0,5,3,0,0,0,0,14,4,5,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,5,6,5,4,4,10,0,68
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,4,0,20
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51390,0,0,14,17,9,37,7,24,0,108,8,8,32,23,5,15,7,20,3,127,27,43,62,32,27,18,42,30,4,291,28,38,73,38,30,22,33,17,3,285,47,47,74,27,42,18,60,28,0,351,56,34,46,33,38,22,45,29,13,322,15,15,13,4,17,8,13,5,0,94,5,5,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,190,187,321,181,168,148,206,158,25,1595
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,3,0,0,9,0,5,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,4,4,3,0,9,0,0,46
SAL51392,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,3,4,7,0,45
SAL51393,0,0,0,0,0,0,3,0,0,8,6,0,4,0,3,0,0,0,0,17,0,5,14,4,6,4,3,0,4,46,7,0,12,9,7,5,8,0,4,56,11,0,14,0,11,9,12,11,0,64,14,5,10,3,8,0,15,18,0,68,4,0,0,0,0,0,4,4,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,14,46,19,36,18,37,45,6,275
SAL51394,9,7,35,70,18,148,24,88,10,412,27,86,74,146,57,109,37,76,20,622,110,337,227,138,183,82,93,76,13,1264,255,579,313,174,254,72,129,110,24,1914,229,368,214,163,196,81,92,115,13,1476,102,142,134,73,133,56,75,48,13,781,24,19,20,14,32,11,14,20,8,166,4,4,0,0,10,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,762,1539,1026,776,885,555,475,533,98,6645
SAL51395,0,0,5,8,0,13,4,14,0,46,4,3,10,15,3,12,4,16,0,72,6,9,25,8,6,12,13,18,0,100,7,8,19,15,11,9,14,22,0,119,9,13,21,19,14,15,16,25,4,138,14,13,19,19,11,11,29,18,0,144,4,3,0,3,7,0,6,14,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,54,49,115,88,55,67,99,127,13,666
SAL51396,3,6,39,36,11,81,15,51,7,242,32,56,94,112,50,89,41,64,9,550,121,302,251,137,154,67,70,112,26,1236,144,257,243,108,126,44,78,93,25,1111,141,176,190,119,150,70,108,100,18,1080,86,118,146,96,140,55,79,101,15,833,25,29,45,25,42,25,28,26,4,245,5,0,4,0,3,4,0,5,0,23,0,0,0,0,0,0,0,0,0,0,552,952,1006,629,670,434,425,550,101,5323
SAL51397,0,0,13,29,7,38,0,29,6,122,3,10,27,24,6,12,8,16,3,108,19,55,64,41,23,19,15,26,4,267,29,45,42,44,19,20,12,32,6,248,30,60,41,46,33,19,14,23,10,263,22,67,36,48,37,22,19,25,4,282,20,13,10,10,10,0,7,8,3,79,0,0,0,0,4,5,0,0,4,14,0,0,0,0,0,0,0,0,0,0,120,244,222,240,136,141,84,162,31,1386
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,4,0,0,4,0,0,0,0,10,3,5,0,3,0,0,5,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,3,3,0,3,5,0,43
SAL51399,0,0,4,0,0,3,0,0,0,10,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,9,0,0,7,3,5,0,0,0,0,15,5,5,10,0,4,0,6,0,0,37,4,5,15,7,0,4,6,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,30,14,11,12,14,15,0,124
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
SAL51401,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,14,4,15,3,13,8,5,4,7,0,55,0,4,4,17,0,6,4,6,0,47,4,5,4,7,0,0,3,0,4,23,3,6,3,3,0,0,0,5,0,16,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,14,45,14,7,10,22,11,171
SAL51402,4,4,6,37,4,36,7,28,5,133,15,50,50,104,35,48,25,37,11,378,81,284,137,125,84,59,63,95,19,941,73,187,86,53,65,28,33,49,7,578,75,109,59,32,58,18,22,34,4,403,31,79,37,20,45,7,19,30,5,276,5,23,8,3,11,9,6,5,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,745,382,376,310,199,170,266,49,2786
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,7,3,3,0,0,34
SAL51404,0,0,3,3,0,9,0,6,0,21,0,0,5,0,0,4,8,0,0,21,0,4,4,3,0,0,0,3,0,19,3,6,9,11,10,7,5,3,0,46,16,17,13,11,11,0,3,4,3,82,8,12,13,9,3,3,7,5,6,60,0,0,3,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,53,33,33,23,22,23,9,270
SAL51405,4,8,28,53,17,110,5,48,3,279,17,82,61,84,61,90,19,43,14,468,102,394,124,78,121,56,28,45,22,963,210,493,124,71,149,60,30,35,13,1187,274,328,116,97,194,76,34,58,20,1199,165,193,134,69,172,73,44,44,12,903,38,48,48,20,53,28,13,31,0,286,13,7,5,0,3,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,815,1551,645,470,772,496,184,301,82,5319
SAL51406,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,14,4,4,0,4,4,0,0,4,0,16,5,3,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,17,10,8,10,0,8,17,4,79
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,0,13,14,5,27,3,24,0,83,3,11,25,20,9,9,3,18,0,99,19,45,51,18,25,6,18,16,10,200,31,58,42,18,29,4,16,16,0,213,55,67,55,35,44,8,25,13,9,313,36,47,43,28,36,18,28,14,5,261,3,20,14,6,14,3,8,4,0,74,8,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,159,244,236,132,166,84,98,106,28,1251
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
SAL51410,0,5,17,11,0,18,3,16,0,65,0,4,16,5,5,3,5,8,0,52,3,17,24,10,8,5,5,7,0,83,15,26,19,6,14,4,10,0,0,98,29,28,34,24,24,11,16,19,0,180,12,26,30,13,15,8,21,11,0,136,6,4,3,3,4,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,97,145,66,80,51,58,71,10,643
SAL51411,0,0,9,9,0,8,0,9,0,39,0,0,7,3,0,0,3,7,0,25,0,5,10,5,3,0,6,5,0,32,11,23,19,3,11,3,8,9,0,82,12,28,23,11,14,7,10,12,0,117,16,25,13,4,13,5,6,5,4,87,11,11,0,0,0,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,96,85,39,43,26,31,36,5,415
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL51413,0,0,10,10,6,34,4,25,4,93,5,6,26,21,12,15,9,19,0,113,23,46,68,42,45,43,47,38,10,365,34,42,59,59,48,26,47,41,4,351,25,29,55,43,41,43,42,40,5,311,12,15,30,23,27,13,30,24,3,179,0,9,6,3,12,4,12,3,4,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,146,252,193,195,174,184,193,31,1469
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8
SAL51415,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,6,0,17,0,7,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,5,9,6,5,0,7,0,56
SAL51416,0,7,5,60,5,44,3,48,4,173,19,130,43,87,59,63,5,24,9,448,143,936,88,106,135,60,17,40,23,1553,232,617,72,70,108,25,12,22,10,1164,231,405,57,53,96,33,8,27,15,934,177,385,35,34,102,34,16,21,9,812,78,162,16,19,35,27,4,15,5,369,11,27,3,0,8,6,0,0,0,70,0,5,0,0,0,0,0,0,0,8,893,2676,321,419,562,313,77,191,76,5534
SAL51417,9,10,25,54,11,104,15,93,3,321,16,88,96,98,63,78,49,67,6,559,147,479,281,182,203,96,94,110,23,1606,244,487,286,192,234,78,96,102,24,1746,157,248,209,144,202,84,109,100,16,1266,79,98,111,86,114,36,60,71,7,659,16,23,21,13,20,10,16,11,0,133,0,4,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,664,1433,1021,770,855,478,443,553,85,6295
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,3,0,0,11,5,0,0,5,0,0,5,0,0,14,4,9,0,0,0,0,0,5,0,15,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8,8,7,0,5,3,0,58
SAL51419,0,0,5,4,6,20,4,5,0,43,0,8,16,19,5,11,3,0,0,67,12,35,39,28,15,11,17,20,0,178,14,35,27,23,16,12,10,15,6,152,19,29,22,28,16,11,24,10,3,156,23,23,27,19,15,6,14,14,0,129,0,4,8,3,5,0,0,0,0,23,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,143,137,117,89,67,66,73,14,759
SAL51420,3,9,19,37,6,54,12,62,3,204,16,19,84,43,35,48,36,52,12,342,61,105,181,92,83,52,47,59,19,704,86,124,115,84,98,35,58,44,15,660,93,132,126,98,116,40,69,73,17,767,84,113,109,83,121,45,94,75,14,753,14,33,33,18,39,19,33,20,3,214,4,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,3,3,366,533,664,454,499,308,347,396,84,3655
SAL51421,3,7,4,55,9,39,12,26,4,151,0,47,8,53,21,34,4,11,0,180,53,187,23,66,29,13,3,9,3,389,103,193,16,55,47,10,6,4,7,437,199,239,17,28,46,24,5,3,3,555,103,197,8,19,31,14,4,8,3,391,30,80,3,3,18,7,5,4,0,158,6,14,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,498,962,93,279,201,140,36,59,21,2293
SAL51422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,0,0,0,4,0,0,5,0,16,5,0,5,0,0,0,0,0,0,10,5,0,4,3,4,4,4,0,0,21,8,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,11,4,6,0,6,11,0,76
SAL51423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,0,0,5,0,0,0,0,0,0,13,0,0,3,0,0,0,3,3,0,15,0,0,0,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,4,0,6,15,3,53
SAL51424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,7,0,0,5,0,0,3,0,0,14,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,5,4,4,5,0,0,55
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,19
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,13,8,0,3,3,0,0,7,4,0,26,5,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,17,8,6,0,12,10,0,71
SAL51431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,5,0,7,0,26
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,20
SAL51433,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,11,6,4,0,0,3,0,4,27,0,0,0,3,0,3,0,5,0,12,4,6,0,0,0,0,0,4,0,12,7,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,6,14,0,6,3,9,6,79
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
SAL51435,6,11,46,63,17,152,23,78,7,392,23,30,80,93,46,93,22,58,11,462,77,174,171,110,105,46,67,70,21,846,193,311,247,148,210,84,90,74,22,1379,184,260,215,158,192,81,76,92,17,1282,90,121,101,76,91,39,54,39,11,619,12,18,17,8,22,17,16,17,0,130,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,589,924,875,659,685,507,358,432,94,5120
SAL51436,0,5,5,9,0,9,3,12,0,50,3,8,23,10,4,4,3,8,0,55,11,30,25,15,7,4,6,0,0,110,25,37,24,21,13,9,5,15,0,140,24,54,18,10,20,5,9,13,0,158,29,43,18,12,31,8,10,8,4,159,12,17,3,0,10,3,8,10,4,58,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,108,182,115,83,83,44,46,65,10,732
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,5,0,0,3,0,25
SAL51439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,3,0,13,0,0,0,0,0,0,0,4,0,12,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,3,5,0,3,9,3,44
SAL51440,0,4,0,0,0,0,0,0,0,4,0,15,9,4,0,0,8,3,0,36,3,21,33,5,8,0,24,9,0,101,3,15,30,3,4,0,28,3,0,87,0,0,17,0,4,0,15,3,0,44,0,0,14,0,0,0,13,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,98,13,10,0,90,29,0,320
SAL51441,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,3,0,4,0,0,6,0,33
SAL51442,0,0,0,3,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,8,4,5,4,0,0,0,0,4,0,13,8,0,0,0,3,0,0,3,0,14,3,5,0,0,3,0,0,0,0,21,7,0,3,0,4,0,0,0,0,19,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,41,11,7,7,8,3,3,11,3,99
