SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL50367,0,4,27,48,17,86,11,60,0,258,9,65,71,85,54,62,18,43,9,417,63,177,118,84,81,48,26,42,11,643,85,185,121,78,102,26,22,33,8,668,166,242,139,91,159,61,37,38,20,960,110,161,123,75,147,61,49,58,8,790,17,19,30,10,25,3,15,4,5,128,0,6,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,455,866,629,477,584,357,168,285,55,3868
SAL50368,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,7,4,0,0,0,3,3,0,3,0,12,3,3,7,0,0,0,0,3,0,20,3,4,3,5,3,0,0,3,0,20,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,12,9,7,6,11,0,87
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,22
SAL50371,0,3,0,15,4,19,0,6,0,49,0,20,5,21,13,15,0,7,0,86,10,76,15,18,11,3,4,9,0,146,29,89,10,17,20,5,4,9,0,177,32,106,5,11,15,0,3,5,5,185,19,66,4,5,8,8,0,3,7,127,8,28,3,4,4,4,0,0,0,53,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,105,395,45,92,76,53,19,42,11,834
SAL50372,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,3,12,9,3,0,9,0,3,6,0,31,7,3,0,3,3,0,0,9,0,27,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,12,11,6,0,11,16,0,91
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,3,0,0,18
SAL50374,0,8,5,41,20,32,3,24,6,146,7,68,5,49,25,26,11,12,5,212,30,120,15,15,22,6,3,0,0,213,82,189,5,9,26,9,3,4,13,336,137,289,8,14,53,18,3,5,8,540,111,196,4,13,42,29,0,0,3,406,47,106,3,7,26,10,5,3,6,207,16,26,3,0,6,8,0,0,3,61,0,0,0,0,0,0,0,0,0,3,433,1012,55,146,225,144,26,43,40,2122
SAL50375,0,0,3,0,0,3,3,0,0,11,7,4,8,0,4,5,0,0,0,31,26,18,10,4,10,6,5,5,0,89,24,15,20,8,10,9,4,4,6,89,8,5,12,6,8,7,3,7,0,52,21,5,5,6,10,6,12,6,0,68,5,0,4,0,3,3,0,5,0,28,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,91,45,56,19,56,26,43,41,10,383
SAL50376,4,10,40,64,25,147,16,103,4,411,11,31,96,73,53,47,39,61,4,419,63,164,216,127,96,72,65,104,8,922,120,297,185,149,159,60,120,101,20,1201,149,260,197,134,163,65,94,91,17,1175,84,126,106,79,83,44,88,60,0,670,16,24,14,10,22,6,8,18,0,117,5,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,445,922,854,641,582,439,430,545,65,4925
SAL50377,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,13,10,0,3,0,0,0,0,0,0,15,14,0,0,3,0,0,0,0,0,22,12,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,6,4,0,0,11,8,0,84
SAL50378,0,0,9,8,0,3,4,16,0,37,0,0,12,3,3,3,6,3,0,36,4,20,38,13,9,3,7,16,0,116,24,44,55,9,26,0,16,11,0,188,29,29,46,9,33,3,17,11,0,188,17,14,23,0,11,6,20,10,4,112,4,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,117,191,48,89,20,70,66,9,692
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,0,4,0,0,0,0,0,5,0,9,0,9,5,0,0,5,0,23,3,19,11,19,11,0,8,6,0,72,7,6,5,15,13,0,5,5,4,62,0,9,9,10,10,4,3,0,5,44,12,10,9,6,7,0,0,3,0,46,5,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,32,54,34,9,20,26,8,271
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,0,15
SAL50382,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,12,12,11,3,0,0,0,4,4,0,25,4,3,6,0,10,0,3,0,0,23,9,0,4,0,6,3,7,0,0,32,9,4,3,0,4,0,15,4,0,40,8,3,0,0,4,0,3,0,0,19,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,22,16,4,20,3,33,15,5,174
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,7
SAL50384,0,7,29,68,18,122,21,79,0,342,15,53,56,73,50,86,21,60,4,409,45,162,82,65,84,32,35,34,11,556,166,245,155,93,150,40,45,51,19,960,155,234,147,118,170,53,76,79,22,1060,87,77,57,34,76,34,52,70,3,498,14,16,4,7,17,7,7,12,0,92,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,482,800,542,456,566,381,255,385,62,3924
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10
SAL50386,0,0,0,0,0,4,0,8,0,16,0,0,8,3,0,5,0,0,0,29,6,9,11,5,6,4,16,3,0,54,7,10,7,6,9,0,10,7,0,55,14,12,12,10,10,3,7,11,0,67,4,12,8,3,0,0,9,3,0,39,0,0,4,0,0,0,0,3,0,16,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,36,49,23,33,20,41,38,3,282
SAL50387,0,0,4,4,0,10,0,6,0,34,0,3,0,6,3,4,0,0,0,21,0,12,12,0,8,0,5,4,0,39,7,7,15,3,4,5,4,0,0,53,18,13,15,12,9,10,15,15,0,100,20,14,9,5,9,8,12,12,0,85,9,0,4,0,9,0,5,4,0,30,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,56,65,28,48,30,37,44,10,380
SAL50388,4,0,5,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,4,5,3,3,0,0,0,0,0,20,3,0,9,3,0,0,3,5,0,31,17,0,3,3,0,0,3,8,0,36,23,4,7,3,5,0,5,0,0,45,20,0,0,0,4,0,0,0,0,25,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,81,23,21,10,13,0,16,15,0,182
SAL50389,0,0,9,10,4,18,7,12,0,59,0,4,15,23,10,6,7,11,0,78,13,25,41,14,26,10,12,15,3,153,35,25,32,15,31,10,8,4,4,165,26,33,20,22,34,14,13,13,9,184,27,22,32,17,43,4,20,9,0,169,4,10,8,3,9,4,4,10,0,49,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,103,118,159,107,153,63,76,68,24,863
SAL50390,0,0,9,33,0,30,4,31,0,116,10,7,18,24,14,28,5,13,0,121,17,79,32,22,13,8,3,11,0,182,77,172,50,38,42,12,11,11,3,414,115,174,49,41,69,14,12,10,5,484,82,133,48,22,47,14,11,8,9,379,21,46,21,12,19,9,8,3,4,139,3,11,0,0,0,0,3,3,4,25,0,0,0,0,0,0,0,0,0,0,319,628,221,192,204,124,63,91,30,1873
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,4,14
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,25
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,16
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL50396,0,0,31,49,5,72,9,57,4,220,5,13,42,40,9,37,19,32,4,195,36,61,141,55,48,29,49,53,9,477,55,108,123,94,59,42,94,56,11,650,87,115,149,78,74,45,78,61,14,706,62,84,92,60,60,44,67,41,5,511,19,22,18,3,20,16,14,16,0,129,0,0,0,0,4,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,263,400,598,368,284,286,330,317,55,2897
SAL50397,0,0,11,27,5,46,3,15,0,104,4,23,34,48,22,41,20,37,10,243,108,200,188,177,144,78,139,69,10,1107,112,164,161,129,133,47,135,68,9,962,39,53,79,62,47,23,50,47,3,408,6,12,24,28,23,4,20,28,7,163,3,0,6,5,6,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,458,506,476,376,249,369,273,31,3021
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,17
SAL50399,0,0,0,8,0,3,0,3,0,15,4,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,6,0,12,9,0,5,0,3,0,0,5,0,27,7,4,4,0,9,4,3,7,0,27,16,6,9,3,3,0,5,3,0,45,6,0,6,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,16,8,15,12,12,28,0,149
SAL50400,0,0,12,3,0,19,3,16,0,54,3,0,15,0,4,0,3,10,5,43,9,17,23,10,10,0,5,3,0,84,17,18,36,5,14,9,10,8,0,117,21,18,25,13,9,12,27,9,0,136,10,8,11,10,14,3,8,9,0,84,8,0,0,7,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,69,120,47,69,44,63,62,11,546
SAL50401,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,3,6,0,36
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,17,8,0,0,4,0,0,0,0,0,13,4,0,0,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,6,7,0,4,5,5,57
SAL50403,0,0,0,4,0,0,0,6,0,7,0,3,0,8,0,5,5,10,0,30,7,11,13,23,14,5,3,24,4,97,15,7,12,8,11,3,5,8,0,61,17,10,14,4,11,7,0,11,0,65,21,7,9,7,17,7,6,14,3,81,4,7,5,3,0,5,3,7,5,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,61,40,48,58,51,31,20,75,7,386
SAL50404,0,0,7,14,0,20,3,23,0,72,3,0,16,12,3,5,0,3,0,48,10,37,31,15,8,9,11,13,0,125,22,72,48,22,24,9,7,25,0,231,32,52,29,29,24,16,15,27,3,232,26,39,21,17,29,18,22,16,0,192,13,18,10,4,8,5,6,16,0,82,6,5,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,114,218,158,118,95,83,62,132,16,1004
SAL50405,0,0,0,9,7,14,0,6,0,35,8,25,8,15,3,4,6,7,0,72,11,83,27,53,31,6,7,17,5,235,17,50,14,55,20,4,5,15,5,178,25,37,13,43,29,6,22,20,3,201,33,34,22,54,35,12,10,16,5,218,13,23,4,18,11,3,9,8,0,92,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,115,237,104,242,134,49,54,92,18,1044
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,8,0,3,0,0,6,0,0,0,0,9,4,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,3,3,6,0,37
SAL50408,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,5,0,20
SAL50409,11,11,52,97,30,241,16,130,8,590,46,205,122,216,136,238,43,112,21,1136,220,836,343,273,288,174,99,133,42,2411,380,831,322,234,292,118,98,149,55,2483,448,693,327,273,428,162,123,175,37,2677,317,470,286,213,341,144,117,188,27,2101,90,167,70,52,115,43,41,66,11,653,9,25,12,8,22,7,0,5,4,105,0,0,0,4,0,0,0,0,0,10,1530,3235,1536,1360,1648,1134,541,970,209,12159
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
SAL50411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,5,0,3,0,0,4,0,11,0,5,0,0,0,0,0,3,0,17,5,3,3,5,3,0,0,0,0,28,3,7,6,0,5,0,0,3,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,14,10,16,7,6,10,0,98
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,5,5,0,4,0,0,4,3,5,0,15,3,0,4,0,0,0,4,4,0,20,9,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,14,3,5,3,3,10,0,68
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,7,0,12,6,0,0,0,0,0,0,0,0,5,5,0,4,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,0,5,0,0,26,0,55
SAL50415,0,5,4,11,5,36,0,20,3,98,3,8,21,19,5,15,0,19,5,91,44,134,62,52,52,23,17,22,5,405,68,131,81,58,70,25,12,31,6,487,57,77,51,47,71,21,15,26,3,375,35,41,15,28,34,14,15,14,5,211,9,6,4,9,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,403,238,236,252,133,68,122,29,1706
SAL50416,0,0,3,3,0,9,0,5,0,33,0,0,8,7,3,3,0,8,0,30,4,8,16,10,7,12,8,8,0,73,5,14,17,8,14,7,9,22,0,105,16,10,24,17,14,9,11,15,4,122,15,17,42,11,9,12,19,22,6,149,10,9,4,0,3,3,11,3,0,44,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,62,110,62,57,53,61,87,11,558
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,3,0,5,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,0,6,0,33
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,0,0,16,20,0,21,7,28,0,93,0,4,15,10,3,4,9,19,0,71,19,19,50,13,13,16,20,49,4,201,36,36,50,35,28,14,46,30,3,274,52,43,30,27,38,8,47,39,6,290,26,34,38,38,37,13,36,32,0,255,9,15,11,0,3,4,6,5,5,70,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,147,152,211,142,128,81,163,207,21,1265
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,4,0,0,0,0,17
SAL50421,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,0,8,0,4,7,0,41
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,4,7,19,56,9,98,4,66,0,264,10,66,46,109,40,62,13,35,4,390,168,528,188,110,123,68,46,45,25,1309,265,481,129,81,139,57,34,39,22,1241,208,384,93,88,141,46,25,43,7,1038,124,238,72,55,92,41,25,32,10,695,35,50,16,16,24,22,9,18,9,181,0,9,0,0,4,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,816,1765,557,514,564,393,152,278,72,5125
SAL50424,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,3,3,0,20,7,0,5,0,0,0,5,0,0,17,3,12,3,7,8,0,0,8,0,38,11,3,3,3,0,0,6,3,0,36,6,0,3,0,3,0,8,3,0,23,9,3,5,0,3,0,9,5,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,17,20,16,21,7,21,22,4,172
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,0,3,5,0,19
SAL50426,0,0,13,16,6,19,0,11,0,61,4,3,17,5,5,3,0,10,3,52,20,34,46,30,23,13,17,10,4,194,21,42,30,25,18,10,14,12,0,171,24,49,31,27,14,16,25,10,7,198,13,25,20,22,19,7,14,6,0,116,4,3,5,9,3,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,151,151,132,95,65,77,57,16,826
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
