SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL50435,34,0,0,0,0,34,36,0,0,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90
SAL50436,33,0,0,0,0,33,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57
SAL50437,49,0,0,0,0,50,25,0,0,0,0,21,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,16,0,0,0,0,16,3,0,0,0,0,3,109,8,0,0,0,116
SAL50438,2160,109,9,0,0,2284,2350,93,12,0,0,2453,347,44,34,0,0,432,6,13,10,0,0,26,3,7,6,0,0,15,148,16,9,0,0,179,6,0,0,0,0,9,0,6,0,0,0,5,511,86,64,0,0,657,38,53,12,0,0,106,32,6,4,0,6,38,5087,349,99,0,6,5543
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,695,45,3,0,0,741,855,77,5,0,4,942,241,31,3,0,0,275,16,13,0,0,0,23,0,0,0,0,0,4,132,14,3,0,0,149,7,0,0,0,0,14,0,0,0,0,0,0,395,66,3,0,0,463,18,7,9,0,0,31,36,4,0,0,3,40,1996,193,25,0,9,2222
SAL50442,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,11,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,13,5,0,0,0,16,3,0,0,0,0,10,0,0,0,0,0,0,17,5,0,11,0,34
SAL50443,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,21
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SAL50446,77,0,0,0,0,77,65,0,0,0,0,65,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,38,0,0,0,0,36,8,0,0,0,0,8,0,0,0,0,0,0,193,0,0,0,0,190
SAL50447,24,0,0,0,0,24,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33
SAL50448,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL50449,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL50450,25,0,0,0,0,19,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,34
SAL50451,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SAL50452,542,80,8,0,0,635,476,41,5,0,0,527,178,79,5,0,0,259,11,37,3,0,0,56,5,20,0,0,0,29,111,41,4,0,0,155,7,6,0,0,0,16,0,0,0,0,0,4,323,178,10,0,0,515,10,56,0,0,0,67,9,6,0,0,0,19,1359,364,29,0,3,1762
SAL50453,410,30,0,0,0,439,697,96,10,0,5,804,303,222,36,0,0,553,14,28,0,0,0,39,3,5,0,0,0,12,136,46,0,0,3,189,34,12,0,0,0,45,0,0,0,0,0,7,497,306,40,0,3,841,21,6,0,0,0,29,32,8,0,0,0,42,1655,445,54,0,5,2158
SAL50454,74,7,0,10,0,91,77,0,0,0,0,76,12,8,0,0,0,21,24,0,0,0,0,24,0,0,0,0,0,0,15,5,0,0,0,22,15,0,0,3,0,22,0,0,0,0,0,0,74,17,0,6,0,92,4,0,0,0,0,7,5,0,0,0,0,5,228,22,0,21,0,273
SAL50455,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50457,885,212,90,4,0,1191,772,153,96,0,0,1017,161,109,144,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,69,50,59,3,0,187,6,0,0,0,0,4,0,0,0,0,0,3,235,176,227,10,3,652,18,8,4,0,0,25,15,3,4,0,0,20,1926,548,424,9,3,2913
SAL50458,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50459,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,14
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50462,11,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20
SAL50463,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL50464,88,98,710,0,0,891,60,94,977,0,0,1137,40,83,2434,0,8,2563,0,15,187,0,0,205,0,0,70,0,0,75,20,28,449,0,0,494,0,3,49,0,0,53,0,3,15,0,0,18,60,130,3213,0,11,3418,0,5,45,0,4,56,0,7,61,0,6,71,214,338,4999,0,14,5564
SAL50465,49,0,0,0,0,55,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,79,0,0,0,0,80
SAL50466,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SAL50467,0,0,0,125,0,125,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,170,0,172
SAL50468,732,98,76,0,0,907,1138,169,174,0,3,1488,541,183,319,0,0,1041,71,68,52,0,0,193,9,9,0,0,0,21,219,84,95,0,0,388,19,9,10,0,0,35,7,0,0,0,0,13,865,354,472,0,0,1696,20,9,3,0,0,41,25,11,4,0,4,41,2783,641,740,0,3,4172
SAL50469,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SAL50470,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SAL50471,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,43,0,0,0,0,43
SAL50472,876,81,5,24,0,984,1304,29,0,0,0,1337,332,57,3,0,0,394,18,17,0,0,0,36,6,3,0,0,0,9,206,23,0,0,0,227,13,5,0,8,0,28,3,0,0,0,0,3,586,97,5,7,0,697,91,64,0,0,0,156,39,6,0,6,0,50,2887,280,15,33,3,3223
SAL50473,386,43,0,0,0,430,529,62,3,0,0,593,129,37,0,0,0,159,17,12,0,0,0,33,0,0,0,0,0,0,92,23,0,0,0,113,5,3,0,0,0,3,5,0,0,0,0,4,250,76,0,0,0,324,13,4,0,0,0,17,18,8,0,0,0,26,1199,182,7,0,0,1396
SAL50474,611,8,0,0,0,619,781,19,3,0,0,807,155,4,0,0,0,161,0,24,0,0,0,23,0,3,0,0,0,5,73,0,0,0,0,74,3,0,0,0,0,3,0,0,0,0,0,0,235,38,0,0,0,275,13,3,0,0,0,16,12,4,0,0,0,16,1649,72,3,0,0,1730
SAL50475,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,15
SAL50476,91,0,0,0,0,90,864,3,0,0,5,871,207,4,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,261,4,0,0,0,264,3,0,0,0,0,3,7,0,0,0,0,7,1225,9,0,0,5,1237
SAL50477,0,0,0,19,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,27
SAL50478,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50479,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50480,18,0,0,0,0,18,6,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,46,0,0,0,0,52
SAL50481,61,0,0,0,0,61,46,0,0,0,0,49,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,132,0,0,0,0,132
SAL50482,932,275,9,0,0,1219,4481,191,12,0,0,4685,1031,104,87,0,3,1228,153,80,0,0,0,242,31,5,0,0,0,42,379,25,6,0,0,407,53,0,0,0,0,53,13,0,0,0,0,11,1668,212,100,0,3,1985,34,33,0,0,0,68,81,18,0,0,3,100,7198,725,130,0,5,8056
SAL50483,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50484,297,31,0,0,0,331,514,42,0,0,0,554,196,30,0,0,0,225,31,15,0,0,0,49,6,9,0,0,0,18,107,14,0,0,0,122,18,0,0,0,0,18,0,0,0,0,0,0,357,70,0,0,0,433,5,0,0,0,0,9,23,4,0,0,0,27,1199,147,0,0,0,1352
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,54,0,0,19,0,74,7,0,0,0,0,7,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,5,0,5,0,0,0,0,0,0,17,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,26,0,111
SAL50487,28,0,0,0,0,28,11,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,13,3,0,0,0,0,8,0,0,0,0,0,0,54,5,0,0,0,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50491,1040,67,30,0,0,1138,610,44,7,0,0,666,181,84,4,0,0,274,3,14,0,0,0,18,6,53,0,0,0,55,75,17,0,0,0,95,12,28,0,0,0,45,0,9,0,0,0,9,279,206,4,0,0,486,45,144,0,0,0,187,27,19,0,0,0,48,1994,481,47,0,0,2522
SAL50492,206,51,18,0,0,280,139,8,0,0,0,147,70,60,14,0,0,150,10,52,5,0,0,79,0,15,26,0,0,41,89,30,0,0,4,124,16,6,0,0,0,20,0,3,3,0,0,6,195,168,49,0,4,413,15,10,0,0,5,35,18,15,8,0,0,31,572,252,77,3,6,910
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50497,166,0,0,42,3,212,302,0,0,17,0,324,116,8,10,4,0,135,83,6,7,0,0,95,11,0,26,0,0,42,69,3,0,3,0,80,52,0,5,8,0,63,0,0,0,0,0,0,324,22,51,14,0,418,13,0,0,5,0,24,17,0,0,0,0,21,826,25,50,87,5,992
SAL50498,3,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,16,0,21
SAL50499,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13
SAL50500,921,24,0,21,0,964,737,17,0,3,0,756,276,16,0,0,0,292,0,10,0,0,0,12,0,3,0,0,0,9,179,17,0,0,0,194,13,0,0,3,0,15,3,0,0,0,0,3,472,48,0,3,0,525,20,0,0,0,0,24,23,3,0,0,0,24,2176,91,3,28,0,2288
SAL50501,52,0,0,0,0,52,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,0,83
SAL50502,548,65,5,0,0,614,611,87,6,0,0,695,143,69,0,0,0,212,18,24,0,0,0,41,0,6,0,0,0,6,72,20,0,0,0,97,7,4,0,0,0,9,0,0,0,0,0,0,243,132,0,0,0,373,16,12,6,0,0,29,11,5,0,0,0,10,1422,300,6,0,0,1729
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50508,7,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,5,61,7,0,0,0,71,131,0,0,0,0,129,8,0,0,0,0,8,49,24,0,0,0,76,0,0,0,0,0,0,250,39,0,0,3,293,37,11,0,4,0,51,0,0,0,0,0,4,297,48,0,8,9,358
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,1196,22,78,0,0,1300,1065,18,69,0,0,1152,172,16,56,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,79,8,7,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,262,26,66,0,0,347,30,5,6,0,0,35,9,0,0,0,0,13,2558,77,214,0,0,2846
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,41,0,0,0,0,41,17,0,0,0,0,17,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33,12,0,0,0,0,12,4,0,0,0,0,4,104,0,0,0,0,108
SAL50513,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,29
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,109,0,0,0,0,115,157,0,0,5,0,161,22,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,62,0,0,0,0,64,5,0,0,0,0,5,9,0,0,0,0,9,342,0,0,4,0,350
