SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL50075,105,0,0,0,0,105,147,0,0,0,0,147,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,3,0,0,0,0,3,6,0,0,0,0,6,294,0,0,0,0,294
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,50,0,0,0,0,55,30,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,0,0,0,0,0,5,3,0,0,0,0,3,106,4,0,0,0,112
SAL50078,1107,152,66,0,0,1328,1451,238,71,0,6,1761,390,172,80,0,4,643,45,114,23,0,0,183,29,31,0,0,0,58,203,75,19,0,0,292,5,5,0,0,0,11,5,4,0,0,0,5,673,395,125,0,4,1200,34,31,5,0,0,72,30,10,0,0,0,43,3298,836,265,0,7,4406
SAL50079,506,38,0,0,0,547,401,47,0,0,0,448,117,37,0,0,0,161,0,15,0,0,0,19,0,0,0,0,0,0,61,21,0,0,0,81,3,0,0,0,0,4,0,0,0,0,0,0,183,79,4,0,0,263,7,0,0,0,0,6,11,0,0,0,0,17,1108,170,4,0,0,1276
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,37,0,0,14,0,54,313,0,0,3,0,318,247,10,21,0,0,279,152,12,6,0,0,166,0,3,0,0,0,4,23,0,0,0,0,34,289,6,13,22,0,330,0,0,0,0,0,0,712,32,44,21,0,813,76,7,3,5,0,90,18,3,0,3,0,22,1163,44,53,38,0,1296
SAL50082,468,0,0,0,0,474,465,0,0,0,0,466,125,3,0,0,0,127,51,4,0,0,0,56,4,7,0,0,0,12,60,0,0,0,0,60,13,0,0,0,0,13,0,0,0,0,0,0,253,11,0,0,0,267,12,0,0,0,0,12,12,0,0,0,0,9,1214,11,3,0,0,1231
SAL50083,1495,188,19,0,0,1702,2263,229,52,0,0,2544,617,193,123,0,0,937,48,153,6,0,0,203,12,30,0,0,0,40,355,81,26,0,0,461,25,8,5,0,0,39,4,6,0,0,0,8,1050,474,159,0,0,1685,46,60,0,0,0,112,39,31,0,0,0,72,4892,980,231,0,0,6111
SAL50084,129,11,0,0,0,143,202,0,0,0,0,204,51,15,5,0,0,76,18,69,0,0,0,93,12,10,0,0,0,21,60,3,0,0,0,64,4,0,0,0,0,4,0,0,0,0,0,0,152,94,4,0,0,256,0,19,0,0,0,16,7,3,0,0,0,12,492,128,12,0,3,627
SAL50085,24,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,47
SAL50086,669,67,9,0,5,754,656,74,5,0,0,733,152,58,17,0,0,229,25,84,21,0,0,129,6,3,0,0,0,12,109,30,11,0,0,153,14,0,0,0,0,18,3,0,0,0,0,3,302,177,50,0,0,533,17,24,0,0,0,41,19,17,0,0,0,39,1663,357,75,0,6,2096
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,22
SAL50089,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,8,17
SAL50090,706,30,3,0,0,740,1102,135,12,0,0,1253,441,182,141,0,5,764,30,16,5,0,0,54,0,0,0,0,0,3,223,48,11,0,0,279,35,12,0,0,0,46,3,5,0,0,0,7,737,258,152,0,3,1157,27,6,0,0,0,33,39,13,3,0,0,54,2614,450,176,0,3,3242
SAL50091,623,41,0,0,0,663,798,70,0,0,0,867,266,49,0,0,0,315,90,43,0,0,0,131,3,3,0,0,0,10,130,27,0,0,0,159,13,0,0,0,0,14,0,0,0,0,0,0,494,123,7,0,0,617,17,9,0,0,0,24,24,3,0,0,0,29,1959,238,5,0,3,2212
SAL50092,344,0,0,0,0,352,554,0,0,0,0,555,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,30,5,0,0,0,0,9,4,0,0,0,0,3,942,0,4,0,0,950
SAL50093,946,53,3,0,0,1001,1281,67,0,0,0,1348,283,44,0,0,0,324,91,54,26,0,0,172,10,20,0,0,0,26,231,23,6,0,0,251,22,3,0,0,0,29,3,0,0,0,0,7,638,140,33,0,0,808,28,3,0,0,0,31,49,9,7,0,0,60,2936,272,34,0,0,3250
SAL50094,19,0,0,0,0,19,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
SAL50095,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8
SAL50096,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50097,20,0,0,0,0,20,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,39
SAL50098,521,16,17,0,0,555,1569,30,43,0,5,1640,325,55,46,0,0,428,59,26,14,0,0,103,7,0,4,0,0,11,117,12,12,0,0,138,16,0,0,0,0,16,0,0,0,0,0,0,527,95,74,0,0,690,10,0,0,0,0,12,29,0,4,0,0,34,2650,141,141,0,5,2937
SAL50099,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50100,16,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SAL50101,21,0,0,0,0,21,28,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,56
SAL50102,420,16,7,0,0,441,757,22,0,0,0,783,156,18,0,0,0,174,16,10,0,0,0,27,0,0,0,0,0,0,96,9,0,0,0,104,7,0,0,0,0,7,0,0,0,0,0,0,279,36,0,0,0,312,7,5,0,0,0,8,17,0,0,0,0,17,1476,80,8,0,0,1563
SAL50103,52,0,0,0,0,52,32,0,0,0,0,35,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,93
SAL50104,168,8,0,0,0,175,246,23,0,0,0,262,54,30,20,0,4,102,7,0,0,0,0,9,0,0,0,0,0,0,54,6,0,5,0,66,0,6,0,0,0,8,0,0,0,0,0,0,111,41,20,9,4,188,5,0,0,0,0,6,9,6,0,0,0,13,545,78,20,5,7,650
SAL50105,540,56,18,0,0,616,700,140,45,0,0,888,468,190,81,0,0,743,147,63,0,0,0,215,17,5,0,0,0,25,169,50,21,0,0,238,39,10,0,0,0,51,8,0,0,0,0,9,848,323,105,0,0,1273,36,0,4,0,0,38,32,10,0,0,0,46,2156,525,171,0,0,2860
SAL50106,34,0,0,0,0,34,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,9,4,0,0,0,12,0,0,0,0,0,0,18,6,0,0,0,25,5,0,0,0,0,5,3,0,0,0,0,3,76,6,0,0,0,80
SAL50107,24,0,0,0,0,19,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0,59
SAL50108,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL50109,23,0,0,0,0,23,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,53,0,0,0,0,53
SAL50110,306,3,3,0,0,313,1056,12,19,0,0,1089,152,6,3,0,0,152,11,0,0,0,0,11,4,0,0,0,0,4,73,3,0,0,0,81,20,0,0,0,0,20,0,0,0,0,0,0,258,9,3,0,0,270,9,0,0,0,0,9,26,3,0,0,0,32,1651,25,30,0,0,1704
SAL50111,260,162,52,0,0,475,265,228,30,0,0,522,312,539,78,0,0,925,48,155,5,0,0,209,27,74,74,0,0,176,158,236,20,0,0,416,28,51,14,0,0,92,6,22,12,0,0,35,584,1064,204,0,5,1850,86,93,155,0,0,333,19,43,12,0,0,76,1212,1580,458,0,7,3252
SAL50112,193,14,11,0,0,210,123,9,3,0,0,142,87,41,23,0,5,159,9,5,0,0,0,13,0,0,0,0,0,0,54,15,5,0,0,74,12,0,0,0,0,15,0,0,0,0,0,0,160,67,26,0,7,262,14,0,0,0,0,14,5,0,0,0,0,7,490,86,46,0,9,629
SAL50113,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,14
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,174,0,0,0,0,174,1171,0,0,0,0,1178,376,6,0,0,0,385,30,0,5,0,0,39,23,0,7,0,0,30,114,0,0,0,0,115,12,0,0,0,0,12,0,0,0,0,0,0,559,11,10,0,0,580,6,0,0,0,0,6,24,0,0,0,0,24,1937,16,10,0,0,1962
SAL50116,245,0,0,5,0,252,112,0,0,0,0,112,16,0,0,0,0,16,7,6,0,0,0,10,0,0,0,3,0,4,26,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,50,6,0,8,0,62,22,0,0,0,0,18,10,0,0,0,0,10,440,11,0,5,0,461
SAL50117,708,204,0,0,9,918,878,45,0,0,0,924,171,22,0,0,0,193,17,22,0,0,0,37,0,3,0,0,0,3,84,6,0,0,0,88,4,3,0,0,0,8,0,0,0,0,0,0,273,50,0,0,0,322,8,21,3,0,4,41,13,11,0,0,0,24,1890,326,5,0,10,2231
SAL50118,101,0,0,0,0,98,113,0,3,0,0,117,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,15,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,225,0,8,4,0,236
SAL50119,869,236,32,0,10,1146,688,192,6,0,5,894,136,191,59,0,0,386,0,39,0,0,0,38,0,5,0,0,0,6,76,80,7,0,0,169,3,0,0,0,0,7,0,0,0,0,0,0,220,310,76,0,0,606,31,21,30,0,0,81,18,6,0,0,0,20,1827,759,141,0,14,2742
SAL50120,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL50121,24,0,0,34,0,55,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,5,0,0,21,0,29,5,0,0,0,0,7,0,0,0,0,0,0,46,0,0,57,0,104
SAL50122,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50123,46,0,0,0,0,50,173,7,0,0,0,185,43,33,5,0,5,83,57,15,0,0,0,76,7,8,0,0,0,20,22,3,0,0,0,28,39,0,0,0,0,44,0,0,0,0,0,0,178,61,9,0,5,249,0,0,0,0,0,4,6,3,0,0,0,14,412,66,11,4,5,498
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SAL50126,190,0,0,0,0,193,159,0,0,0,0,158,18,0,0,0,0,18,0,0,3,0,0,3,0,0,5,0,0,5,26,0,0,0,0,29,0,0,3,0,0,3,0,0,0,0,0,0,47,0,9,0,0,61,9,0,0,0,0,13,4,0,0,0,0,4,407,3,15,0,0,424
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,169,0,0,0,0,177,196,0,0,0,0,193,69,4,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,7,0,0,3,0,10,0,0,0,0,0,0,112,4,0,3,0,120,6,0,0,0,0,6,7,0,0,0,0,7,495,4,0,12,0,508
SAL50130,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18
SAL50131,7,0,0,0,0,7,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26
SAL50132,194,36,0,0,0,236,103,13,0,0,0,118,30,46,12,0,0,93,0,8,0,0,0,8,0,4,0,0,0,4,52,16,0,0,0,66,4,6,0,0,0,7,0,4,0,0,0,3,83,89,11,0,0,185,12,6,0,0,0,17,0,8,0,0,0,10,389,151,13,0,0,556
SAL50133,12,0,0,15,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,20,0,0,15,0,39
SAL50134,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL50135,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SAL50136,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13
SAL50137,121,0,0,0,0,123,133,0,0,0,0,133,49,7,0,0,0,56,12,0,0,0,0,17,5,3,0,0,0,6,28,0,0,0,0,32,19,0,0,0,0,26,0,0,0,0,0,0,117,16,0,0,0,130,5,5,0,0,0,13,7,6,0,0,0,10,387,18,0,4,0,406
SAL50138,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL50139,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18
SAL50140,27,0,0,0,0,27,13,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,49
SAL50141,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
SAL50142,26,0,0,0,0,28,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,6,73,0,0,0,0,73
SAL50143,0,0,0,0,0,0,21,0,0,0,4,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,10,6,0,0,0,4,6,0,0,0,0,0,0,36,0,0,0,5,46
SAL50144,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50145,22,0,0,0,0,22,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,49
SAL50146,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50148,696,244,18,0,0,965,545,128,10,0,0,685,122,128,40,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,47,46,3,0,0,97,4,0,0,0,0,3,0,0,0,0,0,0,173,179,48,0,0,397,24,39,0,0,0,64,14,5,5,0,0,25,1452,594,81,0,0,2134
SAL50149,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,60,0,0,0,0,66
SAL50152,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL50153,11,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,14
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50155,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL50156,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50157,23,0,0,0,0,23,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
