SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,4,0,0,0,21,0,5,16,11,11,4,0,0,0,48
SAL50148,0,0,0,4,0,14,15,32,53,116,0,0,0,6,0,0,0,3,6,17,7,3,20,20,19,22,31,25,30,180,129,345,497,718,772,683,562,408,300,4409
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,4,0,0,17
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,10,10,23,24,34,15,0,122
SAL50152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,3,4,7,0,12,13,3,0,0,39
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,0,5,4,4,4,0,34
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,3,4,0,0,28
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,5,6,0,0,23
SAL50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,9,8,20,19,23,9,0,90
SAL50158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,10,11,6,16,7,0,53
SAL50159,0,0,6,5,18,17,37,15,7,103,0,0,0,3,4,4,0,0,0,11,42,54,141,119,87,96,66,22,0,641,152,328,741,685,633,634,363,109,21,3671
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,8,6,12,16,0,0,41
SAL50161,0,0,0,0,0,5,15,11,0,33,0,0,0,0,0,0,0,0,0,0,0,4,6,10,5,11,7,4,4,50,13,29,67,97,113,189,192,74,15,793
SAL50162,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,9,0,0,24,14,17,12,60,79,79,61,34,6,361
SAL50163,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,5,8,0,56
SAL50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,21,12,8,3,0,60
SAL50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,8,14,6,12,29,8,5,89
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,26
SAL50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,15,16,10,11,0,0,64
SAL50168,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,3,0,3,0,24,13,32,81,83,93,90,68,44,15,521
SAL50169,0,0,0,0,0,4,11,14,4,24,0,0,0,0,0,0,0,0,0,0,7,3,9,16,20,27,24,6,0,112,27,53,102,168,166,230,167,75,10,1015
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,0,0,19
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,7,4,0,0,24
SAL50172,0,0,0,0,3,6,4,12,12,30,0,0,0,0,0,0,0,5,0,6,0,0,5,11,16,20,13,19,0,91,11,42,67,103,120,165,125,97,30,761
SAL50173,0,0,9,14,14,16,11,3,0,76,0,0,3,15,15,4,11,4,0,57,9,16,95,60,25,16,3,0,0,223,162,497,2445,1699,693,351,135,42,0,6018
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,16,0,0,14,20,12,21,12,11,0,89
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,4,11,14,3,0,38
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,0,0,0,25
SAL50177,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,21,7,13,43,38,48,79,83,37,6,356
SAL50178,0,0,0,0,3,4,7,3,8,32,0,0,0,0,4,0,0,0,0,5,4,0,13,13,11,12,6,4,5,69,53,140,276,276,312,238,188,90,60,1633
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,0,0,0,3,7,21,24,9,61,0,0,0,0,0,0,0,0,0,0,6,13,18,24,40,36,48,30,11,245,68,99,233,296,428,507,607,276,76,2582
SAL50181,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,5,8,0,0,33,36,58,75,139,182,156,110,36,7,797
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,20
SAL50183,0,0,0,3,9,0,18,51,93,174,0,3,5,0,4,0,0,0,6,18,0,6,29,32,16,22,47,53,89,293,78,127,330,456,474,459,688,521,391,3529
SAL50184,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,5,0,0,18,30,37,65,139,124,87,24,6,0,516
SAL50185,0,0,0,0,8,3,7,12,0,31,0,0,0,0,5,0,0,6,6,10,10,15,32,29,22,27,16,12,0,163,29,48,137,108,142,127,101,53,12,760
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,4,0,3,0,11
SAL50187,3,0,6,3,11,7,11,3,0,49,0,0,0,3,3,3,0,0,0,17,21,14,37,36,32,15,11,13,0,178,103,193,473,438,350,261,166,50,6,2044
SAL50188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,10,16,21,13,48,46,43,8,4,208
SAL50189,0,7,0,0,4,3,8,10,9,37,0,0,0,0,0,0,0,0,0,4,8,4,4,13,6,15,10,3,3,65,18,29,57,75,95,109,99,75,38,599
SAL50190,5,0,7,3,11,16,23,16,5,82,0,0,0,10,4,9,3,5,3,35,48,42,137,75,112,88,40,17,10,572,141,208,637,557,554,472,260,90,30,2949
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,20,17,8,4,0,80
SAL50192,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,5,0,26,4,5,22,19,21,40,37,14,4,169
SAL50193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,21,7,4,19,31,26,22,19,0,0,126
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,6,8,17,19,28,18,4,0,100
SAL50196,0,0,0,0,4,0,10,8,6,27,0,0,0,0,0,0,0,0,0,0,5,4,4,9,11,14,20,21,9,87,11,29,65,85,79,93,130,69,24,584
SAL50197,0,0,4,0,0,3,13,16,7,46,0,0,0,0,0,0,0,0,0,0,8,3,16,15,15,18,14,8,5,98,55,67,129,118,168,169,142,82,17,951
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,4,0,23
SAL50199,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,6,0,3,11,15,4,4,0,42
SAL50200,3,0,4,0,9,0,0,3,0,23,0,0,3,5,0,3,0,0,0,11,13,59,100,102,59,47,14,0,0,400,69,234,586,577,399,299,82,18,0,2271
SAL50201,0,0,0,4,8,14,22,31,34,115,0,0,0,0,0,4,6,7,21,45,8,14,12,29,28,36,40,63,87,320,174,400,605,1090,984,863,1087,686,376,6250
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,17,11,10,0,0,68
SAL50204,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,26,15,37,28,6,0,122
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,7,5,0,24
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50207,0,0,10,8,9,13,25,26,3,99,0,0,0,4,3,5,0,0,0,11,24,31,68,45,88,58,36,20,7,364,192,396,726,653,862,747,524,201,38,4338
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,15,7,3,0,37
SAL50210,0,5,0,3,4,5,16,20,24,68,0,0,3,0,3,4,0,0,3,16,5,15,45,37,39,40,35,39,47,308,77,161,455,459,560,628,577,303,179,3392
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,5,0,0,4,3,9,0,4,0,19
SAL50213,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,16,6,4,13,4,0,47
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,10,4,0,3,40
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,0,0,28
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,0,0,0,6,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,10,4,3,0,33,24,31,69,129,109,101,68,33,9,569
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,122,93,40,18,11,3,0,311,0,28,130,93,46,25,9,9,0,339
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,0,0,0,3,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,6,16,13,13,10,0,0,69,133,225,329,576,766,599,298,67,8,3010
SAL50222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,4,3,3,0,22,4,9,23,48,62,25,33,11,0,224
SAL50223,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,16,5,5,6,17,24,13,18,3,0,85
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,8,0,0,0,0,15
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,0,0,0,0,0,3,9,3,26,0,0,4,0,5,3,0,0,0,17,4,19,55,33,31,23,18,13,5,205,51,237,617,444,353,365,303,107,28,2501
SAL50227,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3,0,0,0,20,11,48,190,123,68,55,23,18,0,546
SAL50228,0,0,3,0,0,16,19,32,22,90,0,0,4,0,3,4,3,0,0,16,5,13,23,18,17,17,30,22,12,162,27,85,175,157,228,280,351,229,86,1623
SAL50229,0,3,10,13,19,19,31,30,7,128,0,4,3,8,17,3,9,0,0,48,29,35,111,98,105,70,38,30,5,525,503,1020,1911,1984,1994,1126,755,331,71,9696
SAL50230,3,9,13,20,21,29,44,50,19,192,0,0,3,8,13,5,9,6,0,44,35,55,165,134,102,77,43,34,21,665,493,975,3451,3155,1940,1435,879,373,120,12818
SAL50231,0,0,4,5,7,14,25,17,6,77,0,0,0,0,7,0,0,4,0,12,39,52,162,109,120,75,45,19,7,623,158,297,998,882,815,621,359,99,25,4247
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,3,8,11,11,0,0,50
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL50234,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,10,24,23,24,26,19,9,3,145
SAL50235,0,0,4,4,9,4,23,38,32,122,0,0,0,0,0,4,0,5,0,14,4,0,22,7,20,18,23,14,11,109,51,81,224,210,257,202,201,261,165,1643
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,4,8,11,7,0,40
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11
SAL50238,0,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,6,6,8,11,8,12,4,0,0,59,20,39,89,59,50,45,15,0,0,326
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,9,9,0,0,0,0,0,0,21
SAL50240,3,0,8,12,15,20,37,23,6,134,0,0,9,11,7,17,11,6,5,69,21,23,36,41,51,36,20,14,6,242,155,278,575,589,510,578,457,192,58,3389
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,8,10,5,0,0,0,0,26
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,9,7,11,4,3,0,41
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,11
SAL50245,8,15,20,40,75,117,149,112,82,611,0,9,14,57,43,43,58,24,19,264,72,61,201,224,184,128,75,57,34,1049,1041,2434,4362,5463,4938,4001,2611,1060,415,26334
SAL50246,0,5,29,16,19,23,32,33,9,164,0,3,17,9,3,9,11,18,10,88,15,74,184,95,42,44,27,16,15,515,108,808,2113,1052,539,475,362,182,67,5700
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,0,0,0,0,0,4,6,6,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,11,4,5,39,11,13,60,48,77,107,99,23,9,451
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,12
SAL50251,0,0,0,0,3,8,16,21,7,63,0,0,0,0,0,0,0,0,0,7,14,6,9,15,31,29,32,16,7,161,73,111,247,320,391,341,317,149,39,1987
SAL50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,7,22,32,17,15,0,114
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,3,0,0,0,0,35,0,10,39,10,11,8,3,0,0,76
SAL50254,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,3,4,3,0,25
SAL50255,0,0,0,0,0,7,3,0,0,10,0,0,0,0,4,0,0,5,0,5,0,3,11,5,0,7,3,0,0,33,10,19,55,44,69,75,48,13,8,349
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,5,0,0,3,6,3,4,0,0,26
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,10,18,25,9,7,6,93
SAL50259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9,5,19,22,21,6,0,92
SAL50260,0,0,0,0,0,4,9,7,4,18,0,0,0,0,0,0,0,0,0,0,6,0,3,9,15,8,3,4,3,44,52,68,103,150,232,142,93,40,3,885
SAL50261,4,0,6,6,16,21,42,58,43,195,0,0,4,0,6,7,4,5,3,36,30,32,88,57,61,55,40,31,25,405,136,346,726,608,612,697,533,319,176,4156
SAL50262,0,0,0,0,0,5,18,24,18,73,0,0,0,0,0,6,5,0,0,10,11,7,18,23,40,34,43,37,50,264,145,315,473,1000,997,819,1042,492,185,5476
SAL50263,0,0,0,5,13,7,34,34,32,135,0,0,0,7,12,5,10,6,3,43,19,29,91,49,53,66,57,50,22,439,146,527,1461,1086,784,670,594,278,125,5661
SAL50264,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,10,3,13,25,12,0,81
SAL50265,0,0,0,0,0,9,10,12,4,33,0,0,0,0,0,0,4,0,0,7,3,0,0,4,3,0,3,0,0,12,25,38,63,68,98,116,109,53,16,577
SAL50266,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,19,11,0,11,4,3,62,6,19,48,69,47,64,62,23,11,342
SAL50267,0,0,0,0,0,0,4,7,0,11,0,0,0,0,0,0,0,0,0,0,4,21,39,13,11,8,3,9,3,112,4,34,60,38,29,44,25,15,11,259
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,5,0,3,6,6,10,10,13,4,64,0,0,0,0,3,0,3,0,0,14,8,10,29,33,49,25,27,10,3,194,249,470,718,1027,1234,872,493,185,40,5293
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,9,10,9,3,0,39
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,10,9,10,0,4,0,42
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,6,10,20,14,15,3,0,0,74
SAL50273,0,0,4,3,10,14,22,36,20,104,0,0,0,0,0,4,0,0,0,3,27,34,43,65,59,40,40,38,10,357,126,223,485,532,480,449,412,243,64,3012
SAL50274,8,8,12,5,5,4,3,4,0,48,0,0,3,25,24,5,3,5,0,64,0,9,46,39,15,11,8,3,0,133,60,200,537,424,287,187,96,32,9,1834
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,29,17,3,10,0,0,0,64,4,4,34,20,13,16,0,0,0,95
SAL50276,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,6,9,7,15,20,16,36,18,15,0,140
SAL50277,0,0,4,8,16,21,34,25,8,127,0,0,4,11,9,8,8,3,3,53,16,22,59,39,49,28,29,19,3,280,146,376,1282,1381,882,637,412,168,36,5317
SAL50278,0,0,0,0,6,4,11,17,6,38,0,0,3,0,0,0,0,0,0,6,0,0,8,7,5,5,4,9,5,44,31,52,73,54,80,79,115,91,49,618
SAL50279,0,0,0,0,0,0,3,10,4,17,0,0,0,0,0,0,0,5,0,3,0,0,5,3,5,9,10,5,0,37,9,9,55,36,49,92,92,53,16,412
SAL50280,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,3,0,20,3,8,17,16,25,31,27,9,0,139
SAL50281,5,0,0,0,0,3,0,6,0,18,0,0,0,0,5,0,0,4,0,9,8,7,9,12,26,19,10,0,0,82,38,79,148,190,187,200,156,65,9,1068
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,7,0,0,0,20
SAL50283,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,12,6,9,5,0,56
SAL50284,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,4,0,20,4,0,18,20,19,22,19,5,0,110
SAL50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,0,4,10,7,16,23,16,9,4,87
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,11,12,11,10,6,3,53
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,6,16,13,6,15,6,0,54
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,8,12,3,7,0,38
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,22,12,12,5,0,0,0,41
SAL50290,0,0,0,0,5,5,3,6,3,26,0,0,0,0,3,6,0,0,0,11,8,0,13,12,16,19,13,6,0,97,60,71,183,213,297,325,200,66,24,1438
SAL50291,0,0,0,0,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,8,10,11,18,9,6,3,77,23,43,101,120,168,174,120,42,9,809
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,4,0,21
SAL50293,0,0,0,0,0,0,5,10,10,26,0,0,0,0,0,4,0,0,5,13,5,3,15,19,15,15,19,16,3,108,83,242,357,529,541,442,339,213,61,2800
SAL50294,0,0,0,0,0,0,5,17,23,50,0,0,0,0,0,5,0,0,4,8,12,9,20,21,39,27,31,31,12,200,213,377,382,582,1121,998,646,575,319,5215
SAL50295,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,8,0,0,25,14,15,32,36,46,60,56,19,4,271
SAL50296,0,0,0,5,6,0,9,19,17,56,0,0,0,0,0,4,3,0,0,6,27,36,91,52,62,56,65,69,55,503,249,602,1123,972,1150,1061,1032,916,452,7556
SAL50297,5,6,12,20,26,29,37,27,7,163,0,0,3,15,16,11,7,9,0,65,40,59,116,133,104,93,46,26,10,605,383,974,2462,2170,1774,1468,841,355,71,10502
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
