SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,8,0,0,0,4,3,9,12,0,0,32
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50457,0,0,0,0,0,7,14,48,29,100,0,0,0,0,0,0,6,0,4,7,11,11,38,55,37,33,54,76,97,409,195,377,717,925,1198,1081,876,471,254,6100
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,12
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,6,4,5,7,7,4,0,0,31
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7
SAL50462,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,10,3,11,13,6,0,40
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10
SAL50464,0,0,3,4,8,10,24,29,9,92,0,0,10,9,5,7,5,5,6,53,18,70,277,219,160,130,109,52,11,1035,140,989,3449,2109,1316,1290,964,352,98,10694
SAL50465,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19,22,34,42,23,6,0,170
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,15,0,3,0,0,18
SAL50467,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,7,9,4,16,18,13,4,68,0,7,15,15,29,82,88,43,9,289
SAL50468,3,0,7,6,14,13,37,45,30,147,0,0,3,13,18,24,5,13,4,80,17,65,184,133,93,72,39,31,11,651,206,806,2258,1823,1413,1017,648,294,110,8579
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,11,0,6,0,18
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,3,5,11,4,0,0,0,29
SAL50471,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,4,0,3,27,0,4,17,9,22,32,22,3,3,114
SAL50472,7,3,10,7,7,24,56,110,47,264,0,0,3,3,0,0,4,0,0,18,13,24,65,63,68,66,66,86,84,537,235,461,1076,1078,1043,1011,913,663,291,6765
SAL50473,0,0,0,7,10,16,21,38,21,116,0,4,3,5,4,4,14,3,5,39,8,10,45,31,20,17,27,27,8,191,88,203,559,563,450,431,375,201,65,2927
SAL50474,0,4,4,0,5,7,14,12,7,50,0,0,3,0,0,4,0,0,0,7,0,4,21,26,10,25,29,37,34,171,83,219,528,652,557,656,549,269,94,3617
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,0,0,0,19,0,0,16,10,4,12,5,0,0,48
SAL50476,3,0,6,5,5,0,6,9,0,30,0,0,5,0,0,0,0,0,0,10,11,14,50,41,25,16,3,0,0,162,88,252,867,575,386,217,137,46,0,2577
SAL50477,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,17,16,15,9,20,22,10,0,105
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,6,4,3,0,0,22
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,10,7,14,19,25,20,0,0,106
SAL50481,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,0,0,25,3,6,36,29,53,75,67,21,0,292
SAL50482,3,15,26,38,55,36,76,87,56,384,0,0,22,34,36,32,22,7,6,153,84,73,248,234,186,98,71,77,66,1132,782,1531,3489,3939,3163,1956,1216,806,349,17221
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,4,0,3,5,0,23
SAL50484,0,3,0,10,12,21,20,27,25,116,0,0,0,9,9,12,3,3,3,42,12,11,30,36,27,23,11,22,21,191,80,194,623,611,453,358,241,194,135,2889
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8
SAL50486,4,0,0,0,0,0,4,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,12,9,28,9,7,16,13,25,32,67,63,49,271
SAL50487,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,18,3,7,12,25,18,21,28,10,0,136
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50491,3,0,0,7,7,8,41,85,46,200,0,0,4,3,4,3,7,3,0,20,9,12,16,25,37,24,67,82,23,298,79,187,419,415,471,679,1181,993,264,4683
SAL50492,0,0,3,0,5,9,19,40,36,103,0,0,0,0,0,0,6,0,5,13,14,10,32,19,17,28,32,39,19,210,53,86,249,198,204,308,247,265,154,1760
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,12,5,0,0,30
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,21
SAL50497,0,0,0,3,0,5,6,14,0,29,0,3,7,0,0,0,0,0,0,6,14,21,44,45,34,32,34,8,4,230,74,164,500,453,384,329,219,96,17,2230
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,8,0,4,13,0,11,10,4,0,0,44
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,4,3,4,3,5,14,12,3,0,47
SAL50500,6,4,6,9,5,14,30,54,25,151,0,0,0,5,3,4,0,6,0,21,16,12,38,30,52,44,44,26,3,268,130,262,513,522,710,910,943,487,133,4601
SAL50501,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,21,3,4,16,18,38,60,31,21,3,196
SAL50502,0,0,4,7,8,11,23,28,16,106,0,0,0,0,3,0,3,0,5,23,5,14,23,25,20,27,43,40,54,258,115,256,589,622,505,508,562,309,159,3619
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,9
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL50508,3,5,8,5,11,16,16,5,0,68,0,0,0,0,0,5,8,11,9,30,10,23,39,24,10,17,3,0,0,127,41,93,235,175,144,158,58,19,9,931
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,0,0,0,0,0,0,4,7,14,28,0,0,0,0,3,3,6,0,3,16,8,10,22,16,33,29,27,14,8,164,266,433,533,1032,1435,1219,767,408,172,6270
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,23,3,11,29,24,37,48,39,14,3,213
SAL50513,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,15,0,0,28,49,23,15,10,5,0,133
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,4,0,0,29
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,8,0,0,0,28
SAL50517,0,0,0,0,3,8,3,7,0,24,0,0,0,0,0,0,0,0,0,5,5,3,6,13,6,10,3,0,0,56,29,57,126,119,151,155,109,39,12,798
SAL50518,8,3,11,15,28,35,74,84,38,295,0,5,16,17,14,16,12,8,0,81,31,45,96,127,97,86,83,56,40,665,343,772,1856,1942,1637,1499,1352,665,267,10331
SAL50519,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,4,22,49,38,44,26,8,4,0,190
SAL50520,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,12,8,4,0,29,5,17,32,52,59,69,35,19,3,296
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,3,8,7,10,4,0,0,0,43
SAL50522,5,0,4,0,11,17,34,56,47,165,0,0,0,0,4,5,7,4,15,40,26,72,190,109,138,97,69,35,14,754,183,633,1695,1293,1290,1278,1040,495,166,8077
SAL50523,0,0,0,0,8,8,20,16,3,56,0,0,0,0,0,0,0,3,0,7,0,5,11,11,14,15,33,21,7,120,23,49,92,75,110,175,236,130,34,932
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8
SAL50525,0,0,5,0,0,4,9,11,0,33,0,0,0,0,0,0,4,0,0,4,0,3,0,4,16,3,5,3,6,40,17,26,52,72,125,126,146,55,8,632
SAL50526,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,9,3,5,39
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,12,23,14,4,0,3,78
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,30,27,14,4,0,0,107,0,16,44,49,39,25,5,0,0,172
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,189,127,43,13,0,0,0,0,408,58,358,241,77,29,0,0,0,0,770
SAL50530,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,14,0,0,8,14,10,19,8,0,0,53
SAL50531,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,10,12,14,5,6,0,0,56
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9
SAL50533,0,0,0,0,0,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,4,6,0,4,16,21,14,4,0,78,68,105,146,229,393,394,274,83,19,1712
SAL50534,3,3,4,3,12,4,15,33,10,92,0,0,5,5,0,0,0,0,0,11,22,4,32,20,38,48,33,35,6,232,84,140,321,357,509,582,586,313,73,2965
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,5,8,13,11,17,10,0,0,65
SAL50536,0,0,0,6,4,19,26,53,40,149,0,0,6,0,0,0,5,7,12,34,13,14,36,48,34,43,42,59,71,362,74,187,353,367,356,438,352,321,232,2683
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,14
SAL50538,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,18,4,0,7,10,10,11,8,0,0,49
SAL50539,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,0,3,3,4,47,16,22,47,42,62,51,49,12,6,301
SAL50540,4,3,11,3,3,11,7,0,0,49,0,0,0,0,0,0,0,4,0,9,0,0,0,5,0,0,0,0,0,7,24,17,44,47,18,25,12,3,0,206
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL50542,0,0,0,0,0,7,8,7,9,29,0,0,0,0,5,0,0,0,0,6,12,6,15,29,39,29,22,15,4,169,97,149,184,308,555,506,293,142,37,2261
SAL50543,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,3,0,4,13,3,15,17,5,0,68
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,15
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,5,6,8,10,7,0,0,39
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,0,0,0,3,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,13,10,8,4,13,11,0,58,15,29,93,129,92,115,108,65,13,658
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,9,0,0,5,7,0,0,29
SAL50550,0,6,34,52,67,70,95,75,19,423,0,6,20,53,55,58,34,8,8,244,31,43,89,88,66,46,53,42,10,471,255,645,1360,1282,1104,911,804,395,98,6854
SAL50551,0,0,0,0,0,0,7,10,0,25,0,0,0,3,0,0,0,0,0,4,7,3,4,14,5,7,4,0,0,44,43,58,107,127,152,157,107,61,14,820
SAL50552,0,0,0,0,0,0,3,11,5,26,0,0,0,0,0,0,0,0,0,0,5,4,10,23,26,16,13,13,12,123,76,133,225,333,443,395,367,163,56,2191
SAL50553,0,0,3,4,0,5,20,23,5,61,0,0,4,4,0,3,6,0,0,14,6,11,33,21,25,17,23,3,0,140,82,173,517,417,377,404,254,100,26,2347
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,0,3,4,12,9,4,0,41
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,20
SAL50556,0,0,0,3,4,11,14,6,16,59,0,0,7,7,3,3,0,0,4,26,9,11,31,29,13,12,27,10,17,153,37,195,743,560,205,146,182,77,68,2222
SAL50557,0,0,0,0,3,0,9,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,9,0,0,8,39,24,41,146,132,131,112,90,28,21,729
SAL50558,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,6,11,20,25,10,4,0,87
SAL50559,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,9,5,11,11,12,0,73
SAL50560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,6,3,4,6,6,0,36
SAL50561,0,0,0,0,0,3,13,18,8,42,0,0,0,0,4,5,3,0,0,11,4,0,0,5,9,11,12,18,5,63,47,92,76,93,148,248,250,164,32,1148
SAL50562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,8,22,7,13,0,0,56,13,16,55,71,121,73,46,9,3,403
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL50564,0,0,3,0,0,3,9,4,0,17,0,0,0,0,0,0,0,0,0,3,0,4,3,9,4,10,12,0,3,47,14,23,73,83,58,85,71,18,12,432
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,7,0,9,0,0,0,25
SAL50566,5,0,9,0,7,10,11,14,5,63,0,0,0,0,0,5,0,0,0,11,22,28,47,51,51,12,6,11,0,244,211,425,899,853,742,473,255,125,15,4003
SAL50567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,10,8,5,11,12,23,62,74,37,10,233
SAL50568,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,5,11,10,0,3,0,31
SAL50569,0,0,0,0,0,6,8,3,3,23,0,0,0,0,0,0,0,0,0,0,4,7,8,7,6,17,19,8,3,76,9,26,40,59,46,86,102,49,20,425
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17
SAL50571,0,0,0,4,0,9,8,14,7,31,0,0,0,0,0,0,3,0,5,6,5,5,6,14,14,10,16,17,8,88,76,138,184,374,510,482,508,321,80,2663
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,5,8,5,0,0,21
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,8,12,61,104,71,85,140,129,115,733,0,7,83,73,76,53,42,16,13,366,68,68,196,219,193,142,166,185,162,1379,566,1327,2811,3008,2551,2221,1884,1274,577,16223
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,19,6,6,21,31,47,31,31,10,8,192
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,0,0,7,3,4,7,7,0,0,30
SAL50577,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,13,16,21,15,7,8,0,91
SAL50578,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,15,7,10,11,21,18,36,23,17,0,135
SAL50579,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,4,6,19,12,24,49,93,58,10,264
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,11,0,11,8,0,0,42
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,4,7,7,0,49
SAL50582,0,0,0,0,0,0,3,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,5,3,35,3,18,27,42,32,68,57,37,7,302
SAL50583,6,3,7,14,22,32,79,154,95,412,0,0,3,0,3,0,8,12,6,29,27,35,61,71,58,64,71,128,133,652,270,543,996,956,1104,1255,1192,1102,506,7920
SAL50584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,4,10,3,0,0,35
SAL50585,0,0,0,0,5,5,19,35,8,68,0,0,0,0,0,0,0,3,0,10,3,8,20,13,17,19,18,54,79,225,70,131,263,302,326,365,306,255,123,2135
SAL50586,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,10,11,10,7,0,0,38,10,5,26,50,58,64,31,23,0,266
SAL50587,5,0,6,3,5,6,35,40,13,119,0,0,4,0,5,0,0,5,7,28,13,13,44,65,55,44,46,35,9,329,242,427,1099,1500,1383,986,1249,553,100,7542
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,4,3,0,0,14
SAL50589,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,3,3,14,14,3,0,50
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50591,3,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,15,14,8,24,12,25,18,9,0,0,103
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,6,0,0,7,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,0,17,0,6,18,6,6,38,33,24,5,134
SAL50594,0,0,0,0,4,11,8,7,15,41,0,0,0,4,0,8,5,3,0,25,5,4,8,12,18,18,19,15,19,112,51,87,181,233,321,310,206,136,96,1615
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,11,0,0,0,24
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,29
SAL50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,0,3,5,8,18,19,10,8,0,64
SAL50599,0,0,0,0,0,8,15,33,29,84,0,0,0,0,5,4,5,0,4,14,0,5,16,11,15,20,30,57,88,242,103,221,407,787,786,543,498,413,292,4048
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,4,0,6,7,5,11,13,4,0,38
SAL50601,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,3,4,9,7,3,0,44
SAL50602,10,6,10,11,19,14,21,4,0,97,0,0,0,3,3,0,0,6,0,28,10,15,38,42,37,22,17,9,3,204,84,108,267,233,190,137,75,30,3,1125
SAL50603,0,0,4,8,17,21,62,79,48,249,0,0,4,5,3,3,0,9,0,19,18,37,88,103,103,98,92,112,67,724,416,705,1281,1625,1975,2115,1892,1040,317,11359
SAL50604,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,3,4,4,0,22,7,18,29,34,44,52,34,6,0,225
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,5,0,9,17,13,6,3,0,47
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,8,0,0,7,0,0,0,22
SAL50607,0,0,5,0,3,3,28,50,11,102,0,0,0,3,7,6,6,4,0,23,10,3,25,25,24,10,18,25,12,162,103,236,673,752,646,518,665,357,70,4024
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,33,21,22,19,5,0,0,128,7,26,47,36,36,23,8,0,0,188
