SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL50344,12,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,0,0,0,7,8,19,0,3,7,23,27,51
SAL50345,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,3,4,12,0,0,0,12,12,18
SAL50346,19,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,6,6,15,0,0,3,33,27,52
SAL50347,524,520,1042,115,115,230,12,21,29,6,6,18,3,7,6,5,5,12,271,316,587,0,0,4,0,6,4,3,4,4,0,0,0,303,363,672,45,48,91,8,5,12,476,524,1000,132,127,261,1129,1174,2306
SAL50348,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,19
SAL50349,12,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,4,0,0,5,21,14,35
SAL50350,1706,1653,3357,110,124,234,14,21,38,15,20,38,12,11,22,0,6,5,820,875,1697,0,4,3,0,6,9,3,0,4,0,0,0,868,944,1812,91,107,198,42,19,56,1107,1198,2306,130,110,239,2941,2964,5903
SAL50351,14,16,32,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,9,0,0,0,18,14,39
SAL50352,158,142,297,18,19,37,0,0,0,0,0,0,0,0,0,0,0,3,23,43,62,0,0,0,0,0,0,0,0,0,0,0,0,27,43,71,3,9,5,0,0,0,49,62,116,33,28,58,241,229,474
SAL50353,340,376,714,111,109,220,29,29,56,39,44,89,25,20,48,9,6,21,651,679,1328,0,0,6,0,3,5,12,3,10,0,0,0,761,799,1563,582,561,1141,3,10,16,1461,1486,2942,104,114,215,1901,1968,3872
SAL50354,75,58,135,8,6,9,0,0,0,0,3,6,0,0,0,0,0,0,28,37,73,0,0,0,0,0,0,0,0,0,0,0,0,38,41,77,0,4,4,0,0,0,39,52,89,20,12,36,135,125,257
SAL50355,53,46,101,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,20,28,0,0,0,0,0,0,0,0,0,0,0,0,10,20,27,0,0,0,0,0,0,16,26,39,5,3,6,71,73,147
SAL50356,29,39,74,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,11,5,15,7,0,9,41,48,94
SAL50357,151,138,293,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,36,44,79,0,0,0,0,0,0,0,0,0,0,0,0,41,44,85,3,4,10,0,0,0,49,56,111,21,13,32,222,211,433
SAL50358,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,10,11,25
SAL50359,30,25,58,0,0,10,0,0,0,0,0,4,0,0,3,0,0,0,16,19,36,0,0,0,0,0,0,0,0,0,0,0,0,21,25,45,0,0,0,0,0,0,26,28,56,14,12,28,77,63,135
SAL50360,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,7,11,0,0,4,13,7,26
SAL50361,10,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,8,5,14,0,0,3,16,22,40
SAL50362,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,13,3,12
SAL50363,31,0,31,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,29,4,32,0,0,0,0,0,0,0,0,0,0,0,0,33,4,37,4,0,7,0,0,0,42,3,45,64,7,67,131,11,139
SAL50364,211,190,400,63,57,126,0,0,0,3,5,5,0,0,3,0,0,0,88,61,150,0,0,0,0,0,0,0,0,0,0,0,0,101,71,170,10,15,22,4,0,3,175,145,320,34,31,62,414,366,781
SAL50365,20,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,7,11,31,36,62
SAL50366,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,8,9,18
SAL50367,2016,2083,4101,123,111,234,25,32,55,12,22,34,33,30,62,4,4,5,682,741,1423,4,0,7,3,8,7,0,0,0,0,0,0,768,827,1599,149,162,317,15,21,29,1059,1125,2181,135,91,231,3209,3300,6505
SAL50368,46,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,39,0,0,0,0,0,0,0,0,0,0,0,0,21,18,40,3,3,3,0,0,0,23,21,39,11,12,17,75,78,158
SAL50369,17,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,16,13,27
SAL50370,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,11,0,10,8,0,9,30,5,32
SAL50371,364,384,751,50,50,92,10,8,8,9,5,13,9,12,26,0,3,0,215,205,417,0,0,3,0,4,3,0,0,0,0,0,0,239,237,473,48,39,92,3,0,3,343,327,663,25,16,44,737,724,1463
SAL50372,66,58,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,0,0,4,0,0,0,11,18,34,20,16,31,98,91,192
SAL50373,16,20,33,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,3,14,4,0,4,28,24,54
SAL50374,1259,1289,2555,216,209,421,26,19,46,11,10,22,0,7,13,0,4,3,395,400,797,0,0,0,9,4,12,0,0,4,0,0,0,439,444,890,148,130,281,5,10,13,810,798,1606,52,53,104,2125,2133,4256
SAL50375,186,177,368,58,58,111,0,0,0,0,0,0,0,0,4,0,0,0,50,47,97,0,0,0,0,0,0,0,0,0,0,0,0,58,49,105,29,23,49,0,0,0,140,129,267,70,51,119,396,358,755
SAL50376,2374,2404,4778,454,480,934,14,19,33,27,24,55,29,40,68,11,5,21,1029,1241,2279,11,11,22,14,18,29,5,3,5,0,0,0,1134,1369,2500,161,199,360,37,36,72,1779,2087,3866,239,200,439,4394,4686,9086
SAL50377,39,38,78,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,16,9,27,0,0,0,0,0,0,27,17,47,14,6,16,80,57,136
SAL50378,280,236,519,76,58,132,8,0,3,8,4,10,9,13,17,0,0,5,161,158,323,4,5,5,4,0,6,0,0,0,0,4,0,190,186,378,5,19,25,4,0,8,272,263,534,58,63,125,611,567,1177
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,315,301,609,29,30,58,8,3,10,8,6,9,0,0,3,0,0,0,59,69,125,0,0,0,4,0,5,0,0,0,0,0,0,73,85,161,9,10,15,0,3,3,111,122,234,57,60,114,480,477,959
SAL50381,7,3,11,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,11,0,0,0,14,10,19
SAL50382,92,81,179,23,15,34,0,0,0,0,0,0,0,0,0,0,0,0,16,25,39,0,0,0,0,0,0,0,0,0,0,0,0,19,25,40,4,6,3,0,0,0,44,42,85,16,3,22,150,131,283
SAL50383,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,18,14,31
SAL50384,2393,2436,4832,127,131,260,16,14,25,22,15,35,15,15,30,3,4,13,607,688,1302,8,5,5,5,0,5,0,6,6,0,0,0,677,743,1420,120,129,252,7,3,13,927,1010,1938,113,77,190,3433,3521,6951
SAL50385,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,6,15
SAL50386,178,153,338,16,21,40,0,0,0,0,0,0,0,0,0,0,0,0,65,76,141,0,4,4,0,0,7,0,0,0,0,0,0,68,84,147,0,0,0,0,0,4,89,104,189,10,11,23,279,269,550
SAL50387,224,222,443,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,67,54,122,0,0,0,0,0,0,0,0,0,0,0,0,70,54,127,3,6,7,0,0,0,80,69,152,25,21,48,332,313,645
SAL50388,115,97,213,15,23,42,0,0,0,0,0,0,0,0,0,0,0,0,20,23,43,0,0,0,0,0,0,0,0,0,0,0,0,18,26,49,0,0,0,0,0,0,41,45,90,20,32,51,173,179,349
SAL50389,456,470,924,23,32,57,0,0,4,4,6,8,3,5,5,0,0,0,181,241,423,0,0,0,0,0,0,0,0,0,0,0,0,191,253,444,5,3,9,0,9,9,219,292,517,26,21,46,702,784,1490
SAL50390,1187,1194,2385,62,60,127,14,10,14,0,9,9,9,3,19,3,0,7,351,384,737,0,4,7,3,3,6,0,0,0,0,0,0,381,413,794,46,48,91,4,11,15,500,525,1029,61,64,127,1751,1787,3538
SAL50391,19,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,7,4,11,3,0,8,24,16,41
SAL50392,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9
SAL50393,15,9,22,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,3,14,13,27
SAL50394,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,15
SAL50395,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,0,8,3,0,3,10,0,8
SAL50396,1793,1800,3593,205,217,419,36,38,77,30,35,64,39,35,74,6,8,17,902,995,1894,12,11,25,11,15,30,0,0,0,0,0,0,1040,1141,2179,60,88,145,32,39,68,1336,1478,2810,212,141,351,3339,3416,6754
SAL50397,938,893,1829,156,155,313,15,9,21,17,18,39,11,13,28,11,9,14,999,970,1967,4,4,4,6,11,18,0,0,0,0,0,0,1063,1028,2093,150,237,391,18,10,24,1383,1434,2824,120,62,181,2438,2392,4832
SAL50398,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,5,3,11,0,0,4,8,11,26
SAL50399,92,107,196,21,15,39,0,0,0,0,0,0,0,0,0,0,0,0,12,16,31,0,0,0,0,0,0,0,0,0,0,0,0,16,19,33,0,0,5,0,0,0,45,39,82,20,18,33,153,160,316
SAL50400,279,268,544,22,27,52,0,0,4,0,0,0,0,0,0,0,0,0,100,116,218,0,0,0,4,3,9,0,0,0,0,0,0,105,128,228,3,6,6,0,0,0,136,161,290,40,26,63,445,454,900
SAL50401,19,15,35,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,7,8,15,7,0,3,29,30,59
SAL50402,27,29,56,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,12,24,0,0,0,0,0,0,0,0,0,0,0,0,13,12,24,0,0,0,0,0,0,16,15,34,0,0,0,42,44,87
SAL50403,162,158,323,37,32,75,4,4,8,0,0,0,4,4,5,3,3,3,81,78,159,0,0,0,0,0,0,0,0,0,0,0,0,92,89,179,30,34,62,7,7,12,165,164,328,71,88,154,398,411,808
SAL50404,551,632,1183,195,212,403,6,8,16,13,20,28,12,12,18,0,0,8,281,304,585,0,0,0,6,3,6,0,0,0,0,0,0,319,350,663,19,33,60,11,8,13,539,597,1138,123,130,251,1211,1365,2570
SAL50405,527,493,1025,186,200,384,4,7,9,13,14,33,14,13,28,0,10,11,208,231,436,0,0,0,6,9,18,0,0,0,0,0,0,252,291,538,32,38,70,5,0,11,480,525,1005,521,456,973,1530,1476,3005
SAL50406,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16
SAL50407,23,22,44,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,0,0,0,0,0,0,13,8,29,6,5,11,42,37,75
SAL50408,9,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,4,0,9,0,0,5,16,16,31
SAL50409,6763,7461,14221,431,431,860,56,62,115,70,67,140,48,43,97,10,12,27,2620,2802,5423,4,5,8,14,16,31,9,4,9,0,0,0,2829,3010,5841,492,496,995,50,53,99,3804,3991,7801,489,457,947,11056,11908,22966
SAL50410,0,3,9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,5,8
SAL50411,53,54,109,17,9,25,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,0,0,0,0,0,0,0,0,0,0,0,0,13,10,21,4,3,4,0,0,0,26,24,48,9,17,26,93,94,183
SAL50412,48,40,85,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,17,35,0,0,0,0,0,0,0,0,0,0,0,0,15,17,35,0,0,3,0,0,0,17,22,40,11,7,16,72,70,141
SAL50413,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL50414,25,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,10,4,14,0,0,0,26,7,29,0,0,0,45,18,68
SAL50415,500,500,1001,280,284,560,21,21,42,23,21,44,20,27,46,4,4,9,305,361,663,0,0,4,7,6,11,0,0,0,0,0,0,376,447,823,32,60,97,20,14,29,703,804,1516,244,248,488,1447,1554,3001
SAL50416,377,398,775,82,103,182,4,4,7,0,5,5,4,7,13,0,0,0,86,110,192,7,4,9,3,5,8,0,0,0,0,0,0,104,126,233,12,9,14,3,0,0,200,238,438,62,54,114,644,693,1332
SAL50417,13,6,21,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,3,12,7,3,9,21,24,42
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50419,761,831,1590,177,203,380,6,10,14,0,4,8,6,5,12,0,6,9,281,310,591,0,0,3,8,4,10,0,0,0,0,0,0,303,335,637,14,35,51,5,7,14,502,581,1081,112,83,193,1374,1493,2864
SAL50420,15,7,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,25,18,39
SAL50421,24,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,6,4,6,14,8,16,39,38,76
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,2142,2330,4468,206,202,408,32,47,80,29,56,85,32,28,62,12,9,25,1194,1325,2519,11,4,11,7,4,14,3,5,7,0,0,0,1330,1484,2809,187,235,420,46,35,85,1771,1958,3725,201,197,398,4112,4485,8594
SAL50424,133,128,261,32,28,65,0,0,0,0,0,0,0,0,0,0,0,0,23,30,53,0,0,0,0,0,0,0,0,0,0,0,0,22,30,51,0,0,3,0,0,0,58,59,118,19,15,34,210,196,411
SAL50425,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,31,0,0,0,0,0,0,0,0,0,0,0,0,11,16,31,0,0,0,0,0,0,11,16,31,6,4,8,25,26,48
SAL50426,368,382,753,76,69,148,3,6,9,0,9,10,5,8,16,0,0,3,191,213,402,0,0,0,3,3,4,0,0,0,0,0,0,207,242,449,9,13,23,6,8,14,302,328,635,59,37,96,723,750,1479
SAL50427,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL50428,11,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,8,9,12,4,3,9,19,16,34
SAL50429,8,7,14,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,8,9,16,0,0,0,21,10,26
SAL50430,24,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,3,0,0,26,31,55
SAL50431,1594,1787,3374,163,188,346,37,31,70,23,29,46,22,40,59,12,14,22,923,1049,1975,4,3,3,7,11,14,0,0,0,0,0,0,1027,1180,2196,84,76,161,17,20,32,1288,1458,2744,279,296,575,3158,3539,6694
SAL50432,18,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,28
SAL50433,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,18,16,35,20,27,52
SAL50434,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,0,4,8,10,12,24
SAL50435,67,57,128,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,29,32,57,0,0,0,0,0,0,0,0,0,0,0,0,29,28,58,0,0,4,0,0,0,37,48,84,20,26,44,125,135,256
SAL50436,57,44,98,9,15,25,0,0,0,6,0,5,0,0,0,0,0,0,33,19,49,0,0,0,0,0,0,0,0,0,0,0,0,35,17,55,0,4,4,0,0,0,48,37,83,6,0,6,108,84,191
SAL50437,70,80,151,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,21,19,47,0,0,0,0,0,0,0,0,0,0,0,0,25,19,48,0,4,4,0,0,0,33,31,66,29,35,64,135,149,280
SAL50438,5018,5167,10181,284,267,550,58,66,126,36,48,80,34,32,61,9,11,16,1506,1604,3109,9,3,8,12,10,26,3,3,13,4,0,4,1668,1776,3446,231,254,487,27,25,53,2208,2328,4530,206,180,388,7431,7677,15103
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9
SAL50441,1382,1388,2769,545,598,1142,31,35,72,22,28,55,22,24,45,6,3,5,537,607,1145,0,0,0,4,3,14,0,0,0,0,0,0,619,713,1330,116,129,247,13,14,29,1296,1460,2755,285,221,508,2958,3064,6027
SAL50442,32,37,69,7,10,16,0,0,0,0,0,3,4,6,4,0,0,0,13,5,21,0,0,4,0,0,0,0,0,0,0,0,0,15,20,37,10,8,17,0,0,0,31,37,66,7,14,24,68,88,157
SAL50443,24,17,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,37,19,57
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,3,5,6
SAL50445,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,7,0,9,6,3,4,11,8,23
SAL50446,143,138,283,17,17,38,0,0,0,0,0,0,0,0,0,0,4,4,55,70,126,0,0,0,0,0,4,0,0,0,0,0,0,62,73,133,0,3,4,0,0,0,83,95,179,25,16,46,246,253,502
SAL50447,25,32,59,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,18,17,29,5,0,6,0,0,0,23,21,38,11,3,13,56,53,115
SAL50448,12,10,17,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,9,4,11,4,0,5,21,14,39
SAL50449,13,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,26
SAL50450,31,27,51,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,0,0,0,0,0,0,16,13,30,4,3,10,51,39,85
SAL50451,7,13,24,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,7,4,12,14,14,23,42
SAL50452,1065,1200,2262,79,77,156,0,5,7,13,14,25,9,9,17,5,0,5,501,504,1005,3,0,3,11,5,17,0,0,0,0,0,0,538,536,1079,31,42,78,13,21,30,661,678,1340,118,103,224,1851,1982,3834
SAL50453,1329,1325,2649,302,278,576,16,22,40,14,15,23,15,12,22,5,10,16,692,661,1358,3,0,5,7,0,6,0,0,0,0,0,0,746,726,1469,433,446,882,33,19,50,1512,1471,2980,175,134,309,3011,2924,5939
SAL50454,200,182,388,46,44,93,0,0,0,0,0,0,0,0,3,0,0,0,57,56,112,6,0,4,0,0,0,0,0,0,0,0,0,65,60,122,11,4,15,4,4,11,123,114,234,60,54,110,380,349,730
SAL50455,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,23,15,39
SAL50456,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7
SAL50457,2045,2223,4263,172,217,391,42,50,95,39,54,93,16,16,37,6,7,11,828,944,1771,4,4,8,3,3,11,0,7,7,0,0,0,948,1088,2032,124,142,271,39,56,95,1280,1509,2786,197,197,394,3530,3921,7449
SAL50458,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,9,11,0,0,0,10,7,12
