SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11
SAL51367,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,5,12,9,3,6,0,50
SAL51368,4,15,29,29,16,34,42,21,0,186,5,12,41,18,24,30,42,14,4,187,0,4,40,22,30,49,39,20,4,204,0,11,47,28,36,36,13,4,0,180,0,4,38,29,39,36,19,12,0,170,0,3,33,25,31,36,11,9,0,146,0,5,65,92,82,71,19,9,0,333,0,0,17,20,17,39,8,4,0,107,0,0,7,63,66,62,21,8,0,224,5,7,38,29,26,22,21,12,0,172,131,156,426,443,470,572,499,228,64,2981
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,11
SAL51370,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,16,6,8,13,8,15,22,27,5,0,102
SAL51371,3,16,32,30,22,17,34,14,0,170,6,29,50,51,38,47,20,9,4,243,3,15,76,55,39,48,19,5,0,254,0,6,67,69,35,51,10,0,0,247,0,4,48,56,42,36,9,0,0,195,0,0,46,52,45,24,4,0,0,167,0,10,73,132,114,67,11,0,0,402,0,0,22,37,12,10,4,0,0,84,0,0,14,35,31,10,12,3,0,104,5,0,18,34,21,12,12,9,4,122,183,156,542,665,506,433,316,127,38,2961
SAL51372,34,36,72,63,44,29,11,0,0,290,24,34,93,72,50,50,12,0,0,343,24,69,150,109,92,60,21,5,0,523,13,72,157,122,96,64,17,0,0,543,5,57,180,150,103,83,10,0,0,592,3,40,185,119,92,87,21,0,0,541,0,47,338,381,253,189,22,0,0,1227,0,9,155,129,97,54,8,0,0,459,3,0,101,126,86,70,6,0,0,392,115,123,402,325,244,204,53,11,7,1476,635,641,2195,1876,1379,1125,323,71,18,8270
SAL51373,12,33,35,38,27,16,18,7,0,192,22,29,47,44,34,30,9,0,0,207,12,39,59,43,47,47,17,5,0,267,11,22,51,62,43,35,20,4,0,240,4,32,60,46,44,46,14,0,0,258,0,19,49,46,49,37,11,0,0,207,0,23,105,96,103,76,17,0,0,424,0,0,30,50,25,15,3,0,0,131,0,0,20,28,22,9,5,0,0,79,23,31,74,77,45,40,24,15,3,321,266,296,683,643,523,492,305,141,46,3395
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,5,0,7,0,0,0,16
SAL51375,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,11,0,0,3,0,0,0,5,0,0,5,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,3,0,10,0,3,12,12,4,11,11,8,0,64
SAL51376,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,6,0,4,0,14
SAL51377,15,53,63,54,61,61,30,3,3,333,16,53,100,65,65,69,21,13,0,404,9,52,135,92,102,76,25,0,0,484,0,26,94,77,82,66,21,0,0,366,0,15,100,62,72,59,11,0,0,316,0,0,48,60,52,38,10,0,0,201,0,9,83,102,86,48,10,0,0,330,0,0,25,26,19,8,0,0,0,69,0,0,3,7,18,8,4,0,0,41,17,26,70,60,48,32,26,15,14,322,351,414,942,816,805,734,473,188,63,4787
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,4,0,4,5,4,3,0,26
SAL51379,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,11,14,12,4,3,0,0,45
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,6,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,5,7,6,6,4,0,0,34
SAL51381,11,95,97,51,50,74,109,70,17,574,8,83,149,82,77,95,127,47,10,678,6,82,234,140,116,147,140,47,13,934,0,63,233,114,92,124,84,35,4,749,0,38,207,129,110,137,93,24,7,750,0,11,173,120,88,111,62,26,10,596,4,17,285,272,236,208,120,42,6,1187,0,3,53,109,114,87,46,9,0,420,0,4,64,266,334,254,143,36,6,1108,16,64,138,94,93,86,103,67,45,705,612,947,1991,1636,1553,1714,1625,784,225,11081
SAL51382,0,0,3,0,3,0,0,0,0,7,0,0,4,4,4,0,0,0,0,11,0,3,0,6,11,0,0,0,0,18,0,0,0,5,4,5,0,0,0,12,0,0,0,5,0,0,4,0,0,11,0,0,3,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,3,0,0,15,10,4,19,26,39,20,19,4,0,140
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,8,7,4,11,3,3,0,42
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,4,3,0,0,0,17
SAL51385,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,13,0,0,5,0,0,0,4,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,5,4,5,0,0,0,9,4,4,25,17,15,21,4,4,5,91
SAL51386,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,10,0,29
SAL51387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,3,0,0,4,5,0,0,0,19
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,15
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,13
SAL51390,0,17,29,24,15,37,59,28,3,216,9,17,27,32,38,35,43,18,0,226,5,17,39,27,33,42,31,14,6,210,0,16,28,24,37,25,16,5,0,148,0,7,33,26,44,28,11,8,0,166,0,4,17,17,30,36,7,7,0,118,0,11,58,61,88,74,24,3,0,313,0,0,8,29,12,20,6,0,0,73,0,0,10,17,26,23,9,0,0,77,15,17,41,33,44,35,46,18,10,239,195,179,430,374,465,536,621,326,58,3183
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,4,0,0,10,0,0,6,10,11,14,25,9,0,74
SAL51392,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,8,3,0,14,14,21,8,0,0,72
SAL51393,4,0,4,5,11,6,9,5,0,42,0,3,3,5,10,10,4,0,0,29,0,0,3,3,8,15,0,0,0,34,0,0,3,9,4,8,6,0,0,29,0,4,7,10,6,8,0,0,0,26,0,0,0,0,6,5,0,0,0,19,0,0,9,7,10,12,4,0,0,42,0,0,3,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,4,8,3,14,13,0,3,0,53,11,24,71,64,95,103,76,36,16,488
SAL51394,30,91,103,119,93,53,60,18,0,569,16,90,155,162,145,89,31,10,0,695,14,91,232,238,181,104,28,5,0,892,0,40,194,222,149,107,21,5,0,741,0,25,160,240,165,93,19,0,0,709,0,12,104,180,118,58,21,0,0,490,0,7,147,350,289,128,11,0,0,933,0,0,29,100,87,28,3,0,0,248,0,3,9,106,93,46,9,0,0,276,30,44,100,70,77,56,20,12,4,410,975,859,1637,2331,1782,1107,646,228,40,9605
SAL51395,3,21,11,18,17,26,16,6,4,111,0,16,24,21,20,15,17,5,0,123,0,9,21,21,23,19,3,0,0,99,0,3,5,16,21,16,9,0,0,74,0,0,6,3,16,12,6,0,0,43,0,3,6,8,8,15,6,0,0,42,0,0,0,12,15,13,4,0,0,54,0,0,3,0,4,3,0,0,0,11,0,0,6,4,4,0,0,0,0,9,21,21,48,57,52,26,15,12,6,250,129,129,220,236,261,262,228,90,29,1580
SAL51396,18,71,90,94,72,88,91,44,8,566,17,94,172,124,117,111,63,24,12,732,0,73,222,175,177,128,47,24,5,844,0,54,152,140,121,107,41,6,0,624,0,25,176,114,122,101,28,5,3,571,0,9,94,91,114,65,15,9,0,390,0,11,145,204,181,107,17,9,0,677,0,3,30,40,35,33,5,0,0,140,0,0,19,41,34,43,9,5,0,154,29,33,90,76,80,56,55,91,129,632,504,715,1569,1407,1422,1336,1185,783,349,9264
SAL51397,12,18,36,30,28,27,40,21,13,217,7,17,47,38,31,47,32,15,7,240,4,19,48,45,43,49,21,7,3,238,0,8,36,30,37,34,18,0,0,164,0,3,26,20,29,25,12,8,3,130,0,5,12,9,19,14,8,5,0,74,0,0,15,25,37,37,4,5,0,130,0,0,0,0,8,0,0,0,0,13,0,0,3,4,3,11,0,0,0,24,21,9,23,15,29,25,35,39,72,267,211,154,378,320,374,457,449,340,213,2900
SAL51398,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,5,13,25,10,13,0,75
SAL51399,0,0,0,0,0,5,4,4,0,25,0,0,0,0,7,7,0,0,0,16,0,0,0,3,4,10,0,0,0,21,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,3,0,0,0,12,0,5,0,0,0,3,0,0,0,10,0,0,0,8,3,10,4,0,0,18,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,3,0,6,9,9,6,0,0,31,18,10,6,33,39,62,30,18,4,224
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,4,0,6,0,0,12
SAL51401,0,0,4,4,6,0,0,0,0,13,0,0,7,0,0,3,0,0,0,16,0,4,3,5,0,0,0,0,0,11,0,3,9,0,0,0,0,0,0,12,0,0,9,3,0,3,0,0,0,10,0,0,0,0,3,3,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,5,12,11,9,3,3,0,0,61,119,100,188,161,119,85,35,11,0,808
SAL51402,11,56,82,42,17,22,13,8,3,256,9,58,109,62,45,22,15,10,4,339,4,50,167,85,44,34,20,5,0,409,0,23,146,54,37,40,9,0,0,321,0,13,120,64,52,26,4,0,0,290,0,4,63,58,48,26,12,0,0,209,0,0,119,119,73,58,7,0,0,377,0,0,14,28,20,10,4,0,0,73,0,0,14,32,23,11,4,0,0,85,14,34,97,37,39,24,22,3,11,275,251,522,1198,727,558,456,291,112,61,4171
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,4,6,8,3,12,18,6,0,58
SAL51404,0,3,0,6,9,3,4,0,0,35,0,3,0,3,11,0,6,0,0,23,0,4,0,6,8,8,3,0,0,31,0,4,5,4,8,3,4,0,0,34,0,0,0,9,7,12,0,0,0,24,0,0,3,0,12,7,0,0,0,22,0,0,9,8,20,15,0,0,0,50,0,0,4,3,0,0,0,0,0,11,0,0,0,6,6,7,0,0,0,17,3,0,0,3,4,7,0,0,0,13,46,20,28,55,102,83,45,10,6,394
SAL51405,18,66,59,68,66,78,80,55,6,490,6,56,105,81,87,78,72,30,5,536,0,50,137,106,119,116,63,20,5,622,5,35,131,92,116,81,64,7,0,524,0,17,124,119,123,118,26,9,3,543,0,9,103,97,111,83,28,6,0,437,0,13,164,255,212,150,42,10,0,847,0,5,31,97,61,43,7,4,0,248,0,3,23,167,174,92,20,0,0,485,18,14,44,42,41,45,44,41,10,313,567,593,1150,1415,1421,1314,1120,640,207,8419
SAL51406,0,0,0,0,0,5,4,0,0,15,0,0,0,0,4,4,4,0,0,13,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,13,9,12,21,23,27,21,15,0,133
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,4,8,18,18,13,8,20,10,0,112,7,6,14,16,26,33,25,8,0,141,4,18,29,20,37,37,25,3,0,176,0,10,21,31,38,42,11,5,0,156,0,3,26,21,37,21,7,8,0,127,0,6,16,22,30,17,6,0,0,93,0,0,37,48,72,39,7,0,0,208,0,0,11,16,14,12,0,0,0,54,0,0,4,12,28,11,3,0,0,64,7,4,20,20,24,19,14,9,6,113,150,114,252,290,385,373,305,136,34,2035
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL51410,7,9,11,11,18,11,6,3,0,74,3,18,13,6,21,16,6,6,0,89,0,4,11,10,26,22,6,3,0,85,0,5,14,11,18,11,0,0,0,58,0,0,9,13,21,17,4,0,0,71,0,0,9,5,16,15,6,0,0,55,0,0,9,22,29,24,0,0,0,97,0,0,5,7,4,6,0,0,0,20,0,0,4,4,8,0,0,0,0,19,4,4,7,4,15,9,12,3,0,54,103,67,108,115,220,191,98,43,10,950
SAL51411,5,4,0,8,10,11,8,0,0,35,0,4,0,5,12,5,4,3,0,38,0,0,4,6,10,14,5,0,0,44,0,3,4,5,13,5,9,0,0,39,0,0,0,9,5,16,3,0,0,37,0,0,5,6,6,10,5,0,0,28,0,0,3,20,19,16,11,0,0,70,0,0,0,4,18,3,3,0,0,31,0,0,3,10,6,8,0,0,0,27,0,0,3,5,9,5,5,0,0,33,62,23,46,106,132,122,121,28,8,641
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SAL51413,9,19,32,39,35,13,11,8,4,183,3,32,52,61,46,19,19,6,0,234,5,15,66,49,62,46,9,0,5,250,0,5,56,47,54,28,9,0,0,198,0,10,37,29,26,17,6,0,3,135,0,3,28,19,25,15,0,0,0,92,0,0,26,44,31,13,0,0,0,116,0,0,4,4,3,0,0,0,0,17,0,0,3,0,7,0,0,0,0,14,3,8,44,29,23,18,20,14,6,157,218,193,518,476,421,315,218,113,40,2497
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,11,3,0,0,6,0,0,25
SAL51415,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,6,3,6,0,0,0,40,30,34,67,36,32,23,5,0,0,237
SAL51416,5,59,73,56,48,35,69,37,14,395,0,46,93,58,60,60,82,37,7,445,0,52,167,66,57,70,85,49,5,549,0,46,176,85,54,71,68,25,5,532,0,41,244,100,83,96,62,32,0,660,0,12,166,86,66,86,40,13,0,472,0,13,374,278,187,162,86,21,4,1120,0,0,81,100,71,62,42,6,0,362,0,0,101,301,270,200,86,38,6,1004,25,37,111,87,61,69,77,55,35,559,379,576,1830,1455,1173,1216,1121,595,188,8528
SAL51417,12,65,115,102,65,59,32,18,8,477,9,107,199,154,128,76,30,14,6,719,9,80,267,191,168,104,19,7,5,842,5,64,244,184,155,86,20,0,0,754,0,26,224,208,143,78,21,0,0,707,0,12,139,191,108,54,4,0,0,505,0,18,224,341,252,117,22,0,0,971,0,3,36,87,61,31,0,4,0,220,0,0,37,103,66,17,4,0,0,231,22,30,69,66,59,42,33,40,33,397,673,725,1914,2094,1539,930,524,292,125,8821
SAL51418,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,8,4,14,14,17,12,0,0,76
SAL51419,5,12,21,18,13,18,9,8,4,107,3,10,29,13,12,8,12,4,0,94,0,10,27,16,23,19,5,8,0,108,0,8,24,23,24,15,3,3,0,99,0,5,22,20,25,25,0,0,0,94,0,0,16,11,16,15,0,0,0,61,0,0,27,33,29,16,0,0,0,109,0,0,6,0,4,0,0,0,0,14,0,0,3,4,7,11,0,0,0,25,4,9,18,16,25,16,12,14,0,110,79,91,230,188,212,192,140,81,26,1228
