SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50330,0,0,3,4,3,0,0,0,0,21,0,6,5,0,3,0,4,4,0,22,0,5,8,3,6,7,0,0,0,21,0,4,0,0,10,3,0,0,0,21,0,0,9,0,4,0,0,0,0,13,0,0,3,0,0,6,0,0,0,6,0,0,4,8,10,4,3,0,0,35,0,0,0,9,5,0,0,0,0,13,0,0,0,4,3,0,0,0,0,7,4,0,0,6,3,0,9,0,0,27,26,25,33,54,59,53,47,21,7,321
SAL50331,0,0,0,0,0,5,0,0,0,6,0,0,5,0,4,3,0,0,0,10,0,0,0,4,4,0,0,0,0,8,0,0,4,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,3,0,8,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,3,5,8,5,0,0,0,20,8,11,16,22,23,16,8,0,0,98
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,3,9,12,7,12,5,3,45
SAL50333,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,6,0,0,16,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,10,19,19,33,14,5,0,105
SAL50334,0,0,0,4,3,6,3,3,0,20,0,5,4,3,12,4,7,3,0,41,0,0,4,5,3,13,5,0,0,39,0,0,0,4,0,7,0,0,0,17,0,0,0,0,11,13,5,0,0,27,0,0,0,4,4,12,4,0,0,24,0,0,0,3,21,16,0,0,0,42,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,6,4,0,0,9,7,0,8,5,27,28,21,7,0,114,41,9,38,52,118,156,134,49,5,598
SAL50335,0,0,0,0,0,0,0,5,0,10,0,0,5,0,0,0,3,0,0,6,0,4,0,0,5,5,3,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,4,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,0,0,3,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,3,0,25,5,16,25,22,18,35,26,15,0,152
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13,3,8,8,3,21,14,9,0,4,57
SAL50338,0,4,13,6,0,4,0,0,0,36,6,3,15,8,3,3,3,0,0,45,0,4,12,7,7,7,0,0,0,33,0,3,6,4,3,0,6,0,0,16,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,5,0,0,0,18,12,25,63,39,24,31,23,3,0,217
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,6,0,0,0,11
SAL50340,3,9,8,5,0,7,5,4,0,39,0,6,8,6,13,10,13,0,0,60,0,4,13,8,7,9,9,3,0,54,3,3,9,8,3,13,9,3,0,49,0,0,15,7,7,5,5,0,0,47,0,0,8,4,3,3,5,0,0,17,0,0,6,6,6,9,3,0,0,38,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,4,0,8,0,10,10,7,7,7,44,29,33,75,71,74,94,118,68,40,603
SAL50341,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,6,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,12,0,0,10,10,3,8,0,0,0,23,0,0,3,3,0,0,0,0,0,4,0,0,4,5,3,0,0,0,0,9,0,0,5,4,0,0,0,0,0,12,4,8,38,33,17,18,9,3,0,122
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,4,5,7,0,0,0,0,0,0,14
SAL50343,3,37,47,22,20,30,50,36,15,258,4,20,41,21,37,40,57,39,14,271,0,38,60,25,43,65,74,41,15,372,0,25,80,29,51,76,63,25,8,361,0,21,98,53,59,53,60,31,5,380,0,9,109,43,47,60,35,34,4,337,0,9,165,137,144,121,92,41,8,714,0,9,43,62,64,69,42,17,5,307,0,0,65,254,404,330,170,51,5,1278,15,19,72,53,35,57,46,50,52,389,544,442,895,824,1063,1082,919,550,210,6534
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,10,4,9,11,5,13,3,4,0,0,49
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,0,0,0,18
SAL50346,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,5,3,7,13,10,13,0,0,48
SAL50347,3,7,21,38,23,28,17,8,0,141,0,14,16,25,42,28,14,7,5,153,0,4,25,56,50,27,10,4,0,178,0,0,13,43,34,13,7,0,0,111,0,0,13,38,23,22,10,0,0,107,0,0,13,27,30,6,3,0,0,79,0,0,26,62,41,28,6,5,0,169,0,0,9,16,8,0,0,0,0,37,0,0,4,16,13,10,3,0,0,47,12,10,28,51,36,26,13,9,0,185,110,54,217,494,376,288,185,74,23,1827
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,16
SAL50349,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,6,7,9,0,0,0,30
SAL50350,7,42,85,62,50,53,45,24,4,366,0,41,92,69,74,66,41,9,3,386,0,43,162,113,83,78,32,9,0,523,0,31,158,124,69,64,18,0,0,466,0,7,173,116,70,33,5,6,0,426,0,7,103,86,51,31,9,0,0,294,0,7,142,154,98,62,10,0,0,469,0,3,27,30,10,5,0,0,0,74,0,3,17,23,13,4,0,0,0,63,12,14,62,39,34,22,15,20,15,237,268,342,1242,1036,740,618,541,270,68,5135
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,11,3,4,3,35
SAL50352,0,0,4,5,8,10,3,3,0,28,0,7,6,4,5,6,8,5,0,41,0,0,3,10,10,10,0,0,0,35,0,0,0,6,9,7,6,0,0,24,0,0,3,4,3,0,3,3,0,22,0,0,5,4,3,4,0,0,0,16,0,0,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,5,3,5,8,5,11,3,3,3,50,25,18,40,63,62,72,62,44,4,393
SAL50353,9,50,48,23,7,6,12,15,4,179,14,39,58,18,8,7,23,11,4,184,0,30,58,29,16,8,15,19,8,176,3,11,33,27,3,9,17,12,8,118,3,4,46,19,4,7,14,14,4,122,0,6,36,25,6,12,10,3,0,101,0,0,43,44,22,14,26,22,3,169,0,5,7,6,5,5,12,6,0,45,0,0,8,14,22,32,32,11,7,128,35,62,40,29,8,6,13,10,5,207,697,1087,743,353,145,157,251,182,52,3671
SAL50354,0,0,4,0,0,0,4,0,0,18,0,5,3,0,0,3,3,0,0,16,0,0,10,0,3,0,3,0,0,16,0,0,0,3,5,3,0,0,0,18,0,0,4,4,0,4,0,0,0,9,0,0,0,8,0,3,0,0,0,12,0,0,4,9,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,13,0,0,0,4,10,3,10,0,0,27,16,14,26,32,45,39,44,12,7,232
SAL50355,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,8,0,0,0,10,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,3,0,4,5,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,4,0,6,12,7,9,13,20,28,23,14,0,130
SAL50356,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,8,3,24,28,19,3,0,87
SAL50357,0,3,3,6,4,4,7,0,3,26,0,0,4,3,3,8,0,3,0,28,0,6,5,4,7,9,3,0,0,35,0,0,4,0,7,3,0,0,0,19,0,0,5,4,3,4,0,0,0,12,0,0,0,4,3,0,0,0,0,11,0,0,0,4,0,7,0,0,0,19,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,10,4,7,0,34,11,16,37,42,60,91,85,31,7,384
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,4,0,0,17
SAL50359,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,0,0,0,5,0,4,0,3,0,0,4,0,0,11,0,0,3,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,4,6,0,0,33,0,9,9,5,16,22,52,11,0,135
SAL50360,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,8,0,0,23
SAL50361,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,14,7,0,5,0,0,0,37
SAL50362,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,0,4,17,14,8,0,0,0,0,44,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,22,20,9,5,0,0,0,64,0,18,53,36,23,5,0,0,0,139
SAL50364,3,0,8,11,3,0,6,3,5,38,3,4,7,6,9,3,11,5,0,54,4,4,12,6,11,9,5,5,0,49,0,3,10,9,5,10,4,0,0,38,0,3,10,4,4,8,6,0,0,32,0,0,7,0,8,8,0,0,0,29,0,3,13,14,11,10,4,0,0,49,0,0,0,0,5,4,0,0,0,13,0,0,0,0,3,0,0,0,0,14,11,0,4,10,5,6,7,0,10,64,114,38,111,80,90,91,85,45,24,673
SAL50365,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,0,0,0,0,11,7,0,3,6,12,9,12,4,0,55
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,19
SAL50367,8,44,61,56,68,66,58,22,3,386,12,67,79,46,64,85,33,13,0,395,4,51,117,59,106,96,20,4,0,465,0,25,91,76,91,80,16,3,0,384,0,21,75,78,97,92,22,4,0,394,0,9,55,79,104,75,9,0,0,329,0,8,67,125,179,137,11,0,0,531,0,0,16,30,72,30,4,0,0,158,0,0,15,37,95,44,4,0,0,194,13,18,35,30,66,35,20,11,0,237,482,505,792,797,1128,1036,543,264,67,5618
SAL50368,0,0,0,0,0,5,4,0,0,8,0,0,0,0,3,0,0,0,0,14,0,0,5,3,0,6,0,0,0,10,0,0,0,0,6,5,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,0,3,0,0,0,0,3,0,12,16,7,16,12,20,37,20,11,0,133
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,3,0,25
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,8,0,3,6,6,6,6,3,0,0,32
SAL50371,0,3,10,13,4,7,10,8,0,66,0,10,13,9,14,13,18,7,0,79,0,14,20,15,14,9,11,10,5,92,0,5,18,10,12,4,6,0,0,57,0,0,16,17,19,16,7,4,0,81,0,0,17,14,18,16,4,0,0,61,0,0,19,36,37,25,13,3,0,138,0,0,9,16,9,15,0,0,0,46,0,0,13,28,48,30,10,0,0,127,0,4,4,9,12,0,3,3,0,38,112,110,180,219,230,177,147,90,17,1275
SAL50372,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,9,4,3,0,0,3,0,3,0,0,14,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,5,11,5,0,0,37,6,8,14,9,45,49,39,15,3,183
SAL50373,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,4,15,12,6,5,47
SAL50374,5,19,8,8,13,18,32,16,8,123,3,18,17,12,22,24,26,20,9,141,0,21,21,16,27,31,30,20,5,181,0,7,31,19,11,32,25,17,5,146,0,6,37,22,36,20,29,11,5,175,0,3,23,27,26,26,29,15,3,156,0,4,35,53,63,62,58,38,10,312,3,4,11,26,42,30,18,18,0,155,3,6,22,159,284,216,139,47,7,875,14,13,12,17,29,13,24,9,0,128,378,277,261,452,657,584,565,319,92,3583
SAL50375,0,9,7,8,6,8,3,3,0,45,0,6,7,8,7,7,6,0,3,52,0,4,16,15,8,8,7,4,0,62,0,10,12,12,10,16,3,0,0,53,4,0,13,13,5,4,4,3,0,44,0,0,9,14,6,6,4,0,0,32,0,5,13,15,6,10,0,0,0,46,0,0,5,0,0,9,0,0,3,18,0,0,0,0,0,7,5,0,0,14,0,12,17,30,15,13,11,11,3,110,26,45,120,133,81,99,63,42,25,638
SAL50376,27,75,101,98,80,49,49,30,5,513,23,103,136,115,107,67,35,8,3,591,12,64,143,159,141,95,24,5,3,645,3,41,119,102,133,84,18,9,0,504,0,20,92,166,115,66,18,4,0,481,0,8,80,103,101,72,10,3,0,386,0,19,125,228,253,132,13,0,0,768,0,0,19,37,59,34,10,0,0,156,0,0,17,63,78,31,8,0,0,185,42,30,53,85,71,47,27,19,10,393,806,552,1186,1460,1421,955,608,293,48,7327
SAL50377,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,14,0,0,0,0,5,0,3,0,3,14,0,0,0,0,0,4,0,0,0,11,0,0,0,0,6,3,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,13,0,0,3,0,0,3,3,0,0,15,10,11,16,10,25,30,11,0,3,127
SAL50378,0,0,6,9,11,4,0,0,0,38,5,3,10,8,5,13,5,0,0,44,5,7,21,5,11,10,6,0,0,61,0,7,12,3,16,6,0,0,0,54,0,3,10,17,10,9,0,0,0,54,0,5,6,16,11,5,9,0,0,57,0,3,17,44,41,28,0,0,0,132,0,3,13,31,28,15,0,0,0,87,0,0,14,41,45,17,5,0,0,115,12,0,29,24,26,14,3,6,0,113,64,41,163,235,223,156,35,13,0,928
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,3,20,16,9,10,0,0,0,56,0,4,12,8,10,11,4,0,0,37,0,0,13,11,10,6,3,0,0,52,0,5,12,12,0,4,3,0,0,40,0,0,9,5,0,3,0,0,0,13,0,0,6,0,4,0,0,0,0,8,0,0,0,7,0,7,3,0,0,25,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,6,32,25,17,12,0,9,5,123,72,69,184,147,111,95,38,20,7,752
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,15
SAL50382,3,0,0,4,0,5,4,4,0,17,0,0,3,0,4,8,4,5,0,22,0,0,5,9,7,5,5,0,0,29,0,0,3,8,3,7,0,0,0,21,0,3,6,0,5,0,0,0,0,17,0,0,0,3,5,0,0,0,0,14,0,0,4,4,10,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,0,0,7,6,4,0,0,24,13,15,34,28,41,53,34,31,0,252
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,0,0,0,14,0,0,3,4,10,5,5,4,4,30
