SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL50436,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,15,0,4,6,3,4,0,0,0,17,4,0,3,4,3,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,13,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11,10,10,15,14,23,11,0,3,83
SAL50437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,0,3,0,0,0,3,4,0,17,3,8,4,3,9,3,3,0,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,3,14,10,4,14,3,4,0,49,0,0,0,0,0,0,0,0,0,8,5,7,12,11,13,5,0,57,10,22,15,24,25,24,7,0,137
SAL50438,263,252,126,106,38,8,904,3,46,145,145,78,65,11,0,507,134,407,804,686,391,351,135,21,2927,41,105,239,333,281,289,112,26,1422,159,240,380,373,309,240,128,25,1857,68,10,26,14,15,26,10,0,158,0,8,24,52,53,55,33,5,240,228,262,428,434,377,320,168,27,2254,5,12,23,20,17,27,13,8,125,31,63,86,95,73,105,83,43,567,449,993,1984,1963,1348,1275,560,133,8708
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3
SAL50441,35,37,23,37,17,0,170,0,14,37,22,15,19,9,0,119,4,154,247,184,122,124,75,12,924,10,88,151,128,96,85,49,7,608,56,159,266,221,142,115,28,13,1002,22,9,18,6,7,10,3,0,81,6,9,15,22,27,19,15,0,114,79,182,301,247,177,147,44,11,1196,0,3,11,10,10,5,4,4,47,57,72,99,70,67,56,56,15,488,152,534,874,697,511,477,253,56,3559
SAL50442,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,12,0,7,13,7,0,0,0,0,23,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,15,5,5,0,0,0,32,0,0,0,0,0,0,0,0,0,3,4,0,0,4,10,0,0,22,9,20,17,7,13,10,0,0,83
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,5,0,0,4,4,0,0,16
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,5,0,0,0,0,0,12
SAL50446,0,4,5,3,0,0,13,0,0,0,0,0,0,0,0,5,0,5,3,10,6,7,0,0,39,0,5,0,9,10,7,3,0,32,5,16,21,14,20,11,0,4,95,0,0,3,0,0,4,0,0,14,0,3,0,0,5,0,0,0,5,6,17,18,21,26,14,7,4,116,0,0,0,0,3,0,0,0,7,6,3,0,12,13,6,3,0,48,12,35,38,49,53,48,16,6,249
SAL50447,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,4,3,3,12,6,3,0,37,0,0,0,0,5,9,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,14,3,4,9,8,16,27,10,0,78
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,3,7,6,6,3,0,16
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,12
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,4,4,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,4,17,9,11,9,7,0,0,43
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,5,3,3,0,0,20
SAL50452,9,9,6,8,0,0,49,0,9,10,16,9,4,4,0,59,8,65,53,50,43,31,26,0,270,7,32,50,48,59,36,24,7,263,95,160,132,149,132,101,54,9,829,33,21,10,5,3,0,3,0,82,3,6,9,7,12,16,10,0,68,129,189,155,163,148,125,60,9,981,0,4,5,5,7,3,3,0,34,19,32,35,36,43,43,42,15,264,170,351,310,332,321,251,156,41,1928
SAL50453,135,29,22,3,0,0,438,0,37,21,10,10,7,0,0,90,98,435,302,126,59,36,7,0,1058,65,161,136,58,34,18,9,0,486,97,179,128,117,107,51,23,3,705,26,8,14,4,7,0,0,0,67,9,18,9,13,5,11,0,0,61,130,202,148,135,118,65,22,3,837,5,7,16,4,0,0,5,0,44,62,127,85,41,48,15,21,8,403,372,1200,848,413,296,148,62,13,3348
SAL50454,4,0,0,0,0,0,12,0,0,0,4,0,0,0,0,9,0,11,6,3,5,0,3,0,34,3,8,14,10,8,6,0,0,47,3,30,30,17,33,18,3,0,135,3,0,0,0,5,0,0,0,11,0,0,7,0,3,0,0,0,12,12,30,30,18,30,20,6,0,156,0,0,0,0,0,0,0,0,3,14,8,12,15,10,15,6,0,82,29,60,72,55,62,40,16,6,338
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,8,0,0,4,6,3,12,0,0,28
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50457,126,164,130,99,26,0,639,4,25,68,78,93,47,17,0,332,97,292,373,424,317,221,86,16,1814,13,54,85,143,136,107,47,9,598,53,98,97,117,115,71,35,14,607,29,4,9,3,4,7,11,0,69,7,3,5,30,34,32,12,5,123,93,103,111,151,158,111,52,20,795,0,7,4,5,6,6,6,5,34,21,47,63,59,52,61,77,111,488,231,611,833,1022,884,655,308,166,4705
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,3,4,5,0,4,3,0,0,18
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,11,0,0,4,4,4,12,4,0,26
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50464,423,186,141,74,19,6,1506,12,96,68,37,41,26,8,0,281,277,1358,751,348,296,195,42,17,3282,124,299,201,140,177,112,44,10,1101,130,268,165,149,134,94,31,0,977,27,23,11,12,10,0,0,0,86,9,30,22,22,25,17,4,7,125,162,319,196,175,170,112,34,9,1187,12,32,20,12,11,19,8,5,115,95,302,238,169,137,105,52,12,1108,712,3031,1893,1066,976,641,209,44,8582
SAL50465,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,4,4,0,0,0,23,0,4,0,5,3,0,0,0,14,3,6,6,4,5,0,0,0,32,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,8,9,10,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,16,16,17,6,5,0,81
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,12
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,3,0,0,12,0,0,3,3,11,15,3,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,8,0,0,3,3,18,18,3,0,53,0,0,0,0,0,0,0,0,0,0,6,9,11,15,15,13,0,75,5,9,12,13,47,45,18,0,150
SAL50468,261,162,92,38,12,0,875,6,97,85,79,57,21,6,0,346,169,844,649,380,189,115,30,8,2377,86,173,187,164,124,54,22,4,815,126,265,219,181,157,90,32,4,1079,47,20,15,12,11,7,4,0,107,7,18,27,36,22,19,3,5,143,182,299,260,225,186,118,43,13,1332,3,11,19,14,9,7,8,0,75,97,201,143,102,73,50,33,10,715,553,1928,1603,1121,731,409,155,37,6539
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,12
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,5,3,0,0,0,0,18
SAL50471,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,10,0,0,6,0,3,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,5,9,4,0,0,27,7,14,3,12,14,6,3,0,61
SAL50472,12,11,4,11,0,0,55,0,18,17,19,18,8,0,0,74,19,119,123,110,56,47,24,12,501,19,85,114,90,92,57,38,16,523,182,385,371,286,253,166,75,22,1738,82,30,28,22,15,13,0,3,185,11,12,22,32,23,26,13,8,144,275,425,421,335,290,202,84,27,2066,0,4,4,4,5,5,9,5,30,45,76,79,87,86,76,107,81,644,359,738,771,653,551,413,271,145,3895
SAL50473,47,17,4,4,0,0,108,0,17,14,17,17,3,0,0,65,29,145,116,61,38,29,6,3,423,15,50,61,43,44,25,10,0,250,60,133,141,93,95,74,32,7,633,14,13,8,5,5,0,0,0,43,0,3,9,9,17,7,4,0,61,83,152,157,108,113,84,37,3,736,0,0,0,0,0,0,3,0,12,21,53,36,22,18,31,28,11,216,143,437,425,272,242,177,86,19,1805
SAL50474,52,53,39,19,7,0,208,0,20,37,29,25,13,3,0,138,35,140,191,117,101,57,26,6,674,19,51,84,80,77,61,23,0,395,66,128,121,134,136,101,41,3,733,14,7,9,3,10,11,5,0,61,3,6,9,7,10,23,6,0,60,90,144,137,141,159,127,49,4,855,0,0,6,5,5,3,8,0,28,6,25,33,19,42,34,34,37,232,156,406,543,443,453,321,153,53,2528
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,5,3,0,0,0,18,0,11,6,4,9,0,0,0,38
SAL50476,17,9,3,5,0,0,47,0,10,12,9,0,0,0,0,37,23,113,95,51,21,6,0,0,315,26,113,87,65,27,12,5,0,339,67,285,152,91,43,25,4,0,670,18,17,11,3,5,0,0,0,48,3,18,12,12,8,4,0,0,53,92,317,181,104,51,28,4,0,775,3,3,4,3,0,0,0,0,26,22,59,50,35,21,5,5,0,193,174,631,451,277,122,59,11,0,1734
SAL50477,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,9,4,0,0,4,0,0,18,5,0,5,0,4,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,5,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,7,13,7,5,11,8,4,0,62
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,7,5,0,0,0,15
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,10,0,0,3,0,0,0,0,0,7,6,5,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,4,9,15,11,3,6,0,43
SAL50481,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,12,3,5,0,0,23,0,3,0,9,8,12,0,0,36,0,9,11,13,23,22,4,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,7,6,9,11,17,19,26,6,0,94,0,0,0,0,0,0,0,0,3,0,0,3,11,9,9,0,0,30,6,17,20,40,48,48,8,6,201
SAL50482,155,101,41,25,3,4,419,6,59,74,47,24,10,6,0,234,109,459,551,375,170,66,33,18,1781,96,369,555,376,192,105,65,14,1776,512,997,989,757,472,240,99,35,4090,155,93,80,46,26,14,8,0,417,31,48,84,86,40,33,10,8,345,700,1134,1156,892,532,281,116,39,4855,13,24,38,32,22,8,10,10,148,187,289,286,246,133,89,99,68,1396,1123,2416,2825,2073,1106,577,330,152,10604
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,6,0,6,0,0,5,0,12
SAL50484,50,27,5,16,4,0,153,0,22,18,17,6,4,0,0,69,31,198,159,84,36,22,8,5,548,12,68,67,39,40,22,9,0,264,47,112,101,79,66,48,28,12,493,13,14,7,10,7,5,0,0,49,0,4,12,8,9,8,0,0,46,61,132,119,95,79,55,26,12,587,0,0,4,4,5,4,0,3,17,29,40,44,32,27,17,23,22,234,150,500,471,310,198,130,80,39,1871
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL50486,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,7,5,0,0,3,5,4,0,0,21,0,0,3,6,4,10,8,0,22,5,6,3,5,7,7,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,3,3,7,13,5,9,52,0,0,0,0,0,0,0,0,3,0,0,3,4,3,6,11,8,26,13,7,8,14,18,36,21,19,141
SAL50487,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,3,6,8,0,6,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,5,5,4,6,0,0,30,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,18,5,5,14,13,18,8,4,0,66
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,14,9,12,9,9,0,60,0,5,3,3,10,19,14,5,59,12,57,73,45,52,80,51,15,381,4,39,44,50,104,103,82,17,442,73,129,109,124,168,212,138,30,992,22,11,0,7,7,7,7,6,60,3,15,6,6,16,28,26,3,99,91,157,121,138,185,251,175,35,1154,0,3,0,4,0,17,13,5,45,24,25,29,37,40,104,102,28,397,137,291,280,288,410,586,447,101,2542
SAL50492,11,3,0,0,0,0,25,0,5,0,8,9,3,0,0,32,9,47,24,21,22,11,20,5,156,11,11,24,14,27,13,18,7,118,30,73,54,50,58,29,34,3,321,10,10,4,3,0,0,5,0,26,0,4,3,5,6,0,3,0,23,44,82,62,55,68,29,38,4,380,0,3,0,0,3,0,4,0,10,28,33,17,22,33,37,51,23,239,88,182,139,125,164,94,127,45,957
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,5,0,0,14
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
SAL50497,20,11,8,3,0,0,64,0,8,10,10,5,3,0,0,32,17,125,81,46,27,13,0,0,314,7,47,51,41,30,5,3,0,190,52,146,126,108,88,43,24,4,579,16,9,9,9,3,0,0,0,55,0,3,3,9,6,7,7,0,40,70,162,138,126,102,52,28,4,674,0,3,0,5,7,0,0,0,15,41,45,43,42,43,39,15,3,273,137,411,349,288,209,119,44,9,1555
