SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL50055,139,42,14,6,0,0,486,8,49,31,20,5,6,3,0,124,97,575,426,146,74,58,23,0,1397,125,396,228,138,93,60,29,4,1072,204,500,362,236,218,140,71,17,1746,74,46,32,20,11,4,0,0,194,19,42,42,44,18,17,11,0,206,304,593,430,305,248,169,79,14,2148,10,29,23,15,6,3,7,6,98,199,295,265,173,114,84,72,24,1235,748,2199,1549,842,560,396,210,54,6554
SAL50056,0,0,3,7,6,0,20,0,0,0,4,5,3,0,0,14,0,0,11,13,12,25,8,0,70,0,0,12,8,15,15,7,0,62,14,12,16,19,19,16,6,0,105,6,0,0,0,5,0,0,0,12,0,0,0,0,3,3,0,0,10,14,15,18,19,27,20,6,5,122,0,0,0,0,0,0,0,0,6,3,6,3,4,6,17,6,5,51,21,31,42,50,71,91,35,7,350
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,3,7,0,0,11
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50059,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,5,0,0,12,0,0,0,0,8,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,5,0,8,8,11,11,0,0,49
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,80,66,62,35,6,0,361,12,35,33,39,37,19,8,0,182,163,397,373,289,246,135,50,12,1664,77,229,245,236,285,117,36,9,1239,326,597,497,532,619,240,86,20,2928,99,42,46,30,27,12,3,0,259,30,30,37,79,99,30,15,0,317,454,668,582,638,743,287,103,20,3496,7,11,23,25,29,25,3,3,125,117,163,141,123,139,93,65,16,852,844,1596,1474,1404,1544,724,281,61,7920
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,6,3,0,16
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,9,5,12,8,0,0,33
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,7,3,3,13,5,0,0,27
SAL50066,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,10,5,3,0,0,0,27,0,4,6,4,0,0,6,0,24,0,13,19,14,8,4,4,0,72,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,4,13,16,14,12,8,4,0,81,0,0,0,0,4,0,0,0,4,10,6,0,13,3,0,3,0,32,14,31,47,37,24,17,13,0,179
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,15,0,3,5,3,0,0,0,0,18,4,14,6,0,8,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,18,6,6,9,0,0,0,38,0,0,0,0,0,0,0,0,0,18,37,43,37,19,3,0,0,152,23,64,59,51,34,3,0,0,223
SAL50068,13,8,19,3,0,0,55,0,4,7,12,3,0,0,0,26,16,54,39,29,30,18,4,3,193,12,11,13,28,35,20,3,0,129,24,41,37,46,55,22,16,0,246,5,3,0,0,0,0,0,0,14,0,5,0,7,8,4,4,0,33,35,49,39,55,64,28,19,3,287,0,0,6,3,4,6,0,0,13,7,8,4,10,9,10,10,0,58,73,137,126,145,161,86,30,10,765
SAL50069,104,37,17,9,0,0,225,5,49,48,25,13,0,0,0,147,62,355,395,184,57,25,7,0,1093,71,222,261,167,80,39,9,0,842,214,669,483,270,165,56,21,3,1880,64,57,33,16,9,3,0,0,178,18,31,38,37,22,15,0,0,170,298,757,559,328,195,68,16,3,2220,10,9,15,15,5,8,0,0,69,82,130,114,82,50,26,8,4,490,532,1579,1501,835,415,173,46,7,5081
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,4,0,0,0,0,9,0,0,0,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,11,0,5,0,0,35
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,4,0,6,9,0,0,31
SAL50075,7,5,0,0,0,0,9,0,0,0,5,5,0,0,0,10,6,10,10,14,7,6,5,0,56,3,5,7,20,19,6,5,0,56,19,18,28,51,34,16,4,0,172,5,5,0,7,0,0,0,0,18,3,0,4,0,3,0,0,0,18,26,25,33,53,39,17,7,6,206,0,0,0,0,0,0,0,0,0,11,12,13,16,14,16,11,0,95,49,52,68,111,80,42,32,0,432
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,12,9,10,0,0,0,42,3,9,10,9,10,0,0,0,44
SAL50077,0,0,4,0,0,0,8,0,0,0,0,3,6,0,0,11,5,6,3,5,8,10,3,0,35,0,0,0,3,4,3,0,0,21,6,6,9,8,9,8,0,0,45,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,6,6,6,9,7,11,8,0,0,51,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,11,12,7,19,34,33,24,7,0,144
SAL50078,175,124,83,41,8,0,538,0,54,89,85,65,32,8,0,324,92,451,448,325,209,118,40,10,1685,31,143,170,182,170,117,52,14,878,120,277,286,276,258,183,71,21,1496,50,28,24,13,10,9,3,0,139,16,6,21,34,34,24,7,0,147,187,307,333,326,302,225,83,29,1781,9,7,9,9,11,10,9,5,64,62,97,86,103,96,78,67,35,627,392,1157,1307,1143,939,617,267,89,5905
SAL50079,83,89,52,27,9,0,332,0,15,25,17,21,20,4,0,106,62,155,224,194,100,98,34,10,879,13,31,48,60,69,57,37,13,324,41,45,53,63,54,40,35,8,335,11,0,0,6,3,0,0,0,20,0,0,3,12,15,10,11,0,66,54,49,58,74,77,57,41,9,423,0,3,3,0,7,3,7,0,27,14,19,21,33,19,23,14,5,140,153,324,455,468,342,287,159,35,2226
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,39,23,10,4,0,0,112,0,25,23,26,10,0,0,0,83,14,133,161,97,25,9,0,0,440,5,57,111,75,38,0,0,0,291,60,208,269,178,64,13,0,0,793,31,16,15,5,0,0,0,0,74,3,5,16,11,6,0,0,0,39,94,233,299,199,70,14,0,0,906,0,0,5,5,6,0,0,0,14,61,106,121,90,31,8,4,0,420,175,595,759,506,187,38,4,0,2269
SAL50082,11,10,14,8,5,0,48,0,5,9,16,15,10,4,0,56,0,31,55,64,40,43,14,4,247,9,29,41,49,58,45,27,4,260,59,149,127,102,90,62,26,8,625,36,13,10,5,3,5,0,0,66,5,3,5,18,13,14,3,0,60,94,167,145,117,99,81,38,11,755,0,0,5,0,4,4,11,0,24,9,15,28,20,29,35,41,14,186,124,262,281,281,257,216,133,25,1578
SAL50083,319,209,124,47,15,5,954,9,118,131,117,81,44,10,3,511,143,859,818,538,322,193,48,18,2944,65,212,257,277,242,153,50,21,1269,143,377,337,290,283,195,85,31,1752,53,28,14,15,14,17,0,0,147,6,20,28,41,33,31,20,3,192,204,419,379,355,340,245,108,42,2090,7,17,26,12,12,18,14,8,109,54,128,125,103,95,88,106,84,774,490,1959,2057,1607,1223,792,358,178,8651
SAL50084,11,0,7,4,0,0,29,0,8,4,3,3,4,0,0,25,4,43,40,33,26,6,8,0,163,0,21,22,16,19,10,0,3,96,17,55,34,44,45,20,8,0,229,4,10,0,6,4,6,0,0,28,0,5,0,3,3,4,3,0,24,30,63,38,52,56,33,9,0,284,0,0,0,0,0,0,0,0,4,8,19,8,31,22,22,13,14,138,43,159,122,145,133,78,39,23,744
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,3,3,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,13,3,4,14,14,8,0,0,4,47
SAL50086,94,98,70,45,16,0,388,0,21,50,42,39,20,8,0,181,67,214,236,205,142,85,38,4,982,22,51,75,109,90,62,26,0,423,66,94,113,118,97,70,17,10,577,19,5,0,8,11,0,0,0,49,0,10,10,6,18,13,3,3,60,86,104,120,128,119,90,24,19,698,5,6,4,8,3,14,0,0,33,31,38,49,47,43,29,32,13,283,208,496,629,633,505,337,140,33,2994
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,6,6,5,3,0,0,27
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,0,0,0,0,24
SAL50090,149,55,18,15,4,0,447,3,26,42,14,10,3,3,0,103,86,463,432,148,85,47,20,5,1280,85,207,175,106,50,58,9,4,697,180,272,253,213,140,114,57,8,1237,52,25,17,9,10,5,0,0,116,9,20,22,29,25,4,8,0,116,242,317,295,244,165,129,67,13,1466,7,11,20,13,4,5,0,0,62,102,152,116,74,39,45,36,16,590,535,1368,1218,661,381,306,147,39,4648
SAL50091,113,60,40,22,3,0,320,0,31,55,29,37,15,10,3,173,80,261,312,215,130,67,27,6,1089,38,83,103,97,76,52,25,9,479,50,124,138,121,99,67,26,7,628,13,6,10,10,8,3,3,0,50,8,6,13,11,15,15,3,3,69,68,136,160,144,118,86,32,9,751,3,0,7,5,6,8,0,0,34,34,32,40,37,38,29,36,9,249,224,619,791,582,448,274,126,32,3091
SAL50092,17,15,20,0,6,0,71,0,3,15,17,3,7,3,0,54,23,32,70,67,51,32,19,0,295,10,12,51,90,53,35,19,4,269,66,69,103,137,131,68,25,9,600,29,3,7,4,6,5,0,0,45,4,4,14,15,15,4,5,0,52,95,75,116,156,154,77,27,9,698,0,5,0,0,6,0,5,0,9,12,7,22,29,23,14,17,5,126,149,149,292,381,301,163,86,9,1530
SAL50093,36,27,11,4,0,0,139,3,17,27,17,15,7,0,0,82,68,175,195,110,96,61,16,0,722,44,120,130,120,99,70,15,4,603,177,283,270,243,266,164,44,3,1457,51,31,23,24,11,0,0,0,144,14,15,19,30,38,18,9,0,134,236,326,311,292,313,188,54,10,1733,0,3,7,7,15,8,4,3,57,82,112,78,73,72,58,44,19,531,445,814,784,643,622,402,136,31,3870
SAL50094,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,4,0,0,0,0,9,0,0,0,3,0,0,0,0,8,0,7,8,4,11,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,4,11,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,7,20,17,10,6,0,0,61
SAL50095,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,0,7,0,5,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,16,0,24,8,0,6,3,0,0,47
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,5,0,3,4,8,3,8,0,29
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,13,0,0,0,0,8,0,0,0,11,0,6,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,16,3,8,10,5,11,6,0,0,48
SAL50098,97,47,19,12,8,0,244,5,32,54,27,10,6,0,0,137,56,318,320,186,104,39,7,0,1035,47,149,170,171,92,45,8,5,680,162,361,358,280,203,99,25,7,1492,45,30,21,15,7,6,0,5,129,14,9,21,34,22,13,0,0,115,221,410,398,322,224,117,27,10,1736,5,9,14,24,4,0,0,0,63,48,78,65,82,44,19,9,7,357,383,1056,1121,856,503,245,67,17,4249
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,7,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,0,0,0,21
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,10,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,13,11,10,3,10,4,3,6,0,42
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,3,0,0,0,0,13,0,0,0,4,0,0,0,0,11,0,4,5,11,4,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,9,0,0,33,0,0,0,0,0,0,0,0,0,5,0,3,4,5,0,0,0,11,4,4,17,22,9,12,6,0,78
SAL50102,21,14,11,3,4,0,87,0,19,19,6,10,9,0,0,59,11,155,123,77,58,31,7,0,464,14,52,77,64,65,36,11,0,330,50,190,193,124,112,89,17,8,778,25,9,14,4,9,0,0,0,54,8,10,16,11,11,9,0,0,75,85,208,219,144,127,98,14,8,908,0,5,7,6,8,8,3,0,29,27,39,43,31,18,30,18,0,200,144,504,515,343,293,218,56,10,2067
SAL50103,0,4,4,0,0,0,7,0,0,0,3,4,4,0,0,10,0,7,3,5,13,7,4,0,40,0,0,0,3,9,8,0,0,25,4,0,5,6,12,9,3,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,5,6,13,4,3,0,43,0,0,0,0,0,0,4,0,3,3,0,0,6,0,0,0,0,12,11,4,8,26,40,27,9,0,137
SAL50104,6,0,5,0,0,0,21,0,6,9,0,4,0,0,0,25,0,35,24,23,15,11,0,0,103,11,15,30,21,19,11,0,0,99,26,62,57,56,53,35,10,0,294,9,8,0,0,0,0,0,0,25,3,3,5,5,11,9,4,0,32,38,73,64,62,62,41,13,0,354,0,0,3,0,4,0,0,0,14,14,8,17,14,18,9,3,9,94,66,144,150,124,126,72,24,13,714
SAL50105,102,57,17,15,7,0,318,4,27,29,21,13,8,0,0,105,73,356,269,131,80,38,13,4,960,45,159,133,94,81,46,13,9,581,138,243,175,149,122,101,35,10,983,47,29,9,5,9,4,0,0,105,11,12,24,14,19,11,0,0,89,188,288,203,175,149,117,34,14,1175,3,19,11,9,4,7,3,3,61,70,137,113,91,68,40,30,11,566,389,1101,859,575,415,268,105,45,3760
SAL50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,13,3,11,3,7,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,11,10,13,10,6,0,0,35,0,0,0,4,0,0,0,0,4,3,3,0,4,5,0,3,0,20,12,12,13,16,20,5,3,0,84
SAL50107,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,17,0,0,4,6,0,0,0,0,17,11,0,8,8,7,0,5,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,11,8,7,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,13,3,18,21,12,0,4,0,82
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11
SAL50109,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,18,0,0,0,0,0,0,0,0,6,5,7,6,5,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,5,11,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,10,11,9,14,10,12,9,6,0,65
SAL50110,74,22,11,0,4,0,170,3,21,18,14,8,5,5,0,66,70,178,170,116,52,31,6,0,619,23,77,114,87,55,22,3,0,385,94,167,191,139,100,34,16,6,738,35,15,18,14,3,0,0,0,80,4,12,22,15,5,12,4,0,72,133,189,230,173,109,43,19,4,898,6,5,10,13,7,7,0,0,54,37,69,52,36,33,16,9,0,262,277,595,666,457,281,125,44,3,2448
SAL50111,200,47,38,24,11,7,753,13,45,31,21,6,14,3,0,127,263,682,277,104,62,60,57,15,1521,172,200,110,55,52,46,38,29,712,186,165,99,96,59,49,53,30,735,91,19,16,3,4,0,12,0,146,9,13,7,11,12,18,9,7,72,283,203,113,111,71,69,69,38,951,24,33,9,9,0,10,9,3,97,167,223,88,70,47,91,229,357,1265,943,1793,831,417,277,307,421,449,5423
SAL50112,12,8,5,4,0,0,40,0,4,4,4,4,6,0,0,32,7,35,35,32,26,27,7,0,157,4,8,29,19,21,23,3,0,110,26,32,37,47,55,26,9,3,242,17,4,7,4,3,0,0,0,31,4,3,4,6,3,8,0,0,22,42,41,46,58,55,36,9,9,302,0,0,0,0,0,0,0,6,9,11,20,14,20,30,11,7,4,120,73,122,132,153,141,103,34,17,768
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,9,9,0,0,0,22
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,55,17,8,5,0,0,128,0,12,29,19,9,0,0,0,67,51,172,219,121,34,24,0,0,621,34,107,172,104,35,16,3,0,476,129,270,270,172,87,43,8,5,977,38,38,19,5,9,0,0,0,115,7,5,29,31,9,8,5,0,80,172,311,316,210,102,46,11,5,1170,0,8,15,9,0,5,0,0,43,46,71,77,37,29,10,13,8,284,307,724,890,509,218,107,27,8,2791
SAL50116,0,5,0,0,0,0,9,0,0,0,0,0,3,0,0,5,4,8,17,14,13,16,5,0,75,0,4,5,7,18,18,11,0,65,11,23,31,25,26,27,17,9,161,0,7,4,5,0,0,0,0,13,0,0,5,0,4,8,0,0,19,10,23,36,22,34,39,13,9,191,0,0,0,0,0,3,0,0,6,13,10,22,17,18,31,23,14,144,31,54,77,75,83,116,51,22,504
