POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA51540,0,4,11,32,45,27,3,133,19,23,37,33,40,9,0,158,0,0,3,6,28,7,0,46,0,0,0,0,0,0,0,0,3,0,8,24,48,18,3,109,0,4,4,17,25,20,0,64,0,0,0,3,9,3,5,18,0,0,0,6,17,3,0,28,22,31,32,26,19,3,0,129,0,0,0,3,4,0,0,9,9,16,31,33,25,6,0,126,220,408,331,373,286,99,6,1723,11,14,15,17,20,10,0,86,280,482,457,521,491,170,18,2420,229,418,351,390,303,97,7,1791,31,44,74,86,129,42,7,413,10,7,15,22,28,11,0,93,0,0,0,5,11,4,0,28,41,56,85,118,169,60,11,533,11,14,15,17,20,10,0,86,280,482,457,521,491,170,18,2420
LGA51610,0,0,0,9,10,6,8,39,4,0,3,10,8,0,0,22,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,4,0,11,4,0,17,0,0,0,0,5,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,0,0,21,0,0,0,0,0,0,0,0,3,3,0,5,9,0,0,17,20,26,47,49,30,17,0,193,3,3,6,6,0,6,0,18,28,36,60,75,75,37,12,323,21,34,45,50,41,17,0,202,4,6,12,15,25,9,8,80,0,0,0,3,6,4,6,23,0,0,0,0,0,0,0,3,4,6,11,19,33,17,13,104,3,3,6,6,0,6,0,18,28,36,60,75,75,37,12,323
LGA51680,0,0,6,30,50,21,9,123,18,18,28,30,24,13,4,132,0,0,5,11,12,13,0,42,0,0,0,0,0,0,0,0,0,0,4,15,20,10,5,61,0,0,0,14,21,10,7,52,0,0,0,0,5,0,3,7,0,0,0,0,13,4,0,21,18,28,30,32,29,5,4,147,0,0,0,4,0,0,3,7,8,11,17,24,36,12,0,105,165,174,204,231,159,55,16,1001,5,3,8,14,11,7,0,45,205,240,286,346,323,115,38,1549,169,182,213,240,184,59,18,1067,31,45,43,71,91,29,13,318,4,3,12,17,30,17,10,88,0,0,4,10,9,3,4,35,35,52,61,98,130,51,17,439,5,3,8,14,11,7,0,45,205,240,286,346,323,115,38,1549
LGA51710,0,0,0,8,9,3,0,25,6,14,18,15,5,0,0,59,0,0,5,4,5,0,0,10,0,0,0,0,0,0,0,0,0,4,3,7,9,8,0,33,0,0,0,3,5,6,0,20,0,0,0,0,3,0,0,5,0,0,0,0,6,0,0,9,3,5,5,9,4,0,0,31,0,0,0,0,0,0,0,0,6,7,10,12,7,3,0,37,49,139,138,146,107,61,0,640,0,5,3,3,5,5,0,24,64,170,176,197,148,89,0,854,52,142,141,152,115,66,0,668,10,27,26,26,17,13,0,135,0,0,5,7,11,3,0,25,0,0,0,0,3,0,0,6,10,30,28,38,32,20,0,158,0,5,3,3,5,5,0,24,64,170,176,197,148,89,0,854
LGA51750,10,21,12,56,105,73,17,299,126,119,84,71,63,21,5,493,3,9,16,33,57,24,9,151,0,0,0,0,0,0,0,0,3,5,17,21,37,23,13,112,0,4,6,10,30,37,16,103,0,3,5,4,0,3,0,19,0,0,0,4,5,8,0,28,171,172,96,87,71,25,5,626,0,0,0,0,0,3,0,11,50,76,78,70,83,28,5,397,1211,1063,887,803,640,209,43,4858,49,45,23,37,29,10,4,192,1586,1439,1171,1133,1020,393,94,6847,1242,1113,945,853,689,219,49,5111,265,249,182,202,244,113,29,1286,26,35,25,39,48,38,12,221,0,5,0,4,11,12,6,36,292,288,201,244,301,158,48,1539,49,45,23,37,29,10,4,192,1586,1439,1171,1133,1020,393,94,6847
LGA51820,31,131,334,606,830,283,49,2265,647,905,886,679,481,103,5,3710,11,46,74,215,314,143,24,823,0,0,0,5,0,0,0,8,47,97,240,465,582,203,32,1665,14,30,62,189,409,187,41,930,11,15,28,53,58,22,6,194,10,16,27,54,128,49,4,287,775,1114,986,783,441,66,6,4177,9,9,17,40,53,20,5,146,363,534,649,728,608,145,18,3049,6388,8142,8539,6831,4202,893,70,35056,309,298,354,409,264,61,3,1698,8343,10823,11526,10129,7254,1772,192,50040,6636,8475,8966,7308,4572,971,73,37001,1248,1745,1810,1889,1746,499,71,9001,139,281,353,413,521,183,33,1920,9,18,46,118,153,62,11,423,1396,2047,2206,2420,2422,738,119,11339,309,298,354,409,264,61,3,1698,8343,10823,11526,10129,7254,1772,192,50040
LGA51860,0,0,0,0,0,0,0,4,3,0,5,0,3,0,0,12,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,32,47,32,47,7,0,191,0,0,0,0,4,0,0,3,30,39,59,43,58,7,0,230,24,32,47,34,46,7,0,196,4,0,4,5,5,0,0,27,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,7,5,11,3,0,33,0,0,0,0,4,0,0,3,30,39,59,43,58,7,0,230
LGA51890,9,13,31,91,110,47,11,306,50,81,105,98,46,9,0,402,0,6,17,21,42,7,4,94,0,0,0,0,0,0,0,4,0,17,21,52,54,23,4,174,0,4,3,20,49,17,5,92,0,0,5,4,0,3,0,15,0,0,0,5,16,13,0,36,40,89,109,106,44,7,0,404,0,5,0,3,7,4,0,20,32,32,68,66,62,13,0,273,414,591,783,798,524,89,9,3201,18,31,47,46,41,3,5,186,540,823,1127,1202,879,177,29,4774,435,609,829,839,560,88,9,3369,80,161,206,250,199,52,6,959,13,21,37,59,60,20,7,214,0,7,5,11,16,14,0,46,95,186,249,317,279,81,14,1219,18,31,47,46,41,3,5,186,540,823,1127,1202,879,177,29,4774
LGA51960,4,4,15,33,47,17,0,119,24,58,44,40,20,0,0,196,0,6,8,13,14,4,0,31,0,0,0,0,0,0,0,0,0,4,23,30,47,10,0,116,0,5,0,17,17,5,0,44,3,0,4,3,3,0,0,14,0,0,3,6,6,5,0,27,17,49,44,40,18,4,0,177,0,3,0,0,5,0,0,6,3,25,31,23,22,5,0,111,182,459,387,353,238,37,7,1667,10,15,23,24,8,4,0,79,235,591,546,534,396,72,4,2385,189,470,402,371,251,38,7,1724,41,87,106,105,98,21,0,456,6,19,17,25,30,3,0,102,0,0,3,7,9,3,0,24,46,105,122,139,133,32,5,580,10,15,23,24,8,4,0,79,235,591,546,534,396,72,4,2385
LGA52030,0,0,0,6,9,8,0,29,4,11,0,4,4,6,0,30,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,8,0,3,13,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,6,0,0,8,0,0,0,20,0,0,0,0,3,0,0,3,3,0,0,0,11,0,0,18,22,41,35,48,59,22,6,235,0,6,0,4,9,0,0,17,25,61,49,69,96,38,18,361,22,43,37,48,64,25,6,243,3,10,7,12,24,16,7,79,0,0,0,5,4,7,0,19,0,0,0,0,0,0,0,3,3,10,9,17,25,18,13,94,0,6,0,4,9,0,0,17,25,61,49,69,96,38,18,361
LGA52100,0,5,7,10,15,15,3,57,9,6,16,16,3,4,0,56,0,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,25,0,0,0,3,4,9,0,20,0,0,0,0,5,0,0,5,0,0,3,0,0,5,0,8,6,10,10,3,10,0,0,48,0,0,0,0,0,0,0,3,4,8,10,4,0,4,0,33,48,60,66,58,51,19,0,312,7,5,0,6,5,0,0,20,68,94,107,91,97,57,5,526,47,64,74,55,56,25,4,328,12,23,20,28,31,25,5,132,6,0,9,3,6,8,0,30,0,0,0,0,0,8,0,5,13,23,31,37,35,32,8,173,7,5,0,6,5,0,0,20,68,94,107,91,97,57,5,526
LGA52170,4,5,4,24,47,30,17,132,33,42,38,28,23,15,0,177,0,0,4,19,18,18,6,66,0,0,0,0,0,0,0,4,6,0,0,12,12,11,3,47,0,0,0,5,29,11,16,67,0,0,0,4,8,0,0,11,0,0,0,0,8,7,3,19,70,41,52,30,23,11,0,232,0,0,0,0,4,3,0,9,33,36,33,42,34,17,4,196,474,467,406,406,282,103,15,2157,30,14,14,27,17,3,0,107,630,591,544,565,446,197,46,3021,493,495,439,435,303,113,20,2286,89,73,78,88,98,67,21,513,13,12,13,14,23,17,12,98,0,0,0,8,7,4,3,15,105,83,92,106,129,80,28,626,30,14,14,27,17,3,0,107,630,591,544,565,446,197,46,3021
LGA52240,0,6,3,15,7,12,6,50,3,6,10,9,9,0,5,44,0,0,0,3,6,0,8,13,0,0,0,0,0,0,0,0,0,0,3,3,5,7,3,17,0,0,0,6,4,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,12,5,4,0,44,0,0,0,0,5,0,0,3,0,0,3,11,7,0,0,29,44,50,78,71,74,32,8,358,3,3,5,3,7,3,0,24,51,73,104,123,115,55,18,548,44,52,81,85,79,30,8,377,5,10,15,24,24,12,11,113,0,0,3,7,11,3,5,31,0,0,0,6,0,0,0,5,7,17,23,38,35,21,17,149,3,3,5,3,7,3,0,24,51,73,104,123,115,55,18,548
LGA52310,0,0,0,0,13,0,0,12,0,0,4,0,0,5,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,11,16,33,27,42,21,19,3,164,0,0,0,0,0,4,0,12,24,36,33,61,45,30,11,237,16,36,27,43,25,19,3,172,4,0,5,14,14,5,5,55,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,4,3,5,11,16,11,4,63,0,0,0,0,0,4,0,12,24,36,33,61,45,30,11,237
LGA52380,0,0,0,0,15,4,0,28,5,6,3,5,3,0,0,22,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,3,10,6,5,0,22,0,0,4,0,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,10,3,7,3,0,0,28,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,16,30,98,58,63,50,9,0,315,0,6,4,8,0,0,0,18,44,120,85,97,78,21,0,444,30,105,60,66,53,9,0,324,8,14,16,22,14,6,0,76,0,0,0,7,8,0,0,16,0,0,0,0,0,0,0,4,8,13,17,26,25,11,0,100,0,6,4,8,0,0,0,18,44,120,85,97,78,21,0,444
LGA52450,0,0,0,4,13,11,6,34,11,8,14,10,6,5,0,55,0,0,0,0,5,6,0,16,0,0,0,0,0,0,0,0,0,4,0,6,4,5,3,26,0,0,0,0,9,9,4,19,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,10,4,12,6,14,4,0,0,44,0,0,0,0,0,0,0,0,5,8,4,8,0,5,0,30,48,86,70,72,69,22,0,365,0,3,0,6,0,3,0,8,69,109,101,110,110,48,9,564,49,92,74,77,67,26,0,383,12,15,26,30,37,12,3,138,4,0,0,8,4,3,0,19,0,0,0,0,3,4,0,6,11,19,30,33,41,15,8,169,0,3,0,6,0,3,0,8,69,109,101,110,110,48,9,564
LGA52520,0,0,5,5,12,12,3,37,14,21,8,3,8,7,0,65,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,4,0,5,15,8,0,31,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,13,16,5,0,61,0,0,0,0,0,0,0,4,0,4,0,8,9,7,0,37,56,112,120,80,87,30,11,484,3,4,14,3,10,3,0,38,74,151,158,116,147,63,19,726,56,111,125,85,89,34,11,508,18,32,20,28,33,17,6,150,0,8,4,3,12,3,0,33,0,0,0,0,0,5,0,5,18,39,26,26,48,21,6,187,3,4,14,3,10,3,0,38,74,151,158,116,147,63,19,726
LGA52590,0,9,11,19,57,33,13,137,9,27,26,36,32,13,0,150,0,0,0,3,17,11,0,38,0,0,0,0,0,0,0,0,0,0,7,17,25,18,9,77,0,0,0,3,35,17,3,58,0,0,0,5,0,0,0,10,0,0,0,6,11,6,3,29,18,28,36,30,18,3,0,134,0,0,0,0,0,0,0,9,6,14,11,16,27,7,3,90,133,223,229,233,223,54,16,1110,5,18,6,8,15,11,0,60,174,300,312,338,388,141,34,1686,141,228,236,241,233,65,18,1158,26,41,54,65,92,38,13,334,4,8,10,22,39,26,6,106,0,0,0,3,8,3,5,24,27,51,71,90,135,68,22,461,5,18,6,8,15,11,0,60,174,300,312,338,388,141,34,1686
LGA52660,7,6,31,71,94,41,7,249,73,61,73,54,49,26,0,343,0,0,3,26,32,13,3,76,0,0,0,0,0,0,0,0,0,6,16,37,55,13,6,128,4,0,8,10,24,13,5,67,0,0,0,3,7,0,0,12,0,0,3,0,13,5,0,24,77,86,98,102,55,9,0,424,0,0,0,0,5,6,0,13,37,38,57,45,66,20,0,265,485,447,492,451,349,78,19,2327,46,18,29,35,19,7,4,162,699,628,753,731,645,187,46,3698,517,467,524,468,386,92,22,2477,124,116,167,178,158,55,18,817,16,20,29,48,59,22,0,200,0,3,0,9,17,8,0,45,138,139,202,231,237,90,22,1061,46,18,29,35,19,7,4,162,699,628,753,731,645,187,46,3698
LGA52730,0,4,10,60,60,34,13,190,15,22,31,59,41,17,4,190,0,0,4,8,11,16,12,47,0,0,0,3,0,0,0,3,0,4,0,18,17,15,0,57,0,0,0,4,4,13,12,38,0,0,0,3,5,4,0,5,0,0,0,3,7,5,0,15,22,39,50,52,42,7,0,206,0,0,0,0,0,0,0,5,11,12,17,40,30,21,6,148,173,170,285,298,288,100,15,1325,9,6,3,14,16,7,4,63,226,237,384,481,462,193,50,2037,181,181,296,314,298,114,18,1393,29,37,65,109,114,47,13,424,3,12,10,29,31,23,9,119,0,0,3,11,4,3,3,30,39,51,83,148,155,75,28,579,9,6,3,14,16,7,4,63,226,237,384,481,462,193,50,2037
LGA52800,0,4,11,21,53,26,5,117,25,41,39,35,29,14,0,183,3,0,0,13,12,11,0,46,0,0,0,0,0,0,0,0,0,5,26,25,38,23,0,117,0,8,6,11,19,12,5,62,0,0,4,0,5,10,0,27,0,0,0,5,5,8,0,31,22,39,35,29,21,3,0,151,0,0,0,4,0,3,0,11,3,22,25,40,27,7,0,129,231,559,354,314,258,77,3,1799,8,11,11,22,14,3,0,78,287,676,492,474,435,150,13,2529,234,571,373,334,273,82,3,1876,41,83,81,88,103,44,7,446,6,11,19,20,36,16,0,110,0,0,0,4,3,9,0,21,46,97,101,116,146,63,6,577,8,11,11,22,14,3,0,78,287,676,492,474,435,150,13,2529
LGA52870,0,0,15,30,62,34,8,159,20,22,26,25,27,10,0,138,0,0,3,10,14,10,10,43,0,0,0,0,0,0,0,0,0,0,6,9,28,18,4,79,0,0,3,7,13,12,8,46,3,0,0,3,4,0,0,13,0,0,0,0,7,5,4,21,20,35,41,41,30,8,0,176,0,0,0,0,3,0,0,3,13,11,26,29,35,12,3,129,163,180,239,276,230,116,14,1218,7,4,8,15,10,4,0,55,224,247,340,399,397,207,46,1851,175,192,250,286,251,117,22,1286,27,40,61,76,91,59,15,374,4,10,16,23,32,15,14,115,0,0,0,9,9,7,3,22,38,49,80,99,137,79,31,506,7,4,8,15,10,4,0,55,224,247,340,399,397,207,46,1851
LGA52940,0,0,4,3,7,12,6,34,3,9,3,9,6,3,0,36,0,0,0,4,6,4,4,12,0,0,0,0,0,0,0,0,0,0,0,6,8,8,0,23,0,0,0,0,5,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,13,10,3,3,0,34,0,0,0,0,0,0,0,5,0,3,4,9,8,0,0,19,22,26,46,34,30,12,0,167,0,0,0,0,0,0,0,5,25,33,63,64,64,36,12,305,22,26,45,40,36,17,0,180,5,7,15,13,18,18,7,86,0,5,3,4,4,8,4,28,0,0,0,0,0,3,0,3,5,11,18,18,29,24,12,121,0,0,0,0,0,0,0,5,25,33,63,64,64,36,12,305
LGA53010,0,0,0,6,10,11,0,28,0,3,15,0,8,4,0,30,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,8,4,6,3,20,0,0,0,0,5,3,0,11,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,6,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,14,34,39,39,42,18,0,192,0,0,6,0,5,0,0,9,18,43,68,57,71,38,3,300,14,40,39,40,45,21,0,202,0,10,18,16,17,14,0,69,0,4,0,0,5,4,3,12,0,0,3,0,0,3,0,5,0,12,20,18,29,16,3,92,0,0,6,0,5,0,0,9,18,43,68,57,71,38,3,300
LGA53080,0,0,4,4,16,3,0,28,6,11,8,0,3,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,7,12,8,0,31,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,10,0,9,16,11,9,0,0,43,0,0,0,0,0,0,0,0,0,3,7,10,12,5,0,40,46,115,89,94,68,17,3,431,0,3,7,11,4,0,0,23,56,151,116,139,113,29,8,618,46,119,85,106,77,21,3,461,10,26,25,24,25,7,0,112,0,0,4,0,11,0,0,15,0,0,0,0,0,0,0,6,10,28,27,27,35,11,0,132,0,3,7,11,4,0,0,23,56,151,116,139,113,29,8,618
LGA53150,5,3,10,23,44,25,6,119,38,37,29,31,25,6,0,165,0,0,4,9,22,8,0,43,0,0,0,0,0,0,0,0,0,5,8,15,17,6,0,52,0,0,0,11,19,12,5,44,0,0,4,0,0,0,0,9,0,0,0,0,4,10,0,20,52,43,37,41,16,11,0,200,0,0,0,0,0,0,0,7,23,19,23,20,32,12,0,126,294,322,286,321,204,62,6,1490,11,11,11,17,6,11,0,69,413,422,397,443,336,125,20,2159,306,338,301,328,220,63,0,1562,84,72,76,74,84,31,12,431,7,8,7,22,18,15,3,84,0,0,0,3,7,0,0,16,95,77,84,98,112,53,15,532,11,11,11,17,6,11,0,69,413,422,397,443,336,125,20,2159
LGA53220,14,51,117,191,236,53,0,666,113,380,355,242,134,19,0,1248,3,28,16,59,84,30,0,235,0,3,0,0,0,0,0,9,12,40,90,174,207,39,0,560,5,23,20,84,128,39,5,303,4,10,13,12,20,0,0,61,0,14,6,28,41,13,0,105,83,310,267,228,128,8,0,1017,0,3,8,8,13,4,0,45,28,117,167,199,129,28,0,670,1031,3675,3525,2794,1571,210,19,12820,48,128,150,131,111,19,0,582,1282,4630,4560,3940,2531,398,21,17368,1049,3760,3640,2934,1647,223,19,13272,169,659,650,740,598,108,5,2920,27,76,103,114,143,35,0,499,3,9,13,23,35,11,0,96,197,748,765,878,776,148,7,3513,48,128,150,131,111,19,0,582,1282,4630,4560,3940,2531,398,21,17368
LGA53290,3,21,37,110,127,70,17,380,82,111,126,138,100,23,5,578,0,0,11,30,55,32,4,133,0,0,0,0,0,0,0,0,5,14,24,64,80,33,10,225,0,0,0,27,54,27,11,124,0,11,0,10,5,8,0,30,0,0,6,8,24,8,9,50,85,103,127,119,75,3,5,526,0,0,0,4,3,10,0,21,21,55,45,84,84,28,8,319,682,800,870,919,673,187,32,4153,30,35,31,39,42,8,5,182,892,1084,1207,1389,1148,351,75,6141,697,826,897,963,719,193,36,4330,152,192,228,295,286,113,18,1282,14,29,41,76,78,30,17,280,0,3,3,19,22,12,6,72,168,221,280,391,380,151,36,1625,30,35,31,39,42,8,5,182,892,1084,1207,1389,1148,351,75,6141
LGA53360,0,13,9,18,36,14,0,90,17,26,30,24,7,5,0,98,0,0,0,8,15,3,0,28,0,0,0,0,0,0,0,0,0,5,3,11,7,8,0,39,0,0,0,11,12,4,0,23,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,8,14,26,18,25,14,0,0,106,0,0,0,0,0,0,0,0,3,13,20,21,20,0,0,84,208,343,312,244,157,28,3,1302,3,14,9,21,6,6,0,52,245,424,390,355,248,57,4,1727,212,353,326,259,165,29,3,1356,29,44,47,54,51,15,0,249,4,9,7,16,18,5,0,60,0,0,0,0,4,5,0,9,28,59,56,76,74,25,3,319,3,14,9,21,6,6,0,52,245,424,390,355,248,57,4,1727
LGA53430,21,78,139,317,537,240,45,1388,352,421,504,402,324,93,9,2109,7,26,47,151,187,113,17,534,0,0,0,0,0,5,0,5,24,35,92,226,317,122,14,822,8,20,24,101,220,133,29,537,3,3,17,23,28,16,0,99,3,3,17,42,68,55,0,197,529,689,560,519,300,68,8,2668,0,0,3,23,27,21,3,77,188,317,390,475,388,143,16,1910,3110,4256,4186,3732,2655,690,76,18710,141,174,204,200,163,50,13,939,4213,5751,5823,5643,4551,1405,180,27577,3227,4456,4430,4034,2881,764,85,19868,754,971,994,1117,1101,389,53,5376,88,140,178,242,315,143,25,1135,7,9,15,58,85,58,7,245,850,1129,1191,1420,1505,587,88,6759,141,174,204,200,163,50,13,939,4213,5751,5823,5643,4551,1405,180,27577
LGA53570,0,5,13,29,61,28,12,151,12,31,35,32,31,7,3,150,0,0,0,10,13,14,4,38,0,0,0,0,0,0,0,0,0,8,7,19,29,13,5,79,0,5,0,3,21,13,8,59,0,0,0,0,0,4,0,9,0,0,0,6,8,0,0,14,14,26,31,22,27,5,0,126,0,0,0,0,5,3,0,12,6,9,22,18,34,18,0,103,198,414,286,299,235,77,24,1541,8,13,11,16,19,10,0,72,240,495,388,414,420,162,51,2171,204,422,306,310,260,89,24,1602,23,52,55,75,118,47,20,392,3,8,14,20,15,13,10,75,0,0,5,4,15,8,0,31,29,62,72,94,148,64,28,498,8,13,11,16,19,10,0,72,240,495,388,414,420,162,51,2171
