POW_LGA_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
LGA54280,19,10,9,4,9,0,46,0,6,11,13,0,3,3,0,47,3,9,22,19,9,13,7,0,80,3,26,58,30,29,23,6,0,165,0,60,78,43,25,15,5,0,230,0,44,137,71,58,48,6,0,363,0,16,101,85,69,54,8,0,323,0,20,200,168,145,112,27,0,668,0,0,37,43,44,21,3,0,157,0,0,23,48,41,25,8,3,155,0,5,4,0,0,4,0,0,9,15,193,709,548,442,329,74,9,2322,0,0,0,0,0,0,0,0,9,8,0,3,0,0,0,0,0,14,0,4,5,6,0,0,0,0,21,6,4,3,6,3,0,0,0,23,20,5,3,3,6,6,6,0,40,39,24,12,7,6,9,4,0,105,38,35,20,12,6,11,6,0,130,31,49,39,19,29,25,3,0,198,24,58,69,42,46,40,13,0,284,22,51,87,64,55,27,8,0,309,12,58,94,67
LGA54310,9,18,6,9,0,0,30,0,0,9,21,8,8,0,0,44,0,4,15,24,16,5,3,0,67,3,13,37,30,12,8,0,0,109,0,19,57,39,19,7,3,0,150,0,15,92,59,31,17,5,0,221,0,6,102,72,48,19,6,0,258,0,16,162,141,143,68,19,0,546,0,3,51,64,51,31,4,0,206,0,4,72,105,110,89,13,0,389,0,0,3,0,0,3,0,0,15,5,88,620,600,444,280,60,0,2097,0,0,0,3,4,0,0,0,10,8,0,3,5,0,0,0,0,16,5,0,5,5,0,4,0,0,17,0,0,0,3,5,0,0,0,15,9,0,4,4,4,0,0,0,13,23,11,10,3,3,0,0,0,55,26,22,12,10,8,4,3,0,87,24,22,37,29,15,8,0,0,130,14,38,54,43,31,20,3,0,195,9,29,58,47,32,19,4,0,196,3,25,77,64
LGA54340,0,0,0,3,0,0,6,0,0,0,6,6,0,0,0,15,0,0,7,0,4,4,0,0,15,0,3,12,7,3,10,0,0,35,0,4,10,11,0,6,0,0,33,0,3,11,10,9,10,0,0,41,0,0,10,11,8,10,0,0,41,0,0,13,12,13,9,4,0,53,0,0,0,0,0,8,0,0,9,0,0,0,4,3,3,0,0,7,0,0,0,0,0,0,0,0,0,6,15,72,65,40,60,11,0,274,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,9,4,0,3,5,0,0,0,0,21,11,0,0,3,5,3,0,0,23,0,9,6,0,8,0,0,0,27,0,8,7,3,9,3,4,0,35,0,9,8,12,9,4,5,0,46,0,3,13,10,4,11,0,0,37,0,3,6,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,7,8,4,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,6,0,0,11,0,0,3,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,5
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,3,0,0,0,0,14,0,3,0,0,0,5,0,0,7,0,0,0,7,0,3,0,0,11,0,0,4,3,0,0,0,0,12,0,0,0,6,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,4,3,16,31,11,20,4,0,91,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,13,0,6,0,0,7,4,0,0,14,0,0,3,0,0,4,5,0,12,0,0,0,6,0,3,0,0,17,0,0,0,0,0,0,0,0,4,0,0,4,0
LGA54620,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,11,0,0,12,7,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,21,18,4,13,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,12,0,0,5,0,0,0,0,0,5,0,6,0,4
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,9,13,7,6,7,4,45,0,4,32,23,7,9,0,0,78,0,9,32,39,9,17,9,0,128,0,12,52,47,28,23,10,5,173,0,24,84,66,52,29,14,0,262,0,25,128,105,51,49,11,0,362,0,3,86,97,72,40,11,0,316,0,3,140,204,148,105,12,0,614,0,3,39,55,45,20,3,0,170,0,0,21,49,59,59,10,0,204,0,0,0,6,0,0,0,0,10,12,104,654,727,508,365,95,10,2475,0,0,0,3,8,3,0,0,17,10,0,0,8,0,0,0,0,20,7,0,5,9,6,9,0,0,33,6,5,4,14,10,3,0,0,38,19,9,7,0,4,9,3,0,52,34,31,16,19,19,14,8,0,137,29,40,30,21,10,17,3,0,160,23,69,66,38,28,30,7,0,260,3,50,93,89,72,57,17,0,392,0,36,109,100,85,62,9,0,401,0,19,118,112
LGA54900,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,14,0,0,4,0,0,0,0,0,7,0,3,0,0,3,5,0,0,8,0,0,7,0,0,0,0,0,8,0,0,5,0,5,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,19,18,14,13,3,0,66,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,0,0,0,0,10,0,0,5,4,0,0,0,0,8,0,0,0,3,5,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0,6,0
LGA54970,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,4,3,6,0,0,0,0,5,0,0,3,0,0,3,0,0,16,0,0,8,6,3,5,0,0,28,0,13,85,39,34,16,4,0,195,0,0,23,25,17,15,0,0,72,0,0,11,15,17,12,0,0,58,0,5,0,0,0,4,0,0,7,0,23,144,94,78,64,9,3,406,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,7,0,5,0,3,0,0,0,0,14,0,7,9,0,3,3,0,0,27,0,5,7,5,9,3,0,0,27,0,12,16,14
LGA55040,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,3,0,0,13,0,0,10,5,0,7,0,0,27,0,6,10,4,0,4,0,0,23,0,11,103,41,21,15,0,0,189,0,0,28,29,7,13,0,0,74,0,0,16,16,15,10,0,0,53,0,0,0,0,0,0,0,0,0,0,22,173,98,56,48,3,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,4,6,3,10,3,0,31,3,4,8,6,4,9,0,0,35,0,7,19,15
LGA55110,32,29,26,25,17,5,152,0,11,61,45,37,41,17,0,219,0,31,74,91,70,55,26,5,356,0,43,119,132,106,88,19,5,517,0,45,132,122,113,65,18,0,500,0,33,162,142,153,117,23,0,630,0,0,111,115,164,82,15,0,490,0,6,98,246,252,166,31,0,790,0,0,21,36,23,23,3,0,102,0,0,14,62,75,49,21,0,226,0,0,4,5,5,3,0,0,21,24,201,896,1088,1069,777,218,21,4290,0,0,8,7,6,6,0,0,23,13,4,6,0,6,10,3,0,39,8,10,22,7,8,8,3,0,69,22,9,15,13,16,12,10,0,102,50,8,25,24,20,15,9,4,165,60,54,47,50,46,55,13,0,312,34,79,62,51,57,45,10,3,338,6,79,93,79,59,38,13,0,366,7,51,176,120,105,101,10,0,582,0,27,111,70,74,54,9,0,344,0,19,65,73
LGA55180,6,3,4,3,0,0,23,0,0,6,8,3,11,0,3,20,0,5,7,9,15,10,8,0,44,0,6,10,14,15,14,5,0,64,0,6,15,13,14,10,3,0,64,0,0,11,12,23,18,0,0,68,0,0,6,13,4,18,0,0,53,0,0,10,20,25,26,9,0,92,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,4,0,18,0,0,0,0,0,0,0,0,0,4,24,77,112,118,119,33,0,484,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,5,0,0,0,3,4,5,0,15,0,0,6,3,9,4,4,0,18,11,0,0,4,3,0,0,0,25,17,9,3,3,7,6,0,0,47,12,5,4,9,7,11,3,0,49,3,17,9,11,10,9,9,0,64,0,18,30,9,21,16,7,0,97,0,4,19,23,9,11,0,0,70,0,4,11,9
LGA55250,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,10,0,0,0,3,0,0,0,0,6,0,3,7,0,0,0,0,0,12,0,3,14,5,0,4,0,0,23,0,7,51,10,8,9,6,0,87,0,0,9,6,9,3,0,0,31,0,0,11,11,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,13,106,42,28,24,8,5,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,0,0,3,0,4,0,0,0,7,3,4,0,0,0,3,0,0,7,0,0,6,3,0,7,0,0,17,0,4,18,10
LGA55320,101,97,75,57,47,11,428,10,34,149,147,96,69,34,9,535,0,68,208,230,122,110,51,6,807,0,123,417,317,235,186,71,13,1363,0,204,588,422,277,197,78,12,1770,0,89,797,544,421,285,64,8,2199,0,31,579,465,399,257,71,5,1799,0,20,725,881,809,544,102,8,3096,0,0,148,184,140,105,22,0,596,0,5,107,429,439,279,75,10,1337,0,6,12,14,6,18,8,0,64,85,761,3989,3888,3146,2225,684,88,14859,3,0,3,13,8,6,0,0,32,23,5,10,10,3,8,0,0,50,6,21,8,20,14,14,13,0,87,16,20,21,22,15,17,12,3,125,35,31,39,33,24,18,14,0,199,49,64,57,44,56,35,16,0,320,21,84,92,89,44,43,29,0,403,13,120,161,114,83,68,34,0,594,5,84,245,177,132,100,25,0,764,0,49,191,168,129,97,20,0,646,0,16,133,157
LGA55390,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,0,8,6,0,0,0,0,0,9,0,8,33,10,16,10,0,0,76,0,0,10,16,3,6,0,0,35,0,0,5,10,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17,69,31,24,23,5,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,6,0,0,3,3,0,0,0,0,15,0,6,4,5
LGA55460,0,0,0,4,0,0,4,0,0,6,0,4,0,3,0,11,0,3,0,3,4,5,0,0,15,0,0,11,4,0,4,3,0,18,0,3,6,5,7,6,0,0,28,0,5,19,7,4,7,0,0,43,0,0,3,3,10,6,0,0,23,0,0,8,6,8,13,8,0,39,0,0,0,3,0,0,0,0,3,0,0,0,0,7,5,0,0,11,0,0,0,0,0,0,0,0,0,0,7,62,32,44,37,13,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,4,4,3,3,0,0,0,0,19,0,10,0,3,5,3,0,0,20,0,7,6,4,4,0,0,0,20,0,7,5,0,3,3,0,0,24,0,0,5,3,0,0,0,0,21,0,6,7,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0
LGA55600,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,10,0,0,4,4,0,0,0,0,13,0,3,4,0,0,4,7,0,12,0,8,4,10,3,5,0,0,23,0,0,8,0,4,0,3,0,13,0,0,4,4,8,4,0,0,24,0,0,4,9,9,6,0,0,28,0,0,0,0,6,0,0,0,4,0,0,0,5,4,0,0,0,6,0,0,0,0,3,0,0,0,3,0,6,28,38,25,28,9,0,147,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,10,5,0,0,0,4,0,0,0,15,0,11,0,0,5,3,0,0,18,0,7,10,5,3,0,0,0,20,0,0,0,3,0,3,0,0,11,0,0,3,8
LGA55670,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,6,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,13,12,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA55740,3,0,9,6,0,0,22,0,0,5,4,10,7,0,0,33,0,3,12,11,18,11,8,0,63,0,8,22,21,13,20,12,3,96,0,13,25,22,18,11,4,0,86,0,4,31,31,27,20,5,0,120,0,0,34,20,29,10,4,0,97,0,0,24,41,52,32,10,0,164,0,0,4,7,11,4,0,0,24,0,0,0,7,23,11,10,0,49,0,0,0,0,0,0,0,0,6,0,41,176,190,209,146,59,8,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,5,0,0,0,0,0,0,10,3,3,4,3,7,3,0,0,13,0,8,3,9,3,3,0,0,27,0,8,18,7,5,3,0,0,42,0,6,14,8,7,8,0,0,46,0,0,5,9,15,6,5,0,39,0,0,5,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,3,16,10,3,3,0,0,29,0,0,0,5,4,6,0,0,15,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,27,20,8,17,5,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,3,5,4
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4
