POW_LGA_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
LGA54280,10,11,19,7,26,34,4,20,0,130,4,3,8,20,39,53,17,44,0,198,10,4,6,16,52,87,32,72,6,284,14,6,0,3,40,71,39,125,0,309,6,7,3,12,34,73,38,171,7,347,17,12,9,0,18,51,43,181,8,335,38,18,22,8,45,123,137,610,9,1005,27,7,3,0,6,19,36,231,7,342,9,3,0,3,3,7,14,196,6,248,0,4,0,0,0,3,0,5,17,30,155,125,114,78,295,561,376,1689,63,3441,4,3,0,0,0,0,0,0,0,10,4,43,3,0,0,0,0,0,0,55,0,36,3,0,0,0,0,0,0,44,0,25,15,0,0,0,0,0,0,42,3,21,29,7,0,3,0,3,0,66,9,35,43,18,19,3,0,0,9,126,9,20,43,26,38,22,4,4,5,180,10,18,37,44,56,32,10,15,0,212,13,8,10,18,64,49,9,21,0,197
LGA54310,5,0,12,10,7,18,8,23,3,87,5,5,7,6,23,25,11,35,8,130,4,7,10,5,39,57,21,49,0,195,5,10,6,3,14,43,24,77,4,196,15,10,9,4,32,54,15,128,4,270,25,15,8,0,27,45,30,154,3,315,97,32,17,14,60,150,89,621,12,1090,80,18,10,4,22,82,67,294,9,579,146,17,10,5,50,91,85,517,8,935,6,3,0,0,0,7,3,13,12,39,409,153,106,78,282,579,356,1936,60,3968,0,5,0,0,0,0,0,0,0,6,0,46,0,0,0,0,0,0,6,47,8,25,3,0,0,0,0,0,0,41,0,33,12,0,0,0,0,0,0,46,0,23,9,5,0,0,0,4,0,39,4,23,25,10,8,0,0,0,4,71,9,18,25,22,14,6,4,3,0,94,4,12,19,30,37,18,9,4,0,133,5,17,19,20,63,23,8,19,0,167
LGA54340,0,0,3,3,9,6,6,0,0,27,0,0,0,7,8,16,0,3,0,35,0,0,0,0,7,17,3,9,0,46,0,0,0,0,8,17,3,3,0,37,0,0,0,0,5,11,3,9,0,22,0,0,0,0,4,13,0,4,0,20,0,0,0,0,0,9,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,17,14,19,50,93,23,40,4,255,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,11,0,7,6,0,0,0,0,0,0,15,0,5,12,3,4,0,0,0,0,23,3,7,7,10,6,0,0,0,0,32,0,4,9,7,9,7,0,3,0,34,0,0,5,4,10,0,0,0,0,21
LGA54410,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,7,3,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,12,12,8,9,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,4,0,5,0,5,0,12,0,0,0,0,4,0,0,0,0,11
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,6,6,6,0,0,14,4,3,0,0,6,0,0,5,0,12,0,0,0,0,9,5,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,8,6,6,18,24,9,12,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,7
LGA54620,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,8,0,17,6,6,3,0,0,0,4,31,0,50,5,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,3,11,3,9,4,12,14,14,82,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA54690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA54830,5,12,16,20,37,42,13,12,0,160,7,16,22,14,58,83,15,34,3,260,13,17,13,16,92,115,54,64,4,392,3,8,7,15,99,138,57,65,4,401,15,4,8,18,93,152,65,121,4,470,15,3,10,6,54,115,59,133,0,399,56,10,18,22,173,263,167,348,4,1061,14,9,10,5,56,73,49,90,4,296,8,7,6,0,62,38,43,90,0,252,0,0,0,0,6,6,4,6,5,31,159,162,158,126,769,1062,531,987,40,4004,0,0,0,0,0,0,0,0,0,3,9,49,0,0,0,0,0,0,0,56,3,48,17,0,0,0,0,0,0,68,6,49,11,3,0,3,0,0,0,78,3,51,36,9,3,3,0,0,3,108,11,54,76,24,16,8,0,0,3,190,10,33,51,46,34,13,0,3,8,203,21,22,40,45,76,24,6,10,0,241,5,13,29,26,69,29,15,13,6,206
LGA54900,0,0,0,6,0,0,3,0,0,10,0,0,3,0,0,4,0,5,0,8,0,0,0,5,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,31,3,15,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,10
LGA54970,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,5,3,10,0,27,3,0,6,0,4,3,0,16,0,27,6,0,0,0,0,0,11,45,0,63,7,0,0,0,0,7,6,49,0,77,46,7,6,3,18,13,45,277,3,426,12,12,9,0,3,0,19,115,4,176,11,4,0,0,10,0,12,64,4,109,0,0,0,0,0,0,0,12,4,13,91,25,22,9,46,33,96,610,17,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10
LGA55040,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,6,6,11,4,31,6,4,0,0,0,5,4,18,4,35,4,0,4,0,6,0,0,40,3,59,15,0,0,4,5,3,5,65,3,97,47,7,11,4,14,17,36,215,3,363,22,3,6,0,7,3,10,111,0,160,4,3,4,0,3,0,6,77,0,96,0,0,0,0,0,0,0,0,6,7,92,32,24,6,37,41,69,544,25,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13
LGA55110,16,30,65,59,76,66,10,21,3,338,11,19,40,58,109,74,24,23,3,366,17,22,37,43,182,184,45,42,0,582,5,8,19,17,105,107,31,45,4,344,5,8,8,15,54,72,41,50,3,259,6,0,3,4,11,48,29,31,0,134,4,5,5,4,24,48,21,69,4,187,0,0,0,0,0,4,11,18,0,37,3,0,0,0,4,4,0,15,0,32,0,5,3,0,5,0,3,5,14,28,95,327,333,252,676,705,225,351,50,3014,5,12,0,0,0,0,0,0,0,17,16,246,9,0,0,3,0,0,0,279,15,240,25,12,0,0,0,0,4,296,9,197,68,15,9,7,4,0,6,303,19,189,123,29,13,9,3,5,5,382,18,191,262,63,45,23,0,7,6,618,44,114,275,137,112,42,3,15,10,761,31,79,177,178,192,54,17,36,12,777,25,40,101,121,192,80,26,36,5,626
LGA55180,6,0,4,6,9,16,0,7,0,49,0,5,0,12,20,11,7,7,0,64,7,3,5,4,20,29,17,13,0,97,0,3,0,3,17,15,7,23,5,70,0,0,4,0,11,19,6,14,0,58,0,0,0,0,5,5,0,8,0,18,0,0,0,0,0,4,5,12,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,19,42,29,30,100,122,48,96,11,498,0,4,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,19,0,12,4,0,0,0,0,0,0,23,0,14,0,0,0,0,0,0,0,13,3,20,11,3,4,0,0,0,0,35,8,15,20,8,4,0,0,0,3,58,7,24,18,15,7,0,0,0,0,72,0,7,9,24,17,8,0,4,0,70,7,0,8,17,19,11,4,4,0,70
LGA55250,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,5,0,6,0,7,6,6,0,0,0,0,0,12,0,17,5,4,0,0,0,5,0,36,0,54,4,0,0,0,0,0,0,29,0,32,18,7,7,0,6,3,12,108,4,167,9,0,0,0,0,0,0,46,0,66,0,0,0,0,0,5,0,40,0,48,0,0,0,0,0,0,0,0,0,0,44,18,16,3,15,16,21,276,8,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,15
LGA55320,8,59,94,53,85,62,10,19,7,403,21,42,72,72,198,115,39,29,6,594,25,25,51,72,262,233,46,43,9,764,19,15,30,42,210,208,49,68,8,646,9,16,13,22,145,187,39,72,5,511,11,7,14,7,63,100,37,61,0,280,15,12,15,6,64,113,48,166,0,444,10,4,9,0,4,11,8,47,0,96,9,0,4,0,8,6,4,55,0,91,5,0,0,0,6,7,0,0,13,30,150,495,478,346,1125,1132,296,582,61,4672,4,9,5,0,0,0,0,0,0,21,21,302,5,5,0,0,0,0,4,333,20,312,42,8,0,0,0,0,0,382,18,229,82,11,3,3,0,3,3,354,21,199,130,29,21,4,0,6,9,412,36,210,273,77,40,21,4,4,11,677,32,121,287,160,102,50,0,18,5,778,37,60,182,194,218,70,9,34,7,813,43,41,122,154,243,150,26,54,8,839
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,0,0,11,0,21,5,0,0,0,3,0,0,22,0,31,15,0,0,0,7,8,7,80,0,116,6,0,0,0,0,0,5,48,0,59,0,0,0,0,3,0,0,42,0,51,0,0,0,0,0,0,0,0,0,0,29,3,3,3,18,11,25,212,3,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA55460,0,0,3,0,3,8,4,4,0,20,0,0,0,0,8,8,0,5,0,20,0,4,0,0,9,12,0,3,0,24,0,0,0,0,3,4,0,0,3,21,4,0,0,0,6,0,3,11,0,21,0,3,0,0,4,5,3,3,0,14,3,0,0,0,0,11,7,16,0,35,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,11,13,18,7,34,55,23,43,3,210,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,0,12,4,0,0,0,0,0,0,18,0,10,0,0,0,4,0,0,0,20,0,0,8,0,0,0,0,0,0,15,0,6,8,10,8,0,0,6,0,26,0,0,5,0,5,4,5,0,0,31
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA55600,0,0,0,5,0,3,0,0,0,15,0,0,0,3,0,3,0,0,0,18,0,0,0,0,6,4,0,6,0,20,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,7,3,7,0,20,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,14,17,25,15,32,3,126,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,3,8,3,7,5,0,0,0,19,0,0,0,5,3,4,0,0,0,20,0,0,0,6,8,3,0,0,0,22
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,9,3,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6
LGA55740,0,0,4,7,3,3,0,0,0,27,0,0,8,7,17,3,4,3,0,42,0,0,0,3,22,5,4,7,0,46,0,3,3,0,12,15,0,0,0,39,0,0,0,0,3,7,5,0,0,17,0,0,0,0,3,9,0,4,0,12,5,0,0,0,0,6,0,3,0,15,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,32,28,64,54,20,20,6,246,0,0,0,0,0,0,0,0,0,3,4,31,0,0,0,0,0,0,0,33,0,28,3,0,0,0,0,0,0,35,0,22,5,3,0,0,0,0,5,42,0,21,15,0,0,0,0,0,0,36,0,23,29,8,4,0,0,3,0,77,5,23,33,19,10,7,0,0,4,95,7,8,25,25,22,5,0,6,0,109,3,5,14,18,49,14,0,12,0,112
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,12,0,21,10,3,0,0,0,0,12,42,4,69,7,0,0,0,0,0,0,20,0,30,5,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,24,3,4,0,7,7,17,103,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
