POW_LGA_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,19,9,0,54,0,0,0,3,9,0,0,20,0,0,0,0,0,0,0,3,14,38,41,63,59,24,8,237
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,10,5,37,0,4,9,0,3,0,0,18,0,0,0,0,0,0,0,5,19,39,45,40,48,31,13,242
LGA56090,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,8,0,7,4,0,0,26,11,9,3,8,3,0,0,39,17,104,202,290,290,146,37,1085,275,146,152,156,192,74,9,1003,8,9,10,0,11,0,0,49,1464,1498,1757,2042,1858,607,96,9324
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,16,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,6,13,11,17,11,8,0,65
LGA56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,45,85,93,107,70,24,435,196,155,163,182,208,45,0,952,7,4,14,4,6,0,0,42,919,1055,1278,1418,1218,323,54,6257
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,19,32,8,87,4,10,3,12,13,16,0,51,0,3,0,0,0,0,0,3,26,44,87,112,132,82,15,500
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,19,13,8,4,59,4,10,12,4,10,0,0,29,0,0,0,0,0,0,3,3,31,87,64,77,89,32,14,399
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,11,16,27,37,21,12,126,42,30,35,35,51,21,0,224,4,4,4,5,0,0,0,22,300,390,410,488,513,183,27,2322
LGA56580,10,18,10,7,0,0,0,51,4,0,0,0,0,0,0,3,9,15,5,9,12,4,0,50,16,34,20,18,14,6,0,112,26,97,224,337,294,153,55,1187,257,342,293,219,221,90,26,1446,8,13,3,4,8,0,4,33,1671,2980,2800,2799,2287,814,134,13482
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,12,0,0,0,0,11,5,0,19,0,0,0,0,0,0,0,3,16,39,37,46,72,21,0,233
LGA56730,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5,3,7,0,0,15,5,0,3,3,7,0,0,18,9,34,51,54,79,51,12,285,69,58,82,99,89,45,5,442,8,9,7,5,6,4,0,41,677,783,891,1072,1028,343,36,4828
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,25,30,41,34,14,176,14,25,21,21,40,17,4,136,0,0,0,5,0,0,0,12,110,128,188,239,304,122,32,1126
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,8,10,22,9,0,65
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,7,16,28,27,14,6,103,34,17,7,10,13,10,0,87,0,0,0,0,0,0,0,0,201,208,168,212,180,64,10,1045
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,11,0,0,3,4,4,0,0,8,0,3,4,8,12,6,3,40,10,47,42,38,44,8,0,179,0,0,0,0,0,0,0,0,60,187,181,176,166,38,12,826
LGA57080,385,625,664,459,287,57,4,2476,22,48,48,19,9,4,0,158,112,341,281,139,79,19,8,969,521,1013,992,614,380,74,11,3605,579,3892,6568,4952,2308,584,73,18949,2164,5016,5007,2995,2489,767,65,18498,86,167,113,107,52,42,45,611,14973,42836,47657,36482,22504,5345,477,170275
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,12,10,10,8,62,7,7,6,3,12,5,0,37,0,0,0,4,0,0,0,4,33,41,51,72,101,35,15,347
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,39,57,87,75,19,312,23,17,15,44,53,24,4,188,5,4,0,8,5,10,0,27,265,307,370,489,451,208,53,2143
LGA57280,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,12,14,18,17,17,11,4,0,78,15,23,19,16,12,5,0,93,10,75,98,75,58,7,0,317,146,437,424,359,295,63,0,1726,11,8,20,10,13,3,0,71,1024,2739,2763,2074,1501,289,11,10399
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,4,0,42,0,9,0,5,12,6,3,40,0,0,0,0,3,0,0,7,23,55,48,55,73,30,13,302
LGA57420,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,9,4,13,26,19,27,5,9,100,14,57,59,65,48,17,0,258,3,0,0,3,3,4,0,9,152,394,324,360,327,66,18,1650
LGA57490,37,19,16,11,4,5,0,97,10,3,0,0,0,0,0,17,27,10,9,14,7,5,0,76,68,35,30,18,14,8,0,183,61,389,626,562,446,142,27,2254,1241,973,729,664,601,154,20,4380,34,36,28,18,13,7,3,135,6870,7489,7289,6815,5109,1122,118,34820
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,9,9,3,9,21,5,3,63
LGA57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,0,0,0,24,13,11,0,3,0,0,0,28,30,134,171,190,183,92,25,816,193,149,120,87,93,35,7,683,7,11,9,3,4,4,4,32,1231,1376,1288,1160,991,293,55,6392
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,30,9,11,9,6,17,5,0,59,0,0,0,6,0,0,0,7,51,121,83,103,109,26,9,495
LGA57840,15,23,13,6,7,0,0,58,3,4,0,0,0,0,0,7,12,23,15,6,12,0,0,59,27,44,32,5,12,0,0,130,45,184,320,376,342,248,57,1568,419,323,299,202,227,97,11,1572,11,18,4,8,0,8,7,51,2147,2923,2989,2807,2249,865,122,14107
LGA57910,72,62,35,33,19,7,0,224,12,14,8,3,5,0,0,38,103,121,67,42,23,10,0,367,188,198,111,70,41,23,0,631,181,1050,1934,1778,1390,647,157,7126,2298,1765,1473,1091,1123,503,61,8325,53,94,56,47,37,17,12,308,12869,18050,18218,16709,12619,4040,535,83038
LGA57980,33,24,20,21,10,0,0,116,0,5,0,0,0,0,0,4,4,18,25,20,3,0,0,78,39,51,48,40,15,4,4,199,45,297,464,391,295,166,46,1700,420,501,448,292,313,111,21,2101,17,15,17,3,7,0,4,66,2546,4840,4521,3944,2771,861,142,19630
LGA58050,34,26,12,7,6,0,0,89,7,3,0,0,0,0,0,14,78,81,52,32,19,0,0,264,113,114,65,46,22,0,0,367,94,561,877,797,675,299,74,3387,1759,1443,1136,992,872,301,45,6548,40,61,58,42,34,16,4,257,10568,13836,13651,12993,9835,2610,353,63848
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,22,0,3,3,3,4,0,0,19,0,0,0,0,0,0,0,0,17,26,23,32,33,17,4,146
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,6,3,42,3,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,21,34,64,58,67,19,11,271
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,23,28,64,43,7,175,22,20,12,14,22,8,0,96,0,5,0,0,0,4,0,7,99,121,114,164,220,119,26,871
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,23,0,3,0,5,3,5,0,14,0,0,0,0,4,0,0,4,9,20,9,29,32,20,3,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,12,14,22,7,0,67
LGA58510,35,54,21,16,15,3,0,146,6,7,7,5,3,0,0,23,44,51,45,19,15,0,0,182,88,111,76,36,34,4,0,348,70,327,533,417,303,132,23,1810,945,828,754,462,429,158,16,3595,21,26,20,18,9,10,8,121,4797,7257,7315,5700,4193,1160,131,30553
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,25,11,9,71,3,5,8,13,11,3,3,42,0,0,0,0,0,0,0,3,41,63,55,81,122,47,20,428
LGA58570,35,40,25,24,14,5,0,149,0,11,0,0,0,0,0,11,28,42,31,25,11,4,0,133,65,94,62,48,21,4,0,290,60,344,563,471,337,143,29,1943,629,612,486,319,294,126,14,2477,17,25,21,16,9,4,3,91,3466,5957,5764,4598,3379,1028,133,24327
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,17,24,18,15,6,80,13,13,7,12,23,6,0,80,3,3,0,3,0,0,0,9,58,103,119,133,134,66,11,626
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,11,0,40,4,0,0,3,4,3,0,15,0,0,0,0,0,0,0,4,18,21,23,39,48,23,9,171
LGA58760,31,10,11,10,5,0,0,59,10,0,0,0,0,0,0,13,78,47,35,26,17,0,0,193,119,54,44,33,17,0,0,271,139,682,1058,1031,761,302,55,4023,1548,971,847,673,640,198,21,4907,34,52,44,30,24,7,12,198,9777,10775,11361,10621,7569,1933,211,52245
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,26,28,27,5,117,36,53,66,81,90,19,0,344,6,3,0,3,0,0,5,26,254,363,464,619,491,105,31,2327
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,29,28,26,11,109,5,4,4,3,6,8,0,26,0,0,4,0,0,0,0,4,34,31,43,86,77,53,22,345
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,25,3,9,8,12,8,3,0,38,0,0,0,5,0,0,0,5,15,39,54,54,72,13,0,255
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,20,6,6,63,6,0,3,3,3,3,0,22,0,0,0,0,0,0,0,3,14,40,52,46,82,29,11,269
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,19,26,18,16,91,5,4,10,12,12,8,3,51,0,4,0,0,0,0,0,4,44,72,108,88,116,53,23,508
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,0,0,23,0,12,11,3,0,0,0,27,0,5,9,0,4,0,0,22,39,124,125,91,73,15,0,477,8,5,0,0,7,5,0,17,129,393,368,275,188,43,3,1403
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,30,6,3,79,13,10,12,8,14,8,0,63,0,3,0,0,0,0,4,4,75,90,122,126,129,64,13,638
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,9,0,50,0,0,0,7,3,0,0,13,0,0,0,4,0,0,0,6,21,41,36,45,60,11,9,223
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,4,4,5,37,4,4,0,9,8,0,0,22,0,0,0,0,0,0,0,0,19,37,31,47,50,25,7,213
LGA59340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,12,0,7,3,7,0,0,0,11,11,36,39,34,28,9,3,160,32,69,65,46,74,4,0,294,5,10,7,9,6,0,0,42,382,907,730,685,621,171,24,3522
LGA59350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,12,0,4,0,4,0,0,0,14,0,3,3,4,0,0,0,19,14,45,49,48,30,7,0,187,0,0,3,3,3,0,0,6,54,176,134,165,97,34,3,654
LGA59360,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,11,4,4,7,15,22,6,5,51,21,51,52,59,55,5,0,248,4,3,0,5,0,0,0,16,94,238,270,324,279,53,7,1273
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,28,27,48,31,8,155,29,23,16,9,39,16,3,130,0,0,4,0,0,0,0,10,114,134,211,197,264,110,26,1064
LGA59499,36,41,20,11,10,4,0,121,3,16,14,11,0,3,0,49,39,90,98,48,39,10,4,335,81,143,129,72,53,14,4,499,180,702,1040,873,675,396,142,4003,1208,2018,1877,1805,1706,687,98,9404,41,71,72,70,58,26,26,363,7310,13102,13038,12601,10552,3447,516,60566
LGA59799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,7,5,8,0,0,24,0,3,11,12,4,0,0,30,0,3,6,6,4,0,0,18,13,68,91,102,50,6,0,329,0,6,4,4,3,0,0,16,66,252,411,418,212,28,0,1386
