POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA58050,630,0,6,0,3,639,1825,10,29,3,6,1868,2588,86,98,5,5,2783,2746,216,177,8,6,3158,2698,303,168,15,10,3190,2554,278,178,17,7,3039,2332,300,182,24,13,2850,2368,363,197,21,25,2977,1978,330,207,27,16,2552,1289,224,161,19,15,1712,467,128,83,13,9,694,102,40,35,13,0,194,20,29,21,15,0,85,21590,2311,1549,179,118,25743,1491,4,6,10,3,1518,1169,7,37,8,0,1225,624,10,45,8,4,695,466,24,59,8,4,560,388,43,65,13,5,520,272,37,64,6,0,381,287,41,61,20,7,402,270,41,92,11,3,418,290,50,86,8,0,433,319,48,101,18,4,495,235,62,84,24,3,413,133,43,46,17,10,247,70,28,27,27,5,153,6021,436,780,175,46,7455,874,39,45,7,9,978,487,31,41,13,43,622,28979,2829,2410,367,212,34793,245,0,5,0,0,248,1080,3,15,0,0,1101,1542,25
LGA58190,4,0,0,0,0,0,3,0,0,0,0,3,5,0,5,0,0,11,6,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,6,3,3,0,0,10,3,0,4,0,0,8,3,6,5,0,0,17,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,18,20,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,42,19,19,11,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,13,4,0,0,0,0,4,13,0,4,0,0,19,11,0,0,0,0,10,7,6,0,0,0,12,6,4,5,0,0,13,10,0,3,0,0,15,14,0,3,0,0,17,6,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,83,18,15,7,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,17,0,0,0,0,0,4,0,0,0,0,0,5,99,18,26,14,0,151,0,0,0,0,0,0,5,0,0,0,0,5,0,0
LGA58330,6,0,0,0,0,6,19,3,0,0,0,28,19,0,0,0,0,22,27,0,5,0,0,28,7,11,4,0,0,23,12,0,3,0,0,15,18,11,3,0,0,27,13,0,9,4,0,25,13,9,15,0,0,37,19,8,10,3,0,43,0,5,4,6,0,18,0,0,10,0,0,8,0,4,8,0,0,11,167,47,55,18,3,294,10,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,7,5,0,0,0,0,6,4,0,0,0,0,9,8,0,0,3,0,10,3,0,0,0,0,3,4,7,3,0,0,14,7,3,8,0,0,18,3,0,10,0,0,15,0,0,9,4,0,13,7,4,0,0,0,12,0,0,4,0,0,4,59,13,37,11,5,119,10,3,3,0,0,18,5,0,4,0,0,10,238,62,99,26,5,444,3,0,0,0,0,3,9,0,0,0,0,9,12,0
LGA58400,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,0,0,6,8,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,22,9,10,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,13,0,0,0,0,0,0,4,0,0,0,0,4,31,15,10,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,4,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,144,0,0,0,0,146,615,0,11,0,0,627,950,36,34,0,0,1024,1272,95,34,3,5,1405,1412,124,53,3,0,1588,1119,130,55,5,4,1321,1036,87,47,0,0,1181,891,119,49,4,8,1067,707,103,65,4,5,885,536,71,60,3,4,680,189,36,29,3,0,260,36,12,16,3,0,67,16,10,3,0,0,28,8929,819,461,34,29,10272,547,5,3,5,0,555,912,7,13,4,0,931,538,11,28,0,3,576,344,11,21,0,3,375,285,17,29,3,5,338,198,14,24,7,6,242,142,17,11,6,4,180,151,16,21,6,0,199,148,20,31,8,5,214,168,10,42,0,0,227,98,21,34,3,0,163,64,19,25,8,0,113,26,10,15,3,0,57,3630,174,304,36,28,4172,410,10,11,0,8,432,198,16,20,8,15,248,13168,1014,791,83,76,15131,58,0,0,0,0,58,514,4,7,0,0,525,896,9
LGA58540,3,0,0,0,0,5,9,0,0,0,0,9,9,0,0,0,0,17,16,0,3,0,0,21,12,5,0,0,0,17,8,6,5,0,0,18,11,8,0,5,0,19,6,3,5,0,0,17,12,8,4,6,0,32,16,9,5,0,0,26,4,0,5,0,0,12,0,0,0,0,0,5,0,0,0,7,0,8,115,38,29,19,0,202,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,0,5,0,0,5,0,0,0,0,0,8,34,5,11,6,0,48,9,0,0,4,0,9,0,0,0,0,0,4,158,41,39,29,4,272,0,0,0,0,0,0,3,0,0,0,0,3,6,0
LGA58570,96,0,0,0,0,102,449,3,4,0,0,456,778,32,23,4,0,834,933,91,60,4,3,1093,973,160,54,9,4,1198,829,194,57,7,0,1093,709,168,58,3,0,940,680,151,64,7,3,911,528,116,63,3,0,710,354,93,53,11,0,516,162,59,31,6,0,255,47,20,12,0,0,80,5,11,8,4,4,32,6551,1106,490,54,26,8216,353,3,0,0,0,358,475,0,20,4,0,502,295,7,20,0,4,324,197,16,28,6,0,250,150,21,30,3,0,206,107,27,42,4,0,177,96,14,29,5,0,135,93,19,25,0,0,140,96,24,36,4,0,165,106,28,44,0,0,184,58,31,33,9,0,133,36,25,18,5,0,80,12,13,14,8,0,43,2070,237,331,53,12,2697,279,16,6,0,8,309,134,5,16,8,12,171,9033,1359,845,106,49,11392,66,0,0,0,0,69,532,0,13,0,0,546,875,15
LGA58610,6,0,0,0,0,6,4,0,0,0,0,6,19,0,3,0,0,25,17,0,0,0,0,20,13,4,7,0,0,26,16,9,4,0,0,31,12,5,3,0,0,26,13,7,11,3,0,28,27,5,4,0,0,28,10,0,0,9,0,20,3,6,8,0,0,10,0,0,0,0,0,8,0,0,0,3,0,0,141,31,45,16,0,233,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,4,0,5,0,0,0,5,5,0,3,4,0,7,0,0,3,0,0,5,0,0,0,3,0,4,32,8,8,11,0,51,9,4,14,0,0,24,3,0,4,0,0,6,180,41,65,25,0,315,0,0,0,0,0,0,10,0,0,0,0,10,7,0
LGA58680,0,0,0,0,0,0,7,0,0,0,0,9,4,0,0,0,0,5,7,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,3,8,0,0,6,0,9,9,0,7,0,0,12,4,0,0,0,0,14,4,0,0,0,0,7,4,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,41,10,15,11,5,78,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,21,4,0,0,0,0,8,3,0,0,0,0,3,64,18,12,8,5,106,0,0,0,0,0,0,3,0,0,0,0,3,5,0
LGA58760,608,0,6,0,0,614,1682,16,47,4,3,1747,1925,115,114,5,0,2156,1950,264,216,9,8,2451,1947,362,228,11,5,2564,1642,369,233,9,13,2265,1534,372,229,22,12,2168,1401,414,255,21,13,2101,1213,349,263,17,15,1855,847,208,179,18,7,1253,279,89,80,7,4,457,63,33,34,0,0,142,13,20,5,0,0,37,15089,2606,1883,139,88,19806,1494,6,17,10,3,1526,1047,8,48,3,4,1107,455,15,54,4,0,530,299,26,99,12,4,432,273,58,97,13,4,438,211,50,105,12,3,383,186,37,110,4,5,340,178,63,136,12,6,403,198,53,128,16,3,391,202,60,112,20,0,400,164,69,94,13,0,343,78,29,41,21,0,177,36,21,28,18,0,98,4820,494,1060,157,32,6570,625,44,73,14,7,760,324,39,60,12,44,482,20861,3182,3073,321,173,27615,180,0,4,0,0,189,859,0,21,0,0,888,1105,10
LGA58820,34,0,0,0,0,34,87,0,0,0,0,88,99,0,0,0,0,102,89,5,5,0,0,97,118,8,6,0,0,133,121,9,6,0,0,132,164,5,7,0,0,173,159,5,12,0,3,186,156,8,3,0,0,173,88,5,7,0,4,103,27,0,3,0,0,31,0,0,5,0,0,8,0,0,3,0,0,6,1144,43,47,12,9,1257,14,0,0,0,0,14,22,0,0,0,0,22,13,0,0,0,0,13,8,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,11,13,0,0,0,0,12,15,0,3,0,0,21,15,0,3,0,0,17,15,0,3,0,0,25,3,0,3,0,0,14,3,3,0,6,0,13,0,0,0,3,0,7,143,5,18,15,0,187,88,0,5,0,0,90,31,0,0,0,4,41,1405,52,73,27,18,1578,8,0,0,0,0,8,36,0,0,0,0,40,30,0
LGA58890,0,0,0,0,0,0,10,0,0,0,0,14,6,0,0,0,0,10,7,0,0,0,0,11,3,3,0,0,0,7,3,3,4,0,0,13,4,7,0,4,0,22,9,4,3,4,0,19,3,3,7,3,0,17,3,5,3,0,0,19,10,0,4,5,0,9,0,0,7,3,0,10,0,0,4,3,0,10,63,34,42,28,0,161,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,5,0,8,0,0,0,9,0,8,15,6,12,11,0,40,6,3,3,0,0,11,0,0,0,0,0,0,77,39,51,36,3,207,0,0,0,0,0,0,6,0,0,0,0,6,6,0
LGA59030,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,21,12,0,0,0,0,12,17,4,3,0,0,23,18,0,0,0,0,22,22,0,0,0,0,20,19,0,0,0,0,19,24,0,0,0,0,31,13,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,143,13,14,9,7,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,15,0,0,0,0,15,3,0,0,0,0,7,171,13,10,11,7,208,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA59100,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,14,6,3,0,0,0,9,5,0,0,0,0,11,0,7,4,0,0,7,5,3,4,0,0,14,4,3,4,6,0,9,9,8,10,0,0,25,10,0,6,5,0,17,0,6,0,0,0,9,0,0,0,0,0,5,0,0,3,0,4,9,53,33,28,15,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,9,6,5,5,0,18,4,0,0,0,5,3,0,0,0,0,0,0,57,36,34,22,7,158,0,0,0,0,0,0,3,0,0,0,0,3,0,0
LGA59170,4,0,0,0,0,8,10,0,0,0,0,11,12,0,0,0,0,14,17,4,3,0,0,20,20,10,7,0,0,32,11,0,13,0,0,26,10,3,9,0,0,21,3,6,7,0,3,17,9,0,5,0,0,20,9,5,13,0,0,29,0,0,9,0,0,11,0,4,8,0,0,11,3,0,3,3,0,8,126,33,61,11,7,237,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,0,4,3,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,25,3,4,3,0,44,8,4,8,0,0,19,6,0,0,0,0,4,158,41,78,18,7,304,0,0,0,0,0,0,9,0,0,0,0,9,9,0
LGA59250,11,0,0,0,0,11,55,0,0,0,0,55,108,0,0,0,0,111,139,0,0,0,0,145,128,3,5,0,0,139,104,5,6,0,0,109,90,0,0,0,0,92,97,0,6,0,0,101,57,3,4,0,0,63,54,0,0,0,0,53,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,865,13,13,0,3,897,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,3,0,64,129,0,0,0,0,138,25,0,0,0,0,23,1074,13,14,3,8,1116,0,0,0,0,0,0,25,0,0,0,0,25,36,0
LGA59310,12,0,0,0,0,17,23,0,3,0,0,26,21,0,3,0,0,29,15,5,5,0,0,20,21,4,6,0,0,28,21,3,5,0,0,23,18,5,3,0,0,32,12,3,4,6,0,27,12,8,8,5,0,34,11,3,6,0,0,21,10,3,9,0,0,22,3,0,0,0,0,11,0,3,0,0,0,6,175,39,54,13,4,290,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,3,3,0,0,3,0,8,23,6,6,3,0,42,11,0,0,0,0,14,3,0,0,0,0,3,209,48,63,15,3,347,5,0,0,0,0,5,16,0,0,0,0,16,6,0
LGA59320,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,11,11,0,0,0,0,10,0,0,0,0,0,8,4,0,0,0,0,10,5,0,3,5,0,14,0,3,0,0,0,4,6,5,0,3,0,14,3,0,7,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,55,11,21,8,3,98,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,36,7,4,4,0,48,0,0,3,0,0,7,4,0,0,0,0,4,96,17,25,13,3,155,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA59330,0,0,0,0,0,0,6,0,0,0,0,8,4,0,0,0,0,7,3,0,0,0,0,7,4,0,0,0,0,6,5,3,0,0,0,9,4,0,0,4,0,6,6,7,3,3,0,11,4,0,0,0,0,8,6,4,0,0,0,7,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,23,6,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,20,3,0,0,0,0,3,0,0,0,0,0,0,54,23,11,14,3,112,0,0,0,0,0,0,5,0,0,0,0,5,6,0
LGA59340,26,0,0,0,0,26,99,0,0,0,3,103,173,0,0,0,0,175,164,9,3,0,0,175,139,11,4,3,0,161,118,18,4,0,0,145,104,11,5,0,0,115,141,17,9,0,0,165,102,15,15,0,0,132,94,14,6,3,0,113,48,3,4,0,0,56,16,4,3,0,0,22,3,4,0,0,0,7,1226,102,50,10,5,1396,27,0,0,0,0,29,18,0,0,0,0,18,34,0,0,0,0,31,24,6,0,0,0,22,10,0,0,0,0,14,12,0,0,0,0,15,11,0,0,0,0,15,15,0,4,0,0,23,15,5,0,0,0,18,14,5,6,0,0,26,13,0,0,0,0,19,5,0,3,0,0,11,0,0,4,0,0,5,200,16,27,4,6,249,81,5,3,0,0,94,45,0,0,0,3,53,1551,120,80,16,18,1789,28,0,0,0,0,28,80,0,0,0,0,83,159,5
LGA59350,0,0,0,0,0,0,25,0,0,0,0,34,73,0,0,0,0,73,57,0,0,0,0,57,47,0,0,0,0,46,42,0,0,0,0,42,50,0,0,0,0,47,63,0,0,0,0,62,35,4,0,0,0,41,21,0,0,0,0,25,15,0,4,0,0,18,7,0,0,0,0,3,0,0,0,0,0,0,432,5,4,4,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,31,62,0,0,0,0,62,16,0,0,0,0,16,536,5,6,9,0,559,0,0,0,0,0,0,6,0,0,0,0,6,10,0
LGA59360,7,0,0,0,0,7,37,0,0,0,0,38,65,4,0,0,0,64,74,0,0,0,0,80,89,0,4,0,0,88,80,0,4,0,0,84,85,0,0,0,0,92,95,6,3,3,0,110,78,5,11,4,0,101,64,8,10,0,6,81,14,3,0,0,0,25,4,0,0,0,0,9,0,0,3,0,0,4,678,31,43,12,6,780,6,0,0,4,0,9,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,12,3,0,0,0,0,8,13,0,0,0,0,13,5,0,0,0,0,9,7,0,0,0,0,14,13,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,7,74,4,11,10,8,94,70,0,4,0,0,71,23,0,0,0,0,23,839,41,52,22,16,964,3,0,0,0,0,3,16,0,0,0,0,17,23,0
LGA59370,12,0,0,0,0,12,12,0,0,0,0,13,18,5,0,0,0,27,21,9,3,0,0,29,30,8,0,4,0,44,22,9,6,3,0,43,26,6,0,0,0,29,21,4,3,3,0,34,33,11,14,0,0,56,15,12,7,8,0,42,3,6,8,0,0,17,3,4,9,0,0,17,0,0,5,0,0,8,205,65,64,23,8,364,22,0,0,0,0,27,9,0,0,0,0,8,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,5,5,0,3,0,0,11,4,0,0,0,0,0,4,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,13,6,5,3,0,0,13,7,0,0,4,0,14,0,0,0,3,0,10,85,9,24,12,5,131,15,4,4,0,0,21,3,0,0,4,4,10,306,85,86,43,14,526,0,0,0,0,0,0,16,0,0,0,0,16,20,0
LGA59499,730,0,20,0,5,759,1779,40,164,4,9,1997,2229,169,493,6,19,2914,2390,404,801,11,19,3628,2117,530,862,16,25,3549,1693,479,795,16,25,3015,1532,456,827,25,27,2862,1481,423,928,16,32,2879,1173,350,856,27,30,2428,805,246,636,22,21,1737,299,101,224,20,17,665,63,40,68,11,0,185,8,15,26,13,6,61,16296,3256,6700,187,251,26692,604,0,76,21,0,698,906,31,256,5,9,1210,649,47,328,9,8,1043,511,68,413,5,14,1006,402,85,450,19,17,972,344,110,473,13,11,954,313,117,543,22,14,1013,315,130,573,19,22,1058,310,141,687,25,31,1184,339,142,739,30,28,1275,228,108,523,41,22,922,136,55,230,34,7,459,58,27,94,42,7,229,5119,1060,5388,269,186,12017,2136,186,483,89,57,2952,644,60,132,21,77,938,24198,4565,12709,566,574,42601,76,0,3,0,0,79,405,4,30,0,4,439,532,10
