POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA52450,14,0,0,0,0,14,24,0,0,0,0,24,28,9,0,0,0,32,17,10,0,0,0,29,20,4,0,0,0,28,8,10,0,0,0,22,23,3,4,0,0,29,15,8,0,0,0,21,6,9,4,4,0,26,15,10,3,0,0,28,3,0,0,0,0,7,0,4,0,0,0,7,0,0,0,0,0,0,177,55,18,12,4,271,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,0,5,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,23,8,10,4,0,43,9,3,6,0,0,15,0,0,0,0,3,3,216,66,31,12,9,335,4,0,0,0,0,4,6,0,0,0,0,6,20,0
LGA52520,9,0,0,0,0,9,23,5,0,0,0,29,29,3,4,4,0,38,17,9,8,3,0,33,18,8,5,0,0,31,26,18,0,0,0,42,21,3,0,0,0,26,19,3,4,0,0,35,25,6,14,4,0,47,14,5,8,0,0,28,6,5,5,4,0,18,3,3,0,0,0,8,0,0,0,4,0,6,216,70,50,23,0,352,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,8,6,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,9,22,3,11,10,0,48,4,0,0,0,0,6,7,0,0,0,0,8,249,79,62,30,4,413,6,0,0,0,0,6,14,0,0,0,0,14,16,0
LGA52590,20,0,0,0,0,18,55,0,0,0,0,56,54,5,5,0,0,65,63,5,4,0,0,65,64,4,3,4,0,73,55,7,10,6,0,73,60,12,7,0,0,81,55,13,4,0,0,76,60,15,13,0,0,82,49,5,15,3,0,69,10,3,9,0,0,28,0,3,0,3,0,14,0,0,0,3,0,7,539,77,78,19,4,709,17,0,0,0,0,19,13,0,0,0,0,13,10,0,0,0,0,11,6,0,0,0,0,6,8,0,0,0,0,11,6,0,0,0,0,10,8,0,3,0,0,16,8,4,3,0,0,16,13,0,8,3,0,23,12,4,0,3,0,22,5,0,8,3,0,19,0,3,5,4,0,11,3,0,3,7,0,16,108,11,27,24,0,179,41,5,5,0,3,56,15,0,0,5,0,20,700,99,119,49,11,967,8,0,0,0,0,12,16,0,0,0,0,16,46,0
LGA52660,33,0,0,0,0,33,88,0,0,0,0,90,99,5,9,0,0,105,115,11,11,0,0,135,103,13,8,0,0,120,108,11,12,3,0,136,107,18,11,0,0,134,85,17,17,0,0,127,105,21,16,0,0,147,83,8,11,4,3,111,22,3,5,0,5,36,6,0,3,0,0,15,0,0,5,3,0,9,957,110,110,11,10,1200,123,0,0,0,0,124,39,0,0,0,0,41,20,0,4,0,0,25,18,0,0,0,0,18,23,0,5,3,0,35,14,4,4,0,0,23,6,0,6,0,0,15,10,0,4,0,0,19,16,0,3,0,0,24,17,5,7,3,0,29,16,0,8,0,0,25,4,0,12,3,0,24,4,0,0,6,4,14,306,11,61,21,10,404,55,3,3,5,0,71,21,0,0,0,5,27,1349,130,180,36,20,1702,32,0,0,0,0,32,56,0,6,0,0,60,51,0
LGA52730,16,0,0,0,0,16,29,0,0,0,0,28,23,0,5,0,0,24,32,3,11,0,0,49,29,6,10,0,0,47,26,14,15,5,0,54,36,3,16,3,0,65,39,14,21,0,0,76,28,7,27,4,0,67,29,0,20,8,0,62,7,4,12,3,0,27,7,5,3,8,0,24,0,0,3,4,0,7,301,66,137,32,5,549,58,0,0,0,0,57,10,0,0,0,0,11,9,0,0,0,0,9,4,0,3,0,0,8,4,0,7,0,3,18,11,5,4,0,0,19,6,0,12,6,0,19,25,7,3,0,0,38,31,4,6,3,0,43,23,3,11,0,0,48,12,3,10,5,0,27,10,0,9,3,3,23,0,0,13,4,0,22,205,23,86,21,10,350,31,0,11,8,0,49,11,0,0,3,0,16,550,89,237,57,21,960,6,0,0,0,0,6,16,0,0,0,0,16,16,0
LGA52800,12,0,0,0,0,13,79,0,0,0,6,79,137,0,0,0,0,141,154,5,0,0,0,158,104,4,0,0,0,110,92,0,6,0,5,98,98,3,4,3,3,106,95,3,0,0,0,102,87,4,8,0,0,103,64,4,6,0,0,71,35,6,3,0,0,37,8,0,0,0,0,12,0,0,4,0,0,0,967,37,27,3,10,1044,16,0,0,0,0,17,17,0,0,0,0,14,13,0,0,0,0,9,23,0,0,0,0,26,18,0,0,0,0,20,15,0,0,0,0,15,11,0,0,0,0,15,15,0,7,0,0,20,15,0,0,0,0,19,8,0,4,0,0,19,20,0,0,0,0,24,4,0,0,0,0,3,0,0,0,0,0,0,185,15,15,4,0,219,70,3,0,0,0,72,39,7,0,0,3,43,1259,53,44,9,14,1374,17,0,0,0,0,17,63,0,5,0,0,68,102,0
LGA52870,18,0,0,0,0,23,30,0,0,0,0,34,31,4,3,0,0,42,52,4,3,0,0,60,49,12,13,0,0,72,45,10,15,0,0,66,35,17,3,5,3,65,34,16,18,4,0,71,35,6,17,3,4,65,34,8,5,5,0,63,20,5,16,9,0,43,0,0,0,5,0,12,4,0,4,6,0,17,389,80,104,45,13,631,35,0,0,0,0,38,12,0,3,0,0,13,11,0,0,0,0,11,10,0,0,0,0,8,9,0,3,0,0,14,9,0,3,0,0,9,11,0,6,0,0,19,11,4,4,0,0,16,8,4,0,0,0,14,15,7,5,0,0,19,10,3,9,4,0,29,12,0,9,6,0,27,0,0,5,11,0,16,146,22,41,30,0,240,30,0,3,6,0,39,13,4,3,0,0,22,578,104,156,80,17,933,8,0,0,0,0,8,21,0,0,0,0,19,19,0
LGA52940,3,0,0,0,0,3,10,0,0,0,0,9,8,0,0,0,0,3,5,0,6,0,0,13,4,0,3,0,0,9,8,4,4,0,0,20,5,3,3,4,0,15,10,8,0,0,0,15,8,4,4,3,3,18,10,3,7,0,0,18,0,3,5,0,0,8,0,0,3,0,0,0,0,0,0,0,0,5,62,34,33,9,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,7,4,10,7,0,31,0,0,3,0,0,5,4,0,0,0,0,9,70,40,43,18,0,180,0,0,0,0,0,0,7,0,0,0,0,7,5,0
LGA53010,0,0,0,0,0,0,5,0,0,0,0,10,9,0,0,0,0,14,9,0,4,0,0,14,9,7,6,3,0,18,0,6,6,0,0,16,5,0,5,7,0,16,5,0,3,0,0,14,3,4,5,0,0,13,4,8,3,6,0,14,4,0,0,0,0,14,0,0,5,0,0,7,0,0,0,0,0,0,56,26,45,19,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,4,0,6,0,0,0,0,0,3,10,3,4,6,0,22,3,0,4,0,0,10,0,0,0,0,0,5,71,27,50,25,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,27,0,0,0,0,23,37,0,0,0,0,37,43,0,0,0,0,43,34,0,0,0,0,34,29,0,0,0,0,35,32,0,0,0,0,32,44,0,0,0,0,45,27,4,0,0,0,29,22,0,5,0,5,25,10,4,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,314,9,4,0,5,331,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,8,6,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,47,0,4,0,0,48,31,0,0,0,0,27,8,0,0,0,0,8,401,8,6,0,5,422,3,0,0,0,0,9,8,0,0,0,0,8,14,0
LGA53150,4,0,0,0,0,4,31,0,0,0,0,32,45,0,0,0,0,47,59,7,3,0,0,71,55,8,12,0,0,72,39,18,6,0,0,57,46,19,10,0,0,73,32,19,12,0,0,63,31,20,9,6,4,62,16,10,9,0,0,36,14,9,4,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,369,122,63,4,4,561,58,0,4,0,0,60,59,0,4,0,0,57,24,0,7,0,0,28,13,5,0,0,0,20,9,3,3,4,0,20,6,5,0,0,0,12,0,4,3,0,0,11,4,5,0,0,0,15,11,0,6,0,0,21,12,6,14,0,0,31,3,10,3,0,0,19,6,3,3,0,0,16,3,0,0,0,0,9,216,46,47,7,0,318,17,4,0,0,0,21,0,3,0,0,0,11,603,171,117,20,0,912,10,0,0,0,0,10,48,0,0,0,0,50,63,0
LGA53220,69,0,0,0,0,69,500,0,5,0,0,508,1118,3,4,0,5,1130,1578,13,3,3,4,1598,1594,17,7,0,5,1623,1379,16,3,0,0,1408,1316,17,10,0,0,1345,1190,16,5,4,3,1216,988,17,7,0,0,1006,606,9,5,0,7,624,204,0,0,0,0,206,32,5,0,0,0,36,12,3,0,0,0,15,10569,122,67,16,21,10788,44,0,0,0,0,48,51,0,0,0,0,50,81,0,0,0,0,82,116,0,0,0,4,124,97,0,4,0,0,101,104,0,0,0,0,113,94,0,3,0,0,101,99,0,0,0,0,95,62,0,0,0,0,72,46,0,0,0,0,46,13,4,0,0,0,15,6,0,6,0,0,3,0,0,0,0,0,0,824,11,20,7,3,861,1566,10,8,0,9,1596,269,0,5,0,16,296,13238,143,89,19,47,13539,43,0,0,0,0,43,308,0,0,0,3,315,512,0
LGA53290,105,0,0,0,0,106,210,0,0,0,5,213,198,7,12,0,4,219,164,25,22,4,3,219,205,36,27,8,0,278,188,27,28,4,0,246,192,44,40,10,4,281,185,56,51,13,6,310,168,36,44,11,0,266,129,27,26,14,0,198,41,17,14,6,0,80,6,3,6,0,0,23,0,3,7,12,0,27,1793,282,286,77,31,2463,91,0,0,0,0,93,20,0,0,0,0,22,29,0,4,0,0,33,25,0,0,0,0,24,18,0,9,0,0,25,23,0,5,0,0,21,26,0,13,0,0,37,25,9,9,0,0,33,19,6,9,0,5,36,34,0,9,3,0,53,22,8,9,4,0,40,6,7,12,3,0,36,5,0,8,3,0,17,333,27,73,37,12,479,107,18,19,4,4,155,56,13,6,3,4,76,2290,333,391,118,54,3182,48,0,0,0,0,52,116,0,0,0,0,116,128,0
LGA53360,25,0,0,0,0,25,40,0,0,0,0,43,62,0,3,0,0,65,70,9,0,0,0,77,69,10,3,0,6,84,56,12,10,0,0,82,60,11,7,0,3,82,47,14,9,0,0,65,44,7,3,0,0,55,30,10,4,3,0,49,7,5,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,6,507,77,48,4,6,644,33,0,0,0,0,33,10,0,0,0,0,10,8,0,0,0,0,14,15,0,0,0,0,14,5,0,4,0,0,11,4,7,0,0,0,14,4,0,0,0,0,8,10,3,3,0,0,18,9,0,4,0,0,17,9,5,4,0,0,15,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,121,19,14,3,5,163,43,5,3,0,0,48,19,3,0,0,3,27,692,97,73,13,18,886,9,0,0,0,0,9,37,0,6,0,0,41,63,0
LGA53430,143,0,0,0,0,144,548,8,7,0,0,563,836,19,33,3,0,893,1027,92,61,3,3,1184,1008,121,68,4,0,1201,850,149,69,0,3,1077,860,153,82,6,0,1100,880,164,81,7,5,1136,705,159,86,9,3,960,507,110,62,8,5,692,165,54,38,3,3,261,45,18,14,0,0,88,7,20,4,4,0,32,7594,1065,602,54,30,9349,530,5,10,4,0,544,689,4,15,7,0,709,342,9,19,4,3,375,214,15,29,0,0,257,195,10,34,5,0,245,157,25,25,0,0,208,127,29,39,4,0,195,105,34,34,3,0,180,133,27,48,10,3,216,135,28,45,14,0,214,124,34,57,8,0,220,67,28,33,14,7,145,25,19,21,15,0,78,2829,260,399,81,19,3586,477,21,19,5,6,526,171,13,17,3,20,214,11074,1351,1031,146,69,13677,87,0,0,0,0,87,436,0,11,0,0,447,715,7
LGA53570,15,0,0,0,0,19,61,5,0,0,0,60,87,3,3,0,0,95,83,7,7,0,0,93,61,10,6,0,3,78,71,4,6,0,0,93,55,18,8,4,0,88,52,15,9,5,4,83,54,15,14,0,0,84,35,6,14,10,0,63,12,7,10,3,3,33,9,4,10,3,0,25,5,4,6,5,0,15,594,97,91,36,10,826,26,0,0,0,0,28,20,0,0,0,0,21,24,0,0,0,0,26,12,0,4,0,0,13,6,0,3,0,0,10,8,0,0,0,0,13,4,3,4,0,0,14,11,4,3,0,0,16,14,5,3,4,0,25,19,4,7,0,0,33,11,3,10,6,0,26,4,0,3,6,0,16,3,3,7,5,0,16,156,23,49,28,8,267,32,0,9,0,0,51,19,3,4,3,4,35,801,118,153,72,27,1177,14,0,0,0,0,12,25,0,0,0,0,28,61,0
LGA53640,5,0,0,0,0,9,23,0,0,0,0,23,19,9,4,0,0,33,25,9,10,0,0,38,19,6,0,0,6,28,11,4,5,4,0,27,16,8,9,4,0,34,17,3,11,5,0,33,14,6,4,3,0,29,13,4,3,3,0,25,10,5,12,0,0,25,7,6,0,0,0,9,0,0,4,0,0,4,183,55,48,20,8,312,5,0,0,0,0,5,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,5,6,0,0,0,9,0,0,0,0,0,0,6,0,0,4,0,4,25,5,12,0,4,47,10,0,0,0,0,10,3,0,0,0,0,3,215,57,58,17,17,372,4,0,0,0,0,4,11,0,0,0,0,11,7,0
LGA53710,0,0,0,0,0,0,3,0,5,0,0,6,6,0,0,0,0,7,3,3,0,0,0,7,7,5,3,0,0,15,3,5,0,0,3,10,3,5,5,0,0,12,5,6,6,3,0,15,6,4,5,0,0,11,4,3,3,4,0,13,6,0,0,4,0,12,0,0,0,0,0,3,0,0,0,0,0,0,54,28,33,11,4,128,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,3,13,7,9,9,0,35,3,0,0,0,0,4,3,0,0,0,0,3,69,36,40,24,10,170,3,0,0,0,0,3,4,0,0,0,0,4,6,0
LGA53780,289,0,0,0,0,296,784,15,7,0,0,805,992,52,59,0,4,1106,1012,104,62,11,9,1195,1000,188,119,11,6,1332,880,169,100,4,5,1163,839,141,100,7,3,1092,787,124,110,9,5,1035,749,106,102,9,5,975,512,91,79,3,4,688,195,67,44,5,0,303,45,28,7,5,0,93,6,3,4,0,0,17,8090,1082,802,74,36,10083,613,0,9,9,0,633,534,4,21,4,0,560,282,7,31,8,0,323,188,20,42,5,3,257,174,24,64,14,0,276,125,36,64,12,5,236,115,34,60,5,0,223,88,24,45,4,3,166,127,21,57,8,4,214,133,35,62,13,0,243,91,30,61,11,0,193,41,17,31,8,7,107,32,11,11,6,0,67,2551,268,554,94,26,3488,369,21,23,5,9,420,220,25,20,5,18,291,11222,1391,1394,175,91,14282,105,0,3,0,0,107,436,3,4,0,0,445,603,7
LGA53800,236,0,0,0,0,236,452,3,5,3,3,472,548,12,26,6,5,589,550,26,22,0,0,600,549,59,40,12,4,662,500,51,37,4,0,602,536,78,43,10,3,669,498,75,64,11,4,648,507,82,71,10,7,675,364,63,54,12,0,491,124,35,34,10,3,212,21,10,11,8,0,48,4,4,0,3,0,25,4896,499,415,83,22,5915,352,0,0,8,0,357,171,0,7,0,0,178,131,0,5,0,0,138,77,4,8,0,0,98,70,3,10,5,0,89,65,7,7,6,0,78,82,11,9,0,0,104,86,16,27,4,0,135,87,7,18,8,0,122,96,14,32,6,3,154,64,14,27,3,5,110,42,12,10,10,0,76,18,8,6,13,0,50,1347,101,167,57,9,1693,283,16,15,15,0,337,115,9,4,3,13,145,6645,632,608,158,44,8088,125,0,0,0,0,127,333,0,11,0,0,351,383,6
LGA53920,10,0,0,0,0,10,27,0,0,0,0,27,54,0,0,0,0,54,46,0,0,0,0,46,45,4,0,0,0,55,47,0,0,0,0,45,43,0,0,0,0,46,54,0,0,0,0,52,45,3,3,0,0,52,23,0,0,0,0,27,8,0,0,0,0,10,3,0,0,0,0,9,0,0,0,0,0,0,409,18,6,0,5,437,4,0,0,0,0,4,14,0,0,0,0,14,9,0,0,0,0,9,7,0,0,0,0,7,10,0,0,0,0,10,7,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,3,9,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3,0,0,93,48,0,0,0,0,50,20,0,0,0,0,26,570,19,3,4,8,609,13,0,0,0,0,13,37,0,0,0,0,37,50,0
LGA53990,90,0,0,0,0,90,235,0,4,0,0,240,299,8,10,0,0,315,350,12,13,0,0,381,379,31,20,3,0,437,357,18,19,5,6,403,341,15,17,12,5,385,287,28,30,3,3,352,275,28,28,6,7,342,228,27,28,3,0,283,78,7,15,8,0,107,13,6,8,3,4,31,3,0,8,4,0,14,2931,184,200,45,24,3383,148,0,0,0,0,151,58,0,0,0,0,65,56,0,3,0,0,61,41,0,0,0,0,45,44,0,3,3,0,49,38,4,0,0,0,50,33,3,9,0,0,43,31,6,9,0,0,45,26,3,11,3,0,47,40,10,21,4,0,72,33,5,12,4,0,60,11,5,14,6,0,36,5,6,4,14,0,29,570,40,95,37,8,753,141,8,9,0,0,165,60,0,6,0,9,73,3700,236,309,91,38,4372,45,0,0,0,0,45,136,0,5,0,0,139,171,3
LGA54060,11,0,0,0,0,11,20,0,0,0,0,19,23,0,0,0,0,24,23,6,0,0,0,26,31,0,5,0,0,36,19,10,4,0,0,34,23,3,7,3,0,38,26,9,7,0,0,46,25,10,6,0,0,41,20,3,10,0,0,34,4,8,3,5,0,20,0,0,0,3,0,3,0,3,0,3,0,9,217,52,49,16,10,345,22,0,0,0,0,23,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,0,0,0,8,0,0,0,0,9,7,0,4,0,0,10,3,0,0,0,0,7,9,3,3,0,0,19,5,0,6,0,0,6,0,3,0,0,0,3,0,0,4,0,0,3,69,7,21,13,5,115,17,0,3,5,0,25,9,4,0,5,4,16,319,62,74,33,15,495,3,0,0,0,0,3,19,0,0,0,0,19,9,0
LGA54130,3,0,0,0,0,7,18,0,0,0,0,18,13,0,3,0,0,16,17,0,6,4,0,25,13,7,5,3,0,34,0,9,8,0,0,20,8,8,5,0,0,21,14,3,10,3,0,29,14,0,9,4,0,34,4,3,3,3,0,20,0,4,6,7,0,16,0,0,0,0,0,4,0,0,0,0,0,0,121,34,58,35,5,251,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,9,3,0,0,0,0,11,4,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,27,4,9,5,0,48,10,3,0,0,0,16,0,0,0,0,0,6,164,46,69,42,8,320,0,0,0,0,0,0,8,0,0,0,0,8,14,0
LGA54170,211,0,0,0,0,214,730,4,36,0,0,782,1028,39,82,3,0,1152,999,137,93,10,3,1245,1004,231,129,3,5,1371,856,208,147,13,0,1226,798,267,172,8,4,1248,788,267,202,18,7,1282,649,220,201,11,5,1082,503,193,128,13,3,826,160,81,70,5,0,323,34,27,27,0,0,89,12,3,4,0,0,23,7770,1669,1292,79,39,10855,1703,5,16,11,5,1739,1233,6,35,9,3,1275,489,3,46,5,0,551,286,29,40,0,3,357,181,34,74,3,0,291,147,35,74,5,0,261,144,41,83,10,0,278,129,56,88,15,0,288,155,62,102,8,3,327,181,68,135,15,0,415,175,65,130,24,6,401,94,46,77,28,3,259,44,29,27,13,0,107,4981,480,929,146,29,6559,384,34,59,10,5,497,230,25,29,11,23,315,13364,2204,2306,249,91,18225,202,0,4,0,3,205,926,0,15,0,0,939,1310,9
LGA54200,137,0,3,0,0,143,441,8,8,0,0,457,575,21,28,0,0,622,685,67,34,0,6,802,670,83,71,8,5,834,597,102,52,9,0,757,601,71,76,5,4,760,624,84,59,5,4,772,513,84,66,9,0,672,368,66,52,8,0,488,141,37,24,5,0,208,38,26,8,5,0,70,4,8,9,5,0,27,5402,646,482,54,15,6605,352,3,7,4,0,365,267,0,11,3,0,289,147,0,19,0,0,167,99,7,17,6,0,128,94,17,25,3,0,134,60,9,17,6,0,95,65,12,33,0,0,109,51,17,29,5,0,100,58,20,45,5,0,121,84,38,37,0,4,161,68,23,30,6,0,135,33,17,28,8,0,91,20,7,11,7,3,49,1392,169,306,57,15,1944,196,18,15,9,6,236,120,13,13,3,14,158,7108,850,813,123,49,8944,54,0,0,0,0,56,224,0,5,0,0,232,315,6
