POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA54280,35,46,45,47,48,9,0,230,10,43,80,73,83,69,25,0,378,4,36,105,77,87,77,15,0,401,6,48,213,230,236,164,32,0,942,0,4,34,53,46,33,12,0,187,0,3,27,52,44,14,3,0,139,0,9,7,9,3,8,3,0,42,64,223,619,612,635,508,141,4,2806,5,0,0,0,6,0,0,0,17,63,0,9,3,3,4,0,3,83,24,6,11,13,5,10,7,0,71,13,11,16,11,10,11,5,0,80,17,5,18,12,20,16,0,0,84,7,17,20,27,21,23,14,0,131,6,24,33,24,26,29,5,0,145,12,17,17,24,31,36,3,0,152,7,23,38,18,28,49,18,0,185,5,23,27,29,13,20,3,0,109,9,22,40,15,11,16,0,0,111,0,25,41,21,15,13,3,0,110,6,14,45,28,19,13,4,0,125,0,0,3,9,0,5,0,0,27,0,0,5
LGA54310,9,19,21,24,26,10,0,118,4,13,31,50,50,21,10,0,182,0,9,33,42,51,37,4,0,181,5,41,128,193,165,124,8,0,656,0,10,39,66,55,39,4,0,218,0,0,32,71,65,50,4,0,221,0,0,4,4,3,3,0,0,18,27,104,327,463,448,336,74,4,1781,0,0,0,3,0,0,0,0,14,62,0,0,0,0,0,3,0,69,25,4,3,9,11,0,0,0,50,8,5,7,9,8,0,0,0,44,9,6,4,9,5,3,0,0,27,4,0,12,12,17,5,4,0,61,3,5,24,17,23,14,0,0,92,3,16,22,21,30,13,3,0,104,8,17,44,30,26,31,0,0,160,8,20,58,22,29,27,3,0,164,0,16,35,23,27,18,3,0,127,3,9,56,30,16,18,6,0,138,3,25,100,99,66,34,7,0,331,0,5,20,33,13,9,3,0,80,0,0,14
LGA54340,0,5,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,14,10,13,23,9,0,85,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,12,4,0,3,0,0,3,0,0,14,0,0,0,6,0,4,0,0,16,0,4,5,7,4,0,5,0,25,3,4,8,4,8,4,0,0,36,5,13,12,10,20,22,7,0,86,4,8,22,16,22,9,0,0,85,4,6,15,5,7,12,0,0,44,0,6,5,8,5,6,4,0,27,0,0,0,4,4,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,4,0,8,0,0,0,0,5,0,0,0,12,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,7,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,4,5,0,0,6,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,13,12,25,11,0,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,3,0,0,0,3,3,4,0,11,4,6,0,0,0,0,0,0,14,0,3,5,3,3,3,0,0,18,0,6,7,10,9,13,0,0,39,0,7,4,0,0,3,0,0,11,0,0,0,5,0,0,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,9,0,0,3,0,5,4,0,0,11,0,0,9,4,0,4,0,0,22,0,0,14,20,7,8,0,0,52,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,26,31,22,22,5,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,7,0,0,3,0,0,0,0,6,13,0,0,3,0,3,3,0,0,10,0,3,0,0,4,0,0,0,13,0,0,0,0,3,4,0,0,8,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,10,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,20,67,56,76,63,15,0,306,0,16,58,61,75,75,9,0,299,0,10,56,60,75,72,4,0,285,0,12,92,135,173,156,15,0,585,0,5,9,22,35,24,0,0,98,0,0,3,6,9,10,0,0,45,0,0,0,5,6,10,3,0,21,47,148,452,491,591,540,106,4,2382,4,0,3,0,0,4,0,0,13,68,0,3,0,3,0,3,0,83,42,21,3,10,18,7,0,0,102,14,18,16,20,14,14,6,0,107,18,13,9,22,20,17,5,0,102,25,24,26,32,30,12,10,4,165,20,25,42,52,60,28,15,0,242,9,36,62,57,73,27,7,0,280,13,37,58,47,53,48,14,0,271,5,28,49,50,44,25,10,0,215,0,13,49,47,30,24,0,0,168,4,9,48,35,32,14,0,0,148,0,8,59,53,35,32,3,0,190,0,0,7,11,9,0,0,0,21,0,0,6
LGA54900,0,3,0,3,0,0,0,11,0,0,4,0,5,5,0,0,14,0,0,0,0,4,4,0,0,7,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,19,17,19,9,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,6,0,4,0,0,0,0,0,0,6,0,0,0,0,8,4,0,0,11,4,3,4,0,4,0,0,0,17,0,0,4,0,3,0,0,0,10,0,0,3,6,0,0,0,0,8,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,10,11,11,17,8,0,0,58,0,11,24,17,19,16,0,0,95,0,10,49,37,37,38,0,0,175,4,40,158,155,155,103,25,0,638,0,0,15,34,23,13,0,0,82,0,0,6,29,19,6,5,0,68,0,0,0,0,3,0,0,0,8,7,78,262,296,288,192,35,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,3,0,0,9,6,0,3,0,0,19,0,8,7,8,5,4,3,0,31,4,8,16,9,12,8,0,0,60,4,5,6,3,4,10,0,0,33,0,7,11,6,4,3,0,0,27,0,10,12,10,4,8,0,0,52,0,0,0,0,0,3,0,0,6,0,0,0
LGA55040,0,11,7,12,9,0,0,48,0,17,19,13,13,17,0,0,70,0,17,52,45,37,23,8,0,179,0,22,134,122,97,75,13,0,459,0,6,23,34,26,7,0,0,103,0,4,12,39,30,7,0,0,94,0,0,0,3,0,3,0,0,10,6,66,257,276,231,146,24,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,7,0,0,6,0,4,3,0,0,12,0,0,4,0,4,0,0,0,15,0,7,13,7,10,16,0,0,52,0,5,6,10,9,10,0,0,46,0,8,17,8,3,5,0,0,42,5,6,15,13,9,6,0,0,55,0,7,13,17,5,8,0,0,41,0,0,0,0,6,0,0,0,9,0,0,0
LGA55110,9,16,18,37,28,8,0,110,0,0,11,9,26,39,10,0,99,0,0,12,14,27,20,0,0,74,0,3,7,11,27,21,5,0,78,0,0,3,4,8,3,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,103,69,126,157,236,262,93,21,1068,10,4,0,0,0,0,0,0,21,253,4,10,12,9,16,0,0,304,136,34,21,29,18,24,6,0,264,47,34,30,14,40,29,14,0,218,39,47,39,29,31,48,21,5,265,22,55,64,66,61,81,22,4,369,14,58,61,56,66,75,20,0,355,6,31,68,59,65,53,9,0,296,10,15,37,43,57,51,15,0,231,0,7,14,22,31,29,4,0,107,0,4,10,17,9,13,6,0,59,0,0,0,8,9,8,4,0,36,0,0,4,10,6,6,0,0,37,0,0,4,4,4,3,0,0,13,0,0,0
LGA55180,0,4,3,16,16,4,0,49,0,0,0,4,10,23,4,0,48,0,0,4,7,6,9,3,0,28,0,0,3,8,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,11,20,29,50,75,103,30,0,313,0,0,0,0,0,3,0,0,8,25,4,5,0,3,5,0,0,45,6,3,9,5,3,15,7,0,43,3,5,10,3,11,13,6,3,55,5,4,7,4,6,8,0,0,44,17,7,12,19,23,20,16,0,110,11,13,27,13,21,18,6,3,114,6,29,51,40,22,29,0,0,179,3,10,13,16,20,16,4,0,82,0,3,10,8,11,17,0,0,47,0,0,3,6,0,0,0,0,22,0,0,5,0,7,8,0,0,21,0,0,0,4,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0
LGA55250,0,6,3,4,0,3,0,13,0,10,3,17,19,8,0,0,62,0,5,17,22,23,15,0,0,78,0,8,32,37,53,26,5,0,165,0,8,11,13,10,4,0,0,44,0,0,3,16,15,5,0,0,41,0,0,0,5,0,0,0,0,3,3,33,73,106,128,65,17,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,3,0,0,0,0,0,9,0,4,12,0,5,0,5,0,20,3,5,13,7,3,5,0,0,25,0,0,6,4,3,0,0,0,17,4,0,9,7,0,4,0,0,17,0,6,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,8,32,38,64,43,17,0,190,0,3,23,22,38,31,12,0,133,0,0,18,22,15,12,6,0,76,0,6,35,26,34,26,8,0,118,0,0,6,9,7,7,0,0,36,0,4,4,3,11,4,0,0,23,0,3,3,11,0,3,0,0,17,78,143,288,268,298,285,90,5,1463,6,0,4,0,3,0,0,0,24,327,26,10,4,0,4,4,0,376,124,62,24,11,22,23,10,0,276,48,75,36,19,31,39,15,4,270,31,49,35,34,33,35,18,3,246,28,76,60,42,45,55,16,7,340,12,65,69,78,64,99,25,9,418,8,54,144,102,118,101,26,4,557,4,34,99,125,115,101,24,0,502,0,9,38,35,34,40,10,0,177,3,3,35,33,21,23,8,0,121,0,6,6,11,11,9,0,0,45,4,0,13,17,15,8,4,0,60,0,0,0,7,5,4,0,0,14,0,0,0
LGA55390,0,0,5,7,3,0,0,16,0,3,5,3,0,4,0,0,22,0,5,16,7,17,8,0,0,64,0,8,47,54,38,27,3,0,175,0,0,7,14,13,8,0,0,49,0,0,4,10,4,0,0,0,14,0,0,4,0,0,0,0,0,5,0,23,83,97,81,55,12,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,0,11,3,4,3,0,0,7,0,0,14,0,0,5,3,0,7,0,0,11,0,0,3,0,0,0,0,0,9,0,0,4,3,0,0,0,0,13,0,0,4,0,0,0,0,0,5,0,0,0
LGA55460,0,0,5,4,0,0,0,12,0,0,0,3,3,3,0,0,13,0,0,6,3,0,6,0,0,20,0,0,0,8,7,8,0,0,26,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,26,23,29,38,13,0,142,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,5,0,0,0,0,5,4,0,0,3,3,0,0,0,3,7,0,0,12,0,0,4,0,0,4,0,0,10,3,4,4,0,0,6,0,0,19,5,0,0,3,12,4,6,0,19,0,0,0,3,3,3,0,0,15,0,0,5,0,3,0,0,0,18,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,10,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,4,4,0,8,0,0,17,0,0,0,0,3,6,4,0,14,0,0,0,3,6,5,0,0,9,0,0,0,0,3,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9,11,30,30,18,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,18,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,5,0,0,7,0,0,12,3,4,6,4,4,4,6,0,25,0,6,3,6,0,0,0,0,19,0,0,0,5,3,8,0,0,17,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,7,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,5,4,0,33,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,16,11,5,4,0,4,0,0,0,17,8,0,3,5,0,0,6,0,17,6,5,3,3,3,0,0,0,26,0,3,10,3,7,0,3,0,26,0,0,7,4,0,7,6,0,18,0,3,3,4,3,6,7,0,23,0,0,0,7,3,3,0,0,14,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55810,0,0,0,5,0,0,0,9,0,0,0,0,3,8,0,0,13,0,0,10,8,11,8,0,0,35,4,8,30,19,17,22,4,0,96,0,0,0,3,3,0,0,0,12,0,0,0,5,5,6,0,0,14,0,0,0,0,0,3,0,0,8,4,8,55,37,39,45,5,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,5,3,4,0,0,0,16,0,0,7,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,3,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,4,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
