POW_LGA_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,7,0,5,6,0,0,0,5,0,16,3,4,0,4,4,0,0,3,0,12,3,0,9,3,5,0,9,0,0,30,7,3,4,5,4,0,3,7,0,35,6,3,9,0,4,0,11,3,0,36,13,3,3,0,0,4,0,4,0,30,8,0,0,0,0,0,14,3,4,38,4,0,0,0,6,4,4,0,0,10,12,5,6,3,0,0,3,0,0,35,5,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,13
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,4,3,0,4,0,0,3,26,42,5,0,0,0,0,0,0,6,0,8,0,0,0,0,3,17,0,8,0,32,8,6,4,10,5,12,0,9,0,56,17,6,5,8,17,15,0,26,0,99,18,5,9,10,7,7,4,13,5,68,28,8,20,22,20,37,4,39,0,187,24,12,12,41,33,29,17,68,3,235,52,10,24,49,32,29,19,81,5,307,70,32,36,47,57,19,25,60,4,346,44,42,35,27,39,11,15,23,0,242,42,50,33,19,29,9,25,18,6,218,34,40,22,21,10,5,25,4,4,166,68,66,51,22,16,6,49,9,0,285,23,6,21,0,0,0,9,0,0,59,19,20,10,6,3,0,8,5,0,76
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,6,0,15,10,0,5,0,6,0,0,0,0,21,11,0,9,0,0,0,4,6,0,30,8,0,0,0,4,0,4,3,0,22,8,0,6,0,6,0,5,3,0,27,20,0,3,0,4,0,9,7,0,45,13,0,8,0,8,0,0,5,0,33,11,4,3,0,3,0,4,9,0,44,12,5,0,0,0,0,6,0,0,24,14,3,9,0,0,0,5,0,0,28,6,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,8
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,5,0,10,18,11,0,3,0,0,0,6,0,0,27,8,3,4,11,3,14,0,12,0,50,9,4,12,0,10,6,0,23,0,61,14,6,7,8,17,6,4,16,0,80,16,3,14,8,15,8,5,16,5,83,21,5,26,13,14,8,0,33,4,122,26,9,19,8,14,4,3,21,3,114,24,13,29,15,19,9,14,38,0,174,30,16,41,8,29,8,27,24,0,177,21,23,29,8,16,3,14,19,3,135,29,20,29,3,11,4,24,11,0,130,14,16,21,0,3,0,15,4,0,84,33,33,48,5,11,0,52,13,0,193,20,10,20,0,3,0,10,0,0,53,27,12,3,0,7,0,0,0,3,53
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,11,0,0,0,4,0,0,0,0,0,6,0,0,0,12,0,0,0,3,0,24,0,0,0,3,0,0,0,0,0,11,0,4,0,0,0,3,0,0,0,8,0,0,0,3,4,5,0,0,0,19,4,6,3,10,4,0,3,5,0,34,3,0,0,6,3,0,0,8,0,31,3,11,16,9,5,0,0,11,0,64,8,5,15,28,23,0,10,19,3,108,11,10,22,18,14,0,6,16,0,98,15,24,21,21,18,0,14,14,0,133,10,20,28,11,7,0,14,7,4,101,33,30,26,30,4,0,17,4,0,153,19,5,3,5,0,0,4,0,0,36,9,5,6,0,0,0,0,0,0,20
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,0,5,3,7,0,0,5,5,32,57,8,7,5,5,3,8,0,4,4,34,6,27,8,114,3,115,11,42,3,333,11,41,17,132,21,143,12,46,3,433,12,35,17,88,30,119,7,38,4,354,18,39,36,96,33,109,10,41,0,386,29,79,47,108,67,137,8,61,8,541,43,78,51,132,70,106,10,63,5,553,76,120,82,113,68,139,16,66,4,692,128,189,105,93,106,95,19,43,4,775,98,190,89,60,99,52,11,30,6,631,71,202,55,32,63,30,3,10,3,469,59,181,37,18,29,12,0,6,4,348,126,451,32,24,36,27,6,7,6,712,54,86,4,0,3,4,0,0,3,166,106,168,6,9,12,37,0,0,11,356
LGA51820,6,9,3,0,0,0,0,0,13,28,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,3,11,10,7,3,3,3,8,85,143,14,43,58,38,27,17,33,47,281,553,44,35,30,22,45,32,4,46,30,286,25,98,61,296,65,529,55,353,24,1492,54,108,97,330,135,443,79,291,20,1554,58,102,158,340,176,338,102,281,24,1582,87,115,259,362,230,363,110,335,27,1890,140,253,496,607,424,438,191,515,41,3100,181,302,698,701,514,405,313,621,60,3797,344,449,987,776,773,368,776,754,71,5294,554,789,1513,643,1126,373,985,708,105,6786,571,880,1446,290,918,211,646,383,82,5432,606,1035,1403,245,627,163,480,242,81,4878,594,930,1111,143,331,99,324,188,53,3773,1530,1702,1698,180,494,142,401,231,105,6477,543,320,293,25,103,29,68,35,16,1433,839,434,191,35,113,45,56,14,23,1757
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,6,0,11,0,0,3,9,0,0,0,0,0,16,0,0,4,3,0,0,0,8,0,21,9,3,6,0,3,6,3,12,0,40,3,9,8,8,0,0,0,0,0,33,5,8,0,4,8,0,0,0,0,22,0,6,4,0,0,0,0,0,0,10,4,6,3,0,0,0,0,3,0,12,7,4,6,0,0,0,5,0,0,27,5,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7
LGA51890,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,7,5,0,5,14,8,35,72,9,4,0,0,3,0,3,3,7,26,3,0,0,17,11,39,0,37,0,103,6,8,4,20,12,31,3,18,3,104,4,8,16,27,5,21,10,38,6,135,10,5,19,26,23,30,4,45,7,169,17,8,34,67,25,36,14,44,4,245,21,16,50,59,28,29,14,50,3,286,20,21,48,60,31,24,33,51,4,304,31,38,64,38,66,16,70,57,9,374,19,40,67,21,39,4,93,45,4,336,26,53,104,11,31,7,138,41,5,416,26,56,138,4,15,6,160,50,18,474,83,184,511,16,30,0,291,62,24,1206,31,54,145,0,12,0,24,0,7,280,73,36,105,3,4,4,16,0,7,255
LGA51960,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,8,0,0,3,0,0,0,3,4,22,34,7,0,0,0,0,0,0,7,0,14,0,5,0,3,3,5,0,8,0,32,3,0,3,3,7,5,0,5,0,25,3,0,3,3,3,5,3,3,0,27,0,0,6,4,0,0,0,12,4,25,0,0,6,3,4,4,3,13,4,40,3,4,8,11,9,15,4,8,5,71,4,3,17,12,4,5,6,15,0,79,9,15,22,16,22,3,17,33,0,129,8,18,29,6,23,3,40,24,4,152,13,9,50,4,12,0,82,27,0,190,6,39,40,4,13,0,97,18,0,228,29,115,252,16,19,0,327,20,6,782,15,55,116,3,3,0,75,10,3,265,74,55,107,0,0,0,49,3,0,290
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,5,0,3,0,0,0,0,0,0,10,6,4,3,5,7,3,0,3,0,31,8,0,7,6,6,0,3,9,0,36,13,0,5,3,6,0,4,5,0,32,11,4,6,4,7,0,3,5,0,40,11,4,4,0,9,0,9,10,0,42,7,0,5,0,0,4,3,0,0,28,16,5,6,0,5,0,0,0,0,42,7,7,4,0,3,0,0,0,0,27,14,0,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,18
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,9,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,10,5,0,0,3,5,0,0,0,0,13,10,0,0,0,5,3,0,7,0,23,3,4,4,3,3,5,4,7,0,34,17,0,7,6,4,7,3,9,0,50,11,0,5,3,12,11,10,12,0,62,22,4,6,11,7,0,4,17,3,79,19,9,10,0,7,0,3,9,3,63,21,3,9,0,6,8,9,7,0,58,24,0,5,0,0,0,4,5,0,35,22,8,9,3,3,0,4,0,0,52,4,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,11
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,4,0,9,26,5,0,0,4,0,0,0,4,0,24,5,11,0,52,12,28,5,12,0,120,6,15,3,53,13,35,0,6,0,139,3,8,3,58,11,28,0,16,0,136,3,11,14,50,16,24,3,16,0,142,11,26,27,81,27,50,0,28,0,248,13,30,40,70,37,32,0,27,0,248,26,35,53,65,35,34,3,27,4,283,62,73,78,62,46,27,0,19,8,375,47,65,56,29,47,15,0,6,4,272,48,71,46,15,28,11,0,4,0,224,32,55,20,15,17,12,0,0,6,160,79,82,27,20,16,16,5,0,3,246,30,30,4,0,4,9,0,0,3,81,98,114,10,7,22,18,0,3,20,290
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,7,8,0,0,5,4,0,0,0,0,13,3,0,4,3,0,0,0,5,0,24,11,0,0,0,4,0,0,12,0,32,11,0,4,0,5,0,5,3,0,35,21,3,3,5,0,0,0,14,0,47,24,0,6,3,0,0,8,22,3,67,31,0,0,7,12,0,15,24,0,88,24,4,0,0,6,0,11,6,0,54,23,5,4,0,0,0,4,17,0,53,21,3,0,0,0,0,8,0,0,33,17,8,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,4,0,0,23
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,4,4,0,14,14,0,4,0,0,0,0,0,0,23,6,0,4,0,0,0,3,4,0,16,9,0,0,0,0,0,0,8,0,25,14,0,8,0,0,0,7,9,0,34,14,0,3,0,0,4,5,3,0,26,8,0,0,0,0,0,6,5,0,17,10,0,0,0,0,0,4,3,0,20,5,0,3,0,6,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,8,7,0,15,0,0,3,0,3,0,8,6,0,23,3,5,9,0,0,0,6,5,0,28,4,5,7,4,0,0,12,9,0,41,0,7,9,0,0,0,27,5,0,49,7,22,35,5,0,0,65,8,0,153,8,8,29,0,0,0,13,0,0,61,11,4,16,0,0,0,17,0,0,51
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,9,0,0,0,0,4,0,0,0,0,10,9,0,0,5,0,0,0,8,0,21,0,0,3,3,4,0,0,0,0,16,10,0,3,6,8,0,4,6,0,43,6,8,4,13,7,3,0,6,3,52,25,0,11,3,9,3,0,16,0,76,13,3,18,8,5,4,6,13,0,75,4,13,11,4,5,3,4,9,0,58,14,15,11,3,4,0,6,3,0,53,18,7,8,0,0,9,3,0,0,48,32,14,10,4,0,0,7,0,0,65,7,0,0,0,4,0,0,0,0,12,12,0,0,0,0,0,0,0,0,11
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,0,11,3,0,0,0,0,3,0,3,0,11,4,3,5,0,6,3,4,6,0,20,8,3,0,6,3,0,0,4,0,23,10,3,0,0,3,0,0,3,0,21,4,10,9,3,6,3,0,10,0,44,19,3,5,8,10,8,0,8,0,59,20,7,8,7,8,5,7,5,0,73,20,13,18,0,14,7,8,16,0,93,26,5,20,0,13,6,14,7,5,93,29,14,11,0,0,0,12,6,0,78,28,5,6,0,3,0,13,3,0,72,33,16,9,0,0,0,13,3,0,75,18,3,0,0,0,0,0,0,0,21,21,3,3,0,5,0,0,0,0,34
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,24,19,0,0,0,4,0,0,0,0,23,4,3,3,11,5,8,0,9,0,39,4,0,7,8,0,8,0,10,6,41,8,6,8,6,9,6,0,23,3,66,12,12,12,8,17,10,0,17,0,77,13,3,15,19,25,13,7,35,0,124,21,7,22,19,21,13,5,35,3,152,30,10,29,16,13,20,17,60,3,201,49,16,21,17,24,6,33,34,3,198,40,20,25,3,14,0,17,20,0,140,42,19,21,4,10,4,28,6,4,129,19,15,23,3,11,0,31,15,0,118,39,42,65,0,5,4,85,10,0,247,14,10,24,3,0,0,4,5,0,61,17,3,9,0,0,3,4,3,4,40
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4,0,5,3,3,21,39,8,0,0,0,0,0,3,0,4,25,8,15,13,35,4,92,5,81,6,254,6,7,11,24,14,52,0,52,4,180,9,3,14,22,14,45,9,40,0,165,5,17,26,52,14,37,6,34,3,200,33,16,35,69,36,58,14,63,4,329,27,28,31,98,19,74,16,58,0,354,49,42,49,78,64,38,34,78,0,437,61,49,54,54,52,12,71,46,7,408,30,57,49,21,42,9,79,32,5,322,39,58,51,3,25,11,85,18,0,303,34,54,54,7,11,0,70,13,6,242,78,87,70,0,14,4,61,12,3,327,19,12,7,0,3,0,3,0,0,52,32,17,4,0,3,4,3,0,0,62
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,16,30,29,0,0,0,0,0,0,12,4,41,7,7,0,9,8,30,0,29,0,90,16,11,3,16,10,11,0,27,4,95,16,15,18,9,10,14,0,22,0,106,24,10,15,26,11,11,7,24,0,122,39,15,28,31,28,26,4,38,0,199,41,20,41,42,22,18,10,50,5,251,46,27,29,34,29,22,9,27,0,237,46,45,41,29,30,12,20,29,3,257,50,46,29,12,20,10,8,7,0,175,41,49,19,7,8,4,6,9,0,141,30,42,13,3,12,6,3,4,5,107,29,48,12,6,7,4,0,4,0,115,14,11,0,0,0,0,3,0,0,29,16,15,0,0,0,0,0,0,0,40
LGA52800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,5,0,0,6,41,54,0,5,0,0,0,0,3,0,0,14,0,4,6,5,0,10,0,4,0,26,0,13,9,15,5,7,0,10,7,75,5,11,5,16,4,6,3,16,6,75,8,7,18,13,17,7,3,4,0,70,10,15,8,33,11,9,3,20,5,117,3,9,22,36,16,8,3,37,3,147,25,20,26,45,25,8,7,57,5,224,23,43,28,62,36,10,16,52,9,276,37,69,22,55,44,3,11,32,3,276,44,94,29,54,35,3,11,23,3,294,18,89,20,32,12,10,19,20,4,221,64,130,45,63,24,4,86,23,0,443,22,19,35,8,4,0,17,5,0,110,30,31,29,0,0,0,0,3,0,97
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,3,0,0,8,6,20,37,21,3,0,0,0,0,0,3,4,36,14,3,0,7,3,13,3,28,6,80,25,3,4,11,7,17,4,29,0,99,19,7,4,12,14,5,5,17,0,79,21,3,23,15,12,9,3,26,0,113,39,7,14,32,19,12,11,35,3,172,51,15,24,34,21,17,8,58,3,229,34,21,24,26,26,16,18,61,0,230,51,16,36,19,29,14,26,35,3,221,44,15,24,11,13,6,24,16,0,158,25,22,21,3,12,0,13,7,4,112,31,20,9,5,3,3,11,3,0,100,42,35,21,3,0,0,13,9,3,138,8,5,5,0,0,0,6,4,0,30,23,16,5,0,0,0,0,0,4,52
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,7,0,12,8,7,0,0,0,0,0,0,0,12,11,0,8,7,8,0,0,0,0,36,3,3,0,3,5,0,0,6,0,18,12,0,3,0,7,0,3,8,0,35,16,0,5,0,4,4,3,3,0,34,5,0,0,0,0,0,4,3,0,24,10,7,0,0,0,0,3,0,0,22,8,5,0,0,0,0,4,0,0,19,21,5,0,0,3,0,0,0,0,38,3,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,17
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,5,0,12,12,0,0,0,0,0,0,3,0,27,16,0,0,0,0,0,0,0,0,26,11,3,4,4,0,0,3,3,0,31,20,4,6,0,0,4,5,7,0,45,11,0,8,0,0,0,3,4,0,38,9,0,0,0,0,0,4,4,0,22,16,0,3,0,0,0,0,5,0,24,8,7,0,0,3,0,0,0,0,21,4,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,16
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,0,0,0,0,9,6,5,0,3,7,0,3,4,0,26,0,3,0,9,4,3,0,4,0,34,4,4,5,6,3,9,0,8,0,40,5,5,15,4,7,0,3,5,0,48,0,4,3,0,0,0,9,10,0,33,3,6,5,0,5,6,11,6,0,45,0,15,14,3,5,0,30,5,0,72,7,33,43,10,8,0,58,4,0,160,9,22,23,3,0,0,17,0,0,70,17,10,13,0,0,0,10,0,0,46
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,3,0,0,0,0,13,17,0,6,0,0,5,0,0,0,0,16,4,9,3,42,7,17,0,15,3,96,6,16,0,42,5,4,0,16,0,98,4,14,11,38,6,11,7,7,0,102,5,9,9,43,20,9,3,19,0,118,5,14,17,70,19,14,4,12,0,154,13,22,24,82,33,12,5,15,3,211,22,33,33,72,19,7,4,16,9,203,20,45,39,44,37,17,3,18,5,224,25,71,34,22,29,3,4,8,4,196,27,84,19,16,26,6,0,4,6,188,37,52,18,10,6,8,3,0,0,137,79,94,15,6,10,7,0,0,4,215,20,26,0,3,6,4,0,0,0,54,31,52,5,4,4,21,0,0,6,121
