POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA52450,0,3,0,0,11,0,0,5,0,3,0,0,0,8,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,23,16,9,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,13,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,3,0,0,0,11,0,0,4,3,0,0,0,0,6,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,16,10,27,19,9,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,3,0,0,8,0,0,4,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,7,3,0,0,21,0,0,3,10,4,6,0,0,23,0,0,18,20,17,15,0,0,65,0,0,3,9,9,6,0,0,24,0,0,0,4,4,5,0,0,9,0,0,0,0,0,3,0,0,4,14,18,61,52,55,64,9,0,276,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,6,0,0,3,4,0,3,0,0,8,4,0,3,4,4,5,0,0,19,0,3,9,3,3,4,0,0,19,0,0,9,3,0,0,0,0,16,0,0,5,0,5,3,0,0,17,0,0,3,0,0,0,0,0,3,0,0,3,0,6,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52660,5,10,0,0,51,0,0,15,20,11,8,0,0,54,0,0,21,14,12,15,4,0,70,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,9,32,55,126,101,74,69,26,0,478,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,0,0,35,5,6,3,4,0,0,0,0,24,7,0,5,3,3,3,0,0,22,9,5,8,7,6,7,4,0,52,9,5,8,21,14,10,3,0,69,7,16,15,12,25,20,5,0,98,3,12,14,21,18,13,0,0,78,0,4,7,9,18,15,0,0,54,0,5,3,13,0,4,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA52730,0,0,0,0,19,0,0,0,3,3,5,0,0,13,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,21,41,54,47,46,11,3,250,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,9,6,0,0,3,4,0,0,0,16,0,0,0,5,0,3,0,0,9,3,4,0,3,9,4,3,0,26,0,8,7,6,4,10,0,0,31,0,6,11,3,4,10,0,0,42,0,3,0,3,9,4,0,0,34,0,0,3,0,10,5,0,0,29,0,0,0,4,4,0,0,0,12,0,0,3,4,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,5,7,0,0,29,0,4,0,0,3,5,0,0,20,0,0,17,15,15,7,0,0,45,0,3,13,6,7,3,0,0,35,0,3,12,6,5,3,0,0,29,0,0,4,6,0,0,0,0,7,5,22,92,66,63,51,14,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,5,6,0,0,0,0,15,0,8,7,4,0,0,0,0,16,3,3,3,4,6,3,0,0,13,0,8,7,7,4,0,0,0,33,0,5,5,9,4,4,0,0,36,0,8,14,10,11,4,3,0,45,0,7,24,17,13,8,0,0,62,0,5,19,8,8,13,0,0,55,0,0,7,10,11,17,7,0,54,0,0,4,13,4,11,3,0,32,0,0,17,18,11,20,4,0,63,0,0,0,0,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA52870,3,0,0,0,21,0,3,4,4,0,0,0,0,9,0,0,6,3,6,0,0,0,21,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,16,13,44,49,40,47,16,0,232,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,3,0,0,4,0,3,0,0,11,0,0,4,0,0,0,0,0,12,0,0,0,4,3,4,0,0,15,5,3,0,0,6,8,0,0,32,0,3,0,7,3,8,0,0,34,0,5,3,10,4,0,5,0,26,0,4,3,0,3,5,0,0,19,0,0,0,0,3,8,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,9,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,5,0,0,5,0,0,3,0,5,0,3,0,14,0,0,7,11,13,9,0,0,43,0,0,10,9,4,0,0,0,23,0,0,3,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,3,6,33,29,29,23,8,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,9,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,4,5,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,3,0,0,0,19,0,0,0,4,4,4,0,0,18,0,0,8,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,18,22,74,47,32,24,3,0,230,4,0,0,0,0,0,0,0,0,30,11,0,0,0,0,0,0,42,17,10,8,3,4,4,0,0,42,3,19,3,4,0,0,0,0,38,9,20,13,7,5,4,0,0,43,8,17,18,6,7,5,0,0,70,8,27,12,12,13,6,4,0,82,0,16,24,12,12,6,0,0,72,0,9,13,15,12,6,0,0,44,0,0,6,3,0,6,0,0,22,0,0,4,3,3,6,0,0,16,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA53220,70,45,0,0,360,8,39,136,137,86,62,5,0,469,0,106,659,617,508,252,27,0,2170,0,24,356,397,270,141,12,0,1203,0,14,270,411,271,164,16,0,1144,0,8,12,13,13,7,0,0,52,39,309,1695,1774,1295,723,72,0,5909,0,0,0,0,0,4,0,0,10,3,0,0,0,0,0,0,0,12,8,8,3,3,3,6,0,0,24,0,0,0,3,0,0,0,0,8,0,0,5,0,0,4,0,0,12,0,4,7,3,0,3,0,0,28,0,0,11,5,0,6,0,0,30,0,5,15,11,6,5,0,0,41,3,12,19,9,9,4,4,0,64,3,3,20,11,8,3,0,0,50,0,4,16,10,7,10,3,0,55,0,0,12,9,23,9,0,0,54,0,6,39,23,33,17,3,0,121,0,0,4,9,11,3,0,0,24,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0
LGA53290,18,9,0,0,91,0,3,17,18,20,7,0,0,60,3,5,30,33,31,20,0,0,118,0,0,5,0,9,0,0,0,22,0,6,5,10,3,4,0,0,25,3,0,5,0,6,0,3,0,15,78,118,183,177,172,123,29,0,872,0,0,0,0,0,0,0,0,0,15,0,0,0,4,6,0,0,22,10,0,3,0,3,6,0,0,26,3,0,6,7,3,4,3,0,30,0,7,3,7,5,0,4,0,37,10,4,11,10,17,15,6,0,71,3,16,18,17,20,21,7,0,99,5,16,21,21,30,15,9,4,103,4,3,9,13,19,22,3,0,70,0,0,0,6,7,8,3,0,31,0,0,10,3,7,3,0,0,26,0,0,7,0,3,0,0,0,11,0,0,7,8,9,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
LGA53360,4,3,0,0,26,0,0,15,9,4,7,0,0,36,0,0,21,17,14,7,0,0,52,0,0,5,0,7,0,0,0,12,0,0,0,8,8,8,0,0,18,0,0,0,0,0,0,0,0,0,16,23,92,78,59,36,6,0,314,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,0,0,3,8,0,0,0,0,11,3,0,10,0,7,0,0,0,23,0,11,17,3,0,0,0,0,42,0,14,15,8,0,4,0,0,46,0,6,14,8,7,7,0,0,44,0,5,9,0,5,0,0,0,16,0,0,3,4,0,7,0,0,15,0,0,0,4,0,4,0,0,9,0,0,3,6,8,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,79,54,11,0,357,0,3,59,60,47,40,4,0,210,0,3,60,81,84,58,12,0,306,0,0,10,14,12,14,0,0,51,0,0,11,8,3,3,0,0,32,3,6,7,3,4,5,0,0,29,134,409,908,682,592,444,132,11,3314,10,3,0,0,0,0,0,0,18,168,25,3,8,6,3,3,3,231,97,82,17,19,16,6,4,0,244,47,109,47,19,13,18,8,0,266,36,89,71,23,19,27,14,0,279,48,143,114,71,57,35,12,0,482,15,140,139,84,79,37,19,5,515,14,92,161,79,73,59,19,0,495,0,49,120,95,78,68,12,0,423,0,22,63,56,54,34,11,0,239,3,9,65,33,45,17,0,0,166,0,4,35,26,35,24,0,0,118,0,0,31,63,40,22,5,0,168,0,0,0,4,0,0,0,0,5,0,0,0,0,6,3,0,0,11,0,9,3,4,4,7
LGA53570,8,7,0,0,26,0,0,3,0,6,5,0,0,17,0,0,4,4,0,5,0,0,21,0,0,0,4,0,0,0,0,10,0,0,3,5,6,0,0,0,11,0,0,3,0,0,0,0,0,4,5,14,55,37,53,34,16,0,218,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,0,13,0,0,5,3,5,3,0,0,13,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,8,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,20,7,17,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,118,67,12,0,484,6,12,86,69,73,40,10,0,301,0,13,108,83,86,61,10,0,364,0,3,16,22,11,8,3,0,70,0,3,12,13,12,6,0,0,48,0,6,6,4,16,12,0,0,46,236,545,1105,979,843,552,158,11,4431,5,0,10,3,0,0,0,0,21,66,21,6,15,7,0,3,0,126,48,47,28,31,16,15,4,5,190,22,55,45,32,38,16,8,0,220,23,58,51,62,53,41,7,0,305,18,69,101,131,87,59,16,0,478,9,69,117,162,142,92,16,0,615,15,64,154,162,174,95,25,0,695,5,49,167,166,142,101,12,0,642,0,29,72,101,74,58,13,0,328,0,19,80,107,107,80,29,0,421,0,7,49,66,50,56,16,0,236,0,3,44,73,59,41,7,0,224,0,0,0,4,7,4,0,0,19,0,0,0,0,6,3,0,0,13,0,9,7,4,3,4
LGA53800,47,40,4,0,272,0,9,46,51,36,31,6,0,185,4,14,124,134,87,52,11,0,420,0,0,13,14,15,14,0,0,62,0,0,5,11,7,3,9,0,43,4,3,0,7,0,0,3,0,23,215,325,602,505,450,383,103,8,2580,9,0,0,0,6,0,0,0,14,101,3,9,4,3,9,0,0,118,31,11,17,12,9,3,4,0,88,13,14,16,15,19,11,4,0,95,17,17,33,23,20,10,4,0,122,21,43,45,56,37,43,14,0,268,19,46,63,67,65,62,10,0,327,19,52,71,66,70,81,17,0,377,3,40,67,69,92,62,16,0,351,3,21,40,34,46,34,9,0,186,0,11,37,31,48,41,6,0,177,0,7,24,41,41,23,8,0,142,0,4,28,39,45,25,0,0,152,0,0,0,0,6,0,0,0,13,0,0,3,4,7,0,0,0,12,0,0,0,0,0,9
LGA53920,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,4,13,8,4,5,0,0,38,0,0,0,6,3,6,0,0,17,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,3,4,10,32,38,28,27,6,0,145,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,10,0,4,5,3,0,0,0,0,7,0,4,0,0,3,0,0,0,12,0,5,4,9,3,0,0,0,19,0,0,5,6,5,0,0,0,14,0,3,10,5,4,5,0,0,24,0,3,9,11,0,7,0,0,33,0,0,8,3,4,3,0,0,18,0,0,10,3,3,4,0,0,25,0,0,0,0,0,3,0,0,6,0,0,3,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,37,21,0,0,151,0,4,47,40,40,30,5,0,171,0,10,82,115,101,65,6,0,381,0,5,18,16,25,16,0,0,81,0,0,4,21,15,16,0,0,57,0,0,0,6,0,5,0,0,14,54,137,347,362,351,244,48,0,1540,0,0,0,0,0,0,0,0,5,38,4,3,6,4,3,0,0,60,16,4,15,3,8,4,0,0,49,8,5,7,6,5,6,0,0,44,7,3,11,13,12,9,4,0,67,11,13,16,27,33,24,5,0,133,4,16,28,37,36,12,3,0,145,5,16,19,24,42,26,5,0,134,0,11,11,21,24,22,5,0,92,0,0,5,3,16,7,3,0,43,0,0,5,3,15,10,0,0,33,0,0,0,6,5,7,0,0,21,0,0,9,9,5,6,0,0,27,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
LGA54060,7,0,0,0,17,0,0,5,5,0,3,0,0,8,0,0,5,6,9,3,0,3,31,0,0,3,4,7,0,0,0,14,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,18,34,49,42,38,8,4,194,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,5,3,3,0,9,4,0,0,0,14,0,0,3,3,3,5,0,0,15,0,3,0,4,5,3,0,0,15,0,0,0,0,6,3,4,0,15,0,0,0,4,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,11,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,18,14,9,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,4,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,124,76,23,0,522,0,3,58,56,76,43,12,0,254,0,4,66,90,97,52,10,0,321,0,4,10,27,20,9,0,0,70,0,0,17,15,16,11,5,0,63,3,3,15,3,7,17,0,0,59,224,491,1128,1104,1051,758,246,18,5012,14,8,6,8,5,3,0,0,45,480,64,26,40,16,22,3,0,644,272,144,67,69,59,42,6,0,657,131,160,75,67,78,60,15,0,590,101,158,117,110,114,97,31,0,728,66,215,213,159,202,162,44,0,1058,46,208,205,195,224,187,29,0,1092,24,212,329,237,307,205,24,3,1341,14,159,318,218,264,160,31,4,1168,3,59,127,114,105,98,16,0,517,0,25,94,74,65,47,7,0,309,0,15,60,80,79,35,0,0,269,0,0,45,118,118,65,0,0,343,0,0,3,3,8,0,0,0,16,0,0,5,5,4,4,0,0,14,6,15,8,7,15,18
LGA54200,68,60,11,0,329,0,17,54,69,71,47,4,0,264,0,12,82,105,107,59,8,0,383,0,4,15,15,12,14,0,0,59,0,0,12,14,12,4,0,0,42,0,0,7,9,8,3,0,0,29,119,298,655,581,537,410,104,10,2722,0,0,0,3,0,0,0,0,8,103,13,9,8,4,3,0,0,135,43,31,15,26,13,10,3,0,148,19,31,19,15,19,9,0,0,111,12,24,20,29,17,13,8,0,125,17,47,52,48,38,32,10,0,246,9,44,54,67,78,27,5,0,287,5,40,61,56,68,39,10,0,282,3,28,51,53,58,54,6,0,246,0,3,32,19,19,17,3,0,95,0,6,18,17,14,8,3,0,70,0,0,3,17,8,5,0,0,31,0,0,13,20,20,9,0,0,57,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4
