POW_LGA_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA53430,920,133,45,13895,78,9,16,46,3,155,736,6,38,10,5,799,740,14,67,16,0,836,801,24,105,22,5,962,966,36,104,25,12,1143,1602,67,162,14,9,1855,1874,97,201,16,10,2195,2423,130,210,19,19,2808,3059,163,236,24,8,3488,2590,156,191,13,5,2959,2331,195,160,9,10,2697,1735,182,96,14,7,2036,3105,393,173,12,4,3689,493,148,62,4,4,713,556,326,112,12,0,1006,181,12,14,6,17,227,23275,1956,1947,280,123,27577
LGA53570,87,75,15,993,12,5,0,23,0,41,40,0,3,7,0,59,49,0,11,17,0,80,53,10,22,14,0,100,61,9,13,5,5,102,130,14,26,17,4,187,197,14,17,12,4,237,261,13,22,15,4,317,228,18,29,5,7,284,150,16,25,9,0,204,113,26,11,0,3,155,73,9,13,0,3,105,129,11,18,9,5,172,28,12,3,0,0,46,17,19,11,4,0,51,22,7,4,6,4,40,1558,179,244,150,39,2171
LGA53640,34,25,0,257,0,3,0,8,0,7,7,0,0,0,0,12,15,0,3,5,0,23,3,0,0,0,0,9,23,0,10,3,0,34,23,4,17,4,0,41,28,0,4,0,0,41,35,0,3,5,6,43,80,11,11,7,5,111,62,7,9,4,0,78,40,11,13,3,5,69,18,10,8,0,0,38,49,18,5,0,0,69,6,8,6,6,0,18,4,8,9,7,0,17,8,0,0,0,4,11,390,86,95,42,18,627
LGA53710,19,12,5,166,0,0,0,6,0,15,3,0,0,0,0,8,4,0,0,0,0,12,13,0,4,0,0,15,5,3,3,4,0,18,22,7,7,4,0,32,21,0,8,8,0,38,37,4,9,0,0,53,21,3,3,4,4,39,18,9,5,0,0,31,10,8,3,5,0,25,11,5,0,5,0,22,12,0,8,0,0,20,0,5,5,0,0,7,3,0,3,0,0,15,3,0,0,4,0,7,191,43,58,36,13,338
LGA53780,926,189,60,13368,97,8,24,65,0,199,837,6,86,23,3,959,842,23,118,45,6,1038,873,53,173,35,10,1143,1049,63,181,32,15,1338,1751,97,244,39,14,2140,2253,156,236,35,16,2694,2873,178,276,21,17,3361,3327,233,277,17,8,3871,2470,217,201,13,12,2918,2250,198,144,8,5,2611,1454,139,108,10,3,1709,2036,254,131,7,14,2437,298,76,50,5,0,429,278,197,67,4,7,554,195,24,15,11,21,266,22883,1924,2327,367,153,27649
LGA53800,489,174,38,8894,46,4,7,43,5,100,539,3,13,18,0,576,454,12,33,22,4,520,415,18,51,21,6,511,572,14,71,10,0,674,1071,21,89,23,8,1210,1389,44,99,29,15,1577,1691,70,135,27,13,1941,1931,111,143,23,7,2216,1492,97,108,32,6,1733,1385,120,79,24,0,1613,1104,79,60,14,9,1257,1833,160,95,24,3,2116,271,64,33,3,0,368,230,129,54,9,0,417,104,6,13,11,7,142,14524,951,1088,333,79,16975
LGA53920,10,3,11,514,8,0,0,0,0,8,13,0,0,0,0,12,51,0,0,0,0,50,42,0,0,0,0,51,30,4,3,0,0,28,54,0,0,0,4,58,52,3,0,0,0,54,88,0,0,0,3,87,106,0,0,3,0,117,108,4,3,0,0,115,107,0,0,3,3,118,85,3,0,0,0,89,198,5,3,0,0,206,55,0,0,0,0,56,49,4,0,0,0,48,18,0,0,0,0,23,1059,25,18,5,19,1124
LGA53990,282,92,22,3648,22,4,8,26,5,65,234,6,30,23,0,288,193,8,26,20,3,248,210,6,29,13,0,269,232,7,39,16,6,300,435,14,65,10,5,538,615,25,59,9,4,710,762,35,60,10,0,876,850,52,68,11,9,991,610,27,58,3,5,705,613,44,39,10,4,713,571,30,29,7,0,631,1023,47,33,4,4,1109,208,26,12,0,4,254,194,29,18,3,3,248,50,8,9,3,4,72,6815,369,592,183,63,8017
LGA54060,59,21,11,563,8,0,0,11,0,23,45,0,0,0,0,46,26,3,8,3,0,38,34,0,5,7,0,55,56,0,11,7,0,71,81,3,16,0,0,96,62,6,19,5,0,89,80,0,14,5,0,97,100,18,4,0,0,132,48,6,19,0,0,75,55,13,10,0,4,81,38,14,6,4,0,68,68,16,11,3,0,106,19,8,0,4,0,30,16,12,9,0,0,39,13,0,0,0,3,18,744,108,129,56,21,1062
LGA54130,33,30,3,253,0,0,0,23,0,24,0,0,0,4,0,6,9,0,0,9,0,19,17,0,0,3,0,16,13,0,0,0,0,15,25,4,3,8,0,38,32,4,8,3,0,50,38,4,14,5,0,66,49,9,18,5,0,75,41,3,15,0,0,59,37,3,7,4,4,63,24,4,0,3,0,35,33,16,5,0,0,55,8,8,7,5,0,24,4,4,0,0,0,14,3,0,3,4,0,13,319,70,95,76,10,566
LGA54170,2168,375,107,31355,153,18,29,124,4,328,2575,23,149,38,11,2791,2393,29,213,47,14,2688,1961,82,280,67,11,2399,2304,85,268,44,15,2720,3462,164,366,49,17,4058,3799,203,430,40,11,4489,4468,218,459,47,16,5212,5040,347,529,43,14,5981,3623,337,396,24,12,4386,3206,424,348,28,17,4019,2427,279,240,12,9,2967,3907,507,355,26,7,4802,515,219,123,8,0,865,678,421,252,10,5,1363,395,31,46,4,38,512,40910,3372,4476,627,202,49576
LGA54200,681,165,40,7438,31,10,7,67,0,114,532,9,43,25,6,612,539,18,74,19,7,657,392,22,95,23,5,536,524,37,87,15,9,672,884,58,129,19,13,1104,1091,86,149,25,6,1356,1504,102,182,29,8,1820,1946,143,174,14,8,2282,1526,132,124,21,7,1802,1241,137,113,8,6,1505,972,113,82,11,4,1184,1445,178,115,8,10,1757,255,70,37,4,0,362,244,132,60,9,8,456,131,6,18,3,9,168,13262,1253,1493,287,84,16385
LGA54280,257,77,34,6967,44,5,6,28,3,89,306,3,11,9,5,331,238,8,24,8,5,276,259,11,12,7,3,297,335,15,24,10,5,382,632,19,31,15,3,695,834,34,30,8,4,913,1090,38,57,8,0,1192,1500,66,67,5,13,1647,1373,59,38,3,5,1478,1572,100,49,11,3,1744,1422,74,38,0,10,1545,3209,132,63,11,7,3421,820,91,15,3,5,934,710,138,29,3,10,885,160,6,7,0,10,178,14513,791,504,122,84,16013
LGA54310,154,30,29,5092,47,7,5,21,4,69,269,0,5,3,0,275,190,0,21,0,0,213,170,5,9,0,0,184,147,5,3,5,0,165,301,14,20,8,0,337,477,14,24,4,4,516,666,25,18,4,9,723,991,32,20,8,6,1052,968,23,22,3,0,1031,1134,42,21,0,3,1204,1210,45,25,0,3,1288,3293,77,46,5,5,3424,1298,36,8,0,5,1349,1996,79,33,0,6,2113,128,3,5,0,11,145,13268,413,298,65,62,14098
LGA54340,62,27,10,912,7,0,3,4,0,16,42,0,0,0,0,43,34,6,6,6,0,47,53,4,0,5,3,65,79,0,3,6,0,86,126,5,16,0,8,149,203,9,19,0,0,231,246,14,25,5,3,291,222,9,19,5,4,261,156,10,18,3,0,183,101,9,17,0,0,128,93,13,9,0,0,110,116,9,12,0,0,141,11,6,0,0,0,18,11,15,3,0,0,32,13,0,0,6,0,17,1499,99,156,40,24,1820
LGA54410,15,3,0,187,0,5,0,7,0,11,9,0,0,3,0,10,10,0,0,0,0,11,6,0,4,0,0,10,15,0,9,0,0,20,26,0,8,0,0,29,32,0,0,0,0,32,43,9,8,6,0,61,56,9,5,0,0,67,33,6,9,0,0,40,22,4,5,0,0,35,12,4,4,0,0,15,24,4,5,0,0,27,3,5,0,0,0,4,4,8,4,4,0,16,4,0,0,0,0,5,294,44,53,19,4,411
LGA54480,12,8,0,100,0,0,0,7,0,7,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,4,0,3,0,0,9,5,0,0,0,0,9,7,5,3,3,0,18,13,0,5,0,0,20,26,6,6,3,0,50,24,0,4,0,0,29,19,10,9,0,3,40,13,4,5,0,0,17,10,10,6,0,0,23,0,3,0,0,0,9,0,4,7,4,0,13,0,0,0,0,0,3,133,44,49,33,7,267
LGA54550,58,52,8,430,0,0,0,19,0,24,3,0,0,3,0,10,12,0,0,10,0,27,15,0,8,6,0,27,25,3,8,5,7,44,46,9,5,6,0,69,53,6,11,5,0,78,72,11,15,16,0,109,106,18,29,11,0,158,54,0,19,0,0,71,48,8,14,8,3,82,39,9,11,0,0,66,31,19,19,4,0,81,6,4,7,6,0,24,10,15,19,7,3,58,3,0,8,4,0,12,529,105,167,110,25,945
LGA54620,30,18,7,231,0,0,0,7,0,8,0,0,0,5,0,3,6,0,3,6,0,15,8,6,4,0,0,12,4,4,0,0,0,19,24,4,12,4,0,40,38,5,12,0,3,55,26,13,6,4,0,47,42,11,12,0,0,62,42,11,3,0,4,59,49,8,15,4,0,74,61,10,8,0,0,81,138,5,9,0,0,151,32,6,0,0,0,35,33,3,3,4,0,48,5,0,5,3,0,13,510,75,91,39,16,727
LGA54690,13,7,0,79,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,5,0,3,5,0,0,0,0,9,8,0,0,0,0,12,3,0,0,0,0,10,7,0,3,0,0,14,14,0,3,0,0,17,18,0,3,4,0,21,17,9,3,0,0,24,11,0,4,0,0,14,7,3,0,0,0,17,15,3,8,4,0,27,3,0,6,0,0,6,0,5,3,0,0,11,0,0,0,3,0,0,109,26,27,18,7,190
LGA54760,30,31,4,163,0,0,0,9,0,12,4,0,0,0,0,9,4,0,3,0,0,13,6,0,0,0,0,6,10,4,0,3,0,21,6,0,0,8,0,17,21,0,0,6,0,27,26,4,3,4,0,40,29,12,10,7,0,54,23,9,10,3,0,39,19,13,8,0,0,37,14,5,14,0,0,34,16,3,12,6,0,42,3,5,5,4,0,16,0,8,4,5,0,12,4,0,7,0,0,8,179,66,82,57,10,394
LGA54830,348,85,35,6193,51,10,4,21,0,83,307,3,30,16,3,366,313,6,55,17,0,394,334,10,49,20,0,416,395,16,52,6,9,481,712,13,88,9,6,831,913,35,84,10,10,1049,1291,43,92,4,7,1441,1714,58,103,8,12,1895,1644,58,92,9,9,1810,1764,58,38,8,6,1881,1525,44,26,0,4,1601,3170,86,49,4,3,3317,810,25,12,0,0,849,876,58,36,0,3,971,138,5,7,0,12,163,15959,534,822,133,84,17533
LGA54900,56,36,9,339,0,0,3,17,0,18,5,0,0,3,3,12,8,0,3,5,0,16,17,9,9,0,0,35,20,0,10,0,0,28,31,4,11,8,0,57,40,8,9,3,0,61,50,12,25,9,0,87,71,11,14,0,4,110,44,11,16,6,0,81,52,6,19,0,0,84,30,11,11,3,0,52,49,20,12,5,0,87,7,8,0,4,0,20,8,5,10,3,0,27,6,4,3,10,4,23,441,103,155,80,15,796
LGA54970,5,0,9,580,11,0,0,0,0,7,4,0,0,0,0,5,10,0,0,0,0,10,8,0,0,0,0,9,6,0,0,0,0,3,25,0,0,0,0,25,22,0,0,0,0,26,54,0,3,0,0,60,100,0,0,0,0,104,188,0,0,0,4,191,270,0,0,0,0,275,342,4,3,0,0,353,1373,4,0,0,4,1377,376,4,0,0,0,381,330,10,3,0,0,344,38,0,7,0,6,49,3147,23,21,6,17,3209
LGA55040,15,3,6,665,6,0,0,0,0,8,14,0,0,0,0,14,18,0,8,0,0,19,13,0,5,0,5,14,16,4,0,0,0,20,27,4,0,0,0,30,42,0,5,0,0,48,46,0,4,0,0,49,131,0,7,3,0,137,173,5,5,0,0,185,250,0,7,0,0,257,379,7,0,0,4,393,1147,4,0,0,6,1158,387,0,0,0,0,390,342,5,3,0,0,355,32,5,0,0,0,36,3028,30,41,8,21,3130
LGA55110,1027,191,87,15696,85,9,15,66,0,178,1159,11,59,27,11,1266,1105,19,124,22,16,1283,1075,33,135,27,9,1293,1330,55,142,26,14,1566,2102,61,220,21,12,2416,2394,105,216,21,16,2749,2636,99,204,28,10,2975,2732,165,272,25,17,3219,1687,146,186,20,14,2042,1417,152,129,10,8,1715,955,93,100,12,4,1166,1367,190,138,7,13,1711,179,67,45,4,3,295,204,184,94,7,3,497,182,18,19,3,26,247,20620,1406,2098,329,165,24614
LGA55180,208,94,22,2131,13,4,12,33,0,64,117,0,9,7,0,139,119,6,21,25,0,173,113,8,29,20,3,174,157,5,33,16,3,220,305,30,73,12,5,426,368,24,47,9,3,453,528,35,50,16,3,635,476,42,70,18,5,612,296,41,39,10,3,395,249,48,44,6,3,349,154,26,18,5,3,201,210,36,35,3,0,281,27,5,8,0,0,34,19,11,12,7,0,54,28,4,10,4,4,50,3177,328,501,196,51,4260
LGA55250,10,11,4,344,8,0,3,0,0,9,9,0,0,0,0,6,7,0,0,0,0,10,3,0,4,6,0,8,3,0,4,0,0,11,17,0,0,3,0,25,21,3,0,0,0,23,42,0,0,4,0,48,90,3,5,4,0,99,103,0,3,0,0,107,165,6,3,0,0,174,172,7,0,0,5,184,481,6,7,0,0,486,153,0,0,0,0,158,166,7,4,0,0,175,28,3,0,0,4,29,1439,39,33,20,10,1547
LGA55320,1459,266,74,27177,116,20,28,85,5,253,1608,16,89,34,0,1744,1595,38,143,30,4,1815,1460,47,154,27,11,1700,1648,55,177,33,17,1927,2516,100,252,49,3,2920,3002,158,228,38,11,3439,3932,207,288,26,22,4465,5022,277,331,25,21,5673,4081,227,262,22,3,4598,3688,320,244,37,13,4303,2608,198,147,20,7,2975,4537,462,219,18,11,5245,913,155,85,13,5,1175,1598,513,266,28,14,2417,274,26,26,4,27,346,38581,2828,2935,480,175,44999
LGA55390,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,0,0,0,0,11,3,0,0,0,0,6,11,0,0,0,0,11,8,0,0,0,0,11,18,0,0,0,0,15,38,0,0,0,0,39,68,0,0,0,0,67,86,0,4,0,0,89,125,0,0,0,0,131,402,0,6,0,0,407,155,0,0,0,0,154,125,4,0,0,0,124,8,0,0,0,0,11,1056,10,8,4,4,1075
LGA55460,37,33,6,715,0,0,0,7,3,15,39,0,7,0,0,48,25,0,5,8,0,32,31,3,0,3,0,39,50,0,0,7,0,52,79,4,11,11,0,109,102,8,9,4,0,127,136,14,11,10,0,171,167,15,8,7,0,199,120,13,11,3,0,146,95,14,19,4,0,128,88,9,12,6,0,112,149,10,6,4,0,171,23,3,3,0,0,27,26,5,3,0,5,41,15,3,0,0,0,19,1141,111,108,75,4,1439
LGA55530,11,9,0,82,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,5,4,0,3,0,0,7,8,3,4,0,0,13,16,0,0,0,0,20,11,7,0,0,0,19,16,4,13,0,0,31,16,5,4,0,0,28,17,5,3,0,0,27,9,5,3,0,0,22,17,6,0,0,0,26,7,0,4,0,0,10,0,0,6,0,0,8,3,0,0,0,0,6,137,31,35,19,0,227
LGA55600,34,38,5,533,5,0,0,10,0,14,18,0,0,0,0,23,11,4,5,10,0,26,17,8,4,7,0,41,21,0,0,3,0,30,52,11,7,7,0,74,77,6,13,9,0,102,106,7,4,8,6,124,122,10,19,3,0,158,82,12,10,5,0,121,76,17,14,0,0,111,58,7,12,0,0,84,80,8,11,6,3,106,12,4,7,0,0,23,8,12,7,0,0,34,6,5,0,4,0,12,770,107,120,73,12,1083
LGA55670,8,15,0,154,0,0,0,5,0,10,0,0,0,0,0,0,4,0,0,0,0,14,3,0,0,3,0,7,5,4,0,0,0,14,18,8,5,0,0,32,14,0,4,5,0,21,21,0,6,5,0,34,33,5,7,3,0,46,26,0,0,0,0,31,30,0,0,0,0,28,15,6,3,0,0,25,36,7,3,3,0,41,5,3,0,0,0,9,3,3,6,0,0,19,0,0,0,0,6,3,225,42,33,30,0,333
LGA55740,124,24,5,1743,9,0,0,0,0,10,91,0,3,0,0,104,99,0,14,0,0,116,102,3,18,10,0,140,122,0,10,0,4,137,167,0,10,0,0,184,215,12,25,4,0,258,274,18,29,5,0,319,320,22,26,3,5,375,192,18,24,0,0,235,178,27,23,0,0,228,135,12,13,5,5,167,211,39,24,8,0,283,17,29,9,7,0,55,49,56,24,3,0,132,13,0,0,0,0,17,2199,238,255,54,11,2755
LGA55810,6,7,0,173,6,0,0,3,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,8,10,0,0,0,0,13,7,0,3,0,0,12,10,0,0,5,0,18,14,4,0,3,0,21,28,0,5,0,0,36,34,0,6,0,0,36,41,0,0,0,0,48,86,0,0,0,0,91,221,0,5,0,0,226,72,0,0,0,0,70,65,0,7,0,0,67,13,0,0,0,0,14,615,14,19,11,5,661
LGA55880,23,14,0,99,0,0,0,5,0,6,0,0,0,0,0,7,0,0,4,8,0,11,3,0,3,0,0,13,4,0,0,0,0,3,4,3,3,0,3,22,10,0,5,0,0,14,10,0,7,3,0,21,24,4,9,0,0,36,19,4,0,0,0,24,8,4,10,4,0,24,9,0,0,0,0,16,11,10,10,4,0,31,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,111,34,54,32,9,237
LGA55950,14,14,0,93,0,0,0,9,0,14,4,0,0,6,0,6,4,0,0,3,0,3,8,0,0,0,0,7,0,0,3,0,0,4,7,0,0,4,0,16,10,0,8,0,0,20,14,0,4,0,0,23,22,3,5,0,0,34,11,3,3,3,0,27,12,0,4,0,0,22,14,0,5,0,0,25,13,3,4,0,0,22,0,0,4,0,0,0,0,0,9,0,0,14,0,0,0,0,0,3,125,26,57,32,7,242
LGA56090,568,103,20,4681,23,3,9,39,0,81,347,7,57,7,0,421,307,11,70,15,0,404,251,22,82,7,7,364,328,25,74,13,3,448,531,31,108,16,0,700,590,55,96,6,5,761,788,63,141,20,3,1007,911,105,137,11,10,1176,725,77,110,8,3,926,748,78,81,4,9,926,555,76,55,8,0,700,687,141,88,11,5,920,95,53,20,3,0,166,92,73,44,0,0,213,82,6,14,5,6,119,7074,832,1175,183,59,9324
LGA56160,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,8,15,0,0,0,0,15,5,0,0,0,0,5,12,0,0,0,0,14,4,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10,8,0,65
LGA56230,202,71,21,2546,28,0,6,33,0,66,192,4,15,14,0,226,170,3,18,10,0,202,164,11,19,19,3,210,181,14,43,12,4,245,341,21,39,14,8,428,349,23,50,11,3,430,408,17,47,3,3,482,457,26,59,8,0,548,364,33,30,3,0,436,425,33,22,5,6,501,435,21,27,0,3,483,1317,48,29,0,9,1404,255,15,13,4,0,294,193,28,14,0,0,242,43,3,4,5,9,65,5330,304,434,144,52,6257
LGA56300,37,21,4,243,0,0,0,7,0,8,8,0,0,4,0,6,13,0,4,4,0,22,18,0,6,8,8,34,14,4,5,3,0,26,30,6,10,3,0,51,44,7,8,0,0,61,40,0,9,0,0,56,59,0,9,4,0,73,39,0,5,0,0,45,19,0,7,5,0,35,13,3,3,5,0,26,12,3,3,3,0,28,3,0,0,0,0,3,5,4,3,0,0,16,9,0,0,0,0,9,330,41,86,40,7,500
LGA56370,12,22,3,162,0,0,0,7,0,8,0,0,0,5,0,6,4,3,0,0,0,3,7,0,0,0,0,14,6,0,0,3,0,13,15,0,3,3,0,27,18,4,5,3,0,33,24,12,4,3,5,52,40,13,9,6,0,65,26,4,5,0,0,40,26,11,3,0,0,45,12,4,8,0,0,20,24,9,3,0,0,42,9,5,0,0,0,11,9,3,4,0,0,16,0,0,0,0,0,0,223,74,52,40,11,399
LGA56460,72,30,10,1280,3,0,0,15,0,22,41,4,3,0,0,50,42,0,3,0,0,52,44,0,4,9,0,50,96,8,6,0,0,110,155,6,21,3,0,191,212,11,14,5,0,243,259,11,20,7,5,300,294,19,24,11,0,348,179,13,21,4,0,216,166,25,22,3,4,214,123,13,16,0,0,154,209,20,14,0,0,246,28,6,4,4,0,42,27,10,8,3,0,54,15,3,0,4,4,28,1896,150,187,63,24,2322
LGA56580,393,90,23,7688,28,0,5,26,0,64,324,3,16,6,0,352,324,9,28,5,5,372,310,11,34,10,0,372,399,24,33,10,5,457,683,22,56,3,5,770,793,35,56,10,0,898,1030,43,62,10,3,1155,1469,69,84,9,10,1641,1470,54,59,8,7,1600,1225,86,68,3,6,1387,1006,66,52,4,0,1132,1657,143,83,10,6,1906,275,71,26,4,0,378,428,297,150,21,3,895,75,12,6,0,8,103,11516,949,820,151,46,13482
LGA56620,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,6,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,20,0,0,0,0,20,11,0,0,0,0,12,35,0,0,0,0,35,34,0,0,0,0,32,20,0,0,0,0,24,56,0,0,0,0,56,9,0,0,0,0,9,6,0,0,0,0,4,5,0,0,0,0,5,225,0,0,0,0,233
LGA56730,126,62,16,2518,11,0,7,18,0,39,103,3,12,3,0,124,117,4,17,10,0,146,111,4,16,12,0,141,181,7,19,6,7,217,278,13,24,6,3,327,340,11,19,8,0,379,498,19,29,12,3,572,662,26,31,16,9,744,472,34,26,12,0,537,403,13,24,4,7,445,305,23,25,0,0,356,502,28,26,3,3,570,60,12,7,5,0,83,54,23,17,0,3,93,36,6,5,5,6,57,4136,228,295,120,44,4828
LGA56790,61,55,6,539,9,0,8,12,5,28,19,0,4,5,0,20,29,0,11,12,0,51,39,10,15,9,0,72,37,0,16,7,0,68,65,3,16,9,9,100,78,8,20,7,0,118,95,14,12,0,0,129,93,18,27,4,4,151,75,13,10,5,0,102,53,19,16,6,5,86,33,12,9,0,0,56,53,9,10,7,0,76,9,7,9,8,0,24,9,6,11,8,0,30,13,0,0,3,5,18,700,122,185,98,27,1126
LGA56860,3,0,0,25,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,12,4,0,0,0,0,9,4,0,3,0,0,9,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,18,7,0,65
LGA56930,45,12,5,663,0,0,0,4,0,6,50,0,0,0,0,54,54,0,6,0,0,60,36,0,0,0,0,43,45,0,0,0,0,45,53,3,10,4,0,67,50,0,5,0,0,58,71,4,7,0,0,81,86,5,10,5,0,102,94,0,10,0,0,103,76,10,5,0,0,87,63,8,3,0,0,71,121,9,6,0,0,140,18,0,3,7,0,26,28,38,15,8,0,83,5,0,0,0,0,8,854,82,80,21,7,1045
LGA57000,16,9,0,166,0,0,0,4,0,11,0,0,0,0,0,5,0,0,0,0,0,6,0,0,6,0,0,8,4,0,0,0,0,4,9,0,0,0,0,15,18,0,3,4,0,22,21,0,4,6,0,33,36,6,7,0,4,45,36,6,3,0,0,48,70,4,4,0,0,83,55,3,4,3,0,66,299,3,6,4,0,307,101,0,0,0,0,101,59,0,6,0,0,69,8,0,0,0,0,9,712,32,46,28,3,826
LGA57080,1061,254,206,85291,300,30,13,80,10,427,1117,14,51,30,9,1233,1958,22,65,19,17,2081,2264,55,78,28,22,2447,2746,57,109,32,27,2969,4791,110,161,39,21,5125,6344,135,146,28,37,6692,9568,203,194,33,33,10036,15871,252,199,23,50,16392,17116,247,206,19,33,17624,17481,339,173,18,25,18036,14625,248,140,15,18,15047,34413,691,305,13,33,35465,10398,405,119,11,9,10941,21864,1749,875,34,33,24562,1039,47,35,14,77,1211,161899,4607,2871,455,440,170275
LGA57140,12,17,3,176,0,0,0,5,0,8,7,0,0,5,0,9,9,0,0,3,0,8,8,0,0,0,0,11,9,0,6,0,0,18,30,0,8,3,0,41,27,4,8,0,0,42,23,9,7,5,0,39,28,0,7,4,0,39,20,3,5,0,0,26,20,0,0,3,3,32,9,4,0,0,0,18,13,9,4,0,0,29,0,3,0,0,0,9,0,3,3,4,0,13,0,0,3,0,3,6,211,45,46,41,10,347
LGA57210,124,69,12,896,11,0,0,23,0,37,44,0,11,6,0,64,34,0,13,13,0,58,46,9,20,17,4,89,71,0,25,11,7,113,108,10,36,9,0,164,169,7,23,6,3,208,237,16,36,13,0,306,290,23,38,9,4,358,163,10,25,14,5,212,115,11,14,6,12,157,96,4,13,12,0,132,92,18,24,0,5,143,13,6,11,3,0,30,11,21,23,7,0,64,3,5,7,0,0,20,1497,131,317,155,38,2143
LGA57280,104,20,25,3741,33,0,4,5,0,40,109,0,8,0,4,123,119,0,12,0,0,134,100,3,8,3,3,123,126,5,13,7,0,140,223,7,10,4,3,246,316,11,17,0,0,345,404,10,15,7,0,436,692,33,22,0,4,748,783,31,12,0,3,839,936,32,16,0,0,994,943,23,16,0,3,983,2562,51,17,0,14,2650,1065,20,10,0,3,1104,1218,94,50,0,4,1373,116,9,0,4,5,130,9744,332,229,36,58,10399
LGA57350,17,21,0,140,4,0,0,4,0,4,5,0,0,0,0,8,0,0,0,3,0,5,10,0,4,0,0,16,10,0,0,0,0,13,12,0,0,8,0,17,21,3,3,3,0,29,26,0,0,0,0,33,21,5,3,0,0,36,21,0,0,3,0,30,22,7,7,3,0,33,12,0,6,0,0,20,17,4,4,6,0,21,4,0,7,0,0,7,0,3,6,0,0,14,0,0,0,0,0,8,182,30,50,39,0,302
