POW_LGA_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
LGA53080,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,4,3,3,11,7,14,9,0,12,6,0,6,0,0,0,164,37,202,0,0,0,97,14,111,279,53,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,0,3,13,0,13,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,25,4,4,11,0,0,4,0,0,0,16,20,39,0,0,0,20,27,46,4,16,25,25,40,68,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,3,3,0,0,0,0,0,0,4,0,5,3,0,3,8,5,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,10,15,3,19,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,40,7,47,34,23,53,42,4,52,125,37,159,0,0,0,3,0,8,0,0,0,0,0,0,0,4,3,4,5,8,0,0,0,11,16,20,3,3,6,0,0,0,0,0,5,26,18,45,13,33,49,0,0,0,44,63,111,0,3,3,22,30,52,158,160,317,175,195,372,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA53220,0,0,0,54,25,77,0,0,0,5,0,5,0,0,0,15,3,20,76,32,104,207,38,245,75,30,106,20,6,22,8826,1973,10795,41,7,45,754,99,854,9910,2153,12065,10,0,10,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,38,15,0,15,7,0,7,12,0,12,7,0,7,6,6,8,38,0,43,0,0,0,122,22,142,0,0,6,55,4,58,0,0,0,3,0,5,44,11,54,109,18,131,156,19,171,101,11,116,546,63,602,481,50,532,1282,140,1419,4,0,4,16,3,16,221,13,232,13,0,13,0,0,0,3,0,3,0,0,0,256,13,269,5,5,4,20,3,24,18,17,37,40,59,96,8,23,34,0,3,3,85,108,201,5,0,6,40,33,76,306,306,608,350,340,688,19,7,28,104,19,116,8,0,8,0,0,3,18,10,27,11,0
LGA53290,5,4,8,672,328,999,0,0,0,18,3,18,17,6,21,65,16,89,783,362,1146,8,0,8,0,0,0,0,0,0,20,4,19,5,0,6,13,4,11,38,8,49,18,0,19,14,12,28,13,10,15,0,3,3,10,0,10,0,0,0,0,0,4,0,0,0,9,5,14,0,0,0,0,0,0,21,3,19,6,0,9,0,0,8,15,4,18,9,3,12,124,46,165,0,0,0,35,6,44,0,0,4,7,4,13,22,3,26,64,13,83,26,5,30,75,16,84,33,0,36,203,43,250,345,64,406,0,0,0,102,26,126,47,16,70,12,3,12,11,6,15,5,9,11,8,4,15,196,59,254,3,8,16,32,18,46,12,10,25,77,136,206,73,198,270,0,3,3,193,373,568,0,0,0,30,98,133,124,173,294,155,276,428,15,4,20,177,53,228,75,14,84,5,0,9,0,0,5,3,0
LGA53360,0,0,4,0,5,3,10,3,15,0,0,0,14,4,18,0,0,0,28,10,41,4,0,4,0,0,0,16,0,15,6,0,6,0,3,3,5,0,5,34,5,40,3,0,3,7,5,13,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,0,0,0,0,0,0,24,14,40,0,0,0,6,0,6,0,0,0,3,0,4,0,0,0,12,0,18,5,0,5,21,7,27,35,0,36,72,19,87,134,25,159,0,0,0,6,4,16,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,12,8,22,6,3,6,5,0,7,6,4,10,33,53,80,23,28,50,0,0,0,68,92,161,0,0,0,56,97,147,53,91,141,108,185,289,3,4,5,16,25,41,0,0,0,10,5,13,16,6,18,30,27
LGA53430,3,3,3,70,44,115,5,0,4,3,0,3,66,26,96,12,7,16,161,78,243,51,16,64,7,12,21,18,0,15,100,23,122,0,0,3,56,14,75,234,70,300,90,29,124,340,268,608,95,52,148,30,35,69,21,0,27,96,11,111,37,20,60,25,4,20,29,19,51,35,11,48,34,14,49,47,4,50,35,14,50,139,29,168,43,24,67,105,20,128,1195,567,1759,4,5,7,10,13,23,0,0,0,26,5,34,29,8,31,79,25,104,73,11,90,271,45,318,100,22,118,760,103,863,1201,181,1381,46,20,67,123,54,174,54,22,81,12,0,10,119,95,217,48,32,81,3,0,4,410,230,633,35,44,72,57,17,74,28,19,44,374,374,754,560,892,1451,6,10,13,1064,1349,2412,6,8,16,175,252,429,1277,1290,2567,1459,1550,3005,61,24,84,538,88,628,22,9,35,89,39,130,0,0,5,64,29
LGA53570,4,0,3,537,376,911,7,0,8,0,0,0,22,7,32,32,15,46,601,395,1000,4,0,8,0,0,0,0,0,0,36,11,48,0,0,0,12,0,20,58,16,71,5,0,5,45,32,80,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,4,0,4,71,43,111,0,0,0,4,0,5,0,0,0,5,0,5,0,0,3,11,4,11,5,0,5,10,0,12,15,5,17,111,29,141,130,31,171,0,0,0,8,5,18,0,0,0,0,0,0,12,7,16,0,4,4,0,0,0,20,17,39,0,4,3,5,0,4,5,21,25,16,37,52,7,17,22,0,0,0,34,74,109,0,0,0,18,36,53,22,44,66,39,83,117,0,0,4,19,22,40,0,0,0,0,0,0,0,0,0,0,0
LGA53640,6,0,10,185,83,269,3,0,3,0,0,0,0,0,0,3,3,8,198,87,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,17,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,0,0,0,25,5,27,30,8,40,0,0,0,16,0,12,32,3,38,0,0,0,0,0,0,0,0,0,3,0,3,49,8,59,0,0,0,0,0,0,0,0,5,0,6,9,0,4,4,0,0,0,8,12,17,0,0,0,0,3,5,0,4,10,7,10,10,0,0,0,11,3,20,0,0,0,0,0,0,0,0,0,0,0
LGA53710,3,0,3,95,31,121,0,0,0,0,0,0,0,0,0,8,0,8,102,29,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,12,4,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,7,7,0,5,5,4,3,5,0,0,0,5,13,19,0,0,0,0,4,0,9,12,21,10,12,23,0,0,5,7,6,5,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,0,0,57,38,94,0,0,0,5,0,5,5,4,8,20,5,20,78,45,124,130,22,152,0,0,5,20,5,23,173,21,198,35,8,46,136,42,175,491,102,596,183,67,247,59,95,151,0,4,7,22,31,53,47,5,52,9,9,15,30,20,56,14,0,18,30,15,39,125,31,159,71,11,84,132,34,168,108,20,133,74,20,92,170,33,205,48,16,62,1123,412,1530,8,0,3,16,4,20,8,6,12,19,0,19,47,14,52,100,16,112,139,33,172,420,99,514,438,86,521,1352,230,1577,2349,444,2796,16,7,23,95,45,137,80,49,130,134,22,158,28,16,41,37,41,84,0,4,7,399,184,582,56,36,90,333,106,435,71,60,133,566,708,1283,534,853,1385,3,11,15,1569,1782,3344,0,6,3,15,21,37,756,912,1667,770,936,1705,67,19,91,890,119,1008,22,0,22,4,4,8,0,0,8,0,0
LGA53800,10,0,10,283,110,390,9,3,13,0,0,0,149,25,176,31,20,47,478,166,639,54,13,67,4,0,4,5,0,7,302,45,347,33,14,46,36,10,46,434,79,513,42,12,56,35,33,63,10,0,6,4,8,11,3,0,3,0,0,0,7,7,16,0,0,0,12,5,18,21,8,26,24,4,26,45,13,57,29,5,33,38,4,43,46,20,63,10,3,10,316,126,441,0,0,0,61,5,65,5,0,11,54,13,65,30,10,37,147,28,173,59,12,72,191,42,235,121,36,161,791,144,938,1163,240,1407,18,5,19,122,37,165,114,29,143,34,8,40,42,25,68,12,9,13,7,0,13,346,117,465,14,24,44,117,44,166,33,45,76,281,419,704,290,651,946,0,0,0,740,1190,1931,0,0,0,64,166,235,407,617,1021,470,784,1257,33,9,42,475,106,579,97,7,107,8,8,12,17,10,33,5,4
LGA53920,0,0,0,19,27,50,0,0,0,0,0,0,0,0,0,5,0,5,24,27,55,0,0,0,0,0,0,0,0,0,112,17,129,4,0,6,47,6,58,168,29,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,5,0,10,4,0,4,13,3,20,18,0,20,43,8,48,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,10,4,0,4,0,0,4,10,16,31,4,6,8,0,0,0,22,27,46,0,0,0,25,33,56,8,8,16,31,37,69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,6,358,202,564,3,4,3,6,0,4,0,0,0,27,11,35,398,217,617,38,4,40,7,0,7,6,0,3,276,66,341,205,63,269,31,0,35,563,136,698,33,10,40,381,219,598,97,41,139,3,7,6,3,0,3,0,0,0,0,0,0,0,0,0,160,29,190,8,0,11,26,3,29,34,0,40,16,6,25,3,0,3,28,4,34,3,0,3,809,315,1120,0,0,0,8,0,11,0,0,0,46,11,54,23,10,33,79,24,101,77,8,86,145,25,166,350,26,377,458,67,529,1040,126,1162,3,0,3,19,7,29,4,0,4,0,0,0,18,3,19,5,0,5,0,0,0,50,21,68,5,12,15,20,8,29,18,37,52,97,191,288,64,179,242,0,0,3,201,430,632,0,0,0,9,22,34,153,276,437,167,301,469,8,3,12,95,23,118,0,0,0,0,5,5,0,5,3,0,3
LGA54060,0,0,0,64,26,94,0,0,0,0,0,0,25,10,31,0,0,0,92,43,133,0,0,0,0,0,0,11,0,10,3,0,3,0,0,0,8,3,17,27,5,33,0,0,5,5,6,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,24,3,33,0,0,0,0,0,0,48,16,65,4,0,4,0,0,0,5,0,5,4,0,4,0,0,4,10,0,14,7,0,9,16,3,20,7,4,9,52,4,58,83,13,94,0,0,0,5,3,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,13,0,0,0,3,3,8,12,16,27,15,47,69,4,29,37,0,0,0,38,104,139,0,0,0,19,35,55,19,47,64,37,82,117,3,4,8,16,5,21,0,0,0,0,0,0,0,0,0,11,0
LGA54130,0,3,5,200,73,277,7,5,12,0,0,0,0,0,0,12,0,12,218,81,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,3,0,3,3,0,3,13,3,13,20,3,20,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,10,10,0,4,4,0,0,0,0,0,0,3,17,17,0,0,0,6,14,25,4,12,15,17,29,41,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0
LGA54170,0,0,0,20,17,38,0,0,3,0,0,0,15,13,30,12,8,16,47,45,92,21,13,32,8,0,10,9,6,15,92,34,127,0,0,0,38,15,54,171,66,238,27,9,43,99,192,291,8,9,17,5,38,50,23,4,25,0,0,0,20,9,34,0,0,0,10,7,17,15,17,36,9,4,10,11,6,19,10,3,14,19,9,29,40,31,72,36,24,54,343,361,699,6,3,12,21,27,49,14,0,14,48,10,60,11,7,19,110,43,151,71,15,87,488,131,622,91,13,102,1673,342,2017,2330,502,2827,16,10,18,48,30,78,45,24,72,23,4,25,21,18,36,28,70,94,0,5,4,175,152,325,42,78,123,100,30,123,86,66,153,1168,1492,2656,1194,3070,4260,10,11,19,2590,4744,7342,5,11,17,134,156,295,2014,2536,4550,2159,2702,4861,25,8,32,333,63,395,18,6,28,4,7,10,8,0,3,13,11
LGA54200,6,0,8,140,91,234,0,0,0,0,0,0,4,0,4,12,7,20,162,100,267,90,18,110,5,4,7,12,6,18,92,24,113,0,0,0,189,39,224,398,82,480,69,19,86,91,67,159,17,11,27,3,13,20,44,9,52,0,0,0,6,5,15,0,0,3,4,6,5,65,11,82,77,22,99,121,23,136,136,14,151,215,34,241,202,28,224,37,10,47,1073,273,1347,9,0,12,114,39,159,8,3,10,8,6,14,28,9,38,172,61,236,64,12,76,246,60,307,121,19,143,775,167,936,1202,261,1458,10,0,10,119,75,193,63,17,85,140,32,168,21,13,35,46,59,110,6,3,15,410,208,615,17,21,36,57,19,82,39,34,78,297,418,713,148,381,528,0,4,6,568,872,1442,0,0,0,23,55,73,438,583,1023,457,637,1099,69,23,100,915,204,1113,244,60,300,7,0,8,8,9,7,4,4
LGA54280,0,0,0,27,13,42,0,0,0,3,0,3,0,0,0,9,0,5,38,17,52,271,74,341,25,4,28,5,0,7,2495,686,3175,26,0,28,602,105,707,3422,873,4292,56,18,70,9,3,10,0,5,7,3,7,10,0,0,0,3,0,3,4,7,13,3,0,3,98,28,121,16,3,18,15,6,20,213,81,300,31,7,40,0,0,4,65,23,80,11,3,10,519,191,716,0,0,3,57,6,66,0,0,8,27,8,32,52,25,79,147,38,183,40,10,43,80,20,97,167,28,201,634,144,778,915,208,1124,3,3,5,47,36,82,220,59,283,35,18,48,12,14,20,6,11,17,0,0,0,317,147,461,13,22,39,81,41,121,18,41,58,140,297,433,125,359,479,0,3,3,373,758,1132,0,0,0,66,186,248,246,421,668,310,602,912,34,4,39,375,115,491,133,29,158,0,0,0,14,6,17,9,0
LGA54310,3,0,3,7,9,16,0,0,0,0,0,0,7,0,7,0,0,0,25,9,29,147,26,176,12,0,13,711,155,866,2046,352,2401,608,138,747,89,17,97,3608,686,4299,24,12,32,13,24,43,10,3,15,0,7,5,0,0,0,0,0,0,3,0,3,0,0,0,125,23,144,18,4,20,5,0,9,29,4,34,12,0,17,13,0,13,16,0,20,0,0,0,276,76,352,13,0,14,37,14,48,29,8,33,45,19,65,73,28,101,187,72,260,106,9,119,156,26,186,653,64,715,586,110,693,1503,204,1708,5,0,5,68,29,96,58,22,78,12,0,10,6,3,8,0,3,7,0,0,0,151,59,208,3,13,19,41,12,55,15,35,46,101,198,303,81,185,269,0,0,0,241,447,690,0,3,3,77,113,187,320,319,644,394,431,835,37,12,52,202,72,268,21,5,32,53,12,68,98,23,122,12,0
LGA54340,0,0,0,141,50,191,0,0,0,0,0,0,0,0,0,15,4,16,156,51,209,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,155,57,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,171,54,225,0,0,0,8,0,8,0,0,0,6,0,7,6,0,6,22,0,23,6,0,6,13,3,17,8,0,8,35,4,44,59,11,70,0,0,0,23,21,37,40,9,50,0,0,0,4,0,6,0,0,0,0,0,3,64,35,98,9,4,10,19,0,26,8,6,7,30,61,85,26,36,57,0,0,0,82,102,184,0,0,0,4,24,26,25,52,77,33,71,103,4,4,3,19,13,28,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,69,23,91,0,0,0,0,0,0,0,0,0,3,5,4,72,24,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,10,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,4,0,4,0,0,0,22,8,24,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,8,0,8,0,0,0,4,0,4,0,0,0,14,0,17,15,0,17,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,5,3,4,8,6,17,24,7,0,9,0,0,0,13,23,36,0,0,0,0,3,7,3,12,16,8,13,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,117,47,165,0,0,0,0,0,0,0,0,0,4,3,7,127,51,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,7,8,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,265,122,393,0,0,0,0,0,0,0,0,0,11,9,25,281,131,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,8,0,0,0,22,5,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,4,0,3,3,0,4,0,0,0,23,4,24,31,3,35,0,0,0,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,12,24,0,3,0,0,0,0,0,6,4,6,19,23,3,13,11,0,0,0,18,34,49,0,0,0,0,9,6,9,8,18,12,19,21,4,0,3,32,6,41,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,3,139,60,194,0,0,0,0,0,0,0,0,0,10,0,8,149,59,210,8,3,9,3,0,3,0,0,0,115,14,127,0,0,0,100,4,104,226,16,243,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,0,0,0,7,3,13,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,4,0,0,4,0,7,16,0,21,36,4,38,0,0,0,5,3,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,0,0,3,0,0,0,0,0,0,4,5,7,0,0,3,0,0,0,6,13,20,0,0,0,3,13,15,5,3,10,3,22,23,0,0,0,11,4,18,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,53,27,80,0,0,0,0,0,0,0,0,0,4,0,4,62,27,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4,5,0,8,7,0,7,0,0,0,10,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,3,11,12,0,0,0,0,3,3,0,0,3,0,3,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,158,60,220,0,0,0,0,0,0,0,0,0,4,3,6,163,68,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,10,0,10,9,0,9,13,0,17,0,0,0,0,0,3,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,0,0,0,3,0,3,0,5,7,0,3,9,0,0,0,4,10,10,0,0,0,0,4,4,4,3,9,4,6,12,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0
