POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,86,68,79,60,25,0,359,14,5,7,3,3,0,0,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,10,7,4,0,27,57,100,78,93,75,29,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,105,108,62,94,24,7,451,12,3,0,5,0,0,0,25,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,5,0,0,0,0,0,10,8,14,19,13,21,13,0,78,67,132,137,88,117,40,12,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,12,4,7,0,0,0,0,0,10
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,175,204,217,208,53,7,939,30,21,9,13,12,3,0,94,0,9,3,6,6,6,0,20,0,0,0,0,6,0,0,4,3,6,0,3,7,0,0,13,3,3,4,5,5,6,0,25,17,11,8,6,31,5,0,89,135,228,241,260,277,67,6,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,0,0,9,3,3,8,3,3,0,0,18
LGA52660,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,351,474,568,556,474,103,9,2537,156,22,12,10,13,0,0,217,0,0,3,6,6,0,0,17,4,0,0,5,5,0,0,12,8,0,3,4,0,0,0,16,0,4,0,6,0,0,0,12,21,10,12,19,16,6,0,84,546,516,607,598,515,118,16,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,28,11,12,4,4,0,0,0,29
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,150,240,323,275,84,9,1181,42,8,10,8,3,3,0,77,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,7,5,5,4,3,4,0,0,22,0,0,0,3,0,0,0,8,17,8,17,19,38,18,6,128,171,172,282,359,326,109,15,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,3,4,5,0,0,0,0,14
LGA52800,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,94,271,206,197,204,77,3,1055,47,59,35,37,13,6,0,197,0,3,4,3,5,3,0,13,0,0,0,0,0,0,0,4,4,7,6,9,3,0,0,28,21,44,27,30,16,4,0,145,69,157,100,94,95,30,5,552,248,578,407,396,352,123,6,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,10,13,0,3,0,0,21,3,10,11,0,6,0,0,28
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,159,228,254,224,82,10,1062,53,20,17,5,16,10,0,119,0,0,3,4,3,0,0,15,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,3,4,0,4,5,3,0,0,16,11,16,11,24,20,14,8,110,172,202,264,302,272,110,25,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,3,0,0,3,0,0,12,6,0,3,3,3,0,0,17
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,37,36,32,19,0,158,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,8,3,3,8,0,0,29,20,30,48,41,50,24,3,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,41,27,26,14,6,147,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,9,6,3,0,31,14,36,51,33,33,17,6,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,25,24,34,41,13,3,158,5,17,9,8,7,0,0,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,6,15,19,22,13,0,0,84,11,10,9,10,16,3,0,59,51,91,76,100,86,24,7,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,6,0,3,5,0,0,13,0,8,0,3,5,0,0,19
LGA53150,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,238,304,272,273,187,50,5,1330,26,7,13,6,10,0,0,60,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,6,7,4,0,3,0,0,0,12,0,4,0,0,0,0,0,6,15,14,7,13,10,12,0,66,293,345,296,310,220,64,5,1530,10,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,4,0,0,0,0,10,11,9,8,4,0,0,0,29
LGA53220,0,0,0,0,0,0,0,0,7,28,22,14,10,0,0,79,235,814,914,678,425,72,5,3147,121,307,294,219,145,18,0,1107,0,40,31,27,13,3,0,118,0,0,7,11,6,0,0,31,7,13,17,6,12,0,0,67,198,788,766,624,356,43,0,2779,131,267,174,174,142,37,4,925,903,3043,2982,2553,1619,230,15,11349,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,7,12,5,0,61,3,13,6,8,3,0,0,26,19,83,54,40,31,0,0,229,30,111,80,57,46,4,0,327,31,108,121,96,54,3,0,408,56,218,201,157,102,10,0,746
LGA53290,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,539,750,883,959,776,184,21,4118,117,41,27,33,14,5,9,246,6,6,3,14,13,7,0,49,21,0,0,0,3,0,0,34,12,6,10,17,8,4,0,65,4,3,9,13,15,9,0,49,41,39,45,45,51,24,8,263,751,861,979,1093,896,229,42,4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,9,6,12,10,4,0,0,46,15,6,14,11,5,0,0,55
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,242,202,198,127,26,3,924,31,11,16,12,7,0,0,82,0,3,0,0,3,0,0,8,4,4,3,0,0,0,0,14,15,30,21,13,9,0,0,93,0,10,6,4,5,0,0,23,27,43,42,42,28,7,4,194,206,348,299,277,186,34,9,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,3,3,10,3,0,0,25,7,3,3,11,3,0,0,24
LGA53430,0,0,0,0,0,0,0,0,28,24,13,9,6,0,0,77,2192,3844,4034,3996,3010,844,81,18004,414,212,134,130,146,39,5,1081,0,12,17,16,15,7,0,65,6,18,13,34,26,6,0,115,41,89,93,83,64,8,0,380,7,27,21,33,17,3,0,109,137,148,100,111,97,36,8,642,3109,4641,4606,4563,3539,979,100,21543,59,66,46,32,24,11,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,14,19,4,0,83,3,7,5,9,0,0,0,19,7,3,5,7,4,0,0,16,81,89,67,57,44,13,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,6,8,3,0,39,25,12,9,9,4,0,0,52,4,5,7,0,3,0,0,19,38,25,18,14,15,5,0,116,21,32,38,36,32,12,0,164,138,140,127,106,90,28,5,633
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,272,233,252,236,76,11,1188,50,80,22,17,14,8,0,198,0,4,0,5,9,3,0,23,0,0,0,0,0,0,0,3,0,0,5,3,6,0,0,15,5,5,0,3,4,0,0,22,12,30,21,33,33,14,4,150,207,421,312,315,303,92,24,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,3,0,0,0,24,0,12,3,3,0,0,0,21
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,73,75,61,42,5,379,5,10,8,0,7,0,0,24,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,4,0,10,0,9,9,9,13,9,0,59,42,107,87,90,85,56,9,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,43,40,44,25,3,202,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,7,11,0,33,23,30,56,54,56,39,6,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,0,0,0,0,0,0,0,28,27,13,8,4,0,0,94,2620,4256,4760,4245,3200,857,81,20008,656,247,143,183,127,45,6,1402,9,33,49,40,62,16,0,205,10,5,5,17,14,0,0,48,23,12,16,15,10,4,0,79,18,45,31,28,27,7,0,160,65,43,38,42,47,26,7,276,3536,4747,5106,4619,3515,968,94,22578,40,37,20,11,13,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,8,0,0,19,8,0,4,0,0,0,0,10,5,8,0,0,3,0,0,13,62,43,28,18,21,5,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,15,4,8,3,0,0,0,28,0,0,0,5,0,0,0,12,21,9,10,7,4,3,0,48,52,48,30,30,17,5,0,182,124,96,67,57,41,10,0,397
LGA53800,0,0,0,0,0,0,0,0,7,8,6,0,10,4,0,32,1566,2302,2563,2882,2322,604,56,12303,513,151,107,94,90,14,6,967,12,19,25,28,41,7,3,134,26,18,11,19,12,5,0,88,22,35,25,49,27,0,0,153,21,10,20,15,26,9,0,98,71,68,44,71,97,28,11,378,2241,2614,2807,3170,2620,668,70,14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,3,0,3,0,0,11,22,20,19,9,15,10,0,95,29,21,24,12,21,10,0,117
LGA53920,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,79,74,66,74,20,0,336,17,17,22,19,12,0,0,86,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,16,16,10,0,0,55,62,89,71,67,52,11,0,352,110,209,190,186,160,40,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,3,4,3,0,0,21,3,8,4,4,4,0,0,25
LGA53990,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,16,618,1046,1272,1237,911,191,23,5286,217,125,71,59,38,7,5,516,0,11,9,19,13,4,0,53,0,7,0,5,0,0,0,15,18,0,7,0,5,0,0,33,7,18,16,9,9,6,0,71,25,36,32,23,31,29,0,182,903,1281,1470,1412,1074,244,27,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,52,35,31,4,0,166,0,0,6,0,0,0,0,3,0,3,3,0,0,0,0,3,16,37,52,33,32,4,0,180,14,8,11,9,5,0,0,53,29,50,64,43,37,4,3,233
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,72,133,171,142,38,8,650,20,5,9,3,5,0,0,47,0,0,0,3,5,4,0,8,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,5,0,0,4,0,0,0,14,7,4,8,8,16,5,0,52,118,82,148,196,171,56,13,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,6
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,66,56,57,19,0,287,4,0,0,0,9,3,0,21,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,3,9,10,21,6,0,54,42,59,81,61,90,30,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3
LGA54170,0,0,0,0,0,0,0,0,42,37,19,10,12,0,0,111,5329,6416,6623,7333,5412,1265,87,32458,1401,268,203,196,208,48,7,2327,3,19,29,46,60,19,4,181,13,18,10,18,17,5,0,83,34,20,35,34,26,5,0,152,13,25,28,39,26,7,0,144,211,97,103,104,87,43,3,649,7348,7085,7179,7879,5920,1402,99,36916,179,126,60,43,37,9,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,15,8,4,0,75,25,14,5,0,3,0,0,55,4,6,9,4,3,0,0,24,224,155,93,57,52,12,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,8,0,0,0,29,28,3,4,4,0,0,0,39,8,6,0,0,0,0,0,7,42,17,9,13,3,0,0,78,64,37,41,45,23,10,0,215,325,212,144,115,81,19,0,893
LGA54200,0,0,0,0,0,0,0,0,7,13,7,5,3,3,0,34,1483,2387,2618,2585,1980,542,55,11643,342,130,76,68,61,19,0,694,6,20,50,52,50,16,0,202,12,13,11,6,12,0,0,48,5,3,8,6,8,3,0,36,5,23,27,19,7,7,0,89,68,31,23,51,57,22,9,261,1954,2645,2826,2797,2187,616,67,13089,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,6,3,4,0,0,0,0,11,4,0,0,0,0,0,0,4,9,0,3,0,0,0,0,19,15,31,19,19,13,4,0,97,31,38,28,24,14,3,0,147
