POW_LGA_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
LGA53640,0,4,3,4,5,7,0,12,0,43,6,11,4,11,12,28,12,29,0,111,3,6,3,6,11,14,15,22,0,78,0,5,0,0,10,18,6,30,0,69,0,0,5,0,3,5,7,20,0,38,0,0,3,0,10,9,5,34,0,69,0,3,0,0,0,0,0,10,0,18,0,0,0,0,0,3,3,9,0,17,4,3,0,0,0,5,0,3,3,11,25,86,45,31,50,113,52,213,7,627
LGA53710,0,3,6,4,7,12,0,16,0,53,4,0,7,4,4,11,6,8,0,39,0,0,0,3,0,14,4,6,0,31,0,0,0,3,4,6,0,8,0,25,0,0,3,0,0,4,0,9,0,22,0,0,0,0,0,3,0,10,0,20,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,5,3,0,15,0,0,0,0,0,0,0,4,0,7,13,51,54,23,29,61,23,83,6,338
LGA53780,102,247,513,482,1017,599,141,209,49,3361,115,192,343,365,1218,981,226,393,45,3871,89,101,177,180,787,846,272,419,31,2918,114,95,123,139,544,829,280,469,29,2611,78,42,60,68,315,494,205,422,20,1709,81,39,74,87,385,672,304,769,19,2437,15,14,17,7,49,105,45,174,4,429,23,31,32,33,50,142,52,184,3,554,0,30,18,6,31,32,10,27,113,266,972,4551,3747,2202,5379,5303,1661,3354,484,27649
LGA53800,81,148,256,309,537,366,83,129,22,1941,94,107,191,237,584,569,154,258,22,2216,79,71,111,146,410,465,150,274,23,1733,66,44,91,110,377,375,161,367,14,1613,70,33,40,63,224,323,161,333,15,1257,119,60,59,57,301,510,259,740,15,2116,21,5,13,10,25,81,41,167,5,368,20,21,23,17,24,77,45,183,5,417,13,12,17,3,7,26,3,17,41,142,783,2484,2010,1489,2986,3126,1142,2696,255,16975
LGA53920,4,5,10,5,24,13,3,22,4,87,3,6,7,13,26,17,13,28,7,117,9,0,6,7,26,21,8,41,0,115,11,5,3,0,25,12,6,39,4,118,6,0,0,0,17,21,10,32,0,89,22,0,4,6,12,31,20,98,0,206,10,0,0,0,0,4,0,39,0,56,8,0,0,0,0,0,0,37,4,48,0,4,5,0,0,0,0,5,10,23,83,73,77,61,170,164,67,374,49,1124
LGA53990,24,78,104,118,241,173,48,74,17,876,31,62,78,72,293,244,66,130,13,991,23,37,46,36,128,186,73,171,6,705,22,22,31,28,109,186,76,222,9,713,28,13,21,27,79,161,48,247,7,631,47,23,28,22,82,277,116,507,5,1109,14,9,0,10,14,56,18,130,4,254,16,9,6,11,4,53,14,140,6,248,0,6,6,3,0,11,7,14,19,72,329,1188,881,579,1156,1487,508,1755,132,8017
LGA54060,3,3,16,12,21,19,7,10,5,97,8,7,13,11,30,29,7,18,0,132,0,5,12,5,13,14,5,17,4,75,3,4,3,10,12,15,9,31,0,81,0,3,4,0,3,23,5,21,0,68,6,6,3,0,9,26,11,31,4,106,4,3,0,0,4,6,0,10,0,30,0,0,0,4,4,6,4,18,0,39,0,0,0,0,0,4,0,0,12,18,55,210,140,78,131,173,58,178,35,1062
LGA54130,0,4,3,11,9,10,3,19,3,66,0,0,3,6,5,27,3,21,0,75,7,4,3,0,5,20,3,15,0,59,0,3,0,4,0,16,9,20,4,63,3,0,0,0,0,11,3,16,0,35,4,0,0,0,3,6,9,26,0,55,0,0,0,6,0,4,0,11,0,24,0,3,3,0,0,3,0,6,0,14,0,0,0,0,0,3,0,3,3,13,28,70,46,47,41,123,37,170,8,566
LGA54170,169,607,1075,857,1394,729,134,181,65,5212,193,408,870,815,1761,1246,275,357,58,5981,152,232,516,508,1209,1020,283,414,40,4386,171,170,343,408,1118,1024,292,470,27,4019,128,112,201,241,756,833,256,422,19,2967,201,178,203,262,1061,1423,447,997,34,4802,25,49,61,52,120,211,84,259,4,865,40,55,88,83,149,366,103,468,7,1363,12,69,54,39,54,52,16,41,177,512,1830,11594,8335,4841,8751,7586,2032,3949,651,49576
LGA54200,35,183,242,266,513,371,78,104,18,1820,57,123,189,200,609,634,185,242,39,2282,54,73,103,121,434,515,200,277,24,1802,40,53,59,74,310,401,212,342,13,1505,35,45,44,39,196,312,142,363,6,1184,74,52,49,68,205,439,235,623,14,1757,20,16,14,19,33,72,37,156,0,362,15,17,17,18,32,98,64,189,3,456,6,15,15,9,23,20,4,17,56,168,531,2707,1950,1249,2776,3181,1242,2475,274,16385
LGA54280,32,74,155,158,312,249,63,130,16,1192,64,66,93,116,431,443,159,258,23,1647,59,43,51,62,305,368,161,400,26,1478,76,41,56,60,250,395,183,649,30,1744,102,32,34,36,177,293,157,693,23,1545,173,75,69,37,243,515,445,1820,44,3421,49,14,21,9,39,101,124,559,20,934,46,19,18,7,19,92,84,591,10,885,5,12,9,5,10,11,4,41,80,178,789,1376,1233,768,2085,2695,1435,5305,321,16013
LGA54310,31,55,106,101,161,128,36,91,9,723,33,44,70,92,262,244,77,202,21,1052,53,50,50,50,184,228,90,316,7,1031,90,28,42,46,180,263,121,412,21,1204,92,30,37,45,163,259,119,530,21,1288,298,86,76,61,266,517,354,1726,40,3424,158,32,29,17,66,175,173,694,9,1349,278,46,32,24,119,294,247,1053,22,2113,3,11,7,4,7,13,8,29,54,145,1162,1085,788,615,1537,2236,1269,5169,230,14098
LGA54340,10,19,23,27,94,69,15,23,7,291,14,9,21,19,65,71,19,35,5,261,7,7,8,14,37,58,20,33,0,183,13,3,3,11,15,46,5,24,0,128,7,0,4,6,13,42,11,27,0,110,8,4,0,7,22,34,19,49,0,141,0,3,4,0,3,0,0,10,0,18,0,3,0,0,0,8,4,11,0,32,0,3,0,0,0,0,3,0,4,17,91,261,192,146,351,385,110,251,44,1820
LGA54410,0,4,10,7,12,16,3,6,0,61,0,4,3,4,14,18,4,12,0,67,0,6,0,5,12,9,3,5,0,40,0,0,0,4,5,8,5,9,0,35,0,0,0,0,3,6,0,8,0,15,6,0,5,0,8,3,7,11,0,27,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,6,4,5,17,56,53,32,49,78,26,93,9,411
LGA54480,6,4,4,0,4,3,3,7,0,20,0,8,0,0,4,10,4,19,0,50,0,0,0,0,0,13,0,14,0,29,4,0,0,0,3,11,0,12,0,40,0,0,0,0,4,8,0,11,0,17,3,3,0,0,0,3,4,12,0,23,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,6,0,7,0,13,0,0,0,0,0,0,0,0,0,3,14,24,23,8,20,52,27,97,8,267
LGA54550,6,9,18,6,12,20,12,19,5,109,6,6,15,19,25,33,7,36,6,158,4,3,9,4,5,19,6,22,0,71,3,6,9,8,9,21,9,19,0,82,5,0,0,5,12,10,7,22,0,66,8,0,5,0,7,17,6,36,0,81,0,0,3,0,4,0,0,16,0,24,6,4,5,3,0,9,0,28,0,58,0,0,0,0,0,0,0,8,0,12,52,111,122,59,101,164,57,246,29,945
LGA54620,3,8,4,0,3,8,6,15,0,47,4,0,4,7,6,11,10,20,0,62,4,0,6,0,3,6,4,32,0,59,6,6,3,3,6,5,4,39,6,74,3,0,7,0,0,7,10,49,0,81,14,5,4,3,3,8,11,96,0,151,4,0,0,0,0,0,5,28,0,35,3,0,0,0,0,5,10,20,3,48,0,4,5,0,0,0,0,3,4,13,45,57,54,26,53,85,62,333,22,727
LGA54690,0,4,0,4,5,4,0,0,0,17,0,0,3,6,4,7,0,5,4,21,0,0,0,0,0,5,4,11,0,24,0,3,0,0,0,4,0,9,0,14,0,0,0,0,3,0,0,4,0,17,0,0,0,0,0,4,11,10,3,27,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,4,24,15,10,18,36,17,54,4,190
LGA54760,5,4,3,4,3,4,3,6,0,40,3,0,0,9,7,10,12,23,0,54,0,0,0,4,4,12,0,14,0,39,0,0,0,0,3,11,8,13,0,37,0,0,7,0,0,3,0,21,0,34,0,4,0,0,5,13,14,12,0,42,0,0,0,0,0,3,0,10,0,16,0,0,0,0,0,5,0,9,0,12,0,0,0,0,0,0,0,3,6,8,24,44,28,24,24,65,35,132,9,394
LGA54830,67,116,182,171,423,284,69,97,27,1441,64,85,135,136,520,507,176,242,23,1895,70,48,71,93,422,550,208,322,28,1810,83,29,56,71,366,603,245,405,21,1881,81,26,53,35,260,457,220,446,14,1601,156,44,59,67,543,908,488,1047,20,3317,41,12,20,16,149,231,115,271,8,849,29,11,16,13,137,223,152,390,3,971,7,16,9,7,25,23,6,20,59,163,757,1743,1443,980,3163,4049,1737,3361,293,17533
LGA54900,0,4,9,9,9,23,8,22,0,87,5,4,12,3,13,36,3,25,0,110,4,5,3,3,11,24,6,26,0,81,5,6,0,0,6,11,9,32,0,84,3,0,3,4,5,18,7,15,0,52,0,6,0,0,6,17,9,48,0,87,0,0,0,5,0,4,0,9,0,20,0,0,5,0,0,8,0,15,0,27,0,5,0,0,0,5,0,9,5,23,42,80,82,46,65,163,58,252,14,796
LGA54970,8,4,0,3,10,11,0,17,3,60,13,3,5,3,0,11,9,54,3,104,24,8,6,3,14,13,6,118,0,191,32,4,4,4,12,14,28,174,7,275,50,10,6,5,14,25,17,224,3,353,171,32,37,6,44,39,104,925,17,1377,28,15,14,3,10,12,55,238,4,381,44,15,7,3,13,7,44,202,3,344,3,0,0,0,0,4,0,18,21,49,378,107,89,38,127,139,274,1982,77,3209
LGA55040,0,0,4,0,7,6,3,19,0,49,11,9,3,3,13,17,9,70,6,137,14,8,5,0,9,24,11,97,8,185,23,10,4,4,20,22,23,160,5,257,43,10,9,6,12,15,30,259,3,393,147,33,34,5,38,44,100,742,13,1158,39,6,13,0,5,13,38,266,3,390,24,15,9,7,10,11,57,221,0,355,4,5,0,0,3,0,0,15,11,36,314,128,113,35,136,174,277,1867,78,3130
LGA55110,101,283,533,512,855,400,89,167,36,2975,133,182,391,400,967,707,162,242,37,3219,78,95,162,194,613,491,161,235,21,2042,70,70,114,148,458,417,140,288,19,1715,48,36,47,88,223,337,123,248,11,1166,86,42,68,91,271,514,190,435,17,1711,12,12,22,8,37,64,39,95,3,295,14,24,35,32,49,123,36,173,5,497,7,31,29,11,36,15,4,18,97,247,1033,5547,4110,2468,4336,3552,1045,2088,432,24614
LGA55180,12,40,79,90,157,132,42,79,8,635,35,24,57,52,117,171,59,78,11,612,18,10,29,30,74,111,36,85,6,395,20,16,17,23,61,102,21,85,4,349,11,7,5,17,34,51,19,51,0,201,16,4,9,17,37,73,25,96,3,281,0,0,0,0,3,9,0,17,0,34,4,0,3,8,5,7,8,22,3,54,9,8,3,0,3,5,0,14,9,50,219,662,513,406,645,823,243,665,87,4260
LGA55250,0,4,3,4,16,13,0,10,0,48,5,4,0,3,19,22,6,33,5,99,14,6,0,7,3,3,3,67,0,107,18,5,7,6,11,5,12,102,9,174,16,0,0,4,8,11,16,133,0,184,53,22,13,0,20,18,36,316,8,486,20,7,4,0,5,0,11,108,4,158,12,8,6,0,4,3,15,120,4,175,0,0,3,0,0,4,0,8,6,29,147,77,46,29,99,98,96,924,39,1547
LGA55320,174,485,878,713,1209,658,130,169,53,4465,238,366,802,745,1618,1258,235,358,66,5673,207,232,496,534,1308,1116,277,390,48,4598,208,192,345,437,1147,1143,297,499,33,4303,152,96,169,242,715,857,285,432,29,2975,243,157,252,240,1076,1518,556,1181,34,5245,51,62,61,58,119,335,122,361,12,1175,77,98,141,137,155,637,256,904,16,2417,9,46,30,15,41,32,9,28,139,346,1935,8533,6467,4222,8253,8135,2281,4566,608,44999
LGA55390,0,0,0,3,5,0,0,9,0,15,7,0,0,3,0,8,0,14,0,39,6,0,4,0,3,6,10,33,5,67,14,5,0,0,8,3,10,47,0,89,15,8,0,0,4,9,6,84,0,131,47,12,9,0,22,9,45,253,6,407,12,8,0,0,7,0,20,104,0,154,9,5,3,0,0,0,19,89,0,124,0,0,0,0,0,0,0,0,6,11,105,38,35,15,58,44,103,646,25,1075
LGA55460,5,16,18,18,41,36,6,30,0,171,4,10,7,18,53,47,27,32,3,199,0,13,13,11,34,31,12,33,0,146,9,6,3,3,16,39,6,38,6,128,7,7,4,3,11,30,10,34,0,112,14,7,10,8,21,34,30,60,0,171,3,3,0,4,4,6,5,8,0,27,0,5,0,0,3,8,0,22,0,41,0,0,0,4,0,0,0,0,8,19,74,217,135,93,214,281,105,286,30,1439
LGA55530,0,4,0,0,0,7,0,11,0,19,0,0,0,0,5,11,4,7,0,31,0,0,0,0,0,11,0,9,0,28,0,3,0,0,0,5,8,13,0,27,0,0,0,0,0,10,0,10,0,22,0,0,0,0,0,6,4,18,0,26,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,6,7,24,13,9,23,43,26,85,3,227
LGA55600,0,16,18,18,28,30,0,18,0,124,6,5,5,16,25,44,14,44,0,158,6,4,12,15,11,26,7,30,0,121,6,8,0,7,12,25,14,35,0,111,3,0,6,0,14,11,7,42,0,84,3,0,0,5,10,20,15,42,0,106,0,0,0,0,0,3,0,12,0,23,3,3,4,0,0,3,6,15,0,34,0,4,0,0,0,3,0,4,0,12,38,136,108,95,129,208,83,272,19,1083
LGA55670,0,0,0,3,6,10,5,8,0,34,4,0,8,0,4,7,4,16,0,46,0,0,0,5,6,8,4,10,0,31,0,0,0,0,3,9,7,7,0,28,0,0,0,4,0,9,0,7,0,25,0,3,0,0,3,5,4,21,0,41,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,5,0,13,0,19,0,0,0,0,0,0,0,0,3,3,15,32,33,24,40,65,22,106,15,333
LGA55740,15,39,77,57,74,27,3,26,0,319,7,27,54,48,126,65,20,23,0,375,4,13,27,31,63,57,12,23,0,235,5,14,24,25,64,55,15,27,0,228,10,5,12,14,38,42,22,26,0,167,13,8,21,18,34,69,35,85,3,283,0,4,4,8,7,13,3,20,0,55,5,14,12,7,11,35,10,40,0,132,0,3,0,0,0,0,0,7,6,17,94,593,459,295,466,392,124,296,38,2755
LGA55810,0,0,0,0,0,10,0,8,0,21,3,0,0,3,3,5,0,14,3,36,6,0,0,0,0,5,3,16,0,36,7,0,0,0,4,8,0,28,0,48,7,0,0,0,7,3,5,58,0,91,26,7,3,0,8,6,25,152,9,226,7,0,3,0,5,0,9,52,0,70,6,0,0,0,3,0,5,51,0,67,0,0,0,0,0,0,0,0,5,14,69,16,14,13,31,44,50,387,28,661
LGA55880,0,0,3,0,6,6,0,5,0,21,0,0,3,6,6,3,7,8,0,36,0,3,0,0,0,5,0,8,0,24,3,5,0,0,0,3,5,13,0,24,0,0,0,0,0,3,0,6,0,16,0,0,0,4,4,6,4,13,0,31,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,10,12,20,41,22,81,6,237
LGA55950,0,0,0,0,3,3,6,8,6,23,0,0,0,0,3,13,3,8,0,34,0,5,0,0,3,4,0,6,0,27,0,0,0,0,6,0,6,14,0,22,0,0,3,0,6,5,0,7,0,25,0,0,0,0,3,5,3,12,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,3,10,22,18,16,26,43,17,81,10,242
LGA56090,35,104,167,143,251,175,41,79,9,1007,28,77,131,109,295,312,86,124,17,1176,33,38,69,72,227,264,67,146,4,926,46,31,44,59,172,275,96,187,13,926,29,16,28,34,112,193,95,180,5,700,38,15,41,42,147,236,108,293,13,920,9,3,3,3,19,32,22,69,4,166,6,17,10,19,14,43,16,88,0,213,0,19,11,10,15,8,3,15,43,119,347,1781,1249,757,1460,1712,586,1288,137,9324
LGA56160,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,0,14,3,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,9,6,0,36,0,65
LGA56230,12,54,66,57,138,100,13,31,3,482,22,32,60,67,145,126,35,54,3,548,16,18,23,26,113,109,41,78,9,436,24,15,19,29,141,95,57,112,3,501,24,7,19,18,167,91,59,102,6,483,91,15,38,31,525,238,190,276,9,1404,8,0,6,8,85,74,41,62,6,294,17,4,7,10,32,54,37,80,3,242,4,4,9,0,7,6,0,3,26,65,287,901,646,398,1497,1011,500,904,106,6257
LGA56300,0,6,4,12,15,13,0,10,0,56,4,9,10,8,13,15,0,16,0,73,4,5,3,3,7,11,4,8,0,45,3,3,9,0,10,7,3,9,0,35,0,3,5,0,3,6,3,4,0,26,0,3,0,6,0,8,0,9,0,28,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,6,0,16,0,4,0,0,0,0,0,0,4,9,27,101,63,40,63,83,14,90,10,500
LGA56370,0,5,9,9,8,12,0,14,0,52,0,5,3,0,8,16,7,20,0,65,0,0,0,0,3,10,3,11,4,40,0,3,3,0,0,16,6,13,3,45,0,0,0,0,0,3,0,14,0,20,0,5,0,0,0,5,4,26,0,42,0,0,0,4,0,0,0,8,0,11,0,0,0,0,0,4,9,11,0,16,0,0,0,0,0,0,0,0,0,0,12,39,29,18,36,73,29,154,10,399
LGA56460,19,20,45,50,59,65,18,21,3,300,12,21,21,33,87,110,19,39,9,348,16,7,20,9,54,53,13,31,4,216,11,12,11,17,31,59,22,45,0,214,5,12,6,13,17,46,8,53,0,154,6,8,7,9,40,58,33,80,0,246,3,6,0,3,8,10,6,12,0,42,0,0,6,7,3,14,0,22,0,54,3,3,0,4,0,6,0,3,6,28,104,312,286,223,370,481,147,357,43,2322
LGA56580,40,166,247,203,261,161,19,41,18,1155,61,127,227,238,498,308,81,88,21,1641,60,86,162,169,487,410,93,111,16,1600,73,61,103,132,416,358,84,152,9,1387,51,34,79,84,290,307,106,161,20,1132,80,64,80,103,434,563,195,378,7,1906,8,20,24,22,43,104,49,112,0,378,14,71,53,61,72,185,85,344,8,895,0,8,12,4,18,17,0,8,39,103,532,2247,1784,1281,2715,2524,746,1467,180,13482
LGA56620,0,0,0,0,3,7,5,0,0,20,0,3,0,0,8,0,0,3,0,12,7,0,0,0,9,3,4,12,0,35,0,0,0,0,17,8,3,4,0,32,3,0,0,0,7,5,0,6,0,24,0,0,0,0,11,16,3,26,0,56,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,0,7,0,4,0,0,3,0,0,0,0,0,0,5,19,8,19,10,53,45,13,59,8,233
LGA56730,15,43,75,92,163,102,27,41,13,572,26,30,62,70,201,188,58,95,12,744,20,19,40,42,145,145,53,75,0,537,16,10,16,28,102,142,44,75,8,445,9,10,7,14,88,105,36,77,4,356,27,11,15,19,101,181,63,146,8,570,3,3,4,0,7,15,10,32,0,83,0,9,0,4,8,21,15,34,0,93,0,4,8,3,5,9,0,11,13,57,215,611,533,404,961,1011,330,674,94,4828
LGA56790,7,8,15,22,24,28,0,27,0,129,8,11,11,12,22,37,6,34,0,151,8,4,0,12,13,26,13,23,0,102,5,4,3,3,6,19,7,35,3,86,5,6,4,0,3,11,11,11,0,56,3,12,0,7,3,15,3,31,0,76,0,3,0,0,0,3,0,18,0,24,3,4,0,4,0,0,0,7,0,30,0,0,0,0,0,0,5,0,3,18,69,174,145,102,108,184,66,258,23,1126
LGA56860,0,0,0,4,0,0,0,3,0,8,0,0,4,0,7,3,0,6,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,8,11,13,0,23,0,65
LGA56930,0,15,14,7,21,16,6,0,0,81,0,12,15,19,29,22,0,7,0,102,4,3,11,8,37,20,3,15,0,103,4,9,7,14,17,27,10,10,0,87,0,0,9,0,17,15,8,11,0,71,3,5,5,4,12,33,27,47,0,140,0,5,3,0,0,5,6,8,0,26,0,6,13,6,12,20,5,24,0,83,0,0,0,0,0,0,0,0,3,8,31,266,138,87,158,171,61,125,14,1045
LGA57000,0,0,4,3,0,3,0,14,0,33,3,0,0,3,12,9,0,23,0,45,3,0,0,0,3,7,6,21,0,48,7,0,0,0,3,4,10,50,3,83,9,5,0,0,5,4,9,44,0,66,40,13,17,3,11,13,22,183,0,307,12,0,3,0,5,0,7,73,0,101,11,0,3,0,0,0,3,50,0,69,0,0,0,0,0,0,0,3,6,9,94,30,43,10,35,55,70,473,11,826
LGA57080,403,1030,2158,1357,2751,1524,304,356,145,10036,681,881,1960,1662,5599,3876,745,811,181,16392,822,559,1374,1538,6215,4677,1028,1281,128,17624,951,507,1014,1457,5841,5272,1169,1699,129,18036,824,307,600,993,4553,4765,1087,1812,101,15047,1802,622,994,1498,8438,12395,3528,5990,185,35465,500,200,241,343,1578,4009,1409,2616,48,10941,985,379,485,614,2248,7730,3315,8700,103,24562,27,61,60,34,153,204,44,122,506,1211,8258,12831,14896,11197,39043,45352,12817,23770,2110,170275
LGA57140,0,4,5,6,3,3,4,9,0,39,3,0,5,3,7,12,3,9,0,39,0,5,0,0,5,6,5,11,0,26,0,5,0,0,5,8,3,11,0,32,0,0,0,0,3,4,0,4,3,18,0,0,0,7,0,6,0,10,0,29,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,7,0,13,0,0,0,0,0,0,0,3,3,6,17,64,37,39,34,45,30,82,3,347
LGA57210,12,35,35,32,57,56,37,39,8,306,14,19,29,23,59,99,57,56,3,358,10,7,15,8,30,55,48,41,0,212,7,4,5,5,10,34,28,55,0,157,3,0,0,5,15,29,18,47,0,132,9,7,6,5,14,30,23,53,0,143,0,4,0,0,0,7,0,11,0,30,5,4,4,3,7,8,0,34,0,64,3,0,0,0,0,0,0,5,4,20,103,297,240,151,256,377,253,414,52,2143
LGA57280,27,36,43,60,90,87,19,55,8,436,42,33,48,60,162,172,57,156,16,748,52,40,39,42,190,168,52,229,30,839,71,27,35,32,176,198,90,346,22,994,88,36,25,22,138,147,77,430,15,983,262,48,64,35,222,329,240,1398,53,2650,147,26,18,14,48,101,127,614,21,1104,186,29,23,6,47,132,151,789,13,1373,5,6,5,3,7,14,4,30,53,130,958,687,534,377,1190,1427,843,4122,267,10399
LGA57350,0,3,5,3,8,7,4,5,0,33,0,0,5,6,4,3,7,8,0,36,0,5,0,3,5,8,3,7,0,30,4,3,4,0,0,12,4,4,0,33,0,0,0,0,0,6,0,6,0,20,0,5,0,0,0,0,3,7,0,21,0,0,0,0,0,0,0,8,0,7,0,0,0,4,0,0,4,7,0,14,0,4,4,0,0,0,0,0,0,8,13,42,31,22,33,49,26,68,3,302
LGA57420,5,4,9,9,15,16,4,26,0,82,9,6,9,12,22,18,9,45,0,138,10,4,10,5,14,19,16,54,0,125,10,4,4,8,13,10,13,82,3,155,13,4,5,7,10,10,14,118,0,173,37,10,9,4,16,34,24,316,8,466,10,3,5,3,0,5,7,90,4,132,9,0,7,5,0,4,3,73,0,98,0,0,0,5,0,0,0,17,10,35,115,132,97,68,117,119,94,858,47,1650
LGA57490,166,289,625,623,1136,622,122,196,31,3807,151,236,410,473,1263,982,257,380,53,4204,144,115,211,239,866,922,243,466,33,3238,130,105,141,192,702,865,280,558,41,3018,109,69,93,135,471,685,211,483,28,2276,167,61,95,144,585,1065,404,1102,40,3670,22,8,22,25,76,189,60,230,12,645,19,14,29,29,100,231,76,275,15,790,7,36,29,15,28,43,11,26,130,333,1514,6508,4940,3054,6219,6193,1798,4023,576,34820
LGA57630,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,9,11,0,3,6,0,26,0,63
LGA57700,25,58,104,108,208,142,23,53,14,737,33,42,67,89,190,211,70,104,14,821,22,11,38,32,103,177,67,101,5,568,15,17,27,25,89,157,70,137,12,546,15,12,8,18,56,101,45,108,7,374,22,13,18,12,58,123,70,170,4,492,3,9,5,5,9,20,4,38,5,95,7,6,4,4,11,23,11,53,0,129,0,4,5,9,9,10,4,5,28,79,264,1220,848,570,956,1115,402,876,140,6392
LGA57770,0,0,7,3,18,18,5,11,3,70,0,0,4,3,21,16,5,17,0,72,0,0,4,0,6,10,5,13,0,41,0,0,0,0,6,7,5,15,0,35,0,0,0,0,4,0,0,14,0,26,0,0,0,0,7,12,3,33,3,62,0,0,0,0,0,3,0,5,0,6,0,0,0,0,3,0,0,11,0,18,0,0,0,0,0,0,0,4,7,16,11,41,54,27,83,81,33,140,17,495
