POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA52450,0,3,8,0,0,0,0,0,0,25,4,0,12,3,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,15,9,0,3,0,0,0,3,0,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,27,3,54,21,13,9,7,14,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,6,0,6,0,0,0,0,5,0,21,0,0,8,0,0,0,0,0,0,17,6,0,7,0,0,0,5,3,0,19,8,0,8,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,12,38,9,6,4,8,14,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,5,0,12,0,0,0,7,4,0,37,10,0,13,0,0,0,10,3,0,43,3,0,15,0,3,0,12,6,0,36,8,3,47,0,0,0,23,6,0,88,4,0,14,0,0,0,0,0,0,25,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,59,12,155,29,34,17,63,58,7,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52660,13,5,31,6,6,0,19,6,0,88,15,0,35,3,6,4,18,0,0,94,9,0,41,0,0,0,23,9,4,80,12,4,55,0,5,0,17,0,0,114,3,0,5,0,0,0,0,0,0,11,4,0,4,0,0,0,4,0,0,7,4,0,5,0,0,0,0,0,0,5,93,28,293,193,91,64,123,102,10,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,3,0,14,0,0,0,3,7,3,0,6,0,15,0,0,0,3,0,0,0,0,0,10,0,0,3,5,0,0,0,8,0,12,4,0,3,0,0,0,7,0,0,11,0,0,0,0,5,0,7,0,0,15,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA52730,14,7,18,0,0,3,5,0,0,41,4,0,13,4,0,3,0,0,0,28,0,0,8,0,3,0,0,4,0,11,3,0,9,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,10,74,15,125,62,37,27,25,45,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,6,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA52800,14,4,18,16,13,0,8,10,0,77,14,11,26,15,11,0,4,5,0,76,3,0,17,7,0,0,5,8,3,48,10,7,34,25,9,0,20,6,0,115,0,3,24,0,0,0,4,3,0,39,3,0,27,0,0,0,0,0,0,30,0,3,9,0,0,0,3,0,0,14,62,52,188,112,66,16,53,98,12,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,3,0,11,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52870,11,0,16,0,4,0,5,6,0,40,9,0,17,0,0,0,4,0,0,37,10,0,7,0,0,0,5,0,0,22,8,3,20,0,0,0,3,0,0,32,0,0,7,0,0,0,0,0,0,10,8,0,3,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,4,90,9,129,57,40,14,35,58,6,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,4,0,14,0,0,0,0,5,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA52940,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,4,9,10,5,0,8,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,3,5,0,3,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5,0,0,10,0,0,5,0,0,0,7,0,0,19,0,0,30,0,0,0,19,3,0,61,0,4,17,0,0,0,5,0,0,26,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,6,13,79,8,3,9,40,13,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,4,0,14,0,10,0,0,3,0,40,5,9,13,3,0,0,0,3,0,41,0,0,6,3,0,0,0,0,0,10,12,4,5,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,36,18,103,90,34,26,0,23,5,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA53220,17,5,104,14,29,0,81,62,7,321,10,3,233,21,33,4,141,52,4,506,19,9,322,19,31,0,224,46,5,686,53,88,1611,36,51,3,790,138,22,2795,34,69,929,9,20,0,224,27,23,1332,105,42,841,0,32,0,121,26,18,1177,0,4,39,0,0,0,16,3,15,74,258,248,4201,143,218,26,1667,453,97,7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,10,0,0,3,3,3,0,3,7,0,19,3,0,10,0,4,0,5,12,0,32,0,3,10,0,4,0,15,11,0,44,0,0,4,0,3,0,20,7,0,34
LGA53290,24,8,61,7,22,8,31,18,3,180,22,10,70,9,13,4,25,16,7,172,29,13,43,5,9,0,15,11,0,117,36,5,95,3,8,3,46,12,4,218,11,0,17,0,3,4,9,3,0,42,14,6,21,0,4,0,6,4,3,54,4,0,4,0,0,0,0,0,0,14,243,73,520,184,169,80,183,175,33,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,3,0,10,0,15,7,0,4,0,0,0,0,0,0,15,0,0,3,6,7,0,4,3,5,20,0,0,0,9,0,7,0,3,0,22,5,0,0,0,8,0,3,4,0,23,4,3,5,0,9,0,0,8,0,24,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3
LGA53360,11,5,22,5,14,0,0,4,0,57,10,0,26,9,5,0,7,3,0,58,3,0,21,8,0,0,0,0,0,38,8,0,38,4,0,0,7,6,4,70,0,0,13,0,0,0,0,0,0,19,4,3,15,0,0,0,4,0,0,29,6,0,0,0,0,0,0,0,0,3,60,26,189,59,55,16,24,48,15,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,60,38,239,61,106,25,47,42,3,621,66,47,205,41,60,11,40,33,10,522,77,27,135,26,31,16,30,30,6,376,103,70,177,33,37,13,55,93,0,587,35,12,36,0,9,0,3,18,0,105,38,10,20,0,3,0,3,0,0,84,4,0,16,3,0,3,0,3,6,44,561,302,1531,742,542,268,310,482,58,4803,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,10,0,0,4,23,0,0,0,8,0,6,0,12,0,30,0,0,0,8,0,7,0,10,0,30,0,0,3,9,8,4,0,13,0,31,0,0,11,19,3,11,3,8,0,48,0,3,9,12,6,4,3,10,0,58,5,0,7,11,15,5,11,8,0,50,6,3,5,3,12,3,3,9,0,51,4,3,7,11,8,5,0,0,0,28,3,7,6,4,15,4,0,0,0,41,0,0,3,0,0,0,0,0,0,15
LGA53570,4,0,15,0,10,0,4,9,0,46,9,4,14,0,8,0,8,10,0,49,14,0,13,0,0,0,9,4,0,30,12,0,14,0,0,0,10,6,3,45,3,0,6,0,0,0,0,4,0,15,0,3,8,0,0,3,0,0,0,16,3,0,0,0,0,0,0,0,0,15,99,17,117,16,49,15,57,74,11,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
LGA53640,0,0,6,0,0,0,5,4,0,17,5,0,0,0,5,0,3,0,0,16,4,0,4,0,0,0,0,0,0,7,9,0,8,0,0,0,4,0,0,19,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,4,35,8,9,3,19,14,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,3,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,19,15,8,0,5,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,65,29,324,118,81,32,76,62,16,795,88,38,304,168,48,26,48,33,8,760,63,42,190,91,20,11,24,14,11,466,131,45,230,78,19,22,36,21,11,580,33,5,55,4,3,5,6,0,0,117,52,9,29,3,5,3,10,5,0,106,0,3,29,3,4,9,5,12,8,65,615,285,2143,1462,555,393,466,484,84,6497,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,10,0,24,0,0,0,9,3,20,4,11,0,46,0,0,3,13,4,12,0,8,0,34,0,0,6,9,8,18,5,7,0,50,0,3,7,9,19,21,9,21,0,91,4,4,11,10,14,16,11,9,0,75,3,0,9,13,11,10,10,8,0,73,6,0,9,7,23,9,13,11,0,79,3,0,0,3,7,3,5,4,0,28,4,0,9,9,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,13
LGA53800,40,26,224,56,89,27,37,27,4,539,56,45,190,67,44,13,50,36,11,499,42,13,139,34,26,7,51,7,4,333,86,21,337,36,23,8,78,36,9,642,10,14,44,0,6,3,18,0,3,106,20,3,31,4,5,9,4,7,0,74,6,4,15,6,5,0,0,0,3,42,396,223,1593,768,552,284,358,380,59,4611,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,14,0,0,3,5,3,12,0,8,0,27,0,0,0,9,3,8,0,6,0,32,6,0,3,4,10,12,0,4,0,37,0,0,8,16,8,22,5,10,0,71,0,0,3,16,21,18,8,10,0,68,0,5,5,14,21,15,9,17,0,83,5,5,0,12,15,14,5,14,0,70,8,3,0,3,3,3,5,5,0,44,3,5,0,3,5,0,0,0,0,26,3,0,3,7,3,0,0,3,0,18
LGA53920,3,0,8,10,4,0,0,0,0,28,5,0,9,6,7,0,4,0,4,29,3,0,3,0,0,0,6,4,0,18,4,0,34,0,0,0,12,8,0,50,3,0,8,0,0,0,7,0,0,15,3,0,5,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,5,31,15,86,44,19,3,30,28,10,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,16,7,100,24,30,0,28,26,4,230,16,8,107,7,12,3,27,23,3,214,18,5,133,6,5,8,36,25,5,238,20,12,311,5,10,0,64,28,9,457,4,0,53,0,9,0,13,5,5,89,13,0,36,0,0,0,0,3,0,60,4,0,7,0,0,0,0,6,0,24,173,74,1013,334,180,96,219,265,47,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,0,0,0,14,0,0,0,0,0,3,0,0,0,7,4,0,0,5,0,3,0,8,0,28,3,0,3,4,4,9,0,8,0,34,3,0,0,3,4,5,0,3,0,28,5,0,3,0,8,0,0,10,0,30,0,0,0,0,4,0,3,4,0,12,0,0,0,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,5
LGA54060,5,0,6,0,0,0,0,0,0,15,3,0,15,0,0,0,3,4,0,25,0,0,9,0,5,0,6,0,0,17,3,0,21,0,0,0,3,0,0,29,0,0,11,0,0,0,0,0,0,12,5,0,3,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,3,38,13,117,24,16,18,21,30,3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA54130,3,0,0,0,0,0,0,4,0,11,3,0,4,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,30,7,5,0,9,18,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LGA54170,110,47,347,134,128,35,34,53,7,893,79,45,318,73,77,18,31,39,18,693,67,37,156,39,34,4,18,19,5,382,93,37,198,41,37,19,18,20,15,480,26,5,38,10,9,3,0,0,0,88,22,16,36,3,4,5,0,3,7,98,9,0,34,13,0,11,0,3,12,94,713,382,2461,2133,974,831,260,629,125,8513,0,0,0,0,0,0,0,0,0,8,0,3,4,21,4,28,3,21,0,84,0,9,4,29,5,34,3,15,0,93,4,0,5,19,15,25,0,17,0,78,9,0,4,31,10,24,0,15,0,93,3,0,8,25,16,47,0,14,0,112,11,4,5,21,21,33,0,3,0,100,13,3,5,30,24,17,0,11,0,106,12,4,6,22,14,16,5,12,0,92,9,3,3,14,15,3,3,3,0,52,6,5,4,4,7,0,0,0,0,29,0,0,0,4,0,0,0,0,0,10
LGA54200,38,16,207,37,73,21,83,37,11,519,31,19,214,16,41,8,63,27,8,425,36,19,178,10,25,8,40,13,0,331,89,19,273,17,23,17,51,21,5,506,23,5,42,6,4,0,11,6,0,103,32,4,32,0,3,3,7,0,0,99,7,0,17,4,4,0,5,0,4,42,361,134,1505,519,405,181,483,310,53,3953,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,4,0,14,0,0,3,10,0,7,3,8,0,36,0,4,0,4,0,6,0,3,0,23,0,0,0,3,0,6,0,9,0,25,0,0,7,3,6,3,3,3,0,33,0,4,7,3,8,7,3,5,0,42,0,0,3,9,11,5,5,13,0,44,3,0,6,4,12,0,9,4,0,45,5,0,7,0,5,0,7,4,0,30,0,0,6,0,0,0,8,0,0,20,0,0,0,0,0,0,0,5,0,3
