POW_LGA_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
LGA55740,0,42,11,0,0,0,0,11,0,0,0,0,0,0,16,0,3,0,0,21,139,3,13,0,0,159,9,0,6,0,0,14,7,0,0,0,0,7,144,3,8,3,5,162,0,0,0,0,0,3,1510,79,124,24,5,1743,1246,146,134,31,8,1571,0,0,0,0,0,0,5,0,0,0,0,5,13,6,3,0,0,19,21,3,3,6,0,35,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,90,3,3,0,0,95,16,3,0,0,0,16,4,0,0,3,0,12,5,3,0,0,0,7,20,4,0,0,0,27,15,4,0,0,0,24,12,3,0,0,0,20,3,0,0,0,0,8,0,0,0,0,0,5,27,5,6,0,0,38,21,0,0,0,0,21,5,0,0,0,0,5,60,7,8,0,0,75
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,4,156,0,6,7,0,173,420,7,17,7,4,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,59
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,51,7,23,14,0,99,88,31,53,30,9,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,6
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,6,14,14,0,93,106,18,53,25,7,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5
LGA56090,0,79,11,0,0,0,0,13,6,0,0,0,0,3,20,0,10,0,0,23,406,37,71,9,4,538,14,4,6,0,0,26,13,0,10,0,0,23,150,7,19,0,0,184,13,4,0,0,3,20,3700,283,568,103,20,4681,4832,560,771,128,40,6327,15,0,6,0,0,19,4,0,0,0,0,4,18,8,3,0,0,27,37,8,0,4,0,48,3,0,0,0,0,7,8,0,0,0,0,9,4,0,0,0,0,4,28,9,5,0,0,51,0,0,0,0,0,4,10,5,0,0,0,14,195,16,10,3,5,234,16,0,0,0,0,18,7,0,0,0,0,9,5,0,0,0,0,13,40,7,11,0,0,53,22,8,13,0,0,41,9,0,4,0,0,9,7,3,0,0,0,16,0,0,0,0,0,0,45,7,7,0,0,57,21,0,0,0,0,21,16,0,11,4,0,30,247,20,43,10,3,322
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,3,0,21,44,0,7,8,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,46,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,14,204,13,27,5,0,244,7,0,4,0,0,14,0,0,0,0,0,6,47,3,4,0,0,56,24,3,0,0,0,23,2134,111,202,71,21,2546,3936,230,315,115,38,4630,0,0,0,0,0,0,5,0,0,0,0,3,14,0,3,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,14,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,4,57,8,0,4,0,68,9,4,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,28,0,4,0,0,38,6,4,0,0,0,15,0,0,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,36,4,4,0,0,41,4,0,0,0,0,4,12,0,5,0,0,13,211,14,17,3,3,244
LGA56300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,7,174,13,37,21,4,243,230,31,65,34,5,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,18,3,0,0,0,27
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,105,18,12,22,3,162,178,68,47,30,4,330,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
LGA56460,0,33,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,69,0,3,0,0,74,4,0,0,0,0,4,0,0,0,0,0,4,24,0,3,0,0,30,16,0,0,0,0,19,1121,49,72,30,10,1280,1441,133,150,55,16,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,54,6,5,0,0,66
LGA56580,0,206,38,0,0,0,0,41,17,3,0,0,0,21,36,0,0,0,0,39,759,34,39,11,0,838,59,6,5,0,0,65,34,6,5,0,0,43,602,13,25,4,0,652,19,0,0,0,4,24,6861,321,393,90,23,7688,6536,575,472,87,14,7683,12,0,0,0,0,12,17,0,0,0,0,18,50,3,9,0,0,63,132,20,17,9,0,178,10,0,0,0,0,13,8,0,0,0,0,7,5,0,0,0,0,5,60,0,5,0,0,70,0,0,0,0,0,0,67,7,6,4,0,80,486,18,10,4,3,527,78,6,5,0,0,89,34,8,8,0,0,54,12,0,0,0,0,14,158,11,4,0,0,177,54,3,9,0,0,64,47,3,0,0,0,47,32,5,3,0,0,38,0,0,0,0,0,3,181,31,23,0,0,237,74,0,0,0,0,80,28,7,3,0,0,42,247,18,22,0,3,298
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,112,0,0,0,0,112,167,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
LGA56730,0,32,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,8,170,6,18,4,0,192,10,0,4,0,0,9,3,0,0,0,0,5,64,0,3,0,0,71,17,0,0,0,4,27,2251,64,126,62,16,2518,3077,188,215,96,36,3618,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,20,0,6,0,0,27,0,0,0,0,0,0,6,0,0,0,0,3,7,0,0,0,0,7,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,80,12,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,3,17,0,4,0,0,20,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,21,0,4,0,0,27,8,0,0,0,0,8,8,0,5,0,0,13,139,7,6,0,0,150
LGA56790,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,13,10,6,4,0,0,11,382,40,61,55,6,539,578,105,158,85,21,954,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,23,0,6,0,0,37
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,25,28,12,18,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,3,0,67,0,0,0,0,0,0,5,0,0,0,0,3,38,0,3,0,0,51,0,0,0,0,0,0,572,33,45,12,5,663,570,54,49,17,6,696,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,19,0,4,0,0,26
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,4,16,9,0,166,486,34,47,20,3,586,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67
LGA57080,0,2271,465,4,5,0,5,477,223,8,4,3,0,243,445,7,11,3,0,472,8221,101,109,17,32,8479,488,6,6,0,0,506,599,21,30,14,4,661,6718,95,118,25,33,6984,191,9,0,3,4,209,82669,1105,1061,254,206,85291,86044,2448,1499,196,182,90368,154,10,6,6,0,178,361,5,0,0,0,375,791,23,10,0,0,827,2742,141,69,31,6,2990,246,7,0,3,0,261,179,4,7,0,0,198,134,0,0,0,0,134,823,33,17,0,0,872,80,7,7,0,0,103,798,34,15,3,0,859,7077,150,71,16,20,7330,1559,41,14,3,5,1614,852,29,24,5,3,910,123,3,5,0,4,128,1926,68,26,3,7,2030,724,37,22,7,7,801,660,25,21,5,4,709,656,63,14,4,3,739,68,5,0,0,0,78,4271,156,74,15,13,4534,641,8,6,0,0,646,424,19,14,4,0,461,4651,87,76,10,20,4837
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,128,10,12,17,3,176,153,42,42,32,10,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
LGA57210,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,50,3,15,0,0,75,3,0,0,4,0,5,3,0,0,0,0,3,14,3,0,0,3,22,13,0,0,0,0,15,654,45,124,69,12,896,1027,102,260,130,27,1539,32,0,3,0,0,39,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,48,3,5,0,0,63
LGA57280,0,80,9,0,0,0,0,12,4,0,0,0,0,4,51,0,0,0,0,56,152,8,0,0,0,162,17,0,0,0,0,21,12,0,8,0,0,14,150,6,4,0,0,156,19,0,0,0,0,21,3513,82,104,20,25,3741,6555,221,147,26,43,7001,4,0,0,0,0,9,3,0,0,0,0,3,18,0,0,0,0,18,62,4,0,0,0,65,11,0,0,0,0,11,5,0,0,0,0,5,26,0,0,0,0,26,29,0,0,0,0,32,3,0,0,0,0,4,11,0,0,0,0,11,177,9,8,0,0,196,70,0,0,0,0,71,7,0,0,0,0,13,0,0,0,0,0,0,62,5,0,0,0,63,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,13,3,0,0,0,0,5,43,5,0,4,0,50,8,0,0,0,0,8,8,0,0,0,0,10,796,27,11,5,5,838
LGA57350,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,105,6,17,21,0,140,147,28,49,32,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
LGA57420,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,31,0,3,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,16,0,4,0,0,15,0,0,0,0,0,0,409,18,46,23,4,506,925,41,107,41,16,1133,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,112,0,4,0,0,117
LGA57490,0,499,23,0,4,0,0,26,30,6,0,0,0,37,121,4,19,3,0,146,2807,98,261,45,14,3220,47,6,14,0,0,70,52,13,18,3,3,86,643,21,71,14,3,757,51,3,0,0,0,56,17671,586,1352,237,72,19922,19186,882,1466,187,79,21806,8,0,5,0,0,18,26,3,0,0,0,30,72,0,10,0,0,80,138,26,22,14,3,201,25,0,0,0,0,32,15,0,4,0,0,15,27,0,0,0,0,28,106,8,22,3,0,139,9,0,0,0,0,5,43,4,4,3,0,52,598,48,40,6,7,696,135,0,7,0,0,153,28,9,9,0,0,49,6,0,0,0,0,16,192,15,18,0,4,230,44,6,16,3,4,71,36,4,5,0,0,42,47,9,10,0,0,61,16,0,4,0,0,16,202,27,11,6,0,246,40,3,6,0,0,43,57,8,20,0,0,85,1388,70,135,27,14,1638
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,15,28,3,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,80,14,0,0,0,0,14,7,0,0,0,0,9,12,0,5,0,0,17,255,25,53,18,6,351,0,0,0,0,0,3,5,3,3,0,0,13,90,10,9,0,0,121,14,0,0,0,0,22,2605,205,384,125,25,3347,3166,371,574,147,32,4283,5,4,6,0,0,17,7,0,0,0,0,9,14,0,5,0,0,19,25,4,4,6,0,36,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,16,0,6,0,0,19,0,0,0,0,0,0,3,0,5,0,0,6,132,24,16,6,3,184,31,0,0,0,0,31,7,0,0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,35,10,5,11,9,0,27,4,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,33,5,5,4,0,42,3,0,0,0,0,3,10,5,8,0,0,22,198,13,37,8,0,258
LGA57770,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,16,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,26,0,0,0,0,24,4,0,0,0,0,4,200,14,14,5,0,238,256,34,35,8,9,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,7,0,0,0,24
LGA57840,0,176,33,0,3,0,0,39,30,0,0,0,0,29,54,0,8,0,0,59,583,32,40,11,0,665,45,0,3,4,0,49,53,4,14,0,0,79,601,17,36,3,0,666,22,3,4,0,0,30,7133,435,535,95,31,8218,6487,779,637,94,29,8021,26,0,0,0,3,36,18,0,0,0,0,18,53,5,7,3,0,67,225,48,19,13,0,305,6,0,0,0,0,13,12,0,0,0,0,12,7,0,0,0,0,9,45,5,8,0,0,48,5,0,0,0,0,6,47,12,9,0,0,65,431,40,14,0,0,496,154,21,15,12,0,201,57,17,5,0,0,79,15,0,0,0,0,14,96,11,5,0,0,118,63,11,11,3,0,88,46,0,6,0,0,54,67,18,17,0,4,101,0,0,0,0,0,7,291,46,34,3,3,374,132,5,0,0,0,133,37,3,0,0,3,46,260,35,27,0,3,333
