POW_LGA_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA56090,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,3,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,5,0,18,696,1105,1041,1025,627,536,470,635,99,6233,19,31,54,60,21,80,20,124,10,429,17,0,14,0,0,4,52,14,0,105,0,0,5,3,10,0,4,0,0,25,4,10,11,0,3,5,0,8,0,36,4,10,8,0,10,0,14,11,0,55,21,27,15,18,13,17,5,21,3,142,766,1182,1145,1127,683,663,572,827,114,7080,4,4,4,6,5,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,5,0,3,6,3,29
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,5,4,0,0,0,0,0,0,0,14,8,4,10,3,4,0,8,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,4,4,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,449,566,1112,376,315,250,665,461,71,4266,16,3,44,25,12,59,38,66,3,256,15,0,17,0,0,0,18,6,0,60,3,0,4,0,0,3,4,0,0,15,0,3,4,0,0,0,0,4,0,12,5,0,3,5,0,0,9,3,0,32,21,12,25,12,7,9,0,20,0,111,501,584,1201,431,343,322,744,570,81,4781,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,28,28,25,21,15,49,0,264,0,3,0,5,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,3,0,9,4,0,0,0,0,0,0,0,0,4,19,0,3,8,3,0,5,10,0,48,76,51,31,33,26,21,29,73,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,23,26,18,12,16,26,40,0,216,0,0,6,0,0,0,4,6,0,12,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,26,3,0,0,3,0,0,3,0,42,100,30,30,20,17,17,34,47,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,367,214,233,221,127,104,165,14,1656,6,7,19,14,7,10,7,19,3,95,4,0,7,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,9,4,0,0,0,0,0,0,8,0,11,20,36,10,21,7,6,9,15,0,125,251,413,252,265,233,151,121,221,25,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,6,31,9,10,20,3,5,22,0,110,18,77,19,48,16,8,4,27,9,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,7,6,0,0,10,4,38,1098,3206,1001,1550,1227,339,274,401,130,9236,20,105,36,97,42,22,4,69,9,392,0,0,11,0,0,0,0,4,0,20,9,10,3,9,3,0,3,0,4,46,14,80,17,26,8,6,7,5,3,162,7,9,6,7,5,0,3,3,0,36,26,60,9,60,14,14,4,18,4,212,1195,3592,1116,1816,1345,395,309,550,162,10481,8,32,12,25,18,3,5,30,8,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,0,5,0,0,0,0,17,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,0,0,3,8,43,17,25,23,3,7,33,8,174
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,5,9,0,3,7,0,58,6,3,0,3,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,39,3,23,5,3,0,6,3,110,38,61,6,34,18,3,7,15,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,10,436,679,495,513,423,270,227,392,48,3483,14,16,35,27,22,60,9,87,4,282,3,0,13,0,0,0,10,7,0,28,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,5,0,6,0,11,3,0,0,4,3,0,0,4,0,15,28,21,15,17,8,24,11,32,3,164,487,723,565,562,465,362,255,532,52,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,70,72,70,46,42,30,108,11,574,6,0,8,0,5,5,4,18,3,47,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,5,0,6,0,3,0,3,0,10,0,20,4,0,0,0,0,0,3,5,0,16,32,3,6,12,5,5,0,21,0,91,179,82,89,86,62,64,54,155,21,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,7,3,0,3,0,6,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,5,5,0,3,0,17,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,270,58,124,74,50,5,51,10,733,5,8,3,11,4,7,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,7,0,12,8,0,0,0,0,35,106,289,64,145,87,70,4,62,15,835,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
LGA57000,0,0,0,0,0,0,0,0,0,0,0,5,38,0,3,0,67,7,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,24,32,10,15,3,31,17,0,184,0,6,15,0,0,0,9,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,52,0,5,0,69,10,3,169,16,0,0,5,0,0,3,7,0,44,84,59,140,12,29,3,187,51,4,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,2179,6758,1153,867,4224,578,131,446,351,16692,1955,7591,1126,961,2944,556,211,667,247,16270,8,26,6,3,8,3,0,5,3,58,0,4,0,0,0,0,0,0,0,10,135,336,62,77,110,14,12,29,10,788,11236,24956,4274,5188,9423,1687,1167,1982,889,60799,888,2717,444,426,1535,246,95,369,106,6831,9,0,17,0,0,0,17,15,0,60,136,358,76,67,66,10,14,18,10,761,565,1767,148,103,251,20,31,40,33,2959,161,460,495,71,103,19,279,177,64,1843,606,1818,272,389,478,137,39,158,47,3946,17886,46798,8086,8142,19153,3269,1993,3909,1776,111017,795,3120,479,418,1582,274,44,351,145,7208,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1014,3083,564,313,1909,194,38,88,125,7325,145,429,66,59,287,62,6,28,16,1095,49,187,38,27,50,4,4,5,7,363,2001,6817,1141,818,3837,534,82,470,290,15988
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,20,23,24,7,14,33,0,180,0,0,3,3,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,27,62,26,20,36,23,11,16,38,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,130,165,111,105,79,107,357,27,1299,14,3,11,11,0,4,14,93,8,165,7,0,5,0,0,0,7,0,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,51,0,8,6,12,0,5,16,0,102,302,144,196,127,120,86,129,471,36,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,6,0,0,0,0,0,0,0,0,11,0,33,73,4,8,9,58,39,3,226,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,9,9,0,43,632,925,1639,479,703,273,880,519,132,6181,34,79,138,51,41,64,128,135,21,687,5,0,38,0,0,0,49,13,5,98,4,6,14,3,0,0,17,5,0,51,4,10,5,9,6,0,0,9,4,49,26,36,122,0,12,0,106,60,15,388,44,42,59,39,34,22,23,78,0,349,760,1137,2100,589,807,382,1265,859,177,8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,12,18,17,4,10,21,3,145,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,6,3,6,0,41,71,14,13,18,22,14,14,30,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,7,22,124,3,3,0,96,38,6,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,65,122,48,45,20,110,75,19,622,7,11,19,3,7,0,14,15,0,68,3,0,3,0,0,0,9,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,47,5,0,0,26,14,0,116,15,10,14,16,5,7,3,17,0,90,158,123,325,66,65,29,267,161,31,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,7,20,7,8,8,17,5,20,3,91,14,18,44,59,6,108,23,82,12,367,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,9,10,10,0,48,2559,4852,3736,4384,2213,2458,1277,2050,316,23845,70,137,190,307,83,507,46,470,32,1840,8,0,45,0,12,0,38,31,0,140,12,3,14,11,13,4,10,9,0,83,9,14,23,25,0,27,3,21,0,127,64,22,122,89,12,3,16,23,6,360,58,44,93,164,18,82,9,94,3,566,2795,5116,4285,5065,2364,3218,1437,2809,379,27462,3,27,17,35,16,44,5,32,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,0,0,0,0,20,0,0,0,0,0,5,0,8,0,20,0,4,0,0,0,0,0,0,0,10,7,39,17,49,18,50,7,44,6,238
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,0,24,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,9,9,0,8,0,3,0,7,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,6,6,0,22,432,659,701,700,305,265,338,602,59,4063,21,9,52,49,13,73,29,123,4,377,9,0,14,0,9,0,50,19,0,103,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,0,9,4,0,0,7,0,0,10,0,0,33,55,12,18,16,10,11,7,31,0,163,526,696,797,779,336,359,442,790,69,4798,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,14
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,31,28,17,12,14,30,4,200,0,4,0,0,5,0,8,3,0,21,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,18,0,3,0,0,0,0,0,5,0,14,17,13,19,23,8,13,4,36,7,136,53,43,51,60,28,28,30,88,10,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,7,9,3,20,9,0,0,10,4,52,8,47,25,72,16,31,0,40,5,254,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,5,5,4,5,3,3,15,3,8,3,6,0,42,1142,2944,1008,1550,1177,545,125,528,114,9142,33,101,41,135,67,81,4,86,7,553,0,0,10,0,0,0,10,3,0,28,0,10,7,3,5,0,0,0,0,32,13,33,17,10,4,3,0,0,0,80,6,21,15,11,0,6,8,13,0,82,31,77,12,80,21,41,5,26,4,303,1253,3248,1147,1884,1306,706,158,723,141,10579,11,17,5,15,19,17,0,17,3,105,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11,14,27,12,21,16,17,0,17,3,131
LGA57910,58,94,51,35,126,35,11,48,19,473,45,115,92,190,65,202,44,225,20,1006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,32,26,52,34,42,43,42,6,297,8085,12616,9241,7455,7550,5577,2545,4504,811,58376,160,326,374,459,300,675,96,674,52,3117,28,0,88,0,9,3,81,50,11,271,20,36,37,14,25,15,24,15,0,191,46,88,55,36,31,24,20,48,10,355,37,65,108,33,43,18,66,75,18,467,83,156,83,189,86,153,27,137,10,926,8587,13537,10159,8467,8267,6752,2948,5813,954,65480,49,123,101,86,128,101,28,115,10,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,26,9,32,11,4,6,0,139,6,3,0,6,11,5,0,13,0,43,0,11,6,0,4,0,0,0,0,24,68,172,135,99,175,119,29,126,19,946
LGA57980,58,268,74,49,132,39,0,32,13,675,19,99,17,36,33,21,16,21,7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,6,9,8,0,0,12,0,54,1860,4904,1020,1337,1727,745,124,448,145,12315,56,178,40,79,93,93,8,72,5,629,0,0,4,0,0,0,10,0,0,15,6,28,4,0,5,6,0,4,0,54,26,119,17,13,6,8,0,8,3,208,15,38,30,10,9,0,27,20,5,147,64,184,27,56,60,45,0,36,5,486,2117,5841,1248,1592,2077,963,186,653,191,14853,27,141,39,45,61,24,0,32,3,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,87,27,11,46,10,0,10,4,203,3,13,8,0,8,0,0,0,0,33,5,10,0,0,0,0,0,0,0,25,49,247,71,57,113,43,0,42,10,639
