POW_LGA_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
LGA52520,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,14,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,7,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,18,6,4,10,25,3,12,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
LGA52590,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,3,3,0,0,4,4,0,3,0,16,0,0,0,6,4,3,0,5,0,20,0,0,0,0,5,9,0,5,0,19,0,0,0,4,0,3,0,0,0,15,3,0,0,0,3,14,0,22,0,42,0,0,0,0,0,0,6,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,19,15,10,26,45,15,34,7,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,12,0,0,3,0,6,0,0,0,0,15
LGA52660,0,7,0,0,0,0,0,0,0,3,0,11,5,0,0,0,0,0,0,17,0,12,4,0,0,0,0,0,0,16,0,12,11,5,0,0,0,0,0,28,4,14,13,6,0,6,0,0,0,42,3,0,16,4,4,10,0,10,0,49,0,3,7,6,16,17,0,3,0,57,3,6,3,5,17,16,0,6,0,58,0,5,0,6,6,22,6,4,0,54,3,0,7,3,14,26,8,19,0,87,0,4,0,0,0,8,3,0,0,12,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,20,81,67,40,73,109,28,52,4,462,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,11,0,7,5,0,0,0,0,0,0,14,0,13,5,0,0,4,0,3,0,26,0,11,8,3,6,3,0,4,0,35
LGA52730,0,5,5,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,10,3,6,8,0,0,4,0,0,0,15,0,10,0,0,0,6,0,0,0,20,6,3,15,9,0,0,0,0,0,27,6,8,11,7,4,0,0,0,3,45,0,8,5,6,10,10,0,3,0,46,3,4,4,3,7,8,10,13,0,49,0,6,3,0,3,11,0,13,0,42,6,0,5,8,3,16,3,7,0,48,0,0,0,0,5,3,0,0,0,11,0,0,0,4,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,5,25,64,58,45,34,74,18,51,7,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,3,0,0,5,0,0,0,18,0,4,0,6,0,3,0,0,0,15,3,3,6,3,3,4,0,0,0,28
LGA52800,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,15,4,4,0,0,3,0,0,0,0,9,0,0,0,4,3,0,0,3,0,20,0,0,3,3,14,5,3,10,0,43,0,4,3,3,17,13,5,19,0,69,4,4,0,0,33,22,5,21,4,94,0,0,0,0,19,24,15,17,0,89,6,5,0,0,28,39,17,28,0,130,0,0,0,0,0,5,0,8,0,19,0,0,0,0,4,9,0,12,0,31,0,0,5,4,0,0,0,3,0,10,22,32,40,26,125,126,50,128,7,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,0,0,0,0,0,9,0,3,0,5,0,0,0,0,0,5,0,9,3,3,4,0,0,0,0,18,0,0,4,4,0,0,0,0,0,8
LGA52870,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,4,0,0,7,0,0,0,0,15,0,3,7,3,0,5,0,0,0,21,0,0,8,0,3,3,5,0,0,16,0,3,0,0,0,4,0,4,0,15,0,3,3,0,3,8,0,0,0,22,0,0,0,0,4,7,0,10,0,20,3,0,4,3,3,7,0,8,0,35,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,11,30,33,18,28,34,13,37,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,10,0,0,6,9,0,0,0,23,0,0,5,6,0,0,0,4,0,14
LGA52940,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,3,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,9,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,3,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,5,4,0,15,0,4,0,0,0,7,11,13,0,33,0,0,0,0,0,0,11,8,0,22,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,4,4,4,7,3,5,9,14,31,34,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA53150,0,10,0,0,0,3,0,0,0,14,0,0,4,4,0,0,0,0,0,9,0,8,3,0,0,0,0,0,0,14,0,5,9,4,3,0,0,0,0,22,0,10,8,0,5,0,0,0,0,33,0,3,10,6,8,11,0,4,0,45,4,5,10,10,14,21,0,3,0,71,6,5,13,10,24,15,3,11,0,84,4,6,3,8,7,14,5,11,0,52,3,5,13,7,23,22,5,22,0,94,0,0,0,0,4,8,0,3,0,26,0,0,10,6,3,17,10,16,0,52,0,0,0,0,0,0,0,0,0,4,17,76,83,57,89,113,24,76,3,544,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,4,0,0,0,3,0,0,0,9,0,0,5,0,3,4,0,0,0,17
LGA53220,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,5,0,13,0,3,3,0,7,10,0,10,0,38,0,0,6,4,5,18,0,20,0,56,10,4,0,0,9,17,11,35,0,89,8,0,7,0,13,15,23,74,4,148,47,14,14,4,33,43,107,346,6,615,34,3,13,0,16,19,73,213,3,380,29,5,3,3,15,26,87,231,0,399,0,0,0,0,0,0,0,9,3,18,135,58,71,21,110,157,309,946,18,1830,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,4,0,8,0,4,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,0,10,7,3,0,0,3,0,0,7,0,26
LGA53290,0,7,3,0,0,0,0,0,0,9,3,6,4,0,0,0,0,0,0,16,6,11,12,3,0,4,0,0,0,24,6,12,11,3,4,0,0,0,0,44,0,5,14,8,11,7,0,4,0,53,9,3,23,4,19,23,3,3,0,87,0,5,8,14,27,36,11,14,0,109,7,5,4,17,24,31,7,19,0,106,5,3,8,9,19,26,9,19,0,92,5,3,5,14,35,47,23,37,0,174,0,0,0,3,3,6,3,17,0,30,0,0,3,3,0,12,6,13,0,47,0,0,0,0,0,3,0,0,0,9,53,66,93,78,133,199,62,122,0,805,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,5,0,4,0,0,3,0,3,0,0,16,0,4,3,4,5,8,0,3,0,27,4,3,6,8,13,22,3,4,0,58
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,4,0,0,3,0,3,0,16,0,3,8,0,0,5,0,0,0,20,0,0,4,0,0,8,0,6,0,14,3,0,7,0,4,6,4,12,0,34,4,5,3,0,0,12,0,7,0,34,4,0,0,5,6,6,5,3,0,27,7,0,0,0,3,12,0,4,0,25,0,0,0,0,12,13,7,14,0,36,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,17,22,31,14,26,64,12,56,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,0,0,13
LGA53430,4,58,16,3,4,10,3,0,0,98,9,66,25,4,10,7,0,3,0,127,13,87,49,19,6,15,0,3,4,201,13,95,78,24,21,22,4,13,3,281,14,119,135,63,60,45,7,25,0,469,29,76,151,107,141,116,31,44,0,695,29,47,106,122,189,178,29,66,0,770,41,48,100,115,272,243,53,72,4,956,41,23,58,71,236,231,59,109,10,840,58,45,64,92,380,497,163,256,4,1562,8,12,18,17,28,65,21,60,0,237,19,25,35,26,45,110,36,105,4,409,0,6,4,0,0,5,4,3,5,35,286,807,860,672,1395,1564,427,766,41,6814,0,4,0,0,0,4,4,0,0,13,5,16,3,0,0,3,0,0,0,29,0,27,7,0,0,0,0,0,0,43,7,41,18,6,7,6,0,3,5,91,6,41,33,14,19,17,0,3,0,126,10,28,73,20,21,40,9,9,3,220
LGA53570,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,14,0,0,0,6,3,0,0,5,0,15,0,0,0,0,4,0,0,0,0,16,0,0,0,0,3,6,3,0,0,12,0,0,3,0,0,5,3,3,0,17,0,0,0,3,6,9,3,6,0,25,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,6,24,17,10,24,27,4,20,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,11,0,4,4,0,3,0,0,3,0,17
LGA53640,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,10,0,0,0,0,4,6,0,7,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,7,9,8,8,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,11,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA53780,0,43,10,0,4,0,0,6,3,72,5,48,24,3,3,3,4,0,0,100,11,73,43,15,0,7,0,3,0,159,15,79,76,33,26,20,10,5,3,264,13,65,101,34,55,40,5,16,3,336,14,47,103,71,106,100,22,39,5,509,15,31,74,70,147,133,35,50,6,555,23,28,60,72,183,184,58,69,5,676,23,13,27,23,164,178,57,80,9,568,18,17,40,40,211,257,99,165,3,850,4,4,4,4,21,36,11,21,0,101,5,13,20,16,32,76,16,22,0,194,0,0,0,0,3,5,0,0,0,15,155,589,589,391,956,1036,318,477,37,4556,0,5,0,0,5,3,0,0,0,21,0,26,4,0,0,0,0,0,0,35,6,37,12,10,3,4,0,5,0,76,0,56,23,11,14,4,0,8,4,121,0,47,48,12,34,26,4,17,8,196,0,53,70,14,85,57,20,15,11,318
LGA53800,5,21,0,0,0,5,0,6,0,36,0,20,9,0,0,0,0,0,0,44,5,31,26,8,0,6,0,0,0,80,13,47,38,15,10,11,0,0,0,137,12,44,46,25,31,23,4,9,6,186,20,30,51,45,63,45,6,23,3,289,28,22,41,65,104,86,25,37,3,408,18,17,33,59,131,114,36,77,0,483,19,11,22,43,111,113,42,65,0,427,42,20,24,34,144,187,71,120,6,642,0,0,3,4,17,20,12,22,0,78,10,5,10,9,13,37,16,55,3,168,0,3,0,0,0,9,0,0,0,15,184,302,321,302,623,655,225,419,17,3053,0,3,0,0,0,0,0,0,4,11,0,12,0,0,0,0,0,0,0,14,0,19,5,4,7,0,0,3,0,37,4,13,10,6,5,3,0,3,0,53,6,22,15,7,14,13,4,3,0,88,11,22,34,17,47,34,16,18,0,197
LGA53920,0,6,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,0,9,0,0,0,4,3,4,3,4,0,12,0,0,0,0,7,3,3,6,0,25,0,0,0,0,5,7,3,5,0,33,0,0,0,0,8,13,3,5,0,31,4,0,0,0,8,22,5,30,0,73,4,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,18,14,18,8,40,60,19,69,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9
LGA53990,5,9,3,0,0,0,0,0,0,26,0,15,12,0,0,4,0,0,0,30,5,15,13,6,0,4,0,6,0,37,0,27,22,10,3,7,0,0,0,62,3,20,21,12,3,3,0,5,0,68,0,13,15,19,13,18,5,8,0,88,3,9,18,6,24,23,11,12,0,113,7,6,10,12,36,40,14,24,0,145,4,0,3,14,27,38,12,23,0,136,7,3,5,13,18,78,43,69,0,243,0,0,0,3,5,22,4,26,0,58,0,4,0,0,3,28,0,35,0,69,0,0,0,0,0,0,0,0,0,3,53,142,131,94,132,254,97,217,4,1121,0,0,0,3,0,0,0,0,0,11,0,3,4,0,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,16,0,18,0,0,5,0,0,0,0,22,0,11,7,0,0,0,0,5,0,33,3,13,24,6,9,16,0,8,0,75
LGA54060,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,5,0,0,0,15,0,0,0,3,3,4,0,0,0,20,0,0,3,6,0,4,0,0,0,15,0,0,0,0,4,10,5,0,0,19,0,0,0,0,8,5,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,19,7,11,20,30,10,8,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,7,0,0,9,0,4,3,0,0,0,12
LGA54130,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,4,0,7,5,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA54170,10,134,42,16,7,11,0,9,0,224,19,129,45,13,8,8,0,11,5,239,30,192,87,36,18,16,3,16,0,394,39,236,175,56,39,30,10,13,0,593,53,191,258,93,86,55,6,20,8,764,56,169,391,216,253,169,36,53,5,1337,59,103,300,241,297,261,68,102,5,1428,82,77,221,250,499,392,90,144,5,1766,75,55,137,157,468,423,139,203,0,1665,109,94,129,179,690,745,248,530,10,2735,11,15,27,27,74,103,39,84,4,383,24,23,67,70,95,234,62,222,0,799,0,6,13,3,11,12,4,12,16,76,602,1648,1920,1361,2546,2472,708,1409,65,12726,7,6,3,3,7,0,0,6,4,32,0,49,0,0,3,0,0,0,0,60,6,73,13,5,5,6,0,0,0,108,8,91,38,9,12,10,5,10,0,180,11,84,77,17,33,30,3,4,3,259,18,89,147,44,69,58,10,20,4,461
LGA54200,0,26,8,0,0,0,0,0,0,42,5,30,10,4,3,0,0,3,0,57,0,44,28,9,3,7,0,5,0,92,4,39,32,13,10,14,0,5,0,109,3,46,39,27,21,15,4,3,0,158,8,31,41,43,38,49,7,19,0,239,18,31,42,42,80,70,25,25,0,324,13,9,19,33,91,100,29,42,3,345,19,18,20,24,63,108,39,61,0,343,26,14,20,26,76,136,83,107,0,486,0,10,4,8,18,19,13,21,0,93,3,4,7,8,10,36,17,26,0,114,0,0,3,0,0,0,0,0,0,13,104,382,288,240,407,555,215,315,11,2530,0,0,0,0,6,3,0,4,0,13,0,13,4,0,0,0,0,0,0,23,3,20,6,0,0,4,0,3,0,40,5,23,8,3,3,8,0,0,0,49,5,31,18,5,17,15,0,8,5,99,9,29,40,12,25,31,7,4,0,162
LGA54280,4,11,6,0,4,0,0,0,0,22,0,16,3,0,0,0,0,3,0,28,3,14,5,0,6,5,0,3,0,46,4,13,13,6,3,3,0,5,0,47,3,21,24,9,14,5,0,3,0,80,7,11,16,18,44,35,14,19,0,165,7,11,15,12,54,73,18,36,3,230,14,4,21,24,81,116,36,61,0,363,13,5,5,12,78,94,43,71,0,323,40,20,16,17,87,150,118,224,5,668,0,5,8,0,12,36,35,60,3,157,7,9,3,3,6,37,26,71,0,155,0,0,3,0,0,0,0,4,5,9,104,149,140,109,379,554,296,564,29,2322,0,5,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,14,0,8,7,0,0,0,3,0,0,21,0,11,4,0,0,0,0,5,0,23,5,10,6,4,5,4,4,3,0,40,5,10,16,5,17,23,4,18,5,105
LGA54310,0,9,0,0,0,0,0,0,0,21,0,7,6,0,0,5,0,0,0,18,0,15,3,6,6,3,0,0,0,30,5,16,14,0,4,3,0,3,0,44,5,6,11,9,11,11,0,7,4,67,3,11,16,22,15,24,4,16,0,109,11,10,20,10,38,29,12,26,0,150,23,6,11,21,54,55,16,37,3,221,24,3,12,20,57,66,23,53,5,258,48,12,18,26,75,117,71,183,0,546,20,5,5,4,17,37,27,96,0,206,53,8,5,10,29,86,41,152,3,389,0,0,4,0,0,0,0,5,5,15,196,112,125,130,297,430,206,581,20,2097,4,0,0,0,0,0,0,4,0,10,3,15,0,0,0,0,0,0,0,16,0,7,3,0,0,0,0,4,0,17,0,3,0,0,0,0,5,0,0,15,0,3,4,0,4,0,0,3,0,13,4,4,5,5,6,9,3,13,0,55
