POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,10,0,7,0,4,0,0,0,0,0,18,4,9,5,0,3,0,0,0,0,24,0,19,0,3,5,0,4,8,0,33,4,23,3,0,4,0,0,0,0,35,7,34,0,4,0,0,0,0,0,48,5,32,0,0,4,0,0,0,0,41,9,44,0,3,0,0,0,0,0,58,6,6,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,33,190,12,23,22,7,3,15,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,27,0,7,4,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,11,0,0,6,0,0,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,4,0,13,3,9,0,0,0,4,0,0,0,21,8,11,0,3,0,0,3,4,0,27,0,8,0,0,0,0,0,0,0,15,6,10,0,4,0,0,3,0,0,29,14,12,0,0,0,0,0,0,0,20,12,12,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,6,10,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,71,82,0,8,6,5,8,14,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,10,3,13,3,0,0,0,3,0,0,28,0,6,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,31,49,9,3,7,0,5,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,14,8,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,3,3,5,0,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,6,0,0,0,0,4,0,3,0,13,0,10,0,5,3,0,0,4,0,21,5,6,4,7,4,8,0,8,0,43,5,11,0,8,3,6,3,5,3,48,3,19,4,20,10,5,9,0,0,70,9,22,5,25,13,7,4,7,0,92,9,53,5,32,22,16,4,20,5,164,22,82,18,42,26,10,7,21,6,232,31,115,24,36,33,13,19,19,8,292,29,183,23,32,45,4,17,8,0,348,29,275,47,27,37,5,13,5,0,438,26,245,23,27,20,0,11,9,3,367,150,476,73,29,32,3,18,10,9,808,68,143,18,8,16,0,0,0,0,255,225,167,40,0,27,6,0,0,0,460,0,5,3,0,3,0,0,5,6,14,618,1811,289,303,288,82,105,131,41,3667,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,5,0,0,11,5,0,0,5,0,21
LGA54900,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,7,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,5,0,10,6,6,0,0,0,0,0,0,0,13,7,5,0,0,3,0,0,0,0,14,7,11,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,9,14,8,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,46,44,0,9,15,4,0,0,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,4,0,14,0,3,0,0,0,0,3,12,0,29,0,7,11,0,6,0,0,4,0,36,0,22,12,0,3,0,9,0,0,45,6,138,14,0,0,0,24,0,6,194,10,61,0,3,0,0,0,0,0,75,50,45,8,0,0,0,4,0,0,116,0,5,0,0,0,0,0,0,4,8,71,293,61,6,15,0,45,24,9,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,3,5,0,5,0,0,0,0,4,0,0,5,0,14,0,12,3,0,0,0,0,0,0,17,4,18,0,0,0,0,4,3,0,30,0,18,9,0,0,0,10,4,0,39,12,162,16,9,0,0,18,0,0,223,8,56,4,0,0,0,4,0,0,70,65,39,6,4,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,4,92,304,40,18,12,0,41,20,4,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,0,10,0,0,0,0,0,0,0,20,0,12,0,10,8,12,0,0,0,42,4,27,6,28,11,11,8,9,0,104,8,37,5,32,10,15,0,11,0,118,4,55,7,45,14,16,3,11,0,159,13,73,15,58,23,24,5,22,4,243,18,126,17,81,26,40,13,23,0,342,30,233,19,90,42,26,10,28,0,472,54,345,36,74,51,13,7,17,4,608,56,381,17,47,29,11,5,5,0,553,40,519,16,28,29,12,3,3,0,654,37,424,10,27,15,3,0,0,0,525,153,689,8,40,28,8,7,0,10,944,34,90,4,3,3,0,0,0,3,139,48,197,3,4,7,4,0,0,0,262,5,9,0,8,0,3,0,0,0,26,526,3232,154,570,298,203,63,132,32,5209,9,4,0,0,10,0,0,0,4,15,6,0,4,19,8,4,0,0,0,48,3,5,7,34,9,21,5,9,0,92
LGA55180,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,0,19,10,10,0,0,4,0,0,4,0,29,3,13,0,7,3,0,0,0,0,28,8,8,0,4,7,0,0,4,0,30,8,19,3,3,6,0,0,13,0,53,10,29,0,14,7,5,0,15,0,78,9,33,3,3,6,3,3,9,0,78,16,53,0,3,9,0,0,4,0,84,18,39,0,8,0,0,0,0,0,67,9,38,0,0,0,0,0,3,0,54,35,80,0,0,0,0,0,0,0,120,6,3,0,0,0,0,0,0,0,14,8,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,163,342,16,41,47,11,7,60,6,689,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,8
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,11,3,0,0,0,0,0,0,0,0,5,0,4,0,6,0,3,0,4,0,24,0,4,0,0,0,5,5,9,0,26,0,10,3,0,0,0,0,0,0,14,3,15,5,0,0,0,3,0,0,24,11,73,5,0,0,0,3,0,0,94,3,21,0,0,0,0,0,0,0,23,31,24,4,0,0,0,0,0,0,60,0,5,0,0,0,0,0,0,0,5,53,160,20,12,9,5,13,23,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,16,25,4,3,13,7,0,4,6,84,5,56,8,32,33,19,0,4,0,155,12,114,23,57,46,47,0,21,3,330,21,142,27,75,38,59,7,32,3,398,23,174,29,89,54,74,10,43,0,496,44,302,43,144,99,94,20,58,12,817,57,415,68,187,126,88,18,74,4,1045,107,657,104,180,156,90,37,89,11,1431,170,1132,122,189,208,76,52,117,13,2078,141,1530,111,95,190,61,42,27,16,2219,140,1893,78,54,160,31,23,17,14,2419,118,1566,42,52,88,20,13,3,14,1909,531,2769,63,49,129,25,15,8,12,3602,180,527,24,7,35,13,3,4,7,797,520,1222,21,10,43,20,3,3,12,1852,0,50,3,6,0,3,6,0,10,80,2095,12575,781,1222,1428,721,251,515,136,19718,6,4,3,0,4,0,0,0,0,20,0,6,3,4,3,5,0,5,0,40,11,16,6,50,19,25,0,20,0,146
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,7,0,0,4,0,6,0,0,3,0,0,3,0,16,0,6,3,0,0,0,5,0,0,29,6,58,4,0,5,0,5,0,0,78,7,22,0,0,0,0,0,0,0,36,15,16,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,31,117,16,0,4,0,22,13,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,9,0,0,5,0,0,0,0,19,3,8,0,0,0,0,0,0,0,19,0,17,0,3,3,0,0,0,0,31,4,19,3,0,4,0,0,0,0,32,5,33,0,5,0,0,0,0,0,44,7,17,0,0,0,0,0,0,4,31,17,33,0,3,0,0,0,0,0,56,3,3,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,52,151,7,20,20,3,4,11,3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,3,3,3,0,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,16,0,11,0,0,5,3,0,0,0,19,5,8,0,6,0,0,0,0,0,18,4,19,0,0,4,0,0,0,0,28,5,11,0,0,0,0,0,0,0,24,5,15,0,0,0,0,0,0,0,24,13,23,0,0,0,0,0,0,0,38,4,5,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,41,107,4,13,13,7,4,8,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,35,0,0,8,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,7,0,10,0,10,4,3,0,3,0,31,0,27,0,10,0,5,0,4,0,47,0,17,0,12,3,7,0,6,0,47,5,14,4,22,7,7,0,9,0,59,11,22,0,30,7,5,0,4,5,92,4,46,8,33,9,3,0,5,3,109,15,77,7,40,18,4,0,0,0,170,6,67,4,14,3,5,0,0,0,114,9,98,0,9,9,0,0,0,0,125,5,78,0,0,6,0,0,0,0,100,43,154,0,7,8,3,0,0,4,221,11,21,0,0,5,3,0,0,0,38,40,45,0,0,4,0,0,0,5,99,0,6,0,0,0,0,0,0,0,6,158,693,40,189,79,46,7,33,25,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,3,3,0,0,0,3,0,0,13,0,6,4,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0,40,0,11,3,0,0,0,0,0,0,15,14,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,64,15,0,4,0,9,4,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,4,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,16,0,3,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,4,14,0,0,0,0,0,0,0,17,5,8,4,7,3,0,0,0,0,28,5,17,0,6,4,5,0,3,0,46,5,17,0,5,6,9,0,5,0,48,6,36,13,15,10,7,0,3,0,88,9,44,12,18,14,14,3,3,0,113,8,62,11,19,9,9,0,7,0,126,13,78,13,22,16,13,11,7,3,176,23,107,12,24,30,6,6,16,0,228,12,130,13,17,18,6,12,3,6,209,26,176,7,25,14,0,8,5,3,259,22,170,4,27,9,0,0,4,0,241,89,266,3,19,11,3,9,0,0,399,16,43,0,0,4,0,0,0,0,64,39,81,0,0,6,0,0,0,0,128,0,6,0,0,0,0,0,0,0,14,280,1244,97,198,162,73,50,58,24,2186,4,5,0,0,0,0,0,0,0,14,0,7,4,3,0,0,0,4,0,16,0,7,5,9,6,3,0,3,0,33
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,3,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,7,0,9,4,0,0,4,0,0,0,22,0,7,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,3,0,15,7,14,3,4,0,5,0,6,0,34,6,14,4,10,4,0,0,0,0,40,5,18,4,6,11,3,0,6,0,45,7,29,11,6,3,0,0,6,0,63,6,43,6,3,3,0,0,10,0,78,17,69,3,0,4,0,3,4,0,102,9,58,4,4,4,0,5,0,0,86,40,154,15,4,7,0,9,0,0,246,22,51,10,0,3,0,0,0,0,81,58,42,0,0,4,0,0,0,0,114,0,0,0,0,0,0,0,0,0,7,185,514,72,40,63,25,25,35,3,961,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
