POW_LGA_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA54550,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,6,5,0,36,0,0,0,0,0,0,3,0,0,4,0,8,6,0,0,0,0,13,9,3,5,3,3,26,529,105,167,110,25,945
LGA54620,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22,12,0,6,0,0,17,510,75,91,39,16,727
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,109,26,27,18,7,190
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,5,179,66,82,57,10,394
LGA54830,45,5,0,0,0,46,531,14,20,9,6,573,31,0,0,0,0,35,60,3,7,0,0,70,398,13,15,4,0,432,57,4,0,0,0,66,16,0,0,0,0,14,75,3,8,0,4,93,1976,52,99,10,5,2150,49,0,0,0,0,54,65,0,12,5,0,85,745,28,40,12,4,832,48,0,9,0,6,55,15959,534,822,133,84,17533
LGA54900,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,9,8,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,9,0,0,4,3,20,441,103,155,80,15,796
LGA54970,5,0,0,0,0,5,49,0,0,0,0,49,7,0,0,0,0,7,11,0,0,0,0,11,69,0,0,0,0,77,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,274,4,4,0,0,283,5,0,0,0,0,10,0,0,0,0,0,6,172,0,0,4,0,175,15,0,0,0,0,15,3147,23,21,6,17,3209
LGA55040,3,0,0,0,0,3,45,0,0,0,0,45,7,0,0,0,0,7,5,0,0,0,0,5,60,0,0,0,0,63,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,23,244,0,0,0,0,249,3,0,0,0,0,7,5,0,0,0,0,6,146,0,3,0,4,155,18,0,0,0,0,22,3028,30,41,8,21,3130
LGA55110,28,3,0,0,0,28,541,15,17,4,7,588,10,0,0,0,0,10,55,4,10,0,0,68,501,60,62,12,0,637,32,7,3,0,0,46,15,0,0,0,0,20,127,4,6,0,3,145,2977,219,386,44,21,3649,80,5,7,0,0,99,60,10,15,0,0,86,654,43,81,10,4,791,114,11,16,3,7,150,20620,1406,2098,329,165,24614
LGA55180,4,0,0,0,0,3,32,0,0,0,0,39,4,0,0,0,0,4,6,0,0,0,0,5,17,0,0,0,0,20,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,0,0,13,198,17,44,19,0,278,9,0,0,0,0,9,6,0,0,0,0,6,130,11,12,6,0,160,35,9,9,3,9,64,3177,328,501,196,51,4260
LGA55250,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,5,24,0,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,97,4,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,98,0,4,0,0,103,10,0,0,0,0,15,1439,39,33,20,10,1547
LGA55320,118,9,11,0,5,135,1157,5,13,4,4,1181,89,8,12,0,0,110,513,48,35,8,0,613,854,77,60,4,0,997,232,12,23,7,3,286,99,11,6,0,0,118,194,13,6,4,0,221,3515,273,315,28,12,4151,180,11,11,0,0,204,221,16,35,9,0,277,2635,174,182,25,17,3033,83,6,6,0,9,104,38581,2828,2935,480,175,44999
LGA55390,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,7,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89,8,0,0,0,0,6,4,0,0,0,0,4,45,0,0,0,0,51,3,0,0,0,0,3,1056,10,8,4,4,1075
LGA55460,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,5,0,52,4,0,0,0,0,4,0,0,0,0,0,0,49,4,0,0,0,57,17,0,0,0,3,24,1141,111,108,75,4,1439
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,31,35,19,0,227
LGA55600,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,4,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,14,10,0,0,7,0,15,770,107,120,73,12,1083
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,225,42,33,30,0,333
LGA55740,5,0,0,0,0,3,35,0,3,0,0,39,6,0,3,0,0,10,22,3,0,0,0,23,55,5,11,0,0,67,18,0,0,0,0,18,0,0,0,0,0,0,16,0,3,0,0,18,209,22,34,3,0,266,9,0,8,0,0,23,12,0,0,0,0,13,215,15,19,0,0,255,5,0,0,0,0,12,2199,238,255,54,11,2755
LGA55810,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,3,0,0,43,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29,4,0,0,0,0,9,615,14,19,11,5,661
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,111,34,54,32,9,237
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,125,26,57,32,7,242
LGA56090,13,3,3,0,0,21,132,0,4,0,0,139,13,6,0,0,0,17,21,0,0,0,0,21,122,17,15,0,0,154,18,0,0,0,0,21,4,0,0,0,0,9,32,0,10,0,0,37,743,93,187,24,8,1062,32,8,11,0,0,49,36,3,14,0,0,56,288,37,43,7,0,377,27,3,7,0,3,36,7074,832,1175,183,59,9324
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,55,0,10,8,0,65
LGA56230,4,0,0,0,0,4,85,0,0,0,0,91,8,0,0,0,0,7,6,3,0,0,0,9,99,9,11,8,0,119,12,0,0,0,0,12,7,0,0,0,0,6,19,0,0,0,0,18,515,27,63,21,3,626,18,0,8,0,0,28,6,0,0,0,0,9,123,9,8,0,0,134,47,5,0,0,0,52,5330,304,434,144,52,6257
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,7,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,37,0,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,4,0,0,0,0,8,330,41,86,40,7,500
LGA56370,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,8,223,74,52,40,11,399
LGA56460,0,0,0,0,0,0,74,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,6,44,4,3,0,0,53,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,104,0,10,5,0,123,4,0,0,0,0,4,3,0,0,0,0,7,61,3,3,0,0,70,31,0,3,0,0,39,1896,150,187,63,24,2322
LGA56580,31,0,0,0,0,33,199,3,6,0,0,206,32,0,8,0,0,41,132,0,6,6,0,155,295,35,22,7,0,349,77,6,6,0,0,88,23,3,0,0,0,25,46,5,0,0,0,46,1233,102,96,15,4,1456,93,11,5,0,0,106,60,3,5,0,0,74,955,52,58,7,3,1074,30,0,4,0,4,42,11516,949,820,151,46,13482
LGA56620,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,225,0,0,0,0,233
LGA56730,15,0,0,0,0,12,94,0,0,0,0,100,6,0,0,0,0,3,15,0,0,0,0,22,47,3,0,0,0,57,8,0,0,0,0,8,7,0,0,0,0,7,10,0,0,0,0,7,306,0,25,12,0,345,13,0,5,0,0,19,9,0,0,4,0,11,142,8,3,3,4,156,37,0,6,0,3,54,4136,228,295,120,44,4828
LGA56790,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,6,5,0,52,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,0,0,18,9,6,9,0,0,23,700,122,185,98,27,1126
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,31,12,18,7,0,65
LGA56930,5,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,16,7,0,0,0,24,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,89,8,13,7,0,109,10,0,0,0,0,9,5,0,3,0,0,4,55,9,3,0,0,69,0,0,0,0,0,0,854,82,80,21,7,1045
LGA57000,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,43,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,712,32,46,28,3,826
LGA57080,812,24,8,0,0,844,2464,11,13,0,0,2493,537,5,10,4,7,564,1979,62,24,4,3,2080,4906,126,93,12,7,5148,1120,18,11,0,8,1157,343,16,7,0,0,370,590,11,17,8,5,632,17838,526,354,36,49,18807,1033,30,15,0,0,1080,1060,54,55,10,8,1189,12885,312,236,45,50,13530,350,8,13,11,21,395,161899,4607,2871,455,440,170275
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,211,45,46,41,10,347
LGA57210,0,0,0,0,0,0,130,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,94,6,29,8,3,143,3,0,0,3,0,12,3,0,0,0,0,3,42,6,4,4,3,54,28,0,0,0,4,31,1497,131,317,155,38,2143
LGA57280,14,0,0,0,0,13,341,5,4,0,0,354,11,0,0,0,0,10,24,0,0,0,0,32,212,7,9,0,0,223,35,0,0,0,0,35,4,0,0,0,0,4,67,0,0,0,0,69,550,23,8,0,6,583,29,4,0,0,0,28,17,5,8,0,0,22,456,15,12,0,0,485,52,3,5,3,3,66,9744,332,229,36,58,10399
LGA57350,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,182,30,50,39,0,302
LGA57420,0,0,0,0,0,0,29,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,60,4,0,0,0,68,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,102,10,8,0,3,116,8,0,0,0,0,8,0,0,0,0,0,0,72,0,3,0,0,77,13,0,0,0,0,17,1407,60,127,43,18,1650
LGA57490,44,0,0,0,0,46,669,8,12,6,9,707,41,4,7,0,0,55,112,11,12,0,0,137,704,43,60,11,4,814,47,3,3,0,0,61,45,8,0,0,0,58,141,4,19,3,0,167,4422,270,550,72,18,5336,97,5,16,0,0,124,91,26,25,5,3,147,1073,73,126,21,10,1304,99,5,3,0,3,117,30042,1608,2638,369,164,34820
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,42,6,11,0,0,63
LGA57700,12,0,0,0,0,14,97,0,0,0,0,103,0,0,0,0,0,0,30,0,3,0,0,37,116,7,17,3,0,151,22,0,0,0,0,26,11,0,0,0,0,20,13,3,5,0,0,19,457,64,105,25,6,657,11,3,0,0,0,21,16,6,5,4,0,27,190,18,26,9,3,246,28,4,7,0,3,44,4732,550,845,216,47,6392
LGA57770,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,31,0,0,0,0,39,3,0,0,0,0,3,3,0,0,0,0,3,49,0,5,0,0,45,6,0,0,0,0,6,397,37,49,10,9,495
LGA57840,37,0,8,0,0,42,244,8,7,0,0,259,32,3,5,0,0,38,101,15,15,0,0,132,238,39,27,0,0,303,61,0,7,0,0,69,32,5,0,0,0,39,60,5,8,0,0,78,946,100,96,19,7,1159,63,5,3,4,0,71,71,10,18,5,3,114,943,54,77,9,4,1089,39,8,4,0,5,56,11458,1297,1110,172,67,14107
LGA57910,255,18,47,0,4,325,1266,21,40,7,4,1341,207,24,42,3,5,276,461,27,44,4,5,539,1896,231,190,22,5,2350,334,21,27,0,4,384,181,11,13,9,0,206,311,15,34,4,7,363,6980,607,576,55,28,8246,314,35,36,3,4,393,978,86,167,24,29,1287,6259,463,632,80,58,7492,196,21,17,4,20,266,69510,6252,6039,813,420,83038
LGA57980,42,5,0,0,0,49,225,3,5,3,0,232,48,7,6,0,0,57,179,11,9,0,0,194,440,41,35,4,5,528,81,3,3,0,0,89,40,0,5,0,0,44,61,7,3,0,0,65,1760,151,110,6,9,2028,103,16,15,0,0,130,111,13,18,4,0,144,1248,79,77,16,6,1417,38,10,8,0,9,58,16764,1588,1056,150,77,19630
LGA58050,172,8,29,0,5,207,1357,22,33,23,4,1441,122,12,24,3,0,160,358,18,25,6,0,409,1208,106,83,12,0,1417,210,20,20,0,0,253,113,7,4,0,0,134,261,10,14,4,3,286,5084,400,423,69,22,5998,203,18,15,0,0,239,816,83,196,47,12,1147,3638,291,303,61,35,4323,202,20,15,12,30,276,54669,3900,4112,826,341,63848
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,79,28,20,15,0,146
LGA58260,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,191,26,25,25,0,271
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,42,6,17,4,0,67,4,0,0,0,0,3,0,0,0,0,0,0,12,4,5,3,0,19,3,0,8,0,0,16,529,101,166,56,9,871
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,76,17,18,17,5,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,44,9,6,3,0,67
LGA58510,130,14,21,0,0,168,766,5,11,6,4,785,58,8,3,0,0,71,402,27,18,4,0,445,500,23,14,5,0,538,287,20,7,0,0,318,102,3,5,0,0,114,235,5,14,0,0,252,2184,123,106,15,11,2439,152,9,7,0,0,169,283,24,44,8,0,361,2372,82,98,18,19,2582,76,0,6,0,10,94,27499,1455,1301,181,122,30553
LGA58540,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,3,251,57,61,56,5,428
LGA58570,78,0,10,4,0,91,297,0,4,0,0,310,67,4,8,6,0,80,180,26,10,0,0,219,432,43,37,7,0,514,138,3,3,0,0,150,57,4,6,5,0,70,141,10,13,0,0,166,1869,182,162,15,11,2226,107,12,15,0,0,133,311,60,60,9,6,441,1698,115,117,6,12,1953,68,7,4,0,6,91,20341,2046,1620,220,97,24327
LGA58610,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,7,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,16,4,0,0,0,0,4,414,56,97,54,4,626
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,100,21,26,21,4,171
LGA58760,99,11,7,0,0,119,806,13,42,7,3,876,107,13,33,0,0,155,202,16,29,3,0,244,1639,250,259,35,11,2194,114,16,11,0,0,149,108,0,5,0,0,115,205,15,23,0,0,246,6854,810,1174,125,45,9014,128,5,25,3,0,160,748,118,229,41,22,1164,2809,422,402,57,28,3711,154,11,23,10,19,211,41435,4443,5290,772,303,52245
LGA58820,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,139,3,11,4,3,161,7,0,0,0,0,6,0,0,0,0,0,0,40,0,4,0,0,41,26,7,3,7,5,37,2061,79,114,47,24,2327
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,137,58,77,70,9,345
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,12,6,0,0,0,0,6,204,16,20,21,7,255
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,122,47,53,41,7,269
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,8,5,0,9,0,0,12,285,56,110,40,13,508
LGA59250,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,4,0,0,0,0,4,30,0,0,0,0,30,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,3,0,108,3,0,0,0,0,3,0,0,0,0,0,0,79,0,0,0,0,81,10,0,0,0,0,10,1354,13,21,10,8,1403
LGA59310,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,3,0,0,0,0,3,429,67,93,44,4,638
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,18,0,0,0,0,0,3,135,28,41,20,5,223
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,130,33,22,28,0,213
LGA59340,4,0,0,0,0,4,31,0,0,0,0,31,0,0,0,0,0,0,11,0,0,0,0,9,30,0,0,0,0,36,10,0,0,0,0,10,14,0,0,0,0,15,9,0,0,0,0,11,208,8,13,5,0,233,19,0,0,0,0,24,11,0,0,0,0,13,175,5,4,3,0,192,58,0,0,0,0,62,3119,191,141,48,27,3522
LGA59350,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,40,0,0,0,0,40,4,0,0,0,0,6,0,0,0,0,0,0,31,3,0,0,0,37,8,0,0,0,0,8,627,10,8,6,0,654
LGA59360,0,0,0,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,73,5,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,38,8,0,0,0,4,11,1099,55,70,31,16,1273
LGA59370,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,19,3,0,76,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,16,7,0,0,4,0,12,707,116,142,82,12,1064
LGA59499,128,32,97,0,3,252,324,12,78,10,3,426,68,12,76,0,0,158,217,29,99,4,4,358,647,105,248,17,6,1022,127,15,52,0,6,200,42,6,14,4,0,72,120,5,59,3,3,188,3618,694,2692,108,98,7208,124,22,76,4,3,230,139,25,95,0,0,266,2004,279,1041,46,48,3415,281,41,114,18,39,489,36070,5347,17340,1043,767,60566
