POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA55110,4,9,7,9,12,0,0,0,0,34,3,9,11,9,14,0,0,11,0,53,8,9,27,5,36,0,3,25,0,109,8,15,16,8,35,0,3,4,0,83,7,26,19,3,18,0,0,5,0,84,10,19,10,3,8,0,0,0,0,51,15,22,3,0,8,0,3,0,0,47,9,0,0,0,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,67,107,98,72,150,3,14,48,9,566,26,13,23,21,29,27,6,21,10,170,12,35,39,270,50,493,40,298,10,1241,32,56,68,281,75,407,50,258,0,1230,62,65,100,273,125,334,56,201,4,1209,43,92,160,343,163,364,41,249,4,1465,97,120,295,554,240,461,90,344,18,2222,151,182,330,670,309,423,113,329,19,2525,252,275,344,642,369,349,119,267,18,2636,339,407,529,525,367,263,126,194,17,2763
LGA55180,0,0,0,4,0,0,0,4,0,8,3,0,0,9,0,0,0,6,0,14,0,5,0,3,11,0,5,4,0,29,5,0,0,0,10,0,3,0,0,18,3,3,5,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,14,18,19,0,9,18,4,123,38,0,0,4,0,0,0,8,0,59,10,0,10,20,5,46,3,45,0,132,21,9,15,19,13,33,5,34,3,156,32,5,16,10,19,18,0,47,0,155,41,4,25,30,20,29,7,38,5,195,68,17,44,51,41,45,16,102,6,387,61,15,48,58,48,42,15,104,5,396,93,23,59,53,72,51,39,170,5,562,105,32,87,47,59,30,51,69,4,486
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,3,3,0,20,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,10,3,3,4,3,0,0,0,0,0,17,0,0,6,0,3,0,0,7,0,18,8,5,4,9,3,10,0,9,0,45,13,12,11,6,3,3,11,18,0,89
LGA55320,0,4,3,8,13,0,0,0,0,27,5,9,5,3,9,0,5,6,0,44,9,9,17,3,35,0,8,22,4,111,7,24,14,5,26,0,14,8,0,89,3,32,15,6,27,0,0,0,0,85,4,20,4,0,13,0,0,0,0,45,12,15,5,0,3,0,0,0,0,41,3,4,0,0,0,0,0,0,0,8,15,9,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,59,131,71,68,150,6,31,43,8,564,37,29,33,19,35,26,7,18,10,213,26,128,49,314,85,662,30,372,10,1679,47,163,77,336,149,606,26,259,8,1671,46,151,120,319,165,448,32,238,12,1524,77,164,180,353,210,427,50,217,16,1682,120,287,281,562,344,493,78,300,15,2478,170,340,354,611,399,460,113,348,20,2810,307,482,514,626,556,397,203,497,30,3606,477,780,651,609,689,329,232,395,44,4193
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,11,0,3,6,0,3,0,6,11,0,32
LGA55460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,8,8,0,4,5,0,41,10,0,0,0,0,4,0,3,0,16,5,0,6,8,0,15,0,12,0,42,4,0,0,0,4,9,0,5,0,36,5,6,9,9,0,9,0,3,0,36,5,0,5,14,3,9,4,12,0,44,23,0,19,12,19,8,5,10,0,94,16,8,22,7,12,25,3,19,0,110,20,4,21,25,19,19,15,21,0,141,31,15,17,20,29,12,15,10,4,156
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,13,0,0,0,3,0,4,3,8,0,19,9,0,0,0,0,3,0,3,0,14,8,0,0,4,0,0,0,10,0,23
LGA55600,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,0,4,5,0,9,0,0,5,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,4,0,12,7,0,41,8,0,0,0,0,0,0,0,0,12,0,0,5,3,0,0,0,7,0,19,6,0,6,8,4,0,3,7,0,28,3,0,0,9,0,0,0,12,0,33,4,0,5,6,4,9,0,3,0,28,15,0,10,3,17,6,4,6,3,63,16,0,6,16,12,5,4,9,0,77,17,6,14,15,17,11,7,16,0,95,33,4,19,13,12,10,14,17,3,129
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,9,0,0,21,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,3,0,0,0,14,3,0,0,0,0,5,0,4,0,7,6,0,0,0,0,0,0,0,0,12,10,0,5,0,0,0,0,3,0,15,6,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,3,0,26,21,0,0,0,0,0,0,0,0,32
LGA55740,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,3,0,0,4,0,0,0,0,12,0,4,3,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,8,0,17,0,0,5,0,62,0,4,0,3,0,0,0,3,0,9,0,8,0,28,0,35,0,18,0,96,4,10,0,34,9,31,3,17,0,111,0,32,4,36,18,20,3,17,0,129,3,17,10,34,9,28,4,26,0,135,5,22,17,70,18,15,0,21,0,166,16,27,25,88,34,27,0,14,5,233,20,57,40,103,33,17,9,27,4,302,34,87,44,107,30,19,0,11,6,347
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,8,0,0,0,0,4,0,0,5,0,8,0,0,0,0,8,3,4,3,0,18,4,0,5,0,5,0,4,4,0,17,0,4,0,0,5,4,5,9,0,27
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,13,8,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,11,3,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,3,0,22,11,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,3,4,0,19,14,0,0,0,0,0,3,9,0,33
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,15,8,0,0,0,0,0,0,3,0,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,13,9,0,6,3,0,0,0,0,0,20,12,5,0,0,0,0,0,0,0,20,14,0,6,0,3,0,3,6,0,28
LGA56090,0,0,4,0,0,0,0,5,0,6,0,5,7,0,3,0,4,3,0,24,0,4,10,0,14,0,7,3,0,37,0,7,11,3,10,0,5,0,0,45,7,14,4,0,0,0,3,3,4,39,3,8,5,0,0,0,0,0,0,16,4,5,0,0,3,0,0,0,0,15,5,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,44,36,6,46,0,19,21,3,215,20,14,8,4,9,4,0,9,0,73,14,17,20,75,24,139,9,111,3,412,16,44,24,71,26,97,11,91,3,381,20,31,48,57,41,62,19,55,0,327,32,47,55,61,57,68,23,55,3,404,34,59,97,106,91,103,37,71,7,605,38,72,132,106,90,82,37,93,5,659,64,90,173,124,114,94,81,121,6,870,107,105,200,97,155,70,113,131,14,997
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11
LGA56230,0,0,0,3,7,0,0,0,0,12,0,0,3,0,4,0,5,3,0,14,0,0,4,0,8,0,6,5,0,27,3,4,4,0,11,0,4,0,0,28,0,4,6,0,3,0,0,0,0,18,0,10,0,0,0,0,0,0,0,12,11,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,20,15,42,0,12,5,0,142,20,0,12,3,5,5,9,12,0,62,5,7,16,36,13,80,9,60,4,220,9,13,16,34,11,68,9,33,0,190,24,10,27,37,19,41,11,29,0,195,20,12,38,36,7,44,10,48,0,221,34,16,73,65,38,64,17,73,0,388,30,14,82,66,43,44,29,74,8,389,39,23,114,63,52,40,31,72,5,438,61,37,114,53,56,21,51,75,4,471
LGA56300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,5,0,7,4,0,25,8,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,8,3,0,0,5,0,4,3,10,0,24,7,0,0,4,0,0,0,6,0,20,12,0,0,0,0,0,0,6,0,24,15,0,4,5,0,8,0,10,0,43,14,3,5,7,8,3,7,10,0,52,10,0,4,0,5,0,4,19,0,51,25,0,0,0,3,0,4,11,0,49
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,3,0,7,0,0,17,10,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,0,0,13,7,0,0,0,3,0,0,0,0,9,12,0,0,6,0,0,0,5,0,21,9,0,3,0,0,0,0,6,0,29,22,0,7,4,0,0,4,10,0,40,20,0,4,0,8,0,5,12,0,51
LGA56460,0,4,0,5,0,0,4,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,4,0,6,0,7,3,0,24,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,10,3,11,0,15,8,0,65,12,0,0,3,0,0,0,3,0,19,0,0,0,9,6,13,5,12,0,42,5,0,0,7,3,13,0,17,0,47,7,3,0,0,11,4,0,15,0,48,10,8,15,11,13,12,0,18,0,83,22,8,23,30,16,22,4,26,0,161,20,10,33,40,29,28,15,30,0,204,28,25,35,45,19,27,14,33,0,229,37,34,41,33,44,15,24,23,0,254
LGA56580,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,11,6,0,8,0,6,0,0,8,0,40,3,8,4,0,8,0,0,0,0,34,8,6,5,9,9,0,0,0,0,30,0,9,0,0,3,0,0,0,0,15,12,13,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,43,27,16,42,0,3,19,4,181,11,8,5,11,9,3,0,0,3,47,11,32,8,132,18,48,12,66,7,333,8,40,22,130,46,35,13,33,12,331,24,56,21,100,39,25,17,44,7,336,23,55,39,116,53,38,9,50,6,390,45,117,74,188,112,45,24,68,5,675,39,125,92,204,151,54,25,92,7,780,63,210,126,239,171,43,26,79,16,973,107,323,164,256,260,40,59,72,22,1310
LGA56620,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,4,14,0,0,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,5,0,10,0,0,0,3,0,0,0,0,0,10
LGA56730,0,0,0,0,4,0,0,5,0,15,0,0,3,3,9,0,3,3,0,17,0,5,3,5,10,0,7,0,0,25,0,0,0,0,7,0,0,0,0,12,4,0,0,0,3,0,0,0,0,8,6,5,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,16,17,30,0,7,4,3,108,18,0,6,3,4,0,0,8,0,34,7,3,4,6,8,50,0,34,0,116,11,8,11,11,8,37,10,32,3,124,17,0,9,19,17,22,11,36,0,129,15,13,29,20,21,41,6,36,3,197,33,13,48,47,35,51,3,53,0,282,26,17,47,45,43,56,17,66,3,311,45,24,66,64,66,69,34,94,10,472,72,55,90,77,72,38,59,108,9,581
LGA56790,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,8,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,6,5,0,39,12,0,0,0,0,0,0,0,0,26,3,0,3,0,0,11,0,8,0,19,12,0,8,9,4,12,0,15,0,45,17,3,0,5,3,9,3,20,0,65,21,6,5,10,3,3,0,6,0,60,18,0,7,15,19,11,0,20,0,93,26,6,9,11,8,15,0,26,0,104,24,3,10,11,5,11,0,24,0,100,47,0,15,4,17,8,7,22,0,115
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,13,0,0,5,0,24,0,0,0,0,4,0,0,0,0,6,0,5,0,25,3,6,0,0,0,53,0,24,3,23,3,0,0,4,0,55,0,11,0,6,5,5,0,13,0,39,0,6,4,9,5,11,0,5,0,38,5,11,3,18,8,10,0,8,0,65,8,11,3,8,5,7,0,9,0,50,8,12,7,15,14,12,0,5,0,71,4,28,12,21,16,4,0,8,0,90
LGA57000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,0,6,4,0,23,8,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,5,0,0,10,7,0,0,0,3,5,0,5,0,19,9,0,7,0,0,0,4,7,0,26,12,6,3,0,6,0,11,3,0,43
LGA57080,6,8,16,5,20,3,0,8,0,59,5,15,12,0,29,0,0,0,6,61,3,17,14,12,62,4,4,11,4,124,10,30,19,3,69,5,0,10,0,150,15,44,17,10,40,8,5,5,3,153,9,45,6,4,30,0,4,5,3,106,50,101,5,6,26,3,0,3,3,197,16,7,0,0,0,0,0,0,0,25,32,12,0,0,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,146,287,92,42,312,20,9,37,28,967,41,62,39,40,41,25,6,26,21,310,36,115,41,266,119,246,16,198,26,1071,51,197,82,547,238,342,34,275,21,1790,87,238,149,555,288,356,41,323,22,2055,103,288,201,621,453,323,31,445,30,2480,193,565,357,934,865,466,59,646,56,4140,292,823,464,1005,1356,493,66,629,70,5196,603,1514,744,1091,2371,535,134,594,96,7679,1042,3418,1137,1150,3683,510,169,487,138,11740
