POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,11,0,0,0,0,18,0,0,0,0,5,0,0,0,0,13,3,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,14,23,0,8,12,0,78,5,0,0,0,0,0,0,6,0,8,0,0,0,0,3,17,0,6,0,33,8,6,5,7,5,12,0,9,0,54,17,4,5,3,15,15,0,25,0,90,18,5,10,9,3,7,4,6,0,60,28,6,19,19,19,32,4,41,0,168,26,9,9,34,25,25,17,64,0,211,52,14,23,41,27,33,17,73,3,273,69,24,28,31,31,19,17,51,3,281
LGA51610,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,14,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,0,15,10,0,5,0,6,0,0,3,0,19,11,0,9,0,0,0,4,4,0,26,5,0,0,0,0,0,4,3,0,15,8,0,6,0,6,0,5,3,0,24,15,0,3,0,4,0,6,7,0,45
LGA51680,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,0,0,0,4,0,6,0,0,17,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,17,0,9,13,3,56,11,0,3,0,0,0,6,0,0,28,9,3,4,6,3,14,0,14,0,51,9,0,12,0,10,6,0,19,0,57,17,3,7,11,11,6,4,16,0,74,16,3,11,4,10,8,0,17,5,72,21,5,26,13,14,8,0,23,0,111,26,9,19,6,16,5,3,19,0,103,24,10,31,8,16,9,8,31,4,143,30,11,42,0,25,8,19,17,3,145
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,4,3,0,8,3,0,0,3,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,8,0,7,7,0,54,0,0,0,4,0,0,0,0,0,6,0,0,0,12,0,0,0,3,0,19,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,5,0,0,0,20,0,4,5,7,0,0,3,0,0,22,3,0,0,6,3,0,0,8,0,31,3,5,13,6,6,0,0,11,0,52,9,4,15,22,8,0,8,21,3,87
LGA51750,0,4,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,10,5,0,3,0,3,0,0,0,0,10,6,0,0,0,6,0,0,0,0,14,0,3,0,0,5,0,0,0,0,18,7,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,25,9,6,26,0,0,3,0,95,4,6,4,3,4,8,0,4,0,30,6,26,8,112,3,115,11,42,3,327,11,40,17,127,21,143,12,51,3,423,12,31,16,81,25,119,7,36,0,332,18,38,36,91,30,109,10,42,0,371,29,71,48,103,52,137,8,53,3,513,47,64,52,123,60,106,12,59,6,526,77,99,78,111,59,139,20,61,5,651,127,154,98,86,96,88,12,39,0,707
LGA51820,3,4,6,4,11,0,0,4,0,34,5,8,12,4,12,0,0,9,0,49,5,14,21,4,19,0,10,11,0,82,4,15,11,0,23,0,16,7,0,82,5,34,19,11,18,0,5,6,0,104,17,36,6,6,7,0,6,0,0,74,21,20,3,0,5,0,0,0,5,56,5,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,67,144,83,80,115,4,38,48,10,587,42,33,27,20,38,32,3,42,12,258,25,91,61,280,62,529,55,343,11,1442,51,100,92,303,124,443,74,284,6,1479,58,91,153,304,176,339,97,268,11,1494,85,94,247,326,214,359,110,320,11,1776,134,219,478,523,392,440,188,489,22,2878,179,244,668,602,471,405,306,595,41,3499,335,366,961,651,713,367,747,718,49,4902,538,660,1453,545,998,369,962,670,78,6260
LGA51860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,4,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,11,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,13,0,0,4,3,0,0,0,9,0,12,5,3,3,0,3,6,3,10,0,32,3,3,3,6,0,0,0,0,0,19
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,3,0,0,0,9,0,0,11,3,0,0,0,6,0,4,6,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,3,14,0,10,8,3,58,9,3,0,0,3,0,5,3,0,20,3,0,0,17,4,36,0,37,0,101,6,8,9,21,9,31,3,20,0,92,9,0,16,19,3,21,10,28,0,115,10,5,22,21,19,30,4,41,5,148,15,9,31,52,16,36,13,44,0,208,21,12,46,40,22,29,9,40,0,226,14,15,44,36,26,24,30,46,0,242,27,25,63,25,45,15,57,53,4,305
LGA51960,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,5,0,3,0,0,4,0,18,0,0,0,0,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,5,3,19,0,3,9,0,58,7,0,0,0,0,0,0,3,0,8,0,5,0,4,3,5,0,7,0,27,3,0,3,0,7,5,0,9,0,27,3,0,3,3,3,5,3,0,0,25,0,0,6,5,0,0,0,8,0,14,0,0,6,0,6,4,3,12,0,27,0,4,9,4,9,15,7,8,0,49,4,0,19,4,7,5,5,10,0,54,7,4,16,10,11,3,15,27,0,98
LGA52030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,33,3,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,7,5,0,3,0,0,0,0,0,0,12,6,0,3,0,7,3,0,3,0,24,8,0,7,0,3,0,3,7,0,27,11,0,5,3,6,0,0,6,0,23,9,0,0,0,5,0,4,4,0,28,11,0,5,0,6,0,0,9,0,33
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,24,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,5,0,0,3,5,0,0,0,0,13,10,0,0,0,5,3,0,0,0,15,3,0,0,0,3,5,4,3,0,30,17,0,7,6,0,7,3,9,0,44,11,0,5,3,12,11,4,12,0,57,22,3,6,10,4,0,3,11,0,68
LGA52170,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,11,0,0,0,0,4,0,0,0,0,5,0,0,4,0,9,0,0,0,0,12,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,9,0,22,0,0,0,0,59,5,0,0,4,0,0,0,0,0,21,5,11,0,51,7,28,5,12,0,115,6,15,3,53,13,35,0,7,0,136,3,12,3,55,11,28,0,16,0,130,3,8,14,46,16,24,3,16,0,139,8,17,27,83,25,50,0,32,0,241,13,24,40,69,38,32,0,22,0,239,29,22,53,65,31,35,3,23,4,262,62,66,74,59,50,27,3,18,5,358
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,5,0,22,7,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,4,0,5,8,0,0,0,4,0,0,0,0,16,3,0,4,3,0,0,0,9,0,17,11,0,0,0,4,0,0,12,0,33,11,0,4,0,0,0,5,3,0,31,21,3,3,0,0,0,0,6,0,43,24,0,3,0,0,0,11,24,0,60,26,0,0,0,9,0,13,24,0,77
LGA52310,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,3,0,21,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,4,0,0,10,14,0,4,0,0,0,0,0,0,23,6,0,4,0,0,0,0,4,0,12,8,0,0,0,0,0,0,8,0,24,14,0,8,0,0,0,0,6,0,31
LGA52380,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,5,0,14,0,0,3,0,0,0,5,0,0,17
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,4,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,0,4,0,0,0,0,10,9,0,5,0,0,0,0,8,0,17,0,0,3,3,3,0,0,0,0,8,14,0,3,0,3,0,4,6,0,36,6,0,5,6,3,3,0,6,0,39,22,6,10,4,8,3,0,15,0,61,13,0,12,6,4,4,10,11,0,61
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,21,4,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,0,3,0,15,4,0,0,0,6,3,4,0,0,13,8,0,0,0,3,0,0,4,0,15,10,3,0,0,3,0,0,4,0,18,4,5,9,0,6,3,0,7,0,35,19,4,5,5,10,8,0,5,0,53,20,5,8,4,8,5,3,6,0,55,20,7,13,0,8,7,8,16,0,81
LGA52590,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,4,0,6,0,0,3,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,0,11,0,8,3,0,49,19,0,0,0,4,0,0,0,0,23,4,3,3,11,5,8,0,9,0,35,4,0,4,8,0,8,0,10,0,38,7,3,8,6,9,6,0,19,0,61,8,7,10,8,15,10,0,11,0,67,13,3,15,13,23,13,7,35,0,107,13,4,20,13,15,13,5,37,0,133,30,5,26,13,15,21,13,59,0,180,49,8,24,11,17,6,25,30,0,162
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,0,6,4,0,10,0,5,5,0,30,3,0,4,0,5,0,0,3,0,16,0,4,0,0,3,0,0,0,0,13,0,4,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,30,18,9,26,0,5,19,0,110,8,0,0,0,0,0,3,0,0,22,8,15,9,33,4,92,5,76,0,246,7,9,9,21,15,52,0,51,0,167,9,3,14,23,15,45,9,35,0,149,5,9,21,46,14,42,6,34,0,176,35,11,35,56,38,58,14,53,0,298,24,18,30,84,21,74,16,47,3,311,49,33,48,60,56,38,34,75,0,383,55,34,51,36,37,12,69,44,3,342
LGA52730,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,0,0,0,11,0,3,0,0,9,0,5,0,0,14,0,0,0,0,4,0,0,0,0,14,4,0,0,0,0,0,0,0,0,9,4,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,7,5,23,0,13,7,0,79,29,0,0,0,0,0,0,12,4,40,7,5,0,9,8,30,0,29,0,90,16,6,3,11,9,11,0,21,3,83,15,13,13,9,12,14,0,18,0,92,17,12,15,20,8,11,7,25,0,111,37,10,23,24,21,26,4,26,0,172,41,17,38,34,18,18,9,46,0,219,39,18,27,26,24,22,9,27,4,196,45,32,40,14,20,12,14,24,4,204
LGA52800,0,0,0,0,3,0,0,5,0,5,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,5,0,12,0,3,0,0,5,0,0,0,0,9,0,0,0,0,3,0,0,3,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,5,27,3,4,16,6,83,0,0,0,0,0,0,3,0,0,13,0,4,3,5,0,10,0,4,0,24,0,13,10,14,5,9,0,9,0,53,5,7,4,16,8,6,5,9,0,58,8,7,15,15,9,7,0,4,0,61,10,19,8,27,3,9,3,19,0,99,0,8,21,24,14,8,3,28,4,117,25,14,24,30,23,8,7,51,3,180,22,29,28,46,23,11,13,39,4,216
LGA52870,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,4,3,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,8,3,10,0,4,8,0,51,22,3,0,0,0,0,0,3,0,34,10,3,0,7,3,13,3,28,0,76,22,3,0,9,9,17,4,26,0,94,12,7,6,12,11,5,5,18,0,75,20,3,23,12,12,9,3,23,0,105,37,8,11,26,12,11,11,33,0,146,47,14,20,28,13,17,4,53,3,207,35,10,22,19,25,16,19,55,0,198,51,11,33,11,24,10,22,29,4,190
LGA52940,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,4,6,0,26,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,7,0,9,8,0,0,0,0,0,0,0,0,10,11,0,8,7,8,0,0,0,0,32,3,0,0,0,5,0,0,0,0,12,12,0,0,0,5,0,0,9,0,21,14,0,0,0,0,4,0,0,0,25
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,20,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,5,0,11,10,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,21,11,3,6,0,0,0,0,3,0,31,16,0,6,0,0,3,3,3,0,37
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,8,6,5,0,0,7,0,3,4,0,27,0,3,4,9,9,3,0,4,0,29,0,4,5,6,0,9,0,6,0,31,5,0,11,0,3,0,0,5,0,40
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,12,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,13,5,0,8,0,0,3,4,33,0,6,0,0,5,0,0,0,0,16,0,4,3,42,7,17,0,13,0,89,0,16,0,36,5,4,0,16,0,94,0,13,11,34,7,11,7,6,0,95,5,9,9,43,20,9,3,22,0,119,5,14,17,70,19,14,4,15,0,148,13,26,24,69,32,12,5,15,0,196,22,31,33,68,17,7,4,13,3,194,24,39,40,41,32,17,3,14,5,208
LGA53220,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,0,0,5,4,7,0,0,0,0,12,4,0,0,0,4,0,0,4,0,18,4,5,0,5,5,0,4,0,0,23,5,7,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,13,13,13,31,3,3,6,4,111,5,0,9,7,0,3,11,4,4,47,3,0,8,8,3,11,5,18,0,52,4,35,13,24,5,16,3,21,0,116,0,7,4,7,0,4,11,10,3,49,3,6,10,9,9,5,5,16,0,55,6,11,21,13,6,20,20,36,3,139,4,3,28,23,11,9,22,41,5,154,12,12,45,32,21,27,55,77,11,285,20,34,119,52,46,25,175,176,8,649
