POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA57210,0,0,0,3,4,3,3,6,0,20,0,0,0,0,0,0,0,0,0,13,0,5,5,4,3,0,5,0,0,19,0,4,0,0,0,8,0,11,0,27,3,5,0,0,0,3,0,5,0,26,0,7,0,0,7,5,0,16,0,38,0,4,0,8,0,3,0,12,0,32,4,5,10,7,3,8,5,16,4,63,3,3,7,3,7,6,4,14,0,60,3,5,4,0,3,10,14,17,0,46,0,0,3,0,0,10,7,19,0,35,5,0,3,5,3,12,6,16,0,45,0,5,4,0,4,4,13,27,0,60,0,0,0,0,4,6,0,6,0,22,0,0,0,0,0,4,0,24,0,34,0,0,0,0,0,0,0,3,4,12,23,51,41,26,39,83,55,204,16,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
LGA57280,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,6,0,13,0,0,3,5,0,3,0,4,0,20,0,0,4,6,5,7,0,3,0,29,0,0,3,4,14,17,5,8,0,48,0,0,3,0,18,19,8,10,0,66,9,0,0,0,17,18,0,20,4,67,4,0,0,6,12,15,8,32,0,80,11,0,0,3,32,38,31,94,0,210,6,5,0,0,0,14,11,70,0,109,10,3,3,8,7,29,29,158,0,249,0,0,0,0,0,0,0,4,0,10,40,28,29,27,102,159,107,407,12,912,3,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,5,3,7,0,0,0,3,0,0,0,17
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,6,0,11,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,0,8,0,3,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,5,9,3,3,4,17,10,55,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,6,0,0,0,0,5,0,12,0,0,3,0,0,0,4,3,0,12,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,4,0,8,0,15,3,0,0,0,0,7,3,13,0,32,0,0,0,0,0,3,0,7,0,19,0,0,0,0,0,4,0,9,0,20,0,0,0,0,0,0,3,7,0,16,0,0,0,0,0,5,0,26,0,38,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,4,0,30,0,42,0,0,0,0,0,0,0,0,3,4,8,7,7,10,10,30,14,140,5,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57490,3,4,3,0,0,3,0,8,0,28,0,9,4,5,0,3,0,3,0,27,3,18,3,0,4,0,0,6,0,38,0,15,8,8,5,10,0,3,0,44,0,18,18,8,4,3,0,6,0,61,5,24,39,18,9,12,3,7,0,123,4,22,32,28,30,23,11,17,3,165,17,14,24,24,109,71,12,31,0,298,13,9,24,29,133,119,44,59,0,435,7,6,12,12,79,118,42,64,4,351,9,11,7,16,86,102,33,72,5,333,11,6,5,10,61,110,31,75,3,310,37,11,22,27,86,223,107,256,6,771,6,3,3,7,27,69,21,61,0,193,0,9,6,4,18,67,28,117,4,255,0,0,0,0,7,4,3,9,14,30,129,194,217,199,650,938,329,791,36,3484,5,10,3,0,0,3,0,0,0,25,6,64,5,5,0,6,0,3,0,86,0,58,20,0,0,4,0,0,0,87
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,5,0,0,0,3,0,3,0,20,0,3,3,0,0,0,0,4,0,15,0,9,6,3,0,0,0,0,0,19,4,9,3,0,0,0,0,3,0,22,3,8,0,0,0,5,0,6,0,23,0,6,10,6,8,9,0,5,0,41,4,6,12,3,14,6,4,9,0,50,0,0,6,9,23,22,0,15,3,79,7,6,5,13,28,30,6,21,0,118,3,4,0,0,3,25,9,15,0,61,0,0,7,0,17,15,4,29,0,83,0,0,0,0,9,10,8,14,0,42,0,6,5,4,12,24,14,44,0,106,0,3,0,0,3,5,3,20,0,33,0,0,0,0,8,9,9,20,0,41,0,0,0,0,0,6,0,0,0,8,28,62,59,37,130,172,64,208,11,766,0,3,0,0,0,0,0,0,0,4,0,13,6,0,0,0,0,0,0,17,0,11,8,0,0,0,0,0,0,21
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,6,3,3,0,9,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,4,5,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,5,4,0,4,18,7,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,0,0,0,0,0,3,0,0,0,14,0,7,0,0,0,4,0,0,0,9,0,4,6,0,0,3,0,0,0,20,0,12,4,8,0,4,0,3,0,24,0,11,9,0,0,0,0,8,0,31,0,6,8,8,3,3,3,3,0,42,0,7,16,8,7,8,0,0,0,54,3,9,16,13,19,26,8,9,0,99,3,6,13,19,33,39,12,4,0,137,3,7,9,11,30,33,22,21,0,137,3,7,12,9,40,49,17,25,0,169,7,4,3,12,34,40,13,20,0,144,12,15,16,8,96,113,35,84,0,382,0,4,4,10,14,40,14,43,0,137,5,14,14,14,9,65,17,126,0,261,0,0,0,0,0,0,0,0,5,5,36,123,141,112,290,426,150,362,15,1654,3,8,5,0,3,0,0,6,3,24,6,34,3,0,0,8,0,0,0,53,4,48,6,3,0,0,0,0,0,63
LGA57910,0,11,11,6,3,10,7,14,4,67,0,16,6,0,0,3,4,4,0,31,5,50,13,6,4,5,0,5,0,88,7,48,16,11,9,11,7,12,0,110,5,33,36,10,8,11,0,14,3,120,6,50,62,16,16,16,7,24,3,205,7,50,78,66,67,49,10,33,3,366,13,48,83,89,202,142,28,92,17,707,27,40,85,76,311,330,77,134,14,1090,20,24,53,52,273,348,95,166,9,1040,28,28,46,76,289,359,102,239,12,1189,23,24,39,34,212,264,119,203,5,922,70,46,52,78,434,721,316,737,8,2468,12,12,17,23,83,184,104,284,3,724,19,53,40,33,81,305,175,672,7,1381,0,5,0,0,7,15,3,22,11,66,255,540,633,583,1993,2777,1057,2648,92,10567,9,24,6,5,8,7,4,4,5,76,8,144,7,0,3,11,0,3,0,175,5,218,28,7,7,12,0,0,4,283
LGA57980,0,0,0,4,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,10,0,9,4,0,0,0,0,0,0,11,0,8,0,0,0,3,0,4,0,10,0,11,10,0,3,4,0,6,0,29,4,15,23,5,9,3,0,6,0,57,3,13,23,11,9,9,0,8,0,72,3,10,22,15,18,22,6,16,0,112,0,10,17,16,44,58,7,16,0,175,9,4,13,16,48,70,9,18,0,190,6,12,20,13,64,67,15,39,0,232,5,5,13,14,40,52,25,30,0,185,8,18,17,18,129,208,75,121,0,596,5,11,9,13,22,69,26,82,0,236,8,16,20,12,42,169,102,346,0,719,0,0,3,0,3,3,3,0,0,15,49,141,187,142,422,740,279,697,12,2673,3,8,0,0,0,3,0,0,3,20,4,34,0,0,0,0,0,0,0,44,0,46,5,0,0,3,0,0,0,69
LGA58050,11,6,4,3,3,10,8,24,0,72,0,19,10,0,0,6,0,6,0,48,0,23,14,8,7,13,0,15,0,76,0,29,27,11,7,8,3,10,5,99,0,32,34,9,10,5,4,13,0,115,5,28,64,28,15,27,8,38,0,209,3,39,68,40,64,47,11,51,0,325,6,36,51,55,183,111,24,70,0,542,31,24,44,43,253,259,73,126,10,861,18,21,24,34,169,244,93,148,9,764,16,20,26,32,160,269,97,202,3,825,15,11,15,16,135,207,72,176,0,639,46,30,32,39,226,472,230,503,0,1581,10,10,3,11,47,127,57,204,3,479,13,15,16,16,52,148,75,381,3,733,0,4,0,6,8,9,4,16,6,46,171,355,426,352,1348,1966,759,1988,32,7407,9,7,3,0,3,3,0,6,6,34,4,84,8,3,4,0,0,0,0,106,4,96,20,10,5,0,0,0,0,128
LGA58190,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,4,3,0,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,5,3,4,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,9,38,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,15,12,42,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,10,0,0,6,3,0,5,0,0,0,16,0,0,6,0,0,3,0,4,0,17,0,0,0,0,0,4,4,5,0,12,0,0,0,4,4,4,0,7,0,20,0,6,0,0,3,0,0,0,0,15,0,0,4,0,0,0,3,9,0,12,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,8,5,11,0,21,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,13,0,4,0,0,0,0,0,3,0,8,0,13,15,17,8,28,12,66,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA58400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,26,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,5,0,0,0,3,0,3,0,18,3,11,4,0,0,0,0,3,3,20,0,21,6,3,0,6,3,0,0,42,0,20,11,5,0,4,0,3,0,41,3,18,17,4,0,12,0,0,0,57,0,23,29,7,10,3,5,15,0,92,4,17,19,15,21,28,0,11,0,118,4,20,32,25,55,42,13,28,3,212,6,13,25,28,107,116,29,44,0,366,0,11,15,22,94,113,36,52,0,346,12,15,3,28,85,137,39,68,4,398,6,7,5,9,92,111,47,77,0,356,33,16,13,26,189,280,110,208,3,886,8,0,7,3,35,90,32,93,0,267,12,10,12,8,40,137,72,276,4,564,0,0,0,6,4,4,0,3,5,22,98,206,207,194,721,1083,388,885,29,3809,0,7,5,0,4,3,0,0,0,18,5,57,7,5,0,0,0,0,0,76,4,88,18,0,0,7,0,7,0,127
LGA58540,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,6,0,9,0,0,0,4,4,3,0,5,0,9,0,0,0,0,0,3,3,13,0,17,0,0,0,0,0,8,0,10,0,14,0,0,0,0,0,3,6,10,0,19,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,9,3,14,0,26,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,7,0,13,0,0,0,0,0,0,0,3,0,4,6,12,13,8,8,32,12,83,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,0,7,0,0,0,0,0,4,0,19,0,8,0,4,0,0,5,5,0,14,0,11,10,0,0,0,0,5,0,25,0,17,0,0,0,6,0,4,0,31,0,17,9,3,5,7,0,0,0,44,0,11,23,11,8,9,3,13,0,88,3,19,33,13,14,15,9,8,0,111,8,16,32,31,52,52,7,31,0,226,7,10,29,25,84,90,29,49,0,333,7,6,16,29,64,96,31,44,5,291,10,8,14,25,93,95,37,67,0,342,11,9,13,16,59,101,40,60,0,314,23,15,19,38,183,305,105,224,4,922,5,3,5,11,47,102,42,83,0,295,10,11,19,19,44,106,76,211,0,490,0,0,0,0,0,0,0,0,5,11,98,173,233,225,657,974,388,794,16,3555,3,6,0,0,0,3,0,4,0,17,3,25,3,0,0,4,0,0,0,43,4,45,4,9,0,4,0,0,0,64
LGA58610,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,0,0,3,0,0,0,0,4,0,10,3,0,0,0,0,0,0,9,0,11,0,0,0,4,0,3,0,15,0,21,3,0,0,0,0,0,0,8,0,23,3,0,4,0,0,3,0,3,0,13,3,3,3,6,0,6,0,8,0,17,0,0,3,0,0,6,0,12,0,23,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,10,17,6,8,21,10,66,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,4,5,6,4,6,11,5,42,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,0,18,9,5,5,14,0,18,0,70,0,27,8,0,0,0,0,7,0,54,0,31,12,0,5,4,7,7,0,79,0,36,20,10,5,8,0,21,0,106,6,33,33,10,4,14,0,8,0,108,3,33,80,28,23,30,6,25,0,233,7,30,79,47,67,27,14,52,5,323,14,13,46,55,141,111,30,75,3,485,12,27,37,46,169,198,66,153,3,702,13,15,32,22,176,217,76,123,3,677,14,22,20,31,124,198,84,181,3,666,7,15,19,21,87,183,70,179,0,576,35,20,22,29,139,318,180,393,3,1141,3,6,10,8,47,67,45,156,0,342,10,14,14,8,39,115,59,271,3,539,3,3,6,0,3,7,8,15,13,54,121,340,437,325,1041,1517,648,1696,52,6163,3,7,6,5,0,3,0,6,0,34,6,91,6,0,0,4,0,4,0,110,10,97,20,8,4,0,0,6,4,144
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,12,0,4,0,3,0,4,0,3,0,14,0,0,6,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,13,0,4,4,0,0,11,0,6,0,24,0,0,0,5,5,0,0,6,0,23,0,0,0,0,5,7,0,8,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,7,15,0,39,0,0,0,0,4,3,6,8,0,15,4,0,0,0,6,4,3,22,0,45,0,0,0,0,0,0,0,0,0,0,11,14,13,9,21,49,16,81,3,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,3,0,0,7,0,5,0,7,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,14,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,4,0,0,0,0,10,0,14,0,0,4,0,0,0,0,0,0,10,0,0,9,0,0,0,0,3,0,14,0,0,4,0,0,3,0,13,0,32,0,0,0,0,0,4,0,3,0,11,0,0,0,0,3,0,5,15,0,29,0,0,0,0,3,5,0,6,0,14,0,0,4,0,4,0,0,10,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,4,10,10,26,15,15,26,8,85,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,10,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,6,37,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,8,0,0,0,4,0,0,4,13,0,18,3,0,0,0,0,6,0,8,0,23,5,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,4,0,5,0,10,0,4,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,6,4,4,11,11,7,6,3,24,14,71,4,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
