POW_LGA_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
LGA52520,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,6,0,5,0,0,0,0,6,3,0,0,0,16,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,8,7,9,17,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,5,0,0,0,0,0,0,0,9,0,7,5,3,0,0,0,0,0,10,5,12,3,0,0,0,0,0,0,23,0,9,0,0,3,0,0,0,0,17,0,17,12,0,0,0,0,5,0,35,0,9,8,4,3,0,5,10,0,35,3,5,4,8,20,21,4,9,0,60,5,0,6,0,3,3,0,16,4,34,3,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,20,67,39,15,32,37,17,63,7,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
LGA52660,7,66,3,0,0,0,0,0,0,81,0,46,5,0,0,0,0,0,0,52,0,28,4,0,0,0,0,0,0,40,6,12,16,3,0,0,0,0,0,34,3,13,33,4,3,7,0,4,0,63,3,14,18,7,8,5,3,0,0,58,0,7,3,10,27,11,9,12,0,78,0,8,4,6,11,15,10,6,0,46,3,4,0,0,0,7,11,4,0,32,0,0,0,0,0,0,5,13,0,18,0,0,0,0,0,4,3,3,0,13,0,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,28,190,93,37,45,48,43,41,5,541,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
LGA52730,6,23,0,0,0,0,0,4,0,29,4,19,4,0,0,0,0,0,0,27,3,15,4,4,0,0,0,0,0,22,0,13,12,3,0,0,0,0,0,24,0,17,11,0,4,0,0,0,0,38,5,7,14,11,9,3,4,0,0,50,0,0,4,0,9,10,0,0,0,27,0,0,3,3,6,8,7,3,0,29,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,97,48,20,38,30,8,16,6,276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52800,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,10,0,8,3,0,3,5,0,0,0,16,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,0,0,7,0,20,0,3,5,4,5,12,0,10,3,37,3,5,0,4,6,11,0,30,0,57,0,0,5,0,8,11,0,21,0,52,0,0,0,3,9,4,4,13,0,32,3,4,0,0,3,5,0,4,0,23,6,0,0,0,0,3,0,11,0,20,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,3,11,16,32,26,20,33,44,9,120,10,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0,4,6
LGA52870,0,27,0,0,0,0,0,0,0,28,4,19,9,0,0,0,0,0,0,29,0,10,0,0,0,0,0,0,0,17,4,15,0,0,3,0,0,0,0,26,0,9,9,7,6,5,0,0,0,35,0,12,11,9,16,5,0,6,0,58,0,3,4,8,19,11,0,0,0,61,0,0,0,6,9,5,3,3,0,35,0,0,0,0,4,6,0,0,0,16,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,104,34,37,58,39,13,26,0,328,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,4,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,0,7,0,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,0,0,8,3,30,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,12,0,0,0,0,0,0,0,15,3,9,0,0,0,0,0,0,0,16,0,6,4,0,0,0,0,0,0,7,0,13,8,0,0,0,0,0,0,19,0,9,9,0,0,0,0,0,0,12,0,0,8,0,6,0,0,0,0,15,0,0,0,3,5,5,0,0,0,16,0,0,0,5,5,5,4,0,0,18,0,0,0,0,4,4,0,3,0,8,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,49,32,13,20,15,0,12,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53220,0,9,0,0,0,0,0,4,0,18,0,18,0,0,0,0,0,0,3,23,0,5,3,0,0,0,0,5,0,10,3,6,4,0,3,0,0,0,4,18,0,6,7,0,0,3,0,10,0,37,0,3,7,4,9,7,5,24,4,52,8,5,3,4,4,5,5,40,4,77,16,4,0,3,11,18,10,104,4,182,36,15,5,4,14,14,17,183,3,289,15,3,4,5,8,18,9,125,0,183,15,4,3,0,8,8,3,114,3,156,43,7,10,6,9,12,14,249,11,367,8,3,4,0,4,0,0,53,0,71,5,0,0,0,0,0,0,40,0,47,0,0,0,0,0,4,0,8,8,18,165,94,55,32,61,75,68,950,47,1552,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,10
LGA53290,6,36,0,0,0,3,0,0,0,52,3,24,5,5,0,0,0,0,0,36,0,26,20,3,0,0,0,0,0,53,0,27,8,6,3,5,0,0,0,52,0,21,22,6,8,13,0,6,3,80,0,11,23,15,12,12,3,11,0,92,4,7,6,6,21,23,5,8,3,87,3,0,3,8,9,37,7,20,5,99,4,0,0,0,9,11,7,23,0,61,0,0,0,0,0,5,10,16,0,42,0,0,0,0,3,3,0,21,0,36,0,3,0,0,8,13,6,13,0,38,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,3,9,36,173,95,57,72,126,36,133,17,751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3
LGA53360,0,9,0,0,0,0,0,0,0,9,3,9,3,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,11,0,5,3,0,0,4,0,0,0,13,0,6,0,4,3,0,0,0,0,26,0,7,11,8,3,11,0,0,0,37,4,0,13,4,11,4,0,5,0,41,4,0,0,5,10,7,0,7,0,34,0,0,0,0,0,6,0,3,0,13,0,0,0,0,4,4,0,6,0,14,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,15,44,28,28,38,40,7,29,10,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,0,160,8,0,0,0,0,0,4,175,3,120,14,3,4,0,0,3,4,149,10,104,38,13,0,3,0,0,0,166,12,77,60,16,5,4,0,4,0,176,14,88,97,41,17,8,4,3,0,270,12,45,80,51,53,27,5,7,10,293,12,32,33,37,93,70,7,11,6,302,12,23,26,17,65,79,20,20,0,270,17,8,3,8,40,49,14,32,0,167,19,7,6,6,20,16,5,23,0,112,15,3,4,6,18,11,9,18,0,92,52,3,8,8,35,50,21,54,3,237,6,0,0,0,9,10,0,5,0,33,0,0,0,0,0,4,4,6,0,16,4,4,0,0,5,0,0,0,3,18,178,689,385,209,359,345,90,201,34,2493,0,0,0,0,0,0,0,0,5,9,0,8,3,0,0,0,0,0,8,16,0,9,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,5,13
LGA53570,0,13,3,0,0,0,0,0,0,18,0,29,8,0,0,0,4,0,0,30,0,11,4,0,0,0,0,0,0,21,0,6,11,6,6,4,3,4,0,33,4,6,17,4,38,6,0,4,0,74,3,9,33,10,33,12,9,5,4,111,5,9,21,8,37,76,13,7,0,160,0,6,5,0,11,31,5,13,3,85,3,5,0,0,3,15,27,18,0,65,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,13,21,90,99,39,136,143,60,65,13,670,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,3,0,8,0,0,0,0,11,0,0,0,0,3,5,9,0,0,22,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,5,15,18,8,22,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,4,7,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,21,223,13,0,0,0,0,0,3,266,8,163,26,5,3,0,0,0,10,218,7,144,50,5,9,0,0,3,0,223,9,99,75,16,6,4,0,0,3,214,11,97,122,38,20,14,0,4,11,313,9,41,66,65,119,45,9,4,10,372,9,26,35,57,134,71,19,23,7,379,12,18,22,24,93,92,29,36,4,329,6,12,4,14,36,63,21,44,6,200,3,7,3,7,16,37,16,25,0,115,0,3,0,3,6,10,5,20,0,58,3,0,0,0,7,11,0,19,0,41,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,3,0,4,24,33,99,856,443,244,448,349,99,195,75,2808,6,0,0,0,0,3,0,0,10,16,0,9,0,0,0,0,0,0,7,17,0,8,0,0,0,0,0,0,3,13,7,3,3,0,0,0,0,0,6,20
LGA53800,5,117,10,0,0,0,0,0,0,134,7,99,17,6,0,0,0,0,0,129,0,81,17,3,0,0,0,3,7,116,12,70,48,8,3,7,0,4,3,155,4,43,73,31,9,8,3,5,4,180,4,31,64,31,31,24,12,13,10,234,16,23,26,42,55,56,7,22,6,253,9,10,8,20,52,60,9,42,5,224,8,10,4,3,21,34,6,33,0,123,8,3,4,6,11,19,7,38,0,104,5,4,0,7,3,3,0,17,0,41,8,0,4,0,5,8,5,47,4,76,0,0,0,0,0,7,0,4,0,12,4,0,0,0,0,0,0,5,0,12,0,3,5,0,0,0,0,0,0,12,83,505,283,168,208,226,52,227,49,1817,0,5,0,0,0,0,0,0,7,13,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,3,17
LGA53920,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,15,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,3,0,7,0,16,0,0,0,0,3,0,0,9,0,14,0,0,0,4,0,0,0,7,0,12,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,11,12,18,7,0,42,6,111,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,3,5
LGA53990,8,77,3,0,0,0,0,3,0,86,0,43,4,3,0,0,0,0,4,58,5,25,7,4,0,0,0,0,0,44,4,28,12,0,5,0,0,0,5,53,5,33,39,16,16,7,0,3,0,117,6,30,30,42,40,18,6,3,4,179,7,16,15,18,71,68,22,17,3,246,6,15,6,7,108,64,25,29,0,261,0,10,0,4,26,33,17,33,0,113,0,5,5,0,11,29,8,45,6,106,5,0,4,0,7,11,10,58,0,89,4,0,0,5,4,8,5,74,0,97,0,4,0,0,0,0,0,6,0,18,0,0,6,0,0,0,0,4,0,6,0,4,0,0,0,0,3,8,7,21,55,295,131,100,281,244,91,282,31,1512,0,3,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,5,6,0,0,3,0,0,0,0,0,0,6
LGA54060,0,12,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,13,0,8,3,4,0,0,0,0,0,12,0,11,11,0,0,0,4,0,4,23,0,4,6,0,0,0,0,0,0,15,0,0,7,0,6,6,0,0,0,22,4,0,0,3,4,5,3,0,0,17,0,3,0,0,0,0,0,5,0,11,0,0,0,0,0,5,0,6,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,11,54,31,15,8,18,10,17,7,163,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,6,0,11,4,0,0,0,0,7,0,4,0,13,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,6,4,16,7,11,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,24,592,14,0,5,0,0,0,0,640,10,418,53,3,0,3,0,3,0,496,16,240,70,17,0,0,0,0,0,347,5,181,121,24,4,3,0,3,6,350,14,129,166,65,24,15,3,0,4,429,14,90,114,100,63,35,5,18,5,444,8,49,81,68,92,64,10,22,11,402,10,27,36,47,126,86,24,22,5,373,4,9,14,14,35,36,11,26,0,156,6,8,0,9,25,25,13,25,0,109,5,5,0,3,10,10,0,16,0,50,10,4,0,0,3,22,3,30,0,76,0,0,0,0,3,5,0,0,0,7,3,3,4,0,0,0,0,3,0,17,0,11,8,3,4,5,0,0,8,35,128,1782,684,365,405,312,74,163,51,3960,0,13,0,0,0,0,0,0,12,25,3,6,0,0,0,0,0,0,4,22,0,13,3,0,0,0,0,0,3,25,0,16,5,0,0,0,0,0,0,24
LGA54200,10,128,3,0,0,0,0,0,0,139,3,112,20,3,0,3,0,0,0,147,4,57,28,0,0,4,0,0,0,95,8,50,43,6,6,0,5,0,3,120,0,56,93,18,16,4,0,0,3,194,8,35,44,36,32,20,3,7,5,193,5,20,35,26,70,48,6,9,0,227,4,10,20,15,51,69,22,21,5,205,0,3,9,12,24,40,10,29,0,127,3,6,0,4,20,17,10,23,0,86,4,3,0,0,6,14,0,20,0,50,4,0,0,4,3,0,5,29,0,50,0,0,0,0,0,0,4,8,0,14,0,0,0,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,56,496,285,123,235,236,66,157,22,1679,0,0,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,4,15,0,3,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,0,0,12
LGA54280,9,67,4,0,0,0,0,0,0,83,0,48,17,0,0,0,0,0,0,71,3,50,18,4,0,0,0,0,0,80,4,23,39,9,5,0,0,0,3,84,4,22,55,18,13,12,4,6,0,131,9,14,32,35,22,19,0,8,0,145,0,6,22,17,36,34,9,25,0,152,9,10,10,14,44,42,16,33,3,185,7,5,3,4,15,23,12,39,8,109,3,3,6,6,8,9,9,58,3,111,11,4,0,0,12,15,6,64,0,110,13,3,5,0,5,7,10,85,5,125,0,0,0,0,5,0,0,14,0,27,3,0,0,0,0,3,0,11,0,19,0,0,0,0,0,0,0,0,0,6,67,265,221,114,162,169,72,353,27,1450,3,6,0,0,0,0,0,0,4,10,4,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
LGA54310,0,64,5,0,0,0,0,0,0,69,0,37,10,3,0,0,0,0,0,50,4,24,10,0,0,4,0,3,0,44,6,12,6,0,3,3,0,0,0,27,0,15,14,13,8,3,0,6,0,61,6,13,18,16,15,12,4,7,0,92,7,9,12,16,24,16,10,26,0,104,9,9,10,14,22,29,12,50,5,160,13,4,11,5,13,24,14,82,0,164,11,0,5,0,7,15,12,69,3,127,15,3,7,0,5,17,11,90,0,138,33,6,9,3,11,23,21,212,3,331,12,0,0,0,0,8,7,46,0,80,12,0,3,4,0,4,9,34,0,64,0,10,0,0,0,0,0,3,8,20,118,211,119,69,114,160,103,629,27,1547,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
