POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA54280,0,7,8,10,7,0,0,37,23,28,19,12,11,4,0,96,28,37,32,26,16,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,14,5,3,3,0,52,16,18,12,6,3,3,0,59,4,16,33,31,37,17,12,148,170,267,273,195,178,40,0,1119,3,10,11,6,6,6,0,40,1303,2116,2029,1723,1466,380,32,9044,0,0,0,0,0,0,0,3,12,17,15,9,9,3,0,65,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,19,8,4,10,0,0,52,619,1114,1134,1071,756,139,12,4849,219,93,71,87,49,19,0,541,0,5,0,3,4,0,0,13,3,0,4,4,4,0,0,8,0,4,3,0,3,0,0,16,13,19,11,13,5,0,0,62,61,56,32,39,50,18,0,251,944,1327,1280,1233,896,181,8,5864,0,0,0,0,0,0,0,0
LGA54310,6,17,14,9,5,0,0,56,11,38,30,25,16,0,0,120,20,50,48,37,23,3,0,178,0,0,0,3,0,0,0,9,4,4,12,3,0,0,0,24,9,19,20,21,7,0,0,74,11,23,34,34,13,0,0,107,0,19,35,34,10,7,0,107,125,338,459,407,323,39,5,1699,3,13,6,6,9,0,0,44,829,2004,2519,2039,1371,228,9,9006,0,0,0,0,0,0,0,3,12,21,22,21,8,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,313,875,965,759,324,51,0,3293,115,80,59,57,27,9,0,344,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,8,4,5,11,4,5,0,0,28,18,19,25,16,15,0,0,90,48,84,55,61,32,5,0,280,515,1101,1135,914,413,69,0,4149,0,0,0,0,0,0,0,0
LGA54340,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,10,6,15,13,7,0,60,10,9,5,8,8,4,0,38,4,7,0,0,0,3,0,14,135,196,156,156,193,69,12,911,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,111,125,143,116,45,3,635,18,8,9,12,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,4,7,8,0,0,48,122,138,142,159,137,52,5,753,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,8,0,8,29,0,3,0,0,8,0,0,14,0,0,0,0,0,0,0,0,17,36,37,40,59,17,9,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,27,29,23,7,0,104,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,3,4,0,25,14,15,29,30,30,9,0,132,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,3,0,30,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,15,21,36,37,26,15,8,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,12,10,7,0,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,13,6,14,16,14,10,4,0,68,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,19,19,13,10,91,3,4,8,5,3,8,3,34,0,0,0,0,0,4,0,4,51,64,102,82,121,65,15,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,52,42,49,12,0,231,6,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,9,12,6,0,36,34,48,59,49,70,24,0,281,0,0,0,0,0,0,0,0
LGA54620,0,0,0,4,0,0,0,8,0,3,0,4,0,0,0,11,0,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,3,5,11,4,3,5,46,0,9,20,19,19,6,0,69,0,0,0,0,4,0,0,6,51,94,110,107,94,34,16,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,14,32,13,7,0,101,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,10,9,5,0,33,16,24,20,45,23,15,0,154,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,3,3,24,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,11,13,14,27,23,21,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,15,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,6,12,18,13,3,0,50,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,21,3,3,49,0,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,21,28,49,50,50,23,12,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,13,13,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,18,3,16,22,22,18,12,0,90,0,0,0,0,0,0,0,0
LGA54830,3,5,6,0,0,0,0,12,4,14,13,19,5,0,0,59,20,30,26,22,5,0,0,108,4,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,9,3,3,6,0,0,31,16,15,5,5,5,0,0,50,6,42,74,67,44,23,5,260,127,186,220,253,255,69,0,1112,3,13,7,8,7,0,0,42,1204,2289,2599,2634,2125,447,35,11339,4,7,0,0,0,0,0,14,27,19,17,11,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,14,452,942,1140,1062,631,108,7,4346,149,56,48,59,26,5,0,339,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,6,0,4,3,9,0,0,0,17,23,9,14,12,8,4,0,65,659,1045,1221,1150,672,122,9,4880,11,9,4,6,0,0,0,32
LGA54900,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,7,4,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,11,21,24,20,8,84,0,0,3,8,0,0,0,20,0,0,0,0,0,0,0,0,53,72,77,102,89,48,21,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,39,40,31,9,3,161,4,4,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,14,8,6,8,3,0,40,25,39,53,46,44,10,0,225,0,0,0,0,0,0,0,0
LGA54970,6,15,10,4,3,0,0,41,8,21,31,23,14,0,0,91,11,33,40,31,22,0,0,142,0,0,0,0,0,0,0,0,5,3,7,6,0,0,0,23,0,6,12,4,10,0,0,26,5,9,15,14,10,0,0,50,0,6,6,10,3,0,0,34,58,161,184,203,131,27,0,767,3,0,5,9,3,0,0,11,207,618,638,638,446,74,4,2628,0,0,0,0,0,0,0,0,6,15,11,15,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,14,14,0,0,65,4,21,11,3,11,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,26,20,15,0,0,127,9,13,18,23,19,0,0,73,52,112,79,74,56,5,0,383,0,0,0,0,0,0,0,0
LGA55040,6,15,12,3,3,0,0,40,6,28,29,21,10,0,0,92,10,46,40,26,18,0,0,132,0,0,0,0,0,0,0,0,4,11,7,3,0,0,0,23,0,6,9,0,6,0,0,27,6,17,13,11,3,0,0,50,0,3,12,11,5,3,0,32,46,177,206,169,103,18,0,714,0,8,5,3,0,0,0,19,178,649,664,546,375,60,6,2462,0,0,0,0,0,0,0,0,9,16,18,12,12,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,52,41,26,21,4,0,151,8,13,9,9,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,37,14,24,12,0,0,94,9,16,9,13,17,0,0,66,47,138,90,88,60,6,3,427,0,0,0,0,0,0,0,0
LGA55110,5,5,9,0,4,3,0,18,24,11,9,8,9,0,0,63,52,28,30,15,16,4,0,146,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,3,7,7,5,3,0,0,0,26,15,14,4,3,0,0,0,40,11,29,80,102,145,100,23,494,383,142,109,134,126,64,10,975,12,13,13,9,6,4,3,67,2040,1595,1528,1586,1509,571,87,8919,3,13,4,4,3,0,0,28,82,10,22,12,14,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,4,0,0,0,31,1494,1925,2399,2681,1980,319,13,10810,418,102,86,110,86,19,0,810,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,3,5,10,5,3,0,32,4,15,8,3,7,0,0,44,38,18,25,39,34,11,0,163,2043,2099,2562,2865,2137,350,19,12071,28,7,0,5,4,0,0,51
LGA55180,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,11,6,0,5,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,37,66,46,14,198,36,20,19,35,41,19,4,167,4,5,3,0,9,3,0,27,300,320,332,418,478,233,46,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,198,255,349,337,69,7,1357,65,22,11,19,16,4,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,5,0,0,6,0,0,12,16,12,14,17,30,12,5,103,220,246,287,392,386,89,11,1630,0,0,0,0,0,0,0,0
LGA55250,4,3,3,5,0,0,0,20,3,14,11,14,3,0,0,47,7,17,19,17,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,20,0,5,3,9,0,0,0,25,0,3,5,3,8,5,5,28,21,70,72,55,42,13,0,267,0,4,6,0,0,0,0,11,81,309,298,256,197,55,3,1200,0,0,0,0,0,0,0,0,8,3,9,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,16,19,16,5,0,91,0,10,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,7,10,5,0,0,48,7,18,10,15,20,4,0,73,24,81,44,56,41,9,0,259,0,0,0,0,0,0,0,0
LGA55320,24,6,9,8,3,0,0,59,15,30,25,23,14,7,0,117,93,105,91,85,54,14,3,443,15,21,6,14,11,0,0,77,7,0,0,0,0,0,0,11,10,11,16,7,3,0,0,50,39,38,21,21,13,6,0,133,43,155,266,376,345,275,68,1529,563,279,273,223,233,89,15,1692,11,20,25,9,11,9,0,92,3014,3731,3814,3421,2611,1053,176,17822,28,97,65,70,72,9,0,336,130,123,84,54,48,5,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,15,8,3,0,0,65,2327,3824,3902,3897,2905,621,39,17513,487,194,181,178,175,41,3,1259,0,0,0,3,0,0,0,8,0,0,4,0,4,0,0,10,9,12,17,13,5,4,5,61,11,14,18,11,7,3,0,57,90,36,30,59,41,12,0,268,3100,4316,4315,4283,3267,703,44,20026,85,101,74,59,39,9,0,367
LGA55390,4,4,4,7,0,0,0,16,0,8,9,4,7,0,0,31,4,15,11,8,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,4,3,0,0,0,20,0,7,4,6,0,0,0,29,0,0,0,4,0,4,0,11,17,66,58,57,26,0,0,227,0,0,6,0,0,0,0,4,61,233,231,202,118,25,0,867,0,0,0,0,0,0,0,0,8,8,8,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,7,0,0,25,5,10,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,10,7,0,0,40,4,3,5,3,16,0,0,36,22,36,20,28,39,3,0,147,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,15,14,11,3,46,10,5,9,6,7,4,0,44,0,0,0,0,0,0,0,7,111,143,118,144,143,54,9,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,88,95,111,99,22,0,475,17,6,0,8,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,9,7,12,4,8,0,0,43,83,98,111,130,111,20,4,560,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,13,25,22,31,38,7,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,6,7,18,12,10,0,0,59,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,11,20,7,5,54,5,0,6,4,11,4,3,39,0,0,0,0,0,0,0,0,60,75,91,113,134,60,18,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,56,76,88,78,24,4,360,3,5,0,9,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,7,5,4,0,32,41,66,81,99,87,35,4,413,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,0,20,0,3,0,4,0,5,0,15,0,0,0,0,0,0,0,3,17,33,28,49,37,17,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,24,23,0,0,77,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,3,7,0,0,0,11,9,19,20,31,24,10,0,110,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,3,5,15,28,45,37,36,12,168,24,16,12,6,6,10,0,77,0,0,0,0,0,3,0,4,185,198,189,191,144,83,19,1013,3,6,4,3,0,0,0,17,0,7,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,159,233,238,274,201,58,3,1165,19,9,8,9,9,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,8,21,13,10,15,7,0,0,59,206,264,258,300,223,58,4,1318,3,9,0,5,0,0,0,14
LGA55810,0,3,0,0,0,0,0,3,0,4,3,0,3,0,0,17,0,4,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,10,12,31,22,21,23,0,0,119,0,3,0,3,0,0,0,11,36,124,113,96,97,25,0,484,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,14,9,6,0,46,0,8,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,5,0,4,3,0,0,15,3,3,7,8,11,0,0,25,13,28,17,27,28,5,0,125,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,3,0,24,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,4,27,23,33,35,14,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,17,5,3,0,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,5,0,0,6,6,9,14,18,9,5,0,63,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,12,27,24,28,30,19,6,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,8,8,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,5,9,11,10,18,12,0,64,0,0,0,0,0,0,0,0
