POW_LGA_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
LGA51610,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,7,4,0,4,7,0,14,9,0,7,0,0,12,6,0,3,0,0,13,17,9,0,4,3,37,10,8,5,4,0,26,27,6,7,0,0,37,10,6,3,0,0,17,13,7,3,0,0,19,10,3,0,0,0,10,0,0,3,0,0,8,5,0,0,0,0,4,111,46,40,14,6,224,0,0,0,3,0,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,4,3,4,0,0,13,4,0,6,0,0,14,4,0,5,0,0,11,4,0,3,0,0,13,3,0,5,0,0,10,0,4,0,0,0,12,5,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,17
LGA51680,4,0,6,6,0,21,12,0,5,0,0,14,8,0,4,4,0,13,14,3,7,0,4,24,13,0,6,6,3,31,30,8,13,5,5,54,35,4,3,0,0,48,48,4,8,4,0,69,61,10,12,0,0,94,56,9,14,0,3,84,58,10,19,0,0,86,39,3,6,4,0,57,130,13,9,0,0,160,35,3,9,0,0,45,25,7,6,0,0,38,6,0,3,0,0,10,575,83,126,35,23,843,0,0,0,0,0,10,27,0,8,4,4,39,27,6,5,6,0,41,43,0,12,0,3,56,34,3,0,10,0,53,45,4,8,5,0,68,48,6,7,6,0,65,88,8,8,6,0,104,68,4,7,0,0,84,44,0,8,4,0,54,26,12,10,0,0,40,20,0,5,0,0,27,29,3,4,0,0,34,3,4,0,0,0,13,11,7,3,0,0,17,0,0,0,0,3,8,513,53
LGA51710,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,3,9,0,3,0,0,10,10,0,0,0,0,7,22,3,3,0,0,25,61,5,0,0,0,66,52,3,0,0,0,57,69,0,7,0,0,74,67,4,0,0,0,68,88,0,3,0,0,102,26,0,0,0,0,29,9,3,3,0,0,16,7,0,0,0,0,7,422,20,24,4,4,479,0,0,0,0,0,3,16,0,0,0,0,16,10,0,0,0,0,8,4,0,0,0,0,4,19,0,3,0,0,19,18,0,3,0,0,21,17,0,0,0,0,24,35,0,0,0,0,40,40,0,6,0,0,41,38,0,4,0,0,43,51,0,0,0,4,54,28,0,3,0,0,31,52,0,0,0,0,56,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,4,3,331,4
LGA51750,4,0,0,3,0,11,143,0,3,0,0,148,145,0,8,0,0,158,93,4,9,0,0,104,99,7,10,0,0,115,141,4,11,6,0,159,124,10,8,4,0,146,202,18,20,0,0,238,232,11,20,3,0,271,177,27,16,3,0,221,143,27,14,0,0,184,117,19,18,4,0,156,254,66,22,8,0,354,65,28,11,0,0,107,93,105,42,6,0,241,23,4,0,0,0,26,2053,327,215,33,15,2639,15,0,0,10,0,27,178,0,8,0,0,185,255,0,16,3,0,275,236,4,14,4,0,248,252,5,9,7,0,270,352,8,23,0,0,384,372,11,24,5,3,410,422,8,15,3,0,454,460,10,22,3,5,508,365,25,23,0,0,407,256,13,15,0,0,287,155,12,20,6,0,195,298,28,25,0,0,354,46,6,5,0,0,64,44,34,24,8,0,112,22,0,5,0,5,29,3727,176
LGA51820,61,10,12,35,0,122,559,3,13,7,5,586,472,10,43,15,0,539,436,36,59,20,3,558,549,30,64,10,5,663,884,56,139,22,11,1110,1237,94,153,21,3,1509,2297,141,195,19,13,2659,3490,253,260,12,20,4032,3035,241,208,8,18,3511,2880,274,186,19,9,3366,2460,214,144,17,9,2843,4671,417,165,23,12,5289,1026,141,45,7,3,1220,1092,316,96,9,4,1512,226,23,24,0,35,308,25365,2253,1802,248,140,29804,73,6,18,59,3,160,793,6,80,20,5,905,861,14,116,21,0,1019,843,22,133,24,5,1028,1066,30,111,23,9,1229,1748,55,168,16,7,1996,2033,86,137,17,10,2292,2384,79,146,25,5,2643,2494,103,134,17,7,2761,1739,85,78,18,5,1924,1333,84,78,13,0,1510,810,62,51,6,4,928,1013,102,62,12,0,1193,143,44,16,3,0,214,136,64,37,4,0,245,160,7,12,4,6,195,17637,859
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,4,0,0,0,0,6,6,0,0,0,0,14,24,0,0,0,0,25,23,0,0,0,0,21,4,0,0,0,0,10,6,0,0,0,0,10,3,0,3,0,0,12,11,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,108,8,5,0,4,124,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,0,0,5,12,0,0,0,0,17,12,0,0,0,0,12,13,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,94,5
LGA51890,8,0,6,3,0,18,42,0,0,0,0,42,25,0,0,3,0,25,28,0,7,5,3,40,31,0,5,0,0,36,34,3,6,6,0,52,67,3,7,0,4,85,97,4,3,6,0,114,167,8,11,0,0,184,190,4,5,0,0,199,277,10,0,0,0,284,375,4,3,0,3,381,1039,11,6,0,0,1053,261,8,3,0,0,269,209,11,3,0,4,223,28,0,0,0,0,33,2874,65,71,17,16,3043,5,0,5,9,0,8,64,0,0,0,0,69,76,0,10,0,0,85,87,0,4,0,4,96,123,3,9,3,0,138,177,0,11,0,0,199,189,0,6,0,6,197,180,0,10,0,0,191,178,3,10,0,0,193,123,0,5,0,0,136,120,10,4,0,0,134,84,0,0,0,0,93,150,0,7,0,0,151,11,3,0,0,0,9,22,3,4,0,0,28,7,0,0,0,0,14,1588,26
LGA51960,0,0,0,3,0,4,6,0,0,0,0,8,9,0,0,4,0,11,15,0,0,0,0,14,9,0,3,0,0,14,9,0,0,0,0,12,20,0,0,0,0,21,21,0,6,0,0,29,48,5,4,0,0,56,69,4,0,0,0,76,113,3,0,0,0,118,151,3,0,0,0,156,648,6,0,0,3,659,245,6,3,0,0,251,276,7,4,0,0,281,22,0,0,0,0,22,1658,32,21,4,8,1727,7,0,0,0,0,7,23,0,0,0,0,20,13,0,0,0,0,15,14,0,0,0,0,12,14,0,0,0,0,11,29,0,0,0,0,29,44,0,0,0,0,49,44,5,3,0,0,51,76,0,6,0,0,78,73,3,0,0,3,76,72,0,0,0,0,77,68,0,0,0,0,68,120,0,0,0,0,120,24,0,0,0,0,24,9,0,0,0,0,11,10,0,0,0,0,11,626,12
LGA52030,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,5,4,0,3,0,0,7,5,3,3,8,0,21,4,4,8,4,0,13,10,0,5,0,0,22,27,5,9,0,0,39,13,0,6,0,0,18,11,6,9,0,0,31,7,3,0,3,0,15,12,9,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,3,95,33,51,25,0,208,0,0,0,3,0,0,0,0,0,5,0,3,3,0,3,0,0,4,3,0,5,0,0,8,10,0,3,3,0,19,16,0,0,0,0,19,15,6,0,5,0,16,14,0,6,0,0,17,9,0,0,0,0,10,0,0,0,0,0,6,3,6,0,0,0,15,6,0,3,0,0,6,8,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,86,15
LGA52100,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,3,0,0,0,0,8,11,0,5,3,0,20,19,7,11,0,0,39,28,3,4,0,0,38,26,3,8,0,0,42,23,0,11,3,0,34,10,6,0,0,0,26,22,9,6,0,0,39,3,0,3,0,0,3,0,5,5,0,0,11,0,0,0,0,0,3,163,43,53,21,4,289,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,10,10,0,0,0,0,8,4,0,0,4,0,16,19,5,3,0,0,23,17,6,8,0,0,27,18,6,0,0,0,28,35,0,0,5,0,40,20,3,5,0,0,26,18,0,0,4,0,19,6,0,0,0,0,11,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,167,17
LGA52170,8,5,0,4,0,13,36,0,4,0,0,40,42,4,0,6,0,42,32,0,3,0,0,34,35,6,0,4,0,47,52,3,9,0,0,62,59,0,8,0,0,69,82,3,11,0,0,97,108,9,24,4,0,151,81,17,14,0,0,120,63,19,14,0,0,99,49,10,9,4,0,81,81,40,8,3,0,134,18,27,5,7,0,51,66,105,26,4,0,203,7,5,3,0,0,13,819,258,141,32,9,1254,3,0,0,4,0,10,72,0,9,0,0,80,84,0,11,0,0,93,84,0,6,4,0,102,82,3,7,0,0,95,166,3,13,4,0,186,161,5,15,0,0,179,154,12,21,0,0,183,188,12,19,9,4,227,132,6,11,6,4,158,102,7,15,0,0,125,52,8,15,0,0,80,69,24,20,7,0,114,13,6,7,0,0,30,21,39,13,8,0,87,9,0,0,0,0,15,1402,132
LGA52240,0,0,0,7,0,11,0,0,0,0,0,0,0,0,6,3,0,7,0,0,8,5,0,11,4,0,0,0,0,10,9,3,4,0,0,14,16,0,3,4,0,28,26,0,12,0,0,42,44,4,5,3,0,57,23,5,6,3,0,41,30,4,5,0,0,38,8,3,11,0,0,25,16,0,4,0,0,18,3,0,7,0,0,13,0,3,9,0,0,17,5,0,3,0,0,10,174,36,82,38,6,336,0,0,0,0,0,0,6,0,0,0,0,7,5,0,0,0,0,10,14,0,0,0,0,14,11,0,6,7,0,19,12,0,4,0,0,23,8,0,0,3,0,19,20,0,11,0,0,27,20,0,3,3,0,29,14,4,4,0,0,19,10,4,0,0,0,9,0,4,4,0,0,6,5,0,0,0,0,11,0,0,3,0,0,3,0,0,4,3,0,4,0,0,6,0,0,10,124,10
LGA52310,0,0,0,5,0,4,0,0,0,0,0,0,0,0,5,0,0,9,5,0,0,0,0,4,0,0,0,0,0,11,7,3,8,0,0,20,3,0,3,4,0,11,13,0,4,0,0,16,20,4,5,0,0,27,13,3,0,0,0,17,9,3,0,0,0,18,3,3,0,0,0,13,16,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,10,0,0,4,0,0,3,94,31,32,13,3,174,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,5,4,0,0,0,0,6,3,0,0,0,0,4,5,0,0,0,0,9,4,0,0,0,0,11,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,10,12,0,0,0,0,12,19,0,0,0,0,18,32,0,0,0,0,35,36,0,0,0,0,45,136,0,0,0,0,131,63,0,0,0,0,65,40,0,0,0,0,45,0,0,0,0,0,0,354,6,0,3,6,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,5,0,0,0,0,11,5,0,0,0,0,5,9,0,0,0,0,9,21,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,72,4
LGA52450,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,6,7,6,3,3,0,18,7,3,4,0,0,15,24,5,3,3,0,37,40,6,3,0,0,54,32,0,0,0,0,34,26,8,0,0,0,33,20,10,5,0,0,40,36,6,6,0,0,48,0,9,0,0,0,11,0,10,0,0,0,9,0,3,0,0,0,6,216,66,31,12,9,335,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,23,5,3,0,0,28,31,0,0,4,0,34,26,0,3,4,0,37,22,0,0,0,0,25,19,0,0,0,0,19,16,0,0,0,0,16,7,3,0,0,0,10,8,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,182,12
LGA52520,0,0,0,4,0,4,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,5,8,0,0,0,0,12,7,4,0,6,0,16,21,0,9,0,0,28,40,12,6,0,0,55,55,4,11,0,0,63,27,12,9,5,0,46,30,11,3,4,0,54,33,12,8,5,0,60,10,9,4,0,0,18,6,14,7,0,0,22,0,0,0,5,0,3,249,79,62,30,4,413,5,0,0,3,0,4,9,0,0,4,0,11,7,0,0,3,0,16,13,0,4,0,0,10,12,0,3,0,0,12,24,0,4,0,0,26,39,0,0,0,0,43,36,0,0,0,0,42,34,0,0,0,0,37,24,4,0,0,0,31,22,0,8,3,0,33,9,3,0,6,0,14,12,0,3,5,0,18,5,4,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,245,23
LGA52590,0,4,3,6,0,16,8,0,0,4,0,16,7,0,0,3,3,10,12,3,11,0,0,23,23,0,0,6,0,29,24,0,14,4,0,42,39,10,11,0,0,67,76,10,14,7,0,99,62,18,13,8,0,100,54,19,12,7,0,83,68,9,12,4,0,90,62,9,12,5,0,85,181,7,12,0,0,207,46,5,6,0,0,56,31,7,0,0,0,38,6,0,3,0,0,11,700,99,119,49,11,967,0,0,6,6,0,13,20,0,0,4,0,22,22,0,0,3,0,29,32,3,8,3,0,45,40,0,10,4,0,54,64,4,10,3,0,84,66,4,7,4,0,90,88,3,8,3,0,97,70,9,6,6,0,97,43,6,0,0,0,56,27,8,0,0,0,38,24,5,3,0,0,31,42,0,6,3,0,44,0,3,0,0,0,0,4,0,0,0,0,3,7,0,0,0,0,4,552,44
LGA52660,3,0,0,7,0,12,84,0,3,3,0,92,37,0,0,0,0,43,22,0,8,3,0,40,32,6,7,0,0,53,70,3,19,0,0,90,68,5,13,0,0,87,114,7,24,4,4,158,160,11,22,4,5,200,169,6,15,0,0,190,158,20,21,5,0,198,169,8,15,0,0,187,203,27,14,0,0,247,23,14,9,0,0,41,30,14,13,0,0,50,11,3,5,0,3,23,1349,130,180,36,20,1702,3,0,3,6,0,10,132,0,20,7,0,158,118,0,14,5,0,139,106,0,12,3,0,125,134,0,14,4,0,150,202,8,16,3,3,239,253,3,9,4,3,266,249,9,14,8,4,279,190,5,16,0,0,210,115,4,16,0,0,127,88,0,4,4,0,96,46,6,3,3,0,54,69,3,5,0,0,80,7,3,0,0,0,15,9,5,0,0,0,13,12,0,0,0,0,21,1730,53
LGA52730,3,0,3,12,0,20,29,0,8,0,0,41,27,0,3,3,0,39,18,0,10,4,0,27,30,0,18,8,4,55,38,3,17,5,3,71,59,4,31,4,0,98,59,5,26,8,0,95,93,11,25,8,0,133,58,10,24,0,4,100,44,12,20,0,0,76,36,8,22,0,0,67,44,15,14,0,0,70,4,8,8,4,0,24,5,3,11,5,0,28,7,3,0,0,0,14,550,89,237,57,21,960,0,0,0,18,0,20,43,0,8,5,0,50,40,0,17,9,0,59,46,3,14,5,0,73,43,0,13,5,0,64,92,9,22,12,0,126,126,8,15,9,0,152,111,5,19,3,3,139,95,4,22,3,0,125,47,11,14,5,0,81,44,8,10,0,0,66,22,9,7,0,0,41,27,10,6,5,0,46,3,0,0,0,0,9,0,5,5,0,0,14,7,3,0,0,0,11,748,70
LGA52800,7,0,0,0,0,6,10,0,0,0,0,10,30,0,0,0,0,30,32,0,0,0,0,37,30,3,0,6,0,34,43,3,4,0,0,49,59,5,12,0,0,70,107,4,4,0,4,120,137,5,4,0,0,150,106,5,3,0,6,122,121,4,6,3,0,133,103,5,0,0,0,107,271,10,3,0,0,284,92,4,0,0,0,93,73,6,3,0,0,80,35,0,4,0,3,43,1259,53,44,9,14,1374,3,0,0,3,0,5,18,0,0,0,0,18,39,0,0,0,0,39,37,0,0,0,0,39,29,0,0,0,0,38,60,5,0,0,0,65,75,0,4,0,0,70,102,4,0,0,0,106,125,0,3,0,0,131,149,0,0,0,0,149,147,4,7,0,0,159,106,0,0,0,5,112,153,0,5,0,0,162,17,0,0,0,0,14,19,0,0,0,0,19,17,0,0,0,0,25,1087,17
LGA52870,5,4,0,15,0,22,23,0,4,6,0,36,16,5,10,4,0,34,13,0,3,3,0,22,19,9,11,8,0,40,41,4,20,8,0,71,64,8,17,6,0,101,76,3,16,6,4,103,83,11,17,7,0,125,65,10,14,3,6,101,49,7,8,5,0,68,38,10,11,0,5,60,53,16,16,4,0,86,11,9,0,0,0,18,10,13,4,8,4,35,5,0,5,5,0,11,578,104,156,80,17,933,3,0,0,8,0,15,31,0,3,0,0,48,46,0,7,5,0,69,37,0,10,4,0,58,51,4,8,5,0,67,78,3,13,9,0,103,105,9,13,6,0,133,101,4,11,8,0,125,75,4,11,7,6,101,41,7,5,3,0,55,29,0,0,0,0,41,23,0,5,0,0,35,38,5,0,0,0,53,5,0,0,0,0,9,6,9,0,0,0,9,0,4,0,7,0,6,674,56
LGA52940,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,4,0,0,0,0,0,0,3,0,13,0,0,18,0,0,0,0,0,4,17,0,5,0,0,18,8,4,9,0,0,20,11,0,3,0,0,13,6,0,7,0,0,19,4,5,8,0,0,18,10,3,4,0,0,21,3,3,0,0,0,9,0,14,0,0,0,10,0,0,0,0,3,6,70,40,43,18,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,4,4,0,3,0,0,13,18,3,0,0,4,26,14,0,0,0,0,12,13,0,0,4,0,16,11,0,0,0,0,13,3,0,0,0,0,6,6,0,0,0,0,7,4,0,0,0,0,7,9,5,0,3,0,14,0,4,0,0,0,4,4,4,0,0,0,3,0,0,0,0,0,5,81,14
LGA53010,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,6,0,0,11,0,3,0,0,0,15,7,4,7,0,0,16,11,8,3,0,0,20,19,0,5,4,0,29,10,0,6,0,0,25,7,0,6,0,0,14,8,5,4,0,0,16,6,6,3,0,0,15,0,0,3,0,0,3,0,0,4,0,0,8,3,0,0,0,5,6,71,27,50,25,3,177,0,0,0,4,0,4,3,0,0,0,0,4,0,0,0,3,0,9,3,0,0,4,0,7,7,0,0,0,0,4,9,0,5,0,0,14,0,4,4,0,0,11,10,0,0,0,0,15,7,0,0,4,0,15,5,7,0,0,0,12,5,0,0,0,0,3,8,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,60,19
LGA53080,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,6,3,0,0,0,13,6,0,0,0,0,5,12,0,0,0,0,12,23,0,0,0,0,25,25,0,0,0,0,25,20,3,0,0,0,26,52,0,0,0,0,57,138,0,0,0,0,135,55,0,0,0,0,55,35,0,0,0,0,38,8,0,0,0,0,10,401,8,6,0,5,422,4,0,0,3,0,3,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,3,0,3,0,0,3,8,0,0,0,0,12,25,0,0,0,0,28,30,0,0,0,0,30,19,0,0,0,0,19,13,0,0,0,0,14,20,0,0,0,0,20,17,0,0,0,0,17,24,0,0,0,0,24,8,0,0,0,0,8,4,0,0,0,0,5,4,0,0,0,0,3,184,5
LGA53150,0,3,0,3,0,3,38,0,5,0,0,47,27,0,0,5,0,30,26,0,7,0,0,32,21,0,0,0,0,26,42,3,4,0,0,53,44,5,7,0,0,56,46,4,20,0,0,63,65,15,12,0,0,91,63,9,10,4,0,82,60,19,12,0,0,95,47,21,8,0,0,72,77,39,13,0,0,130,21,12,3,0,0,38,27,44,13,0,3,83,3,0,0,0,0,5,603,171,117,20,0,912,5,0,0,0,0,7,42,0,3,5,0,58,49,0,9,0,0,66,52,0,10,4,0,66,78,4,11,7,0,100,82,9,8,0,0,97,128,6,16,3,0,146,119,8,9,0,0,142,112,13,6,3,0,133,93,13,13,4,0,118,75,8,8,0,0,94,49,10,3,0,0,65,54,15,23,0,0,87,8,0,3,0,0,20,16,7,6,0,0,32,8,0,0,0,0,12,980,101
LGA53220,33,0,0,7,0,39,32,0,0,0,0,32,59,0,5,0,0,63,30,0,0,0,0,33,25,4,0,0,0,21,55,0,4,0,0,57,72,3,5,4,0,76,133,4,4,0,0,144,360,9,10,0,3,377,572,19,13,5,6,602,929,8,12,0,3,953,1282,14,12,0,4,1310,5027,28,9,4,8,5078,2267,16,8,0,4,2298,2231,29,15,0,4,2276,146,4,3,0,7,167,13238,143,89,19,47,13539,6,0,0,3,0,16,23,0,0,0,0,35,64,0,3,0,0,66,32,0,5,0,0,35,40,0,4,0,0,44,96,0,8,0,0,104,107,4,3,0,0,110,171,4,3,0,5,182,323,0,7,0,0,327,462,4,4,0,5,469,453,3,0,3,5,461,437,4,0,0,0,442,1048,5,0,0,0,1053,238,0,0,0,0,244,202,4,0,0,4,208,30,0,0,0,0,29,3723,24
LGA53290,7,0,14,24,0,49,66,0,4,0,0,71,32,0,11,10,5,59,34,4,11,5,4,56,38,7,19,3,4,74,93,6,11,6,0,122,143,13,25,0,4,191,200,19,45,3,0,273,313,42,53,8,0,420,272,42,31,7,0,357,274,45,47,3,11,378,211,29,23,4,0,268,434,46,45,13,8,547,74,22,17,6,0,121,67,49,19,3,4,149,31,10,7,10,0,53,2290,333,391,118,54,3182,11,6,6,18,0,38,98,0,7,3,0,109,95,0,16,14,3,128,125,3,21,5,8,163,152,3,16,11,0,182,247,15,20,10,7,289,310,15,24,8,8,361,354,18,32,4,4,405,309,23,34,17,0,387,200,16,13,12,0,243,149,20,25,0,4,196,95,21,12,6,4,138,140,13,20,13,0,186,13,10,3,4,0,31,8,23,17,10,0,62,23,4,5,8,9,40,2335,186
LGA53360,0,0,0,3,0,3,19,0,0,0,0,23,9,0,0,0,0,13,13,0,0,0,0,15,16,0,0,0,0,21,36,3,9,0,0,43,51,0,4,0,3,53,63,9,4,0,4,84,77,20,13,0,0,110,64,23,12,0,0,102,74,8,4,0,5,89,59,10,5,0,0,75,124,15,10,0,0,145,33,0,0,0,0,34,43,14,5,0,0,61,4,5,0,0,0,10,692,97,73,13,18,886,0,0,0,0,0,0,19,0,0,0,0,21,26,0,0,0,3,34,15,0,5,0,0,18,39,3,3,0,0,51,74,7,6,0,0,85,105,7,7,0,0,117,122,11,7,0,4,149,122,5,10,0,0,136,66,14,5,0,4,81,47,3,0,0,0,51,24,10,3,0,0,39,30,4,0,0,0,39,3,0,0,0,0,3,8,6,0,0,0,12,8,0,0,0,0,7,701,59
