POW_LGA_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
LGA51860,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,5,0,0,9,0,0,0,0,0,5,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,21
LGA51890,4,33,0,0,33,0,6,4,0,11,6,12,6,0,19,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,3,3,0,12,0,3,0,0,8,0,4,0,0,4,22,65,14,0,91,9,31,0,0,40,18,7,0,0,21,31,9,0,0,40,3,5,0,0,12,3,3,0,0,5,4,4,0,0,9,9,4,0,0,16,13,0,0,0,12,4,0,0,0,4,92,60,0,0,151,10,59,0,0,72,21,9,4,0,32,38,24,6,0,59,3,4,0,0,10,6,14,0,0,18,4,4,0,0,9,10,7,3,0,18,15,3,0,0,19,4,4,0,0,3,107,125,14,0,243
LGA51960,9,6,0,0,13,5,0,0,0,5,6,4,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,4,0,0,0,0,0,21,18,3,0,43,3,0,0,0,3,7,0,0,0,7,5,0,0,0,10,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,30,8,0,0,32,10,4,0,0,15,10,0,0,0,10,11,5,0,0,22,4,0,0,0,4,6,4,0,0,7,0,0,0,0,4,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,49,22,3,0,72
LGA52030,6,20,0,0,30,0,6,0,0,9,3,0,0,0,4,0,3,0,0,3,0,3,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,45,25,14,0,0,42,4,0,0,0,4,11,3,0,0,18,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,6,0,0,0,0,0,54,25,0,0,77,36,39,0,0,66,8,7,0,0,10,15,3,0,0,21,6,3,0,0,8,0,3,0,0,9,0,5,0,0,5,0,0,0,0,4,3,4,0,0,6,0,0,0,0,0,60,58,0,0,120
LGA52100,13,26,3,0,41,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,4,0,62,33,28,0,0,59,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,5,0,0,0,5,4,0,0,0,3,5,0,0,0,4,6,0,0,0,6,0,0,0,0,0,51,30,0,0,80,48,51,3,0,99,0,0,0,0,3,7,3,0,0,13,0,0,0,0,4,6,0,0,0,7,4,4,0,0,4,5,0,0,0,4,4,0,0,0,6,0,0,0,0,3,76,65,4,0,144
LGA52170,29,84,21,0,133,75,67,7,0,149,14,11,0,0,20,4,4,0,0,5,13,6,0,0,21,14,8,3,0,26,0,0,0,0,3,3,3,0,0,7,14,5,0,0,19,160,197,29,0,388,10,13,3,0,22,111,9,0,0,125,49,13,0,0,62,39,5,0,0,40,13,3,0,0,19,11,5,0,0,19,0,0,0,0,0,14,3,0,0,16,3,0,0,0,6,255,56,3,0,314,43,96,22,0,156,190,81,9,0,282,62,28,0,0,86,40,10,0,0,50,27,13,0,0,38,24,12,3,0,37,3,0,0,0,4,13,4,0,0,27,16,12,0,0,23,416,251,36,0,704
LGA52240,12,30,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,35,5,0,49,30,57,0,0,89,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,7,5,0,0,9,0,0,0,0,5,0,0,0,0,0,57,66,0,0,121,42,89,3,0,126,4,0,0,0,8,7,0,0,0,7,3,0,0,0,3,4,3,0,0,11,0,0,0,0,0,11,0,0,0,10,4,0,0,0,6,0,0,0,0,0,71,102,5,0,176
LGA52310,5,19,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0,0,45,10,20,0,0,26,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,19,20,0,0,40,19,40,0,0,60,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,0,0,0,7,3,0,0,0,3,0,0,0,0,0,30,51,0,0,89
LGA52380,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA52450,14,26,5,0,52,3,4,0,0,3,7,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,0,0,0,3,3,0,0,0,7,0,6,0,0,3,0,0,0,0,0,29,41,3,0,78,15,11,0,0,29,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,4,0,0,0,4,0,0,0,0,0,26,16,0,0,45,32,39,5,0,78,6,3,0,0,6,8,5,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,7,0,0,8,0,6,0,0,3,0,0,0,0,4,60,58,3,0,118
LGA52520,14,53,11,0,74,0,0,3,0,4,0,3,3,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,70,12,0,97,13,39,0,0,58,4,0,0,0,3,10,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,0,0,0,0,0,31,44,0,0,84,31,93,12,0,131,4,4,3,0,8,10,6,3,0,17,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,5,3,0,0,11,4,0,0,0,3,0,0,0,0,0,52,112,13,0,179
LGA52590,22,41,0,0,59,0,6,0,0,6,12,8,0,0,19,0,0,0,0,6,7,16,5,0,17,6,5,0,0,7,5,8,0,0,12,7,5,0,0,13,0,0,0,0,0,55,79,3,0,140,44,33,0,0,74,3,3,0,0,8,22,5,0,0,33,8,0,0,0,8,11,0,0,0,12,0,0,0,0,3,12,4,0,0,17,23,8,0,0,26,0,0,0,0,0,127,64,0,0,191,66,74,0,0,136,10,6,0,0,15,35,15,0,0,55,8,0,0,0,11,15,14,5,0,31,5,6,0,0,10,16,21,0,0,34,29,11,0,0,41,5,0,0,0,3,182,140,3,0,333
LGA52660,20,48,10,0,79,13,19,0,0,27,8,16,0,0,20,0,0,0,0,4,5,14,4,0,24,0,4,0,0,3,4,5,4,0,10,7,3,0,0,12,0,0,0,0,0,57,107,16,0,178,47,31,0,0,76,40,10,5,0,57,57,21,0,0,79,28,0,0,0,25,15,6,0,0,17,3,3,0,0,10,11,7,0,0,17,32,8,0,0,43,4,3,0,0,7,243,83,3,5,329,63,86,10,0,157,59,26,0,0,82,72,32,0,0,106,27,0,0,0,27,19,23,4,0,44,7,7,0,0,11,18,7,4,0,27,35,15,0,0,52,4,3,0,0,7,300,188,21,5,506
LGA52730,24,34,9,0,61,20,11,0,0,33,9,14,0,0,18,4,0,0,0,5,8,13,0,0,18,3,4,0,0,6,0,3,0,0,3,5,4,0,0,10,0,0,0,0,5,65,84,8,0,159,90,52,0,6,150,75,13,0,0,89,52,20,0,0,73,21,3,0,0,22,14,5,0,0,16,6,4,0,0,11,5,0,0,0,4,39,4,0,0,44,10,0,0,0,10,305,103,0,6,411,115,82,9,8,211,89,26,0,0,118,57,30,0,0,85,22,3,0,0,27,18,16,0,0,34,8,8,0,0,21,5,4,0,0,10,44,9,0,0,55,5,0,0,0,8,373,186,8,6,570
LGA52800,8,9,3,0,17,8,5,0,3,10,3,11,0,0,20,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,4,4,0,0,4,4,5,0,0,6,0,0,0,0,0,22,36,0,5,70,8,10,0,0,23,6,0,0,0,10,13,4,0,0,9,6,0,0,0,11,0,3,0,0,5,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,0,0,0,0,49,18,0,0,65,21,18,3,0,36,12,3,0,3,18,10,17,0,0,30,6,0,0,0,10,0,12,0,0,13,4,0,0,0,5,8,4,0,0,14,9,7,0,0,11,0,0,0,0,0,70,56,3,5,138
LGA52870,26,56,8,0,93,5,9,0,0,14,9,14,0,0,22,0,3,0,0,3,0,10,0,0,14,0,3,0,0,6,3,0,0,0,5,5,3,0,0,5,0,0,0,0,0,48,97,11,0,161,72,38,0,0,114,29,7,0,0,32,47,14,0,0,57,14,0,0,0,19,6,3,0,0,12,7,0,0,0,6,6,3,0,0,11,12,0,0,0,18,0,0,0,0,4,189,69,0,0,267,101,95,15,0,209,37,10,0,0,46,55,18,0,0,79,14,5,0,0,23,6,14,0,0,22,3,5,0,0,14,4,6,0,0,14,12,8,0,0,23,0,6,0,0,3,237,168,16,0,428
LGA52940,10,31,0,0,40,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,39,0,0,57,29,18,0,0,44,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,38,18,0,0,62,42,44,0,0,84,0,3,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,8,0,0,0,0,0,57,58,0,0,116
LGA53010,9,30,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,48,21,32,0,0,49,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,36,0,0,67,27,63,0,0,90,0,0,0,0,3,7,6,0,0,10,0,0,0,0,0,0,6,0,0,6,0,5,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,74,0,0,117
LGA53080,0,10,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,4,0,0,11,3,7,0,0,12,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,18,0,0,24
LGA53150,22,51,8,0,78,46,48,0,0,93,12,9,0,0,25,0,5,0,0,7,9,15,0,0,22,11,10,0,0,15,0,0,0,0,0,3,0,0,0,3,3,6,0,0,7,110,141,16,0,270,20,15,0,0,37,100,14,0,0,117,35,8,0,0,42,22,0,0,0,27,6,4,0,0,11,13,3,0,0,13,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,217,43,0,0,261,42,65,13,0,117,150,59,0,0,210,53,15,0,0,69,25,6,0,0,32,16,15,0,0,36,22,13,0,0,32,3,0,0,0,3,15,0,0,0,20,6,6,0,0,14,324,186,17,0,530
LGA53220,7,23,9,0,35,16,11,0,0,23,33,20,3,0,60,0,0,0,0,0,4,3,0,0,4,0,3,0,0,3,8,4,4,0,18,4,5,8,0,11,3,5,0,0,3,76,68,18,0,168,7,3,0,0,16,23,3,0,0,24,35,3,0,0,38,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,3,0,21,14,0,0,0,14,10,0,0,0,10,114,11,3,0,129,15,25,9,0,48,39,12,0,0,48,69,23,3,0,101,7,0,0,0,13,4,3,0,0,8,0,3,0,0,4,24,7,5,0,35,16,5,8,0,23,12,5,0,0,11,193,81,21,3,293
LGA53290,39,192,15,0,251,10,39,3,0,60,11,48,0,4,62,5,3,0,0,8,15,54,0,0,72,10,11,0,0,26,7,9,0,0,14,3,13,0,0,15,8,5,0,0,17,103,378,31,6,518,127,148,5,4,286,36,18,0,0,56,76,44,0,0,123,18,3,0,0,22,19,22,0,0,47,6,7,0,0,20,25,8,0,0,37,30,21,0,5,46,16,0,0,0,22,359,284,6,7,650,163,345,16,6,534,50,56,9,0,116,93,92,0,3,180,20,13,0,0,30,35,79,0,4,115,18,24,0,0,43,34,17,0,0,47,32,29,0,5,65,16,12,0,0,32,461,659,33,9,1167
LGA53360,5,51,17,0,71,9,11,0,0,14,8,11,0,0,20,3,3,0,0,4,5,20,0,0,20,0,9,0,0,9,4,0,0,0,6,0,0,0,0,3,6,5,0,0,6,36,104,16,4,164,13,12,3,0,30,14,7,0,0,19,25,10,0,0,28,16,0,0,0,17,0,4,0,0,11,7,0,0,0,10,0,0,0,0,0,6,3,0,0,11,3,0,0,0,3,82,40,6,0,127,18,71,15,0,103,21,15,0,0,36,34,22,0,0,55,13,0,0,0,16,8,21,0,0,30,7,11,0,0,10,4,0,0,0,8,6,9,0,0,16,6,5,0,0,7,117,145,17,4,282
LGA53430,120,537,133,0,787,235,282,23,0,550,77,133,3,0,211,24,26,3,0,54,34,87,10,0,131,32,68,9,0,112,20,13,0,0,35,22,29,8,0,56,17,6,3,0,24,576,1180,190,4,1956,152,120,18,0,291,638,102,12,0,750,292,89,0,0,378,177,20,0,0,198,46,23,0,0,68,57,20,3,0,82,47,9,0,0,51,85,22,0,0,107,26,0,0,0,31,1524,393,28,3,1947,274,657,150,0,1084,877,387,35,0,1296,362,219,3,0,582,204,45,3,0,255,83,109,10,0,197,89,92,12,0,192,67,15,0,0,83,102,45,8,0,160,36,6,3,0,53,2105,1574,218,5,3907
LGA53570,23,58,6,0,96,12,4,0,0,15,7,12,0,0,18,0,0,0,0,0,8,9,3,0,19,0,3,0,0,3,3,4,0,0,12,5,3,0,0,8,0,3,0,0,7,61,101,14,0,179,59,48,0,0,107,19,6,0,0,22,34,7,0,0,39,9,0,0,0,9,3,3,0,0,6,7,0,0,0,5,6,0,0,0,7,29,7,0,0,34,0,0,0,0,0,168,68,3,3,244,81,101,10,4,198,27,9,0,0,36,45,22,0,0,65,9,0,0,0,8,12,14,4,0,30,7,9,0,0,10,11,6,0,0,21,38,9,0,0,47,0,3,0,0,3,231,172,17,4,424
LGA53640,3,53,9,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,17,62,6,0,86,19,40,0,0,66,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,45,48,0,0,95,24,96,9,0,128,0,0,0,0,3,13,3,0,0,15,0,0,0,0,0,3,5,0,0,9,3,0,0,0,5,5,3,0,0,7,6,4,0,0,9,0,0,0,0,0,59,109,6,0,175
LGA53710,6,20,0,0,32,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10,30,0,0,43,23,13,0,0,37,4,0,0,0,7,3,5,0,0,5,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,17,0,0,58,30,32,0,0,70,4,0,0,0,4,10,0,0,0,11,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,47,52,0,0,100
LGA53780,122,446,105,0,668,127,147,7,0,288,155,186,3,0,345,24,17,4,0,46,86,131,4,0,226,27,46,10,0,82,92,57,4,0,151,40,37,3,0,87,9,18,0,0,31,692,1089,149,0,1924,148,109,5,0,261,351,58,9,0,416,480,135,0,3,617,241,14,0,0,263,111,31,0,0,147,69,18,0,0,83,246,12,0,0,259,198,44,0,0,242,25,8,0,0,32,1877,432,15,3,2327,268,551,107,0,929,484,205,16,0,704,636,324,3,3,965,268,37,5,0,304,199,160,7,0,374,93,65,10,0,167,344,65,5,0,417,243,80,3,0,325,39,27,0,0,62,2564,1520,162,4,4247
LGA53800,42,236,59,0,337,43,139,7,0,184,38,87,7,0,129,9,15,0,0,29,26,88,10,0,129,8,15,13,0,33,20,25,0,0,40,14,33,4,0,51,3,6,0,0,12,201,654,100,4,951,75,107,9,0,187,111,40,0,0,152,213,92,0,0,304,123,20,0,0,145,50,35,0,0,88,15,15,0,0,36,43,11,0,0,53,85,26,0,0,117,13,4,0,0,16,728,344,11,7,1088,116,345,62,3,529,153,178,11,0,341,250,181,3,0,438,133,35,3,0,169,78,121,5,0,210,23,29,14,0,70,59,33,0,0,97,97,60,9,0,162,18,11,0,0,28,932,994,115,4,2043
LGA53920,3,6,0,0,15,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,14,17,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,8,6,0,0,18,3,11,0,0,16,0,0,0,0,7,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,7,3,0,0,0,3,19,20,0,0,43
LGA53990,19,76,28,0,129,25,21,3,0,51,20,38,0,0,63,0,5,0,0,7,17,27,6,0,49,9,14,0,0,22,5,9,0,0,13,4,9,0,0,18,10,3,0,0,12,114,209,45,0,369,98,43,0,0,143,86,7,0,0,97,110,36,0,3,152,43,4,0,0,46,37,8,0,0,53,20,0,0,0,19,14,4,0,0,19,47,14,0,0,61,3,0,0,0,3,464,121,3,3,592,121,114,32,0,268,107,31,3,0,148,132,80,0,3,216,44,8,0,0,53,56,36,6,0,100,22,18,0,0,39,23,11,0,0,32,55,23,0,0,78,10,3,0,0,18,582,326,49,0,955
LGA54060,14,28,0,0,43,9,4,0,0,17,10,5,3,0,14,0,0,0,0,0,3,15,0,0,16,0,3,0,0,5,0,5,0,0,9,0,3,0,0,7,0,3,0,0,0,35,68,9,0,108,17,19,0,0,39,12,0,0,0,9,17,15,0,0,30,3,3,0,0,9,7,7,0,0,9,8,0,0,0,8,3,0,0,0,3,13,3,0,0,18,0,0,0,0,0,84,43,0,0,129,31,51,0,0,86,14,4,0,0,28,27,14,3,0,42,3,3,0,0,9,11,21,0,0,30,6,3,0,0,13,4,5,0,0,11,10,11,0,0,21,3,4,0,0,4,118,114,6,0,239
LGA54130,9,40,0,0,44,0,3,0,0,3,3,4,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,55,0,0,70,33,40,0,0,73,0,0,0,0,0,8,0,0,0,11,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,4,3,0,0,6,6,0,0,0,6,0,0,0,0,0,49,49,0,3,95,41,77,0,0,121,0,3,0,0,3,12,7,0,0,19,3,0,0,0,3,0,6,0,3,11,0,3,0,0,3,6,3,0,0,7,6,0,0,0,6,0,0,0,0,0,62,101,0,4,165
LGA54170,256,581,115,0,955,469,392,32,0,901,292,302,9,0,594,51,59,0,0,117,165,210,8,0,389,81,85,15,0,184,42,13,0,0,51,67,59,0,0,130,31,24,5,0,54,1450,1729,187,7,3372,253,136,9,0,398,1095,183,12,0,1289,978,204,0,6,1188,499,49,0,4,548,275,49,0,0,322,123,26,0,0,149,131,7,0,0,143,317,56,0,4,375,51,10,0,0,59,3720,714,31,12,4476,506,720,123,0,1354,1566,573,49,0,2189,1272,503,10,7,1782,553,107,5,4,669,442,258,12,0,705,203,116,15,0,330,170,28,0,0,200,384,113,0,4,508,84,34,5,0,120,5172,2441,219,17,7852
LGA54200,98,227,74,0,408,132,100,9,0,240,81,88,9,0,177,17,13,0,0,30,63,89,15,0,173,20,28,8,0,53,75,36,0,0,115,21,36,0,0,58,3,3,0,0,12,514,614,114,0,1253,114,84,4,0,200,277,51,3,0,325,282,67,0,6,356,147,17,0,0,167,110,30,0,0,141,37,7,0,0,46,102,10,0,0,119,98,25,0,0,123,10,3,0,0,17,1179,308,5,3,1493,216,315,80,0,607,408,152,9,0,567,366,155,9,6,526,164,32,0,0,197,175,118,15,0,308,52,35,8,0,97,173,49,0,0,231,124,56,0,0,181,17,5,0,0,30,1695,924,122,6,2744
LGA54280,34,205,53,0,288,42,66,4,0,107,55,104,7,0,168,9,9,3,0,23,18,74,8,0,105,7,11,8,0,29,26,13,0,0,42,9,15,0,0,26,5,6,0,0,14,202,503,84,0,791,28,50,3,0,78,55,12,0,0,68,104,43,0,0,141,50,9,0,0,55,11,14,0,0,33,14,4,0,0,18,38,8,0,0,43,35,22,0,0,55,6,7,0,0,14,341,155,8,0,504,62,251,55,0,367,97,77,4,0,175,162,142,7,0,312,59,13,3,0,81,31,92,9,0,134,19,16,4,0,44,64,17,0,0,81,42,30,0,0,76,11,8,0,0,19,543,658,89,7,1292
