POW_LGA_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,20,16,0,0,34,35,4,0,0,35,54,8,5,0,69,34,10,0,0,42,30,16,0,0,46,29,18,0,0,52,40,15,0,0,61,36,19,0,0,57,25,12,6,0,47,31,28,5,4,69,9,10,5,0,24,9,5,4,0,19,7,3,0,0,10,364,156,25,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,15,5,0,0,17,40,13,0,0,50,57,11,3,4,71,51,25,0,0,81,46,26,0,5,77,60,19,0,3,80,37,17,0,0,56,45,15,0,3,62,69,13,0,0,84,38,16,6,0,63,24,13,5,0,43,9,4,0,0,17,5,8,0,0,15,492,189,18,13,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,8,0,0,13,32,38,4,0,69,69,26,0,0,102,109,34,3,4,148,102,32,11,4,143,107,49,10,0,163,96,38,4,0,143,113,52,9,0,176,108,35,16,0,163,126,65,11,3,202,105,61,15,0,176,39,36,9,0,85,18,29,8,0,50,8,21,3,0,31,1019,504,96,26,1653,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52660,0,9,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,9,22,3,0,31,66,314,18,3,403,152,103,13,9,270,168,87,8,3,271,201,133,20,6,360,183,174,12,0,373,200,152,11,4,367,219,124,10,4,361,205,127,13,3,353,211,114,19,3,347,148,120,23,5,291,49,73,4,0,124,19,41,4,0,63,12,20,4,5,44,1821,1593,162,55,3631,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,0,0,8,4,3,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52730,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,21,3,0,31,22,107,11,4,144,39,25,6,0,79,46,28,8,5,87,72,60,5,4,137,96,67,4,6,174,107,82,3,5,199,105,94,8,5,213,131,105,9,3,252,117,127,14,3,255,85,104,9,0,205,38,64,7,10,112,27,41,8,0,77,9,26,3,0,44,893,933,106,47,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,0,0,20,31,28,3,5,70,144,48,8,10,206,242,42,15,14,315,266,69,14,11,357,194,47,14,4,259,163,40,9,3,223,179,22,18,4,220,177,43,13,4,238,182,31,9,9,235,132,37,16,5,193,66,36,12,0,111,21,9,3,0,38,3,4,0,0,12,1810,462,140,67,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52870,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,0,0,20,32,77,0,8,119,55,38,3,0,97,61,34,0,0,96,95,43,9,0,144,101,72,7,0,181,99,54,5,0,158,112,67,9,0,193,111,78,12,4,203,109,67,15,4,190,104,89,9,0,198,60,56,10,0,126,18,46,0,0,70,19,21,4,0,44,969,742,79,34,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,5,12,0,0,0,19,11,3,0,0,12,15,6,0,0,23,17,14,0,0,32,26,8,5,0,33,19,12,0,3,30,24,6,0,0,31,18,9,4,0,36,22,11,0,0,31,8,13,0,0,23,0,7,0,0,10,3,4,0,0,12,187,96,3,13,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,0,8,18,5,0,0,21,21,11,4,0,27,26,10,4,0,42,21,8,0,0,23,25,5,0,0,28,17,11,0,0,30,22,6,4,0,36,22,7,0,0,40,14,7,4,0,27,6,4,0,0,13,0,3,0,5,3,197,77,17,7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,11,4,0,0,11,28,0,4,9,44,51,8,10,3,78,55,9,4,0,77,49,3,0,4,52,51,3,5,0,65,47,12,6,0,61,57,10,4,0,72,41,13,4,0,60,32,7,9,0,49,16,3,0,0,19,0,3,0,0,3,0,0,0,0,4,446,91,49,24,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,12,0,0,17,13,134,5,3,155,81,157,9,3,246,112,82,3,4,205,123,76,9,0,215,106,80,6,5,199,106,83,0,0,189,135,70,11,0,213,131,82,8,3,224,104,75,9,0,185,58,77,4,0,143,34,51,4,3,91,7,21,0,0,32,0,14,0,0,17,1025,997,70,28,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53220,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,6,4,0,0,6,3,0,0,0,3,0,0,0,0,7,0,0,0,0,4,4,0,6,0,9,5,0,3,0,7,4,0,8,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,6,12,3,51,105,89,11,12,216,809,104,106,32,1056,1626,148,165,47,1995,2011,217,302,56,2590,1930,173,267,62,2434,1654,182,220,36,2092,1594,132,237,34,1997,1469,145,257,32,1904,1196,90,209,26,1523,729,74,152,20,968,239,26,56,8,330,41,11,3,7,61,11,4,5,0,18,13434,1392,1978,377,17177,0,0,0,0,0,3,0,0,0,10,6,0,0,0,9,17,3,0,5,26,6,0,4,0,17,15,0,0,4,21,11,0,0,0,16,6,0,0,3,13,8,0,0,3,16,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA53290,0,4,0,0,3,0,9,0,0,7,0,0,0,0,0,0,3,0,0,9,0,4,0,0,5,0,0,0,0,0,0,5,0,0,6,4,3,0,0,7,4,6,3,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,36,6,3,60,156,213,26,18,410,325,110,15,13,463,350,116,37,17,527,304,187,43,12,538,377,193,25,12,606,382,167,22,10,581,461,173,28,15,674,475,177,41,4,696,408,179,44,5,637,286,153,37,10,486,121,106,24,4,258,39,48,3,0,89,35,32,7,0,71,3710,1851,350,123,6038,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,4,0,0,4,0,4,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,34,67,3,0,104,81,46,3,10,137,131,60,8,3,198,138,56,12,10,215,121,62,12,5,205,135,41,0,0,180,125,44,8,7,187,107,44,9,5,162,94,34,10,0,134,65,40,5,0,113,25,14,6,0,46,5,3,0,0,11,4,4,0,0,4,1047,514,89,39,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,0,12,0,0,15,3,26,0,0,26,3,17,0,0,23,13,14,6,0,26,7,23,0,0,27,3,9,0,0,17,14,12,0,0,24,11,9,5,0,18,13,6,0,0,24,6,15,4,0,20,5,6,3,0,11,0,4,0,0,9,0,7,0,0,9,68,164,17,3,249,232,1197,51,19,1497,997,1508,84,50,2644,1624,897,111,47,2675,1926,866,161,50,3002,1861,956,146,48,3008,1732,898,83,26,2742,1832,844,78,19,2774,1876,770,107,31,2789,1632,719,118,21,2489,1094,749,118,16,1983,398,514,52,10,977,110,270,23,5,404,37,121,5,3,169,15351,10317,1145,351,27158,0,0,5,0,5,3,8,0,4,18,5,6,0,0,9,8,3,0,0,10,9,9,5,0,15,3,8,0,0,13,9,4,0,0,9,17,6,0,0,27,17,3,0,0,26,8,0,0,0,14,5,0,0,0,8,4,5,0,0,6
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,5,0,0,6,5,17,5,0,25,27,55,3,0,93,92,39,8,3,143,162,77,3,7,249,155,63,14,3,236,115,58,7,5,182,132,52,8,5,200,133,42,6,4,187,148,61,12,5,227,133,75,10,10,226,105,73,14,3,188,49,43,5,0,100,23,26,4,3,57,12,23,4,4,45,1293,686,95,55,2129,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,11,8,0,0,0,9,33,6,0,0,42,36,10,3,0,52,52,28,4,0,76,38,13,0,0,57,37,15,0,0,57,43,16,0,0,61,51,9,5,0,66,48,18,4,0,70,29,19,3,0,48,34,15,0,0,44,14,3,0,0,17,0,9,0,0,12,428,149,25,7,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,8,7,0,0,19,12,3,0,0,12,12,6,0,0,18,25,20,0,0,39,20,19,6,0,38,23,13,0,0,35,22,12,0,0,32,19,18,0,0,39,31,9,0,0,34,16,12,0,0,34,8,6,0,0,13,3,5,0,0,8,194,132,13,6,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,22,3,0,22,0,18,0,0,21,4,14,0,0,18,3,11,6,0,19,3,10,3,0,17,8,10,3,0,22,7,7,0,0,21,10,13,7,0,29,10,17,4,0,25,7,10,0,0,21,0,8,0,0,13,0,3,0,0,3,0,4,0,0,11,56,152,23,7,237,396,1338,52,21,1812,1241,1222,60,63,2584,1730,852,105,69,2754,1799,890,158,79,2926,1953,1101,118,56,3221,1782,1025,59,39,2904,1769,915,59,34,2780,1738,778,76,31,2626,1546,753,94,30,2428,1017,679,79,26,1804,439,433,52,12,938,117,191,14,5,333,23,99,4,8,136,15550,10286,943,462,27249,0,5,0,0,12,4,3,0,0,12,3,3,0,0,8,8,8,0,0,14,8,4,0,0,17,12,6,0,0,18,17,7,0,0,21,18,3,0,0,25,8,7,0,0,19,12,6,0,0,16,6,0,0,0,4,0,5,0,0,5
LGA53800,6,18,0,0,18,8,12,0,0,15,3,0,0,0,7,4,11,0,0,14,0,5,0,0,4,6,9,0,0,12,0,7,0,0,9,3,4,0,0,3,5,3,0,0,14,3,12,0,0,22,4,7,0,0,6,0,0,0,0,3,0,0,0,4,7,50,88,8,4,143,353,889,38,18,1301,808,481,57,19,1371,982,418,78,30,1501,929,487,114,19,1548,1014,517,64,15,1611,1062,492,50,21,1625,1201,531,60,28,1827,1212,555,73,30,1869,1124,503,99,21,1741,756,499,76,11,1343,301,287,49,3,643,76,136,8,0,226,21,68,4,12,107,9841,5850,772,239,16706,0,3,0,0,3,4,0,0,3,10,5,0,0,4,8,4,0,0,0,8,9,4,0,0,11,3,3,0,0,9,13,5,0,3,15,9,5,0,0,13,7,5,0,3,14,8,10,4,0,17,6,5,0,0,6,0,3,0,0,5
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,26,7,3,3,37,57,28,6,0,91,100,22,10,5,138,89,24,11,4,126,79,29,7,0,119,73,24,11,3,113,75,16,8,5,104,87,23,7,0,120,92,11,4,7,117,43,14,11,8,70,22,11,3,0,36,13,3,0,3,15,0,0,3,0,5,766,204,79,49,1100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,6,5,0,0,6,4,8,5,0,11,0,0,0,0,9,0,3,0,0,3,3,4,0,0,5,4,6,0,0,13,0,3,4,0,8,5,0,0,0,3,3,5,0,0,5,0,8,0,0,7,0,0,0,0,5,0,0,0,0,5,0,7,0,0,11,22,47,14,0,86,135,362,19,10,526,376,154,17,13,554,484,189,33,11,720,535,207,28,13,781,601,279,20,16,912,564,258,19,15,853,572,236,29,13,851,524,262,38,9,847,513,215,42,11,775,374,204,33,3,614,131,126,12,10,276,34,55,9,5,99,16,38,0,0,62,4861,2578,315,128,7872,0,5,0,0,3,0,0,0,0,4,6,0,0,0,10,0,5,0,0,3,3,5,0,0,3,6,0,0,0,4,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,4,14,13,63,5,4,85,41,24,3,0,61,29,20,7,0,58,26,23,5,0,52,53,32,3,0,87,60,33,3,4,101,67,41,6,0,119,74,38,0,4,126,73,54,6,4,135,54,50,7,0,106,30,29,9,0,65,8,13,3,0,23,10,13,0,4,26,534,417,55,33,1037,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,29,8,0,3,43,34,9,0,0,43,31,13,9,0,45,49,18,3,0,69,35,22,0,0,56,34,4,0,0,38,45,25,5,0,68,49,24,3,0,75,24,22,6,0,54,23,10,3,0,32,5,6,0,3,16,0,4,0,0,9,367,158,28,8,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,0,34,3,0,41,5,31,0,0,40,10,12,0,0,20,3,27,0,0,34,8,21,4,0,28,6,21,3,0,27,10,9,3,0,25,9,22,8,0,30,19,22,0,0,41,8,17,0,0,28,3,11,0,0,16,0,3,0,0,10,0,11,0,0,12,78,245,24,4,351,420,4250,116,42,4831,1698,3211,120,95,5123,2504,1637,182,74,4400,2417,1758,275,91,4537,2451,2065,249,73,4835,2399,2049,127,48,4622,2756,2089,98,48,4984,2868,2047,163,57,5139,2330,1928,169,41,4470,1543,1742,175,31,3497,541,978,81,21,1617,146,469,32,5,647,30,163,13,4,213,22099,24393,1800,625,48915,3,17,0,6,22,14,20,0,3,35,14,8,0,0,19,12,6,0,0,22,7,10,0,0,20,13,13,0,0,28,23,15,0,4,39,26,15,0,3,47,17,11,0,0,38,12,10,3,0,25,8,8,0,0,12,0,0,0,0,6
LGA54200,0,7,0,0,7,5,12,0,0,16,3,8,0,0,14,5,7,0,0,20,6,4,0,0,9,0,9,0,0,5,3,0,0,0,9,3,5,0,0,15,0,7,0,0,13,7,3,0,0,13,0,0,0,0,8,4,3,0,0,7,3,3,0,0,9,45,81,8,5,138,190,811,42,11,1055,684,628,34,34,1385,943,435,49,29,1451,1135,443,82,29,1689,1169,537,44,29,1785,1088,488,45,23,1643,1144,486,42,23,1695,1146,486,55,16,1698,976,475,53,16,1525,696,466,48,18,1229,283,300,30,17,626,80,167,5,8,253,27,76,0,4,113,9578,5787,521,258,16140,5,3,0,0,9,7,3,0,4,7,3,4,0,3,9,5,0,0,0,3,0,5,0,0,3,5,5,0,0,8,3,3,0,0,10,6,0,0,0,10,9,5,0,0,15,10,3,0,0,7,3,3,0,0,4,0,0,0,0,3
