POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA54280,0,4,0,0,0,3,0,0,3,12,34,285,183,88,164,118,27,71,14,996,0,3,0,0,0,0,4,4,3,15,0,9,0,0,0,0,0,0,0,10,4,7,0,0,0,0,0,0,0,18,0,11,5,0,0,0,0,0,0,12,0,6,3,0,0,3,4,0,0,27,0,11,11,7,8,5,0,4,0,45,4,3,6,9,12,3,0,12,5,48,6,4,9,6,25,34,9,18,4,117,7,12,7,6,26,49,37,56,3,202,21,4,3,0,19,40,32,105,0,230,17,8,10,0,14,47,45,227,3,378,37,10,5,5,17,27,32,266,8,401,67,13,23,0,39,56,104,618,18,942,15,0,0,0,8,14,15,123,5,187,12,0,0,0,4,11,9,97,3,139,0,4,0,0,0,0,4,22,10,42,199,103,101,38,172,280,289,1551,67,2806,0,4,6,0,0,0,0,0,0,17
LGA54310,0,0,0,0,0,0,0,0,0,3,35,177,81,64,98,76,26,57,9,621,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,3,0,16,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,14,0,4,4,3,0,0,3,4,0,30,0,5,4,0,6,10,0,0,0,34,0,0,5,6,17,18,0,27,0,75,11,0,4,5,14,21,12,49,4,118,12,3,5,7,18,23,19,89,3,182,12,3,0,3,11,19,17,102,6,181,77,16,17,13,26,57,60,392,8,656,25,3,8,0,7,9,30,129,0,218,25,8,0,0,6,34,53,87,4,221,0,0,0,0,0,6,0,5,4,18,173,59,62,41,105,203,200,902,34,1781,0,8,0,5,0,0,0,0,0,14
LGA54340,0,0,0,0,0,0,0,0,0,0,3,26,22,14,29,29,3,19,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,11,4,0,0,5,19,0,4,0,0,0,5,0,4,0,16,0,0,0,0,0,6,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,9,0,19,16,3,16,5,85,0,3,0,0,0,0,0,0,0,7
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,6,8,0,9,0,35,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,3,0,7,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,6,6,0,29,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,6,8,8,4,7,10,0,5,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,5,3,4,3,0,0,4,0,3,0,16,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,13,3,15,11,0,22,0,78,0,0,0,0,0,0,0,0,0,3
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,9,0,9,0,0,0,0,0,0,0,7,0,11,6,0,3,0,0,0,3,11,0,22,9,0,0,5,0,0,5,36,0,52,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,3,5,12,12,75,0,125,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,6,0,26,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,7,9,8,0,35,0,0,0,0,0,0,0,0,0,0
LGA54830,0,4,0,0,0,0,0,0,5,3,40,335,164,74,143,88,20,30,10,906,3,0,0,0,0,4,0,6,0,5,0,7,0,0,0,0,0,0,0,5,0,7,3,0,0,0,0,0,0,16,5,7,9,0,3,0,0,0,0,27,0,14,12,0,0,0,0,0,0,33,5,8,15,4,4,3,0,6,0,42,6,8,12,12,16,14,0,5,0,72,4,7,13,14,70,36,17,10,8,183,12,7,13,14,83,104,46,74,0,354,14,5,4,10,51,73,36,106,3,306,9,4,6,3,34,81,61,105,0,299,23,10,11,3,42,48,37,110,3,285,34,7,6,11,106,90,88,239,6,585,15,0,0,0,18,15,12,36,0,98,0,6,5,0,6,4,3,21,0,45,0,0,0,0,6,6,0,8,4,21,130,92,96,73,436,486,314,721,31,2382,0,3,4,0,0,0,0,0,0,13
LGA54900,0,0,0,0,0,4,0,0,0,5,0,8,6,0,5,13,8,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,9,3,0,0,12,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,3,4,6,0,7,0,4,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,3,4,21,7,17,0,88,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,5,0,10,0,19,5,6,0,0,0,3,0,40,0,58,15,0,0,0,0,7,3,62,3,95,31,5,3,0,9,3,5,119,0,175,97,13,15,0,9,7,28,457,10,638,8,0,3,0,0,3,6,63,0,82,12,4,0,0,3,0,3,42,0,68,0,0,0,0,0,0,0,5,0,8,179,26,25,4,23,29,46,798,16,1153,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,11,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,16,0,15,0,0,0,0,3,6,5,27,4,48,6,6,0,0,4,3,4,50,0,70,17,0,0,0,8,4,10,126,6,179,77,12,12,0,4,5,13,331,4,459,12,0,5,0,5,0,0,84,6,103,10,0,0,0,0,5,3,72,0,94,0,0,0,0,0,0,0,7,0,10,123,28,24,8,26,31,43,708,22,1010,0,0,0,0,0,0,0,0,0,0
LGA55110,0,10,0,0,6,0,0,4,8,29,140,1427,695,321,457,242,64,153,46,3543,3,0,0,0,0,0,0,0,0,6,4,34,3,0,0,0,0,0,0,40,0,48,3,0,0,0,0,0,0,51,7,29,12,5,0,0,0,3,3,53,0,17,16,3,0,0,0,0,0,42,5,24,30,16,4,3,3,3,0,90,3,13,32,15,20,11,0,3,7,118,3,0,19,26,38,27,4,10,4,133,11,3,10,11,28,34,13,18,3,141,5,0,4,8,23,34,19,16,4,110,6,3,0,0,23,28,8,22,6,99,5,3,0,4,4,18,7,34,0,74,11,0,0,0,8,19,6,32,0,78,0,0,5,0,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,3,11,66,182,143,91,160,178,70,149,33,1068,7,11,6,0,0,0,0,0,0,21
LGA55180,0,0,0,0,0,0,0,0,0,8,14,118,56,31,45,44,10,12,9,344,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,8,0,0,0,0,0,0,16,0,0,0,3,4,3,0,0,0,15,0,0,3,3,12,10,0,7,5,43,4,0,4,5,12,24,8,14,0,66,0,0,0,0,9,13,3,12,0,49,4,3,0,4,4,8,3,19,0,48,0,0,0,3,7,5,3,13,0,28,0,0,0,0,3,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,23,15,27,15,47,73,21,82,7,313,0,4,0,0,0,3,0,0,0,8
LGA55250,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,0,10,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,11,7,0,0,0,0,0,0,6,0,13,9,3,0,0,0,0,0,45,0,62,14,0,0,0,5,0,7,57,0,78,15,6,0,0,3,3,8,131,0,165,7,0,0,0,0,0,0,35,0,44,3,0,0,0,4,0,0,35,3,41,0,0,0,0,0,0,0,3,0,3,50,12,7,4,18,4,13,314,5,435,0,0,0,0,0,0,0,0,0,0
LGA55320,3,12,0,0,4,3,0,0,6,34,159,2007,801,340,542,378,101,230,32,4590,0,0,0,0,0,0,0,0,0,7,0,33,0,0,0,0,0,0,0,30,0,24,5,0,0,0,0,0,0,26,5,20,7,0,0,0,0,0,0,36,4,20,18,0,0,3,0,0,0,47,0,21,28,12,9,6,0,3,0,82,6,8,28,22,22,14,0,10,5,117,12,7,27,30,74,45,17,6,6,224,8,14,12,20,92,96,22,26,6,290,11,8,3,3,73,46,22,26,0,190,4,0,0,0,28,41,13,38,3,133,3,0,3,0,12,15,9,28,3,76,29,0,3,0,11,8,3,61,3,118,4,0,0,0,0,0,5,19,0,36,3,0,0,0,0,0,0,15,0,23,0,3,0,0,4,0,0,4,6,17,91,155,136,104,332,277,96,236,35,1463,0,15,0,6,0,0,0,0,0,24
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,12,0,16,10,0,0,0,0,0,0,12,3,22,3,6,0,0,0,0,3,51,0,64,20,7,4,0,5,0,17,110,11,175,4,3,0,0,0,0,0,33,0,49,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,4,5,50,20,6,0,8,5,21,231,11,354,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,8,35,14,9,26,9,7,11,0,123,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,5,4,0,0,6,0,4,0,21,0,0,0,0,11,0,0,7,0,22,0,0,0,0,0,5,0,9,0,12,0,0,0,0,0,3,0,8,0,13,0,0,0,0,0,4,0,9,0,20,0,0,3,5,0,0,0,13,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,6,8,20,24,6,55,0,142,0,3,0,0,0,0,0,0,0,3
LGA55530,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,22,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,7,6,3,8,13,3,13,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,0,4,0,13,0,3,0,0,3,4,0,3,0,19,0,0,0,0,0,5,4,7,0,17,0,0,0,0,0,3,0,4,0,14,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,10,3,7,22,9,35,4,100,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,12,0,24,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,11,114,34,25,23,14,3,12,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,7,0,13,7,0,0,0,0,0,6,28,0,35,18,0,4,0,0,0,6,67,5,96,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,8,28,3,4,0,0,0,8,141,4,195,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,6,0,18,0,0,0,0,0,0,0,0,0,3
