POW_LGA_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
LGA59170,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,9,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,3,0,3,3,0,0,18,0,0,0,3,0,8,4,0,21,0,3,0,6,7,3,4,0,27,0,0,3,5,5,3,0,0,18,0,0,3,5,4,3,12,0,25,0,0,0,10,7,5,0,0,25,0,0,0,3,8,8,5,0,28,0,0,0,5,0,5,0,0,11,0,0,3,0,4,5,0,0,13,0,0,0,0,0,0,0,0,4,0,6,15,47,41,57,39,19,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,5,5,0,0,0,7,0,0,0,8,9,5,0,0,18,0,0,4,4,0,0,0,0,12,0,0,3,13,8,11,4,0,43,0,0,3,0,0,0,0,0,3,0,0,10,33,21,19,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,4,7,3,16,0,0,0,0,6,6,0,0,16,0,0,0,0,3,5,3,0,12,0,0,6,4,3,3,6,0,24,0,0,0,4,3,5,0,3,25,0,0,0,7,9,4,0,0,21,0,0,3,8,5,3,0,0,20,0,0,3,3,13,7,0,0,29,0,0,0,0,5,4,0,0,8,0,0,0,0,0,3,0,4,10,0,0,0,0,4,0,0,0,4,0,12,21,30,45,47,22,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,0,0,17,0,0,0,5,0,3,0,0,3,0,0,0,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,5,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,4,10,26,28,6,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,7,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,3,0,14,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,13,22,17,12,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,4,3,5,3,25,0,0,0,0,0,0,4,0,8,0,0,3,3,4,4,5,0,26,0,0,11,14,13,18,0,0,60,0,5,17,22,11,7,0,0,65,0,0,14,14,18,13,0,0,55,0,0,13,18,20,14,4,0,66,0,0,16,33,38,26,10,0,118,0,0,0,3,11,4,0,0,28,0,0,0,8,16,19,0,4,49,0,0,0,4,5,0,0,0,10,0,9,88,135,139,112,33,4,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,5,0,6,0,0,0,11,0,0,0,0,3,0,0,0,6,0,0
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,12,0,0,0,3,5,0,0,0,8,0,0,0,6,5,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,22,13,10,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,4,14,0,0,0,3,4,4,0,0,7,0,0,0,0,3,0,0,0,8,0,0,0,4,3,7,0,0,13,0,0,5,3,0,6,0,0,22,0,0,0,0,3,9,0,0,19,0,0,0,0,3,8,0,0,15,0,0,7,4,10,11,0,0,31,0,0,0,4,0,6,0,0,8,0,0,0,8,11,12,3,0,33,0,0,0,0,0,0,0,0,0,5,9,18,27,52,66,16,5,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59370,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,7,0,20,0,0,0,0,0,7,0,3,19,0,0,0,3,5,14,3,0,29,0,0,3,8,4,8,8,0,32,0,0,0,5,4,8,5,0,23,0,0,0,4,8,3,3,0,26,0,0,0,0,5,5,3,0,14,0,0,4,9,9,10,4,0,30,0,0,0,3,0,0,0,0,11,0,0,0,7,0,0,3,0,12,0,0,0,0,3,0,0,0,4,4,0,13,49,45,69,46,11,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59499,0,0,11,14,14,10,11,5,68,0,0,4,8,10,7,7,8,36,0,3,9,0,9,11,12,6,49,0,7,7,18,12,18,22,10,94,0,5,13,22,21,17,17,13,104,0,9,23,25,30,48,31,3,175,0,6,28,45,30,41,28,15,195,0,9,38,54,50,60,35,16,256,3,12,70,79,64,70,37,9,350,0,10,53,102,99,74,21,7,377,0,8,94,123,100,90,25,8,444,0,5,56,85,75,48,16,3,294,0,0,102,191,174,123,35,3,638,0,0,26,67,60,36,5,5,203,0,0,36,148,106,97,35,14,436,0,0,7,0,14,15,7,6,51,17,69,575,987,868,781,343,124,3764,4,3,7,21,13,7,0,0,56,61,48,36,33,22,15,9,3,223,37,74,41,64,36,38,10,0,306,11,48,44,53,42,40,22,0,259,5,45,77,51,44,44,30,11,308,5,44
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,4,0,0,0,0,8,0,0,3,4,16,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,9,11,27,9,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
