POW_LGA_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
LGA55670,3,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,3,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,4,3,3,13,3,0,0,44,3,0,3,0,0,0,4,0,0,4,15,4,3,10,19,21,25,0,3,103,3,0,3,13,16,23,25,0,6,83,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,7,0,0,12,24,4,11,10,15,13,4,0,0,81,14,0,0,4,0,7,9,0,0,33,7,3,5,0,12,5,0,0,0,33,74,21,16,27,29,15,18,4,4,211,74,27,24,42,101,100,72,0,0,435,0,0,4,0,0,6,0,0,0,11,10,4,0,7,6,4,10,0,0,39,8,6,0,5,5,7,5,0,0,42
LGA55810,0,0,0,0,0,0,0,0,0,0,33,9,10,13,26,25,20,0,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55880,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
LGA56090,10,0,5,5,0,4,0,0,0,22,24,6,12,9,18,17,5,0,0,92,63,14,16,15,58,47,25,0,0,247,16,0,0,0,3,0,0,0,0,25,84,8,10,16,28,32,5,0,0,186,33,3,4,10,16,16,6,0,0,86,67,9,7,19,42,23,30,0,0,212,34,8,6,10,47,31,17,0,3,167,62,11,7,12,41,21,10,0,0,174,6,0,0,0,0,0,0,0,0,8,7,4,3,0,4,3,0,0,0,16,25,0,3,0,5,5,0,0,0,41,75,10,23,22,23,16,10,0,0,175,28,7,7,6,5,10,7,0,0,61,150,21,30,54,69,41,18,0,5,393,170,26,31,38,50,24,15,0,7,354,102,17,14,40,75,61,54,0,9,372,14,0,0,4,0,0,0,0,0,23,58,3,8,12,16,16,7,0,0,125,45,11,10,22,37,32,16,5,10,177
LGA56160,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,18,0,6,6,14,3,26,0,0,76,45,11,15,21,35,17,5,0,4,142,189,16,21,45,80,53,12,0,8,414,11,4,0,4,17,8,0,0,0,44,37,3,10,12,29,19,4,0,4,113,9,0,4,0,3,4,0,0,0,20,33,5,6,13,13,18,6,0,0,92,27,5,6,13,15,21,16,0,0,101,7,0,5,0,5,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,6,0,3,0,0,0,12,20,0,0,0,11,10,3,0,0,43,10,6,0,4,9,5,7,0,0,31,21,4,0,3,11,9,0,0,0,53,41,5,5,19,17,18,9,0,0,114,39,8,7,17,40,41,5,0,0,146,14,0,0,5,3,0,0,0,4,25,11,0,6,3,9,6,0,0,6,34,17,3,5,6,13,11,10,0,6,72
LGA56300,7,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,12,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,10,10,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,7
LGA56370,5,0,0,0,6,4,3,0,0,20,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56460,10,0,0,0,3,6,3,4,3,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,12,12,0,38,10,0,0,0,0,0,0,0,0,10,8,0,0,0,3,4,0,0,0,12,4,0,0,0,5,0,0,0,0,11,14,0,0,0,4,3,8,0,3,38,3,0,0,0,8,3,0,0,0,20,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,4,0,0,0,7,10,0,3,0,0,3,4,0,0,28,18,3,7,3,14,4,0,0,0,51,42,12,4,11,30,31,27,0,0,160,0,0,0,0,0,3,0,0,0,3,11,0,0,0,6,0,4,0,0,19,5,0,0,0,0,3,0,0,0,16
LGA56580,4,0,0,0,0,4,0,0,0,12,18,9,3,4,4,4,0,0,0,47,23,0,8,5,16,14,15,0,0,77,18,0,14,9,34,14,12,0,0,104,58,10,17,12,43,39,9,0,6,194,7,5,3,0,0,5,9,0,0,22,42,8,20,25,29,25,34,0,0,190,25,10,22,42,55,61,78,0,5,286,23,4,11,11,44,29,20,0,0,149,9,3,4,6,0,3,3,0,0,27,47,8,14,22,14,24,4,0,0,138,44,4,16,25,13,10,9,0,0,119,129,33,37,37,67,65,34,0,0,407,31,3,9,4,8,17,23,0,0,100,88,16,32,33,55,17,8,0,3,256,180,43,66,74,117,89,57,4,7,624,578,110,149,266,453,405,279,0,11,2262,27,4,7,22,34,22,8,0,0,126,69,19,34,46,85,89,60,0,3,411,50,13,16,19,35,45,23,0,7,209
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,3,0,0,14,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,11,0,4,3,0,6,3,0,0,28,0,0,0,0,0,3,0,0,0,3,16,5,6,5,38,39,19,0,4,144,8,0,0,5,4,3,0,0,0,17,19,0,0,0,11,8,7,0,0,40,8,0,3,3,10,3,0,0,0,28,25,8,0,4,4,10,11,0,0,61,14,6,0,5,18,17,13,0,0,80,13,0,0,0,14,11,6,0,0,42,0,0,0,0,0,0,0,0,0,0,9,0,0,8,3,0,0,0,0,19,0,0,0,0,0,4,0,0,0,3,9,3,0,6,4,0,0,0,0,23,10,0,3,0,0,0,0,0,0,16,57,15,6,19,39,33,8,0,3,185,46,11,9,14,21,7,0,0,0,102,83,13,14,21,51,44,20,0,3,255,3,0,0,0,0,0,0,0,0,3,18,0,0,3,3,11,0,0,0,37,12,0,0,7,17,9,4,0,0,59
LGA56790,7,4,0,0,3,0,3,0,0,15,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,10,4,0,4,8,3,5,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8
LGA56860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,5,0,0,8,7,0,7,0,0,28,0,0,0,4,5,10,3,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,15,0,0,0,0,4,3,0,0,0,13,4,0,0,0,0,0,12,0,0,16,6,0,3,4,7,0,0,0,0,14,28,5,10,18,15,11,10,0,4,105,14,0,0,6,11,3,0,0,0,39,0,0,0,0,0,9,0,0,0,13,0,0,3,0,4,0,0,0,0,15,8,0,0,0,0,0,0,0,0,12
LGA57000,5,0,0,0,0,0,0,0,0,5,38,6,10,21,50,30,18,0,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
LGA57080,25,4,12,16,23,11,9,0,3,104,1890,532,790,1252,2309,1655,833,46,77,9386,201,50,80,130,212,173,114,9,5,967,164,58,69,121,200,165,126,8,7,912,517,155,237,335,649,637,258,4,23,2822,123,31,47,71,132,144,86,8,3,645,367,97,160,244,449,412,373,11,17,2135,435,176,239,456,945,1227,1695,7,57,5240,370,71,107,157,316,223,137,0,19,1406,262,56,80,87,149,181,128,6,6,958,1501,364,497,787,1187,1065,482,9,38,5944,209,47,85,107,147,146,60,0,9,820,3237,935,1514,2127,3700,3134,2122,77,111,16957,401,95,174,286,617,704,988,14,19,3307,2927,572,737,943,1428,943,498,10,85,8128,787,204,264,403,612,590,485,13,16,3375,2884,743,965,1390,2311,1866,922,71,120,11260,127,25,47,72,88,106,75,0,3,540,281,83,93,125,300,293,189,3,20,1377,469,113,206,352,665,671,584,18,152,3221
LGA57140,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,9,4,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,39,6,8,5,14,21,20,0,5,120,0,0,0,0,0,0,0,0,0,0,22,3,9,32,77,29,34,0,0,210,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,5,3,0,0,5,0,0,0,0,18,9,0,3,3,3,0,5,0,0,23,6,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,12,27,3,3,3,5,6,0,0,0,41,9,0,5,0,0,0,0,0,3,24,22,7,4,5,4,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,14,12,0,0,4,4,6,3,0,0,32
LGA57280,0,0,0,0,0,3,3,0,0,7,200,41,71,109,255,167,52,3,10,904,17,7,7,9,27,21,15,0,0,97,6,0,7,8,13,14,9,0,0,54,57,12,19,24,37,57,32,0,3,242,14,3,4,9,20,13,19,0,0,76,27,3,0,7,37,43,45,0,3,165,33,4,8,18,36,59,77,0,4,243,87,4,31,31,87,91,38,4,5,383,4,0,0,0,0,0,5,0,0,12,0,0,0,0,5,3,0,0,0,17,8,6,4,4,11,16,7,0,0,63,7,3,4,10,18,31,15,0,3,87,16,6,0,4,20,19,34,0,0,101,31,4,5,15,38,26,9,0,0,133,41,9,9,18,35,39,16,0,0,168,51,10,24,30,74,73,40,0,7,303,0,5,0,3,3,0,5,0,0,15,19,0,3,11,23,33,13,0,0,113,26,3,7,10,38,30,32,0,12,151
LGA57350,5,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LGA57420,7,0,0,0,4,4,16,0,0,32,50,14,22,25,62,54,31,0,10,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,6,20,14,18,0,5,73,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,10,7,0,0,5,4,7,3,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,3,0,0,0,19,4,0,0,0,6,0,4,0,0,14,4,0,0,3,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,4,0,0,3,4,0,0,0,0,12
LGA57490,30,0,8,13,19,27,20,0,3,123,36,6,5,19,27,21,5,0,3,114,166,29,37,54,117,132,70,4,7,624,5,4,4,0,3,3,3,0,0,25,253,35,63,103,217,177,36,0,12,898,51,9,5,15,30,26,3,5,0,131,359,72,84,156,428,311,107,4,9,1527,89,33,28,119,376,330,191,6,17,1195,119,22,32,40,127,77,36,0,4,450,13,0,4,4,14,22,7,0,0,57,29,3,9,11,23,18,3,0,0,101,66,5,3,13,29,28,5,0,5,155,118,24,33,40,95,86,44,5,3,450,100,16,19,47,101,67,54,0,7,411,278,62,88,113,235,158,40,3,10,983,543,72,146,144,358,264,92,0,13,1640,603,137,165,297,732,555,229,6,24,2748,24,6,18,14,31,33,10,0,0,133,155,22,33,54,142,132,63,4,9,613,112,16,31,52,132,92,54,0,28,525
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,45,6,4,16,21,24,27,3,3,153,10,4,0,5,8,3,0,0,0,33,36,5,4,8,28,14,14,0,0,105,0,0,0,4,0,0,0,0,0,5,77,14,23,26,41,40,18,0,8,243,12,3,0,4,7,5,3,0,0,32,41,8,10,14,44,28,17,0,0,162,17,3,7,22,67,39,29,0,3,180,18,0,6,7,36,8,9,0,0,88,4,0,0,0,0,0,0,0,0,3,5,0,3,0,3,4,0,0,0,11,7,0,0,0,0,7,0,0,0,16,26,4,7,11,19,10,8,0,0,81,17,0,11,6,9,9,11,0,0,64,65,11,6,18,24,34,3,0,0,168,81,16,18,28,45,53,17,0,0,262,37,9,9,20,62,71,23,0,3,229,17,3,0,3,8,0,0,0,0,43,17,5,7,11,17,12,4,0,3,69,31,5,11,12,29,17,15,0,6,114
LGA57770,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,6,0,0,17,10,0,0,0,3,3,37,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,4
LGA57840,11,3,4,0,5,4,0,0,0,33,43,7,16,34,48,30,20,0,0,198,17,0,4,6,8,11,4,0,0,54,6,0,0,0,8,0,0,0,0,7,77,13,12,28,42,58,18,0,4,266,6,8,6,4,6,4,0,0,0,31,67,3,18,21,63,56,69,0,0,298,68,14,31,63,184,185,230,0,10,787,19,3,6,4,10,10,22,0,0,76,12,5,0,3,3,5,0,0,0,29,51,16,19,23,27,24,6,0,0,166,57,3,11,17,25,17,3,0,0,148,224,40,65,79,128,103,79,0,5,725,38,8,10,10,33,43,36,0,5,185,140,22,30,36,59,44,25,0,3,357,189,48,54,80,116,93,59,0,5,641,265,75,85,136,339,320,296,0,8,1517,46,4,12,13,20,13,8,0,0,106,37,13,9,18,30,26,23,0,0,169,47,12,14,26,62,37,36,0,9,241
