LGA_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
LGA55110,117,7,0,0,0,0,0,5,0,132,407,9,4,0,0,0,0,0,0,414,293,32,18,0,0,0,0,0,0,341,54,31,0,0,0,0,0,0,0,86,128,8,0,0,0,0,0,0,0,136,14,6,3,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,496,79,20,0,0,0,0,0,0,594,8,3,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,33,1056,101,23,4,0,0,0,5,0,1184,10166,1155,294,41,86,3,0,134,7,11756,11623,518,161,0,3,0,0,8,0,12309,3619,889,306,4,0,5,3,11,3,4827,243,338,33,0,0,0,0,0,5,617,1859,325,70,5,0,0,0,12,0,2265,159,141,61,0,0,0,0,0,9,371,131,100,8,5,13,0,6,28,3,264,34,26,6,0,0,0,0,0,0,66
LGA55180,17,0,0,0,0,0,0,0,0,22,41,0,0,0,0,0,0,0,0,39,36,7,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,66,13,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,127,14,0,0,0,0,0,0,0,145,1351,15,0,3,0,0,0,0,7,1377,998,8,0,0,0,0,0,0,3,1012,250,69,5,0,0,0,0,0,0,322,78,50,7,0,0,0,0,0,0,128,223,5,6,0,0,0,0,0,0,233,6,28,5,0,0,0,0,0,0,39,62,3,0,0,0,0,0,0,7,75,3,0,0,0,0,0,0,0,0,7
LGA55250,21,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,9,4,0,0,0,0,0,0,60,11,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,70,7,8,0,0,0,0,0,0,89,3,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,12,112,16,8,0,0,0,0,0,3,135,30,0,0,5,0,0,0,4,4,45,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,5,4,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0
LGA55320,61,7,6,0,0,0,0,0,0,75,110,18,3,0,0,0,0,0,0,133,67,27,10,0,0,0,0,0,0,100,51,35,3,0,0,0,0,0,0,92,30,7,0,0,0,0,0,0,0,39,4,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,153,74,16,0,0,0,0,0,0,241,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,10,341,105,23,0,0,0,0,0,0,467,12874,2232,425,0,0,0,0,0,22,15548,10967,1902,422,0,0,0,0,0,7,13296,2798,1458,592,0,0,0,4,4,3,4853,265,378,22,0,0,0,0,0,0,666,1239,609,161,0,0,0,0,0,4,2012,41,45,27,0,0,0,0,0,0,107,78,40,23,0,0,0,0,0,0,140,12,17,6,0,0,0,0,0,0,44
LGA55390,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,4,0,27,13,0,0,3,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0
LGA55460,13,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,9,9,5,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,73,4,0,0,0,0,0,0,0,81,385,5,0,3,0,0,0,4,0,389,319,0,0,0,0,0,0,0,0,326,64,3,4,0,0,0,0,0,0,66,51,15,0,0,0,0,0,0,0,65,88,0,0,0,0,0,0,0,0,91,19,0,0,0,0,0,0,0,0,16,46,5,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,5
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,65,0,0,0,0,0,0,0,0,73,25,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA55600,17,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,7,24,7,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,44,6,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,13,97,16,0,0,0,0,0,0,3,106,302,17,0,0,0,0,0,0,0,323,188,0,0,0,0,0,0,0,0,188,16,0,0,0,0,0,0,0,0,13,19,11,0,0,0,0,0,0,0,29,60,0,0,0,0,0,0,0,0,61,4,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0
LGA55670,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,27,89,0,0,4,0,0,0,4,3,92,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,10,3,5,3,0,0,0,0,0,0,13,0,8,6,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,19,0,0,0,0,0,0,45,997,121,83,0,0,0,0,0,0,1207,830,104,87,0,0,0,0,0,0,1023,191,101,436,0,0,0,0,0,0,730,7,78,68,0,0,0,0,0,0,152,77,41,119,0,0,0,0,0,0,238,9,8,0,0,0,0,0,0,0,16,10,3,12,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,7
LGA55810,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA55880,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,79,0,0,0,0,0,0,0,4,80,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,102,0,0,0,0,0,0,0,0,102,33,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3
LGA56090,60,3,0,0,0,0,0,0,0,62,208,0,0,0,0,0,0,0,0,207,38,7,0,0,0,0,0,0,0,45,8,6,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,87,15,0,0,0,0,0,0,0,101,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,360,17,0,0,0,0,0,0,0,375,5012,155,7,7,0,0,0,7,5,5190,6221,57,6,0,0,0,6,0,0,6290,583,76,0,0,0,0,0,0,0,660,20,82,3,0,0,0,0,0,0,107,477,51,0,0,0,0,0,4,4,536,8,19,0,0,0,0,0,0,0,27,41,0,0,0,0,0,0,0,0,46,3,4,0,0,0,0,0,0,0,6
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
LGA56230,31,0,0,0,0,0,0,0,0,32,111,0,0,0,0,0,0,0,0,115,46,7,0,0,0,0,0,0,0,46,6,5,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,73,11,0,0,0,0,0,0,0,80,3,4,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,5,222,14,0,3,0,0,0,4,0,240,2128,74,3,121,13,0,0,132,4,2335,2490,21,0,3,0,3,0,9,0,2524,532,34,5,0,0,0,0,5,0,579,21,32,3,0,0,0,0,0,0,54,377,23,6,6,0,0,0,8,3,413,8,13,0,0,0,0,0,0,0,26,52,3,0,19,8,0,0,26,4,83,12,0,0,0,0,0,0,0,0,8
LGA56300,4,4,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,3,0,29,278,4,3,4,0,0,0,10,0,289,155,0,0,0,0,0,0,0,0,159,44,0,0,0,0,0,0,0,0,43,4,3,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA56370,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,142,0,0,0,0,0,0,0,0,144,43,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA56460,16,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0,0,0,27,17,3,0,0,0,0,0,0,0,26,15,6,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,100,14,0,0,0,0,0,0,0,113,630,19,0,5,0,0,0,4,0,653,485,0,0,0,0,0,0,0,0,493,123,18,5,0,0,0,0,0,0,141,72,28,0,0,0,0,0,0,0,98,151,7,0,0,0,0,0,0,0,155,4,16,0,0,0,0,0,0,0,24,32,4,0,0,0,0,0,0,0,44,8,5,0,0,0,0,0,0,0,8
LGA56580,6,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,8,9,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,9,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,3,0,0,0,0,0,0,44,3012,307,101,0,0,0,0,0,0,3417,2035,167,65,0,0,0,0,0,0,2265,632,175,151,0,0,0,0,0,0,962,40,80,10,0,0,0,0,0,0,132,200,69,43,0,0,0,0,0,0,316,0,30,24,0,0,0,0,0,0,58,131,16,3,0,0,0,0,0,0,158,0,3,0,0,0,0,0,0,0,6
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3,0,0,0,0,0,0,3,216,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,244,3,0,0,0,0,0,0,3,245,3,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,13,259,3,0,0,0,0,0,0,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
