LGA_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
LGA52240,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,179,0,0,0,0,0,0,0,0,181,64,0,0,0,0,0,0,0,0,64,14,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,38,5,0,4,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA52310,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,181,0,0,3,0,0,0,3,0,181,96,0,0,0,0,0,0,0,0,96,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA52450,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,17,174,0,0,0,0,0,0,4,0,180,124,0,0,0,0,0,0,0,0,119,18,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,16,44,0,0,0,0,0,0,0,0,44,5,4,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA52520,8,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,33,169,0,0,0,0,0,0,3,3,179,92,0,0,0,0,0,5,5,0,93,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,19,33,3,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
LGA52590,8,3,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,51,533,9,0,13,0,11,0,28,3,573,285,3,0,0,0,8,0,8,4,294,84,11,4,0,0,0,0,0,0,101,19,0,0,0,0,0,0,0,0,19,76,5,3,0,0,0,0,0,0,83,3,0,0,0,0,0,0,0,0,3,30,0,0,3,0,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0
LGA52660,14,0,0,0,0,0,0,0,0,16,89,0,0,0,0,0,0,0,0,89,36,5,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,63,4,0,0,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,176,5,0,0,0,0,0,0,0,182,1468,85,5,15,32,0,0,49,0,1605,2269,37,0,0,0,0,0,4,5,2306,432,63,3,0,0,0,0,0,0,503,24,12,0,0,0,0,0,0,0,34,298,24,0,0,0,0,0,0,0,324,13,3,0,0,0,0,0,0,0,15,28,3,0,14,9,0,0,21,0,50,7,0,0,0,0,0,0,0,0,7
LGA52730,14,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,38,1022,54,0,6,4,0,0,4,0,1090,578,54,0,0,0,0,0,0,3,640,125,9,0,0,0,0,0,0,0,140,51,20,0,0,0,0,0,0,0,72,183,5,0,0,0,0,0,0,0,193,26,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,4,4,33,4,0,0,0,0,0,0,0,0,4
LGA52800,36,0,0,0,0,0,0,0,4,43,51,0,0,0,0,0,0,0,0,51,25,4,0,0,0,0,0,0,0,29,463,19,0,0,0,0,0,0,0,488,20,0,0,0,0,0,0,0,0,20,339,6,0,0,0,0,5,3,4,352,27,5,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,9,876,37,0,0,0,0,5,3,9,929,17,0,0,0,0,3,0,3,0,25,22,3,0,0,0,0,0,0,3,29,999,48,0,6,0,5,7,18,12,1078,100,0,0,25,0,0,3,28,7,130,69,0,0,4,0,0,0,4,0,79,36,26,0,0,0,0,0,0,0,59,96,11,0,0,0,0,0,0,3,113,44,0,0,0,0,0,0,0,5,53,3,0,0,0,0,0,0,0,0,3,129,31,4,0,0,0,0,0,8,177,0,0,0,0,0,0,0,0,0,0
LGA52870,21,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,81,6,0,0,0,0,0,4,0,82,964,4,0,4,0,10,0,14,4,984,815,6,0,0,0,6,0,6,5,832,89,8,0,0,0,0,0,0,0,99,23,7,0,0,0,0,0,0,0,27,145,8,0,0,0,0,0,4,0,149,5,5,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,5
LGA52940,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,122,0,0,5,0,0,0,4,0,127,54,0,0,0,0,0,0,3,0,61,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA53010,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,122,0,0,0,0,0,0,0,0,122,36,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA53080,11,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,36,95,0,0,4,0,0,0,4,0,101,28,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA53150,7,3,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,11,0,0,0,0,0,0,41,877,209,90,0,0,0,4,4,0,1180,766,153,97,0,0,0,0,0,0,1011,155,102,139,0,0,0,4,4,3,404,10,14,14,0,0,0,0,0,0,41,69,50,59,0,0,0,3,3,0,187,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA53220,13,0,0,6,0,0,0,6,0,12,4,0,0,0,0,0,0,0,0,4,24,6,3,0,0,0,0,0,0,29,44,5,3,0,0,0,0,0,0,48,8,0,0,0,0,0,0,0,0,8,136,0,0,0,0,0,0,0,0,136,120,9,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,326,12,8,0,0,0,0,0,0,342,17,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,4,365,8,6,6,0,0,0,6,5,390,77,0,0,18,0,3,0,27,7,111,71,0,0,5,0,0,0,5,0,72,148,9,14,0,0,0,0,0,4,174,59,5,0,0,0,0,0,0,0,68,30,0,0,0,0,0,0,0,0,32,8,0,3,0,0,0,0,0,0,13,560,19,0,0,0,0,0,0,7,594,0,0,0,0,0,0,0,0,0,0
LGA53290,37,3,0,0,0,0,0,3,0,41,73,0,0,0,0,0,0,0,0,77,28,6,0,0,0,0,0,0,0,34,20,15,0,0,0,0,0,0,0,35,29,0,3,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,6,95,20,3,0,0,0,0,0,5,118,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,211,28,3,0,0,0,0,3,7,250,1547,89,19,31,5,7,0,44,21,1722,1382,30,0,4,0,0,0,0,8,1418,307,101,22,0,0,0,0,0,0,430,101,54,5,0,0,0,0,0,0,163,429,58,7,0,0,0,0,10,7,510,6,13,26,0,0,0,0,0,0,44,102,15,0,7,4,0,0,13,0,126,4,7,3,0,0,0,0,0,0,14
LGA53360,5,0,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,4,0,38,170,0,0,57,5,9,3,66,5,241,303,0,0,19,3,4,4,29,0,334,108,10,10,5,0,0,0,5,0,130,73,6,4,0,0,0,0,0,0,89,64,3,0,3,0,0,6,9,3,81,11,0,26,0,0,0,0,0,0,42,48,0,5,11,4,0,0,17,6,70,0,0,0,0,0,0,0,0,0,0
LGA53430,30,6,3,0,0,0,0,3,0,41,46,6,3,0,0,0,0,0,0,58,34,6,6,0,0,0,0,0,0,50,18,43,16,0,0,0,0,0,0,81,16,9,6,0,0,0,0,0,0,26,5,7,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,74,68,29,0,6,0,0,6,0,181,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,152,93,37,0,5,0,3,6,0,287,2975,734,451,3,78,0,6,93,13,4267,3117,649,449,0,0,0,0,3,3,4225,697,564,689,0,0,0,3,3,0,1956,153,396,192,0,0,0,0,0,0,745,545,254,212,0,5,0,4,4,3,1021,15,78,32,0,0,0,0,0,0,125,42,15,30,0,32,0,0,32,0,123,6,0,7,0,0,0,0,0,0,16
LGA53570,18,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,68,812,12,3,6,8,5,0,15,5,851,661,3,0,0,0,0,0,0,4,670,68,0,5,0,0,0,0,0,0,80,7,9,0,0,0,0,0,0,0,17,132,5,9,0,0,0,0,4,0,151,3,4,0,0,0,0,0,0,0,13,44,0,0,3,0,0,0,3,0,50,3,0,0,0,0,0,0,0,0,3
LGA53640,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,32,182,0,0,0,0,0,0,0,0,185,84,0,0,0,0,0,0,0,0,88,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA53710,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,173,4,0,4,0,0,0,4,0,183,87,0,0,0,0,0,0,0,0,87,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,3,6,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
