LGA_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
LGA52380,0,0,0,3,0,0,0,3,0,0,0,12,0,0,4,24,0,0,0,8,0,0,5,12,0,3,0,8,0,0,8,20,0,0,0,0,0,0,3,7,0,0,0,6,0,0,12,20,0,3,4,39,3,0,30,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,5,5,0,0,0,3,6,0,0,0,0,0,0,0,12,0,3,6,9,5,4,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
LGA52450,0,0,0,3,0,0,5,18,3,8,5,40,0,3,3,62,0,7,0,17,0,0,8,35,0,5,4,16,0,0,13,39,3,3,4,24,0,0,6,47,0,3,6,22,0,3,17,52,4,21,21,135,9,13,58,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,7,0,0,0,3,5,0,0,12,0,15,8,11,0,0,0,38,3,15,4,18,0,0,0,44,3,12,5,6,3,0,0,27,0,5,5,8,0,5,3,25,0,0,11,6,0,0,0,25,15,46,28,65,14,4,17,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,4,0,9,4,0,3,19,0,13,3,26,0,0,16,64,3,11,8,28,0,0,28,79,0,9,4,11,0,0,19,45,3,0,3,19,0,0,23,50,0,0,7,8,0,0,19,36,7,38,23,99,4,4,112,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,6,23,4,7,0,0,0,50,0,25,14,14,4,0,0,55,6,15,4,3,6,3,0,37,0,6,9,5,0,0,0,26,0,4,4,10,0,0,10,23,19,78,37,41,12,9,20,204,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
LGA52590,0,0,0,18,0,0,12,31,10,16,9,71,0,0,40,144,5,13,14,58,3,6,41,128,4,13,22,71,0,8,31,151,3,11,20,90,0,9,39,165,9,12,30,112,0,13,65,249,31,69,93,418,13,27,242,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,15,0,0,0,3,0,0,7,8,0,8,0,7,5,0,0,19,13,31,16,31,12,3,5,105,6,39,19,27,0,3,5,96,5,29,18,28,0,5,8,99,10,28,36,31,7,9,3,129,5,24,37,25,5,12,39,147,39,161,137,150,19,37,65,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
LGA52660,0,7,9,114,30,6,25,191,18,60,50,416,17,11,75,641,27,81,76,396,9,10,88,700,19,92,78,320,5,12,84,609,17,59,68,290,4,9,91,543,27,63,87,320,3,24,164,691,106,366,377,1883,100,73,544,3453,0,0,0,0,3,0,0,3,0,0,0,6,4,0,0,5,0,3,7,11,0,0,0,23,0,4,0,11,3,0,0,21,0,4,0,3,0,0,4,14,0,0,0,6,4,0,0,6,0,0,5,0,0,0,0,5,0,14,17,28,10,4,9,73,0,0,4,56,29,0,7,96,3,23,19,101,22,11,3,182,36,159,83,298,41,12,17,645,51,189,121,249,26,22,26,683,42,146,93,189,19,43,27,560,33,91,111,115,22,27,40,441,26,82,104,78,13,31,106,439,189,682,543,1082,176,139,233,3042,0,0,0,0,0,0,10,9,0,0,0,0,0,0,6,6
LGA52730,0,5,0,16,0,0,6,29,11,20,12,69,0,0,26,141,23,43,28,104,7,3,33,251,26,80,26,101,0,4,52,294,42,74,39,166,4,4,58,389,71,109,93,152,5,20,109,569,173,328,205,635,29,36,304,1714,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,3,0,10,0,0,9,23,0,0,0,10,5,0,8,22,0,3,5,18,8,0,3,33,20,54,23,38,10,4,3,149,48,99,53,52,14,9,15,287,56,97,59,51,6,9,17,284,53,115,83,67,3,18,20,356,59,113,131,51,7,23,67,466,238,478,347,284,52,61,132,1601,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,9
LGA52800,0,7,3,28,9,0,50,94,11,40,16,89,6,6,102,275,8,21,14,87,8,12,84,230,12,12,10,88,5,10,81,221,10,11,14,85,0,0,94,213,6,6,25,47,0,0,65,157,54,102,84,434,32,28,535,1262,0,0,0,0,6,0,28,32,0,0,4,8,11,0,18,41,0,3,6,40,11,4,22,87,6,0,9,30,18,13,22,98,6,6,3,22,9,10,24,78,0,8,4,9,8,6,12,46,0,4,0,4,0,0,13,27,12,24,35,117,58,36,135,412,0,0,0,3,0,0,4,11,0,37,0,5,12,0,0,58,25,94,17,23,3,0,7,166,31,39,14,18,4,0,5,103,23,22,17,15,0,3,5,86,13,30,18,18,0,9,3,97,9,14,23,7,0,4,7,60,97,232,91,93,18,16,28,571,0,0,0,0,0,0,32,32,0,0,0,0,0,0,46,44
LGA52870,0,0,0,48,3,0,8,68,8,14,12,89,0,4,28,158,10,29,20,131,5,3,33,241,12,29,45,131,0,6,34,261,15,35,43,137,0,3,38,278,35,58,64,169,4,18,86,438,80,175,190,731,33,36,240,1488,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,9,6,0,4,25,0,0,0,25,18,0,4,45,4,12,3,20,3,0,0,43,13,49,20,61,11,7,3,160,31,77,57,74,10,15,5,264,28,80,40,72,8,13,7,253,31,65,66,78,14,14,15,281,31,88,77,40,6,13,68,323,128,357,266,364,62,61,117,1364,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,3
LGA52940,0,0,0,0,0,0,5,13,0,0,0,14,0,0,5,18,3,4,0,14,0,0,5,23,0,0,6,14,0,0,11,29,0,0,0,3,0,0,3,16,0,0,4,9,0,0,12,36,3,8,17,62,4,6,38,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,4,0,5,5,0,0,0,0,8,0,13,9,5,0,0,0,30,0,9,7,5,0,0,0,24,0,0,3,3,0,0,3,15,0,0,4,6,3,6,7,34,7,36,27,22,4,4,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA53010,0,0,0,0,0,0,0,7,0,0,0,16,0,0,10,27,0,14,6,7,0,0,8,30,0,0,4,6,0,0,8,23,0,0,0,8,0,0,10,26,0,0,3,8,0,0,15,32,0,22,13,51,4,0,57,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,3,3,0,0,0,16,0,13,5,8,4,0,0,29,0,5,6,3,5,0,5,20,0,4,3,7,0,0,3,24,0,0,0,3,0,0,9,20,7,36,16,24,9,4,17,109,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
LGA53080,0,0,0,7,5,0,3,6,0,6,3,3,0,0,21,32,0,4,0,4,0,0,0,5,0,3,0,8,0,0,20,33,0,5,5,10,0,4,12,36,0,3,3,19,0,0,17,40,4,17,12,50,3,4,79,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,0,0,15,0,3,7,0,0,0,0,7,4,0,0,6,0,0,0,3,0,3,0,7,0,0,5,14,0,0,5,3,0,0,3,17,7,14,12,22,0,5,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,6,36,3,18,9,3,9,86,39,123,34,55,0,3,24,287,81,143,36,61,0,5,35,364,106,190,61,75,6,9,37,484,103,149,53,79,0,10,19,418,101,161,81,102,5,17,103,567,436,817,274,401,36,45,230,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,3,10,0,0,0,13,10,0,0,19,3,54,9,12,6,4,3,95,65,168,24,39,0,0,11,303,114,224,43,38,5,0,8,437,141,227,75,40,5,21,12,523,122,163,82,42,4,24,22,447,94,155,91,24,6,29,106,503,531,1000,318,202,35,75,167,2328,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3
LGA53220,0,19,4,82,13,4,102,230,35,119,54,451,23,9,493,1182,27,85,71,404,24,17,460,1083,18,49,62,287,12,7,349,789,15,20,37,184,6,9,236,511,8,7,10,30,0,0,45,103,111,291,244,1450,93,41,1728,3958,0,0,0,0,5,0,4,13,0,0,0,11,7,0,0,18,0,4,7,17,6,4,6,43,0,3,6,16,5,0,8,44,0,5,3,0,5,0,0,16,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,4,0,9,23,46,25,9,29,134,0,0,0,7,9,0,0,14,5,21,11,32,12,3,0,85,39,123,66,106,14,12,16,377,28,61,48,100,6,9,20,276,10,38,43,47,3,10,10,161,3,22,21,23,0,3,7,91,0,5,5,4,0,0,10,23,90,277,198,317,46,32,74,1037,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,53
LGA53290,0,13,3,111,19,4,60,207,16,65,29,316,28,7,92,546,23,62,56,297,10,4,95,556,20,85,68,273,9,9,150,605,19,53,62,265,5,12,127,536,19,62,82,218,5,13,219,618,98,333,297,1503,80,52,801,3165,0,0,0,0,4,0,4,13,0,0,0,0,4,0,0,8,0,3,0,9,0,0,0,19,0,0,5,7,3,0,3,17,0,4,4,7,3,0,3,13,0,0,0,6,0,0,3,12,0,0,0,5,0,0,0,4,0,8,8,34,16,9,17,85,0,0,0,21,17,3,10,59,0,28,14,77,22,6,3,153,32,172,65,164,29,9,17,482,51,152,85,153,22,16,18,492,48,127,95,153,18,32,26,497,34,80,108,103,15,20,34,385,28,91,107,63,20,14,140,460,197,660,464,730,140,106,248,2535,0,0,0,0,0,0,31,31,0,0,0,0,0,0,29,30
LGA53360,0,4,4,33,0,0,17,57,8,35,21,106,4,3,30,202,9,33,33,96,0,0,29,204,12,22,23,87,3,4,32,172,8,13,18,71,0,6,27,149,0,4,8,61,0,3,36,119,28,116,94,452,17,23,188,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,9,3,0,3,10,0,12,3,11,12,0,3,42,24,99,29,44,11,0,11,211,21,55,25,40,5,4,4,158,14,36,29,26,4,3,10,124,4,14,18,15,6,5,17,81,6,9,8,13,0,7,21,59,77,225,102,167,36,18,67,694,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3
LGA53430,10,140,51,112,29,10,65,417,260,697,161,385,16,30,245,1787,378,632,232,406,19,22,211,1903,364,487,240,354,7,25,223,1706,350,441,228,405,20,39,203,1681,357,448,311,461,20,51,331,1969,1727,2844,1221,2152,133,181,1313,9576,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,12,4,3,4,12,4,0,0,25,0,9,3,0,0,0,3,16,0,0,0,3,0,0,0,10,3,6,3,4,0,0,0,20,0,0,0,0,0,0,6,12,11,24,13,29,8,3,15,95,0,0,7,31,25,8,8,78,13,238,51,98,24,10,28,454,397,982,193,219,20,22,51,1885,537,843,205,173,22,32,51,1863,481,696,252,182,25,38,46,1715,448,542,298,167,29,68,74,1628,356,563,333,128,15,81,326,1796,2228,3864,1340,992,157,253,584,9426,0,0,0,0,0,0,31,31,0,0,0,0,0,0,57,57
LGA53570,0,0,4,30,6,0,16,58,9,26,15,81,0,5,41,168,3,23,15,95,4,0,40,180,4,21,27,147,4,7,65,269,14,18,35,147,3,14,65,288,5,37,55,243,7,13,121,476,31,126,155,739,24,32,351,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,14,0,0,0,4,3,3,10,23,0,3,5,10,3,6,4,38,19,52,26,56,7,5,11,184,11,59,28,43,9,6,18,166,13,52,37,45,3,7,16,176,18,37,51,45,3,13,13,181,16,32,62,38,5,15,76,248,80,237,205,247,43,52,145,1009,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9
LGA53640,0,5,0,4,0,0,4,11,0,8,0,27,3,0,7,49,3,6,7,18,0,0,12,42,0,9,9,19,0,0,7,46,0,7,9,23,0,4,15,53,3,5,8,14,0,5,16,47,9,37,24,108,4,5,61,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,5,22,6,17,0,0,5,55,7,15,4,9,0,0,0,36,3,16,10,7,0,0,6,36,5,3,8,9,0,5,0,29,0,3,3,5,0,0,6,19,17,60,32,49,3,9,15,189,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
LGA53710,0,0,0,6,0,0,4,6,0,7,0,12,0,0,5,24,0,9,0,17,0,0,6,35,0,5,0,12,0,0,13,31,0,4,3,7,0,0,13,29,3,0,7,19,3,0,20,52,7,24,10,78,8,3,64,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,14,0,4,0,9,0,0,0,16,0,7,6,15,0,3,0,40,0,3,3,8,0,0,6,29,6,5,6,14,0,0,7,42,0,3,12,4,0,0,12,37,8,32,29,62,13,4,26,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,45,394,288,835,191,44,268,2074,547,1457,874,1920,139,88,753,5778,1082,1934,1035,2179,85,109,847,7273,608,1094,855,1987,61,114,721,5432,326,624,576,1742,33,98,474,3869,273,508,568,2158,31,137,753,4430,2879,6007,4215,11071,707,614,4035,29521,0,0,0,10,7,0,8,23,0,3,4,32,10,0,6,64,0,14,24,59,16,4,12,133,8,7,7,50,11,5,13,97,5,12,16,25,0,0,9,78,8,10,6,11,0,4,13,50,6,12,5,4,0,4,7,35,27,62,68,191,53,11,71,488,0,4,27,267,174,26,70,562,66,584,310,709,187,59,96,2012,992,2329,933,1267,138,112,267,6044,1260,2567,1110,1292,141,180,294,6844,563,1326,994,1091,127,238,241,4578,316,706,680,784,89,184,280,3042,164,576,588,498,72,240,898,3040,3357,8093,4641,5912,930,1040,2143,26121,0,0,0,0,0,0,135,135,0,0,0,0,0,0,153,157
LGA53800,5,27,19,284,67,9,107,508,50,166,112,911,60,10,313,1621,99,217,188,778,43,37,325,1685,100,206,196,838,24,35,339,1744,77,140,228,765,34,43,303,1595,62,132,207,774,27,60,439,1690,389,893,952,4438,304,193,1959,9124,0,0,0,0,17,0,16,41,0,3,8,31,15,0,9,64,0,7,19,50,21,3,14,111,0,15,13,51,5,5,14,112,0,16,22,34,9,3,10,93,0,13,19,25,12,3,23,94,3,11,10,4,0,0,24,50,15,58,94,190,84,14,112,568,0,0,12,68,53,11,14,164,17,110,74,186,88,13,23,514,142,441,233,457,87,33,34,1416,189,443,268,448,60,41,46,1511,156,425,297,479,60,78,73,1575,109,219,269,355,34,63,86,1136,68,198,257,213,31,65,354,1178,683,1839,1414,2199,414,305,642,7498,0,0,0,0,0,0,88,88,0,0,0,0,0,0,95,93
LGA53920,0,4,6,13,5,0,23,44,10,12,4,45,11,6,45,135,0,9,7,51,8,3,46,126,4,4,4,40,0,3,49,112,10,5,6,24,3,0,30,75,0,3,3,13,0,0,24,51,30,41,25,181,34,15,248,569,0,0,0,0,0,0,21,25,0,0,0,11,3,0,15,32,0,0,0,27,7,3,23,63,0,0,3,21,5,3,21,58,3,7,0,21,4,0,12,44,3,5,5,7,4,0,11,30,0,0,0,0,0,4,11,13,5,12,8,82,25,18,114,264,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,10,14,25,4,3,0,0,3,49,4,11,5,5,0,3,0,26,3,16,0,6,0,0,0,29,6,12,3,9,0,0,0,33,5,7,9,6,0,0,0,20,31,78,21,25,4,3,8,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
LGA53990,0,20,19,207,50,5,50,353,31,134,73,667,37,13,130,1079,52,180,129,777,16,30,162,1346,55,142,170,709,6,24,167,1279,59,125,168,629,12,32,173,1203,73,150,153,608,13,40,236,1271,263,748,712,3682,201,151,980,6741,0,0,0,5,3,0,4,11,0,0,3,4,0,0,0,16,0,3,0,18,0,0,4,23,4,3,4,16,0,0,0,28,0,4,3,6,0,0,0,24,0,6,0,0,0,0,0,9,0,0,5,7,0,0,5,9,0,15,13,57,8,4,15,124,0,0,3,108,57,4,20,189,10,48,26,180,43,9,9,320,71,286,159,421,65,22,30,1064,112,361,225,463,52,46,48,1310,100,296,221,407,32,70,49,1172,91,202,248,312,42,63,55,1004,69,193,211,175,24,61,225,945,446,1381,1091,2064,323,270,430,6013,0,0,0,0,0,0,28,28,0,0,0,0,0,0,30,30
LGA54060,0,0,4,19,5,0,11,38,3,8,4,31,4,0,24,71,3,9,9,57,4,4,36,119,0,16,16,78,3,3,29,151,3,9,21,102,4,0,55,199,8,12,32,137,6,3,87,284,18,61,79,441,23,17,246,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,21,0,0,0,9,3,0,3,12,0,3,9,15,0,3,0,30,4,14,8,28,0,0,0,58,6,34,16,33,4,4,6,106,3,32,40,41,6,0,7,139,9,15,31,33,5,6,9,117,13,26,46,32,15,6,52,184,43,126,141,186,35,20,83,640,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA54130,0,4,0,10,5,0,3,18,0,13,0,23,0,5,4,50,5,5,0,24,3,0,10,46,0,4,6,12,0,4,6,35,3,3,9,23,0,0,18,54,0,0,6,18,0,0,21,41,7,30,20,118,10,3,68,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,21,7,21,3,0,0,52,7,11,11,14,0,6,3,53,0,17,5,7,0,0,0,38,0,10,9,6,0,0,3,30,0,4,5,0,0,3,3,20,10,73,40,50,10,11,14,203,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6
