LGA_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
LGA55110,67,10658,5930,16591,29,27,56,495,825,1322,0,4,6,525,861,1389,933,1011,1938,32693,35795,68492,225,233,458,33849,37044,70892,261,298,555,5871,6668,12542,25,23,51,6160,6988,13143,475,463,936,20969,22472,43435,151,171,323,21593,23103,44697,586,690,1274,15708,18048,33759,69,66,133,16359,18808,35169
LGA55180,6,942,527,1473,6,4,12,63,106,168,0,0,0,61,115,179,124,125,246,3515,3431,6952,24,18,46,3666,3577,7240,23,25,47,483,529,1013,0,7,7,508,560,1068,83,75,153,2565,2464,5032,21,13,35,2674,2555,5231,54,62,112,1235,1317,2555,4,11,11,1291,1391,2682
LGA55250,3,115,25,148,0,7,9,9,3,6,0,0,0,6,6,13,151,156,312,236,108,348,6,5,13,400,274,673,23,37,66,90,43,130,0,0,0,114,82,200,89,95,185,142,56,198,6,5,13,240,158,396,61,89,145,176,86,265,0,0,0,237,173,410
LGA55320,44,6614,3259,9879,8,13,18,388,572,957,0,0,0,394,588,979,317,333,655,40473,43992,84459,143,160,304,40937,44478,85418,94,100,197,6344,7079,13423,20,21,39,6463,7193,13658,185,206,389,27090,29556,56646,106,123,228,27382,29886,57263,189,192,381,17554,19423,36975,53,47,100,17803,19657,37456
LGA55390,0,82,10,96,0,0,0,4,3,12,0,0,0,11,3,12,46,35,81,153,31,186,0,0,0,200,72,270,8,14,21,53,25,76,0,0,0,58,39,98,41,37,73,99,23,120,0,0,0,134,54,191,14,13,30,111,38,143,0,0,0,124,47,170
LGA55460,3,324,132,458,3,0,7,20,38,58,0,0,0,19,40,63,69,66,127,1107,1063,2169,12,12,22,1180,1142,2320,12,9,25,188,177,361,0,0,0,198,186,383,50,38,92,781,734,1514,10,7,20,838,779,1619,23,28,57,444,437,888,0,9,10,475,472,947
LGA55530,0,34,24,58,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,153,116,276,4,4,8,162,128,291,4,4,6,20,12,37,0,0,0,23,17,41,0,3,6,120,81,203,6,0,5,122,89,209,10,5,8,41,37,79,0,0,0,45,44,89
LGA55600,3,217,112,326,0,6,12,5,8,18,0,0,0,6,22,32,105,131,236,779,738,1513,6,7,17,893,872,1762,19,12,35,80,106,183,0,0,3,99,115,220,64,77,135,592,526,1121,12,4,15,668,608,1277,53,57,109,239,278,516,0,3,6,285,337,629
LGA55670,0,52,35,86,0,0,0,4,7,10,0,0,0,4,7,10,30,22,50,203,181,378,0,0,0,226,213,436,4,8,8,29,33,60,0,0,0,34,39,77,28,23,48,148,127,279,0,0,6,171,159,328,7,10,19,64,75,138,0,0,0,72,82,152
LGA55740,0,348,202,551,0,0,0,12,29,40,0,0,0,12,32,43,37,34,79,3294,3680,6974,13,12,25,3346,3729,7078,5,12,21,690,823,1522,0,0,0,702,842,1538,22,26,51,2102,2345,4444,6,10,15,2127,2379,4506,21,21,44,1722,1977,3706,7,3,9,1749,2001,3757
LGA55810,0,48,21,68,0,0,0,3,8,12,0,0,0,3,8,12,26,20,52,120,98,213,0,5,5,143,118,264,5,0,7,27,22,53,0,0,0,34,27,60,21,14,36,77,51,129,0,0,0,100,69,169,8,6,14,59,57,122,0,5,5,68,67,139
LGA55880,0,35,29,67,0,0,0,6,0,9,0,0,0,6,0,9,9,9,15,181,164,348,0,0,0,191,171,367,0,0,0,21,24,46,0,0,0,25,24,45,9,3,10,142,125,269,0,0,0,150,124,279,6,0,6,50,51,97,0,0,0,50,54,105
LGA55950,0,56,19,77,0,0,4,4,3,3,0,0,0,4,3,6,5,6,9,219,197,418,0,0,0,223,205,425,4,0,3,29,19,47,0,0,0,33,24,54,3,7,12,154,129,286,0,0,0,165,131,297,0,0,3,74,75,151,0,0,0,76,74,155
LGA56090,29,4559,2136,6695,14,7,22,190,290,481,0,0,0,200,298,498,368,334,702,15014,15479,30495,80,72,149,15462,15884,31338,75,52,126,1803,1926,3725,9,5,16,1878,1989,3864,218,199,419,11222,11522,22742,63,60,125,11497,11782,23282,167,152,318,4807,5183,9990,19,17,39,4995,5354,10343
LGA56160,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,16,16,29,18,21,42,0,0,0,36,40,72,3,0,3,4,4,13,0,0,0,7,4,19,15,9,26,9,10,18,0,0,0,26,22,50,3,0,11,8,14,25,0,0,0,17,19,38
LGA56230,21,2270,1232,3500,4,4,9,116,183,296,0,0,0,116,189,306,178,182,359,6753,6899,13648,43,46,93,6981,7124,14103,53,47,99,1077,1181,2253,6,12,18,1140,1239,2375,100,93,192,4584,4654,9234,32,33,65,4716,4774,9489,108,112,225,2844,3072,5919,15,15,32,2971,3202,6177
LGA56300,6,177,67,246,0,0,0,5,12,20,0,0,0,5,8,14,17,12,31,575,535,1109,0,6,4,596,552,1145,10,0,10,75,85,162,5,0,3,84,92,177,12,15,24,427,385,813,0,6,4,442,399,840,6,5,11,211,216,431,0,0,0,225,223,444
LGA56370,0,50,20,73,0,0,0,0,3,6,0,0,0,3,3,8,7,9,17,286,267,555,5,4,9,303,284,582,3,4,4,31,30,63,0,0,0,32,38,67,3,4,12,220,202,419,5,4,9,232,209,436,7,3,14,82,84,164,0,0,0,91,86,176
LGA56460,10,463,260,720,0,3,3,21,41,64,0,0,0,24,49,67,86,100,184,1616,1706,3322,16,23,34,1720,1826,3545,25,33,56,313,310,621,0,3,5,337,344,682,56,64,121,1160,1198,2353,19,9,27,1233,1272,2503,44,49,97,687,731,1422,4,10,10,739,790,1527
LGA56580,4,522,299,818,0,0,0,38,46,86,0,0,0,38,46,86,26,26,48,8881,9138,18008,44,32,71,8943,9192,18130,8,18,32,1565,1548,3115,0,3,7,1579,1572,3149,16,9,25,5836,6157,11988,32,25,59,5877,6191,12068,21,25,41,4187,4094,8281,7,10,18,4218,4129,8347
LGA56620,0,24,17,39,0,9,8,0,0,0,0,0,0,0,5,12,487,529,1016,48,45,85,0,0,0,533,572,1105,49,52,98,20,21,38,0,0,0,65,72,141,452,492,946,23,16,32,0,0,0,476,509,982,49,54,102,42,48,89,0,0,0,92,101,195
LGA56730,9,1139,591,1731,7,14,13,66,132,194,0,0,0,66,144,209,275,282,558,3803,3997,7792,36,26,59,4105,4308,8415,61,63,124,610,640,1253,7,3,14,677,704,1387,144,161,304,2725,2802,5522,26,32,55,2890,2989,5883,140,148,289,1472,1629,3105,7,10,19,1628,1780,3404
LGA56790,0,388,146,535,0,0,0,10,20,32,0,0,0,10,17,30,69,74,142,1149,1020,2171,19,16,35,1231,1111,2346,18,13,37,185,177,367,0,0,6,208,197,402,48,59,102,895,778,1674,14,13,26,952,849,1800,32,28,57,394,373,770,0,7,3,427,403,833
LGA56860,0,16,7,29,0,0,0,4,0,4,0,0,0,4,0,4,5,9,10,85,75,158,7,3,10,92,86,177,0,0,0,12,8,20,0,0,0,12,8,20,0,4,4,62,55,114,3,3,5,62,57,121,0,4,4,35,26,58,0,0,6,36,30,64
LGA56930,0,31,18,50,0,0,0,0,6,6,0,0,0,0,6,6,0,18,18,568,747,1311,0,3,8,569,768,1333,0,3,8,75,103,184,0,0,0,81,104,185,0,8,8,372,440,811,0,6,5,376,450,824,0,23,19,242,384,622,0,3,4,242,405,643
LGA57000,0,63,23,79,0,0,0,3,5,4,0,0,0,3,5,4,5,12,18,206,141,347,3,0,0,215,151,369,0,0,0,37,23,66,0,0,0,37,31,65,4,4,13,160,107,264,0,0,4,164,115,274,3,6,10,78,55,136,0,0,0,85,59,144
LGA57080,11,1390,741,2134,12,11,21,126,123,252,0,0,0,136,135,269,88,96,186,8721,7954,16672,26,18,45,8832,8066,16900,77,76,155,4308,4125,8430,9,8,14,4394,4206,8596,27,27,50,3063,2805,5869,11,9,20,3102,2838,5940,135,141,278,9602,8898,18497,16,15,34,9748,9056,18805
LGA57140,0,102,47,153,0,0,0,6,12,19,0,0,0,5,12,15,44,41,83,387,367,755,7,8,10,440,411,848,0,10,14,57,43,107,0,0,0,61,60,124,33,21,54,301,278,578,4,8,11,336,302,642,10,24,37,127,117,246,6,0,9,140,146,282
LGA57210,10,518,319,832,3,0,3,37,62,100,0,0,0,39,64,104,75,73,145,2017,1932,3948,28,22,56,2118,2034,4156,3,17,28,247,262,508,0,0,4,255,279,541,37,46,79,1430,1370,2801,26,16,39,1490,1427,2922,37,38,77,742,744,1485,7,8,20,785,793,1579
LGA57280,12,2088,747,2837,31,53,85,50,116,165,0,0,0,81,170,250,1080,1075,2155,3962,3457,7423,31,34,61,5067,4567,9640,291,303,592,1431,1399,2834,8,4,12,1729,1705,3436,544,550,1089,1491,1157,2648,24,24,38,2051,1724,3780,665,691,1351,3465,3297,6767,14,16,28,4147,4005,8153
LGA57350,0,71,39,116,0,0,0,6,3,9,0,0,0,5,3,12,28,30,60,271,294,562,0,0,0,300,321,622,10,9,18,23,43,65,0,0,0,27,49,81,19,26,42,202,220,422,0,0,0,222,245,466,11,9,19,72,105,176,0,0,0,87,109,201
LGA57420,0,239,94,329,0,4,4,8,12,23,0,0,0,8,17,26,21,25,41,740,652,1385,7,9,14,764,686,1447,11,18,23,188,174,363,0,0,5,201,191,397,16,13,27,426,362,788,6,9,12,445,380,829,15,18,33,436,401,837,0,3,3,452,424,875
LGA57490,91,16559,9656,26213,32,52,91,869,1305,2170,4,3,5,903,1361,2265,1393,1436,2824,51191,53288,104482,251,231,478,52835,54948,107785,332,329,655,8592,9326,17915,41,40,82,8961,9696,18656,697,687,1387,33611,34534,68147,187,157,341,34498,35381,69880,808,859,1668,22288,24623,46918,76,85,159,23169,25571,48737
LGA57630,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,56,0,0,0,35,23,56,0,0,0,10,4,20,0,0,0,10,9,20,0,0,0,30,17,43,0,0,0,30,17,43,0,0,0,16,11,26,0,0,0,16,13,27
LGA57700,31,3980,2211,6192,11,13,22,161,263,421,0,0,0,172,277,446,331,328,661,12453,12858,25314,62,57,116,12851,13247,26096,65,98,161,1744,1908,3655,10,12,16,1818,2009,3830,177,185,370,8316,8252,16571,46,36,83,8545,8475,17024,150,195,346,4794,5408,10206,17,23,38,4960,5622,10585
LGA57770,3,125,46,170,0,0,0,5,11,15,0,0,0,5,11,15,52,31,84,282,274,563,4,7,10,339,307,651,9,4,13,75,101,175,0,0,0,88,103,192,35,15,50,158,161,318,5,0,3,199,179,374,24,15,38,188,194,381,0,0,0,204,206,414
LGA57840,6,2245,1283,3526,6,5,15,138,199,340,0,0,0,148,210,352,227,202,425,16242,16989,33233,38,58,95,16501,17258,33762,84,79,158,3459,3633,7085,13,12,24,3549,3723,7268,88,95,182,9688,10424,20109,24,39,56,9792,10555,20349,198,164,367,9108,9311,18419,21,24,41,9325,9503,18824
LGA57910,84,15790,8481,24273,25,31,55,820,1262,2081,0,6,6,846,1293,2144,984,1036,2017,86329,92326,178655,322,355,673,87629,93714,181348,211,242,451,15033,16110,31141,40,32,75,15288,16383,31669,510,563,1075,53696,57914,111606,223,247,469,54427,58728,113151,547,630,1178,42049,45285,87334,105,102,208,42706,46010,88715
LGA57980,7,509,345,852,3,0,3,44,56,103,0,0,0,48,53,102,37,29,70,6211,6830,13041,16,11,28,6268,6875,13142,23,28,45,1446,1680,3127,11,9,20,1479,1715,3197,18,17,38,3577,4032,7618,7,7,18,3608,4061,7669,37,44,78,3710,4136,7847,14,14,22,3758,4186,7945
LGA58050,67,15837,9094,24934,46,59,102,932,1208,2136,0,5,4,976,1266,2249,2012,2029,4038,59457,60419,119883,235,235,470,61703,62687,124395,451,488,941,8790,9298,18087,34,34,69,9271,9823,19095,1060,1048,2106,38924,39107,78030,167,160,331,40150,40316,80464,1112,1195,2303,24701,26401,51099,85,80,161,25889,27680,53571
LGA58190,0,29,14,48,0,0,0,0,8,7,0,0,0,0,8,7,8,17,25,158,113,269,0,0,4,169,129,300,0,0,0,8,9,20,0,0,0,10,9,22,9,13,20,119,85,206,0,0,4,130,97,230,6,3,9,41,29,72,0,0,0,45,34,80
LGA58260,0,47,24,73,0,0,0,0,5,7,0,0,0,0,5,7,18,18,36,192,166,355,0,0,0,210,183,391,5,4,20,34,34,67,0,0,3,44,43,80,6,10,19,141,125,263,0,0,0,147,137,284,12,14,22,71,62,132,0,3,5,85,73,162
LGA58330,9,592,251,845,0,0,0,23,40,60,0,0,0,19,40,62,60,46,106,1696,1636,3329,24,21,42,1777,1704,3478,9,14,24,261,264,523,0,0,0,271,275,548,35,28,63,1263,1216,2478,17,19,36,1319,1258,2578,33,28,54,632,612,1245,0,4,5,668,640,1310
LGA58400,0,36,13,47,0,0,0,0,0,0,0,0,0,0,3,3,3,10,10,109,97,210,3,0,3,119,106,223,0,0,3,11,10,21,0,0,0,14,13,28,3,4,12,87,74,152,3,0,3,88,78,166,3,0,5,36,35,75,0,0,0,38,41,77
LGA58470,0,19,3,23,0,0,0,0,0,0,0,0,0,0,0,0,47,35,77,17,16,37,0,5,5,69,49,117,8,6,11,8,18,28,0,0,0,16,20,37,20,20,40,11,10,24,0,0,0,35,32,62,18,14,37,20,23,36,0,0,0,43,35,72
LGA58510,8,2543,1403,3948,12,7,18,183,227,406,0,0,0,195,231,425,252,226,478,13031,13312,26343,46,46,98,13335,13582,26919,77,76,150,3495,3353,6847,9,10,20,3575,3438,7012,130,111,241,7237,7456,14692,33,28,58,7398,7596,14993,168,169,332,8475,8334,16804,16,23,44,8658,8518,17180
LGA58540,3,70,32,100,0,0,0,0,8,13,0,0,0,0,8,13,13,12,27,323,286,601,3,0,3,340,294,636,3,0,3,24,28,51,0,0,3,29,32,61,10,10,22,247,216,458,3,0,3,262,220,481,8,3,9,88,88,176,0,0,3,91,94,193
LGA58570,6,2018,1068,3086,0,4,4,115,178,298,0,0,0,120,182,303,103,123,223,13506,13556,27065,34,29,64,13643,13710,27349,43,38,83,3282,3509,6794,4,4,9,3331,3557,6885,51,51,102,7529,7782,15315,23,20,36,7596,7858,15458,86,101,192,8407,8582,16983,14,10,21,8509,8692,17203
LGA58610,0,164,83,240,0,0,0,9,5,15,0,0,0,9,5,15,16,9,28,649,626,1275,7,3,15,670,644,1317,14,7,18,90,110,192,3,0,7,100,119,216,10,6,19,496,489,986,6,3,17,515,503,1019,11,12,19,207,215,421,3,0,7,219,226,441
LGA58680,0,59,31,83,0,0,0,0,0,0,0,0,0,3,0,3,0,6,8,193,166,356,3,0,3,199,173,371,0,0,0,30,22,54,0,0,0,34,24,60,3,3,4,136,111,251,3,0,3,144,113,258,4,4,3,78,69,149,0,0,0,83,74,156
LGA58760,118,21938,12074,34012,43,60,101,1162,1774,2938,3,5,8,1207,1842,3049,1475,1614,3093,82447,85874,168326,294,300,598,84225,87795,172015,337,366,700,11880,12909,24788,51,50,103,12263,13325,25592,787,848,1631,54653,55869,110524,217,224,443,55660,56934,112588,792,886,1676,33698,37023,70726,87,104,191,34580,38013,72599
LGA58820,5,548,295,842,5,7,13,15,47,65,0,0,0,21,51,76,63,58,119,1575,1607,3186,8,10,21,1645,1677,3323,20,17,34,229,248,478,3,3,9,256,267,517,38,26,64,1160,1151,2311,8,11,15,1204,1188,2387,30,41,72,563,621,1183,9,3,10,605,661,1266
LGA58890,0,74,33,108,0,4,4,6,4,14,0,0,0,6,10,14,15,8,18,320,269,590,0,0,0,333,278,615,6,5,8,17,23,44,0,0,0,25,21,49,9,8,17,259,208,469,0,0,0,268,215,487,5,7,12,74,76,148,0,0,0,78,79,161
LGA59030,0,21,17,37,0,0,0,0,3,3,0,0,0,0,3,3,0,3,4,100,91,191,0,0,0,103,92,194,0,0,0,12,9,18,0,0,0,12,9,18,0,0,0,72,66,136,0,0,0,71,68,134,0,0,4,32,33,58,0,0,0,32,32,65
LGA59100,0,52,35,87,0,0,0,0,6,5,0,0,0,0,6,5,9,9,15,264,238,501,3,0,6,275,244,526,0,0,0,21,31,55,0,0,0,27,31,57,10,4,11,205,185,390,0,0,0,219,185,409,0,6,7,66,71,134,0,0,0,68,70,145
LGA59170,0,82,55,138,0,0,0,5,7,14,0,0,0,5,7,14,7,10,16,400,369,764,3,0,7,410,375,790,0,0,0,47,51,97,0,0,0,48,51,100,0,5,4,303,270,569,0,0,0,300,274,579,3,4,11,124,122,244,0,0,0,127,124,258
LGA59250,0,62,16,79,0,0,0,4,4,3,0,0,0,4,3,4,54,69,124,116,53,173,0,0,0,174,116,294,10,3,15,43,20,60,0,0,0,52,22,74,48,49,96,69,19,88,0,0,0,112,69,181,14,17,25,88,40,131,0,0,0,105,59,160
LGA59310,4,151,66,219,0,0,0,8,19,26,0,0,0,7,19,26,29,30,57,512,445,960,8,8,10,551,485,1030,5,3,10,69,68,139,0,0,0,73,71,145,17,16,35,378,307,684,10,3,15,399,328,729,15,12,30,177,187,359,0,0,5,194,199,395
LGA59320,0,37,28,65,0,0,0,3,6,16,0,0,0,3,6,16,9,0,7,179,163,349,4,0,4,189,168,357,0,0,0,22,22,47,0,0,0,23,22,42,3,0,6,135,111,246,4,0,4,144,112,258,0,0,0,54,60,112,0,0,0,53,60,111
LGA59330,0,41,24,63,0,0,0,0,6,7,0,0,0,0,6,10,6,17,19,176,163,335,3,0,3,181,180,355,9,0,8,28,25,54,0,0,0,35,28,66,7,8,13,129,113,249,3,0,3,139,121,259,9,5,16,66,63,132,0,0,0,81,66,145
LGA59340,3,633,290,925,19,38,51,12,27,42,0,0,0,29,61,96,943,1085,2023,1366,1283,2646,31,27,57,2330,2394,4726,142,174,320,479,524,1002,5,12,18,632,706,1338,584,698,1284,748,668,1416,16,16,32,1349,1382,2731,378,450,829,985,1041,2025,18,13,33,1382,1502,2883
LGA59350,0,39,8,51,0,4,4,0,0,0,0,0,0,0,4,0,30,27,58,73,29,100,0,0,0,96,53,151,9,6,10,21,7,30,0,0,0,30,13,43,27,23,46,46,16,61,0,0,0,70,41,113,9,7,13,41,13,56,0,0,0,49,21,69
LGA59360,0,137,39,170,0,0,4,6,8,12,0,0,0,3,13,16,7,10,13,458,304,768,5,8,9,478,318,794,7,3,9,97,69,167,0,0,0,103,69,180,7,8,9,319,203,526,6,5,8,337,210,545,3,9,8,206,147,356,0,0,0,207,157,367
LGA59370,0,354,173,528,0,5,5,19,20,40,0,0,0,18,27,46,46,60,111,1290,1299,2585,20,13,34,1354,1374,2730,15,18,32,181,191,371,0,6,9,201,206,408,35,34,62,952,949,1902,16,11,25,995,994,1989,32,37,69,475,499,975,6,7,8,510,539,1051
LGA59499,7,662,286,946,6,6,15,33,45,74,0,0,0,39,49,85,90,65,159,543,370,912,15,4,16,650,443,1089,104,124,228,1625,1531,3156,12,7,24,1743,1662,3403,50,41,91,305,192,499,12,0,11,365,234,595,121,127,248,1770,1627,3393,12,12,22,1901,1766,3664
LGA59799,0,100,3,100,0,0,0,0,3,4,0,0,0,3,3,4,8,3,7,196,26,225,3,0,3,200,24,229,5,0,5,56,10,66,0,0,0,55,10,71,8,3,9,117,10,130,6,0,6,123,16,139,0,0,0,136,24,158,0,0,0,137,24,163
