LGA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
LGA52170,0,0,0,210,330,541,0,0,0,211,330,542,0,0,0,224,240,467,0,0,0,229,240,472,0,0,0,135,146,282,0,0,0,137,146,280,0,0,0,23,25,52,0,0,0,23,25,52,0,0,0,94,50,149,0,0,0,97,56,150,0,0,0,204,96,306,0,0,0,208,96,306,0,0,0,21,19,42,3,0,3,21,19,39,0,0,0,30,45,77,0,0,0,31,52,80,0,4,4,180,265,450,0,0,4,185,266,453,0,0,0,25,22,44,0,0,0,25,20,43,0,0,0,186,278,462,0,0,0,186,278,462,8,11,20,2645,2618,5268,0,13,12,2656,2642,5298,0,0,0,137,157,298,151,115,265,292,272,563,10,18,29,3781,3877,7653,157,130,285,3943,4027,7970,8,11,20,2755,2779,5534,0,13,12,2763,2801,5565,0,5,4,694,697,1395,0,4,8,697,707,1408,0,0,4,128,177,304,0,0
LGA52240,0,0,3,51,50,103,0,0,0,54,53,105,0,0,3,45,50,94,0,0,0,53,47,102,0,0,0,18,17,43,0,0,0,18,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,21,61,0,0,0,36,24,62,0,0,0,31,12,43,0,0,0,30,12,50,0,0,0,4,0,8,0,0,0,0,0,3,0,0,0,13,12,18,0,0,0,8,12,21,0,5,3,27,53,80,0,0,0,30,55,88,0,0,0,8,9,15,0,0,0,8,9,15,0,0,0,46,41,86,0,0,0,46,43,89,3,6,11,297,268,568,4,4,10,311,284,592,0,3,6,16,13,34,55,48,103,70,73,138,11,17,25,502,451,960,52,59,112,572,532,1100,3,9,15,326,288,614,4,4,10,334,307,642,3,4,4,110,94,200,0,0,0,110,97,209,0,0,0,30,36,68,0,0
LGA52310,0,0,0,53,56,106,0,4,3,49,59,110,0,0,0,36,25,60,0,0,0,36,29,63,0,0,0,13,21,39,0,0,0,18,24,36,0,0,0,5,0,0,0,0,5,0,4,4,0,0,0,37,26,61,0,0,0,44,26,61,0,0,0,37,13,54,4,0,4,43,13,59,0,0,0,4,3,11,0,0,0,4,3,11,0,0,0,12,14,25,0,0,0,13,14,26,0,0,0,36,44,76,0,0,0,36,41,85,0,0,0,4,4,6,0,0,0,9,4,9,0,0,0,35,44,80,0,0,0,35,40,76,4,0,8,248,218,463,0,3,3,251,224,470,0,0,0,18,17,36,39,34,70,52,51,109,8,4,14,419,386,808,44,39,79,470,426,902,4,3,8,261,236,493,0,3,3,267,242,506,0,0,4,92,82,177,0,0,6,97,88,179,5,0,5,31,27,56,0,0
LGA52380,6,0,6,8,17,19,0,0,0,12,17,24,0,0,0,6,7,8,0,0,0,12,7,14,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,18,0,0,0,8,6,18,3,0,3,9,0,9,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,5,0,0,0,4,4,9,0,0,4,8,9,16,0,0,0,8,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,15,0,0,0,10,3,17,9,0,11,72,21,97,0,0,0,79,30,104,0,0,0,5,3,9,13,13,31,21,18,42,14,5,14,115,55,174,17,13,29,147,73,215,9,0,11,78,24,103,0,0,0,83,30,111,0,0,0,20,21,40,0,0,0,20,21,40,6,0,0,10,5,16,0,0
LGA52450,5,0,5,49,52,104,0,0,0,54,61,114,3,5,9,63,49,118,0,0,0,66,61,125,0,0,0,19,16,32,0,0,0,18,16,39,0,0,0,0,0,4,0,0,0,0,0,4,4,3,6,39,17,53,0,0,0,41,23,64,3,5,5,30,17,42,0,0,0,34,19,50,0,0,6,9,5,10,0,0,0,10,5,16,0,0,0,17,8,29,0,0,0,23,11,29,0,0,0,43,44,83,0,0,0,40,46,85,0,0,0,7,0,9,0,0,0,7,0,9,0,3,0,40,43,82,0,0,0,42,44,88,18,6,20,389,364,754,0,0,0,406,371,777,0,0,0,18,15,31,42,49,91,62,58,126,22,16,41,610,556,1165,50,43,93,680,618,1302,14,6,25,412,389,801,0,0,0,429,399,826,3,0,5,117,111,231,0,0,0,121,118,240,0,0,0,37,31,62,0,0
LGA52520,0,6,6,31,33,65,0,0,0,31,42,76,3,8,11,48,39,86,0,0,0,46,49,97,0,0,0,14,22,32,0,3,3,14,21,36,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,31,18,52,0,0,0,35,25,60,0,0,4,20,17,29,0,0,0,17,17,37,0,0,0,3,8,13,0,0,0,3,8,10,4,0,4,9,8,16,0,0,0,14,8,19,0,6,10,29,45,77,0,0,0,32,56,82,0,0,0,5,9,9,0,0,0,5,6,11,0,7,9,32,34,67,0,0,0,35,39,75,26,28,52,379,344,727,0,0,0,410,370,773,3,3,4,29,19,45,106,94,203,135,121,258,38,45,84,570,519,1087,104,101,204,720,660,1379,26,27,52,395,358,758,0,0,0,426,386,809,4,7,13,105,106,212,0,0,0,113,111,224,0,9,11,31,21,56,0,0
LGA52590,4,5,6,168,217,382,0,4,0,172,220,394,10,3,15,97,107,207,3,0,3,113,115,228,0,0,3,69,63,130,0,0,0,71,65,135,0,0,0,7,9,9,0,0,0,7,10,14,7,9,8,108,58,163,3,0,3,114,62,174,0,0,0,119,44,159,0,0,0,122,42,163,0,0,0,15,5,27,3,0,3,19,5,28,0,4,4,43,32,71,0,0,0,47,30,73,5,7,13,98,141,237,0,0,4,105,149,257,0,0,4,14,7,26,0,0,0,17,17,31,0,3,8,90,97,190,0,0,0,92,102,199,28,26,54,946,827,1776,9,12,22,982,870,1855,0,3,3,55,47,110,192,113,298,247,167,413,48,49,96,1535,1391,2928,209,132,335,1790,1567,3355,28,27,58,989,869,1862,13,12,21,1025,913,1940,14,6,23,318,323,642,5,0,6,337,337,670,5,3,13,111,99,209,0,4
LGA52660,10,15,25,548,926,1475,5,11,11,567,945,1510,33,20,50,575,640,1215,3,3,7,608,666,1277,3,8,13,219,222,440,0,4,3,221,232,460,0,0,0,35,53,91,0,0,0,37,57,88,9,17,29,399,306,708,5,9,12,413,330,748,12,4,15,335,192,526,0,0,5,349,196,540,0,0,6,65,56,117,0,0,4,65,54,126,0,0,3,135,138,274,4,6,4,136,143,281,24,27,49,525,846,1370,0,5,10,548,873,1422,7,0,7,77,61,141,0,5,3,77,60,140,13,12,25,494,605,1095,0,0,3,503,620,1121,125,133,264,4103,3922,8032,17,25,40,4246,4084,8325,11,17,30,283,298,586,412,315,724,704,633,1336,206,229,435,6641,6820,13462,439,346,785,7281,7406,14686,132,139,268,4385,4204,8586,17,25,40,4532,4367,8894,45,54,105,1342,1547,2885,10,8,14,1397,1605,3006,10,13,25,428,532,962,3,6
LGA52730,0,7,8,296,440,735,0,3,4,300,444,740,5,5,14,190,287,479,3,0,3,198,295,494,0,0,0,133,112,252,0,0,0,133,119,253,0,0,0,11,28,39,0,0,0,11,28,39,0,0,0,159,118,273,0,0,0,165,114,278,0,0,0,182,69,253,0,0,0,182,70,255,0,0,0,24,22,38,0,0,0,24,22,40,0,3,3,72,68,138,0,0,0,72,67,140,4,10,15,222,323,546,6,0,8,229,338,570,0,0,0,20,24,46,0,0,0,20,24,46,6,3,9,213,274,488,0,4,4,221,281,496,19,25,45,1671,1670,3338,15,19,34,1700,1714,3414,0,0,3,114,106,222,268,247,519,390,354,745,31,47,77,2762,2912,5669,292,271,563,3084,3226,6310,22,26,45,1766,1772,3537,15,20,34,1799,1817,3617,6,10,14,576,713,1287,6,3,6,580,725,1306,0,11,11,216,221,437,3,0
LGA52800,31,58,86,61,66,123,3,0,3,97,122,215,41,95,138,52,79,128,0,0,0,90,177,269,15,20,36,33,16,50,0,0,0,42,33,81,8,19,30,9,0,5,0,0,0,17,20,37,128,195,322,50,26,72,0,0,0,177,223,399,55,66,125,34,15,51,0,0,0,90,85,174,28,40,65,8,5,14,0,0,0,37,43,86,9,12,24,21,12,31,0,0,0,30,20,50,39,41,84,46,78,122,0,0,0,82,126,212,12,11,25,11,0,15,0,0,0,18,15,36,83,105,188,60,39,102,0,0,6,139,146,288,1523,1492,3009,644,596,1237,3,12,12,2166,2089,4258,313,173,484,40,34,69,473,525,1001,824,736,1554,2159,2108,4267,925,863,1789,487,536,1024,3568,3510,7075,1583,1550,3128,675,615,1288,3,10,17,2261,2166,4433,199,268,466,151,161,309,6,0,6,351,428,779,48,81,131,47,45,87,0,0
LGA52870,4,8,11,268,428,694,3,9,6,272,435,709,3,5,9,187,242,429,5,3,10,191,253,441,0,0,0,93,115,207,0,0,0,93,116,206,0,0,0,15,29,42,0,0,3,19,30,45,0,0,9,161,130,287,8,3,11,169,138,304,3,0,3,174,103,284,3,0,4,183,109,290,0,0,0,25,27,46,0,0,0,25,24,45,3,0,3,68,54,117,0,0,0,69,50,124,9,13,25,219,316,533,3,3,5,233,329,564,0,0,0,46,28,67,0,0,0,45,31,73,4,7,9,207,256,461,0,0,0,214,265,475,43,52,97,1692,1686,3375,14,11,23,1750,1746,3497,7,4,9,81,89,175,190,147,338,277,241,517,75,79,153,2753,2859,5612,218,173,391,3039,3112,6155,48,55,103,1807,1792,3600,14,11,23,1868,1862,3729,13,16,29,595,646,1245,12,8,23,623,670,1293,5,3,9,185,224,411,4,0
LGA52940,0,0,0,39,53,91,0,0,0,39,57,93,0,0,0,39,42,74,0,0,0,35,35,71,0,0,0,13,17,32,0,0,0,13,17,32,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,36,26,62,0,0,0,38,26,63,0,0,0,23,12,31,0,0,0,19,12,32,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,5,12,19,0,0,0,5,12,19,0,5,5,25,39,65,0,0,0,21,40,67,0,0,0,4,8,10,0,0,0,4,8,10,4,0,4,21,33,51,0,0,0,26,35,60,14,9,23,178,158,331,0,4,4,195,166,360,0,0,0,9,5,17,32,18,52,46,28,67,14,15,34,320,307,622,39,21,56,374,337,715,14,9,23,187,166,355,0,4,4,204,179,380,0,7,7,79,79,156,0,0,0,79,81,157,0,0,0,36,37,74,4,0
LGA53010,0,0,0,25,40,62,0,0,0,26,39,64,0,5,5,23,32,57,0,0,0,23,34,60,0,0,0,7,13,18,0,0,0,7,13,18,0,0,0,0,5,5,0,0,0,0,5,5,3,3,5,18,23,34,0,0,0,14,22,38,0,0,0,20,14,28,0,0,0,20,14,28,0,0,0,6,3,4,0,0,0,6,3,4,0,0,0,5,9,19,0,0,0,5,9,19,0,3,3,19,28,54,0,0,0,26,34,56,0,0,0,6,3,4,0,0,0,6,3,4,3,6,9,14,17,31,0,0,0,21,18,42,4,7,9,183,146,331,0,0,0,188,157,343,0,0,0,10,12,21,62,45,108,70,60,134,12,16,28,279,258,540,59,46,106,353,323,681,10,7,13,188,155,343,0,0,0,200,165,357,0,3,8,50,53,106,0,0,0,53,61,113,0,6,6,22,24,42,0,0
LGA53080,0,0,4,29,33,62,0,3,0,35,37,69,4,8,15,22,20,39,0,5,5,28,29,57,0,0,0,8,13,21,0,0,0,8,13,22,0,0,0,0,0,0,0,0,0,0,0,3,6,4,11,20,17,40,0,0,0,30,27,49,0,0,4,21,11,34,0,0,0,27,13,42,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,15,9,31,0,3,3,15,13,28,6,0,4,29,23,51,0,0,0,29,29,57,0,0,0,7,9,16,0,0,0,7,9,16,5,0,5,26,15,38,0,3,3,25,21,47,22,21,38,131,106,235,4,4,9,154,125,279,11,4,19,15,4,16,64,55,120,92,68,159,50,44,93,246,196,446,73,65,139,372,305,677,25,20,44,138,115,252,4,4,9,169,137,303,7,18,26,50,44,95,3,5,5,67,61,131,4,0,4,28,19,44,0,3
LGA53150,0,7,7,212,349,555,4,0,4,211,353,567,3,6,5,234,262,503,0,0,4,241,272,510,0,0,0,124,141,267,0,0,0,126,141,272,0,0,0,34,37,72,0,0,4,33,37,73,0,0,0,123,73,199,0,0,0,123,73,199,0,0,0,192,78,265,0,0,3,196,80,272,0,0,0,32,18,43,0,0,0,32,18,43,0,0,6,47,49,101,0,0,0,52,53,105,4,4,10,238,402,641,3,0,3,247,403,646,0,0,0,35,26,60,0,0,0,31,26,62,0,4,4,260,328,581,3,0,0,259,331,586,24,25,46,2275,2452,4727,7,8,24,2311,2483,4792,4,0,4,144,175,316,153,149,297,302,317,617,35,37,69,3512,3901,7414,172,162,333,3721,4102,7819,24,24,47,2429,2640,5069,12,8,23,2461,2674,5137,6,8,9,702,834,1530,3,3,5,707,839,1547,5,3,7,175,202,378,0,0
LGA53220,15,10,31,93,75,170,0,0,0,113,84,196,34,56,89,221,163,379,0,0,0,251,217,473,4,0,3,30,29,61,0,0,0,35,30,62,0,3,3,3,0,3,0,0,0,3,3,10,64,80,148,111,37,150,7,0,7,180,118,299,37,35,72,62,21,81,4,0,4,100,47,150,9,11,26,9,3,10,0,0,0,18,21,34,8,0,13,20,13,29,0,0,0,30,12,47,26,20,51,147,175,326,0,0,3,174,198,371,3,0,3,7,0,10,0,0,0,13,4,14,37,44,84,113,104,215,0,0,0,150,143,300,703,611,1312,2831,1571,4405,27,7,38,3559,2193,5751,45,37,84,142,71,215,1683,549,2230,1871,656,2524,916,826,1746,3627,2117,5738,1712,560,2275,6256,3504,9760,725,632,1351,2911,1637,4546,27,10,39,3660,2275,5935,111,116,220,479,323,804,4,0,6,589,435,1029,24,34,65,77,66,143,0,0
LGA53290,10,25,39,448,649,1097,5,12,15,461,685,1149,23,28,52,498,586,1084,5,4,8,522,624,1145,6,4,14,202,187,386,5,3,8,213,199,411,0,0,3,32,53,91,0,0,0,34,59,92,22,24,39,344,261,602,3,3,9,369,285,652,12,10,18,330,208,537,0,0,3,338,221,558,0,6,6,61,44,108,0,0,0,64,47,110,5,10,15,118,124,235,0,0,0,118,129,249,24,34,56,392,584,975,4,3,7,416,614,1034,0,0,0,67,41,109,0,0,0,67,44,116,20,19,33,341,412,749,4,3,5,365,428,790,192,178,368,3830,3713,7535,30,36,65,4049,3918,7968,33,20,57,214,181,392,705,607,1313,954,809,1760,313,294,601,5932,5940,11869,746,663,1413,6990,6891,13883,203,180,381,3997,3887,7886,27,36,62,4228,4099,8329,57,56,120,1204,1281,2480,14,13,24,1268,1354,2622,12,14,28,352,397,748,0,4
LGA53360,4,0,4,87,94,185,3,0,3,99,94,190,0,7,4,69,71,142,0,0,0,73,75,149,5,0,5,43,27,68,0,0,0,44,27,66,0,0,0,3,7,12,0,0,0,3,7,12,3,0,3,59,30,88,0,0,0,60,30,90,0,0,0,47,20,67,0,0,0,51,20,71,0,0,0,8,4,14,0,0,0,7,4,16,0,0,0,16,14,33,0,0,0,23,14,33,4,3,6,58,93,157,3,0,3,65,100,166,0,0,0,9,5,14,0,0,0,9,5,14,5,3,8,79,85,161,0,0,0,82,85,165,39,31,64,1001,947,1953,11,22,29,1047,994,2045,4,0,4,50,59,106,151,110,252,204,163,367,53,38,90,1397,1313,2709,161,123,291,1613,1476,3085,41,31,71,1053,992,2044,11,22,29,1105,1045,2144,4,4,9,211,197,408,5,0,5,218,205,421,4,0,4,48,51,100,0,0
LGA53430,13,22,36,960,1649,2609,6,11,13,978,1686,2659,26,36,65,998,1235,2231,0,8,4,1022,1278,2298,7,6,14,518,548,1065,3,8,9,530,559,1084,0,0,0,128,174,293,0,0,0,128,175,297,17,14,35,576,485,1054,3,3,11,597,501,1098,17,7,19,743,444,1189,6,3,9,760,457,1218,0,3,5,142,108,249,0,0,0,140,111,250,4,10,14,269,275,542,0,4,3,273,289,560,40,57,100,1262,1925,3187,3,6,13,1310,1990,3304,6,0,4,160,106,260,0,0,4,161,112,273,17,31,53,1117,1566,2685,4,3,7,1141,1600,2745,151,157,311,9132,9232,18364,30,19,52,9311,9408,18721,25,14,37,573,591,1161,930,714,1647,1526,1318,2840,263,282,552,14265,15363,29631,981,767,1742,15510,16419,31930,156,164,321,9723,9980,19700,34,28,57,9906,10171,20075,62,71,133,2808,3326,6123,10,14,25,2879,3407,6284,16,19,40,775,1008,1786,3,3
LGA53570,3,5,13,256,332,584,3,0,3,267,333,603,11,5,18,151,217,375,0,3,6,167,230,396,3,0,4,102,89,197,4,0,5,108,94,202,0,0,0,14,12,26,0,0,0,14,12,26,3,0,5,177,89,266,0,0,0,183,91,272,0,0,3,214,105,319,3,0,3,220,105,323,0,0,0,24,17,44,0,0,0,24,17,44,0,0,6,87,60,145,4,0,4,90,63,150,7,6,17,151,216,368,4,0,4,164,224,388,0,0,0,37,36,72,0,0,0,37,37,80,4,3,14,161,184,341,0,0,0,166,186,352,45,45,89,1551,1484,3037,38,20,60,1638,1543,3188,9,3,13,104,83,186,231,150,382,344,240,582,77,66,144,2553,2421,4977,284,174,457,2914,2660,5576,43,48,95,1630,1574,3197,38,20,60,1713,1636,3353,18,3,26,552,506,1060,5,6,11,581,518,1097,3,5,10,176,174,349,3,0
LGA53640,4,0,8,43,50,98,0,0,0,48,57,103,5,7,5,34,31,66,0,0,0,32,38,73,0,3,3,19,15,34,0,0,0,19,15,37,0,0,0,0,4,8,0,0,0,0,4,8,5,5,3,35,19,56,0,0,0,36,24,63,3,4,6,30,8,37,0,0,0,30,11,40,0,0,0,4,0,10,0,0,0,4,0,10,0,0,0,10,9,16,0,0,0,10,5,21,0,0,4,44,69,109,0,0,0,46,69,118,0,0,0,3,6,15,0,0,0,3,8,12,3,0,3,30,28,64,0,0,0,34,33,66,23,25,54,358,297,657,0,0,0,386,321,706,6,11,15,28,17,42,50,38,95,80,64,148,44,51,93,554,471,1024,52,39,93,650,564,1215,22,30,54,378,310,690,0,0,0,406,339,742,14,7,20,105,95,195,0,0,0,115,103,218,0,4,3,28,35,69,0,0
LGA53710,3,0,3,40,50,91,0,0,0,41,50,95,0,0,0,31,33,68,0,0,0,32,33,71,0,0,0,22,17,40,0,0,0,19,17,42,0,0,0,0,5,11,0,0,0,5,5,12,0,6,5,41,16,57,0,0,0,41,20,59,0,0,6,36,22,63,0,0,0,40,26,66,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,10,10,19,0,0,0,11,10,25,0,0,0,36,54,86,0,0,0,36,52,85,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,31,35,62,0,0,0,31,31,64,10,8,19,243,230,469,0,0,7,247,245,492,3,0,8,18,12,27,51,48,98,65,62,134,15,19,37,421,404,823,51,53,100,486,470,955,10,8,19,257,249,506,0,0,7,268,258,529,5,8,5,106,89,194,0,0,0,111,93,205,0,0,0,27,29,61,0,0
LGA53780,55,120,174,2944,5476,8418,21,42,62,3016,5637,8651,152,245,398,3687,4749,8437,11,14,27,3845,5005,8859,16,21,39,1261,1443,2710,16,13,23,1290,1476,2767,5,9,13,246,358,602,0,7,6,254,368,625,112,128,243,3603,3083,6687,19,13,30,3730,3221,6955,57,65,124,2551,1599,4151,10,10,19,2621,1670,4297,19,26,43,509,459,967,3,0,4,535,484,1023,18,30,47,928,987,1911,6,12,20,953,1033,1983,142,246,383,3335,5320,8662,11,12,23,3495,5574,9068,13,7,23,504,415,916,3,3,8,525,425,947,117,145,257,3930,4870,8794,18,16,33,4056,5029,9085,874,850,1729,40086,38084,78172,129,98,227,41091,39035,80129,448,207,658,2845,2289,5138,2602,2194,4801,5904,4696,10596,1777,1667,3448,58902,58843,117744,2807,2375,5182,63485,62887,126376,933,914,1843,42352,40440,82793,139,108,247,43427,41461,84882,278,332,612,9808,10905,20711,40,37,81,10124,11276,21403,74,138,211,2613,3431,6045,15,21
