LGA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
LGA58570,7,9,16,678,1256,1930,3,7,8,686,1272,1957,4,32,41,1199,1311,2512,5,6,8,1210,1349,2558,0,5,5,382,420,802,0,0,0,379,431,810,0,0,0,96,180,273,0,0,0,98,180,276,5,5,15,543,472,1015,0,3,0,552,481,1034,6,3,11,539,333,870,0,3,3,543,338,881,5,0,0,91,68,166,0,0,0,96,71,167,0,4,9,149,166,313,3,5,7,151,172,324,18,35,55,1452,2175,3626,5,6,7,1479,2214,3687,0,0,0,125,85,214,0,0,0,125,84,212,11,24,31,1117,1488,2603,5,0,3,1130,1513,2644,95,77,168,11955,11318,23275,20,17,35,12065,11413,23476,13,8,19,545,489,1036,948,730,1673,1500,1229,2732,151,160,318,17107,17375,34483,981,754,1734,18240,18293,36537,98,87,181,12648,12111,24752,18,17,38,12762,12209,24977,32,53,85,2983,3509,6499,9,5,16,3025,3570,6594,6,12,22,667,939,1609,3,4
LGA58610,0,0,0,93,122,216,0,0,0,98,122,220,4,0,3,61,77,139,3,0,0,68,78,143,0,0,0,35,29,67,0,0,0,40,30,67,0,0,0,4,8,10,0,0,0,4,8,10,4,5,4,47,36,88,0,0,0,53,38,98,0,0,0,59,29,88,0,0,3,63,27,90,0,0,0,11,7,14,0,0,0,11,7,14,0,0,0,24,20,42,3,0,0,27,19,42,0,4,4,59,81,140,0,0,0,65,80,142,0,0,0,10,12,21,0,0,0,10,12,21,0,0,0,69,73,141,0,0,0,69,72,144,15,13,29,447,395,844,11,6,18,472,412,883,3,7,3,32,26,64,80,94,176,117,125,245,24,24,49,764,747,1513,97,103,202,888,869,1761,15,13,29,474,430,900,11,6,18,498,449,948,5,3,8,161,202,363,0,0,3,168,208,374,0,5,4,63,55,117,0,0
LGA58680,0,0,0,25,33,52,0,5,5,24,34,58,0,0,0,17,18,35,0,0,0,17,18,35,0,0,0,8,9,19,0,0,0,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,13,10,22,0,0,0,13,7,14,0,0,0,13,4,16,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,8,0,14,0,0,0,8,0,12,0,0,0,11,18,27,0,0,0,14,19,33,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,11,14,29,0,0,0,13,18,28,3,4,8,151,123,267,3,0,3,151,123,276,0,0,0,13,5,12,53,43,91,62,48,108,3,6,11,227,200,428,57,43,97,290,250,535,3,4,8,158,127,281,3,0,3,158,130,294,0,3,3,40,43,85,0,0,0,42,46,90,0,0,0,15,17,29,0,0
LGA58760,69,132,198,4756,8994,13749,37,53,91,4861,9175,14039,218,271,484,6698,8883,15581,18,28,43,6932,9174,16112,23,30,54,2234,2433,4666,10,19,27,2262,2479,4736,3,5,12,493,751,1247,7,12,15,508,767,1277,95,118,213,4839,3911,8750,25,16,37,4954,4049,9001,63,55,115,3814,2428,6237,28,21,48,3897,2505,6400,10,26,34,759,672,1424,11,4,17,776,702,1478,30,38,68,1402,1478,2880,8,8,18,1442,1526,2968,186,282,467,6159,10749,16910,28,33,58,6376,11061,17433,9,15,20,749,684,1440,4,6,11,764,710,1475,142,181,321,6531,8794,15328,39,33,73,6713,9011,15721,1192,1228,2419,66089,64549,130631,175,168,341,67452,65944,133395,140,135,280,3787,3807,7593,4182,3025,7214,8111,6971,15084,1910,2060,3971,96412,100920,197334,4485,3324,7809,102807,106304,209111,1278,1304,2582,69900,68746,138645,186,178,367,71370,70229,141594,368,399,774,16507,19714,36222,75,71,141,16952,20189,37137,72,139,213,4217,5914,10130,24,29
LGA58820,5,11,10,198,314,509,3,0,6,202,326,525,10,11,20,139,184,319,0,0,0,150,196,343,0,0,0,74,92,166,0,0,0,75,92,167,0,0,0,3,6,15,0,0,0,3,6,15,3,4,5,130,100,231,0,0,0,137,105,241,5,0,5,122,69,193,0,5,5,123,67,199,0,0,0,22,20,45,0,0,0,22,20,45,0,0,0,54,27,84,0,0,0,53,27,85,9,12,19,136,219,354,0,0,6,145,229,378,0,0,0,29,17,44,0,0,0,29,17,44,3,7,10,136,180,315,3,0,3,143,185,324,49,44,92,1097,1078,2181,7,10,18,1155,1136,2293,5,4,7,123,94,215,140,105,250,267,204,468,85,71,159,1878,1927,3800,159,122,280,2114,2120,4234,53,44,96,1164,1147,2309,12,10,20,1222,1202,2429,27,17,41,389,417,803,5,4,5,419,432,850,4,4,4,132,195,330,0,5
LGA58890,0,0,0,34,52,85,0,0,0,35,52,85,4,0,4,23,35,54,0,0,0,30,35,62,0,0,0,13,8,20,0,0,0,16,8,20,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,22,15,34,0,0,0,22,18,37,0,0,0,21,14,35,0,0,0,21,14,35,0,0,0,6,6,7,0,0,0,6,6,7,0,0,0,11,8,17,0,0,0,11,8,17,0,0,6,17,25,41,0,0,0,18,28,43,0,0,7,10,0,5,0,0,0,7,0,14,0,0,0,18,16,30,0,0,0,15,16,34,9,7,14,229,176,407,0,0,0,239,183,419,0,0,3,9,9,19,50,48,101,59,62,124,16,8,27,348,303,644,49,48,102,414,362,773,8,7,14,237,185,422,0,0,0,244,192,440,5,0,5,67,70,136,0,0,0,72,70,149,0,0,0,20,25,43,0,0
LGA59030,0,0,0,7,11,21,0,0,0,7,11,21,0,0,0,8,6,15,0,0,0,8,6,15,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,4,3,13,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,7,0,7,0,0,0,7,5,11,0,0,0,11,14,19,0,0,0,15,14,23,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,11,8,14,0,0,0,11,5,15,0,0,0,69,73,139,0,0,0,71,73,141,0,0,0,7,4,9,10,14,22,17,14,34,0,3,4,114,111,222,10,14,22,123,125,248,0,0,0,69,74,145,0,0,0,70,74,146,0,0,4,31,27,57,0,0,0,25,24,57,0,0,0,4,3,9,0,0
LGA59100,0,0,0,27,44,70,0,0,0,27,44,72,0,0,0,20,24,44,0,0,0,19,24,44,0,0,0,14,13,17,0,0,0,14,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,27,0,0,0,20,15,31,0,0,0,14,7,24,0,0,0,14,7,24,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,10,5,13,0,0,0,10,5,13,0,0,0,17,23,40,0,0,0,19,22,40,0,0,0,4,4,5,0,0,0,4,4,5,0,0,0,22,13,37,0,0,0,22,17,41,8,9,11,176,154,329,0,0,0,188,164,347,0,4,4,22,15,39,54,47,100,77,67,139,9,9,20,292,274,562,59,50,105,366,329,690,8,6,16,191,161,351,0,0,0,197,172,367,4,0,0,71,71,139,0,0,0,73,70,139,0,0,0,8,16,21,0,0
LGA59170,0,5,5,38,53,93,0,0,0,38,58,99,4,3,6,33,29,65,0,0,0,33,37,70,0,0,0,18,17,34,0,0,0,18,17,36,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,18,6,27,0,0,0,18,6,31,0,0,0,22,8,31,0,3,3,22,15,29,0,0,0,11,0,10,0,0,0,11,0,10,0,0,0,10,11,18,0,0,0,10,11,18,0,0,0,30,27,60,0,3,3,38,33,65,0,0,0,4,0,6,0,0,0,4,0,6,0,0,7,25,24,53,0,0,0,29,27,55,5,0,4,311,303,614,3,0,3,322,302,619,0,0,0,13,11,23,54,53,105,63,66,127,6,11,18,455,437,893,53,56,110,521,500,1021,5,6,10,326,310,632,3,0,3,335,311,647,0,3,8,76,88,158,0,0,0,78,94,171,0,0,5,35,19,50,0,4
LGA59250,3,0,8,0,3,9,0,0,0,10,11,17,7,3,10,11,3,17,0,0,0,21,9,21,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,27,49,6,0,5,0,0,0,25,31,56,12,19,29,3,0,4,0,0,0,13,20,31,6,22,25,0,0,0,0,0,0,8,22,28,3,0,5,4,3,0,0,0,0,4,6,8,8,5,11,9,10,12,0,0,0,12,15,25,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18,11,7,15,0,0,0,18,10,30,34,42,74,121,55,177,0,0,0,157,95,251,5,0,8,11,3,7,117,39,161,130,45,177,63,73,141,162,75,236,117,39,161,345,189,535,38,44,78,131,55,179,0,0,0,162,96,260,7,7,8,22,11,35,0,0,0,30,17,51,9,5,14,4,0,7,0,0
LGA59310,0,4,4,46,72,115,0,0,0,46,73,123,9,5,6,42,66,105,0,0,4,42,73,113,0,0,0,26,26,52,0,0,0,25,28,49,0,0,0,0,4,5,0,0,0,0,4,5,0,0,3,42,30,75,0,0,0,48,35,76,0,0,3,30,19,52,0,0,0,34,19,52,0,0,0,5,6,17,0,0,0,5,6,14,0,3,4,18,12,36,0,0,0,20,14,37,3,4,4,38,59,92,0,0,0,37,63,99,0,0,0,10,5,18,0,0,0,10,5,18,0,4,4,36,37,77,0,0,0,36,42,78,30,15,50,372,295,670,5,0,7,413,319,729,0,4,4,20,14,31,48,34,87,72,56,124,42,31,76,594,524,1117,62,43,103,696,601,1297,30,24,50,391,316,710,5,0,7,435,338,775,6,10,15,121,132,255,5,0,6,133,139,272,3,0,3,35,51,82,0,0
LGA59320,0,0,0,16,32,54,0,0,0,21,35,55,0,0,0,12,16,28,0,0,0,11,19,32,0,0,0,15,9,20,0,0,0,15,9,20,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,16,10,27,0,0,0,16,10,27,0,0,0,21,13,29,0,0,0,22,10,28,0,0,0,3,4,8,0,0,0,4,4,9,0,0,0,0,3,7,0,0,0,5,8,12,0,0,0,21,34,56,0,0,0,21,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,46,0,0,0,17,26,47,4,0,4,120,103,222,5,0,4,122,104,230,0,0,0,5,9,17,23,18,40,31,27,55,9,0,7,212,188,395,27,22,47,238,210,448,6,0,6,122,112,232,4,0,4,131,109,244,0,0,0,55,44,96,0,0,0,56,39,97,0,0,0,14,13,32,0,0
LGA59330,0,7,7,38,35,68,0,0,0,37,39,76,0,4,3,24,22,43,0,0,0,27,21,52,0,0,0,14,6,22,0,0,0,11,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,16,40,0,0,0,25,15,47,0,0,0,31,15,49,0,0,0,35,15,49,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,16,7,24,0,0,0,16,7,21,4,0,5,25,16,43,0,0,0,25,23,48,0,0,0,5,0,5,0,0,0,5,0,5,0,0,3,18,27,44,0,0,0,19,28,47,7,6,19,101,88,192,0,0,0,105,98,205,0,0,0,7,9,13,23,26,41,25,30,58,12,19,29,206,189,397,18,26,43,244,227,470,7,9,19,104,107,211,0,0,0,114,118,228,0,0,5,56,47,102,0,0,0,62,45,105,0,4,3,24,17,37,0,0
LGA59340,28,36,58,104,93,192,0,0,0,127,130,258,38,93,124,110,152,261,0,0,0,150,241,391,0,12,16,32,40,70,4,0,4,41,48,88,0,0,6,3,6,10,0,0,0,9,7,18,80,119,198,79,33,113,5,0,8,161,158,316,38,42,79,62,21,84,0,0,0,102,61,162,21,28,44,18,15,31,0,4,4,38,41,79,3,13,16,29,25,54,0,3,3,34,41,75,33,37,67,68,148,217,0,3,0,101,187,288,7,6,13,5,3,12,0,0,0,16,15,28,49,66,111,70,136,205,0,0,0,116,195,319,807,896,1701,1411,1312,2726,28,24,49,2241,2234,4472,162,148,311,69,53,126,569,561,1132,799,766,1566,1186,1325,2515,1910,1860,3773,598,596,1191,3699,3775,7477,837,925,1762,1456,1398,2859,27,23,51,2316,2347,4665,144,166,315,289,314,604,3,3,9,434,490,922,37,54,86,74,71,145,0,0
LGA59350,0,0,0,4,0,3,0,0,0,4,3,10,0,4,6,4,5,4,0,0,0,3,10,10,0,3,3,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,6,0,6,0,0,0,14,7,21,0,0,0,0,0,7,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,13,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,8,0,5,22,21,47,63,23,84,0,0,0,87,44,128,3,5,6,5,0,3,116,33,149,123,35,158,34,35,66,86,37,121,116,32,148,242,101,340,22,21,47,67,23,90,0,0,0,92,45,134,5,3,5,15,5,27,0,0,0,22,10,27,0,3,7,4,0,4,0,0
LGA59360,5,0,4,42,48,97,0,0,0,46,56,103,0,0,4,40,41,82,0,0,0,38,45,80,0,0,0,23,18,37,0,0,0,23,16,33,0,0,0,0,4,4,0,0,0,0,4,4,4,0,4,35,23,58,0,0,0,34,23,59,0,0,3,27,18,46,0,0,0,31,18,45,0,0,0,10,4,15,0,0,0,9,4,13,0,0,3,14,8,21,0,0,0,15,9,27,0,3,6,37,43,77,0,0,0,34,45,80,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,32,30,58,0,0,0,35,32,65,12,4,18,360,226,591,0,0,0,374,234,609,0,0,0,27,15,38,147,46,200,174,58,233,16,11,26,565,376,945,154,52,202,731,439,1173,12,11,19,380,242,616,0,0,0,394,253,640,4,0,4,109,73,187,0,0,0,110,76,192,0,3,6,38,31,70,0,0
LGA59370,5,3,12,169,265,433,5,3,3,178,274,449,6,8,17,105,165,268,5,0,0,113,168,282,0,0,4,89,85,175,0,0,0,99,84,183,0,0,0,16,34,49,0,0,4,19,38,51,4,10,19,119,89,214,5,0,5,130,100,233,8,8,17,142,74,212,0,0,0,151,76,232,3,0,6,20,17,43,0,0,0,27,25,55,3,0,6,42,45,90,0,0,0,46,50,96,10,13,21,115,158,274,0,0,0,120,173,290,0,0,4,17,22,35,0,0,0,20,20,36,4,4,8,123,147,263,0,0,0,125,150,275,29,45,83,824,799,1615,10,13,22,864,860,1721,3,4,8,62,56,119,146,107,260,212,168,379,64,75,144,1503,1518,3020,164,131,298,1731,1731,3459,36,48,82,891,860,1750,10,13,22,934,915,1854,16,13,33,348,393,739,3,8,7,369,421,782,10,0,10,136,141,271,4,0
LGA59499,10,8,24,160,213,368,3,3,3,175,222,399,25,32,56,139,163,306,0,0,0,171,200,371,0,0,4,75,56,133,0,0,0,72,59,130,0,0,0,3,0,9,0,0,0,3,0,11,22,13,33,107,52,161,3,5,6,133,74,198,14,5,22,111,49,161,0,0,3,129,57,185,4,0,7,16,6,21,0,0,0,25,11,33,3,6,7,53,42,97,0,0,0,54,46,103,44,38,76,295,311,603,9,3,8,337,348,688,3,3,8,16,15,32,0,0,0,26,18,40,20,9,32,202,198,396,5,0,4,223,210,430,122,114,236,1366,1177,2539,10,8,18,1496,1296,2794,610,492,1106,915,384,1303,753,436,1191,2281,1315,3591,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055,123,118,243,1458,1259,2721,9,8,16,1594,1386,2976,49,54,97,478,427,902,11,5,16,534,488,1018,21,11,36,134,144,277,0,0
LGA59799,0,0,0,9,4,12,0,0,0,11,4,14,0,0,0,10,0,13,0,0,0,15,0,16,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,3,8,0,0,0,5,3,8,4,3,3,212,29,238,0,0,0,218,30,248,0,0,0,5,0,8,191,19,214,204,20,226,7,3,9,256,32,293,193,19,218,455,58,514,4,3,3,212,29,244,0,0,0,216,33,247,3,0,3,29,4,33,0,0,0,32,4,41,0,0,0,4,0,4,0,0
