LGA_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
LGA58760,41434,85756,128,90,218,45711,42810,88518,80,59,139,2605,2447,5051,4180,3003,7183,6866,5506,12368,76,99,175,2122,2009,4127,4,4,5,2201,2111,4306,498,467,968,14807,13905,28720,37,41,86,15346,14426,29770,138,127,261,5056,5123,10183,25,16,42,5214,5269,10483,31,43,69,2122,2434,4557,3,3,7,2159,2478,4633,25,73,101,2435,4778,7210,3,3,7,2461,4856,7320,406,492,902,42208,48310,90511,119,112,233,42734,48913,91654,159,207,369,8599,8354,16951,28,22,56,8784,8588,17372,353,380,735,16313,15390,31703,76,66,142,16740,15837,32577,108,114,223,3416,3266,6681,22,16,39,3546,3393,6936,35,43,73,1799,2175,3975,9,16,24,1841,2235,4076,14,16,30,736,994,1729,7,7,16,761,1010,1774,1703,1799,3500,87555,92325,179881,2492,2496,4983,91746,96616,188362,0,0,0,34,21,53,6,0,0,32,22,58,102,154,259,4287,5212,9503,234,267,501,4628,5637,10264,1804,1958,3758,91875,97559,189438,2728,2759,5487,96411,102272,198683
LGA58820,844,1752,7,3,17,962,884,1843,0,0,6,79,65,147,140,106,245,223,170,397,0,0,0,24,24,41,0,0,0,22,22,47,19,14,32,204,218,424,0,0,3,228,234,457,9,3,12,71,82,146,0,0,5,79,86,164,0,5,7,16,18,33,0,0,0,16,17,31,0,3,3,11,53,70,0,0,0,11,61,72,12,25,41,493,590,1078,4,0,8,512,612,1127,14,12,18,204,225,432,0,0,0,215,238,454,15,10,28,600,521,1118,9,0,5,621,536,1147,9,6,15,136,108,241,0,3,0,149,112,258,3,0,3,76,77,160,0,6,7,87,89,170,0,0,0,8,3,9,0,0,0,8,3,9,79,57,139,1591,1685,3282,61,77,137,1732,1817,3554,0,0,0,0,0,4,0,0,4,0,3,7,4,3,9,77,88,171,19,16,37,103,112,211,82,68,149,1674,1779,3450,83,93,177,1840,1937,3776
LGA58890,129,315,0,0,0,201,134,332,0,0,0,15,12,25,48,48,101,61,69,128,0,0,0,3,5,3,0,0,0,3,5,3,4,0,8,41,33,76,0,0,0,49,40,83,0,0,0,6,10,17,0,0,0,6,10,17,0,0,0,0,3,6,0,0,0,4,3,5,0,0,0,0,7,7,0,0,0,0,7,7,3,3,3,146,150,294,0,0,0,147,155,299,3,0,4,24,21,45,0,0,0,27,23,54,3,3,7,90,56,146,0,0,0,94,62,156,0,0,0,19,11,31,0,0,0,24,13,34,0,0,0,15,5,20,0,0,0,13,5,20,0,0,0,0,0,4,0,0,0,0,0,4,15,8,26,314,264,579,50,48,95,376,324,694,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,8,5,13,0,0,4,5,6,17,15,8,26,322,272,595,50,48,99,382,329,714
LGA59030,50,105,0,0,0,48,50,100,0,0,0,0,5,7,10,14,22,16,13,25,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,14,8,28,0,0,0,14,8,28,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,89,0,0,0,45,48,89,0,0,0,11,18,27,0,0,0,10,18,28,0,3,3,23,19,46,0,0,0,24,19,49,0,0,0,6,8,17,0,0,0,6,8,17,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,98,104,195,6,11,17,106,112,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,98,102,194,6,11,17,106,114,221
LGA59100,133,305,0,0,0,178,143,318,0,0,0,3,0,10,55,47,102,64,50,114,0,0,0,4,8,11,0,0,0,4,8,11,6,8,12,39,34,77,0,0,0,43,42,85,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,9,14,0,0,0,0,10,15,0,3,4,105,114,216,0,0,0,102,116,221,0,0,0,25,26,46,0,0,0,27,26,49,0,0,4,83,57,137,0,0,0,85,58,144,0,0,0,21,16,39,0,0,0,18,16,34,0,0,0,8,0,12,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,257,237,496,52,40,89,319,287,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,8,8,15,257,243,502,52,40,89,321,295,609
LGA59170,201,439,3,0,5,250,214,456,0,0,0,17,10,22,54,53,105,67,60,128,0,0,0,7,5,14,0,0,0,7,5,14,5,5,5,67,55,120,0,0,0,68,58,134,0,0,0,9,9,22,0,0,0,9,9,22,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,20,26,0,0,0,0,18,28,0,0,4,199,198,403,0,0,3,207,202,405,0,0,0,41,40,82,0,0,0,40,41,80,0,6,3,87,71,157,0,0,0,86,75,160,0,0,0,16,18,35,0,0,0,16,18,35,0,0,0,9,8,15,0,0,0,9,8,14,0,0,0,4,0,4,0,0,0,4,0,4,6,11,18,416,392,808,42,45,89,465,444,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18,3,6,7,9,20,28,6,11,18,419,407,824,45,50,101,475,463,937
LGA59250,29,116,0,0,0,125,71,196,11,15,25,7,0,11,117,39,161,140,61,199,0,0,0,0,0,0,0,0,0,0,0,0,15,17,30,9,4,17,0,0,0,20,20,43,0,0,9,0,0,0,0,0,0,3,0,10,0,0,0,0,0,8,0,0,0,0,5,10,0,4,4,5,5,6,0,0,0,5,4,5,12,9,21,77,34,106,0,0,0,90,42,128,3,0,0,20,3,23,0,0,0,19,4,29,20,27,53,36,7,42,0,0,0,61,41,99,0,4,3,13,0,12,0,0,0,16,3,18,5,10,15,9,0,10,0,0,0,8,12,23,0,0,0,0,0,0,0,0,0,0,0,0,51,63,117,43,36,78,21,22,41,119,116,233,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,7,4,5,4,0,4,14,7,19,60,68,127,51,40,87,26,22,49,134,125,259
LGA59310,242,514,5,0,7,301,264,565,0,0,3,27,25,58,48,40,93,78,64,146,0,0,3,7,9,21,0,0,0,11,7,29,9,9,20,65,65,136,0,0,0,74,76,148,0,0,0,8,11,21,0,0,0,8,11,21,0,0,0,6,4,11,0,0,0,6,4,11,0,0,0,8,16,20,0,0,0,8,16,25,10,8,14,232,211,447,3,4,7,243,218,466,0,0,4,53,46,97,0,0,0,55,49,99,12,8,18,156,128,281,3,4,6,175,133,306,3,4,5,28,20,43,0,0,0,25,27,52,0,0,3,12,16,29,0,0,0,14,17,31,0,0,0,0,0,0,0,0,0,0,0,0,31,26,56,521,470,992,44,33,73,594,529,1124,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,16,12,30,5,9,7,30,21,48,39,31,68,537,484,1024,50,37,89,625,553,1178
LGA59320,68,172,0,0,0,107,73,181,0,0,0,5,8,17,23,18,40,28,27,52,0,0,0,5,6,7,0,0,0,5,6,7,4,0,4,27,24,46,0,0,0,26,24,52,0,0,0,6,9,9,0,0,0,6,9,11,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,5,3,7,0,0,0,5,6,10,0,0,0,80,78,159,3,0,3,83,85,163,0,0,0,14,7,25,0,0,0,19,7,27,0,0,0,44,46,88,0,0,6,49,44,90,0,0,0,11,11,22,0,0,0,12,11,21,0,0,0,7,5,9,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,192,180,369,22,16,37,218,197,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,192,180,369,22,21,43,218,199,418
LGA59330,81,170,0,0,0,93,85,182,0,0,0,4,4,11,23,26,41,22,29,50,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,18,17,31,0,0,0,19,22,44,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,3,0,0,0,3,6,4,9,0,8,76,68,140,0,0,0,78,71,148,0,0,0,27,21,49,0,0,0,30,20,55,5,4,6,51,42,92,0,0,0,57,42,99,0,0,0,17,16,38,0,0,0,20,16,34,0,0,0,7,10,18,0,0,0,7,13,19,0,0,0,0,0,0,0,0,0,0,0,0,17,9,25,189,159,346,18,16,34,215,185,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,0,0,0,8,3,10,12,12,28,188,165,356,18,16,34,223,192,419
LGA59340,1018,2192,23,17,37,1617,1469,3088,122,105,234,72,48,119,572,559,1131,768,716,1483,26,32,58,34,23,52,0,0,0,58,53,108,220,251,472,209,193,403,6,5,7,436,453,885,38,39,81,32,41,76,0,0,0,76,82,156,0,4,3,11,21,32,0,0,0,10,23,36,6,10,21,48,103,151,0,0,0,59,116,172,167,191,358,830,1071,1903,10,10,18,1006,1273,2279,118,164,283,169,142,308,4,6,5,293,312,602,241,282,521,394,248,634,5,4,8,636,531,1169,78,93,172,86,51,137,0,0,4,165,143,314,93,85,179,48,11,61,0,0,0,144,94,235,17,20,30,7,3,14,0,0,0,26,24,44,930,1047,1978,1116,1103,2221,310,356,666,2361,2503,4860,0,0,0,8,3,17,0,0,3,12,3,19,132,182,311,406,425,830,127,121,250,663,727,1391,1069,1223,2295,1534,1532,3063,444,480,917,3036,3238,6272
LGA59350,18,61,0,0,0,62,38,95,0,0,0,3,0,6,116,32,148,123,36,152,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,10,8,47,18,65,0,0,0,49,30,75,4,0,5,8,10,19,0,0,0,10,5,24,10,13,19,23,4,30,0,0,0,33,13,49,3,4,8,6,0,7,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,53,10,7,23,9,10,23,48,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,4,24,31,53,15,12,30,9,16,21,49,52,101
LGA59360,131,387,0,0,0,268,138,405,0,3,3,19,10,29,147,50,192,167,58,228,0,0,0,11,4,10,0,0,0,9,4,15,5,0,3,27,34,65,0,0,0,30,40,63,0,0,0,10,0,12,0,0,0,10,0,12,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,3,10,11,0,0,0,3,10,11,4,5,6,221,154,369,3,0,5,226,158,386,0,4,3,59,39,100,0,0,0,61,47,105,0,8,5,148,97,251,0,0,0,158,102,257,5,0,5,38,19,54,0,0,0,36,19,53,0,0,0,33,17,48,0,0,0,33,15,50,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,358,285,645,35,30,62,393,329,719,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,17,33,4,4,6,22,19,45,7,11,18,369,306,679,36,32,69,416,347,763
LGA59370,650,1414,8,12,24,813,715,1521,4,4,14,57,48,103,146,111,256,209,164,371,0,0,6,13,11,26,0,4,4,13,19,29,16,20,39,151,154,308,5,3,9,177,176,354,3,3,7,34,34,65,0,0,0,37,38,70,0,0,0,5,3,10,0,0,0,5,3,10,0,6,6,9,37,44,0,0,0,9,42,49,15,13,25,553,660,1215,3,7,11,572,676,1249,6,7,14,123,141,261,0,0,0,132,146,278,12,21,33,440,361,801,6,0,4,458,387,836,0,3,4,85,63,153,3,0,9,90,70,163,5,6,6,60,43,105,0,0,0,66,49,112,0,0,0,0,0,0,0,0,0,0,0,5,57,60,115,1317,1354,2674,126,119,240,1498,1536,3032,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,46,41,87,3,0,8,54,50,100,58,65,122,1364,1400,2764,131,118,247,1549,1589,3137
LGA59499,1073,2370,14,5,25,1452,1197,2652,620,502,1117,938,421,1364,752,439,1189,2311,1361,3674,6,0,6,17,17,28,0,0,0,22,17,34,18,24,48,144,140,282,0,0,0,163,164,327,3,11,8,31,31,65,0,0,0,38,44,76,3,7,7,26,33,52,0,0,0,26,33,62,6,4,10,57,103,162,0,0,0,63,106,169,39,42,75,950,991,1937,4,4,10,997,1029,2024,17,18,36,226,194,415,0,0,3,239,218,457,62,37,104,550,375,927,3,5,11,620,423,1036,20,23,42,114,72,193,5,0,12,143,100,241,17,9,28,63,33,91,0,0,0,80,36,118,4,5,5,12,9,24,0,0,0,10,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,20,137,3,0,3,123,21,144,0,0,0,9,0,9,191,19,214,196,23,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,15,0,17,5,0,9,138,33,169,0,0,0,143,30,174,3,0,3,33,0,34,0,0,0,38,0,38,0,0,0,63,6,66,0,0,0,59,6,61,0,0,0,9,0,11,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
