LGA_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
LGA52240,211,468,3,3,4,262,232,494,0,3,6,22,18,37,48,52,99,69,73,139,0,0,0,9,7,13,0,0,0,9,7,13,0,9,6,60,63,121,3,3,3,65,70,132,0,0,0,10,11,21,0,0,0,10,12,22,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,0,20,20,0,0,0,0,20,20,0,0,4,159,181,346,0,6,3,165,188,354,0,3,3,47,49,97,0,0,0,47,57,99,0,7,6,127,95,222,3,0,0,131,103,231,3,0,3,30,17,49,0,0,0,34,18,52,3,0,5,29,7,33,0,0,0,35,8,39,0,0,0,0,0,3,0,0,0,0,0,3,9,16,22,437,390,829,49,48,96,495,452,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,0,5,12,0,12,7,16,27,445,391,839,44,54,100,504,458,959
LGA52310,174,413,3,4,9,250,180,423,0,0,0,14,8,27,39,34,70,53,42,95,0,0,0,3,3,10,0,0,0,3,3,10,0,3,4,46,45,92,0,0,0,47,47,91,0,0,0,11,5,17,0,0,0,11,5,17,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,11,15,0,0,0,3,11,15,0,0,6,130,161,293,0,5,0,133,166,301,0,0,0,43,39,85,0,0,0,47,39,80,0,0,3,118,91,210,0,0,0,116,94,216,0,0,0,38,14,60,0,0,0,45,19,65,0,0,0,18,3,20,0,0,0,18,3,17,0,0,0,0,0,0,0,0,0,0,0,4,8,3,12,374,354,732,38,37,75,418,391,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,8,4,10,8,4,14,381,354,734,38,37,75,427,395,823
LGA52380,28,89,0,0,0,64,25,95,0,0,0,9,6,15,13,13,31,24,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,5,4,3,0,0,0,49,29,79,0,0,0,49,29,80,0,0,0,14,6,27,0,0,0,14,10,26,10,0,10,26,10,44,0,0,0,37,10,48,3,0,5,5,0,10,0,0,0,12,4,10,0,0,0,9,5,14,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,42,42,77,7,10,19,56,55,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,7,6,11,5,0,10,46,47,88,7,10,19,58,56,116
LGA52450,242,520,0,0,0,291,249,544,0,0,0,11,8,18,43,49,87,56,57,110,0,0,0,5,11,20,0,0,0,5,11,20,0,4,0,76,79,153,0,0,0,78,83,160,4,3,10,55,48,98,0,0,0,63,50,111,0,0,0,3,7,11,0,0,0,3,7,11,0,0,0,9,17,26,0,0,0,9,17,24,6,0,11,212,196,408,0,0,3,219,200,424,0,0,0,63,64,124,0,0,0,66,64,125,7,3,9,143,136,284,0,0,0,157,142,292,0,0,6,28,28,52,0,0,0,32,28,61,3,3,4,24,9,33,0,0,0,28,11,44,0,0,0,0,0,3,0,0,0,0,0,3,16,12,25,501,494,995,33,36,68,550,540,1086,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,4,14,0,0,4,12,10,21,17,16,30,512,500,1009,28,38,65,561,552,1111
LGA52520,197,444,0,0,0,280,230,506,0,0,0,15,16,29,106,94,203,124,110,232,0,0,0,7,14,15,0,0,0,7,11,19,9,15,24,68,66,138,0,0,0,80,82,157,0,0,0,13,14,25,0,0,0,18,14,28,0,0,0,6,0,4,0,0,0,6,0,4,0,0,3,5,10,15,0,0,0,7,14,18,9,0,9,263,240,504,0,3,3,269,248,520,4,4,8,49,33,81,0,0,0,48,44,87,8,17,21,94,96,190,0,0,0,101,110,215,3,0,3,22,14,37,0,0,0,29,14,38,7,0,7,23,16,36,0,0,0,25,16,41,0,0,0,0,0,5,0,0,0,0,0,5,33,30,63,491,449,934,88,84,171,611,564,1173,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,20,18,44,7,3,12,33,21,59,32,35,70,509,467,974,99,88,187,645,585,1228
LGA52590,705,1579,10,10,19,919,732,1650,3,0,0,50,43,91,189,111,305,246,157,403,0,0,0,21,16,34,0,0,0,21,16,34,8,7,14,157,110,265,5,4,6,171,112,280,3,0,4,28,30,57,0,0,0,30,31,58,0,0,0,4,9,13,0,0,0,4,9,13,0,0,0,21,30,50,0,0,0,18,30,54,14,20,32,488,565,1053,0,4,10,504,589,1088,4,0,14,162,145,302,0,3,6,170,153,321,13,11,21,450,363,816,8,3,10,466,377,842,3,3,10,115,79,192,0,0,3,122,84,205,3,0,0,56,30,86,0,0,0,55,30,86,0,0,0,3,6,14,0,0,0,3,6,14,41,38,76,1206,1143,2352,86,83,165,1326,1264,2590,0,0,0,28,21,45,6,0,7,34,20,51,0,0,0,48,47,95,9,11,22,56,64,125,40,39,81,1284,1210,2496,100,92,194,1422,1344,2766
LGA52660,3308,6873,7,12,26,3692,3467,7157,6,3,13,204,180,386,411,314,725,620,496,1121,4,7,11,132,117,251,0,0,0,132,130,261,72,63,130,932,846,1779,5,0,10,1000,912,1915,11,19,31,272,272,544,0,0,0,280,295,573,0,0,7,70,65,138,0,0,0,74,70,135,3,8,13,111,260,368,0,0,0,113,269,381,32,52,80,2110,2644,4757,8,14,23,2150,2711,4859,22,28,50,722,732,1451,5,3,4,744,759,1501,39,55,94,1758,1587,3346,5,7,13,1805,1643,3453,12,12,30,362,280,642,0,3,5,371,294,670,3,5,9,184,172,356,0,5,5,188,176,372,3,0,3,20,14,29,0,0,0,22,15,30,182,211,387,5879,6117,12000,203,193,393,6264,6520,12784,0,0,0,0,0,4,0,0,0,0,0,4,7,8,16,272,357,630,30,40,68,315,401,713,194,216,407,6154,6475,12630,236,232,469,6581,6920,13499
LGA52730,1801,3648,21,20,36,1889,1849,3743,0,0,6,124,116,241,264,243,514,391,366,754,3,0,0,36,34,64,0,0,0,36,33,74,10,12,22,344,314,660,3,4,9,352,328,684,7,4,4,144,140,286,4,3,5,153,145,298,0,0,0,17,11,28,0,0,0,17,11,28,0,0,0,44,125,169,4,0,4,48,133,174,4,15,20,1201,1461,2665,13,9,23,1218,1492,2704,0,0,3,227,227,456,3,0,7,237,232,464,5,11,17,613,550,1164,0,0,0,622,556,1179,4,5,3,129,102,233,0,4,4,136,109,244,0,0,0,50,48,96,3,0,3,56,47,101,0,0,0,0,4,6,0,0,0,0,3,7,21,38,57,2194,2379,4571,217,206,418,2428,2623,5047,0,0,0,6,0,3,0,0,0,6,0,3,7,9,10,173,208,386,10,14,29,196,230,426,28,43,70,2371,2588,4958,225,219,448,2626,2851,5479
LGA52800,444,907,8,4,12,1041,923,1965,689,561,1252,51,29,80,471,525,1001,1218,1116,2331,58,42,100,10,10,17,0,0,0,70,50,121,360,344,703,72,51,118,0,0,3,426,400,826,55,66,126,6,14,22,0,0,0,68,78,147,4,3,10,3,8,13,0,0,0,8,11,20,12,30,37,21,39,68,0,0,0,35,72,105,294,350,646,407,528,928,5,3,3,702,879,1578,245,317,558,84,89,167,0,0,3,326,405,732,542,458,996,224,129,354,4,5,5,764,589,1356,168,131,301,39,19,59,3,0,0,210,152,363,172,127,296,27,10,36,0,0,0,193,135,330,55,50,105,7,0,11,0,0,0,63,48,110,1741,1823,3558,609,588,1198,339,405,748,2692,2815,5504,11,9,19,6,3,6,0,0,0,11,8,25,58,55,115,116,111,225,44,46,82,215,211,426,1807,1887,3695,728,701,1429,379,455,832,2908,3040,5950
LGA52870,1402,2930,13,15,28,1594,1465,3055,0,0,0,88,71,155,186,140,328,275,216,489,0,4,4,26,35,69,0,0,0,28,44,70,13,14,28,324,304,628,3,0,3,339,326,660,5,9,14,104,89,194,0,0,0,113,97,208,0,0,0,13,18,25,3,0,3,10,15,31,0,3,5,25,90,116,0,0,0,27,90,122,11,15,29,860,1199,2055,16,10,24,881,1227,2106,10,10,23,281,292,570,0,4,5,293,307,596,23,25,45,782,659,1447,7,8,16,808,692,1504,5,4,7,195,124,317,0,0,0,203,123,326,0,0,5,99,65,162,5,0,9,107,73,179,0,0,0,15,15,24,0,0,0,15,15,24,62,74,134,2437,2566,5007,144,128,274,2644,2772,5409,0,0,0,7,8,16,0,0,0,7,8,16,7,3,3,47,52,90,6,6,12,51,62,112,64,74,139,2489,2628,5110,147,137,287,2700,2833,5538
LGA52940,131,280,0,0,0,167,143,312,0,0,0,10,10,21,39,17,57,47,29,78,0,0,0,5,0,9,0,0,0,5,0,11,0,0,5,46,47,88,0,0,0,49,46,97,0,0,0,11,8,20,0,0,0,7,8,17,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,8,8,0,0,0,0,10,10,3,3,4,105,111,219,0,0,0,113,108,220,0,0,0,26,34,56,0,0,0,27,34,56,0,11,7,87,72,159,0,0,0,90,79,166,0,0,0,17,16,32,0,0,0,17,16,32,0,0,0,12,4,17,0,0,5,14,3,16,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,272,269,543,35,17,49,319,299,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24,0,0,0,16,8,28,14,10,30,288,279,570,35,17,49,340,311,650
LGA53010,129,284,0,0,0,156,137,299,0,0,0,8,5,18,62,45,108,68,54,121,0,0,0,5,10,8,0,0,0,5,10,8,0,4,3,33,33,66,0,0,0,35,40,69,0,5,5,9,6,12,0,0,0,9,6,17,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,4,7,0,0,0,0,4,7,0,5,3,119,115,235,0,0,4,122,118,240,0,6,6,18,18,43,0,0,0,18,25,44,5,6,11,57,46,99,0,0,0,68,50,111,3,3,8,12,6,21,0,0,0,16,9,28,0,0,5,10,6,10,0,0,0,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,9,15,29,243,219,467,48,43,88,305,276,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,3,4,9,9,15,29,248,230,478,51,43,90,312,284,595
LGA53080,95,228,7,9,14,161,111,272,3,9,10,10,5,14,65,50,118,83,64,149,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,9,22,0,0,0,18,15,33,0,0,0,5,4,8,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,8,6,6,11,80,66,149,4,0,6,88,78,161,0,8,12,23,23,47,0,0,0,30,28,57,20,18,32,65,67,136,0,3,5,82,86,166,5,0,6,25,16,44,0,0,0,32,18,47,3,0,4,18,13,25,4,4,4,22,15,33,0,0,0,0,0,0,0,0,0,0,0,0,47,38,81,181,149,334,38,41,78,263,232,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,5,4,8,47,38,81,186,158,340,38,42,83,270,234,503
LGA53150,1888,3822,9,4,9,1963,1915,3878,3,0,5,99,100,209,152,152,300,254,252,509,0,0,0,63,62,124,0,0,0,63,62,124,3,9,14,454,495,950,6,0,5,458,509,968,3,0,3,220,250,468,0,0,0,228,251,477,0,0,0,95,113,209,3,0,3,104,108,216,0,0,3,89,179,272,0,0,0,95,182,273,12,16,28,2067,2386,4458,9,4,13,2095,2406,4496,0,8,6,213,196,410,0,0,4,215,199,418,3,5,9,380,408,788,0,0,5,388,419,801,5,3,4,93,92,189,0,4,6,97,99,196,0,0,0,51,49,103,0,0,6,55,53,107,0,0,0,9,3,7,0,0,0,9,3,7,21,15,30,2490,2723,5210,47,60,103,2551,2797,5349,0,0,0,0,0,0,0,0,0,0,0,0,8,16,28,782,941,1722,34,36,76,833,996,1827,28,27,62,3272,3662,6929,81,100,185,3381,3791,7177
LGA53220,1139,3099,16,8,29,2361,1451,3817,77,61,144,111,72,180,1682,545,2228,1868,678,2547,16,18,37,39,32,70,0,0,0,57,48,113,173,150,319,274,257,532,0,5,5,447,414,860,26,27,55,47,41,90,3,0,0,75,71,143,3,3,8,24,19,45,0,0,0,35,21,54,0,9,13,103,135,241,0,0,0,107,152,256,198,217,424,1695,1114,2807,16,6,21,1909,1340,3248,112,104,212,462,193,655,5,0,5,578,298,872,192,134,321,769,266,1038,7,0,6,962,404,1368,54,47,97,118,38,150,0,0,0,172,83,253,55,47,104,25,22,49,0,0,0,86,71,157,15,13,29,18,15,27,0,0,0,30,26,55,723,735,1452,1508,1414,2922,211,206,418,2439,2350,4792,0,0,0,3,0,5,0,0,0,3,6,9,15,12,27,79,54,134,20,18,45,116,80,198,733,746,1478,1591,1468,3059,233,225,457,2557,2439,4999
LGA53290,3070,6433,24,26,51,3577,3266,6842,11,14,22,199,158,352,700,601,1309,915,771,1686,10,16,24,83,104,180,0,0,0,91,111,198,60,54,113,769,752,1523,6,12,18,835,820,1653,28,24,52,228,214,443,4,0,5,257,242,500,0,4,5,40,60,100,0,0,0,39,66,107,0,6,7,68,181,253,0,0,0,74,192,262,42,75,119,1971,2423,4398,8,21,24,2027,2520,4547,30,43,67,674,706,1381,12,5,17,709,753,1469,76,59,132,1495,1128,2625,12,13,24,1580,1197,2783,19,16,33,331,286,617,9,0,5,351,305,655,18,7,26,194,155,349,0,0,6,209,167,382,0,0,0,10,11,24,0,0,0,10,17,31,236,228,464,4876,4922,9796,529,513,1043,5645,5658,11305,0,0,0,6,3,9,0,0,0,9,6,16,29,16,43,363,406,775,77,73,150,471,498,968,267,244,512,5248,5331,10574,609,591,1198,6126,6159,12288
LGA53360,819,1751,8,11,23,966,864,1831,7,5,10,62,42,100,149,110,256,216,152,367,0,0,0,12,14,28,0,0,0,12,16,25,10,11,25,152,128,282,6,9,14,170,144,319,0,0,0,42,40,80,0,0,0,46,41,83,0,0,0,7,12,20,0,0,0,7,12,20,0,5,5,22,62,87,0,0,0,22,62,84,12,3,17,548,700,1244,6,5,6,565,705,1272,8,10,17,154,109,258,4,0,4,164,110,275,9,6,14,308,218,526,3,0,3,321,226,546,4,0,4,69,37,108,0,0,0,70,37,106,0,0,0,20,15,31,0,0,0,20,15,38,0,4,3,4,0,4,0,0,0,7,0,6,35,28,69,1026,1003,2035,98,86,186,1161,1124,2283,0,0,0,5,4,14,0,0,0,5,4,14,6,4,16,190,190,382,25,17,38,226,217,435,50,33,80,1224,1205,2427,124,102,226,1392,1346,2736
LGA53430,8545,17114,27,14,43,8755,8752,17511,20,10,31,457,440,896,925,715,1635,1404,1163,2567,9,5,13,247,222,471,0,0,0,249,231,484,57,55,109,1307,1296,2599,0,0,0,1363,1346,2714,19,21,37,511,563,1073,4,0,3,533,581,1117,0,12,13,333,477,813,0,0,0,337,487,823,5,13,17,561,947,1507,0,0,8,573,966,1538,73,94,163,8363,9540,17903,21,29,56,8461,9662,18121,25,34,59,952,811,1764,6,7,17,980,851,1835,50,42,95,1728,1668,3399,8,11,13,1791,1721,3510,8,26,35,379,374,752,4,0,4,393,395,790,12,13,21,360,465,826,3,3,9,374,478,847,0,0,5,69,93,165,0,0,0,72,95,167,131,168,299,8999,9757,18757,282,284,563,9415,10206,19619,0,0,0,0,0,0,0,0,0,0,0,0,104,95,200,4038,4483,8524,304,292,597,4446,4874,9320,235,265,501,13040,14238,27279,587,574,1156,13865,15073,28938
LGA53570,1064,2327,35,11,38,1356,1115,2472,3,8,8,104,87,191,220,157,382,329,247,578,0,0,3,32,32,56,0,0,0,34,30,61,19,15,33,217,239,459,7,4,14,246,255,502,0,0,3,89,86,169,5,0,5,90,90,178,0,0,0,12,22,31,0,0,0,12,22,31,0,0,4,22,67,93,0,0,0,19,72,88,9,10,26,851,974,1818,13,3,17,873,985,1862,3,7,12,230,237,468,10,0,7,242,246,488,24,16,43,789,620,1407,17,12,23,829,644,1471,0,5,8,141,103,245,0,0,0,148,108,257,5,0,8,119,63,178,5,3,5,125,69,190,0,0,0,20,19,35,0,0,0,20,20,38,64,55,122,2110,2088,4195,183,140,320,2356,2279,4637,0,0,0,4,0,7,0,0,0,4,0,7,4,8,7,82,69,148,12,4,20,96,76,171,70,58,128,2189,2157,4346,195,144,336,2456,2359,4813
LGA53640,207,472,0,0,0,304,232,532,0,0,0,18,24,44,50,44,88,70,62,130,0,0,0,7,6,10,0,0,0,8,6,14,12,7,20,60,54,116,0,0,0,74,64,135,0,4,4,10,10,23,0,0,0,10,12,26,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,20,30,0,0,0,7,24,27,11,10,12,223,211,437,0,0,0,231,216,449,4,4,8,35,23,62,0,0,0,44,27,67,9,20,26,128,94,225,0,0,0,136,115,256,4,0,12,33,14,47,0,0,0,36,21,53,3,0,7,11,10,23,0,0,0,14,12,26,0,0,0,3,6,4,0,0,0,3,6,4,37,44,84,504,428,935,39,38,77,589,506,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,7,0,7,10,6,17,37,46,80,517,428,948,40,38,77,598,514,1116
LGA53710,156,349,0,0,0,204,163,370,0,0,0,7,8,14,51,48,98,60,53,115,0,0,0,6,4,9,0,0,0,7,4,15,0,7,9,50,52,108,0,0,0,53,63,113,0,0,0,13,8,16,0,0,0,13,8,16,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,4,5,13,0,0,0,4,5,13,5,0,5,139,160,299,0,0,0,139,163,300,0,0,3,36,35,70,0,0,0,42,34,77,5,6,8,117,101,219,0,3,3,121,102,222,0,0,0,22,19,40,0,0,0,22,19,40,6,0,3,17,9,26,0,0,0,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,17,15,29,374,367,736,32,40,70,417,421,845,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,21,13,34,4,4,8,25,24,46,15,15,35,391,385,771,33,45,82,440,445,889
LGA53780,18537,39383,83,62,146,21796,19485,41279,403,164,566,2386,1621,4004,2583,2169,4754,5371,3955,9324,40,43,84,1101,1110,2212,6,0,6,1145,1154,2300,339,334,671,8153,7759,15912,29,19,49,8518,8114,16632,64,87,155,2953,2869,5819,5,9,9,3022,2959,5986,20,15,38,1596,1732,3321,4,3,13,1623,1749,3369,24,47,71,1936,3058,4997,9,8,23,1969,3118,5087,308,378,687,26289,27658,53948,77,69,147,26677,28105,54784,134,170,307,4517,4308,8828,22,21,40,4675,4496,9169,532,407,943,10149,9383,19529,44,37,80,10720,9829,20549,92,85,181,2225,2074,4302,13,9,22,2334,2169,4501,62,52,113,1602,1726,3322,7,15,23,1667,1791,3462,35,8,39,764,903,1667,8,0,4,799,916,1712,1230,1373,2606,52020,52296,104312,1836,1799,3635,55085,55464,110550,0,0,0,4,3,6,0,0,0,4,4,8,102,106,204,4029,4578,8609,265,284,552,4400,4961,9364,1329,1477,2809,56050,56878,112926,2108,2079,4190,59490,60428,119920
LGA53800,6720,14319,36,40,81,8567,7715,16276,227,109,332,418,351,768,1690,1524,3215,2340,1980,4314,46,45,89,231,239,466,0,0,0,273,288,560,418,386,806,2075,1986,4063,21,13,41,2511,2391,4902,112,100,216,638,695,1327,0,4,3,754,793,1549,8,24,34,131,190,321,0,0,0,140,218,353,25,57,77,320,774,1088,0,3,7,342,833,1172,312,386,699,5177,6561,11742,27,30,55,5517,6973,12497,160,251,413,1838,1886,3723,11,13,19,2010,2150,4156,450,428,882,4057,3482,7535,22,27,49,4538,3932,8469,121,120,239,888,755,1647,5,8,12,1014,880,1896,74,55,130,586,478,1065,7,10,17,668,544,1210,22,18,43,67,88,149,0,0,0,88,100,189,1373,1577,2952,13220,13942,27163,1082,1147,2229,15681,16669,32348,4,0,7,13,9,21,0,0,0,14,9,34,193,220,414,1209,1346,2560,207,215,418,1609,1789,3395,1572,1799,3370,14452,15301,29752,1284,1366,2650,17308,18463,35772
