LGA_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
LGA53080,0,0,0,0,3,0,4,4,0,4,6,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,11,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,11,7,7,0,5,0,38,10,4,0,0,3,0,0,19,16,14,14,3,14,9,9,93
LGA53150,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,8,7,6,0,0,46,6,0,0,0,0,0,0,4,17,14,11,3,9,0,4,69
LGA53220,0,0,4,10,9,6,4,31,10,8,15,21,17,10,10,89,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,10,36,26,44,32,148,5,7,5,10,9,24,14,72,0,0,0,3,8,5,4,26,5,0,0,0,5,5,0,13,0,9,13,13,6,0,3,51,0,0,0,0,0,3,0,3,11,6,7,17,15,14,14,84,460,268,246,189,89,44,13,1312,21,10,13,20,7,6,3,84,510,308,306,282,150,118,66,1746
LGA53290,0,0,0,4,3,11,16,39,11,7,13,5,7,13,3,52,0,0,0,0,3,4,6,14,0,0,0,0,0,0,3,3,0,0,3,4,3,10,15,39,0,0,0,0,4,9,6,18,0,0,0,0,0,4,0,6,3,0,0,0,0,7,3,15,3,14,13,8,8,10,3,56,0,0,0,0,0,0,0,0,10,0,0,3,8,8,6,33,157,92,42,31,27,13,7,368,17,17,4,3,3,8,4,57,199,129,66,51,54,53,47,601
LGA53360,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,31,8,4,9,3,7,4,64,0,5,0,0,0,0,0,4,31,16,13,11,13,8,4,90
LGA53430,0,0,0,3,3,16,7,36,12,6,10,11,7,9,5,65,0,0,0,0,3,5,4,14,0,0,0,0,0,0,0,0,0,0,0,9,0,6,9,35,0,0,4,0,5,11,8,19,0,0,0,3,0,0,0,5,0,0,0,3,3,6,5,14,10,19,18,12,22,7,3,100,0,0,0,0,0,0,0,4,12,9,12,5,9,8,7,53,123,60,42,39,25,15,4,311,13,6,5,0,7,0,5,37,159,97,80,62,62,55,39,552
LGA53570,0,0,0,0,0,4,5,13,4,0,3,0,0,0,4,18,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,14,41,14,8,7,11,4,0,89,7,0,0,0,0,0,0,13,52,15,17,8,19,15,14,144
LGA53640,0,0,0,0,0,5,0,8,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,8,11,7,5,3,5,54,8,3,0,0,0,0,0,15,26,12,12,17,5,13,8,93
LGA53710,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,19,5,0,0,0,0,0,0,8,16,0,8,3,0,3,7,37
LGA53780,0,6,13,22,30,46,52,174,95,71,52,49,48,36,36,398,0,0,0,3,5,14,12,39,0,0,0,0,0,8,6,13,0,7,22,35,47,62,71,243,4,0,5,11,21,31,44,124,0,0,6,4,6,14,18,43,4,0,3,8,9,13,18,47,33,79,82,80,64,28,23,383,0,0,3,0,5,4,5,23,63,37,36,31,40,27,23,257,805,345,241,142,122,44,32,1729,99,119,214,129,58,21,9,658,1072,622,609,434,333,202,180,3448
LGA53800,0,4,10,10,35,60,72,200,110,58,50,57,61,55,46,434,0,0,0,5,12,16,31,65,0,0,0,0,3,6,22,26,3,12,23,40,62,108,114,365,0,4,6,14,23,60,61,169,0,0,3,3,9,21,34,70,5,0,0,4,18,22,32,76,26,55,60,60,54,57,29,347,0,0,0,0,8,11,20,35,77,30,27,34,38,40,27,269,930,440,268,195,160,80,52,2120,132,93,84,74,49,21,19,476,1251,672,492,412,389,325,273,3814
LGA53920,0,0,0,4,6,8,8,34,7,7,10,19,22,16,13,90,0,0,0,3,4,9,4,17,0,0,0,0,0,0,4,10,0,4,5,37,52,37,39,170,5,5,9,12,27,19,12,92,0,0,0,0,12,10,8,28,4,0,3,3,0,7,4,20,0,11,14,12,5,4,5,52,0,0,4,0,4,4,4,15,13,7,11,20,26,16,16,111,571,446,339,257,166,54,43,1875,203,83,48,56,26,22,12,450,806,566,435,388,288,154,137,2774
LGA53990,0,0,4,9,5,21,14,53,26,25,10,17,8,14,6,108,0,0,0,0,0,3,5,15,0,0,0,0,0,0,3,4,0,0,6,3,3,19,10,49,0,0,0,0,3,5,6,17,0,0,0,0,0,0,3,3,0,0,0,0,4,7,5,10,4,27,21,16,15,11,3,98,0,0,0,0,0,4,3,7,33,7,6,8,3,6,0,67,225,96,59,56,34,16,4,492,15,15,0,0,0,4,3,43,302,163,100,90,72,62,29,815
LGA54060,0,0,0,0,5,0,4,13,0,3,0,4,0,5,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,36,20,11,8,11,8,0,91,3,5,0,0,0,0,0,7,44,30,9,16,13,16,13,146
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,4,4,0,3,0,26,5,0,0,0,0,0,0,5,16,4,4,3,5,3,8,39
LGA54170,0,3,4,6,13,21,27,79,53,22,20,19,20,20,22,173,0,0,0,0,0,6,6,16,0,0,0,0,0,0,4,6,0,3,0,7,8,22,19,66,0,0,0,0,6,8,15,43,0,0,0,0,0,0,0,9,0,0,0,5,3,0,8,22,32,30,32,26,28,22,14,178,0,0,0,0,0,0,7,7,16,17,16,14,17,15,8,99,367,146,111,96,74,31,11,846,27,19,8,16,8,4,6,92,491,228,182,170,144,103,79,1386
LGA54200,4,4,0,6,9,15,25,62,45,22,21,24,17,10,14,152,0,0,0,0,10,3,5,19,0,0,0,0,0,0,6,4,0,0,0,6,13,20,24,67,0,0,0,0,11,10,11,43,0,0,0,5,0,0,3,5,0,0,0,0,4,4,6,23,17,35,30,26,16,7,8,135,0,0,0,0,5,4,4,12,23,15,15,18,13,11,3,89,379,187,118,86,68,36,4,873,35,21,8,9,10,0,0,73,488,266,173,143,130,85,58,1350
LGA54280,0,0,6,8,20,26,25,83,30,21,16,17,24,18,13,139,0,0,4,4,6,9,14,30,0,0,0,0,0,4,15,20,4,3,12,16,46,57,49,178,4,0,0,0,16,24,14,65,4,0,9,3,6,10,13,41,0,0,0,0,0,7,11,31,5,25,34,23,18,22,6,123,0,0,0,0,3,10,5,26,26,14,18,8,22,17,18,125,561,232,180,118,91,41,18,1250,96,88,91,84,55,23,16,452,730,373,346,268,240,170,115,2244
LGA54310,0,0,9,8,19,19,26,79,47,36,33,24,32,11,10,191,0,3,0,3,7,4,9,26,0,0,0,0,0,3,3,5,0,3,16,30,54,41,48,201,4,4,5,11,22,18,13,70,3,0,3,3,6,4,9,32,0,0,0,0,4,4,3,17,16,22,32,22,23,9,5,121,0,0,0,3,6,0,5,14,22,25,18,18,29,12,11,131,668,324,270,198,133,63,22,1683,46,57,81,66,27,14,5,299,794,456,443,354,288,159,98,2594
LGA54340,0,0,0,0,6,5,13,31,3,5,7,3,8,4,8,40,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,7,0,0,0,6,8,9,16,38,0,0,0,0,0,3,8,18,0,0,0,0,4,0,3,9,0,0,0,0,4,0,0,7,0,6,9,8,9,0,3,33,0,0,0,0,0,0,4,4,5,4,0,0,3,0,0,15,85,55,35,12,13,9,4,211,17,7,0,0,0,5,0,29,107,75,52,30,43,30,33,356
LGA54410,0,0,0,0,4,3,4,16,3,5,0,3,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,0,0,0,3,4,3,7,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,6,4,6,0,5,0,35,0,0,0,0,5,0,0,10,16,13,4,12,14,12,16,85
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54550,0,0,0,0,3,3,0,6,6,0,6,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,3,5,10,4,0,45,6,0,0,0,0,7,0,14,38,10,14,9,13,10,0,99
LGA54620,0,0,0,0,0,0,3,8,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,20,0,0,3,0,0,0,32,0,0,0,0,0,0,0,4,24,7,5,7,11,9,5,63
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
LGA54760,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,6,3,5,0,0,0,7,3,23
LGA54830,0,3,7,12,15,28,16,85,61,29,28,20,17,14,11,177,0,0,0,4,8,3,0,18,0,0,0,0,0,0,5,11,0,3,10,18,25,16,26,105,0,0,0,4,9,6,20,45,0,0,0,0,4,5,5,25,0,0,0,3,4,5,3,19,26,53,49,33,27,21,4,211,0,0,0,0,3,0,4,10,39,18,13,14,20,21,14,139,413,194,147,82,43,19,9,898,44,116,213,133,52,8,10,581,566,395,446,279,177,79,66,2016
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,0,4,0,21,0,0,0,0,0,0,0,0,11,5,3,0,3,4,0,29
LGA54970,0,0,3,3,3,0,3,14,3,3,3,3,10,7,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,10,21,20,8,57,0,0,0,4,11,7,4,28,0,0,0,0,5,7,0,10,0,0,0,0,0,4,0,5,0,0,3,4,5,0,0,7,0,0,0,0,0,4,0,7,9,0,0,3,5,3,0,22,72,43,42,27,13,9,3,215,3,0,0,0,0,0,0,7,89,51,51,42,45,32,16,325
LGA55040,0,0,0,0,0,10,0,12,0,0,0,0,4,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,43,18,12,15,4,3,0,99,5,0,0,0,0,0,0,6,57,21,19,19,19,16,13,159
LGA55110,0,4,9,22,32,46,44,161,98,62,53,38,45,31,13,345,0,0,4,6,12,16,24,52,0,0,0,0,0,0,5,7,0,3,7,12,26,50,49,151,3,0,0,3,11,28,33,79,0,0,0,0,9,0,6,22,10,6,0,6,15,12,18,50,38,84,76,63,43,41,23,374,0,0,0,0,4,0,6,19,81,40,33,27,23,33,20,257,738,299,200,124,83,45,29,1528,86,43,24,10,13,5,10,185,1020,495,347,243,212,180,136,2620
LGA55180,0,0,0,0,5,7,0,19,9,13,0,5,3,3,0,32,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,0,0,0,3,0,5,3,10,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,9,6,3,3,13,0,32,0,0,0,0,0,0,0,0,5,4,0,3,0,4,4,14,85,52,13,6,20,8,6,185,8,3,0,0,0,7,0,14,104,73,21,27,34,33,10,302
LGA55250,0,0,0,0,3,6,4,12,0,5,0,4,5,5,0,25,0,0,0,0,0,3,5,4,0,0,0,0,0,0,3,3,0,0,0,5,7,13,9,42,5,3,0,6,3,11,7,33,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,10,0,4,4,6,4,4,0,20,0,0,0,0,0,0,8,8,6,0,0,0,5,3,0,18,107,58,35,29,21,15,0,277,9,15,14,6,8,3,0,63,129,95,59,46,44,52,27,449
LGA55320,3,0,0,6,10,23,10,53,26,26,15,21,15,10,3,113,0,0,0,0,4,6,6,24,0,0,0,0,0,0,6,3,0,3,0,6,10,18,3,38,0,0,4,0,4,9,14,34,0,0,3,0,0,4,0,9,0,0,0,5,3,10,6,20,18,25,25,16,18,21,8,133,0,0,0,0,0,0,3,8,12,17,15,9,14,9,5,77,199,125,74,60,31,28,14,534,19,16,15,10,4,9,0,74,264,200,128,105,76,90,46,920
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,15,13,15,12,6,4,86,0,0,0,0,0,0,0,0,29,14,19,19,17,12,8,111
LGA55460,0,0,0,4,4,4,3,19,9,7,4,5,5,4,5,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,20,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,11,4,0,7,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,12,40,15,14,7,0,9,0,85,4,0,0,0,0,5,0,19,49,28,21,17,18,17,9,169
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,4,0,6,0,4,23
LGA55600,0,0,0,0,3,3,5,14,10,7,0,4,3,7,5,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,21,0,0,0,3,3,5,3,16,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,3,0,5,4,0,6,3,0,29,0,0,0,0,0,0,0,0,5,0,0,3,6,3,0,15,74,42,22,8,14,10,4,182,11,0,0,3,0,0,0,20,95,53,35,22,31,30,24,294
LGA55670,0,0,0,0,0,0,8,10,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,3,5,0,3,0,44,0,0,0,0,0,0,3,9,18,17,9,8,9,7,11,72
LGA55740,0,0,0,0,6,7,0,12,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,8,5,5,22,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,17,24,4,9,8,3,3,0,56,0,0,0,0,0,0,0,0,33,16,18,6,17,10,4,101
LGA55810,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,8,0,4,0,33,0,0,0,0,0,0,0,4,15,8,8,9,8,9,6,58
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,19
LGA55950,0,0,0,0,0,3,0,3,0,5,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,3,7,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,9,5,5,4,7,0,24
LGA56090,0,0,0,0,8,12,14,37,22,20,8,10,18,5,7,89,0,0,0,4,7,7,3,24,0,0,0,0,0,0,0,0,0,0,0,3,6,11,13,43,0,0,0,0,10,8,14,30,0,0,0,0,0,3,4,10,0,0,0,0,0,0,11,12,7,18,14,10,10,12,3,78,0,0,0,0,0,3,3,8,12,14,13,5,9,8,9,64,209,119,69,52,45,33,9,549,24,106,262,154,68,19,3,644,275,273,362,233,158,93,50,1442
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,0,0,22,7,0,0,0,0,0,0,7,14,3,7,3,11,3,3,38
LGA56230,0,0,0,4,6,11,11,32,13,13,6,8,3,5,3,58,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,5,0,3,0,0,9,11,10,33,0,0,0,0,3,7,11,10,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,6,0,18,6,8,6,14,4,62,0,0,0,0,5,0,0,8,15,3,9,6,4,12,4,43,124,69,23,26,11,16,7,278,7,14,3,4,4,0,0,36,160,111,46,59,41,44,31,489
LGA56300,0,0,0,0,0,4,6,12,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,3,3,3,8,8,40
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,14,3,4,0,5,0,0,25
LGA56460,0,0,3,0,6,5,0,19,3,3,6,3,4,7,7,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,5,5,10,9,33,0,0,0,0,0,3,4,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,3,5,6,3,5,0,23,0,0,0,0,0,0,0,0,0,5,0,3,6,3,7,15,59,39,7,7,13,3,4,132,22,7,3,3,0,0,0,39,87,51,24,26,30,18,19,264
LGA56580,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,21,10,10,3,4,0,0,55,3,0,3,0,0,0,0,6,28,14,13,6,10,3,0,87
LGA56620,0,0,0,0,0,3,0,4,0,0,4,0,8,5,11,38,0,0,0,0,0,0,3,4,0,0,0,0,0,6,11,16,0,3,9,21,33,33,29,123,3,0,5,13,23,18,13,73,0,0,0,4,11,9,13,38,0,0,0,3,0,0,5,14,5,0,6,5,9,7,3,22,0,0,0,0,0,0,5,5,8,7,4,12,17,22,10,81,227,210,144,112,77,28,17,814,43,14,8,14,11,0,0,96,277,230,181,174,148,83,63,1147
LGA56730,0,0,0,0,5,20,22,49,9,14,13,9,10,14,9,71,3,0,0,0,0,4,15,14,0,0,0,0,0,0,3,6,0,3,0,10,9,28,18,66,0,0,0,3,0,12,13,33,0,0,0,0,0,4,10,18,0,0,0,0,0,3,0,14,11,16,14,3,14,18,11,79,4,0,0,0,4,5,0,12,18,3,6,0,11,15,6,52,200,80,36,33,31,16,6,410,31,17,9,7,0,3,0,77,265,121,74,59,62,85,50,715
