LGA_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
LGA57980,757,1000,159,141,10,22,41,2129,625,764,213,115,11,20,59,1807,489,657,211,127,6,55,61,1607,601,814,422,174,17,76,306,2410,3213,4824,1185,837,103,203,524,10889,0,0,0,0,0,0,12,16,0,3,0,0,0,0,43,48,0,0,0,0,0,0,131,134,0,0,0,0,0,0,110,112,0,0,0,0,0,0,83,86,0,0,0,0,0,0,70,71,0,9,0,8,0,0,149,166,4,18,0,7,0,0,601,628,0,0,3,35,24,7,19,96,53,378,44,80,22,4,56,638,683,1232,134,177,10,16,171,2421,762,1005,161,143,12,22,154,2257,633,764,213,113,11,20,143,1908,490,661,209,127,6,55,130,1680,602,827,422,178,17,76,456,2577,3227,4866,1197,852,102,203,1129,11580
LGA58050,1846,4108,2837,5073,345,418,692,15315,1057,2531,2294,4347,242,490,580,11538,693,1512,1730,3526,160,446,579,8649,498,1230,1276,2708,122,386,1406,7620,5629,14484,11138,24130,2136,2233,4340,64091,0,0,0,3,5,0,309,319,0,0,0,3,0,0,366,376,0,0,3,12,0,0,1083,1101,0,8,5,7,3,0,979,1004,0,6,0,13,0,0,921,937,0,3,3,9,0,0,642,660,0,5,9,12,0,6,663,695,7,17,24,67,4,13,4965,5092,0,10,48,703,424,76,504,1767,116,960,597,2102,457,132,655,5022,1433,4178,2420,6120,469,305,1779,16712,1859,4141,2874,5223,358,418,1704,16574,1071,2569,2338,4445,246,498,1529,12693,700,1528,1758,3599,168,458,1251,9466,500,1241,1307,2744,122,392,2094,8397,5675,14629,11346,24934,2249,2282,9511,70630
LGA58190,0,0,5,7,5,0,0,17,0,13,4,12,0,0,5,29,0,8,3,7,0,0,0,20,0,6,4,11,0,0,4,22,8,34,19,48,7,6,9,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,7,7,0,0,0,0,0,0,37,37,0,0,0,3,4,0,0,4,0,0,0,3,0,0,4,13,4,5,3,8,0,0,8,23,0,0,5,7,5,0,3,21,0,13,4,12,0,0,12,40,0,8,3,7,0,0,12,36,0,6,4,11,0,0,9,27,8,34,19,48,7,0,48,162
LGA58260,5,15,13,15,0,0,0,48,5,9,7,14,0,0,0,30,3,9,0,5,0,0,0,24,7,0,6,15,0,0,15,37,10,31,32,66,7,5,24,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,12,0,0,0,0,0,0,5,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,14,14,0,0,0,0,0,0,66,61,0,0,0,0,5,0,5,3,0,0,0,3,0,0,3,9,0,4,0,10,0,0,17,37,5,15,12,18,0,0,16,61,5,3,7,22,0,0,5,42,3,9,0,5,0,0,12,34,7,0,6,15,0,0,31,56,10,27,37,73,7,5,86,248
LGA58330,28,45,41,117,8,5,11,243,17,41,67,145,9,17,22,320,45,67,102,221,10,18,35,500,54,96,122,210,15,33,75,602,150,290,354,821,60,73,173,1922,0,0,0,0,0,0,18,18,0,0,0,0,0,0,12,12,0,0,0,0,0,0,41,45,0,0,0,0,0,0,42,42,0,0,0,0,0,0,76,77,0,0,0,0,0,0,113,115,0,0,0,3,0,0,104,113,0,0,0,9,0,0,405,417,0,0,0,4,7,0,26,40,0,3,0,35,11,0,17,77,17,36,23,90,7,3,51,226,28,45,39,119,8,5,54,287,17,47,65,148,9,17,103,410,47,67,105,232,10,18,155,625,54,96,127,210,15,33,185,716,153,293,363,845,62,72,587,2374
LGA58400,0,0,0,0,0,0,0,6,0,3,6,5,0,0,0,18,0,3,0,3,0,0,5,15,0,0,4,10,0,0,7,25,4,7,12,41,0,3,17,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,28,29,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,4,0,0,4,16,3,0,3,29,0,0,0,0,0,0,0,6,0,3,6,5,0,0,8,21,0,3,0,9,0,0,10,21,0,0,4,10,0,0,13,33,4,7,12,47,3,3,40,124
LGA58470,0,0,5,3,0,0,0,12,6,3,0,3,0,0,0,10,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,10,3,17,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,0,0,5,8,0,0,3,14,4,3,0,6,0,0,0,18,0,0,0,6,0,0,0,10,0,0,0,5,0,0,4,7,7,13,3,23,0,0,14,62
LGA58510,1180,2001,595,711,45,67,149,4749,663,1048,517,579,37,96,130,3062,421,615,424,560,37,78,147,2289,296,570,466,575,28,111,861,2904,3934,7639,2984,3833,406,426,1598,20821,0,0,0,0,0,0,67,67,0,0,0,0,0,0,164,164,3,4,6,0,0,0,457,464,0,6,0,0,0,0,326,328,0,0,0,0,0,0,238,245,3,6,0,0,0,0,177,188,0,0,0,3,0,0,228,235,0,15,9,8,0,0,1649,1683,0,0,24,127,82,9,88,328,83,612,301,410,121,15,251,1785,1303,2816,679,933,71,49,663,6524,1185,2014,599,732,47,69,476,5123,666,1057,522,589,37,96,376,3348,422,626,434,570,37,87,337,2521,299,576,469,576,27,111,1106,3169,3963,7710,3030,3948,425,429,3298,22798
LGA58540,0,21,4,14,0,0,0,46,3,9,9,21,0,4,4,59,3,8,15,21,0,4,3,49,6,3,11,9,3,3,14,56,12,53,49,93,13,18,28,261,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,0,14,16,0,0,0,0,0,0,15,15,0,0,0,0,0,0,13,17,0,0,0,0,0,0,17,17,0,0,0,3,0,0,72,79,0,0,0,9,0,0,4,16,0,0,0,3,0,0,0,7,0,5,11,18,0,0,8,48,0,21,5,19,0,0,16,64,3,9,9,21,0,4,22,78,3,8,8,23,0,4,15,66,6,3,11,9,3,3,31,71,12,53,47,100,13,18,98,344
LGA58570,1387,2425,631,600,39,59,127,5266,933,1476,526,478,19,95,96,3627,581,957,464,447,28,86,122,2671,412,661,384,351,34,94,304,2237,4921,9458,2890,3038,298,405,898,21904,0,0,0,0,0,0,24,24,0,0,0,0,0,0,140,137,0,0,0,0,0,0,550,555,0,4,4,0,0,0,294,298,0,0,0,4,0,0,192,195,3,0,0,0,0,0,159,165,3,0,0,0,0,6,182,192,4,11,8,6,0,4,1546,1573,0,0,19,78,54,6,36,185,82,663,195,319,68,17,196,1540,1536,3295,690,789,54,47,744,7154,1387,2439,637,612,35,59,420,5596,935,1489,534,489,19,99,295,3857,592,961,466,444,28,85,283,2860,420,667,386,358,34,98,491,2441,4957,9510,2922,3086,303,410,2452,23641
LGA58610,8,34,11,38,5,0,0,93,9,12,9,33,0,3,6,75,4,17,16,59,6,8,12,109,7,19,23,58,0,3,23,143,28,118,67,238,15,16,52,539,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,26,26,0,0,0,0,0,0,24,23,0,0,0,0,0,0,20,20,0,0,0,0,0,0,19,19,0,0,0,0,0,0,44,50,0,0,0,0,0,0,155,156,0,0,0,4,0,0,13,16,0,0,0,10,0,0,13,30,0,33,12,42,0,0,26,115,8,34,11,37,5,0,19,119,9,12,9,36,0,3,27,98,4,17,16,56,6,8,29,133,7,24,28,53,0,3,69,191,28,117,70,240,15,16,201,702
LGA58680,0,5,3,11,0,6,0,22,4,6,14,18,0,5,0,47,0,0,9,15,0,0,0,22,0,0,9,17,0,7,11,41,5,24,33,82,0,13,9,169,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,11,0,0,0,0,0,0,9,9,0,0,0,0,0,0,19,22,0,0,0,0,0,0,19,19,0,0,0,0,0,0,19,22,0,0,0,0,0,0,81,84,0,0,0,0,0,0,7,7,0,0,0,5,0,0,5,12,0,5,7,18,0,0,11,35,0,5,3,12,0,6,13,37,4,8,14,17,0,5,15,64,0,0,9,15,0,0,19,46,0,0,9,17,0,7,24,64,5,26,38,83,3,14,92,258
LGA58760,2462,6039,3954,6993,400,612,966,21424,1701,3990,3817,6447,357,728,951,17987,923,2036,2559,4911,250,552,769,12002,605,1533,2005,3961,176,607,2139,11027,7480,20516,16438,33408,2938,3176,6255,90204,0,0,0,10,0,0,370,376,0,4,0,13,0,0,469,483,0,0,0,13,3,0,1215,1233,0,11,7,16,0,0,1200,1234,3,7,10,21,5,0,1115,1158,5,7,9,16,0,0,782,821,0,8,7,25,0,3,737,781,8,37,32,118,8,5,5893,6095,5,10,94,931,635,112,631,2422,160,1446,940,2730,623,193,841,6936,1633,5504,3127,7727,572,393,2052,21008,2472,6062,3986,7119,415,616,2180,22857,1714,4018,3859,6524,369,734,2078,19298,931,2061,2585,4977,251,552,1573,12932,613,1553,2018,4004,178,609,2900,11872,7529,20656,16604,34012,3049,3217,12257,97322
LGA58820,10,42,42,159,12,0,20,277,10,40,57,152,6,13,24,305,11,40,54,161,9,20,24,318,11,37,74,143,7,23,128,422,51,191,244,817,65,64,226,1657,0,0,0,0,0,0,18,13,0,0,0,0,0,0,12,12,0,0,0,0,0,0,28,28,0,0,0,0,0,0,35,37,0,0,0,0,0,0,54,51,0,0,0,0,0,0,41,44,0,0,0,0,0,0,38,38,0,0,0,5,0,0,220,224,0,0,4,19,13,0,22,57,0,6,4,59,10,0,20,95,6,34,19,134,9,9,41,254,7,42,41,161,11,0,50,324,10,37,53,158,8,16,81,366,11,41,54,163,13,20,69,374,11,36,74,148,7,23,170,465,53,192,252,842,76,65,455,1943
LGA58890,0,13,6,15,4,0,0,40,3,19,10,21,4,6,5,62,0,6,11,28,0,0,9,61,4,5,8,13,0,5,11,45,18,58,39,108,14,10,19,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,17,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,11,11,0,0,0,0,0,0,67,67,0,0,0,4,0,0,0,7,0,0,0,8,0,0,5,18,0,14,3,12,0,0,8,42,0,13,6,19,4,0,17,58,3,19,10,21,9,6,13,69,0,6,11,28,0,0,19,76,4,5,8,13,0,5,20,58,18,58,39,108,14,10,87,326
LGA59030,0,0,0,8,0,0,0,13,0,5,3,4,4,0,0,12,0,0,6,10,0,0,5,20,0,0,8,6,0,0,4,17,0,14,16,37,3,3,12,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,7,0,0,12,21,0,0,0,8,0,0,4,21,0,5,3,4,4,0,0,12,0,0,6,10,0,0,4,23,0,0,8,6,0,0,9,24,0,14,16,37,3,3,28,108
LGA59100,0,12,3,17,0,0,0,36,0,3,12,11,0,3,3,30,0,4,12,20,0,0,0,44,0,5,9,12,0,7,4,33,3,44,33,79,5,15,12,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,15,14,0,0,0,0,0,0,25,25,0,0,0,0,0,0,26,26,0,0,0,0,0,0,87,90,0,0,0,4,0,0,4,7,0,0,0,4,0,0,10,16,0,17,3,16,7,0,8,49,0,12,3,17,0,0,8,42,0,3,12,7,0,3,13,43,0,4,12,20,0,3,30,68,0,5,9,12,0,7,34,58,3,44,33,87,5,14,102,291
LGA59170,6,31,18,38,3,0,3,96,3,20,12,19,4,0,3,73,4,15,17,26,0,0,11,61,3,5,17,16,0,7,14,53,18,92,69,138,14,8,44,375,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,11,0,0,0,0,0,0,17,17,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,30,27,0,0,0,0,0,0,82,86,0,0,0,3,0,0,9,10,0,4,0,10,4,0,9,22,0,25,9,27,0,0,13,77,6,31,18,38,3,0,21,115,3,20,12,19,4,0,16,79,4,15,17,26,0,0,22,75,3,5,14,16,0,7,43,87,18,95,72,138,14,8,126,465
LGA59250,5,0,3,14,0,0,0,22,0,3,7,15,0,0,0,30,0,0,6,10,0,0,0,18,0,3,0,4,0,0,3,12,11,24,22,66,3,3,7,136,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,38,0,0,0,0,0,0,21,21,0,0,0,0,0,0,15,14,0,0,0,0,0,0,12,12,0,0,0,0,0,0,137,142,0,0,0,6,0,0,12,13,0,0,0,10,0,0,12,30,3,10,5,16,0,0,42,82,5,0,4,18,0,0,42,65,0,5,7,17,0,0,28,57,0,0,6,9,0,0,15,27,0,6,0,4,0,0,13,27,11,27,25,79,4,3,152,296
LGA59310,6,22,6,44,4,0,7,87,8,15,5,26,0,3,4,61,7,10,17,39,3,3,0,80,4,0,25,33,0,6,21,89,28,70,61,209,26,11,38,439,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,16,16,0,0,0,0,0,0,7,7,0,0,0,0,0,0,16,16,0,0,0,0,0,0,22,22,0,0,0,4,0,0,79,84,0,0,0,4,4,0,4,12,3,4,0,15,3,0,4,29,7,17,12,42,9,0,14,106,6,22,3,53,4,0,18,106,8,15,5,26,0,3,16,76,7,10,17,39,3,3,20,94,4,0,25,35,0,3,43,120,28,71,59,219,26,12,117,540
LGA59320,0,9,4,14,0,6,0,31,0,6,5,6,0,0,3,28,3,8,9,15,0,0,0,35,4,3,6,15,0,4,15,47,4,31,29,64,16,5,22,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,33,29,0,0,0,4,0,0,0,4,0,4,0,6,0,0,0,13,4,3,3,11,8,4,6,27,0,9,4,14,0,6,4,39,0,8,5,7,0,0,10,34,3,8,9,15,0,0,4,40,4,3,6,15,0,4,25,55,4,30,29,65,16,5,50,208
LGA59330,0,8,0,6,0,0,0,27,0,0,4,11,0,0,0,23,0,0,8,11,0,0,4,27,4,6,7,12,0,0,20,40,4,28,16,60,7,3,21,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,18,20,0,0,0,0,0,0,37,39,0,0,0,5,0,0,0,3,0,0,0,5,0,0,3,9,0,9,5,10,5,0,10,35,0,8,0,9,0,0,8,29,0,0,4,11,0,0,3,26,0,3,7,16,0,0,7,30,4,6,5,12,0,0,35,59,4,33,23,63,10,3,67,200
LGA59340,61,140,75,166,5,10,17,468,44,107,47,183,4,12,13,409,45,79,81,115,4,14,22,363,12,26,27,66,7,4,29,169,244,621,317,740,42,43,130,2139,0,0,0,0,0,0,52,52,0,0,0,0,0,0,67,67,0,0,0,0,0,0,209,210,0,0,0,0,0,3,164,166,0,0,0,0,0,0,166,166,0,0,0,0,0,0,133,141,0,0,0,0,0,0,111,108,0,6,3,3,0,0,901,918,0,0,0,18,10,4,88,120,4,42,13,59,15,3,100,238,76,237,81,209,26,13,280,926,64,142,84,212,12,14,223,756,45,112,66,213,10,17,215,683,50,89,89,129,12,15,175,564,12,33,34,75,7,7,162,337,260,657,367,925,96,81,1243,3629
LGA59350,0,0,0,12,0,0,0,14,0,0,0,3,0,0,0,7,0,4,0,3,0,0,0,7,0,0,0,3,0,0,5,6,0,17,4,48,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,54,54,0,0,0,0,0,0,23,23,0,0,0,0,0,0,21,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,12,12,0,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,27,0,6,0,23,0,0,50,81,0,0,0,12,0,0,28,41,0,0,0,7,0,0,22,36,0,4,0,3,0,0,16,22,0,0,0,3,0,0,15,22,0,15,4,51,0,0,153,227
LGA59360,0,19,12,37,3,3,4,81,4,14,21,34,4,3,9,90,0,11,9,35,0,0,8,63,0,4,6,13,0,4,12,44,19,72,62,166,12,9,39,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,45,45,0,0,0,0,0,0,36,36,0,0,0,0,0,0,43,42,0,0,0,0,0,0,31,31,0,0,0,0,0,0,22,22,0,0,0,0,0,0,184,186,0,0,0,0,0,0,0,4,0,4,0,5,5,0,10,24,9,24,7,42,4,0,46,131,0,19,12,37,3,3,42,120,4,14,21,36,4,3,45,135,0,11,9,35,0,0,38,97,0,4,6,13,0,4,36,65,15,72,62,170,16,9,230,579
LGA59370,16,46,26,64,8,3,12,179,13,44,36,82,8,4,15,194,22,43,58,131,6,13,15,290,50,72,123,155,9,37,96,540,114,254,263,509,40,65,146,1389,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,28,28,0,0,0,0,0,0,20,25,0,0,0,0,0,0,38,38,0,0,0,0,0,0,52,50,0,0,0,0,0,0,85,87,0,0,0,0,0,0,233,241,0,0,0,7,6,0,16,30,4,8,6,17,0,3,13,51,13,46,9,57,6,0,30,162,16,46,31,70,8,9,31,205,14,43,40,83,7,4,46,237,25,42,60,133,6,13,67,348,50,76,122,156,9,37,183,626,114,262,266,528,46,68,383,1666
LGA59499,44,130,68,191,10,7,309,758,33,58,47,154,7,9,289,596,40,62,67,158,7,24,193,547,28,44,48,142,4,11,142,412,219,560,323,888,74,61,1275,3397,0,0,0,0,0,0,27,27,0,0,0,0,0,0,93,99,0,0,0,3,0,0,249,253,0,0,0,0,0,0,210,209,0,0,0,0,0,0,201,203,0,0,0,5,0,0,186,186,0,0,0,0,0,0,140,138,0,0,0,7,0,0,1113,1122,0,0,0,14,11,0,102,131,0,54,18,68,23,3,239,400,76,221,79,191,22,11,673,1270,44,131,71,203,15,6,815,1293,31,58,50,162,10,14,753,1073,43,60,77,158,7,23,508,876,30,44,44,143,4,14,353,628,225,563,335,946,85,66,3446,5668
LGA59799,0,11,8,35,0,4,6,69,3,8,4,20,0,0,6,39,0,10,0,7,0,3,0,19,0,0,3,0,0,0,0,9,7,37,28,101,4,8,18,206,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,15,0,0,0,0,0,0,47,47,0,0,0,0,0,0,72,72,0,0,0,0,0,0,47,47,0,0,0,0,0,0,21,21,0,0,0,0,0,0,3,8,0,0,0,0,0,0,211,218,0,0,0,0,0,0,3,3,0,4,0,8,0,0,17,32,0,14,7,26,4,6,49,97,0,13,11,39,0,4,84,145,3,8,4,15,0,0,54,92,0,10,0,7,0,3,21,48,0,0,4,0,0,0,3,15,7,39,35,100,4,7,233,428
