LGA_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
LGA51540,21,85,54,92,7,12,26,289,26,61,39,122,5,13,15,280,13,47,34,136,8,11,22,272,14,31,46,94,0,9,55,254,110,343,216,633,71,55,134,1560,0,0,0,0,0,0,46,46,0,0,0,0,0,0,74,74,0,0,0,0,0,0,144,143,0,0,0,3,0,0,104,112,0,0,0,0,0,0,122,126,0,0,0,0,0,0,87,88,0,0,0,0,0,0,89,93,0,0,0,8,0,0,669,677,0,0,0,10,7,0,68,88,0,19,9,49,27,4,77,191,33,93,33,140,21,14,179,512,21,89,59,109,6,12,140,429,31,63,42,146,8,13,153,457,18,52,39,151,11,14,118,396,14,31,49,105,8,11,156,378,118,349,232,708,89,67,891,2448
LGA51610,0,30,19,59,0,5,0,120,11,35,26,56,0,3,10,139,8,18,20,47,0,4,11,107,9,20,28,26,5,6,21,104,32,116,102,261,14,31,45,598,0,0,0,0,0,0,12,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,36,36,0,0,0,0,0,0,35,43,0,0,0,0,0,0,28,28,0,0,0,0,0,0,19,19,0,0,0,0,0,0,144,150,0,0,0,7,0,0,15,20,0,0,0,15,3,3,6,30,12,20,10,52,4,0,13,104,0,30,19,62,0,5,36,156,11,35,30,56,0,3,45,192,8,18,22,53,0,4,38,141,9,20,28,26,5,6,35,125,32,117,108,273,17,30,193,766
LGA51680,30,86,87,215,7,12,18,454,28,91,117,248,8,21,38,551,36,71,99,235,16,25,48,531,23,58,91,178,8,25,68,453,127,392,450,1133,87,97,207,2487,0,0,0,0,0,0,36,36,0,0,0,3,0,0,14,17,0,0,0,0,0,0,39,43,0,0,0,4,0,0,34,35,3,0,0,3,0,0,82,88,0,0,0,0,0,0,86,86,0,0,0,0,0,0,76,79,3,4,0,13,0,0,362,378,0,0,0,26,28,0,52,108,0,16,18,47,16,3,19,124,16,65,38,175,13,13,52,370,30,86,86,224,11,12,54,498,29,91,119,264,8,21,114,650,36,72,101,245,16,25,133,619,23,62,92,183,8,25,145,537,129,394,456,1162,88,97,567,2892
LGA51710,19,30,23,45,0,3,54,185,19,29,21,42,9,5,33,152,5,10,14,41,3,0,20,94,3,12,8,23,3,0,8,50,55,96,86,216,39,11,262,765,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,49,53,0,0,0,0,0,0,42,42,0,0,0,0,0,0,40,40,0,0,0,0,0,0,20,20,0,0,0,0,0,0,25,26,0,0,0,0,0,0,198,199,0,0,0,0,8,0,11,14,0,3,3,17,9,0,28,61,10,21,18,55,4,0,165,278,19,30,23,45,0,3,96,224,19,25,21,42,9,5,72,194,5,10,14,41,3,0,46,121,3,12,8,22,3,0,37,81,55,99,86,216,39,11,461,968
LGA51750,309,518,101,61,3,13,36,1038,401,610,127,67,0,20,45,1276,289,468,152,73,7,22,38,1046,419,741,370,98,10,60,200,1902,1741,3159,837,447,47,122,367,6716,0,0,0,0,0,0,40,40,0,6,0,0,0,0,31,35,0,3,0,3,0,0,85,88,3,0,0,0,0,0,42,44,0,0,0,0,0,0,49,50,0,0,0,0,0,0,36,42,0,4,3,0,0,0,143,146,0,12,9,7,0,0,424,445,0,0,0,31,10,5,49,96,27,241,28,42,4,0,47,396,289,587,59,74,6,6,105,1137,311,520,101,66,3,13,80,1091,403,612,129,70,0,20,100,1334,291,468,154,73,7,22,79,1091,423,744,373,98,10,60,342,2048,1747,3173,841,461,46,122,799,7186
LGA51820,2248,4723,2251,3783,220,285,521,14018,1405,2834,1995,3340,186,383,481,10621,859,1589,1460,2708,135,351,436,7539,524,1092,1280,2315,107,364,1237,6924,6922,16201,9232,17955,1488,1704,3353,56859,0,0,0,0,0,0,162,162,0,4,0,3,0,0,283,294,0,3,0,6,0,0,762,777,0,6,0,9,0,0,747,767,0,6,5,12,4,0,569,598,0,3,7,3,0,0,426,444,0,5,4,7,0,0,614,631,10,23,13,45,6,6,3568,3674,6,0,50,442,286,39,259,1086,126,1080,489,1512,325,91,434,4061,1778,4936,1740,4020,272,197,1224,14168,2267,4742,2277,3851,216,290,1274,14918,1412,2852,2025,3388,190,391,1059,11310,866,1605,1477,2733,136,354,878,8053,528,1110,1286,2332,107,370,1860,7591,6973,16320,9349,18281,1544,1734,6980,61177
LGA51860,9,3,8,16,0,0,13,49,0,8,3,6,0,0,5,27,5,5,4,21,0,0,0,33,5,0,0,7,0,0,7,17,14,27,16,70,15,3,36,178,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,17,17,0,0,0,0,0,0,12,12,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17,17,0,0,0,0,0,0,13,13,0,0,0,0,0,0,73,73,0,0,0,0,0,0,3,5,0,0,0,3,5,0,10,21,3,5,7,3,3,0,15,38,9,3,8,16,0,0,18,59,0,8,3,6,0,0,14,33,5,5,4,21,0,0,18,54,5,0,0,7,0,0,24,32,14,27,16,70,15,3,112,249
LGA51890,20,76,66,330,23,19,27,563,16,59,69,349,22,23,29,573,34,49,81,328,10,21,49,577,20,73,101,279,12,44,191,716,99,317,378,1807,150,130,344,3230,0,0,0,0,0,0,47,47,0,0,0,0,0,0,27,27,0,0,0,0,0,0,66,63,0,0,0,4,0,0,73,78,0,0,0,0,0,0,74,74,0,0,0,5,0,0,66,67,0,4,0,0,0,0,103,105,0,4,0,7,0,0,459,472,0,0,0,49,25,0,64,140,0,11,3,131,35,3,36,222,16,48,48,374,36,20,90,624,20,76,69,342,23,22,108,653,16,59,71,353,22,24,108,657,34,49,87,340,10,22,119,664,20,72,101,279,12,45,295,828,99,323,383,1865,154,136,818,3788
LGA51960,11,22,26,90,8,7,6,169,12,25,21,97,5,7,23,187,10,18,20,93,3,6,20,173,4,12,12,54,0,7,22,105,44,99,91,484,46,25,93,889,0,0,0,0,0,0,43,43,0,0,0,0,0,0,48,48,0,0,0,0,0,0,107,112,0,0,0,3,0,0,130,135,0,0,0,3,0,0,117,120,0,0,0,0,0,0,87,94,0,0,0,0,0,0,72,72,0,0,0,4,0,0,612,625,0,0,0,14,6,0,55,74,0,6,3,32,11,3,62,118,8,26,18,119,10,4,130,317,11,22,26,97,8,7,146,311,12,24,21,107,10,3,146,321,10,18,21,100,6,6,115,272,4,12,16,54,0,5,99,187,47,104,104,529,55,35,738,1600
LGA52030,0,15,7,21,0,0,4,39,0,6,10,23,0,0,0,46,4,6,11,44,0,9,10,77,9,14,26,55,5,14,18,135,13,58,54,175,15,27,34,373,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,17,0,0,0,0,0,0,8,8,0,0,0,0,0,0,18,18,0,0,0,0,0,0,27,27,0,0,0,0,0,0,38,38,0,0,0,0,0,0,113,113,0,0,0,0,0,0,6,7,0,0,0,10,0,0,11,22,0,17,0,25,9,4,18,73,0,15,7,21,0,0,12,49,0,6,10,23,0,0,20,64,4,6,11,43,6,9,34,105,9,18,26,55,5,14,57,179,13,58,53,179,17,25,144,492
LGA52100,6,13,12,37,9,3,0,76,5,6,11,25,3,3,0,51,3,11,15,16,0,0,5,53,0,14,17,18,0,7,17,76,17,71,58,141,26,16,24,358,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,18,18,0,0,0,0,0,0,46,44,0,0,0,0,5,0,4,7,0,4,0,6,8,0,0,23,4,16,5,33,0,3,3,73,6,13,12,35,9,7,3,85,5,6,17,25,3,3,9,66,3,12,19,20,0,0,11,66,0,18,17,18,0,7,35,98,17,72,64,147,29,16,70,414
LGA52170,187,402,58,50,6,7,21,728,266,505,92,54,4,18,30,969,271,422,116,46,15,24,35,926,274,521,218,69,8,46,150,1289,1183,2450,538,302,44,103,272,4899,0,0,0,0,0,0,13,13,0,0,0,0,0,0,17,17,0,0,0,0,0,0,55,57,0,0,0,0,0,0,45,45,0,0,0,0,0,0,16,16,0,0,0,0,0,0,45,52,0,0,3,0,0,0,51,55,0,3,9,0,0,0,245,263,0,0,0,12,9,0,13,30,15,149,11,19,0,4,25,225,175,459,42,53,4,4,79,817,187,398,58,50,6,7,63,772,265,509,92,54,4,18,51,993,273,426,119,47,15,24,81,978,274,527,222,76,8,46,201,1351,1192,2464,539,303,38,103,518,5167
LGA52240,5,24,8,28,4,0,4,70,0,14,8,28,3,9,9,64,0,13,16,25,0,0,16,70,0,0,17,25,3,5,22,76,11,69,60,151,21,12,54,374,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,13,13,0,0,0,0,0,0,19,16,0,0,0,0,0,0,26,26,0,0,0,0,0,0,88,89,0,0,0,3,0,3,8,15,0,0,0,17,0,0,4,25,0,15,8,31,5,0,8,71,5,24,8,28,4,0,15,87,0,14,8,26,3,9,25,87,0,13,15,24,0,0,35,88,0,0,15,25,3,5,47,107,11,69,64,156,24,12,141,476
LGA52310,0,4,9,15,0,0,0,39,9,11,14,29,0,0,0,69,8,19,16,34,3,0,3,84,4,12,16,28,5,7,25,90,24,55,59,140,14,11,39,348,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,18,18,0,0,0,0,0,0,59,59,0,0,0,0,0,0,4,4,0,3,0,11,5,0,8,25,3,11,4,16,3,0,9,48,0,4,9,15,0,0,11,46,9,15,14,29,0,0,14,77,8,19,17,36,3,0,11,94,4,12,21,28,5,7,42,108,24,56,59,143,14,12,100,411
LGA52380,0,0,0,8,0,0,0,8,0,3,0,10,0,0,3,19,0,5,5,0,0,0,3,17,0,5,0,8,0,0,4,20,6,9,11,44,3,4,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,12,0,0,8,26,0,0,0,8,0,0,3,11,0,3,0,8,0,0,10,27,0,4,5,3,0,0,5,21,0,5,0,8,0,0,17,31,6,15,11,50,3,4,45,121
LGA52450,5,18,3,34,0,5,0,71,3,12,9,21,7,0,3,63,4,5,8,30,4,5,7,61,0,3,14,32,0,3,14,72,24,64,45,198,22,20,40,406,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,17,17,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,5,0,0,0,0,0,0,22,22,0,0,0,0,0,0,78,74,0,0,0,12,6,0,8,21,0,0,3,11,5,0,5,28,9,16,9,51,0,0,8,102,5,18,3,34,0,5,24,93,3,12,9,23,6,0,18,70,4,5,8,33,4,5,12,68,0,8,14,32,0,3,32,95,24,69,49,204,22,20,117,489
LGA52520,0,34,16,41,4,0,11,113,6,21,5,16,3,3,7,59,5,4,15,21,0,3,0,55,4,4,10,11,0,0,8,45,22,111,58,143,18,7,38,397,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,11,0,0,0,0,0,0,23,23,0,0,0,0,0,0,36,36,0,0,0,0,0,0,25,25,0,0,0,0,0,0,33,30,0,0,0,0,0,0,28,28,0,0,0,0,0,0,158,159,0,0,0,3,0,0,6,11,0,7,0,10,3,0,13,34,8,34,5,35,7,0,30,115,0,34,16,45,4,0,44,149,6,20,5,16,3,3,32,90,5,4,20,22,0,3,35,92,4,4,10,11,0,0,37,72,22,109,60,147,22,7,205,569
LGA52590,13,44,24,81,5,7,12,190,13,52,41,93,4,12,10,219,13,40,54,118,4,17,14,257,15,39,74,136,7,21,63,359,67,231,227,553,34,55,124,1297,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,17,0,0,0,0,0,0,57,54,0,0,0,0,0,0,44,44,0,0,0,0,0,0,39,39,0,0,0,6,0,0,44,49,0,0,0,0,0,0,77,77,0,0,0,6,0,0,286,292,0,0,0,12,8,0,18,32,0,9,3,21,6,0,14,58,13,54,30,98,11,3,65,276,13,44,28,81,5,7,58,241,13,52,41,100,4,12,55,269,13,40,53,122,9,17,60,311,18,39,74,138,7,21,147,436,67,239,234,574,34,60,424,1623
LGA52660,74,271,198,644,38,31,52,1301,58,241,170,502,29,51,47,1096,58,143,179,405,27,33,73,922,56,144,192,392,12,51,170,1025,294,1045,918,2929,274,213,402,6070,0,0,0,0,0,0,22,19,0,0,0,0,0,0,23,23,0,0,0,0,0,0,86,84,0,0,0,0,0,0,87,91,0,0,0,0,0,0,104,106,0,0,4,6,0,0,90,99,0,0,4,3,0,0,223,237,0,0,6,13,0,0,643,667,0,0,7,82,59,0,30,184,8,31,32,213,65,14,40,395,53,221,143,721,55,18,129,1339,74,271,208,655,35,35,145,1424,58,244,173,518,29,53,152,1216,58,149,185,411,30,39,164,1033,56,149,196,400,12,54,398,1268,300,1058,939,2996,285,217,1059,6854
LGA52730,73,135,80,161,18,13,16,499,81,172,81,157,9,10,25,533,94,186,121,231,11,25,29,697,134,228,232,208,11,48,119,975,410,805,549,909,79,100,228,3077,0,0,0,0,0,0,26,26,0,0,0,0,0,0,12,12,0,0,0,3,0,0,42,48,0,3,0,0,0,0,59,66,0,0,0,3,0,0,86,89,0,0,0,4,0,0,80,80,0,0,0,0,0,0,121,122,0,3,0,9,0,0,423,444,0,0,0,26,20,0,44,88,0,4,5,35,9,0,15,71,31,76,36,101,6,4,57,317,73,147,84,163,17,13,79,569,81,177,82,156,9,10,108,630,94,188,124,234,11,25,108,783,139,231,232,209,11,48,241,1104,412,818,556,929,83,100,656,3553
LGA52800,42,56,25,56,4,5,8,188,32,39,27,66,0,3,8,177,18,41,34,83,0,12,7,202,15,20,41,48,0,3,21,146,152,327,159,368,25,28,60,1119,0,0,0,0,0,0,62,62,0,0,0,0,0,0,76,73,0,0,0,0,0,0,170,170,0,0,0,0,0,0,130,130,0,0,0,0,0,0,119,117,0,0,0,0,0,0,125,129,0,0,0,0,0,0,93,93,0,0,0,3,0,0,776,779,0,0,0,10,9,3,115,138,0,42,12,40,24,11,107,240,35,138,39,151,21,7,234,631,47,55,40,137,27,21,177,506,38,46,33,131,14,17,170,444,29,49,40,111,9,18,159,413,15,26,44,61,0,3,134,283,161,352,200,642,108,79,1108,2655
LGA52870,41,100,76,207,13,15,17,474,43,108,82,199,12,19,20,481,47,96,112,206,13,18,35,525,58,149,137,208,11,28,104,707,206,530,461,1061,95,98,192,2649,0,0,0,0,0,0,24,24,0,0,0,4,0,0,12,11,0,0,0,3,0,0,32,33,0,0,0,0,0,0,42,40,0,4,0,4,0,0,53,56,3,0,0,0,0,0,52,56,0,0,0,0,0,0,91,97,3,3,0,15,0,0,296,319,0,0,4,45,29,0,26,105,4,10,3,68,8,0,13,117,17,64,37,150,13,10,43,340,41,100,76,209,13,15,55,518,41,112,85,205,12,19,68,548,48,94,113,221,15,23,83,593,65,148,142,215,11,32,194,804,212,538,468,1112,105,96,486,3021
LGA52940,4,19,8,19,0,0,0,46,0,12,8,22,0,0,0,48,0,0,6,8,0,0,6,23,0,0,14,17,3,3,22,68,8,47,47,82,8,14,28,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,42,42,0,0,0,0,0,0,3,5,0,0,0,6,0,0,7,18,0,5,5,14,3,0,3,31,4,19,8,17,0,0,5,52,0,12,8,22,0,0,14,58,0,4,6,8,0,0,12,32,0,0,14,17,3,3,27,75,8,41,47,89,13,14,68,271
LGA53010,4,27,7,12,4,0,4,54,0,7,6,10,5,0,5,31,0,5,0,14,0,0,4,36,0,4,10,11,0,4,11,35,3,59,29,73,6,6,22,205,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,12,0,0,0,0,0,0,18,18,0,0,0,0,0,0,16,16,0,0,0,0,0,0,13,19,0,0,0,0,0,0,25,25,0,0,0,3,0,0,83,88,0,0,0,0,0,0,5,5,0,4,0,9,0,0,3,14,0,18,3,20,0,0,16,54,4,27,7,12,6,0,18,65,0,7,6,10,5,0,21,52,0,5,0,17,0,0,25,51,0,4,10,11,0,4,31,59,3,62,29,79,5,6,111,301
LGA53080,0,3,7,3,0,0,0,15,0,0,0,9,0,0,6,23,5,8,6,15,0,4,9,39,0,4,8,22,0,0,13,39,11,29,18,60,7,3,29,162,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,24,26,0,0,0,0,0,0,9,9,0,0,0,0,0,0,25,25,0,0,0,0,0,0,22,26,0,0,0,0,0,0,10,10,0,0,0,0,0,0,105,106,0,0,0,0,5,0,7,10,0,0,0,3,5,0,8,18,5,12,4,9,0,4,31,58,0,3,7,6,0,0,10,28,0,0,0,16,0,0,32,51,5,8,11,20,0,4,26,66,0,4,8,21,0,0,25,60,11,29,21,75,4,4,139,292
LGA53150,200,369,79,93,9,9,13,767,239,422,135,115,3,30,31,980,217,317,136,117,4,34,30,851,189,317,171,125,13,42,166,1026,972,1805,587,596,61,121,265,4412,0,0,0,0,0,0,6,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,39,39,0,0,0,0,0,0,52,55,0,0,0,0,0,0,35,39,0,0,0,0,0,0,29,35,0,4,0,0,0,0,92,96,0,4,3,5,0,0,266,272,0,0,4,20,15,6,7,48,15,97,9,34,16,3,15,185,109,292,54,98,4,3,57,611,200,373,85,97,9,5,67,833,239,424,143,117,3,30,65,1022,217,317,136,115,4,34,59,884,192,323,168,125,12,42,255,1123,973,1814,598,607,69,123,529,4705
LGA53220,55,148,121,474,28,18,31,880,26,89,105,317,14,16,25,595,21,43,60,193,3,9,27,367,13,10,12,33,0,0,22,91,198,570,427,1650,117,71,160,3195,0,0,0,0,0,0,46,46,0,0,0,0,0,0,149,149,0,0,0,0,0,0,628,630,0,0,0,0,0,0,532,532,0,0,0,0,0,0,404,402,0,0,0,3,0,0,276,287,0,0,0,0,0,0,48,46,0,3,3,8,0,0,2083,2097,0,0,0,19,16,0,65,98,3,36,14,125,31,9,158,386,74,246,126,567,47,21,681,1761,55,151,131,514,42,22,582,1503,26,92,110,338,17,21,434,1042,24,45,65,218,8,9,305,672,9,11,17,33,0,0,72,147,205,583,462,1807,160,87,2296,5602
LGA53290,71,215,140,440,30,23,40,965,71,207,161,419,25,36,60,977,52,132,159,361,15,34,62,819,51,155,180,274,21,27,218,933,289,993,754,2184,215,148,462,5046,0,0,0,0,0,0,77,77,0,0,0,0,0,0,73,77,0,0,0,0,0,0,138,139,0,0,0,5,0,0,160,170,0,4,0,5,0,0,191,199,0,0,0,0,0,0,157,163,0,0,3,3,0,0,243,252,0,0,3,16,0,0,1046,1073,0,0,0,51,38,8,103,205,3,38,21,188,41,11,100,399,52,244,93,481,54,11,177,1111,71,217,145,461,40,22,209,1153,73,214,167,433,21,39,259,1200,52,131,165,373,15,36,231,1006,51,157,192,286,21,27,472,1200,295,1003,774,2268,232,159,1542,6269
LGA53360,29,89,53,132,9,3,6,328,24,53,44,114,8,9,25,272,8,27,36,92,3,6,27,209,6,14,15,71,0,15,38,164,105,338,202,601,50,43,132,1470,0,0,0,0,0,0,13,12,0,0,0,0,0,0,16,16,0,0,0,3,0,0,41,40,0,0,0,4,0,0,46,53,0,0,0,3,0,0,33,37,0,0,0,0,0,0,32,32,0,0,0,0,0,0,26,26,0,3,0,4,0,0,208,216,0,0,0,8,6,0,19,44,0,18,6,42,12,0,25,112,32,132,45,154,9,3,53,432,32,85,59,138,9,3,54,387,24,54,44,118,9,9,59,312,8,24,36,94,7,6,64,249,6,14,15,71,0,15,70,189,104,341,205,627,56,42,344,1724
LGA53430,909,1473,432,567,41,55,113,3594,842,1174,489,528,27,63,106,3230,801,986,529,564,46,107,151,3167,715,1004,637,576,31,127,529,3624,3943,6692,2545,3096,286,428,1061,18055,0,0,0,0,0,0,66,63,0,0,0,0,0,0,107,107,0,0,0,0,0,0,322,326,0,0,4,0,0,0,247,261,0,0,0,0,0,0,268,271,0,0,3,0,4,0,193,210,3,7,0,9,0,0,243,262,3,17,10,11,4,0,1456,1494,0,0,13,69,48,12,80,225,22,381,101,215,51,20,155,946,664,1685,354,611,37,51,436,3841,914,1483,443,579,41,57,369,3887,845,1178,496,542,32,63,380,3539,808,992,541,573,47,104,351,3404,716,1014,647,591,31,132,776,3907,3971,6736,2582,3177,291,440,2544,19746
LGA53570,22,81,48,137,10,10,23,310,18,69,58,192,4,15,34,389,28,56,87,191,8,26,37,432,21,74,113,272,12,30,138,668,114,364,353,968,64,84,275,2226,0,0,0,0,0,0,3,3,0,0,0,0,0,0,23,23,0,0,0,0,0,0,43,47,0,0,0,3,0,0,38,46,0,0,0,4,0,0,74,75,0,0,0,0,0,0,59,61,0,0,0,10,0,0,96,104,0,0,4,11,0,3,343,362,0,0,0,8,10,3,16,39,4,10,7,40,11,4,31,104,24,81,46,133,9,6,71,373,22,80,47,138,10,10,65,361,18,69,62,196,4,14,105,475,28,61,87,192,11,26,98,495,21,74,113,284,12,30,236,772,114,368,360,989,68,89,626,2614
