LGA_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
LGA55530,10,12,23,181,145,323,35,32,66,230,185,407,0,0,0,15,15,30,0,6,6,15,22,38,0,4,3,21,15,33,4,3,9,25,17,47,0,0,0,15,7,20,3,0,3,15,8,27,0,3,6,37,36,66,0,3,10,40,42,86,4,3,4,60,42,94,12,13,28,76,56,128,3,3,4,39,33,72,12,9,19,53,43,93,10,9,19,162,136,299,33,28,61,203,169,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,6,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,87,29,23,47,78,59,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,137,157,294,885,858,1742,133,119,252,1153,1133,2292,16,15,26,40,37,76,3,4,10,65,54,116,33,36,66,112,107,219,15,16,35,156,162,319,23,25,53,86,77,158,18,9,24,122,110,234,27,32,59,177,186,364,34,20,63,243,243,483,27,31,59,273,253,525,36,34,72,337,318,661,10,15,24,199,204,397,24,30,51,232,242,477,127,145,270,816,796,1612,117,106,226,1052,1047,2107,6,0,6,5,3,6,0,0,0,6,0,10,0,0,0,0,6,8,0,0,0,3,6,9,0,0,0,5,0,5,3,0,3,5,0,5,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,5,6,7,3,13,73,49,120,36,4,48,112,64,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,41,37,72,235,225,458,58,68,122,333,327,660,0,4,6,18,16,34,0,0,4,20,20,43,6,3,9,35,30,61,21,16,37,62,49,110,8,10,17,14,15,28,11,12,21,39,37,71,7,7,16,46,50,97,9,4,13,66,66,125,9,0,11,69,62,135,6,9,14,85,78,159,0,9,11,57,47,108,11,29,43,74,82,155,34,30,69,218,200,428,59,65,121,308,302,610,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,5,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,23,22,50,38,15,51,68,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,48,51,101,4076,4573,8658,224,185,411,4355,4818,9169,4,4,8,194,185,379,6,4,9,207,192,401,11,10,18,491,591,1080,22,21,44,523,616,1146,3,11,16,487,644,1134,15,26,38,507,681,1185,12,16,21,963,1060,2018,72,43,116,1039,1110,2153,15,10,24,1138,1204,2338,70,43,115,1217,1262,2481,3,0,4,812,890,1704,41,45,91,855,943,1803,45,51,93,3854,4357,8211,154,156,309,4050,4561,8618,0,0,0,9,18,26,0,0,0,9,18,26,0,0,0,0,6,12,0,0,0,5,6,14,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,91,113,212,0,0,0,101,123,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0
LGA55810,28,28,58,155,124,279,178,135,315,363,290,653,4,0,4,6,12,21,10,13,20,18,27,40,9,10,11,14,8,19,30,23,53,45,32,80,0,3,8,10,3,19,15,18,29,31,24,55,4,9,18,40,37,74,42,43,89,86,87,174,5,11,17,54,43,94,54,40,95,117,87,205,4,0,6,33,27,58,26,7,32,65,36,97,26,21,47,141,114,257,178,139,316,343,279,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,3,0,5,14,6,21,0,0,0,7,3,8,0,0,6,10,6,16,0,0,0,9,0,10,9,0,9,18,0,18,0,0,0,9,0,7,5,0,5,10,0,13,12,3,12,262,81,346,241,61,308,516,146,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,10,9,19,208,193,404,22,15,40,244,219,459,0,0,0,16,13,27,0,0,0,18,13,33,0,0,6,16,20,35,0,0,0,22,20,45,0,0,0,9,12,20,0,3,3,8,14,22,0,0,0,50,42,92,3,7,6,56,48,103,7,0,7,76,65,143,10,8,18,95,78,170,0,0,0,41,38,75,0,0,0,44,34,83,10,9,19,188,176,365,18,16,35,218,194,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,18,0,0,0,16,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA55950,12,16,24,260,225,492,40,22,64,313,265,579,0,0,0,22,13,32,9,0,5,30,20,46,0,0,0,39,26,67,6,0,9,45,34,79,4,0,9,24,10,30,9,0,6,28,14,48,4,0,3,58,53,111,0,6,11,63,60,120,0,7,9,74,67,139,13,3,14,88,77,160,0,0,0,57,53,113,3,6,12,64,61,125,10,16,25,241,220,457,37,22,58,288,254,542,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,4,4,8,0,0,0,22,13,38,3,4,5,21,19,39,0,0,0,0,0,6,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,1040,405,1442,18382,17760,36138,912,670,1581,20336,18832,39166,51,40,93,896,827,1726,31,25,56,977,895,1871,102,78,184,2240,2082,4315,91,74,160,2432,2232,4662,190,81,273,2099,1830,3934,79,59,140,2368,1975,4336,507,88,598,4296,3857,8147,265,163,426,5065,4103,9172,169,84,253,5302,5326,10627,305,188,489,5775,5598,11373,22,28,50,3555,3834,7384,141,170,314,3720,4026,7747,1004,383,1392,17363,17045,34412,512,527,1038,18879,17958,36832,3,0,3,37,32,64,3,0,0,39,32,74,0,0,0,5,4,10,0,0,0,5,4,10,0,0,0,10,9,18,0,0,0,10,9,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,5,0,9,0,0,0,5,0,9,13,5,18,312,396,712,15,28,42,341,428,769,0,0,0,3,8,8,0,0,0,3,8,8,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0
LGA56160,29,16,38,24,26,55,3,4,7,49,50,101,0,0,0,5,3,9,0,0,0,5,3,9,4,3,15,3,0,5,0,4,4,10,13,24,4,0,3,0,0,0,0,0,0,4,0,3,5,4,13,9,8,20,0,0,6,17,13,29,9,5,16,6,6,14,3,0,3,12,14,28,0,0,3,4,0,3,0,0,0,0,3,5,20,16,41,21,28,51,0,0,0,49,44,91,0,0,0,0,0,0,0,4,3,5,4,6,0,0,0,0,3,3,0,0,5,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,53,0,0,3,23,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,248,238,489,8053,8307,16357,672,546,1219,8975,9090,18068,24,22,51,426,388,815,31,26,57,486,438,926,60,49,114,1068,1025,2090,70,79,153,1192,1156,2352,64,49,111,779,852,1636,68,71,138,908,981,1887,53,49,107,1594,1776,3369,178,121,306,1825,1952,3780,39,43,82,2144,2227,4371,194,137,326,2376,2409,4781,15,22,31,2042,2029,4071,130,111,240,2184,2166,4344,227,224,454,7373,7837,15211,426,447,880,8026,8509,16537,0,0,0,27,26,56,0,3,3,27,28,54,0,0,0,11,4,19,0,0,4,5,9,16,0,0,0,7,7,17,0,0,0,7,7,17,0,0,0,3,3,12,3,0,3,7,3,11,0,0,0,0,5,4,0,0,0,0,5,4,10,15,24,255,252,504,28,27,48,286,285,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
LGA56300,25,16,40,665,643,1309,101,92,192,790,751,1538,0,0,5,20,18,38,3,0,5,23,21,48,5,0,3,61,62,120,9,19,28,74,80,161,0,3,0,46,23,69,8,5,6,48,31,83,9,3,10,107,112,220,18,24,37,132,137,271,5,7,16,193,209,400,30,24,55,226,239,463,6,4,8,244,207,455,34,27,52,276,238,518,25,16,40,603,593,1195,83,88,177,714,698,1410,0,0,0,3,3,3,0,0,0,3,3,6,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,3,0,4,61,47,108,8,14,22,65,63,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,11,8,25,334,312,644,74,53,124,415,371,787,0,4,7,19,22,41,0,5,5,24,26,55,7,6,9,40,34,80,10,5,16,50,47,104,0,0,3,18,15,36,8,4,9,26,18,47,4,0,0,76,70,149,14,6,22,95,83,172,0,3,5,92,89,175,20,11,33,115,100,217,0,0,0,77,85,164,23,17,33,100,105,205,11,10,21,292,281,576,53,50,103,360,338,702,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,4,0,5,8,25,8,35,12,3,15,38,20,58,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,125,140,264,1990,2069,4062,241,213,456,2350,2427,4779,7,14,19,83,94,181,14,13,32,104,126,226,35,27,68,237,235,472,36,26,64,307,290,599,17,33,51,247,231,480,30,30,59,296,289,589,22,24,49,425,463,893,59,68,124,505,553,1061,25,31,55,525,563,1090,64,40,101,617,637,1250,14,11,19,467,482,952,45,41,83,523,530,1052,115,125,243,1853,1965,3819,200,194,392,2167,2283,4453,0,4,3,12,4,18,0,0,0,15,8,23,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33,147,108,252,21,15,37,184,133,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,35,50,87,10565,10850,21416,318,315,632,10920,11211,22132,3,16,15,474,496,968,6,8,15,485,514,998,11,5,14,1703,1435,3138,27,21,45,1735,1463,3203,4,8,14,1577,1394,2970,28,29,58,1609,1440,3045,11,10,22,2025,2142,4168,75,52,128,2114,2203,4316,3,6,13,2725,3030,5756,74,79,151,2803,3114,5924,0,0,0,2070,2349,4417,108,128,238,2171,2479,4654,35,48,83,10162,10444,20603,216,243,461,10416,10729,21140,0,0,0,8,14,20,0,0,0,8,16,25,0,0,0,7,10,20,4,0,4,17,10,25,0,0,0,10,22,27,0,0,0,6,22,27,0,0,0,6,6,11,6,0,6,13,6,13,0,0,0,4,0,6,0,0,0,4,0,6,9,6,14,339,375,714,33,46,73,382,426,806,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,9,3,0,8,10,4,18,0,0,0,0,4,8,0,0
LGA56620,549,601,1147,64,63,130,38,37,77,656,697,1358,41,38,75,4,0,4,0,0,0,42,39,82,105,94,202,0,3,3,3,0,5,107,100,208,121,110,230,0,7,3,3,5,7,118,116,242,165,185,352,32,26,55,15,12,23,208,223,432,99,130,231,23,28,48,20,18,39,143,175,317,26,37,63,8,3,12,0,0,0,29,41,75,524,570,1091,58,58,110,27,29,57,611,641,1258,4,8,9,0,0,0,8,6,17,12,9,24,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,11,12,0,0,0,5,4,6,0,0,0,5,3,10,0,0,0,5,3,10,3,9,19,4,5,10,5,0,5,14,18,29,8,13,25,21,13,33,27,7,34,58,39,93,0,0,0,3,0,8,0,0,0,3,0,8,0,0,4,0,0,5,0,0,0,3,3,8,0,0,0,0,0,0,0,0
LGA56730,352,364,715,4840,4752,9586,545,505,1054,5744,5619,11358,47,36,86,226,226,451,26,26,49,296,290,588,95,85,180,589,552,1133,73,84,160,755,719,1479,71,50,121,527,468,996,63,56,121,669,575,1242,56,77,135,1154,1000,2155,130,110,244,1343,1190,2533,59,85,144,1298,1427,2718,160,127,285,1514,1630,3149,20,28,50,1052,1080,2129,89,107,197,1162,1214,2373,313,341,656,4544,4546,9098,449,466,915,5309,5361,10666,3,3,3,19,7,31,0,0,0,20,16,33,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,10,3,14,0,0,0,6,3,11,0,0,0,4,9,12,0,0,0,4,4,9,0,0,0,8,4,10,0,0,0,8,4,10,21,22,44,170,129,299,43,18,54,228,169,398,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,88,94,184,1376,1238,2611,234,192,431,1708,1522,3227,13,4,15,41,50,92,7,11,20,63,68,128,18,28,47,147,107,255,26,15,42,197,152,345,14,11,27,88,61,151,12,19,32,119,89,205,21,16,41,210,232,444,45,45,86,280,289,570,18,17,40,442,408,851,70,51,123,530,476,1008,6,14,20,442,375,822,70,51,122,515,439,963,85,88,173,1212,1099,2314,192,180,371,1482,1372,2855,0,0,0,15,10,21,0,0,6,15,10,26,0,0,0,32,28,56,3,3,4,35,26,67,0,0,0,43,39,84,5,5,6,45,47,89,0,0,0,30,31,60,7,0,10,37,35,69,0,0,0,20,21,43,4,6,5,28,25,55,12,9,16,505,492,999,86,82,163,603,581,1186,0,0,0,6,3,10,0,0,4,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,8,9,11,97,84,182,28,28,56,136,120,255,3,0,3,4,6,6,0,0,0,3,6,8,0,0,0,12,5,18,5,3,6,13,11,24,0,0,4,16,7,24,5,0,3,19,14,33,0,0,5,15,15,30,3,0,7,24,13,39,0,0,0,25,31,62,9,10,18,34,42,83,0,0,3,28,20,44,6,8,19,35,31,64,8,8,13,85,79,164,23,26,47,116,112,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,6,13,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,25,28,654,853,1512,25,30,58,684,912,1597,0,0,0,31,24,54,0,0,0,35,24,53,0,12,12,69,126,191,0,10,12,73,140,211,0,11,15,104,200,305,3,3,7,105,218,322,0,0,0,102,117,226,5,3,9,113,117,232,0,0,5,194,228,418,4,3,12,198,230,433,0,0,0,150,171,319,9,14,16,161,178,339,0,23,22,614,829,1444,19,26,42,631,876,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,30,45,0,8,8,14,48,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,5,13,18,251,172,419,134,53,190,390,239,629,0,0,0,10,7,18,0,4,4,7,12,21,0,4,3,21,22,44,13,5,22,37,30,68,0,4,4,17,15,32,16,12,24,34,26,58,3,3,3,72,40,110,46,19,58,116,55,177,6,4,4,92,58,152,46,11,59,143,77,223,0,0,0,36,28,61,15,9,23,47,39,88,9,13,21,237,159,395,126,59,183,369,224,596,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,6,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,220,43,268,173,30,203,400,78,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,180,177,360,13261,12253,25512,1548,1037,2587,14996,13471,28463,4,6,10,429,426,858,38,25,66,473,458,933,9,16,25,499,462,961,44,37,82,551,517,1065,62,73,132,2009,2284,4295,213,229,443,2288,2580,4868,62,54,120,6389,5612,12002,780,461,1241,7237,6130,13363,33,27,57,2464,2113,4579,336,183,522,2831,2328,5159,14,8,18,1469,1351,2825,133,102,237,1619,1459,3077,160,156,317,12526,11704,24227,1242,909,2149,13924,12769,26698,4,3,4,61,50,106,17,12,31,78,65,145,3,0,3,141,38,174,85,19,105,228,60,291,0,0,0,121,58,178,48,12,63,169,70,239,8,3,10,147,32,180,93,13,103,244,54,297,0,0,0,67,11,85,42,7,53,118,19,139,145,172,313,1317,1179,2496,860,703,1568,2327,2049,4378,0,0,0,19,17,30,15,5,20,34,15,49,7,3,3,25,15,41,12,4,22,38,30,66,0,0,0,14,11,24,11,3
LGA57140,47,55,104,456,417,873,31,30,60,534,502,1037,3,5,9,20,19,40,0,0,0,24,24,48,12,12,23,46,40,90,3,0,6,69,55,116,3,0,9,39,26,69,4,0,5,52,30,81,7,13,22,72,74,150,6,9,15,87,99,188,10,15,23,136,121,256,11,5,22,154,148,304,4,6,10,135,136,275,0,13,18,145,148,297,47,53,100,420,380,796,31,26,53,491,460,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,19,25,0,0,6,13,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,89,93,181,2412,2282,4698,277,240,512,2775,2610,5388,9,9,14,110,97,201,15,5,22,132,109,242,20,23,36,294,249,544,42,35,74,350,309,655,12,13,31,218,192,404,33,24,55,266,226,488,18,19,36,449,438,892,52,52,106,520,513,1028,18,23,44,734,744,1476,83,79,159,836,842,1680,11,6,21,611,567,1173,50,46,104,674,620,1294,79,84,161,2232,2141,4380,233,212,443,2548,2437,4985,0,0,0,6,7,17,0,0,0,6,7,17,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,95,73,167,16,9,24,111,88,199,0,0,0,0,8,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,1435,1476,2916,5554,5008,10559,1243,965,2207,8229,7449,15684,170,151,318,489,486,979,62,57,118,722,692,1411,306,309,617,773,785,1556,152,142,291,1228,1237,2469,251,234,483,475,447,929,133,118,253,858,803,1663,406,397,804,2124,2109,4229,482,384,861,3008,2883,5895,248,298,550,1474,1015,2487,363,231,593,2083,1548,3633,57,90,146,218,163,382,53,35,86,325,283,616,1339,1368,2702,5221,4723,9937,1146,883,2032,7706,6972,14671,0,10,8,16,14,32,0,3,4,24,20,43,5,0,5,81,48,128,32,11,42,117,57,177,0,0,0,83,50,130,53,15,69,134,64,201,9,0,10,120,44,167,77,17,95,205,65,265,0,0,0,56,27,83,32,14,43,90,42,134,124,114,232,1233,438,1669,1019,223,1246,2373,768,3147,0,3,4,26,11,37,10,5,8,32,16,51,0,0,3,12,0,13,13,0,13,25,0,25,0,0,0,3,0,4,3,0
LGA57350,34,40,74,303,346,649,118,120,236,459,504,961,4,3,8,19,20,34,8,4,13,30,22,52,7,7,12,18,40,59,9,13,27,42,57,98,7,3,6,11,12,24,9,8,9,24,21,49,8,7,18,46,59,104,15,24,38,68,95,161,10,6,18,82,103,187,37,41,85,131,158,285,4,9,9,122,113,234,39,33,70,165,150,311,34,38,68,276,311,588,112,109,221,416,462,878,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,33,8,5,16,26,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
