LGA_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
LGA52240,0,0,0,6,6,7,0,0,0,6,6,7,0,3,3,45,44,91,0,0,0,46,53,95,0,0,3,22,27,47,0,3,3,23,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,3,3,10,0,0,0,8,18,25,0,0,0,8,18,25,0,0,0,3,4,3,0,0
LGA52310,0,0,0,3,3,7,0,0,0,3,3,7,0,3,4,25,30,56,0,0,0,28,33,64,0,0,0,27,19,41,0,0,0,27,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,5,11,18,0,0,0,5,11,18,0,0,0,0,3,4,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0
LGA52450,0,0,0,11,13,21,0,0,0,11,13,21,0,3,3,49,51,107,0,0,0,49,53,104,10,5,10,75,60,136,0,0,0,79,65,146,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,3,4,7,0,0,0,7,4,6,0,0,0,3,7,14,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,21,31,0,0,0,13,21,31,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,0,0,0,5,15,15,3,0,3,10,31,46,0,0,0,15,31,49,0,0,0,7,3,10,0,0
LGA52520,0,5,5,9,17,22,0,0,0,9,13,23,11,13,16,52,42,90,0,0,0,63,50,111,3,0,3,27,31,57,0,0,0,30,33,59,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,13,0,0,0,12,7,15,0,0,0,3,0,11,0,0,0,3,0,11,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,6,12,18,0,0,3,17,14,28,0,0,0,17,16,32,0,0,0,0,0,4,0,0
LGA52590,0,0,0,20,18,39,0,0,0,24,18,42,3,6,7,122,75,207,5,0,5,135,85,216,5,4,10,54,49,108,0,0,0,65,52,117,0,0,0,3,7,8,0,0,0,3,7,8,0,0,0,4,5,4,0,0,0,4,5,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,11,16,0,0,0,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,32,0,0,0,12,21,33,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,3,12,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,26,0,0,0,6,11,26,0,0,0,23,34,56,0,0,0,22,34,56,0,0,0,6,10,13,0,0
LGA52660,11,4,19,148,121,271,0,0,0,160,132,288,46,39,87,645,560,1212,0,0,0,695,604,1302,23,37,59,464,478,940,0,0,4,489,520,1009,0,0,6,28,23,52,0,0,0,27,25,54,0,3,3,16,34,49,0,0,0,16,39,52,0,4,5,67,28,94,0,0,0,68,30,96,0,3,3,41,84,123,0,0,0,46,86,129,0,0,0,4,3,4,0,0,0,4,3,4,5,13,16,154,164,322,0,0,0,160,178,342,0,0,0,18,34,49,0,0,0,18,37,53,0,0,0,9,35,41,0,0,0,9,36,41,0,0,0,8,19,24,0,0,0,8,19,24,0,0,0,31,74,108,0,0,0,31,74,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,66,160,224,0,0,0,65,163,227,3,15,20,220,332,551,0,0,0,228,345,571,0,3,4,34,66,100,0,0
LGA52730,3,0,0,44,47,93,0,0,0,53,45,97,4,4,7,221,207,427,3,3,11,237,213,447,3,5,12,212,217,431,6,3,8,220,232,451,0,0,0,12,8,19,0,0,0,15,8,20,0,0,0,10,9,17,0,0,0,10,9,17,0,0,0,24,6,27,0,0,0,24,6,27,0,0,0,12,49,62,0,0,0,12,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,69,129,0,0,0,60,69,131,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,4,14,21,0,0,0,4,14,21,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,8,43,47,0,0,4,13,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,65,84,0,0,4,22,64,91,0,0,0,80,136,209,0,0,4,76,138,219,0,0,0,15,24,39,0,0
LGA52800,60,40,99,10,10,19,0,0,0,72,53,124,294,253,548,56,38,99,0,0,0,352,292,640,128,164,285,17,18,38,0,0,0,145,182,329,0,3,9,0,0,5,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,3,0,0,0,5,9,10,6,6,16,5,10,20,0,0,0,13,22,34,0,0,0,0,0,0,0,0,0,0,0,0,12,14,15,12,25,30,0,0,0,20,34,51,0,0,4,0,0,0,0,0,0,0,4,7,0,0,3,3,3,10,0,0,0,3,8,13,0,0,0,0,3,5,0,0,0,0,3,7,0,4,4,9,21,25,0,0,0,9,25,31,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,16,35,46,0,0,0,13,47,59,9,24,33,24,54,81,0,0,0,33,75,109,0,5,7,6,3,10,0,0
LGA52870,3,0,5,37,40,76,0,0,0,40,46,84,11,16,21,226,214,435,6,0,6,240,224,463,5,12,18,172,154,329,6,0,7,176,169,342,0,0,4,6,3,7,0,0,0,12,3,14,0,0,0,0,12,15,0,0,0,4,14,17,0,0,6,19,13,27,0,0,0,19,14,35,0,0,4,9,30,35,0,0,0,9,34,39,0,0,0,0,0,3,0,0,0,0,0,3,4,3,9,32,65,98,5,0,3,43,68,105,0,0,0,3,11,15,0,0,0,3,11,14,0,0,0,0,12,16,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,22,33,0,0,0,7,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,66,0,0,3,20,51,63,4,3,9,54,110,159,4,0,3,62,113,176,0,0,0,8,21,33,0,0
LGA52940,0,0,0,9,6,13,0,0,0,12,8,16,0,0,9,35,34,68,0,0,0,36,39,69,0,0,0,14,14,34,0,0,0,18,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,13,8,0,0,0,4,17,14,0,0,0,4,15,16,0,0,0,0,0,0,0,0
LGA53010,0,0,0,3,9,10,0,0,0,3,9,10,3,0,7,29,29,59,0,0,0,33,29,59,0,3,0,8,13,20,0,0,0,7,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,16,0,0,0,11,8,18,0,0,4,11,4,15,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,4,4,6,0,0,0,4,6,11,0,0,0,4,4,9,0,0,0,0,0,0,0,0
LGA53150,0,0,0,64,62,121,0,0,0,64,62,121,5,7,9,295,319,611,6,0,5,297,327,624,4,3,11,305,336,639,0,0,0,313,341,654,0,0,0,12,10,22,0,0,0,12,10,22,0,0,0,11,10,22,0,0,0,13,10,30,0,0,0,12,13,27,0,0,0,12,13,27,0,0,0,10,31,39,0,0,0,6,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,67,113,0,0,0,47,67,116,0,0,0,113,119,233,0,0,0,115,124,235,0,0,0,35,47,83,0,0,0,35,47,83,0,0,0,18,30,54,0,0,0,25,30,56,0,0,0,31,79,110,0,0,0,31,79,111,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,198,276,475,3,0,3,205,274,483,0,5,5,249,344,588,0,0,0,252,349,599,0,0,0,15,32,49,0,0
LGA53220,27,17,45,43,35,81,0,0,0,69,60,127,127,102,232,211,184,393,0,5,5,339,290,625,63,68,128,110,94,203,6,0,3,170,169,334,3,0,5,12,3,16,0,0,0,13,4,17,0,0,3,9,20,27,0,0,0,7,18,26,3,4,3,16,10,22,0,0,0,18,13,31,0,3,9,37,41,80,0,0,0,32,49,84,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,76,74,143,0,0,0,79,88,165,0,0,0,0,10,9,0,0,0,0,10,9,0,0,0,8,13,18,0,0,0,8,13,18,0,0,0,0,5,9,0,0,0,0,5,9,0,5,5,33,43,72,0,0,0,33,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,46,63,112,0,0,0,46,67,118,7,14,22,122,134,256,0,0,0,129,147,279,0,0,0,11,36,50,0,0
LGA53290,12,13,23,90,98,195,0,0,0,106,113,221,34,38,70,513,521,1040,4,5,11,555,563,1120,47,38,85,420,407,829,5,4,8,474,449,918,0,3,3,23,14,31,0,0,0,24,16,37,0,0,0,5,0,11,0,0,0,5,4,10,0,0,3,39,39,75,0,0,0,46,40,78,0,0,5,22,95,116,0,0,0,25,102,122,0,0,0,0,3,3,0,0,0,0,3,3,5,8,14,94,147,245,0,0,0,97,158,258,0,0,0,11,33,40,0,0,0,7,30,41,0,0,0,8,21,29,0,0,0,8,21,29,0,0,0,6,7,16,0,0,0,6,8,19,0,0,0,16,41,63,0,0,0,16,41,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,102,144,0,0,0,43,105,149,6,8,17,134,252,391,0,0,0,144,263,408,4,0,9,25,32,55,0,0
LGA53360,0,0,0,23,16,37,0,0,0,23,22,35,12,10,16,114,98,212,5,4,12,128,115,242,5,4,5,58,54,113,0,0,8,64,62,122,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,9,4,16,0,0,0,9,4,16,0,0,0,7,24,29,0,0,0,7,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,54,0,0,0,27,27,55,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,3,6,9,0,0,0,3,5,8,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,4,30,33,0,0,0,4,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,53,0,0,0,10,49,56,0,5,5,33,71,105,0,0,0,33,79,112,0,0,0,12,8,20,0,0
LGA53430,8,9,16,237,228,472,0,0,0,251,233,480,28,43,69,871,860,1735,0,0,0,902,905,1805,35,29,64,764,792,1557,8,0,7,802,824,1619,0,3,3,33,30,64,0,0,0,33,35,70,0,0,0,34,67,103,0,0,0,34,70,105,5,4,9,50,32,84,0,0,0,57,40,87,3,0,3,108,140,243,0,0,0,108,145,250,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,227,278,498,0,0,3,232,281,517,5,8,13,306,487,798,0,0,0,311,498,807,0,7,6,167,282,449,0,0,0,166,291,449,0,0,0,72,71,143,0,0,0,72,76,141,4,3,4,199,354,553,0,0,0,206,357,558,0,0,0,3,0,8,0,0,0,3,0,8,9,15,21,746,1197,1946,0,0,6,756,1210,1969,10,21,38,975,1469,2446,0,0,7,993,1493,2485,3,3,9,111,154,263,0,0
LGA53570,0,0,3,27,29,56,0,0,0,26,29,58,19,9,25,152,148,299,10,3,13,178,163,341,5,8,8,134,159,293,0,0,3,145,163,304,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,5,8,0,0,0,0,11,8,0,0,0,17,10,25,0,0,0,17,10,25,0,0,0,15,22,28,0,0,0,11,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,39,69,0,0,0,31,38,72,0,0,0,7,13,25,0,0,0,7,13,25,0,0,0,0,10,12,0,0,0,0,10,12,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,5,22,25,0,0,0,5,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,71,0,0,0,12,59,71,0,0,4,43,95,136,0,0,0,42,100,136,0,0,0,11,14,24,0,0
LGA53640,0,0,0,7,10,21,0,0,0,7,8,19,8,3,9,43,41,86,0,0,0,52,48,100,3,9,10,26,17,39,0,0,0,29,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,8,13,0,0,0,6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,0,0,0,5,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,3,11,14,0,0,0,14,16,26,0,0,0,14,21,28,4,0,4,3,3,10,0,0
LGA53710,0,0,0,6,3,16,0,0,0,6,3,16,4,3,10,36,46,81,0,0,0,38,48,89,0,3,3,22,18,33,0,0,0,22,17,35,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,4,5,13,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,18,0,0,0,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,14,16,24,0,0,0,14,16,24,0,0,0,0,0,0,0,0
LGA53780,46,46,90,1108,1090,2197,6,0,6,1158,1138,2291,235,227,464,5754,5573,11324,21,17,36,6012,5816,11825,148,167,315,4401,4123,8524,14,12,24,4561,4306,8870,8,4,7,380,347,733,0,0,0,388,354,742,3,14,15,315,557,870,0,0,0,317,566,884,14,4,11,403,237,637,0,0,0,415,238,652,3,11,15,433,822,1252,3,0,6,437,829,1268,0,0,6,6,8,17,0,0,3,10,11,25,24,23,46,1540,1977,3514,12,7,12,1571,2007,3572,6,16,22,1261,1589,2847,5,3,3,1271,1604,2877,4,5,17,443,582,1023,0,0,0,448,587,1041,0,6,0,211,266,476,0,0,0,210,267,484,7,14,24,386,570,954,4,3,0,393,588,980,0,0,0,3,8,11,0,0,0,3,8,11,18,43,58,2304,3021,5318,6,6,10,2326,3061,5389,46,66,107,3850,5003,8849,12,12,23,3903,5076,8980,21,24,41,618,740,1363,3,0
LGA53800,55,52,105,286,283,570,0,0,0,347,337,681,280,249,527,1368,1319,2692,13,4,27,1666,1577,3245,209,206,420,1104,1130,2233,3,13,17,1322,1351,2669,6,8,17,56,90,147,0,0,0,62,99,164,6,11,18,34,70,94,0,0,0,39,78,115,11,12,26,142,109,250,0,0,0,153,124,277,5,16,23,137,311,451,0,0,0,143,326,476,0,0,0,0,0,3,0,0,0,0,5,8,33,50,85,371,579,953,0,0,0,405,630,1038,3,8,10,26,81,108,0,0,0,35,82,114,0,5,8,25,95,117,0,0,0,27,97,130,0,7,7,19,39,54,0,0,0,19,47,60,3,12,14,85,225,315,0,4,4,91,239,331,0,0,0,0,0,0,0,0,0,0,0,0,13,30,41,157,434,592,0,4,4,169,468,639,43,88,125,532,1014,1551,0,3,3,581,1101,1678,19,25,37,90,136,227,6,0
LGA53920,28,17,49,0,0,8,0,0,0,30,24,54,188,166,359,7,4,12,5,0,4,197,171,372,92,94,181,0,4,7,0,0,3,98,98,189,10,12,27,0,0,0,0,0,0,10,12,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,3,0,3,0,0,0,17,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,5,6,14,0,0,5,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,5,6,16,21,16,16,32,8,17,23,0,0,5,28,27,52,0,3,6,0,0,0,0,0
