LGA_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,5,0,5,5,0,0,0,3,6,0,0,0,0,0,0,3,12,0,3,6,9,5,4,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,12,0,0,4,17
LGA52450,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,40,40,0,0,0,0,5,0,4,13,0,0,0,3,5,0,0,20,0,15,8,11,0,0,5,42,3,15,4,18,0,0,14,56,3,12,5,6,4,0,5,34,0,5,5,8,0,5,3,26,0,3,11,6,0,0,22,46,15,47,28,65,13,4,53,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,12,5,0,3,20,0,0,3,11,5,0,4,29,9,16,9,50,0,0,0,91
LGA52520,0,0,0,0,0,0,9,9,0,0,0,0,0,0,18,18,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,18,18,0,0,0,0,0,0,68,72,0,0,0,0,0,0,3,8,0,3,0,0,0,0,10,14,6,23,4,9,0,0,8,59,0,25,14,12,4,0,23,75,6,15,4,3,6,3,18,44,0,6,13,8,0,0,16,41,0,4,4,10,0,0,19,36,19,78,33,45,12,9,89,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,16,0,0,0,3,0,0,0,7,0,7,0,10,4,0,4,22,8,34,5,35,7,0,3,94
LGA52590,0,0,0,0,0,0,23,18,0,0,0,0,0,0,16,16,0,0,0,0,0,0,14,14,0,0,0,0,0,0,17,18,0,0,0,0,0,0,35,35,0,0,0,0,0,0,111,110,0,0,0,4,0,0,8,17,0,11,0,7,3,0,6,28,13,36,21,31,12,3,23,126,6,41,21,27,0,3,20,113,5,29,18,31,0,5,21,117,10,28,39,31,8,9,22,148,9,24,37,25,5,12,77,189,38,165,138,154,27,37,181,741,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,6,6,12,4,0,9,32,0,0,0,5,0,0,11,22,0,9,3,21,0,0,7,38,13,50,30,99,11,3,6,209
LGA52660,0,0,0,0,0,0,35,34,0,0,0,0,0,0,20,25,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,39,0,0,4,0,0,0,125,129,0,0,4,5,0,0,280,289,0,0,4,56,35,0,18,114,3,23,19,100,30,11,14,195,36,162,92,303,41,12,57,701,51,191,122,260,28,27,50,727,42,149,92,198,19,45,67,607,33,91,110,119,24,23,79,490,26,82,112,77,13,36,236,576,189,698,560,1112,186,142,519,3407,0,0,0,0,3,0,0,10,0,0,0,9,0,0,0,11,0,3,8,15,0,0,4,30,0,4,0,15,3,0,4,28,0,4,0,13,0,0,4,19,0,4,0,7,5,0,0,13,0,0,5,3,0,0,0,10,0,16,17,56,12,5,20,121,0,0,7,79,55,0,12,155,8,31,32,208,60,14,14,355,53,221,133,707,55,15,37,1222
LGA52730,0,0,0,0,0,0,25,21,0,0,0,0,0,0,23,26,0,0,0,0,0,0,44,43,0,0,0,0,0,0,33,33,0,0,0,0,0,0,59,59,0,4,0,0,0,0,211,219,0,0,0,10,5,0,26,40,0,3,5,18,8,0,8,42,20,55,20,39,10,4,29,175,48,99,55,55,14,9,42,317,56,92,59,52,6,9,56,337,53,115,81,68,3,18,54,394,63,117,131,54,7,23,133,535,241,488,357,296,52,61,350,1835,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,5,0,3,0,0,0,0,0,10,0,4,7,10,3,0,5,33,0,0,0,27,14,0,14,57,0,4,5,35,9,0,5,54,31,75,34,98,6,4,18,266
LGA52800,0,0,0,0,0,0,101,101,0,0,0,0,0,0,76,76,0,0,0,0,0,0,62,64,0,0,0,0,0,0,54,54,0,0,0,0,0,0,43,43,0,0,0,0,0,0,410,410,0,0,0,9,6,0,58,70,0,37,7,17,22,0,59,142,25,95,20,59,16,4,133,354,35,36,24,50,20,17,100,276,22,26,19,41,10,12,90,228,16,35,25,28,9,16,65,195,9,19,25,8,0,4,72,131,109,257,122,209,79,53,572,1396,0,0,0,6,5,3,52,65,0,0,4,20,14,4,27,77,0,8,5,70,19,4,51,164,4,0,16,75,25,19,44,185,6,6,5,59,16,11,45,147,8,8,5,22,8,6,28,81,0,7,8,9,0,0,25,49,15,26,43,269,84,55,272,758,0,0,0,4,0,0,5,11,0,42,6,24,13,0,4,88,35,129,28,81,3,0,10,296
LGA52870,0,0,0,0,0,0,16,18,0,0,0,0,0,0,15,16,0,4,0,0,0,0,22,28,3,0,0,0,0,0,26,30,0,0,0,0,0,0,42,43,3,3,0,9,0,0,128,146,0,0,0,25,20,0,8,60,4,12,3,22,3,0,5,47,13,49,22,61,14,7,18,182,31,77,57,80,7,15,18,282,28,86,40,77,8,13,33,284,30,65,69,76,10,15,45,310,25,90,79,41,6,13,108,370,135,365,275,382,68,59,243,1530,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,4,0,0,3,5,0,0,0,10,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,9,6,4,5,32,10,0,4,57,0,0,4,39,27,0,3,76,4,10,3,61,9,0,9,99,17,64,39,139,13,10,10,296
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,4,0,5,5,0,4,0,0,11,0,13,9,8,0,0,0,31,0,9,7,5,0,0,3,28,0,0,3,3,0,0,9,20,0,0,4,6,3,6,15,36,7,36,27,24,4,4,30,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,14,0,5,5,11,0,0,0,25
LGA53010,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,34,37,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,6,0,7,3,4,0,0,0,25,0,13,5,8,3,0,4,36,0,5,6,7,5,0,11,29,0,4,3,7,0,0,11,34,0,0,0,3,0,0,16,25,7,37,16,26,9,4,52,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,14,0,15,3,19,0,0,0,37
LGA53080,0,0,0,0,0,0,8,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,8,0,0,0,0,0,0,14,15,0,0,0,0,0,0,5,5,0,0,0,3,0,0,47,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,3,3,0,9,0,4,8,25,0,3,7,5,0,0,9,18,4,0,0,5,0,0,7,17,0,3,0,11,0,0,17,28,0,0,5,3,0,0,10,20,7,14,12,28,4,4,66,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,5,18,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,8,5,12,4,8,0,0,0,30
LGA53150,0,0,0,0,0,0,17,17,0,0,0,0,0,0,24,25,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,15,0,0,0,0,0,0,50,52,0,0,5,0,0,0,126,130,0,0,0,13,10,0,9,30,3,54,9,12,6,4,11,96,68,169,24,36,0,0,29,324,114,227,44,36,5,4,31,470,141,227,73,40,5,21,27,537,122,163,82,42,4,24,41,467,94,163,86,24,8,29,155,558,537,1007,323,203,34,78,298,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,3,23,0,0,4,20,15,6,0,39,15,97,9,34,16,3,4,178,110,291,53,95,3,3,12,566
LGA53220,0,0,0,0,0,0,162,163,0,0,0,0,0,0,97,97,0,0,0,0,0,0,70,70,0,0,0,0,0,0,53,55,0,0,0,0,0,0,16,16,0,3,4,0,0,0,472,474,0,0,0,6,12,0,21,45,5,21,12,42,19,3,58,153,39,134,71,117,24,17,187,582,28,69,57,112,13,12,125,419,10,42,45,48,6,5,82,247,3,24,24,28,0,3,70,160,0,5,6,4,0,0,22,44,90,287,219,361,71,44,566,1645,0,0,0,4,4,0,9,18,0,0,0,20,8,0,0,33,0,4,10,57,17,4,11,101,0,3,6,41,13,9,19,89,0,5,6,11,3,4,5,40,0,0,3,15,3,0,5,24,0,0,3,0,0,0,0,12,0,11,30,150,50,20,58,312,0,0,0,13,9,0,6,32,3,36,12,105,21,7,11,201,74,241,116,510,29,19,42,1032
LGA53290,0,0,0,0,0,0,62,62,0,0,0,0,0,0,95,93,0,0,0,0,0,0,80,77,0,0,0,0,0,0,68,71,0,0,3,0,0,0,110,122,0,5,3,10,0,0,473,491,0,0,0,25,25,4,47,101,4,28,14,80,23,4,38,189,32,182,65,170,32,9,80,566,51,156,87,156,27,20,112,604,51,134,95,161,18,33,108,592,32,85,106,104,15,22,107,467,28,96,108,67,20,14,254,587,195,674,475,764,148,106,742,3107,0,0,0,5,8,0,7,17,0,0,0,8,4,0,3,16,0,0,0,23,4,0,3,32,0,3,9,14,3,3,3,29,0,4,5,8,3,0,7,30,0,0,0,5,0,0,8,17,0,0,3,8,0,0,7,12,0,9,14,69,19,9,30,149,0,0,0,48,38,9,29,109,8,38,21,183,42,9,19,308,52,244,92,467,53,11,31,939
LGA53360,0,0,0,0,0,0,22,23,0,0,0,4,0,0,22,22,0,0,0,0,0,0,14,10,0,0,0,0,0,0,17,17,0,0,0,0,0,0,9,9,0,0,0,8,0,0,94,92,0,0,0,8,3,0,13,22,0,12,3,11,12,3,11,50,24,98,29,46,11,0,28,236,21,55,28,42,5,4,23,180,14,39,29,30,4,3,23,141,4,14,16,19,6,5,35,98,6,9,8,13,0,7,27,71,77,225,110,175,36,21,157,802,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,4,0,0,3,4,0,0,0,8,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,3,0,7,35,0,0,0,7,3,0,7,23,0,18,6,43,12,7,11,85,32,132,47,148,9,3,13,388
LGA53430,0,0,0,0,0,0,143,140,0,0,0,0,0,0,106,107,0,0,0,0,0,0,101,101,0,0,3,0,0,0,72,73,0,4,0,0,0,0,124,127,3,9,7,0,0,0,630,649,0,0,7,38,25,8,42,115,13,241,51,102,24,13,88,530,401,991,194,228,21,24,193,2055,538,850,211,174,28,34,155,1986,477,694,259,185,24,38,155,1832,455,551,308,168,26,68,149,1723,362,565,334,126,15,83,451,1938,2241,3897,1363,1022,165,260,1225,10170,0,0,0,5,5,0,0,4,0,4,0,9,0,3,3,20,3,10,4,24,4,4,4,50,0,12,8,12,0,5,3,32,4,5,6,10,0,0,11,39,10,6,3,9,0,4,9,29,0,3,8,3,0,0,9,16,20,32,24,66,13,8,31,198,0,0,13,66,45,12,13,150,22,378,101,209,53,19,44,818,657,1671,352,588,38,49,111,3466
LGA53570,0,0,0,0,0,0,19,19,0,0,0,0,0,0,10,13,0,0,0,0,0,0,28,28,0,0,0,0,0,0,21,21,0,0,0,0,0,0,45,45,0,0,0,0,0,0,130,136,0,0,0,4,3,3,9,25,0,3,5,10,8,6,13,47,19,52,30,59,7,5,34,202,11,54,29,41,9,3,27,184,13,52,35,47,3,7,43,207,18,43,51,45,3,13,39,208,16,32,62,43,5,15,116,299,80,244,209,250,43,54,280,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,12,0,0,0,5,0,0,0,6,0,0,6,3,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,4,13,3,0,7,29,0,0,0,8,10,3,9,35,4,10,7,42,9,0,5,78,24,75,40,127,10,6,29,312
LGA53640,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,25,25,0,0,0,0,0,0,7,7,0,6,0,3,0,0,0,12,5,22,6,22,0,0,13,61,7,15,4,9,0,0,9,41,3,16,11,7,0,0,7,40,5,3,8,9,0,5,11,32,0,3,3,5,0,0,10,27,20,60,31,52,3,9,50,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,4,20,0,0,0,0,0,0,4,3,0,7,0,5,4,0,0,18,5,30,6,47,3,0,3,100
LGA53710,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,14,14,0,0,0,0,0,0,43,39,0,0,0,0,0,0,3,3,0,0,0,3,4,0,9,13,0,4,0,9,0,0,3,23,0,7,8,17,0,3,9,48,0,3,3,8,0,0,12,37,6,5,6,14,0,0,16,49,0,3,12,4,0,0,28,48,8,32,29,62,13,4,70,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,4,0,0,5,14,0,0,0,3,3,0,3,6,0,0,0,7,5,0,0,17,0,14,0,22,5,0,0,41
LGA53780,0,4,0,4,0,0,377,383,0,7,3,0,3,0,341,348,0,5,4,0,0,0,279,289,0,0,0,0,0,0,172,173,0,0,4,3,0,3,283,300,3,15,12,8,7,3,1733,1785,0,4,27,275,180,26,209,720,66,591,312,743,200,64,257,2228,999,2341,958,1328,155,113,661,6562,1266,2582,1126,1337,153,182,645,7293,569,1344,1018,1118,129,243,527,4947,319,720,690,793,93,189,468,3267,170,592,600,507,70,247,1188,3370,3386,8175,4722,6116,986,1058,3952,28393,0,0,0,13,12,0,30,55,0,6,4,62,25,0,15,110,3,22,27,120,16,8,28,224,11,15,19,92,14,4,27,179,10,13,24,59,8,3,17,137,8,9,17,26,4,3,21,91,5,10,8,14,0,4,12,62,35,82,104,402,72,26,147,866,0,3,56,515,336,42,127,1079,110,977,592,1508,371,105,198,3858,1534,3780,1801,3122,274,199,588,11299
LGA53800,0,0,0,0,0,0,196,198,0,4,3,0,0,0,220,233,0,0,0,0,0,0,187,189,0,0,0,0,0,0,151,155,0,0,0,5,0,0,257,262,0,0,3,11,0,0,1193,1213,0,0,15,70,70,11,116,285,17,112,84,211,103,15,125,670,142,444,248,504,107,38,247,1727,191,462,295,502,68,45,288,1853,159,436,321,514,69,82,276,1852,111,243,286,375,43,65,260,1386,72,208,265,219,31,65,641,1500,697,1900,1511,2399,499,319,1944,9271,0,0,0,13,27,0,30,70,0,4,8,48,23,0,15,101,0,7,22,112,28,5,33,209,0,23,26,86,12,4,27,187,0,19,31,64,15,4,29,171,7,22,30,46,12,8,25,144,3,11,18,14,0,0,45,94,17,81,130,380,118,22,212,967,0,0,17,145,97,11,30,302,23,136,91,446,147,24,39,903,191,603,346,1297,141,45,91,2708
LGA53920,0,0,0,0,0,0,19,21,0,0,0,0,0,0,20,20,0,0,0,0,0,0,16,19,0,0,0,0,0,0,17,18,0,0,0,0,0,0,15,15,0,0,0,0,0,0,103,101,0,0,0,3,0,0,23,31,0,9,0,13,3,0,24,49,14,25,3,32,8,8,50,132,4,17,7,26,5,10,47,109,6,23,3,19,4,0,26,87,7,18,6,12,4,0,26,77,5,7,4,0,0,4,32,49,40,91,33,108,29,16,226,542,0,0,0,11,0,0,48,57,0,0,0,17,5,0,31,51,0,0,0,58,15,13,49,129,0,0,0,56,20,12,58,136,5,7,0,45,4,9,21,84,5,5,3,11,4,4,20,49,0,0,0,4,0,4,12,23,8,12,12,192,49,31,236,536,0,0,0,3,0,0,0,4,0,13,0,4,3,0,0,23,20,37,9,18,0,0,10,90
LGA53990,0,0,0,0,0,0,72,72,0,0,0,0,0,0,56,59,0,0,0,0,0,0,61,58,0,0,0,5,0,0,73,77,0,0,0,0,0,0,115,117,0,3,0,7,0,0,430,442,0,0,3,111,56,4,48,227,10,48,27,189,48,8,39,367,71,289,165,435,65,22,105,1161,120,364,228,483,58,46,104,1399,100,302,222,419,36,70,108,1253,92,207,248,319,44,63,133,1096,69,198,212,179,24,62,340,1078,452,1404,1109,2129,333,278,878,6576,0,0,0,5,10,0,10,19,0,0,3,17,0,0,3,25,0,5,3,33,0,0,9,49,0,3,3,34,0,0,0,51,0,11,6,18,0,0,3,40,0,6,4,10,4,0,0,20,0,0,5,8,0,4,9,20,4,20,22,133,17,5,29,230,0,0,6,187,114,7,36,345,10,67,46,376,97,9,36,633,96,417,232,1064,102,40,67,2028
LGA54060,0,0,0,0,0,0,14,14,0,0,0,0,0,0,21,21,0,0,0,0,0,0,18,18,0,0,0,0,0,0,29,27,0,0,0,0,0,0,44,44,0,0,0,0,0,0,133,133,0,0,0,9,0,0,6,20,0,3,4,15,6,3,5,30,4,14,5,28,0,0,19,77,6,34,19,40,4,4,25,130,3,37,44,41,6,3,28,159,13,18,31,34,8,6,37,147,13,26,46,30,15,6,94,226,46,131,148,192,39,19,214,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,3,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,13,4,0,6,29,0,0,0,12,9,3,10,26,0,4,7,33,9,3,6,56,3,21,11,63,6,0,5,109
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,15,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,38,38,0,0,0,0,0,0,3,3,0,5,0,0,0,0,6,10,3,27,7,20,3,0,4,61,7,11,11,14,0,6,10,56,0,17,5,7,0,0,14,52,0,10,9,13,0,0,8,37,0,4,5,0,0,3,11,29,10,74,40,55,10,11,54,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,6,11,0,0,0,4,0,0,0,7,0,7,0,10,8,0,0,24,5,33,10,39,4,5,0,92
