LGA_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
LGA57770,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,62,63,0,0,0,3,0,0,5,11,3,3,0,6,0,0,7,22,8,20,10,10,0,0,15,64,4,15,11,8,0,0,15,47,6,9,5,13,3,0,10,39,0,11,4,9,0,5,10,37,3,9,8,5,0,0,24,46,24,60,42,46,11,8,80,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,4,4,0,0,0,7,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,18,0,0,10,32,0,0,0,7,0,0,0,6,3,8,0,9,3,0,4,23,7,40,20,21,0,0,6,100
LGA57840,0,0,0,0,0,0,138,140,0,3,0,0,0,0,94,101,0,3,0,0,0,0,85,86,0,4,0,0,0,0,94,103,0,0,3,0,0,0,217,217,3,12,4,3,0,0,712,734,0,0,13,53,31,5,45,145,78,495,113,201,44,10,92,1034,732,1455,224,263,24,23,204,2924,716,1213,295,205,26,24,170,2645,528,964,330,210,25,50,150,2255,440,706,395,190,27,81,204,2041,344,651,523,166,29,148,818,2688,2833,5488,1899,1283,210,339,1684,13736,0,0,0,7,6,6,21,31,0,6,3,12,0,0,4,28,0,23,12,17,6,0,14,63,0,6,3,6,0,0,5,29,5,10,10,8,0,0,11,40,7,6,4,4,0,0,3,28,0,3,6,0,0,0,15,19,13,49,33,63,15,7,57,235,0,0,19,129,62,4,28,240,127,882,225,354,76,18,68,1743,1334,2689,454,686,51,46,134,5389
LGA57910,4,9,0,0,0,0,864,875,0,11,3,3,3,0,682,709,4,3,3,9,0,0,438,461,3,9,0,9,0,0,356,382,4,7,9,6,0,0,795,827,21,31,20,29,6,7,3570,3693,3,5,42,320,166,35,246,823,222,1621,557,911,222,70,435,4039,3269,7328,2052,2000,216,205,1427,16496,3228,6233,2101,1650,192,292,1155,14863,1991,3815,1943,1421,170,461,859,10650,1291,2295,1691,1192,139,426,842,7878,958,2443,2014,996,183,631,2632,9849,10958,23738,10398,8481,1293,2119,7600,64594,0,0,4,16,10,0,15,41,0,17,13,42,17,5,11,104,16,66,25,130,11,4,19,268,25,37,21,67,4,9,17,183,18,22,30,53,0,13,19,155,5,13,25,36,0,8,18,109,6,11,9,16,0,0,17,66,72,174,125,357,55,36,109,926,3,14,76,592,304,62,128,1171,380,2770,1031,1829,407,129,338,6891,5559,12506,3777,5373,382,335,1077,29002
LGA57980,0,0,0,0,0,0,66,69,0,0,0,0,0,0,59,59,0,0,0,0,0,0,37,38,0,0,0,0,0,0,31,33,0,3,0,0,0,0,64,64,0,7,0,0,0,0,283,290,0,0,7,26,12,0,12,55,27,217,25,44,9,9,32,360,364,697,77,68,4,5,85,1298,386,561,96,59,8,13,80,1197,337,428,125,45,7,14,61,1011,253,334,131,43,9,37,63,874,298,393,238,55,15,61,242,1296,1660,2626,693,345,53,134,575,6092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,6,0,0,3,0,0,17,0,4,4,0,0,0,6,16,5,0,0,3,0,0,0,9,4,3,0,0,0,0,0,7,0,5,0,0,0,0,0,8,12,27,7,11,3,0,4,66,0,0,3,35,24,7,6,78,53,375,47,79,19,4,15,585,680,1218,135,177,8,16,36,2267
LGA58050,0,0,0,3,0,0,457,462,0,4,0,3,3,0,379,393,0,0,0,6,0,0,345,361,0,0,0,4,0,0,251,257,0,3,7,5,0,3,330,344,9,9,10,21,5,8,2101,2164,0,4,26,347,202,49,240,868,84,597,378,1026,216,79,311,2693,939,2714,1456,2462,256,184,839,8854,1072,2471,1592,1967,232,280,750,8365,623,1501,1353,1611,171,351,672,6279,391,847,979,1107,110,317,625,4369,235,646,666,566,90,232,1233,3667,3348,8783,6445,9094,1266,1486,4668,35103,0,0,0,37,24,3,26,93,3,11,8,108,34,0,28,184,11,38,55,284,30,8,36,459,11,24,40,133,6,3,30,256,12,28,42,87,6,9,25,217,5,17,26,58,9,10,36,162,0,12,20,25,0,3,24,76,40,130,191,737,102,40,206,1447,0,10,45,659,398,73,168,1355,111,950,589,1990,421,133,260,4460,1423,4146,2368,5826,443,295,657,15153
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,5,0,4,0,5,0,0,0,7,0,0,5,0,5,0,0,12,0,9,0,3,0,0,5,20,0,3,3,0,0,0,3,13,0,3,4,0,0,0,6,12,0,24,11,14,8,0,22,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,0,0,0,13,4,5,3,8,0,0,0,18
LGA58260,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,10,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,35,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,7,0,0,10,25,5,6,10,3,0,0,8,29,5,6,0,7,0,0,4,20,0,4,3,4,0,0,5,18,0,0,3,3,0,0,18,19,4,18,17,24,5,0,39,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,5,0,5,3,0,0,0,3,0,0,0,9,0,4,0,10,0,0,0,25
LGA58330,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,17,0,0,0,0,0,0,33,31,0,0,0,0,0,0,51,51,0,0,0,0,0,0,49,49,0,0,0,0,0,0,176,179,0,0,0,0,5,0,6,15,0,3,0,14,7,0,3,31,10,20,15,45,9,3,29,128,20,32,30,41,0,5,28,156,12,30,44,52,8,10,46,201,33,44,72,70,10,12,69,308,24,46,66,37,7,19,94,292,99,185,236,251,40,46,272,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,5,3,0,0,0,11,0,0,3,6,0,0,0,9,0,0,0,4,0,0,0,4,0,0,9,17,0,0,4,37,0,0,0,4,7,0,7,21,0,3,0,34,9,0,10,62,17,36,19,89,7,0,13,177
LGA58400,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,5,3,0,3,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,14,0,3,0,0,0,0,0,10,0,0,4,3,0,0,3,12,4,4,7,13,3,0,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,5,0,0,4,16,0,0,4,23
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,8,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,3,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
LGA58510,0,0,6,0,0,0,197,201,0,0,0,0,0,0,129,135,0,0,0,0,0,0,95,95,0,6,0,0,0,0,77,82,0,0,0,5,0,0,121,129,0,5,3,4,0,0,715,731,0,0,11,84,40,7,46,186,49,355,167,208,61,8,102,947,744,1555,357,329,35,22,285,3326,642,1052,303,259,27,35,187,2497,346,558,283,226,22,66,157,1653,221,327,230,174,29,47,155,1184,149,301,235,127,17,73,695,1598,2150,4145,1590,1403,231,254,1616,11400,0,0,0,4,7,0,3,12,0,3,6,16,8,0,5,40,5,20,12,27,0,0,6,74,8,11,5,16,3,0,0,45,4,12,6,13,0,0,9,46,6,10,9,9,0,3,13,48,6,9,0,6,0,0,14,27,28,57,39,95,18,4,53,292,0,0,23,123,73,9,24,247,83,603,296,388,116,14,88,1581,1292,2796,666,908,75,49,206,5989
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,33,37,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,5,8,5,0,0,0,24,0,12,5,7,0,0,12,41,0,11,3,9,0,0,8,37,0,5,11,4,0,4,9,36,0,0,10,0,0,0,15,32,5,37,36,32,8,7,52,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,13,0,5,11,18,0,0,0,42
LGA58570,0,0,0,0,0,0,239,243,0,4,0,0,0,0,119,117,0,0,0,0,0,0,73,73,6,0,0,0,0,0,55,57,0,0,0,0,0,0,92,93,3,9,4,0,0,3,663,673,0,0,9,42,26,0,17,95,45,397,123,155,39,11,89,868,873,1805,368,278,31,26,323,3707,742,1261,293,198,22,32,164,2719,494,758,282,172,17,58,120,1904,310,466,255,121,16,64,121,1350,202,323,194,89,24,53,270,1154,2659,5005,1532,1068,182,245,1111,11802,0,0,0,6,0,0,0,5,0,5,0,6,0,0,0,12,5,14,13,10,0,0,4,50,4,14,6,15,0,0,0,35,5,10,7,11,0,0,3,30,6,5,4,0,0,0,4,22,0,3,0,4,0,0,3,14,26,46,30,45,4,4,13,166,0,0,19,76,48,7,8,157,82,660,195,314,68,17,53,1391,1527,3282,673,772,55,51,185,6547
LGA58610,0,0,0,0,0,0,11,11,0,0,0,0,0,0,13,13,0,0,0,0,0,0,14,14,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,25,0,0,0,0,0,0,84,84,0,0,0,0,0,0,8,9,0,0,0,7,0,0,4,18,0,23,11,13,0,0,9,59,3,20,7,13,0,0,13,62,8,5,5,16,0,4,17,56,5,7,17,21,0,5,19,72,5,22,10,16,0,7,44,97,21,83,42,83,5,11,110,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,6,0,0,4,13,0,33,12,40,0,0,4,89
LGA58680,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,13,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,35,40,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,7,8,0,0,5,19,0,6,3,8,0,3,6,20,0,6,5,4,0,4,14,32,0,0,3,3,0,0,8,17,0,0,5,3,0,0,11,25,0,18,24,31,0,10,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,5,7,18,0,0,0,27
LGA58760,0,0,0,3,0,0,505,507,0,3,9,7,0,0,461,481,0,9,0,6,0,0,403,420,0,11,0,3,0,0,289,305,0,0,3,9,0,3,394,414,5,22,17,38,5,5,2417,2498,5,7,49,476,323,67,306,1235,102,886,595,1297,316,124,375,3709,1105,3631,2038,3042,322,229,943,11313,1483,3754,2350,2628,290,384,1010,11892,934,2387,2243,2356,265,500,943,9636,472,1159,1527,1487,191,378,743,5961,281,847,1019,781,136,392,1810,5263,4392,12664,9828,12074,1842,2084,6121,49000,0,0,0,23,23,4,14,64,0,7,8,65,20,8,6,112,8,35,40,165,39,9,23,319,13,22,24,108,7,7,8,204,8,21,37,60,5,9,14,148,7,16,17,54,0,0,17,110,4,11,5,17,3,4,23,67,44,108,136,493,101,32,113,1030,5,13,94,899,611,110,251,1977,156,1439,931,2658,601,191,364,6338,1625,5468,3084,7543,535,382,816,19454
LGA58820,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,25,25,0,0,0,0,0,0,20,20,0,0,0,0,0,0,17,17,0,0,0,0,0,0,95,95,0,0,4,13,9,0,16,34,0,0,3,22,7,0,7,44,5,24,15,56,11,4,20,130,9,35,28,69,10,5,11,163,11,22,34,59,8,13,43,185,13,27,40,52,7,16,26,179,3,17,43,20,3,9,90,191,36,132,155,295,51,44,217,931,0,0,0,3,3,0,0,5,0,0,0,9,0,0,0,8,4,0,0,3,0,0,0,10,0,0,3,4,0,0,0,7,0,0,3,3,0,0,3,13,0,0,0,3,0,0,5,14,0,0,0,0,0,0,0,0,4,5,3,25,13,0,11,54,0,0,4,19,13,0,10,36,0,6,3,48,10,0,8,71,9,33,19,128,8,9,19,218
LGA58890,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,7,0,7,0,0,9,16,0,8,3,8,0,0,6,34,3,12,6,8,9,3,3,45,0,4,10,7,0,0,10,36,5,4,4,4,0,5,11,33,6,39,27,33,10,7,44,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,15,0,14,3,12,0,0,0,31
LGA59030,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,6,0,0,8,14,0,0,0,5,0,0,4,8,0,5,3,0,4,0,0,7,0,0,7,4,0,0,0,13,0,0,4,0,0,0,10,13,0,12,8,17,3,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,0,16
LGA59100,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,14,16,0,0,0,0,0,0,9,9,0,0,0,0,0,0,40,38,0,0,0,3,0,0,0,6,0,0,0,4,0,0,3,7,0,8,6,3,7,0,3,23,0,9,6,14,0,0,5,30,0,3,8,4,0,3,5,26,0,3,9,9,0,3,11,37,0,6,6,0,0,5,15,28,3,31,26,35,6,6,45,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,5,0,17,3,16,7,0,0,41
LGA59170,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,16,18,0,0,0,0,0,0,39,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,10,0,19,9,11,0,0,4,46,6,16,11,8,0,0,6,52,3,13,3,11,4,0,8,38,4,6,9,13,0,0,12,50,3,3,5,7,0,0,22,44,18,65,41,55,7,3,58,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,0,4,4,0,3,17,0,21,9,30,0,0,4,67
LGA59250,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,35,35,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,8,0,4,0,0,7,24,0,0,3,4,0,0,14,22,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,9,3,11,8,16,3,0,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,10,4,16,0,0,5,39
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,9,3,0,0,6,0,0,5,15,0,9,6,14,4,0,0,46,4,20,6,18,4,0,10,56,3,12,7,10,0,0,8,35,4,6,12,10,0,0,8,44,4,4,18,0,0,0,23,57,16,47,47,66,19,4,59,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,11,0,4,9,20,0,0,0,4,3,0,0,9,3,4,0,15,3,0,0,18,7,17,13,46,9,0,0,90
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,4,4,0,6,0,0,0,15,0,8,4,7,0,6,4,26,0,5,5,3,0,0,3,20,0,4,5,7,0,0,0,17,0,5,7,5,0,0,15,27,8,23,22,28,6,3,21,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,4,0,6,0,0,0,10,4,3,3,11,8,4,0,24
LGA59330,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,9,5,3,0,0,5,23,0,6,0,9,0,0,0,12,0,6,7,7,0,0,4,17,0,3,0,8,0,0,0,13,4,3,0,6,0,0,21,32,0,22,12,24,6,6,34,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,14,0,0,0,5,0,0,0,4,0,0,0,7,0,0,0,4,0,9,5,10,4,0,0,29
