LGA_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,25,0,0,5,14,17,32,0,0,0,19,16,36,0,0,5,21,18,39,8,4,14,413,365,782,5,9,12,428,379,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,15,0,0,0,6,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,9,3,3,9,165,188,355,0,0,8,169,198,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,241
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,250,84,335,14,8,21,268,92,365,5,0,5,250,84,335,14,8,21,268,92,365,8,5,11,111,48,157,0,0,0,119,55,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,10,47,22,72,0,0,0,52,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,68,48,114,4,0,0,76,48,123,8,4,10,71,48,123,4,0,0,83,53,128,21,18,36,567,515,1084,5,0,7,599,532,1124,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,37,41,83,0,0,0,37,41,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,4,6,5,0,0,0,4,6,5,11,7,20,308,298,603,3,0,3,321,307,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,4,9,9,0,0,0,4,9,9,0,0,0,4,9,9,13,10,23,276
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,49,38,91,12,5,23,69,55,124,6,4,13,53,42,93,12,5,23,72,54,121,38,42,81,494,456,956,0,3,3,533,498,1036,3,0,3,0,0,0,0,0,0,3,0,4,0,3,3,69,59,131,0,0,0,69,61,131,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,304,304,609,0,3,3,315,318,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,57,242
LGA52590,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,307,212,515,115,55,170,424,277,703,6,8,14,316,216,534,115,59,175,440,279,720,43,49,93,1457,1308,2764,16,13,27,1520,1373,2885,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,64,64,132,3,0,7,70,64,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,8,7,14,13,18,34,583,625,1211,8,5,12,605,645,1254,0,0,0,9,3,15,0,0,0,9,3,15,0,0,0,4,6,10,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,5,15,0,0,0,8,10,18,0,4,4,8,5,15,0,0,0,8,10,18,30,26,58,877
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,168,148,319,34,26,55,214,176,388,14,4,16,187,169,354,31,30,56,233,199,431,182,215,401,6177,6291,12473,32,31,63,6382,6543,12934,11,9,20,0,0,0,0,0,0,11,7,23,4,0,7,416,484,895,0,6,3,422,483,909,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,11,7,23,3,0,3,43,68,115,0,0,0,46,66,114,75,86,162,2704,3134,5846,21,21,40,2800,3239,6042,0,0,0,31,16,47,0,0,0,31,16,47,0,0,0,63,68,126,0,0,0,63,68,129,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,4,3,0,0,0,30,43,72,0,0,0,30,43,72,5,0,4,30,42,74,0,0,0,31,45,75,116,145,261,3566
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,287,270,553,41,46,85,335,325,658,9,9,16,296,278,574,41,45,87,343,334,678,26,43,68,2645,2722,5366,25,20,46,2697,2785,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,150,237,0,0,0,89,151,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,34,56,88,0,0,0,34,57,94,5,10,17,732,883,1616,0,6,13,737,905,1642,0,0,0,3,3,10,0,0,0,3,3,10,0,0,0,7,6,12,0,0,0,7,6,12,0,0,0,5,8,15,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,41,0,0,0,11,29,41,0,0,0,11,29,41,0,0,0,11,29,41,25,34,57,1850
LGA52800,0,5,13,19,0,0,0,0,0,0,0,0,0,0,0,0,102,102,203,1031,903,1939,256,189,439,1389,1196,2581,120,118,238,1036,913,1950,256,190,445,1413,1221,2631,781,834,1621,782,714,1493,10,10,22,1577,1557,3128,1042,1100,2143,4,0,3,6,0,6,1047,1102,2146,6,0,11,122,124,240,0,0,0,129,132,255,105,81,184,0,0,0,0,0,0,105,81,184,908,993,1896,4,0,3,6,0,6,914,994,1908,0,0,0,7,15,25,0,0,0,7,19,27,841,1018,1861,360,360,720,9,3,9,1206,1383,2585,0,0,0,10,5,14,0,0,0,10,5,14,0,0,0,23,12,28,0,0,0,23,12,28,0,0,0,0,0,0,0,0,0,0,0,0,48,40,91,0,0,0,0,0,0,48,40,91,4,4,10,9,9,17,0,0,0,13,11,21,57,45,103,9,9,17,0,0,0,63,56,119,571,482,1048,462
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,130,88,214,23,12,30,159,100,261,8,6,10,138,95,232,23,12,30,166,113,281,67,77,146,2604,2672,5278,30,29,55,2700,2781,5482,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,129,161,287,4,0,4,129,162,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,13,18,33,0,0,0,13,21,32,22,23,44,1092,1330,2423,15,17,30,1125,1374,2498,0,0,0,4,3,6,0,0,0,4,3,6,0,0,0,14,10,29,0,0,0,14,10,29,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,14,18,35,0,0,0,14,22,38,0,4,4,14,21,33,0,0,0,14,26,39,48,54,101,1529
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32,0,0,4,23,11,34,0,0,0,19,10,32,0,0,3,25,10,39,15,15,30,307,297,606,4,4,8,331,311,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,151,164,317,0,0,0,154,166,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,14,14,27,153
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,5,24,26,8,28,45,16,55,0,4,8,22,7,27,26,8,28,43,19,59,12,15,28,273,241,517,0,0,0,286,259,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,0,0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,119,121,239,0,0,0,124,126,248,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,4,3,6,0,0,0,0,0,0,4,3,6,7,7,15,147
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,225,101,326,76,28,113,302,139,439,8,9,11,222,101,320,76,28,113,308,140,448,41,32,80,226,175,407,8,8,16,277,226,498,4,10,12,0,0,0,0,0,0,4,10,12,0,0,0,14,13,32,0,0,0,16,16,32,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,4,7,12,0,0,0,7,6,17,0,0,0,7,6,17,24,28,49,92,84,176,3,8,4,123,118,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,3,0,0,0,0,4,3,0,0,0,3,4,3,20,15,27,134
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,104,77,179,18,0,16,117,84,201,5,0,10,102,83,188,18,0,16,124,89,211,27,29,63,3251,3562,6808,12,17,26,3299,3607,6902,4,0,5,0,0,0,0,0,0,4,4,7,0,0,3,251,321,572,3,0,6,259,325,581,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,4,7,0,0,0,15,47,62,0,0,4,16,49,65,10,6,20,1420,1820,3238,10,3,12,1437,1829,3270,0,0,0,8,8,22,0,0,0,8,8,22,0,0,0,6,5,17,0,0,0,10,5,17,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,48,0,0,0,21,27,48,0,0,0,21,27,48,0,0,0,23,27,50,21,27,48,1930
LGA53220,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,221,103,321,5493,1482,6982,3357,619,3978,9074,2211,11281,223,116,340,5513,1490,7003,3365,622,3985,9100,2227,11329,404,301,707,2945,1695,4639,28,11,43,3373,2012,5386,483,489,980,5,8,12,0,0,0,490,500,991,11,9,20,646,389,1038,3,0,8,655,404,1066,53,48,103,0,0,0,0,0,0,52,48,100,432,440,868,8,8,10,0,0,0,434,445,883,0,0,0,49,69,116,0,0,0,48,69,117,373,376,752,1356,774,2136,14,6,21,1740,1162,2903,0,0,0,63,20,76,0,0,0,63,20,76,4,0,4,66,29,96,0,0,0,68,29,95,0,0,0,4,0,4,0,0,0,4,0,4,80,73,158,0,0,0,0,0,0,84,73,163,4,0,0,25,14,39,0,0,0,29,16,39,80,80,160,27,14,42,3,0,3,109,90,202,383,310,688,1959
LGA53290,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58,59,118,472,356,835,117,61,179,648,480,1127,63,59,122,490,382,874,122,64,185,677,508,1186,276,272,555,5611,5562,11168,44,57,96,5927,5890,11815,14,9,21,0,6,0,0,0,0,21,14,29,0,6,6,257,317,575,4,0,0,260,327,586,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,0,6,0,0,0,0,21,14,29,0,0,0,33,54,88,0,0,0,33,59,90,102,111,212,2315,2624,4941,21,34,56,2439,2764,5203,0,0,0,8,6,8,0,0,0,6,4,15,0,0,0,9,7,18,0,0,0,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,9,0,0,0,6,12,25,0,0,0,6,12,25,3,3,7,6,14,24,0,0,0,15,17,33,193,166,358,3361
LGA53360,0,9,6,21,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,1770,1696,3469,69,71,139,1853,1783,3638,10,14,24,1776,1696,3472,69,71,139,1855,1788,3640,47,36,81,1284,1187,2470,14,14,32,1346,1237,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,110,193,0,0,0,85,110,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,26,0,0,0,17,15,31,16,6,21,382,431,810,3,6,10,401,441,839,0,0,0,5,3,10,0,0,0,9,3,10,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,6,0,0,0,5,4,9,3,0,3,0,4,6,0,0,0,5,4,9,26,29,58,926
LGA53430,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,50,22,79,696,533,1231,231,153,385,981,712,1694,54,22,76,718,557,1275,235,158,389,1000,737,1744,235,265,499,12338,12928,25263,43,46,92,12622,13242,25861,10,14,26,3,0,3,0,0,0,14,14,27,3,0,4,1792,2253,4043,9,6,19,1805,2262,4061,0,0,3,0,0,0,0,0,0,0,0,3,7,11,20,3,0,3,0,0,0,8,14,25,0,7,0,162,246,406,0,0,0,162,248,411,81,79,155,4800,5865,10672,30,30,61,4917,5973,10893,0,0,0,51,50,99,0,0,0,51,49,105,0,0,0,104,88,188,0,0,0,104,88,194,0,0,0,44,47,96,0,0,0,46,47,90,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,71,88,156,0,0,0,70,95,158,0,6,11,71,88,156,0,0,0,73,96,167,158,190,349,8575
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,155,148,306,13,23,39,181,168,349,5,0,9,171,152,324,14,24,47,197,178,376,72,64,141,2302,2116,4418,45,13,54,2418,2201,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,280,502,13,4,14,238,281,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,72,0,0,0,18,54,75,10,18,31,1143,1210,2348,27,8,39,1177,1231,2411,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,13,4,16,0,0,0,13,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,0,0,0,11,8,14,0,0,0,11,8,14,0,0,0,11,8,16,59,46,109,1269
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,31,30,56,3,4,9,36,29,71,3,0,5,33,30,60,3,4,9,34,29,67,41,47,87,506,427,935,0,0,4,548,477,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,86,0,0,0,41,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,5,3,7,12,23,33,259,241,501,0,0,0,271,263,533,0,0,0,6,4,3,0,0,0,6,4,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,62,272
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,34,8,0,9,27,14,39,0,0,0,21,18,35,8,0,9,27,18,42,17,17,34,407,397,801,0,0,0,422,414,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,217,237,454,0,0,7,227,246,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,7,11,15,191
LGA53780,0,0,0,5,0,0,0,7,3,13,0,0,0,7,3,13,144,79,223,963,951,1913,60,63,120,1166,1093,2253,149,90,236,1044,1029,2073,65,63,128,1252,1179,2438,1288,1384,2670,35510,35038,70548,160,151,315,36962,36568,73536,75,91,166,3,0,7,0,0,0,81,90,169,21,20,41,21878,22785,44661,63,56,124,21957,22867,44827,3,5,6,0,0,0,0,0,0,3,5,6,67,83,151,3,0,7,0,0,0,73,83,156,5,9,10,2055,2551,4609,5,6,13,2072,2564,4634,483,581,1065,21939,25018,46957,96,100,195,22522,25694,48214,0,5,5,2831,2727,5555,8,13,13,2837,2737,5577,14,16,30,7018,6648,13662,21,29,49,7052,6689,13744,0,0,0,17,18,35,3,5,4,24,25,44,3,5,11,0,0,0,0,0,0,4,5,12,5,11,12,1800,1731,3535,4,5,4,1810,1741,3551,9,16,21,1806,1731,3535,4,5,4,1814,1748,3563,864,887,1751,20847
LGA53800,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,164,158,324,975,945,1916,214,175,394,1353,1278,2635,166,163,331,1015,977,1991,224,178,399,1404,1316,2723,1537,1736,3276,14402,14724,29129,105,95,200,16043,16558,32606,74,86,158,6,4,8,0,0,0,77,90,166,11,13,29,1274,1501,2773,9,3,12,1288,1516,2807,3,0,4,0,0,0,0,0,0,3,0,4,67,83,149,6,4,8,0,0,0,71,84,156,0,4,4,111,227,338,0,5,3,115,235,350,696,868,1562,7293,8656,15947,61,60,122,8052,9589,17642,0,0,0,90,77,169,0,0,0,90,77,169,3,4,8,264,295,554,0,0,0,264,300,563,0,0,0,10,10,13,0,0,0,10,10,13,5,8,15,0,0,0,0,0,0,5,8,15,4,3,12,63,83,140,0,0,0,68,80,150,13,10,22,63,83,140,0,0,0,74,91,168,922,954,1877,7603
LGA53920,0,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,58,46,105,580,529,1108,150,98,250,778,678,1459,72,72,140,581,530,1109,158,114,271,813,716,1526,481,520,1003,214,180,395,25,25,43,720,723,1440,778,818,1589,5,0,11,0,3,3,781,819,1599,12,3,14,39,43,87,0,0,6,51,56,105,56,55,115,0,0,0,0,0,0,56,52,114,684,728,1417,5,0,11,0,0,0,693,727,1424,0,0,0,4,7,11,0,0,0,4,7,11,925,974,1896,120,121,243,16,15,34,1056,1111,2172,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,5,4,5,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,40,45,86,0,0,0,0,0,0,40,45,86,0,0,0,3,3,5,0,0,0,3,3,6,44,45,90,3,3,5,0,0,0,45,46,94,222,225,451,128
LGA53990,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,13,19,32,457,352,806,73,26,100,552,397,946,15,19,33,494,372,866,80,26,103,582,420,1007,372,372,747,12002,12024,24024,56,78,133,12428,12475,24905,16,18,30,0,3,8,0,0,0,14,23,38,14,7,22,995,1165,2161,6,7,11,1018,1175,2196,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,0,3,8,0,0,0,14,19,33,0,0,4,53,111,162,0,0,0,50,115,165,106,114,224,5639,6443,12080,34,54,89,5776,6615,12391,0,0,0,67,53,125,0,0,0,67,53,125,5,0,0,78,70,150,0,0,0,80,73,154,0,0,0,9,11,15,0,0,0,9,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101,0,0,0,49,56,106,0,0,0,49,52,101,0,0,0,49,56,106,289,261,551,6822
