LGA_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
LGA52800,319,70,4,4,0,0,0,3,11,404,87,11,0,4,0,0,8,12,8,115,13,0,0,18,0,0,0,21,3,35,588,86,4,48,0,0,10,60,28,771,135,5,0,25,0,3,3,26,10,175,121,0,0,4,0,0,0,4,0,134,60,31,0,0,0,0,0,0,0,93,563,32,0,0,0,0,0,0,4,597,64,0,0,0,0,0,0,0,6,70,344,6,0,0,0,0,5,3,4,358,157,32,4,0,0,0,0,0,9,202,10,0,0,0,0,0,0,0,0,13,1191,110,4,4,0,0,9,12,17,1334,105,9,0,8,0,5,6,19,8,140,41,5,0,13,0,0,0,17,4,69,1588,134,4,54,0,4,16,78,43,1844
LGA52870,280,28,5,0,0,0,0,4,0,314,64,0,0,0,0,0,0,0,0,62,25,0,0,0,0,0,0,0,0,30,2141,39,4,6,0,10,4,22,12,2221,978,4,0,4,6,10,0,11,4,996,846,8,0,5,0,6,0,9,5,867,100,8,0,0,0,0,0,0,0,112,20,7,0,0,0,0,0,0,0,27,158,4,0,0,0,0,0,4,0,167,5,5,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,5,306,31,5,0,0,0,0,4,0,337,66,0,0,0,0,0,0,0,0,68,27,0,0,0,0,0,0,0,0,33,2221,44,3,7,6,10,4,23,12,2305
LGA52940,44,3,0,0,0,0,0,0,0,51,26,0,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,12,258,3,0,9,4,0,0,10,0,269,126,0,0,5,0,0,0,4,0,133,59,0,0,0,0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,58,26,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,9,271,4,0,9,4,0,0,10,0,282
LGA53010,29,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,7,216,8,0,0,0,0,0,0,0,221,127,0,0,0,0,0,0,0,0,129,40,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,5,224,8,0,0,0,0,0,0,0,235
LGA53080,49,0,0,0,0,0,0,0,3,56,19,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,0,17,209,4,0,3,0,0,0,7,5,222,107,0,0,4,0,0,0,4,0,109,28,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,3,70,20,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,28,248,4,0,3,0,0,0,7,5,258
LGA53150,236,169,219,0,0,0,10,10,3,636,18,8,4,0,0,0,0,0,0,25,15,3,0,0,0,0,0,0,0,25,1908,541,411,0,0,0,9,9,3,2879,885,212,90,0,0,0,4,4,0,1191,772,153,96,0,0,0,0,0,0,1017,161,109,144,0,0,0,4,4,3,418,10,20,19,0,0,0,0,0,0,42,69,50,59,0,0,0,3,3,0,187,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,235,176,227,0,0,0,10,10,3,652,18,8,4,0,0,0,0,0,0,25,15,3,4,0,0,0,0,0,0,20,1926,548,424,0,0,0,9,9,3,2913
LGA53220,809,41,21,0,0,0,0,0,10,882,136,0,4,0,0,0,0,0,0,147,26,4,0,0,0,0,0,6,3,40,1128,48,33,25,0,0,0,32,20,1254,94,0,0,22,0,3,0,24,7,127,77,0,0,5,0,0,0,5,0,79,173,13,22,0,0,0,0,0,4,207,103,8,0,0,0,0,0,0,0,115,36,0,0,0,0,0,0,0,0,39,147,0,3,0,0,0,0,0,0,146,683,28,0,0,0,0,0,0,7,720,0,0,0,0,0,0,0,0,0,0,1134,54,26,0,0,0,0,6,11,1220,158,0,6,0,0,0,0,0,0,166,36,3,0,0,0,0,0,6,4,49,1491,58,38,29,0,0,0,33,28,1644
LGA53290,949,248,65,12,8,0,0,21,9,1283,193,10,3,0,0,0,0,0,18,227,55,14,8,0,0,0,0,0,4,80,4128,390,90,47,14,7,4,75,64,4739,1586,89,19,38,5,3,0,47,23,1766,1452,32,0,4,0,0,0,0,8,1497,337,111,22,0,0,0,0,0,0,465,119,68,5,0,0,0,0,0,0,191,458,58,11,0,0,0,0,10,6,543,7,13,26,0,0,0,0,0,0,49,110,15,0,7,4,0,0,13,3,135,10,7,3,0,0,0,0,0,0,17,1040,269,63,12,8,0,0,21,9,1403,202,10,3,0,0,0,0,0,21,239,64,15,8,0,0,0,0,0,5,88,4339,413,95,46,14,8,4,72,67,4990
LGA53360,312,20,52,20,0,0,7,33,7,417,18,0,0,5,0,0,5,7,0,30,23,0,0,6,0,0,0,5,0,30,824,28,52,110,11,11,11,143,14,1059,174,0,0,61,3,9,3,73,5,248,311,0,0,19,3,4,4,29,0,346,116,8,10,5,0,0,0,5,0,137,83,6,7,0,0,0,0,0,0,95,71,3,0,3,0,0,6,9,3,83,11,0,26,0,0,0,0,0,0,42,53,0,5,11,4,0,0,17,6,76,0,0,0,0,0,0,0,0,0,0,332,22,51,20,0,0,7,33,7,444,18,0,0,5,0,0,5,7,0,35,23,0,0,6,0,0,0,5,0,30,856,25,50,111,12,11,14,146,17,1097
LGA53430,1459,1308,1169,0,40,0,12,50,10,3989,89,108,22,0,0,0,0,0,0,221,74,50,20,0,0,0,0,0,8,157,7721,2845,2112,3,129,0,18,153,32,12860,3004,746,452,3,83,0,11,94,13,4307,3166,654,453,0,0,0,0,3,3,4285,728,570,701,0,0,0,3,3,0,2014,174,441,208,0,0,0,0,0,0,823,559,255,216,0,5,0,4,4,3,1040,25,85,32,0,0,0,0,0,0,141,44,15,28,0,34,0,0,34,0,131,6,0,7,0,0,0,0,0,0,16,1534,1373,1199,0,41,0,12,55,5,4168,89,108,22,0,0,0,0,3,0,222,78,59,24,0,0,0,0,0,8,168,7871,2932,2154,3,132,0,25,160,31,13148
LGA53570,256,22,17,3,3,0,0,11,0,305,77,5,0,0,3,0,0,4,0,85,42,3,0,0,3,0,0,3,0,47,1847,41,22,14,17,5,4,39,7,1958,832,12,3,9,8,5,0,21,5,870,687,3,0,0,0,0,0,0,4,695,70,0,5,0,0,0,0,0,0,87,10,8,0,0,0,0,0,0,0,19,137,5,9,0,0,0,0,4,0,159,3,4,0,0,0,0,0,0,0,13,43,0,0,3,0,0,0,3,0,54,3,0,0,0,0,0,0,0,0,3,277,29,17,3,3,0,0,11,0,329,78,5,0,0,3,0,0,4,0,91,40,3,0,0,3,0,0,3,0,48,1912,43,22,14,17,5,4,39,7,2026
LGA53640,78,0,0,0,0,0,0,0,0,79,54,0,0,0,0,0,0,0,6,52,8,0,0,0,0,0,0,0,0,9,398,4,0,0,0,0,0,5,5,409,186,0,0,0,0,0,0,0,0,186,88,0,0,0,0,0,0,0,0,92,13,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,12,46,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,97,55,0,0,0,0,0,0,0,6,53,6,0,0,0,0,0,0,0,0,9,425,4,0,3,0,0,0,0,5,437
LGA53710,52,12,0,0,0,0,0,0,0,63,25,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,8,348,16,0,4,0,0,0,4,0,370,178,4,0,4,0,0,0,4,0,187,88,0,0,0,0,0,0,0,0,88,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,14,361,19,0,4,0,0,0,4,0,383
LGA53780,7524,1766,532,51,0,0,26,80,16,9912,339,404,15,0,0,0,13,13,4,779,483,83,13,3,0,0,3,7,3,588,36737,3656,770,98,0,9,62,166,40,41369,10474,629,72,43,0,0,14,58,8,11247,18473,795,140,0,0,0,13,15,8,19426,4545,1023,350,3,0,0,11,17,9,5942,546,309,58,0,0,0,0,0,0,918,2509,290,64,5,0,0,12,15,4,2879,71,127,63,0,0,0,0,0,0,266,369,62,16,53,0,0,5,54,4,517,53,21,4,0,0,0,0,0,0,82,8099,1830,555,63,0,0,26,84,16,10592,347,404,15,0,0,0,13,13,4,786,518,86,13,4,0,0,3,8,3,623,37916,3746,801,107,0,9,62,176,40,42675
LGA53800,2514,749,140,17,5,3,5,26,15,3445,189,87,8,3,0,0,0,3,6,287,128,31,8,4,0,0,0,5,5,174,11193,1343,191,79,31,16,15,135,58,12922,4100,301,21,66,25,5,7,103,25,4554,4779,186,20,0,0,3,5,9,5,4998,1467,452,103,0,0,0,0,4,9,2031,307,187,47,0,0,0,0,0,0,545,1081,159,21,0,0,0,0,0,3,1271,60,44,3,0,0,0,0,0,0,111,183,48,0,15,5,0,0,21,7,255,17,7,0,0,0,0,0,0,0,25,3117,901,173,17,5,3,5,24,17,4238,192,90,8,3,0,0,0,3,9,303,181,46,14,4,0,3,0,5,5,251,12367,1519,230,86,28,19,18,154,67,14338
LGA53920,61,16,0,0,0,0,0,7,4,80,55,16,0,3,0,0,0,3,3,85,12,0,0,4,0,3,0,11,15,35,138,31,0,37,0,9,0,41,24,240,34,0,0,27,0,3,0,26,0,64,8,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,359,38,12,0,0,0,0,0,7,412,5,0,0,0,0,0,0,3,0,7,154,7,0,0,0,0,0,0,0,168,53,7,0,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,6,583,50,8,0,0,6,0,9,12,661,75,16,0,5,0,3,0,5,6,106,39,5,0,4,0,3,0,11,15,70,740,80,15,41,0,8,0,48,30,908
LGA53990,1601,189,26,29,16,10,3,57,5,1885,125,60,0,0,0,5,0,5,0,191,94,6,0,4,0,0,0,3,0,106,9154,356,47,97,31,15,9,147,13,9709,3099,70,14,61,14,0,4,72,4,3264,4435,27,5,0,3,0,3,12,4,4477,897,69,6,0,0,0,0,4,5,972,124,51,9,0,0,0,0,0,0,185,607,48,8,5,0,3,0,8,0,667,15,27,0,0,0,0,0,0,4,41,89,5,0,30,14,6,0,48,0,140,15,0,0,0,0,0,0,0,0,13,1746,193,26,33,16,10,3,58,5,2036,128,60,0,0,0,5,0,5,0,190,94,6,0,4,0,0,0,3,0,110,9503,360,47,98,30,15,9,149,13,10077
LGA54060,225,54,17,0,4,0,0,8,0,307,27,12,0,0,0,0,0,3,0,42,33,5,0,0,0,0,0,0,0,38,1180,126,23,5,18,0,3,31,11,1365,592,36,4,7,12,0,0,14,0,650,338,11,5,0,5,0,0,5,0,355,124,16,0,0,0,0,0,0,0,139,16,20,6,0,0,0,0,0,0,46,94,12,0,0,0,0,0,3,0,116,3,14,5,0,0,0,0,0,0,25,13,0,0,0,4,0,0,4,0,17,5,0,0,0,0,0,0,0,0,5,253,67,17,0,4,0,0,8,0,345,27,12,0,0,0,0,0,3,0,41,33,5,0,0,0,0,0,0,0,38,1238,130,23,5,18,0,3,31,11,1437
LGA54130,86,13,0,5,0,0,0,5,0,103,47,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,374,13,0,17,0,0,6,19,4,412,153,0,0,8,0,0,4,9,0,164,91,0,0,3,0,0,0,4,0,99,3,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,17,35,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,0,0,3,35,0,0,5,0,0,0,5,0,43,0,0,0,0,0,0,0,0,0,3,92,14,0,5,0,0,0,5,0,106,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,391,14,0,17,0,0,6,19,4,424
LGA54170,6608,1550,860,6,0,0,14,23,16,9047,309,257,35,4,0,0,0,0,0,601,346,92,57,4,4,0,0,14,10,512,50351,4845,1467,88,11,0,21,117,31,56819,18913,1635,251,74,3,0,0,79,6,20879,24589,1336,270,0,0,0,0,4,3,26203,4263,850,626,0,0,0,6,6,10,5756,141,187,24,0,0,0,0,0,0,359,2226,447,188,0,0,0,4,9,6,2867,35,54,14,0,0,0,0,0,0,101,120,21,20,3,0,0,5,8,0,169,26,14,3,0,0,0,0,0,0,51,6812,1576,870,6,0,0,9,19,17,9295,314,259,35,4,0,0,0,0,0,614,358,93,64,4,4,0,0,14,7,529,50982,4900,1483,88,11,0,16,120,32,57522
LGA54200,2805,420,41,6,11,0,4,17,4,3285,223,125,9,0,6,0,0,3,0,364,214,31,3,0,3,0,0,5,0,251,19374,1028,89,22,91,6,33,160,20,20662,7063,277,16,19,82,5,27,124,4,7484,9375,179,15,0,3,0,4,13,3,9588,1721,194,25,0,0,0,0,0,3,1942,139,96,0,0,0,0,0,0,0,242,1060,89,8,3,0,0,5,8,0,1167,16,42,3,0,0,0,0,0,0,62,83,8,0,0,9,0,0,12,0,107,19,5,0,0,0,0,0,0,0,18,3036,435,40,6,11,0,9,23,8,3538,230,126,9,0,6,0,0,3,0,372,229,32,3,0,3,4,0,3,0,266,19923,1048,86,23,95,11,36,165,20,21248
LGA54280,2016,1051,97,20,55,0,5,81,9,3256,85,23,0,0,8,0,5,10,0,128,131,31,5,0,0,0,0,6,0,173,7480,1449,125,36,95,0,16,139,15,9210,1657,110,10,8,29,0,0,43,11,1832,3872,236,10,0,4,0,3,5,0,4119,1213,635,72,0,5,0,0,5,0,1922,282,237,11,0,0,0,0,0,5,525,571,105,7,0,3,0,7,7,3,696,9,59,0,0,0,0,0,0,4,68,233,101,11,22,57,0,0,82,6,424,8,16,0,0,0,0,0,3,0,27,2316,1144,104,25,65,0,4,88,10,3667,100,23,0,0,8,0,5,10,0,140,170,50,5,0,0,0,0,6,3,234,8110,1569,125,37,101,0,16,150,26,9991
LGA54310,2381,501,273,22,12,0,0,29,6,3198,271,31,26,4,5,0,7,9,9,345,59,16,3,5,0,0,0,5,3,88,4309,702,313,64,19,5,0,87,31,5446,362,32,5,32,3,0,0,36,6,448,1366,134,12,5,0,0,0,7,0,1518,791,242,175,0,0,0,0,0,0,1207,380,125,37,0,0,0,0,0,0,542,169,57,11,0,0,0,0,0,0,245,35,12,4,0,0,0,0,0,0,54,1466,216,60,19,10,0,0,27,3,1778,3,0,0,0,0,0,0,0,0,9,2844,651,286,23,12,0,0,30,9,3828,300,40,29,4,5,5,7,11,9,388,82,26,5,5,0,0,0,5,7,124,4951,893,330,67,19,7,0,97,34,6308
LGA54340,265,84,5,0,0,0,0,0,0,349,38,5,0,0,0,0,0,0,0,43,25,9,0,0,0,0,0,0,0,30,1184,103,5,0,0,0,0,4,3,1304,474,4,0,0,0,0,0,0,5,481,443,9,0,0,0,0,0,0,0,445,105,53,0,0,0,0,0,0,0,158,84,25,0,0,0,0,0,0,0,108,98,8,0,0,0,0,0,0,0,106,5,12,3,0,0,0,0,0,0,14,35,3,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,327,99,5,0,0,0,0,0,4,437,43,5,0,0,0,0,0,0,0,46,27,11,0,0,0,0,0,0,0,40,1313,126,5,0,0,0,0,5,6,1456
LGA54410,52,3,13,0,0,0,0,0,0,74,29,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,9,367,3,13,0,5,0,3,3,3,394,190,0,0,0,0,0,0,0,5,193,99,0,0,0,0,0,0,0,0,106,16,0,0,0,0,0,0,0,0,12,9,3,0,0,0,0,0,0,0,19,33,0,0,0,0,0,0,0,0,34,3,0,7,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,68,6,19,0,0,0,0,0,0,96,30,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,10,400,12,19,0,5,0,3,3,3,436
LGA54480,32,0,0,0,0,0,0,0,0,38,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,170,77,0,0,0,0,0,0,0,0,77,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,42,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,174
LGA54550,148,25,0,0,0,0,0,0,5,174,58,0,0,0,0,0,0,0,0,58,19,0,0,0,0,0,0,0,0,23,656,25,0,0,0,0,0,5,3,694,305,4,0,0,0,0,0,0,4,305,155,0,0,0,0,0,0,0,0,156,13,9,0,0,0,0,0,0,0,17,22,6,0,0,0,0,0,0,0,30,81,9,0,0,0,0,0,0,0,89,10,3,0,0,0,0,0,0,0,16,32,3,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,4,163,24,0,0,0,0,0,0,5,192,57,0,0,0,0,0,0,0,0,57,25,0,0,0,0,0,0,0,0,27,696,30,0,0,0,0,0,5,3,737
LGA54620,62,4,0,0,0,0,0,0,0,71,22,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,7,259,7,0,7,3,0,0,4,0,270,132,0,0,5,0,0,0,3,0,136,49,0,0,0,0,0,0,0,0,49,5,3,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,3,74,4,0,0,0,0,0,0,0,76,22,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,10,282,6,0,7,3,0,0,4,0,297
LGA54690,27,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,150,0,0,0,0,0,0,0,0,148,84,0,0,0,0,0,0,0,0,84,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,154,0,0,0,0,0,0,0,0,157
