LGA_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
LGA59030,17,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,91,51,0,0,0,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,101
LGA59100,40,5,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,5,213,5,0,0,0,0,0,0,0,222,119,0,0,0,0,0,0,0,0,120,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,5,223,5,0,0,0,0,0,0,0,229
LGA59170,66,9,0,0,0,0,0,0,4,76,38,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,0,7,333,12,4,0,0,0,0,0,5,356,154,0,0,0,0,0,0,0,3,156,78,0,0,0,0,0,0,0,0,82,7,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,40,0,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,4,72,9,0,0,0,0,0,0,4,80,40,0,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,7,347,12,4,0,0,0,0,0,5,365
LGA59250,11,0,0,0,0,0,0,0,0,14,22,3,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,6,45,5,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,41,26,3,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,5,80,9,0,0,0,0,0,0,0,84
LGA59310,110,14,0,0,0,0,0,0,0,132,25,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,10,462,18,0,4,0,0,0,9,0,485,218,5,0,6,0,0,0,6,0,228,105,0,0,0,0,0,0,3,0,109,5,0,0,0,0,0,0,0,0,11,17,7,0,0,0,0,0,0,0,30,61,6,0,0,0,0,0,0,0,67,7,5,0,0,0,0,0,0,0,17,31,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,123,23,0,0,0,0,0,0,0,148,29,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,10,490,26,0,4,0,0,0,9,0,521
LGA59320,24,0,0,0,0,0,0,0,0,24,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,153,79,0,0,0,0,0,0,0,0,79,35,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,161
LGA59330,38,0,0,0,0,0,0,0,0,44,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,194,105,0,0,0,0,0,0,0,0,105,33,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,46,17,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,201,6,0,0,0,0,0,0,0,209
LGA59340,419,116,67,43,4,0,12,59,29,686,62,8,0,13,0,3,3,20,9,102,17,0,3,43,5,0,0,50,7,69,860,153,84,166,8,4,47,225,54,1375,199,10,9,63,0,0,11,83,10,313,247,25,7,5,0,0,9,12,14,303,108,42,37,0,0,0,0,0,5,201,255,67,30,0,0,0,0,0,0,351,159,27,7,7,0,0,9,14,8,208,197,19,11,3,0,0,0,5,0,224,167,32,16,47,0,0,3,50,13,280,10,0,0,0,0,0,0,0,0,10,893,181,98,54,4,0,18,67,29,1275,78,12,0,14,0,3,3,25,9,124,35,3,4,39,5,0,0,49,12,102,1459,239,116,173,8,5,46,240,71,2122
LGA59350,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,3,3,10,0,0,7,0,0,0,7,15,24,6,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,3,25,0,0,7,0,0,0,7,16,44
LGA59360,83,18,0,0,0,0,0,0,0,101,28,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,8,339,26,3,3,0,0,0,0,0,362,155,5,0,3,0,0,0,3,0,163,64,0,0,0,0,0,0,0,0,68,10,0,0,0,0,0,0,0,0,12,13,7,0,0,0,0,0,0,0,20,45,0,0,0,0,0,0,0,0,53,4,4,0,0,0,0,0,0,0,9,13,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,87,19,0,0,0,0,0,0,0,108,32,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,8,347,24,3,3,0,0,0,0,0,377
LGA59370,178,18,0,0,0,0,0,0,0,207,48,0,0,0,0,0,0,0,6,50,18,0,0,3,0,0,0,4,0,22,1290,34,8,7,5,0,0,11,17,1357,660,16,3,3,0,0,0,3,9,680,415,4,0,0,0,0,0,0,0,422,77,5,4,0,0,0,0,0,0,82,21,18,0,0,0,0,0,0,0,43,83,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,204,23,3,0,0,0,0,0,0,229,46,0,0,0,0,0,0,0,6,52,18,0,0,3,0,0,0,4,0,29,1344,39,6,7,5,0,0,11,13,1420
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
